Facility Name,Address,Phone Number,Capacity,City,Zip Code,State,Date Accessed,State Facility Type 1 Literal,State Facility Type 2 Literal,County,Licensee,License Number,Facility ID
Richland Place,3823 LAWNDALE DRIVE,(336)288-8688,70.0,Greensboro,27455,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Guilford,"GREENSBORO BG OPCO, LLC",HAL-041-081,970071.0
Spring Arbor Of Greensboro,5125 MICHAUX ROAD,(336)286-6404,100.0,Greensboro,27410,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Guilford,SPRING ARBOR OF GREENSBORO LIMITED PARTNERSHIP,HAL-041-074,90346.0
St. Gales Estates,1411 LEE'S CHAPEL ROAD,(336)621-5336,60.0,Greensboro,27405-1615,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Guilford,"ST. GALES ESTATES, INC",HAL-041-023,960822.0
The Arboretum At Heritage Greens,709 MEADOWOOD STREET,(760)804-5900,66.0,Greensboro,27409,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Guilford,"KC HERITAGE GREENS, LLC",HAL-041-078,980248.0
The Elms At Abbotswood,3508 FLINT STREET,(336)282-8870,48.0,Greensboro,27405,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Guilford,KRC GREENSBORO LIMITED PARTNERSHIP,HAL-041-085,150329.0
Verra Springs At Heritage Greens,803 MEADOWOOD STREET,(760)804-5900,45.0,Greensboro,27409,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Guilford,"KC HERITAGE GREENS, LLC",HAL-041-079,940530.0
Wellington Oaks,3004 DEXTER AVENUE,(336)553-3917,85.0,Greensboro,27407-3616,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Guilford,"GREENSBORO HEALTH HOLDINGS, LLC",HAL-041-072,920871.0
Westchester Harbour,630 WHITTIER AVENUE,(336)888-6777,90.0,High Point,27262,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Guilford,"PROVIDENCE PLACE ASSISTED LIVING, INC",HAL-041-073,90501.0
Carolina Rest Home,1361 CAROLINA REST HOME ROAD,(252)533-0014,40.0,Roanoke Rapids,27870,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Halifax,"CAROLINA CARE OF HALIFAX, LLC",HAL-042-005,920177.0
Scotland House,27669 HIGHWAY 125,(252)826-0475,60.0,Scotland Neck,27874,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Halifax,"HALIFAX OPCO HOLDINGS, LLC",HAL-042-006,61339.0
The Landings Of Lake Gaston,206 NORTH MOSBY AVE,(828)270-0661,0.0,Littleton,27850,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Halifax,"LAKE GASTON OPCO HOLDINGS, LLC",HAL-042-007,160282.0
Absolute Care Assisted Living,431 JUNNY ROAD,(919)639-6322,12.0,Angier,27501,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Harnett,"ABSOLUTE CARE ASSISTED LIVING, LLC",HAL-043-029,970273.0
Absolute Care Assisted Living Ii,431 JUNNY ROAD,(919)673-2146,12.0,Angier,27501-1091,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Harnett,"ABSOLUTE CARE ASSISTED LIVING, LLC",HAL-043-031,980225.0
Arc Of Dunn,217 JONESBORO ROAD,(910)892-1711,36.0,Dunn,28334,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Harnett,"A1A - ARC OF DUNN, LLC",HAL-043-033,920260.0
Green Leaf Care Center,2041 NC 210 NORTH,(910)893-8181,105.0,Lillington,27546,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Harnett,"LILLINGTON OPERATIONS, LLC",HAL-043-027,920134.0
Johnson Better Care Facility,3485 HWY 301 NORTH,(910)892-1155,50.0,Dunn,28335,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Harnett,JERRY JOHNSON,HAL-043-003,920602.0
Oak Hill Living Center,9767 NC 210-N,(919)639-9000,122.0,Angier,27501,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Harnett,"THE AUTUMN GROUP, INC.",HAL-043-015,971532.0
Pinecrest Gardens,1984 OLD US 421,(910)893-2766,60.0,Lillington,27546,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Harnett,SENIOR MANAGEMENT INC,HAL-043-022,970133.0
Senior Citizens Village,504 WEST CANAL DRIVE,(910)892-1241,65.0,Dunn,28334,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Harnett,"MOORE HEALTH CARE, INC.",HAL-043-006,941082.0
Senter'S Rest Home,40 RAWLS CLUB ROAD,(919)552-6264,50.0,Fuquay-Varina,27526-8031,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Harnett,"FUQUAY-VARINA HEALTH HOLDINGS, LLC",HAL-043-024,921084.0
Chestnut Park Retirement Center,84 CHESTNUT PARK DRIVE,(828)456-3337,20.0,Waynesville,28786,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Haywood,BARBARA J HANNAH,HAL-044-022,920207.0
Creekside Villas,465 BOYD AVENUE,(828)456-9241,20.0,Waynesville,28786-4317,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Haywood,EARL ENTERPRISES INC,HAL-044-044,920977.0
Haywood House,27 NORTH MAIN STREET,(828)276-1004,60.0,Canton,28716-1449,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Haywood,"HAYWOOD HEALTH HOLDINGS, LLC",HAL-044-042,110041.0
Haywood Lodge And Retirement Center,251 SHELTON STREET,(828)456-8365,68.0,Waynesville,28786-3362,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Haywood,"EARL ENTERPRISES, INC",HAL-044-009,920515.0
Mccracken Rest Home,203 MCCRACKEN STREET,(828)456-9004,22.0,Waynesville,28786,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Haywood,"CDS MANAGEMENT GROUP, LLC",HAL-044-046,920745.0
Pigeon Valley Rest Home,55 LAKE DRIVE,(828)648-2044,29.0,Canton,28716,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Haywood,PIGEON VALLEY REST HOME LLC,HAL-044-012,920921.0
Richland Community Care #2,290 KILLIAN STREET,(828)452-0456,11.0,Waynesville,28786,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Haywood,BRONWYN PRUITT,HAL-044-045,921005.0
Spicewood Cottages Elms,39 LOVING WAY,(828)452-0238,20.0,Clyde,28721-9471,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Haywood,"EARL ENTERPRISES, INC",HAL-044-039,920250.0
Spicewood Cottages Oaks,67 LOVING WAY,(828)452-3822,20.0,Clyde,28721-9471,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Haywood,"EARL ENTERPRISES, INC",HAL-044-040,920253.0
Spicewood Cottages Willows,65 LOVING WAY,(828)452-0913,20.0,Clyde,28721-9471,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Haywood,"EARL ENTERPRISES, INC",HAL-044-041,920252.0
Carolina Reserve Of Hendersonville,1820 PISGAH DRIVE,(828)692-6440,61.0,Hendersonville,28791,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Henderson,"RSS HENDERSONVILLE OPERATIONS, LLC",HAL-045-125,960697.0
Carolina Reserve Of Laurel Park,1825 PISGAH DRIVE,(828)697-7800,48.0,Hendersonville,28791,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Henderson,"RSS HENDERSONVILLE WEST OPERATIONS, LLC",HAL-045-126,980406.0
Carolina Village,600 CAROLINA VILLAGE ROAD,(828)692-6275,60.0,Hendersonville,28792,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Henderson,"CAROLINA VILLAGE, INC.",HAL-045-067,11225.0
Cherry Springs Village,358 CLEAR CREEK ROAD,(828)698-6501,60.0,Hendersonville,28792-2595,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Henderson,"WP-HENDERSONVILLE HEALTH HOLDINGS, LLC",HAL-045-115,970589.0
Elmcroft Of Hendersonville,3851 HOWARD GAP ROAD,(828)693-0700,96.0,Hendersonville,28792,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Henderson,"EC OPCO HENDERSONVILLE NC, LP",HAL-045-130,454.0
Henderson'S Assisted Living,74 LOTUS LANE,(828)692-2220,26.0,Hendersonville,28792,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Henderson,"DOGWOOD VILLAS, INC",HAL-045-113,920523.0
Heritage Hills A Pacifica Senior Living Community,2500 HERITAGE CIRCLE,(828)639-8282,24.0,Hendersonville,28791,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Henderson,"PACIFICA HERITAGE CIRCLE, LLC",HAL-045-123,944350.0
Mccullough'S Rest Home,720 ORR'S CAMP ROAD,(828)693-7976,13.0,Hendersonville,28792,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Henderson,"MCCULLOUGH REST HOME, LLC",HAL-045-005,920746.0
Mountain View Assisted Living,260 CENTERWAY DRIVE,(828)692-9960,27.0,Hendersonville,28792,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Henderson,"MOUNTAIN VIEW ASSISTED LIVING, INC",HAL-045-112,920827.0
The Gardens Of Hendersonville,1000 WEST ALLEN STREET,(828)693-3388,60.0,Hendersonville,28739,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Henderson,"CARDINAL AL HOLDINGS, LLC",HAL-045-129,920163.0
The Gardens Of The Blue Ridge,913 9TH AVENUE WEST,(828)693-0871,43.0,Hendersonville,28791-3315,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Henderson,"CARDINAL OPCO, LLC",HAL-045-128,920998.0
The Landings Of Mills River,4143 HAYWOOD ROAD,(828)891-2166,65.0,Mills River,28759,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Henderson,"HENDERSONVILLE AL HOLDINGS, LLC",HAL-045-127,140293.0
Ahoskie Assisted Living,240 SOUTH EARLEY STATION ROAD,(252)513-8591,92.0,Ahoskie,27910,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Hertford,RPA HEALTHCARE LLC,HAL-046-020,920944.0
Ahoskie House,407 LOFTIN LANE,(252)862-4700,60.0,Ahoskie,27910-3447,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Hertford,"AHOSKIE HOUSE, LLC",HAL-046-004,971403.0
Twin Oaks And Twins Adult Home,817 US 258 N,(252)398-8110,21.0,Como,27818,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Hertford,"TWIN OAKS AND TWINS, INC",HAL-046-018,921269.0
Open Arms Retirement Center,612 HEALTH DRIVE,(910)875-3949,90.0,Raeford,28376,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Hoke,"INTEGRITY-OPEN ARMS, LLC",HAL-047-014,10099.0
Wickshire Creeks Crossing,8398 FAYETTEVILLE ROAD,(910)683-6800,75.0,Raeford,28376,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Hoke,WICKSHIRE CREEKS CROSSING OPCO LLC,HAL-047-015,130277.0
Brookdale East Broad,2441 EAST BROAD STREET,(704)872-1940,58.0,Statesville,28625,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Iredell,"SOUTHERN ASSISTED LIVING, LLC",HAL-049-019,921147.0
Brookdale Peachtree Al,2806 PEACHTREE ROAD,(704)872-1946,87.0,Statesville,28625,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Iredell,"SOUTHERN ASSISTED LIVING, LLC",HAL-049-020,961012.0
Brookdale Peachtree Mc,2814 PEACHTREE ROAD,(704)872-1946,40.0,Statesville,28625-8204,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Iredell,"SOUTHERN ASSISTED LIVING, LLC",HAL-049-021,980271.0
Cadence Mooresville,198 E WATERLYNN ROAD,(704)660-8000,96.0,Mooresville,28117,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Iredell,"GAHC3 MOORESVILLE NC TRS SUB, LLC",HAL-049-034,120015.0
Crown Colony,291 COMMERCIAL DRIVE,(704)663-7600,60.0,Mooresville,28115,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Iredell,TAYLOR & HART MANAGEMENT LLC,HAL-049-010,970852.0
Heritage Place Adult Living Center,1372 EUFOLA ROAD,(704)528-4568,40.0,Statesville,28677,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Iredell,"OMEGA INVESTMENT, INC",HAL-049-003,920889.0
Jurney'S Assisted Living,1942 VAN HAVEN DRIVE,(704)878-0046,60.0,Statesville,28625,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Iredell,"ENTERPRISE HEALTHCARE OF  STATESVILLE, INC",HAL-049-015,940620.0
Mill Creek Manor,1902 ORA DRIVE,(980)223-2353,80.0,Statesville,28625,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Iredell,"MILL CREEK MANOR, LLC",HAL-049-033,941148.0
Olin Village,999 TABOR ROAD,(704)546-7121,64.0,Olin,28660,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Iredell,"OLIN VILLAGE, LLC",HAL-049-016,960782.0
Rosewood Assisted Living,3134 HARMONY HIGHWAY,(704)546-2671,54.0,Harmony,28634,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Iredell,"LANCASTER HEALTH CARE, INC.",HAL-049-004,921043.0
Summit Place Of Mooresville,128 BRAWLEY SCHOOL ROAD,(704)799-2712,60.0,Mooresville,28117,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Iredell,SNH SE MOORESVILLE TENANT LLC,HAL-049-030,971550.0
Terrabella Lake Norman,140 CARRIAGE CLUB DRIVE,(704)658-1200,120.0,Mooresville,28117,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Iredell,"HP MOORESVILLE OPCO, LLC",HAL-049-035,1199.0
The Gardens Of Statesville,2147 DAVIE AVENUE,(704)878-0123,67.0,Statesville,28625,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Iredell,"STATESVILLE ASSISTED LIVING, LLC",HAL-049-023,971094.0
Morningstar Assisted Living,95 MORNINGSTAR LANE,(828)586-4002,55.0,Sylva,28779,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Jackson,"MORNINGSTAR OF JACKSON, LLC",HAL-050-016,920365.0
The Hermitage,185 BRICKFARM ROAD,(828)586-9070,90.0,Dillsboro,28779,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Jackson,"SKYLAND HOUSE, LLC",HAL-050-017,50758.0
Autumn Home Care Of Johnston County I,474 JERRY ROAD,(919)965-3435,12.0,Selma,27576,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Johnston,"AUTUMN HOME CARE OF JOHNSTON COUNTY, INC.",HAL-051-002,920046.0
Autumn Home Care Of Johnston County Ii,474 JERRY ROAD,(919)965-3455,12.0,Selma,27576,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Johnston,"AUTUMN HOME CARE OF JOHNSTON COUNTY, INC.",HAL-051-003,920047.0
Autumn Home Care Of Johnston County Iii,474 JERRY ROAD,(919)965-3333,12.0,Selma,27576,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Johnston,"AUTUMN HOME CARE OF JOHNSTON COUNTY, INC.",HAL-051-001,920045.0
Brookdale Smithfield,830 BERKSHIRE ROAD,(919)989-3100,74.0,Smithfield,27577,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Johnston,"SOUTHERN ASSISTED LIVING, LLC",HAL-051-024,971376.0
Classic Care Homes #1,101 ANNIE PARKER CIRCLE,(919)726-9447,12.0,Smithfield,27577,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Johnston,"CLASSIC CARE HOLDINGS, LLC",HAL-051-062,920225.0
Classic Care Homes #2,103 ANNIE PARKER CIRCLE,(919)726-9447,12.0,Smithfield,27577,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Johnston,"CLASSIC CARE HOLDINGS, LLC",HAL-051-064,960961.0
Classic Care Homes #3,105 ANNIE PARKER CIRCLE,(919)726-9449,12.0,Smithfield,27577,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Johnston,"CLASSIC CARE HOLDINGS, LLC",HAL-051-063,960962.0
Clayton House,145 DAIRY ROAD,(919)553-6144,60.0,Clayton,27520-4965,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Johnston,"CLAYTON HEALTH HOLDINGS, LLC",HAL-051-041,920228.0
Four Oaks Senior Living,565 BOYETTE ROAD,(919)963-2011,96.0,Four Oaks,27524,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Johnston,"FOUR OAKS OPCO HOLDINGS, LLC",HAL-051-060,921218.0
Gabriel Manor Assisted Living Center,84 JOHNSON ESTATE ROAD,(919)359-3878,77.0,Clayton,27520,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Johnston,"SMITHFIELD EAST HEALTH HOLDINGS, LLC",HAL-051-048,100883.0
Mclamb'S Rest Home,998 FIVE POINTS ROAD,(919)207-0282,12.0,Benson,27504,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Johnston,MAYLON & KATIE MCLAMB,HAL-051-007,920754.0
Mclamb'S Rest Home #2,998 FIVE POINTS ROAD,(919)207-0282,12.0,Benson,27504,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Johnston,MAYLON & KATIE MCLAMB,HAL-051-008,920753.0
Meadowview Assisted Living Center,250 HIGHWAY 210 WEST,(919)989-4848,60.0,Smithfield,27577,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Johnston,"MEADOWVIEW AL OPERATIONS, LLC",HAL-051-047,980347.0
Progressive Care Of Princeton,160 HAVEN LANE,(919)524-6968,12.0,Princeton,27569,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Johnston,PROGRESSIVE CARE OF PRINCETON LLC,HAL-051-052,920970.0
Providence Assisted Living,4302 NC 210,(919)247-4760,20.0,Smithfield,27577,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Johnston,"PROVIDENCE HEALTHCARE OF THE CAROLINAS, LLC",HAL-051-061,920051.0
The Landings Of Smithfield,200 KELLIE DRIVE,(919)934-2030,66.0,Smithfield,27577,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Johnston,"JOHNSTON OPCO, LLC",HAL-051-065,170320.0
Oakhaven Home,700 WESTOVER DRIVE,(919)776-4121,40.0,Sanford,27330,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Lee,"KELLER'S NURSING HOME, INC",HAL-053-001,920867.0
Oakhaven Ii,700 WESTOVER DRIVE,(919)776-4121,12.0,Sanford,27330,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Lee,"KELLER'S NURSING HOME, INC",HAL-053-002,920868.0
Parkview Retirement Center,1801 WICKER STREET EXT.,(919)774-4322,116.0,Sanford,27330,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Lee,"PARKVIEW RETIREMENT CENTER, INC",HAL-053-004,920895.0
Sanford Manor,1115 CARTHAGE STREET,(919)774-3774,85.0,Sanford,27330-4162,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Lee,"SANFORD MANOR, LLC",HAL-053-030,950864.0
Sanford Senior Living,1107 CARTHAGE STREET,(919)774-3774,50.0,Sanford,27330-4162,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Lee,"SANFORD SENIOR LIVING, LLC",HAL-053-031,955674.0
Legacy Memory Care At Kinston,1406 EAST SHINE STREET,(252)527-0438,24.0,Kinston,28501,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Lenoir,"LEGACY MEMORY CARE AT KINSTON, LLC",HAL-054-070,941256.0
Lenoir Assisted Living,2773 PINEWOOD HOME DRIVE,(252)568-6167,94.0,Pink Hill,28572,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Lenoir,"LENOIR ASSISTED LIVING, LLC",HAL-054-068,920943.0
Rose Vista Assisted Living,2130 ROSE VISTA ROAD,(919)596-9464,60.0,Kinston,28504,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Lenoir,"ROSE VISTA ASSISTED LIVIING, LLC",HAL-054-069,921079.0
Spring Arbor Of Kinston,3207 CAREY ROAD,(252)523-3099,86.0,Kinston,28504,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Lenoir,"SPRING ARBOR OF KINSTON II, LTD",HAL-054-006,980433.0
The Village Of Kinston,1935 IDLEWILD DRIVE,(252)208-7103,63.0,Kinston,28504,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Lenoir,"THE VILLAGE OF KINSTON ASSISTED LIVING, LLC",HAL-054-067,970042.0
Amazing Grace Rest Home,3633 AMAZING GRACE ROAD,(704)473-3178,10.0,Lawndale,28090,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Lincoln,"EARLEEN WELLMON, MARGIE LEONHARDT & MELANIE LEONHARDT WILSON",HAL-055-001,920025.0
Boger City Rest Home,1428 LITTLE VALLEY LANE,(704)732-2220,52.0,Lincolnton,28092,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Lincoln,"BOGER CITY REST HOME, INC",HAL-055-002,920109.0
Heath House,919 WILMA SIGMON ROAD,(704)732-1113,60.0,Lincolnton,28092,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Lincoln,"DEPAUL ADULT CARE COMMUNITIES, INC",HAL-055-O07,970865.0
Lakewood Care Center,7981 OPTIMIST CLUB ROAD,(704)483-7000,60.0,Denver,28037,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Lincoln,"LAKEWOOD CARE CENTER, INC.",HAL-055-003,920645.0
North Brook Rest Home,1611 NORTH BROOK III SCHOOL RD,(704)482-2033,12.0,Vale,28168,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Lincoln,"NORTH BROOK REST HOME, INC.",HAL-055-004,920860.0
The Addison Of Lincolnton,440 SALEM CHURCH ROAD,(704)732-0029,96.0,Lincolnton,28092,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Lincoln,"GA HC REIT II ALF TRS LINCOLNTON SUB, LLC",HAL-055-009,456.0
Wexford House,3900 WEXFORD LANE,(704)489-2633,80.0,Denver,28037,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Lincoln,DEPAUL ADULT CARE COMMUNITIES INC,HAL-055-008,980529.0
Chestnut Hill Of Highlands,24 CLUBHOUSE TRAIL,(828)526-5251,26.0,Highlands,28741,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Macon,"HIGHLANDS ASSISTED LIVING, LLC",HAL-056-005,970361.0
Franklin House,186 ONE CENTER COURT,(828)363-9965,70.0,Franklin,28734,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Macon,"MACON HEALTH HOLDINGS, LLC",HAL-056-006,80177.0
Grandview Manor Care Center,150 CRISP STREET,(828)524-4425,82.0,Franklin,28734,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Macon,"GRANDVIEW MANOR CARE CENTER, INC",HAL-056-001,920455.0
Mars Hill Retirement Community,170 SOUTH MAIN STREET,(828)689-7900,69.0,Mars Hill,28754,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Madison,"WESTERN NORTH CAROLINA RETIREMENT, LLC",HAL-057-010,980237.0
Vintage Inn Retirement Community,826 EAST BLVD. 17 N BY-PASS,(252)792-8311,122.0,Williamston,27892,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Martin,"VINTAGE INN RETIREMENT COMMUNITY, LLC",HAL-058-010,921293.0
Williamston House,160 SANTREE DRIVE,(252)792-6969,60.0,Williamston,27892-1466,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Martin,"WP-WILLIAMSTON HEALTH HOLDINGS, LLC",HAL-058-011,971507.0
Cedarbrook Residential Center,1267 PINNACLE CHURCH ROAD,(828)652-4633,80.0,Nebo,28761,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Mcdowell,"CEDARBROOK RESIDENTIAL CENTER, INC",HAL-059-021,920947.0
Houston House,9460  HWY 64,(828)287-4943,29.0,Union Mills,28167,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Mcdowell,"INTEGRITY-HOUSTON HOUSE, LLC",HAL-059-033,921193.0
Lake James Lodge Assisted Living,63 LAKEVIEW DRIVE NORTH,(828)652-3038,60.0,Marion,28752,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Mcdowell,"LAKE JAMES LODGE ASSISTED LIVING, INC",HAL-059-032,961014.0
Mcdowell Assisted Living,5235 NC 226 SOUTH,(828)652-3033,54.0,Marion,28752,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Mcdowell,"MCDOWELL ASSISTED LIVING, LLC",HAL-059-017,921030.0
Mcdowell House,1687 DAIRY ROAD,(828)652-5458,25.0,Nebo,28761,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Mcdowell,"INTEGRITY-MCDOWELL HOUSE, LLC",HAL-059-034,956982.0
Rose Hill Retirement Community,120 FLEMING AVENUE,(828)652-2504,87.0,Marion,28752,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Mcdowell,"YOUR H.O.M.E., INC.",HAL-059-027,960008.0
Brighton Gardens Of Charlotte,6000 PARK SOUTH DRIVE,(704)643-1400,125.0,Charlotte,28210,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Mecklenburg,"PRIME CARE ONE, LLC",HAL-060-019,970276.0
Brookdale Carriage Club Providence I,5802 OLD PROVIDENCE ROAD,(704)365-8551,77.0,Charlotte,28226,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Mecklenburg,"ARCLP-CHARLOTTE, LLC",HAL-060-016,960511.0
Brookdale Carriage Club Providence Ii,5816 OLD PROVIDENCE ROAD,(704)365-8551,34.0,Charlotte,28226,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Mecklenburg,"ARCLP-CHARLOTTE, LLC",HAL-060-049,971560.0
