XFCOUNTY,XFACILITY,XCAP,LLICENSEE,XSADDR,XSCITY,XSSTATE,XSZIP,XFADDR1,XFADDR2,XFCITY,XFSTATE,XFZIP,XFPHONE,XFFAX,LLICENSNO,XFID,XSTATUS,STARS
Mecklenburg,Hunter Village,68,Tom and Jerry Management LLC,111 South Church Street,Huntersville,NC,28070,PO Box 686,,Huntersville,NC,28070,(704)875-0859,(704)948-0763,HAL-060-014,930582,Active,4
Mecklenburg,Legacy Heights Senior Living Community,122,"Morningside of Concord, LLC",11230 Ballantyne Trace Court,Charlotte,NC,28277,400 Centre St,,Newton,MA,2458,(704)544-7220,(704)544-7221,HAL-060-152,960608,Active,3
Mecklenburg,MerryWood on Park,20,"Park Senior Care, LLC",3600 Park Road,Charlotte,NC,28209,1000 Legion Place,Suite 1600,Orlando,FL,32801,(704)626-6355,(   )   -,HAL-060-155,920469,Active,4
Mecklenburg,Mint Hill Senior Living,82,"Mint Hill Health Holdings, LLC",10830 Lawyers Glen Drive,Charlotte,NC,28227,PO Box 26255,,Winston Salem,NC,27114,(704)545-9555,(704)545-2075,HAL-060-136,970851,Active,1
Mecklenburg,Northlake House,48,"Northlake AL Holdings, LLC",9108- Reames Road,Charlotte,NC,28216,PO Box 26255,,Winston Salem,NC,27114,(980)859-6000,(704)596-6948,HAL-060-150,160264,Active,3
Mecklenburg,Oakbridge Terrace @ Matthews Glen,60,"Acts Retirement Life Communities, Inc.",701 Plantation Estates Drive,Matthews,NC,28105-6550,701 Plantation Estates Drive,,Matthews,NC,28105-6550,(704)815-0380,(704)845-5443,HAL-060-167,923412,New,0
Mecklenburg,Parker Terrace,53,"Aldersgate United Methodist Retirement Community, Inc",3800 Shamrock Drive,Charlotte,NC,28215-3298,3800 Shamrock Drive,,Charlotte,NC,28215-3298,(704)532-7000,(704)532-5463,HAL-060-054,991041,Active,3
Mecklenburg,Preston House,40,"Preston House of Charlotte, LLC",4910 Harris Woods Boulevard,Charlotte,NC,28269,"853 Old Winston Road, Suite 118",,Kernersville,NC,27284,(704)921-9279,(704)921-0848,HAL-060-154,970707,Active,4
Mecklenburg,Queen City Assisted Living,120,"WP-Charlotte AL Holdings, LLC",1700 Montana Drive,Charlotte,NC,28216-3604,PO Box 26255,,Winston Salem,NC,27114,(704)393-2870,(704)393-3476,HAL-060-126,960558,Active,2
Mecklenburg,Ranson Ridge at the Villages of Mecklenburg,100,"Senior Care ALF Management, Inc.",13910 Hunton Lane,Huntersville,NC,28078,13910 Hunton Lane,,Huntersville,NC,28078,(704)897-2723,(704)897-6103,HAL-060-147,100534,Active,3
Mecklenburg,Summit Place of Southpark,120,"SNH SE Tenant TRS, Inc.",2101 Runnymede Lane,Charlotte,NC,28209,"Attn: Licensing, 400 Centre Street",,Newton,MA,2458,(704)525-5508,(704)525-2672,HAL-060-116,980186,Active,3
Mecklenburg,Sunrise on Providence,95,"AL I/Providence Senior Housing Opco, LP",5114 Providence Road,Charlotte,NC,28226,5114 Providence Road,,Charlotte,NC,28226,(704)365-5252,(704)365-4306,HAL-060-165,980794,Active,0
Mecklenburg,The Charlotte Assisted Living,119,"Charlotte Assisted Living, LLC",9120 Willow Ridge Drive,Charlotte,NC,28210,3530 Toringdon Way STE 204,,Charlotte,NC,28277,(704)542-9449,(704)542-0776,HAL-060-158,970591,Active,1
Mecklenburg,The Haven in Highland Creek,60,SNH NC Tenant LLC,5920 McChesney Drive,Charlotte,NC,28269,400 Centre St,,Newton,MA,2458,(704)992-1560,(704)992-1566,HAL-060-162,970716,Ownership Changed,3
Mecklenburg,The Haven in the Village at Carolina Place,60,SNH NC Tenant LLC,13150 Dorman Road,Pineville,NC,28134,400 Centre St,,Newton,MA,2458,(704)540-0155,(704)540-7769,HAL-060-163,971417,Active,3
Mecklenburg,The Laurels in Highland Creek,105,SNH NC Tenant LLC,6101 Clarke Creek Parkway,Charlotte,NC,28269,400 Centre St,,Newton,MA,2458,(704)947-8050,(704)947-2363,HAL-060-161,971364,Active,3
Mecklenburg,The Laurels in the Village at Carolina Place,104,SNH NC Tenant LLC,13180 Dorman Road,Pineville,NC,28134,400 Centre St,,Newton,MA,2458,(704)540-8007,(704)540-8088,HAL-060-164,971517,Ownership Changed,3
Mecklenburg,The Little Flower Assisted Living,49,Charlotte Assisted Living (Little Flower ) Delaware LLC,8700 Lawyers Road,Charlotte,NC,28227,8700 Lawyers Road,,Charlotte,NC,28227,(704)545-7005,(704)545-6613,HAL-060-109,960601,Active,4
Mecklenburg,The Parc at Sharon Amity,64,"WP-Charlotte Health Holdings, LLC",4025 N. Sharon Amity Drive,Charlotte,NC,28205-4975,P.O. Box 26255,,Winston Salem,NC,27114,(704)569-9661,(704)569-9662,HAL-060-125,990857,Active,0
Mecklenburg,The Social at Cotswold,104,"S-H OpCo Eastover, LLC",3610 Randolph Road,Charlotte,NC,28211,3610 Randolph Rd,,Charlotte,NC,28211,(704)366-2550,(704)336-4041,HAL-060-132,970113,Active,3
Mecklenburg,The Terrace at Brightmore of South Charlotte,34,"Charlotte SC Senior Housing OPCO, LLC",10225 Old Ardrey Kell Road,Charlotte,NC,28277,10225 Old Ardrey Kell Road,,Charlotte,NC,28277,(704)557-0511,(704)554-0511,HAL-060-157,100541,Active,3
Mecklenburg,Waltonwood Cotswold,125,"Waltonwood Cotswold, LLC",5215 Randolph Road,Charlotte,NC,28211,5215 Randolph Road,,Charlotte,NC,28211,(704)496-9310,(704)496-9402,HAL-060-148,110877,Active,3
Mecklenburg,Waltonwood at Providence,80,"Waltonwood at Providence, LLC",11945 Providence Road,Charlotte,NC,28277,11945 Providence Road,,Charlotte,NC,28277,(704)246-8670,(704)246-8168,HAL-060-138,100530,Active,4
Mecklenburg,Wickshire Steele Creek,90,Wickshire Steele Creek OpCo LLC,13600 S. Tryon Street,Charlotte,NC,28278,13600 S. Tryon St.,,Charlotte,NC,28278,(704)705-2727,(704)504-1049,HAL-060-166,100540,Ownership Changed,1
Mecklenburg,Willow Ridge Assisted Living,52,"Charlotte Health Holdings, LLC",2040 Milton Road,Charlotte,NC,28215-3319,P.O. Box 26255,,Winston Salem,NC,27114,(704)405-0730,(704)405-0770,HAL-060-111,920521,Active,1
Mitchell,Mitchell House,80,"Mitchell House One, LLC",13681 Hwy 226 South,Spruce Pine,NC,28777-4511,PO Box 26255,,Winston Salem,NC,27114,(828)766-7771,(828)766-5862,HAL-061-011,120180,Active,3
Montgomery,Brookstone Haven of Star Assisted Living,54,"Brookstone Haven of Star Assisted Living, LLC",327 Freeman Street,Star,NC,27356,P.O. Box 157,,Star,NC,27356,(910)428-2101,(910)428-1131,HAL-062-014,940857,Active,1
Montgomery,Poplar Springs Assisted Living,12,Ivey Thompson & Shawn Thompson,601 Dover Road,Star,NC,27356,601 Dover Road,,Star,NC,27356,(910)428-2981,(910)428-2739,HAL-062-015,920958,Active,3
Montgomery,Sandy Ridge Assisted Living,120,"Sandy Ridge Homes Holding, Corp.",326 Bowman Road,Candor,NC,27229,326 Bowman Road,,Candor,NC,27229,(910)974-4162,(910)974-7328,HAL-062-009,960947,Active,4
Moore,Brookdale Pinehurst,76,"Southern Assisted Living, LLC",17 Regional Drive,Pinehurst,NC,28374,17 Regional Drive,,Pinehurst,NC,28374,(910)235-0700,(910)235-0650,HAL-063-024,980176,Active,2
Moore,Elmcroft of Southern Pines,94,"EC Opco Southern Pines, LP",101 Brucewood Road,Southern Pines,NC,28387,5885 Meadows Road,Suite 500,Lake Oswego,OR,97035,(910)692-4928,(910)692-0899,HAL-063-025,971181,Active,3
Moore,Fox Hollow Senior Living Community,85,"Morningside of Concord, LLC",190 Fox Hollow Road,Pinehurst,NC,28374,400 Centre Street,ATTN: Licensing,Newton,MA,2458,(910)695-0011,(910)695-1147,HAL-063-022,971362,Active,4
Moore,Magnolia Gardens,110,"Magnolia Gardens of Southern Pines, LLC",594 Murray Hill Road,Southern Pines,NC,28387,594 Murray Hill Road,,Southern Pines,NC,28387,(910)692-6311,(910)692-6259,HAL-063-007,940463,Active,2
Moore,Seven Lakes Assisted Living,60,"West End Holdings, LLC",292 McDougall Drive,West End,NC,27376-8300,P.O. Box 26255,,Winston Salem,NC,27114,(910)673-2045,(910)673-3738,HAL-063-023,920529,Active,4
Moore,Tara Plantation of Carthage,80,"Tara Plantation of Carthage, LLC",820 S. McNeill Street,Carthage,NC,28327,P.O. Box 248,,Carthage,NC,28327,(910)947-5888,(910)947-2082,HAL-063-011,971147,Active,0
Moore,The Coventry,60,"St. Joseph of the Pines, Inc",105 Gossman Drive,Southern Pines,NC,28387,105 Gossman Drive,,Southern Pines,NC,28387,(910)246-1045,(910)246-1984,HAL-063-016,960429,Active,3
Nash,Brekenridge Retirement Center,64,Brekenridge Retirement Center Inc,2500 Hunter Hill Road,Rocky Mount,NC,27804,2500 Hunter Hill Road,,Rocky Mount,NC,27804,(252)443-5400,(252)443-3199,HAL-064-004,955524,Active,4
Nash,Brookdale Rocky Mount,60,"Brookdale Senior Living Communities, Inc.",650 Goldrock Road,Rocky Mount,NC,27804,650 Goldrock Road,,Rocky Mount,NC,27804,(252)446-6005,(252)446-0974,HAL-064-008,970906,Active,3
Nash,Hunter Hill Senior Living,64,"Graca Holdings, LLC",891 Noell Lane,Rocky Mount,NC,27804,891 Noell Lane,,Rocky Mount,NC,27804,(252)210-3751,(252)210-3754,HAL-064-032,920581,Active,3
Nash,Somerset Court of Rocky Mount,60,"JFC Meridian Opco-Rocky Mount, LLC",918 Westwood Drive,Rocky Mount,NC,27802,PO Box 26255,,Winston Salem,NC,27114,(252)443-5592,(252)446-6969,HAL-064-029,960823,Active,1
Nash,Spring Arbor of Rocky Mount,84,"Spring Arbor of Rocky Mount II, a Virgina Limited Partnership",1251 S. Winstead Avenue,Rocky Mount,NC,27803,1251 S. Winstead Avenue,,Rocky Mount,NC,27803,(252)443-3999,(252)443-3113,HAL-064-005,955657,Active,4
Nash,The Gardens of Nashville,122,"Nashville Opco, LLC",1022 Eastern Avenue,Nashville,NC,27856,P O Box 26255,,Winston Salem,NC,27114,(252)459-3014,(252)459-8210,HAL-064-031,923369,Active,0
Nash,Trinity Retirement Villas #1,12,First Venture Management INC.,222 North Lumber Street,Nashville,NC,27856,2906 Flowers Drive,,Wilson,NC,27896,(252)230-0714,(252)459-3343,HAL-064-014,960515,Active,3
Nash,Trinity Retirement Villas #2,12,First Venture Management INC.,223 North Lumber Street,Nashville,NC,27856,2906 Flowers Drive N.,,Wilson,NC,27896,(252)459-9294,(252)459-3343,HAL-064-013,970462,Active,3
New Hanover,Brookdale Wilmington,38,"Brookdale Senior Living Communities, Inc",3501 Converse Drive,Wilmington,NC,28403,3501 Converse Drive,,Wilmington,NC,28403,(910)790-8664,(910)790-5662,HAL-065-019,971015,Active,1
New Hanover,Castle Creek Memory Care,84,"Castle Hayne AL Holdings, LLC",4724 Castle Hayne Road,Castle Hayne,NC,28429-6403,P.O. Box 26255,,Winston Salem,NC,27114,(910)675-2988,(910)675-1967,HAL-065-034,920536,Active,0
New Hanover,Cedar Cove Assisted Living,64,"Cedar Cove Assisted Living, LLC",4200 Jasmine Cove Way,Wilmington,NC,28412,4200 Jasmine Cove Way,,Wilmington,NC,28412,(910)397-7812,(910)397-7818,HAL-065-035,940188,Active,2
New Hanover,Champions Assisted Living,148,Cornelia Nixon Davis Inc. DBA Champions Assisted Living,1007 Porters Neck Road,Wilmington,NC,28411,1007 Porters Neck Road,,Wilmington,NC,28411,(910)686-6462,(910)686-8320,HAL-065-020,275,Active,3
New Hanover,Morningside of Wilmington,101,SNH AL Wilmington Tenant Inc.,2744 S 17th Street,Wilmington,NC,28412,400 Centre Street,,Newton,MA,2458,(910)452-1114,(910)452-9379,HAL-065-045,970703,Active,1
New Hanover,New Hanover House,61,"New Hanover House, LLC",3915 Stedwick Court,Wilmington,NC,28412-3631,P.O. Box 26255,,Winston-Salem,NC,27114,(910)632-2671,(910)632-2678,HAL-065-036,51355,Active,3
New Hanover,Spring Arbor of Wilmington,66,Spring Arbor of Wilmington a Virgina LTD Partnership,809 John D. Barry Drive,Wilmington,NC,28412,809 John D. Barry Drive,,Wilmington,NC,28412,(910)799-4999,(910)799-8210,HAL-065-014,970923,Active,0
New Hanover,The Commons at Brightmore,201,"J. A. McNeill & Sons, Inc",2320 41st Street,Wilmington,NC,28403,2320 41st Street,,Wilmington,NC,28403,(910)392-6899,(910)392-2792,HAL-065-002,920676,Active,3
New Hanover,The Kempton at Brightmore,84,Kempton Assisted Living  LLC,2298 S. Forty-first Street,Wilmington,NC,28403,2298 South 41st Street,,Wilmington,NC,28403,(910)332-6899,(910)332-8893,HAL-065-023,970642,Active,4
Northampton,Hampton Manor,82,"RVHI, LLC",320 Broughton Street,Gaston,NC,27832-1097,P.O. Box 26255,,Winston Salem,NC,27114,(252)533-0007,(252)533-0452,HAL-066-012,970267,Active,2
Northampton,Pine Forest Rest Home,24,"Pine Forest Rest, Inc",3277 HWY 35,Woodland,NC,27897,3277 HWY 35,,Woodland,NC,27897,(252)587-1341,(252)587-1196,HAL-066-001,940930,Active,3
Northampton,Rich Square Manor,32,"RV Assisted Living, LLC",400 North Main Street,Rich Square,NC,27869-0665,P.O. Box 26255,,Winston Salem,NC,27114,(252)539-4145,(252)539-2479,HAL-066-011,970155,Active,3
Northampton,Rich Square Villa,38,"RV Assisted Living, LLC",310 North Main Street,Rich Square,NC,27869-0665,P.O. Box 26255,,Winston Salem,NC,27114,(252)539-2011,(252)539-2317,HAL-066-010,921023,Active,4
Northampton,The Oaks at Pleasant Hill,66,"Pleasant Hill Health Holdings, LLC",4427 US Hwy 301,Pleasant Hill,NC,27866,P.O. Box 26255,,Winston Salem,NC,27114,(252)536-4919,(252)536-3695,HAL-066-018,920954,Active,2
Onslow,Kempton of Jacksonville,79,"Liberty Commons Assisted Living of Onslow County, LLC",3045 Henderson Drive Extension,Jacksonville,NC,28546,3045 Henderson Drive Extension,,Jacksonville,NC,28546,(910)355-1996,(910)455-7665,HAL-067-008,980771,Active,3
Onslow,Lighthouse Village,80,"Jacksonville Care, LLC",182 Village Drive,Jacksonville,NC,28546,PO Box 1096,,Jacksonville,NC,28540,(910)353-7111,(910)353-2799,HAL-067-013,920591,Active,2
Onslow,Onslow House,120,"WP-Jacksonville Health Holdings, LLC",34 McDaniel Drive,Jacksonville,NC,28546-6942,PO Box 26255,,Winston-Salem,NC,27114,(910)347-1300,(910)347-2111,HAL-067-023,970157,Active,2
Onslow,The Arc Community,32,"Onslow Pines Rest Home, Inc.",1241 Onslow Pines Road,Jacksonville,NC,28540,1241 Onslow Pines Rd,,Jacksonville,NC,28540,(910)347-3092,(910)347-5940,HAL-067-004,920878,Active,0
Onslow,The Heritage of Richlands,40,"The Heritage of Richlands, LLC",148 Cox Avenue,Richlands,NC,28574,148 Cox Avenue,,Richlands,NC,28574,(910)324-1121,(910)324-5371,HAL-067-016,920274,Active,4
Onslow,The Landings of Swansboro,0,"Onslow Opco Holdings, LLC",280 Swansboro Loop Road,Swansboro,NC,28584,P.O. Box 26255,,Winston Salem,NC,27114,(910)421-0140,(910)325-8271,HAL-067-025,150505,New,0
Orange,Adorable Senior Living,17,"Adorable Senior Living, Inc.",401 West Queen Street,Hillsborough,NC,27278,1801 St Albans Drive,,Raleigh,NC,27609,(919)732-4201,(919)732-3919,HAL-068-034,921292,Active,3
Orange,Brookdale Meadowmont,64,"Southern Assisted Living, LLC",100 Lanark Road,Chapel Hill,NC,27517,100 Lanark Road,,Chapel Hill,NC,27517,(919)918-7600,(919)967-3400,HAL-068-008,971251,Active,3
Orange,Carol Woods Retirement Community - Building 7,12,"Chapel Hill Resident Retirement Center, Inc",750 Weaver Dairy Road,Chapel Hill,NC,27514,750 Weaver Dairy Road,,Chapel Hill,NC,27514,(919)968-4511,(919)918-3263,HAL-068-021,21134,Active,4
Orange,Crescent Green of Carrboro,120,"Yolanda Morgan and Alphone Morgan, Jr",624 Jones Ferry Road,Carrboro,NC,27510,PO Box 1207,,Carrboro,NC,27510,(919)933-9570,(919)933-9572,HAL-068-024,921349,Active,2
Orange,Elmcroft of Hillsborough,96,"EC Opco Hillsborough, LP",1911 Orange Grove Road,Hillsborough,NC,27278,"5885 Meadows Rd., Suite 200",,Lake Oswego,OR,97035,(919)732-9040,(919)732-9039,HAL-068-035,1210,Ownership Changed,4
Orange,The Carol Woods Retirement Community - Building 6,12,Chapel Hill Residential Retirement Center Inc,750 Weaver Dairy Road,Chapel Hill,NC,27514,750 Weaver Dairy Road,,Chapel Hill,NC,27514,(919)968-4511,(919)918-3263,HAL-068-020,21133,Active,4
Orange,The Stratford,77,"SHI-Orange, LLC",405 Smith Level Road,Chapel Hill,NC,27516-9108,P.O. Box 26255,,Winston Salem,NC,27114,(919)929-7859,(919)933-3413,HAL-068-025,960565,Active,2
Pamlico,The Gardens of Pamlico,70,"Grantsboro Opco Holdings, LLC",22 Magnolia Way,Grantsboro,NC,28529,PO Box 26255,,Winston Salem,NC,27114,(252)745-8208,(252)745-5424,HAL-069-002,970010,Active,2
Pasquotank,Brookdale Elizabeth City,76,"Southern Assisted Living,LLC",401 Hastings Lane,Elizabeth City,NC,27909,401 Hastings Lane,,Elizabeth City,NC,27909,(252)333-1171,(252)331-0334,HAL-070-005,971006,Active,2
Pasquotank,Heritage Care of Elizabeth City,60,"Heritage Care of Elizabeth City, LLC",100 Timmerman Drive,Elizabeth City,NC,27909,P.O. Box 2045,,Elizabeth City,NC,27909,(252)338-2816,(252)338-0028,HAL-070-006,920526,Active,3
Pasquotank,Waterbrooke of Elizabeth City,130,"The Brooks Senior Living, LLC",143 Rosedale Drive,Elizabeth City,NC,27909,143 Rosedale Drive,,Elizabeth City,NC,27909,(252)331-2149,(252)331-1271,HAL-070-008,970134,Active,0
Pender,Arbor Landing at Hampstead,19,"Arbor Landing at Hampstead, LLC",13937 US Highway 17,Hampstead,NC,28443,853 Old Winston Rd,Suite 118,Kernersville,NC,27284,(336)993-7555,(910)406-1453,HAL-071-016,160406,Active,3
Pender,Ashe Gardens,60,"Burgaw Health Holdings, LLC",300 West Ashe Street,Burgaw,NC,28425,PO Box 26255,,Winston Salem,NC,27114,(910)259-8070,(910)259-8074,HAL-071-015,960526,Active,0
Perquimans,Hertford Manor,24,"Sovereign Healthcare, LLC",464 Two Mile Desert Road,Hertford,NC,27944,PO Box 724,,Washington,NC,27889,(252)404-0248,(252)794-2044,HAL-072-013,920808,Active,1
Perquimans,The Landings of Albemarle,50,"Perquimans Opco Holdings, LLC",603 South Church Street,Hertford,NC,27944,PO Box 26255,,Winston Salem,NC,27114,(252)319-5600,(252)404-0347,HAL-072-014,160064,New,0
Person,Cambridge Hills Assisted Living,120,"Cambridge Hills Assisted Living, Inc.",5660 Durham Road,Roxboro,NC,27574,5660 Durham Road,,Roxboro,NC,27574,(336)598-4697,(336)598-4698,HAL-073-003,990474,Active,3
Person,Maple Heights Assisted Living,34,"K.R.RAM-Z, LLC",2065 Chub Lake Road,Roxboro,NC,27573-0279,2251 Sallie's Lane,,Winston Salem,NC,27106-8613,(336)599-1255,(336)599-1850,HAL-073-010,920716,Active,0
Person,The Canterbury House,60,"WP-Roxboro Health Holdings, LLC",1284 Leasburg Road,Roxboro,NC,27574-8485,P.O. Box 26255,,Winston Salem,NC,27114,(336)330-0108,(336)330-0112,HAL-073-018,970864,Active,3
Pitt,Brookdale Dickinson Avenue,76,"Southern Assisted Living, LLC",2715 Dickinson Avenue,Greenville,NC,27834-5059,2715 Dickinson Avenue,,Greenville,NC,27834-5059,(252)353-2400,(252)353-6577,HAL-074-011,970191,Active,4
Pitt,Brookdale W. Arlington Boulevard,60,"Brookdale Senior Living Communities, Inc.",2105 W. Arlington Boulevard,Greenville,NC,27834,2105 W. Arlington Boulevard,,Greenville,NC,27834,(252)758-9155,(252)758-3738,HAL-074-012,970889,Active,3
Pitt,Care One Assisted Living of Greenville,120,Care One Assisted Living of Greenville LLC,2060 West Fifth Street,Greenville,NC,27834,3708 Grandbridge Dr.,,Apex,NC,27539,(252)752-3402,(252)754-2367,HAL-074-044,990707,Ownership Changed,0
Pitt,Cypress Glen Retirement Community Memory Care Cottage,12,"The United Methodist Retirement Homes, Inc",100 Hickory Street,Greenville,NC,27858,100 Hickory Street,,Greenville,NC,27858,(252)830-0036,(252)830-0411,HAL-074-042,40152,Active,3
Pitt,Oak Haven Assisted Living,54,Oak Haven Assisted Living LLC,506 Mattox Road,Greenville,NC,27834,506 Mattox Road,,Greenville,NC,27834,(252)752-9210,(252)752-3610,HAL-074-036,950528,Active,3
Pitt,Red Oak Assisted Living,62,"Red Oak Assisted Living, LLC",2920 Williams Road,Greenville,NC,27834,2920 Williams Road,,Greenville,NC,27834,(252)756-2242,(252)756-3919,HAL-074-037,940989,Active,4
Pitt,River Oak Assisted Living,80,"Simms Assisted Living, LLC",716 Wall Street,Grifton,NC,28530,716 Wall St,,Grifton,NC,28530,(252)524-4028,(252)524-3739,HAL-074-043,920475,Active,2
Pitt,Spring Arbor - Greenville,66,"Spring Arbor - Greenville, a Virginia Limited Partnership",2097 West Arlington Boulevard,Greenville,NC,27834,2097 W. Arlington Boulevard,,Greenville,NC,27834,(252)355-7003,(252)830-0966,HAL-074-010,970986,Active,4
Pitt,Winterville Manor,29,"Sovereign Healthcare, LLC",2527 Jones Street,Winterville,NC,28590,PO Box 724,,Washington,NC,27889,(252)756-6025,(252)756-4681,HAL-074-026,960622,Active,2
Polk,Laurelwoods,60,CSL Laurelhurst NC LLC,1062 West Mills Street,Columbus,NC,28722,1062 W. Mills Street,,Columbus,NC,28788,(828)894-3900,(828)894-8290,HAL-075-010,990209,Active,3
Polk,Ridge Rest Assisted Living,12,"Ridge Rest Assisted Living, Inc",354 Woodland Drive,Columbus,NC,28722,354 Woodland Drive,,Columbus,NC,28722,(828)894-8612,(828)894-8032,HAL-075-011,941011,Active,4
Randolph,Brookdale Asheboro,76,"Southern Assisted Living, LLC",514 Vision Drive,Asheboro,NC,27203,514 Vision Drive,,Asheboro,NC,27203,(336)672-6600,(336)683-0073,HAL-076-007,970190,Active,3
Randolph,Brookstone Haven,120,"Brookstone Haven of Randleman, LLC",501 Pointe South Drive,Randleman,NC,27317,501 Pointe South Drive,,Randleman,NC,27317,(336)495-2800,(336)495-4865,HAL-076-034,944519,Active,3
Randolph,Cross Road Retirement Community,152,"Cross Road Rest and Retirement Center, Inc",1302 Old Cox Road,Asheboro,NC,27205-9466,1302 Old Cox Road,,Asheboro,NC,27205-9466,(336)629-7811,(336)629-6264,HAL-076-003,940284,Active,3
Randolph,Elmcroft of Asheboro,96,"EC Opco Asheboro, LP",2925 Zoo Parkway,Asheboro,NC,27205,5885 Meadows Rd. Suite 500,,Lake Oswego,OR,97035,(336)633-7600,(336)633-7621,HAL-076-035,960497,Ownership Changed,4
Randolph,North Pointe,67,"North Pointe Partners, LLC",1195 Pineview Road,Randleman,NC,27317,PO Box 640,,Asheboro,NC,27204,(336)625-1900,(336)683-1335,HAL-076-027,970053,Active,2
Randolph,North Pointe Assisted Living Of Archdale,56,"North Pointe Partners, LLC",303 Aldridge Road,Archdale,NC,27263,PO Box 14037,,Archdale,NC,27263,(336)862-7200,(336)431-1404,HAL-076-032,970278,Active,3
Richmond,Hamlet House,60,"Hamlet AL Holdings, LLC",632 Freeman Mill Road,Hamlet,NC,28345-7163,PO Box 26255,,Winston Salem,NC,27114,(910)582-0082,(910)582-8567,HAL-077-010,971261,Active,3
Richmond,Hermitage Retirement Center,114,"Integrity-Hermitage Retirement Center, LLC",139 Mallard Lane,Rockingham,NC,28379,3053 S. Church Street,,Burlington,NC,27215,(910)895-0750,(910)997-7946,HAL-077-012,921196,Active,3
Robeson,Covenant Care,30,P. Lamb Inc,600 Mt. Moriah Road,Lumberton,NC,28360,PO Box 1126,,Lumberton,NC,28359,(910)738-7777,(910)738-9093,HAL-078-038,980874,Active,3
Robeson,Cromartie Spring Village Rest Home,11,Allen S. Rabb,508 Worth Street,St. Pauls,NC,28384,PO Box 472,,St. Paul,NC,28384,(910)865-5445,(910)865-1145,HAL-078-082,970054,Active,3
Robeson,Greenbrier of Fairmont,100,"DePaul Adult Care Communities, Inc",703 S. Walnut Street,Fairmont,NC,28340,703 S. Walnut Street,,Fairmont,NC,28340,(910)628-9021,(910)628-7441,HAL-078-068,956821,Active,4
Robeson,Hope Springs,63,"Red Springs Health Holdings, LLC",104 Hope Lane,Red Springs,NC,28377,PO Box 26255,,Winston Salem,NC,27114,(910)359-3080,(910)843-1206,HAL-078-100,920569,Active,3
Robeson,Morning Star AL # 2,12,J & S Care Inc,941 Goins Road,Pembroke,NC,28372,1314 School Road,,Fairmont,NC,28340,(910)521-0040,(910)521-3266,HAL-078-064,921055,Active,2
Robeson,Morning Star AL # 3,12,J & S Care Inc.,941Goins Road,Pembroke,NC,28372-8362,1314 School Road,,Fairmont,NC,28340,(910)521-0040,(910)521-3266,HAL-078-065,921056,Active,3
Robeson,Morning Star AL # 4,12,J & S Care Inc.,941 Goins Road,Pembroke,NC,28372,1314 School Road,,Fairmont,NC,28340,(910)521-0040,(910)521-3266,HAL-078-067,921057,Active,3
Robeson,Red Springs Assisted Living,81,"Red Springs Retirement Community, LLC",1301 E. Fourth Avenue,Red Springs,NC,28377,PO Box 588,,Red Springs,NC,28377,(910)359-0068,(910)359-0062,HAL-078-083,960772,Active,3
Robeson,Rivers Edge of Lumberton,104,Rivers Edge of Lumberton LLC,550 Bailey Road,Lumberton,NC,28359,2603 Cherry Plum Dr.,,Fayetteville,NC,28306,(910)738-7281,(910)738-1469,HAL-078-111,921195,Ownership Changed,1
Rockingham,Brookdale Eden,82,"Southern Assisted Living, LLC",314 W. Kings Highway,Eden,NC,27288,314 W. Kings Highway,,Eden,NC,27288,(336)634-0002,(336)634-2240,HAL-079-009,970706,Active,3
Rockingham,Brookdale Reidsville,76,"Southern Assisted Living, LLC",2931 Vance Street,Reidsville,NC,27320,2931 Vance Street,,Reidsville,NC,27320,(336)634-0002,(336)349-2240,HAL-079-007,970578,Active,3
Rockingham,Highgrove Long Term Care Center,62,"Highgrove Long Term Care Center, Inc.",2135 S. Scales Street,Reidsville,NC,27320,2135 S. Scales Street,,Reidsville,NC,27320,(336)342-4112,(336)342-4197,HAL-079-002,920542,Active,4
Rockingham,Moyer's Agape Assisted Living,18,"Agape Care Family Homes, LLC",5767 Hwy 135,Stoneville,NC,27048,626 Wigeon Dr.,,Greensboor,NC,27455,(336)686-5841,(336)579-0510,HAL-079-105,920829,Ownership Changed,3
Rockingham,North Pointe of Mayodan,70,North Pointe Partners LLC,6970 NC HWY 135,Mayodan,NC,27027,6970 NC Hwy 135,,Mayodan,NC,27027,(336)548-5500,(336)548-5504,HAL-079-053,970679,Active,4
Rockingham,Pine Forrest Home for the Aged,58,Alexandria Battle,312 Broad Street,Reidsville,NC,27320,PO Box 26,,Reidsville,NC,27323,(336)342-1311,(336)342-2842,HAL-079-079,920931,Active,4
Rowan,Alpha Concord Plantation,29,"Alpha Concord Plantation, LLC",2809 Old Concord Road,Salisbury,NC,28146,P O Box 41153,,Raleigh,NC,27629,(704)637-5465,(704)637-5422,HAL-080-027,921194,Active,4
Rowan,Angels at Heart Assisted Living,28,Laretta Angle,1114 South Main Street,China Grove,NC,28023,1114 S Main St,,China Grove,NC,28023,(704)859-9257,(704)856-8068,HAL-080-029,920209,Active,0
Rowan,Best Of Care Assisted Living,25,"Best Of Care Assisted Living, LLC",234 Northdale Avenue,Kannapolis,NC,28081,234 Northdale Avenue,,Kannapolis,NC,28081,(704)933-4339,(704)933-4427,HAL-080-019,920091,Active,2
