County,Facility Name,Capacity,Licensee,Address,City,State,Zip Code,Phone Number,License Number,Facility ID,State Facility Type 1 Literal,State Facility Type 2 Literal,Date Accessed
New Hanover,Morningside of Wilmington,101,SNH AL Wilmington Tenant Inc.,2744 S 17th Street,Wilmington,NC,28412,(910)452-1114,HAL-065-045,970703,Assisted Living Residence,Adult Care Home,6/29/21
New Hanover,New Hanover House,61,"New Hanover House, LLC",3915 Stedwick Court,Wilmington,NC,28412-3631,(910)632-2671,HAL-065-036,51355,Assisted Living Residence,Adult Care Home,6/29/21
New Hanover,Spring Arbor of Wilmington,66,Spring Arbor of Wilmington a Virgina LTD Partnership,809 John D. Barry Drive,Wilmington,NC,28412,(910)799-4999,HAL-065-014,970923,Assisted Living Residence,Adult Care Home,6/29/21
New Hanover,The Commons at Brightmore,201,"J. A. McNeill & Sons, Inc",2320 41st Street,Wilmington,NC,28403,(910)392-6899,HAL-065-002,920676,Assisted Living Residence,Adult Care Home,6/29/21
New Hanover,The Kempton at Brightmore,84,Kempton Assisted Living  LLC,2298 S. Forty-first Street,Wilmington,NC,28403,(910)332-6899,HAL-065-023,970642,Assisted Living Residence,Adult Care Home,6/29/21
Northampton,Hampton Manor,82,"RVHI, LLC",320 Broughton Street,Gaston,NC,27832-1097,(252)533-0007,HAL-066-012,970267,Assisted Living Residence,Adult Care Home,6/29/21
Northampton,Pine Forest Rest Home,24,"Pine Forest Rest, Inc",3277 HWY 35,Woodland,NC,27897,(252)587-1341,HAL-066-001,940930,Assisted Living Residence,Adult Care Home,6/29/21
Northampton,Rich Square Manor,32,"RV Assisted Living, LLC",400 North Main Street,Rich Square,NC,27869-0665,(252)539-4145,HAL-066-011,970155,Assisted Living Residence,Adult Care Home,6/29/21
Northampton,Rich Square Villa,38,"RV Assisted Living, LLC",310 North Main Street,Rich Square,NC,27869-0665,(252)539-2011,HAL-066-010,921023,Assisted Living Residence,Adult Care Home,6/29/21
Northampton,The Oaks at Pleasant Hill,66,"Pleasant Hill Health Holdings, LLC",4427 US Hwy 301,Pleasant Hill,NC,27866,(252)536-4919,HAL-066-018,920954,Assisted Living Residence,Adult Care Home,6/29/21
Onslow,Kempton of Jacksonville,79,"Liberty Commons Assisted Living of Onslow County, LLC",3045 Henderson Drive Extension,Jacksonville,NC,28546,(910)355-1996,HAL-067-008,980771,Assisted Living Residence,Adult Care Home,6/29/21
Onslow,Lighthouse Village,80,"Jacksonville Care, LLC",182 Village Drive,Jacksonville,NC,28546,(910)353-7111,HAL-067-013,920591,Assisted Living Residence,Adult Care Home,6/29/21
Onslow,Onslow House,120,"WP-Jacksonville Health Holdings, LLC",34 McDaniel Drive,Jacksonville,NC,28546-6942,(910)347-1300,HAL-067-023,970157,Assisted Living Residence,Adult Care Home,6/29/21
Onslow,The Arc Community,32,"Onslow Pines Rest Home, Inc.",1241 Onslow Pines Road,Jacksonville,NC,28540,(910)347-3092,HAL-067-004,920878,Assisted Living Residence,Adult Care Home,6/29/21
Onslow,The Heritage of Richlands,40,"The Heritage of Richlands, LLC",148 Cox Avenue,Richlands,NC,28574,(910)324-1121,HAL-067-016,920274,Assisted Living Residence,Adult Care Home,6/29/21
Onslow,The Landings of Swansboro,0,"Onslow Opco Holdings, LLC",280 Swansboro Loop Road,Swansboro,NC,28584,(910)421-0140,HAL-067-025,150505,Assisted Living Residence,Adult Care Home,6/29/21
Orange,Adorable Senior Living,17,"Adorable Senior Living, Inc.",401 West Queen Street,Hillsborough,NC,27278,(919)732-4201,HAL-068-034,921292,Assisted Living Residence,Adult Care Home,6/29/21
Orange,Brookdale Meadowmont,64,"Southern Assisted Living, LLC",100 Lanark Road,Chapel Hill,NC,27517,(919)918-7600,HAL-068-008,971251,Assisted Living Residence,Adult Care Home,6/29/21
Orange,Carol Woods Retirement Community - Building 7,12,"Chapel Hill Resident Retirement Center, Inc",750 Weaver Dairy Road,Chapel Hill,NC,27514,(919)968-4511,HAL-068-021,21134,Assisted Living Residence,Adult Care Home,6/29/21
Orange,Crescent Green of Carrboro,120,"Yolanda Morgan and Alphone Morgan, Jr",624 Jones Ferry Road,Carrboro,NC,27510,(919)933-9570,HAL-068-024,921349,Assisted Living Residence,Adult Care Home,6/29/21
Orange,Elmcroft of Hillsborough,96,"EC Opco Hillsborough, LP",1911 Orange Grove Road,Hillsborough,NC,27278,(919)732-9040,HAL-068-035,1210,Assisted Living Residence,Adult Care Home,6/29/21
Orange,The Carol Woods Retirement Community - Building 6,12,Chapel Hill Residential Retirement Center Inc,750 Weaver Dairy Road,Chapel Hill,NC,27514,(919)968-4511,HAL-068-020,21133,Assisted Living Residence,Adult Care Home,6/29/21
Orange,The Stratford,77,"SHI-Orange, LLC",405 Smith Level Road,Chapel Hill,NC,27516-9108,(919)929-7859,HAL-068-025,960565,Assisted Living Residence,Adult Care Home,6/29/21
Pamlico,The Gardens of Pamlico,70,"Grantsboro Opco Holdings, LLC",22 Magnolia Way,Grantsboro,NC,28529,(252)745-8208,HAL-069-002,970010,Assisted Living Residence,Adult Care Home,6/29/21
Pasquotank,Brookdale Elizabeth City,76,"Southern Assisted Living,LLC",401 Hastings Lane,Elizabeth City,NC,27909,(252)333-1171,HAL-070-005,971006,Assisted Living Residence,Adult Care Home,6/29/21
Pasquotank,Heritage Care of Elizabeth City,60,"Heritage Care of Elizabeth City, LLC",100 Timmerman Drive,Elizabeth City,NC,27909,(252)338-2816,HAL-070-006,920526,Assisted Living Residence,Adult Care Home,6/29/21
Pasquotank,Waterbrooke of Elizabeth City,130,"The Brooks Senior Living, LLC",143 Rosedale Drive,Elizabeth City,NC,27909,(252)331-2149,HAL-070-008,970134,Assisted Living Residence,Adult Care Home,6/29/21
Pender,Arbor Landing at Hampstead,19,"Arbor Landing at Hampstead, LLC",13937 US Highway 17,Hampstead,NC,28443,(336)993-7555,HAL-071-016,160406,Assisted Living Residence,Adult Care Home,6/29/21
Pender,Ashe Gardens,60,"Burgaw Health Holdings, LLC",300 West Ashe Street,Burgaw,NC,28425,(910)259-8070,HAL-071-015,960526,Assisted Living Residence,Adult Care Home,6/29/21
Perquimans,Hertford Manor,24,"Sovereign Healthcare, LLC",464 Two Mile Desert Road,Hertford,NC,27944,(252)404-0248,HAL-072-013,920808,Assisted Living Residence,Adult Care Home,6/29/21
Perquimans,The Landings of Albemarle,50,"Perquimans Opco Holdings, LLC",603 South Church Street,Hertford,NC,27944,(252)319-5600,HAL-072-014,160064,Assisted Living Residence,Adult Care Home,6/29/21
Person,Cambridge Hills Assisted Living,120,"Cambridge Hills Assisted Living, Inc.",5660 Durham Road,Roxboro,NC,27574,(336)598-4697,HAL-073-003,990474,Assisted Living Residence,Adult Care Home,6/29/21
Person,Maple Heights Assisted Living,34,"K.R.RAM-Z, LLC",2065 Chub Lake Road,Roxboro,NC,27573-0279,(336)599-1255,HAL-073-010,920716,Assisted Living Residence,Adult Care Home,6/29/21
Person,The Canterbury House,60,"WP-Roxboro Health Holdings, LLC",1284 Leasburg Road,Roxboro,NC,27574-8485,(336)330-0108,HAL-073-018,970864,Assisted Living Residence,Adult Care Home,6/29/21
Pitt,Brookdale Dickinson Avenue,76,"Southern Assisted Living, LLC",2715 Dickinson Avenue,Greenville,NC,27834-5059,(252)353-2400,HAL-074-011,970191,Assisted Living Residence,Adult Care Home,6/29/21
Pitt,Brookdale W. Arlington Boulevard,60,"Brookdale Senior Living Communities, Inc.",2105 W. Arlington Boulevard,Greenville,NC,27834,(252)758-9155,HAL-074-012,970889,Assisted Living Residence,Adult Care Home,6/29/21
Pitt,Care One Assisted Living of Greenville,120,Care One Assisted Living of Greenville LLC,2060 West Fifth Street,Greenville,NC,27834,(252)752-3402,HAL-074-044,990707,Assisted Living Residence,Adult Care Home,6/29/21
Pitt,Cypress Glen Retirement Community Memory Care Cottage,12,"The United Methodist Retirement Homes, Inc",100 Hickory Street,Greenville,NC,27858,(252)830-0036,HAL-074-042,40152,Assisted Living Residence,Adult Care Home,6/29/21
Pitt,Oak Haven Assisted Living,54,Oak Haven Assisted Living LLC,506 Mattox Road,Greenville,NC,27834,(252)752-9210,HAL-074-036,950528,Assisted Living Residence,Adult Care Home,6/29/21
Pitt,Red Oak Assisted Living,62,"Red Oak Assisted Living, LLC",2920 Williams Road,Greenville,NC,27834,(252)756-2242,HAL-074-037,940989,Assisted Living Residence,Adult Care Home,6/29/21
Pitt,River Oak Assisted Living,80,"Simms Assisted Living, LLC",716 Wall Street,Grifton,NC,28530,(252)524-4028,HAL-074-043,920475,Assisted Living Residence,Adult Care Home,6/29/21
Pitt,Spring Arbor - Greenville,66,"Spring Arbor - Greenville, a Virginia Limited Partnership",2097 West Arlington Boulevard,Greenville,NC,27834,(252)355-7003,HAL-074-010,970986,Assisted Living Residence,Adult Care Home,6/29/21
Pitt,Winterville Manor,29,"Sovereign Healthcare, LLC",2527 Jones Street,Winterville,NC,28590,(252)756-6025,HAL-074-026,960622,Assisted Living Residence,Adult Care Home,6/29/21
Polk,Laurelwoods,60,CSL Laurelhurst NC LLC,1062 West Mills Street,Columbus,NC,28722,(828)894-3900,HAL-075-010,990209,Assisted Living Residence,Adult Care Home,6/29/21
Polk,Ridge Rest Assisted Living,12,"Ridge Rest Assisted Living, Inc",354 Woodland Drive,Columbus,NC,28722,(828)894-8612,HAL-075-011,941011,Assisted Living Residence,Adult Care Home,6/29/21
Randolph,Brookdale Asheboro,76,"Southern Assisted Living, LLC",514 Vision Drive,Asheboro,NC,27203,(336)672-6600,HAL-076-007,970190,Assisted Living Residence,Adult Care Home,6/29/21
Randolph,Brookstone Haven,120,"Brookstone Haven of Randleman, LLC",501 Pointe South Drive,Randleman,NC,27317,(336)495-2800,HAL-076-034,944519,Assisted Living Residence,Adult Care Home,6/29/21
Randolph,Cross Road Retirement Community,152,"Cross Road Rest and Retirement Center, Inc",1302 Old Cox Road,Asheboro,NC,27205-9466,(336)629-7811,HAL-076-003,940284,Assisted Living Residence,Adult Care Home,6/29/21
Randolph,Elmcroft of Asheboro,96,"EC Opco Asheboro, LP",2925 Zoo Parkway,Asheboro,NC,27205,(336)633-7600,HAL-076-035,960497,Assisted Living Residence,Adult Care Home,6/29/21
Randolph,North Pointe,67,"North Pointe Partners, LLC",1195 Pineview Road,Randleman,NC,27317,(336)625-1900,HAL-076-027,970053,Assisted Living Residence,Adult Care Home,6/29/21
Randolph,North Pointe Assisted Living Of Archdale,56,"North Pointe Partners, LLC",303 Aldridge Road,Archdale,NC,27263,(336)862-7200,HAL-076-032,970278,Assisted Living Residence,Adult Care Home,6/29/21
Richmond,Hamlet House,60,"Hamlet AL Holdings, LLC",632 Freeman Mill Road,Hamlet,NC,28345-7163,(910)582-0082,HAL-077-010,971261,Assisted Living Residence,Adult Care Home,6/29/21
Richmond,Hermitage Retirement Center,114,"Integrity-Hermitage Retirement Center, LLC",139 Mallard Lane,Rockingham,NC,28379,(910)895-0750,HAL-077-012,921196,Assisted Living Residence,Adult Care Home,6/29/21
Robeson,Covenant Care,30,P. Lamb Inc,600 Mt. Moriah Road,Lumberton,NC,28360,(910)738-7777,HAL-078-038,980874,Assisted Living Residence,Adult Care Home,6/29/21
Robeson,Cromartie Spring Village Rest Home,11,Allen S. Rabb,508 Worth Street,St. Pauls,NC,28384,(910)865-5445,HAL-078-082,970054,Assisted Living Residence,Adult Care Home,6/29/21
Robeson,Greenbrier of Fairmont,100,"DePaul Adult Care Communities, Inc",703 S. Walnut Street,Fairmont,NC,28340,(910)628-9021,HAL-078-068,956821,Assisted Living Residence,Adult Care Home,6/29/21
Robeson,Hope Springs,63,"Red Springs Health Holdings, LLC",104 Hope Lane,Red Springs,NC,28377,(910)359-3080,HAL-078-100,920569,Assisted Living Residence,Adult Care Home,6/29/21
Robeson,Morning Star AL # 2,12,J & S Care Inc,941 Goins Road,Pembroke,NC,28372,(910)521-0040,HAL-078-064,921055,Assisted Living Residence,Adult Care Home,6/29/21
Robeson,Morning Star AL # 3,12,J & S Care Inc.,941Goins Road,Pembroke,NC,28372-8362,(910)521-0040,HAL-078-065,921056,Assisted Living Residence,Adult Care Home,6/29/21
Robeson,Morning Star AL # 4,12,J & S Care Inc.,941 Goins Road,Pembroke,NC,28372,(910)521-0040,HAL-078-067,921057,Assisted Living Residence,Adult Care Home,6/29/21
Robeson,Red Springs Assisted Living,81,"Red Springs Retirement Community, LLC",1301 E. Fourth Avenue,Red Springs,NC,28377,(910)359-0068,HAL-078-083,960772,Assisted Living Residence,Adult Care Home,6/29/21
Robeson,Rivers Edge of Lumberton,104,Rivers Edge of Lumberton LLC,550 Bailey Road,Lumberton,NC,28359,(910)738-7281,HAL-078-111,921195,Assisted Living Residence,Adult Care Home,6/29/21
Rockingham,Brookdale Eden,82,"Southern Assisted Living, LLC",314 W. Kings Highway,Eden,NC,27288,(336)634-0002,HAL-079-009,970706,Assisted Living Residence,Adult Care Home,6/29/21
Rockingham,Brookdale Reidsville,76,"Southern Assisted Living, LLC",2931 Vance Street,Reidsville,NC,27320,(336)634-0002,HAL-079-007,970578,Assisted Living Residence,Adult Care Home,6/29/21
Rockingham,Highgrove Long Term Care Center,62,"Highgrove Long Term Care Center, Inc.",2135 S. Scales Street,Reidsville,NC,27320,(336)342-4112,HAL-079-002,920542,Assisted Living Residence,Adult Care Home,6/29/21
Rockingham,Moyer's Agape Assisted Living,18,"Agape Care Family Homes, LLC",5767 Hwy 135,Stoneville,NC,27048,(336)686-5841,HAL-079-105,920829,Assisted Living Residence,Adult Care Home,6/29/21
Rockingham,North Pointe of Mayodan,70,North Pointe Partners LLC,6970 NC HWY 135,Mayodan,NC,27027,(336)548-5500,HAL-079-053,970679,Assisted Living Residence,Adult Care Home,6/29/21
Rockingham,Pine Forrest Home for the Aged,58,Alexandria Battle,312 Broad Street,Reidsville,NC,27320,(336)342-1311,HAL-079-079,920931,Assisted Living Residence,Adult Care Home,6/29/21
Rowan,Alpha Concord Plantation,29,"Alpha Concord Plantation, LLC",2809 Old Concord Road,Salisbury,NC,28146,(704)637-5465,HAL-080-027,921194,Assisted Living Residence,Adult Care Home,6/29/21
Rowan,Angels at Heart Assisted Living,28,Laretta Angle,1114 South Main Street,China Grove,NC,28023,(704)859-9257,HAL-080-029,920209,Assisted Living Residence,Adult Care Home,6/29/21
Rowan,Best Of Care Assisted Living,25,"Best Of Care Assisted Living, LLC",234 Northdale Avenue,Kannapolis,NC,28081,(704)933-4339,HAL-080-019,920091,Assisted Living Residence,Adult Care Home,6/29/21
Rowan,Bethamy Retirement Center,43,"Bethamy Enterprises, Inc",909 N. Salisbury Avenue,Spencer,NC,28159,(704)633-1985,HAL-080-006,920093,Assisted Living Residence,Adult Care Home,6/29/21
Rowan,Brookdale Salisbury,88,"Southern Assisted Living, LLC",2201 Statesville Boulevard,Salisbury,NC,28147,(704)636-0588,HAL-080-014,960849,Assisted Living Residence,Adult Care Home,6/29/21
Rowan,Compass Assisted Living Rowan,89,"Compass Healthcare and Rehab Rowan, LLC",1404 S. Salisbury Avenue,Spencer,NC,28159,(704)633-3892,HAL-080-028,921133,Assisted Living Residence,Adult Care Home,6/29/21
Rowan,Deal Care Inn,21,C & S Adult Care LLC,1075 Deal Road,Mooresville,NC,28115,(704)857-2817,HAL-080-031,920168,Assisted Living Residence,Adult Care Home,6/29/21
Rowan,Elmcroft of Salisbury,128,"EC Opco Salisbury, LP",1915 Mooresville Road,Salisbury,NC,28147,(704)633-4666,HAL-080-030,960653,Assisted Living Residence,Adult Care Home,6/29/21
Rowan,The Meadows of Rockwell Retirement Center,120,"The Meadows of Rockwell, LLC",612 China Grove Hwy,Rockwell,NC,28138,(704)279-5300,HAL-080-026,941205,Assisted Living Residence,Adult Care Home,6/29/21
Rowan,Trinity Oaks Continuing Care Retirement Community,38,"Lutheran Retirement Center-Salisbury, Inc.",728 Klumac Road,Salisbury,NC,28144,(704)633-1002,HAL-080-010,931257,Assisted Living Residence,Adult Care Home,6/29/21
Rutherford,Brookdale Forest City,76,"Southern Assisted Living, LLC",493 Piney Ridge Road,Forest City,NC,28043,(828)288-1171,HAL-081-014,970583,Assisted Living Residence,Adult Care Home,6/29/21
Rutherford,Cedar Creek Living,44,"Cedar Creek Living, LLC",2270 Oakland Road,Forest City,NC,28043,(828)229-3087,HAL-081-052,940543,Assisted Living Residence,Adult Care Home,6/29/21
Rutherford,Colonial Manor Rest Home,34,Yelton & Assoc Inc,160 Health Care Drive,Rutherfordton,NC,28139,(828)287-7353,HAL-081-001,920242,Assisted Living Residence,Adult Care Home,6/29/21
Rutherford,Haven-N-Hills Living Center,46,"Bostic Health Holdings, LLC",2391 NC Highway 226,Bostic,NC,28018-7661,(828)322-5535,HAL-081-050,960970,Assisted Living Residence,Adult Care Home,6/29/21
Rutherford,Henderson Care Center,86,"Henderson Care Center, Inc.",125 Henderson Circle,Forest City,NC,28043,(828)248-3800,HAL-081-010,920522,Assisted Living Residence,Adult Care Home,6/29/21
Rutherford,Holly Springs Senior Citizens Home,32,Holly Springs Senior Citizens Home,1881 Big Island Road,Rutherfordton,NC,28139,(828)245-7781,HAL-081-005,920561,Assisted Living Residence,Adult Care Home,6/29/21
Rutherford,Oakland Living Center,40,"Oakland Living Center, Inc.",704 Poors Ford Road,Rutherfordton,NC,28139-9215,(828)286-3379,HAL-081-013,980226,Assisted Living Residence,Adult Care Home,6/29/21
Rutherford,Restwell Home,20,"H Vanderwal, Inc",401 U.S. 221 S. Highway,Rutherfordton,NC,28139,(828)287-4042,HAL-081-007,940999,Assisted Living Residence,Adult Care Home,6/29/21
Rutherford,Southern Manor Rest Home,25,Seung Kwan (Bob) Chai,390 Hardin Road,Forest City,NC,28043,(828)980-2599,HAL-081-008,941123,Assisted Living Residence,Adult Care Home,6/29/21
Rutherford,Sunnyside Retirement Home,34,"Sunnyside Retirement Home, Inc",1600 U.S. Highway 221 S.,Forest City,NC,28043,(828)286-3025,HAL-081-042,921161,Assisted Living Residence,Adult Care Home,6/29/21
Sampson,Clinton Village Senior Center,60,"Higher Investments, LLC",205 Martha Lane,Clinton,NC,28328-9639,(910)682-1993,HAL-082-029,920524,Assisted Living Residence,Adult Care Home,6/29/21
Sampson,Rolling Ridge Assisted Living,61,"DePaul Adult Care Communities, Inc.",700 Mount Olive Drive,Newton Grove,NC,28366,(910)594-2100,HAL-082-027,960326,Assisted Living Residence,Adult Care Home,6/29/21
Sampson,The Gardens of Roseboro,40,"Roseboro Opco, LLC",507 Pinewood Street,Roseboro,NC,28382,(910)525-4082,HAL-082-028,991121,Assisted Living Residence,Adult Care Home,6/29/21
Sampson,The Magnolia,91,"WP-Clinton Health  Holdings, LLC",213 Forest Trail,Clinton,NC,28328-3353,(910)592-7506,HAL-082-022,980883,Assisted Living Residence,Adult Care Home,6/29/21
Scotland,Prestwick Village,100,"DePaul Adult Care Communities, Inc.",1000 Johns Road,Laurinburg,NC,28352,(910)276-5950,HAL-083-018,40578,Assisted Living Residence,Adult Care Home,6/29/21
Stanly,Spring Arbor of Albemarle,78,"Spring Arbor of Albemarle, LP",315 Park Ridge Road,Albemarle,NC,28001,(704)982-8200,HAL-084-004,971268,Assisted Living Residence,Adult Care Home,6/29/21
Stanly,The Taylor House,30,"Baptist Retirement Home of North Carolina, Incorporated",319 Palmer Street,Albemarle,NC,28001,(704)982-4217,HAL-084-001,940019,Assisted Living Residence,Adult Care Home,6/29/21
Stanly,Woodhaven Court,76,"WP-Albemarle Health Holdings, LLC",1930 Woodhaven Drive,Albemarle,NC,28001-6309,(704)983-1777,HAL-084-009,981147,Assisted Living Residence,Adult Care Home,6/29/21
Stokes,Graceland Living Center I,12,"Danny Tuttle, Inc",1290 Denny Road,King,NC,27021,(336)983-2976,HAL-085-001,920449,Assisted Living Residence,Adult Care Home,6/29/21
Stokes,Graceland Living Center II,11,"Danny Tuttle, Inc",1290 Denny Road,King,NC,27021,(336)983-2976,HAL-085-002,920450,Assisted Living Residence,Adult Care Home,6/29/21
Stokes,Mountain Valley Living Center,26,"Danny Tuttle, Inc",1135 Taylor Road,Westfield,NC,27053,(336)853-7670,HAL-085-003,920822,Assisted Living Residence,Adult Care Home,6/29/21
Stokes,Priddy Manor Assisted Living,79,"Priddy Manor Assisted Living, LLC",1294 Priddy Road,King,NC,27021,(336)983-3068,HAL-085-009,30406,Assisted Living Residence,Adult Care Home,6/29/21
Stokes,Rose Tara Senior Living,65,"Rose Tara Holdings, LLC",125 Plantation Drive,King,NC,27021-9590,(336)983-8929,HAL-085-008,921173,Assisted Living Residence,Adult Care Home,6/29/21
Stokes,Walnut Ridge Assisted Living,63,Walnut Ridge Assisted Living LLC,411 Windmill Street,Walnut Cove,NC,27052,(336)591-7790,HAL-085-005,970584,Assisted Living Residence,Adult Care Home,6/29/21
Surry,Central Care,53,"Central Care, Inc.",139 Apex Lane,Mount Airy,NC,27030,(336)320-2185,HAL-086-001,920192,Assisted Living Residence,Adult Care Home,6/29/21
Surry,Colonial Long Term Care Facility,54,"Colonial Long Term Care Facility, Incorporated",340 Snowhill Drive,Mt. Airy,NC,27030,(336)786-2194,HAL-086-002,920235,Assisted Living Residence,Adult Care Home,6/29/21
Surry,Dunmore Plantation,60,"Dunmore Plantation, LLC",515 W. Kapp Street,Dobson,NC,27017,(336)386-8074,HAL-086-006,921164,Assisted Living Residence,Adult Care Home,6/29/21
Surry,Ridge Crest Retirement,28,"Ridge Crest Retirement, LLC",1000 Ridge Crest Lane,Mt. Airy,NC,27030,(336)786-9100,HAL-086-010,971016,Assisted Living Residence,Adult Care Home,6/29/21
Surry,Riverwood Assisted Living Facility,65,"The Adolphus Group, LLC",711 W Atkins St,Dobson,NC,27017,(336)283-6935,HAL-086-014,940828,Assisted Living Residence,Adult Care Home,6/29/21
Surry,Twelve Oaks,112,DePaul Adult Care Communties Inc,1297 Galax Trail,Mount Airy,NC,27030,(336)786-1130,HAL-086-008,970084,Assisted Living Residence,Adult Care Home,6/29/21
Surry,Yadkin Valley Senior Living,60,"Carolinas Alliance for Residential Excellence-Elkin, LLC",500 Johnson Ridge Road,Elkin,NC,28621,(336)835-6672,HAL-086-015,920527,Assisted Living Residence,Adult Care Home,6/29/21
Swain,Bryson Senior Living,50,"Bryson City Note Holdings, LLC",314 Hughes Branch Road,Bryson City,NC,28713,(828)488-0024,HAL-087-009,160353,Assisted Living Residence,Adult Care Home,6/29/21
Transylvania,Cedar Mountain House,64,"WP-Brevard Health Holdings I, LLC",11 Sherwood Ridge Road,Brevard,NC,28712-6558,(828)884-9510,HAL-088-014,980288,Assisted Living Residence,Adult Care Home,6/29/21
Transylvania,Kingsbridge House,60,"WP-Brevard Health Holdings II, LLC",10 Sugar Loaf Road,Brevard,NC,28712-8424,(828)884-6137,HAL-088-015,970863,Assisted Living Residence,Adult Care Home,6/29/21
Tyrrell,Tyrrell House,50,"East Coast AL Holdings, LLC",950 Highway 64 East,Columbia,NC,27925,(252)394-3145,HAL-089-002,130065,Assisted Living Residence,Adult Care Home,6/29/21
Union,Brookdale Monroe Square 1,102,"Southern Assisted Living, LLC",918 Fitzgerald Street,Monroe,NC,28112,(704)225-9556,HAL-090-024,990238,Assisted Living Residence,Adult Care Home,6/29/21
Union,Brookdale Monroe Square 2,65,"Southern Assisted Living, LLC",919 Fitzgerald Street,Monroe,NC,28112,(704)225-9556,HAL-090-022,1522,Assisted Living Residence,Adult Care Home,6/29/21
Union,Brookdale Union Park,87,"Southern Assisted Living, LLC",1316 Patterson Avenue,Monroe,NC,28112,(704)282-0530,HAL-090-007,960598,Assisted Living Residence,Adult Care Home,6/29/21
Union,Elizabethan Gardens,100,"Elizabethan Gardens Assisted Living Facility, Inc.",1812 New Town Road,Monroe,NC,28110,(704)283-6992,HAL-090-001,920352,Assisted Living Residence,Adult Care Home,6/29/21
Union,Hillcrest Church Rest Home,20,"Hillcrest Baptist Church Rest Home, Inc.",4123 Hillcrest Church Road,Monroe,NC,28110,(704)292-1145,HAL-090-004,955585,Assisted Living Residence,Adult Care Home,6/29/21
Union,Monroe Manor Assisted Living Building I,12,"Monroe Manor Assisted Living, Inc",1101 Baucom Road,Monroe,NC,28110,(704)776-9327,HAL-090-034,940794,Assisted Living Residence,Adult Care Home,6/29/21
Union,Monroe Manor Assisted Living Building II,12,"Monroe Manor Assisted Living, Inc",1101 Baucom Road,Monroe,NC,28110,(704)776-9327,HAL-090-033,920795,Assisted Living Residence,Adult Care Home,6/29/21
Union,The Addison of Indian Trail,96,"GA HC Reit II Indian Trail Alf TRS Sub, LLC",5306 Secrest Short Cut Road,Monroe,NC,28110,(704)289-4555,HAL-090-035,80125,Assisted Living Residence,Adult Care Home,6/29/21
Union,Woodridge Assisted Living Facility,80,"DePaul Adult Care Communities, Inc",2515 Fowler Secrest Road,Monroe,NC,28110-6947,(704)225-0011,HAL-090-025,960984,Assisted Living Residence,Adult Care Home,6/29/21
Wake,Brighton Gardens of Raleigh,115,"Prime Care One, LLC",3101 Duraleigh Road,Raleigh,NC,27612,(919)571-1123,HAL-092-024,961002,Assisted Living Residence,Adult Care Home,6/29/21
Wake,Brookdale Cary,50,"Brookdale Senior Living Communities, Inc.",7870 Chapel Hill Road,Cary,NC,27513-5428,(919)852-1355,HAL-092-023,970949,Assisted Living Residence,Adult Care Home,6/29/21
Wake,Brookdale MacArthur Park,80,"Southern Assisted Living, LLC",111 MacArthur Drive,Cary,NC,27513,(919)460-5959,HAL-092-027,960825,Assisted Living Residence,Adult Care Home,6/29/21
Wake,Brookdale Wake Forest,70,"Southern Assisted Living, LLC",611 South Brooks Street,Wake Forest,NC,27587,(919)562-8400,HAL-092-032,971007,Assisted Living Residence,Adult Care Home,6/29/21
Wake,Brookridge Assisted Living,55,"Brookridge Assisted Living, Inc.",312 Lynch Street,Apex,NC,27502,(919)362-6266,HAL-092-146,920043,Assisted Living Residence,Adult Care Home,6/29/21
Wake,Cadence Garner,84,"GAHC3 Garner NC TRS Sub, LLC",200 Minglewood Drive,Garner,NC,27529,(919)773-1550,HAL-092-215,160385,Assisted Living Residence,Adult Care Home,6/29/21
Wake,Cadence North Raleigh,96,"GAHC3 North Raleigh NC TRS Sub, LLC",5219 Old Wake Forest Road,Raleigh,NC,27609,(919)876-6316,HAL-092-214,20206,Assisted Living Residence,Adult Care Home,6/29/21
Wake,Cadence at Wake Forest,96,"GAHC3 Wake Forest NC TRS Sub, LLC",3218 Heritage Trade Drive,Wake Forest,NC,27587,(919)569-2101,HAL-092-213,120426,Assisted Living Residence,Adult Care Home,6/29/21
Wake,Chatham Commons,80,"Cary Health Holdings, LLC",809 West Chatham Street,Cary,NC,27511-3136,(919)469-9309,HAL-092-203,920199,Assisted Living Residence,Adult Care Home,6/29/21
Wake,Coventry House Of Zebulon,60,"Zebulon Opco, LLC",1205 W Gannon Avenue,Zebulon,NC,27597,(919)375-4504,HAL-092-212,971095,Assisted Living Residence,Adult Care Home,6/29/21
Wake,Elmcroft of Northridge,161,"EC Opco Northridge, LP",600 Newton Road,Raleigh,NC,27615,(919)848-4906,HAL-092-207,920861,Assisted Living Residence,Adult Care Home,6/29/21
Wake,Falls River Court Memory Care Community,38,LSREF Golden Ops 26 (NC) LLC,1130 Falls River Avenue,Raleigh,NC,27614,(919)844-2499,HAL-092-141,980873,Assisted Living Residence,Adult Care Home,6/29/21
Wake,Falls River Village Assisted Living Community,60,LSREF Golden Ops 26 (NC) LLC,1110 Falls River Avenue,Raleigh,NC,27614-7772,(919)844-9747,HAL-092-142,980579,Assisted Living Residence,Adult Care Home,6/29/21
Wake,HeartFields at Cary,97,SNH NC Tenant LLC,1050 Crescent Green Drive,Cary,NC,27518,(919)852-5757,HAL-092-216,970161,Assisted Living Residence,Adult Care Home,6/29/21
