Facility Name,Address,City,State,Zip Code,County,Phone Number,Email Address,Ownership Type,Licensee,Capacity,Longitude,Latitude,Date Accessed,State Facility Type 1 Literal,License Number
Merrill Gardens At Carolina Park,3501 MERRILL PL,Mount Pleasant,SC,29466,Charleston,843-606-5705,licensing@merrillgardens.com,LIMITED LIABILITY,NEW MERRILL GARDENS AT CAROLINA PARK LLC,193,-79.77093607,32.88600582,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1917
Merrill Gardens At Columbia,2205 GREGG ST,Columbia,SC,29201,Richland,647-227-7385,wilsona@merrillgardens.com,,MERRILL GARDENS AT COLUMBIA LLC,18,-81.029235,34.020071,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1979
Midland Park Residential Home Care,2712 MIDLAND PARK RD,North Charleston,SC,29406-4551,Charleston,843-569-0025,midlandparkrcf@gmail.com,CORPORATION,MIDLAND PARK ENTERPRISES INC,52,-80.04716665,32.92133297,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-0905
Midway Residential Care Facility #1,4026 MOORE DUNCAN HWY,Moore,SC,29369-9721,Spartanburg,864-433-8999,midwayresidentialcare@yahoo.com,CORPORATION,MIDWAY RESIDENTIAL CARE FACILITY INC,13,-82.06386074,34.88468566,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-0318
Midway Residential Care Facility #1A,4026 MOORE DUNCAN HWY,Moore,SC,29369-9721,Spartanburg,864-433-8999,midwayresidentialcare@yahoo.com,CORPORATION,MIDWAY RESIDENTIAL CARE FACILITY INC,14,-82.06387959,34.8846855,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-0320
Midway Residential Care Facility #2,4026 MOORE DUNCAN HWY,Moore,SC,29369-9721,Spartanburg,864-433-8999,midwayresidentialcare@yahoo.com,CORPORATION,MIDWAY RESIDENTIAL CARE FACILITY INC,25,-82.06390693,34.88468528,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-0321
Midway Residential Care Facility #3,4026 MOORE DUNCAN HWY,Moore,SC,29369-9721,Spartanburg,864-433-8999,midwayresidentialcare@yahoo.com,CORPORATION,MIDWAY RESIDENTIAL CARE FACILITY INC,17,-82.06385528,34.88468572,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-0346
Midway Residential Care Facility #4,4026 MOORE DUNCAN HWY,Moore,SC,29369-9721,Spartanburg,864-433-8999,midwayresidentialcare@yahoo.com,CORPORATION,MIDWAY RESIDENTIAL CARE FACILITY INC,14,-82.06385977,34.88468569,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-0322
Midway Residential Care Facility #5,4026 MOORE DUNCAN HWY,Moore,SC,29369-9721,Spartanburg,864-433-8999,midwayresidentialcare@yahoo.com,CORPORATION,MIDWAY RESIDENTIAL CARE FACILITY INC,12,-82.06385528,34.88468572,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-0616
Mill Creek Manor,651 POLO RD,Columbia,SC,29223-2905,Richland,803-788-9555,gilles.ouellette@mainstayfinancial.com,LIMITED LIABILITY,MAINSTAY HEALTHCARE MILL CREEK LLC,59,-80.891944,34.092572,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-2174
Mill Street Community Residence,415 MILL ST,Laurens,SC,29360-1905,Laurens,864-984-3506,kmcgowan@lcdsnb.org,NON-PROFIT CORPORATION,LAURENS COUNTY DISABILITIES AND SPECIAL NEEDS BOARD,8,-82.00547124,34.50656456,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1419
Miller Place Residential Care,140 COX ST,Spartanburg,SC,29306-4807,Spartanburg,864-573-7008,lamar@millerplacesc.com,PARTNERSHIP,FRANK HENDERSON & EDWARD HARRISON,19,-81.930064,34.917964,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-2166
Mirci Group Home I,581 BECKMAN RD,Columbia,SC,29203-3207,Richland,803-754-4221,javin@mirci.org,CORPORATION,MENTAL ILLNESS RECOVERY CENTER INC,6,-80.99371764,34.08179543,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1443
Mirci Group Home Ii,611 BECKMAN RD,Columbia,SC,29203-3282,Richland,803-754-8894,tcollins@mirci.org,CORPORATION,MENTAL ILLNESS RECOVERY CENTER INC,6,-80.99487706,34.08112215,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1444
Morningside Of Anderson,1304 MCLEES RD,Anderson,SC,29621-3345,Anderson,864-964-9088,licensing@5ssl.com,LIMITED LIABILITY,SNH SC TENANT LLC,88,-82.630424,34.525972,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-2132
Morningside Of Beaufort,109 OLD SALEM RD,Beaufort,SC,29902-5113,Beaufort,843-982-0220,tsiegner@5ssl.com,LIMITED LIABILITY,SNH SC TENANT LLC,49,-80.713423,32.426299,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-2130
Morningside Of Camden,715 KERSHAW HWY,Camden,SC,29020-1634,Kershaw,803-713-8668,cjhowell@5ssl.com,LIMITED LIABILITY,SNH SC TENANT LLC,49,-80.611492,34.29149,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-2133
Morningside Of Greenwood,116 ENTERPRISE CT,Greenwood,SC,29649-1666,Greenwood,864-388-9433,licensing@5ssl.com,LIMITED LIABILITY,SNH SC TENANT LLC,49,-82.16408,34.215145,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-2131
Morningside Of Hartsville,1901 W CAROLINA AVE,Hartsville,SC,29550-4701,Darlington,843-857-0159,jflick@5ssl.com,LIMITED LIABILITY,SNH SC TENANT LLC,54,-80.123997,34.364772,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-2128
Morningside Of Lancaster,1004 HARDIN ST,Lancaster,SC,29720-1609,Lancaster,803-801-1288,licensing@5ssl.com,LIMITED LIABILITY LIMITED PARTNERSHIP,MORNINGSIDE OF SOUTH CAROLINA LP,65,-80.78661668,34.74418965,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1146
Morningside Of Lexington,218 OLD CHAPIN RD,Lexington,SC,29072-2030,Lexington,803-957-3600,licensing@5ssl.com,LIMITED LIABILITY,SNH SC TENANT LLC,49,-81.247121,33.993301,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-2126
Morningside Of Orangeburg,2306 RIVERBANK DR,Orangeburg,SC,29118-4046,Orangeburg,803-539-2911,rmbrunson@5ssl.com,LIMITED LIABILITY,SNH SC TENANT LLC,49,-80.895706,33.511908,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-2129
Morningside Of Rock Hill,1830 W MAIN ST,Rock Hill,SC,29732-8965,York,803-980-4100,wlong@5ssl.com,LIMITED LIABILITY LIMITED PARTNERSHIP,MORNINGSIDE OF SOUTH CAROLINA LP,60,-81.06294681,34.94277616,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1114
Morningside Of Seneca,15855 WELLS HWY,Seneca,SC,29678-1078,Oconee,864-888-8886,licensing@5ssl.com,LIMITED LIABILITY,SNH SC TENANT LLC,59,-82.990543,34.682958,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-2127
Morningside Of Sumter,2500 LIN-DO CT,Sumter,SC,29150-1832,Sumter,803-469-4490,licensing@5ssl.com,LIMITED LIABILITY LIMITED PARTNERSHIP,MORNINGSIDE OF SOUTH CAROLINA LP,55,-80.397983,33.95341,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1079
Mount Pleasant Gardens,1025 HUNGRYNECK BLVD,Mount Pleasant,SC,29464,Charleston,843-216-1001,mountpleasantgardens-adm@jeaseniorliving,LIMITED LIABILITY,MOUNT PLEASANT MANAGEMENT LLC,71,-79.83753789,32.81968335,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1984
My Father'S House,22 LARNES ST,Charleston,SC,29403-2636,Charleston,843-723-7889,emccrea@bellsouth.net,PARTNERSHIP,JOSEPHINE STENT & ELOISE CHESTNUT,10,-79.95038129,32.79532755,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-0459
My Mother'S Keeper,1609 HWY 41,Mount Pleasant,SC,29464,Charleston,843-884-8867,mymotherskeeper1@aol.com,SOLE PROPRIETORSHIP,MY MOTHERS KEEPER LLC,8,-79.810259,32.881611,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1840
Myers Residential Care Facility,365 CALDON RD,Swansea,SC,29160-9541,Calhoun,803-568-3582,myersrcf@pbtcomm.net,PARTNERSHIP,LOUISE AND DAVID MYERS JR,5,-81.03829662,33.7052714,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-0644
Myers Residential Care Facility Ii,365 CALDON RD,Swansea,SC,29160-9541,Calhoun,803-568-3582,myersrcf@pbtcomm.net,PARTNERSHIP,LOUISE AND DAVID MYERS JR,7,-81.03829565,33.70526237,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-0851
Myrtle Beach Estates,3620 HAPPY WOODS CT,Myrtle Beach,SC,29588-2925,Horry,843-293-8888,terri.baker@jeaseniorliving.com,CORPORATION,CSL LEASECO INC,142,-78.97096118,33.67066638,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1403
Myrtle Beach Manor Retirement Community,9547 HWY 17 N,Myrtle Beach,SC,29572-0000,Horry,843-449-5283,licensing@5ssl.com,LIMITED LIABILITY,SNH SC TENANT LLC,111,-78.798224,33.775337,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-2123
New Beginnings Of Pineville,212 MITCHELLBAY LN,Pineville,SC,29468-3200,Berkeley,843-351-2240,new.beginnings@tds.net,CORPORATION,NEW BEGININGS RESIDENTIAL CARE FACILITY,4,-80.04276054,33.42092291,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1521
New Haven,2585 HWY 179,Little River,SC,29566,Horry,843-491-9290,bgodard@compassre.com,,BFG COMPASS LITTLE RIVER PROPCO IV LLC,90,-78.587687,33.890729,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-2039
New Light Community Care,120 ADDY LN,Lexington,SC,29072-3405,Lexington,803-490-1428,newlightcrf@yahoo.com,NON-PROFIT CORPORATION,NEW LIGHT COMMUNITY RESOURCE FOUNDATION,14,-81.237385,33.978203,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1958
North Haven Residential Care Home,4326 LESLIE ST,North Charleston,SC,29418-5441,Charleston,843-767-2541,noraalfllc@yahoo.com,CORPORATION,NORTH HAVEN RESIDENTIAL CARE HOME INC,16,-80.05199993,32.865,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-0877
North Pines Community Residence,313 N PINES RD,Blythewood,SC,29016-8788,Richland,803-754-6213,c.wright@chescoservices.org,SOLE PROPRIETORSHIP,CHESCO SERVICES,8,-80.97881946,34.14871628,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1504
North Pointe Assisted Living,701 SIMPSON RD,Anderson,SC,29621-3077,Anderson,864-226-5505,jpreston@capitalseniorliving.net,LIMITED LIABILITY,CSL NORTH POINTE SC LLC,70,-82.61267366,34.53521388,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1454
Oakbridge Terrace At Park Pointe Village,3025 CHESBROUGH BLVD,Rock Hill,SC,29732-8078,York,803-327-4723,steven.robison@actslife.org,CORPORATION,ACTS RETIREMENT-LIFE COMMUNITIES INC,20,-81.099979,34.955434,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-2030
Oakleaf Village Of Lexington,800 N LAKE DR,Lexington,SC,29072-2903,Lexington,803-808-3477,aelliott@libertyseniorliving.com,LIMITED LIABILITY,LEXINGTON SENIOR HOUSING I OPCO LLC,100,-81.231367,33.992086,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-2014
Oakridge Community Care Home #1,2470 OLD MILL RD,Inman,SC,29349-9276,Spartanburg,864-472-6979,oakridgeone@gmail.com,CORPORATION,OAKRIDGE COMMUNITY CARE HOME INC,38,-82.09751909,35.08569759,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-0241
Oakridge Community Care Home #2,35 S HOWARD ST,Inman,SC,29349-1339,Spartanburg,864-621-4958,oakridgeone@gmail.com,CORPORATION,OAKRIDGE COMMUNITY CARE HOME INC,10,-82.08604006,35.04638856,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-0429
Oaks Assisted Living,1000 METHODIST OAKS DR,Orangeburg,SC,29115-1813,Orangeburg,803-534-1212,clay.fowlerhealthcareenterprise@gmail.co,LIMITED LIABILITY,OAKS HEALTHCARE LLC,40,-80.86264,33.492052,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-2190
Oaks Of Loris,260 WATSON HERITAGE RD,Loris,SC,29569,Horry,843-716-4673,joann@scseniorcare.net,CORPORATION,PARNERS IN HOPE INC,60,-78.8805054,34.01858633,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1547
Oakview Boarding Home,1818 S LIVE OAK DR,Moncks Corner,SC,29461-7216,Berkeley,843-761-3273,biascana@yahoo.com,CORPORATION,OAKVIEW BOARDING HOME INC,10,-80.06215812,33.14452406,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1153
Oakview Park Assisted Living,110 HOOD RD,Greenville,SC,29611,Anderson,864-412-8990,asurls@atlasseniorliving.com,LIMITED LIABILITY,AFF18 OAKVIEW PARK ALF LLC,90,-82.48555862,34.79202844,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-2064
Oasis Residential Home,2317 PRINCE ST,Georgetown,SC,29440-2925,Georgetown,843-527-4848,oasisinc2001@yahoo.com,CORPORATION,OASIS RESIDENTIAL HOME INC,22,-79.30419427,33.37975413,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1219
Oliver'S Care Home,1200 LAWHORN RD,Blythewood,SC,29016-8975,Richland,803-754-3585,olivercarehome1941@gmail.com,LIMITED LIABILITY,OLIVER CARE HOME LLC,5,-80.90022306,34.2295243,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1480
Pacifica Senior Living Skylyn,1705 SKYLN DR,Spartanburg,SC,29307,Spartanburg,864-582-6838,ed.skylyn@pacificaseniorliving.com,LIMITED LIABILITY,PACIFICA SKYLYN LLC,169,-81.891758,34.97971,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1950
Padd-Wren Home,2350 REGIONAL RD,Florence,SC,29501-7028,Florence,843-673-1005,ktumbleson@paddsc.org,NON-PROFIT CORPORATION,PRESBYTERIAN AGENCY FOR THE DEVELOPMENTALLY DISABLED INC,6,-79.81264491,34.23637751,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1451
Pageland Care Facility,206 S GUM ST,Pageland,SC,29728-2304,Chesterfield,843-672-5930,pagecare@shtc.net,CORPORATION,FUNDERBURK ASSOCIATES INC,58,-80.3851908,34.77186153,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-0999
Palmetto Gardens,425 S WHEELER AVE,Prosperity,SC,29127,Newberry,803-364-9113,palmettogardensresidential@gmail.com,SOLE PROPRIETORSHIP,YVONNE HARRISON,30,-81.519725,34.213567,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1916
Palmetto Residential Care Of North Charleston,2834 SPRUILL AVE,North Charleston,SC,29405-8051,Charleston,843-566-1509,patch29311@hotmail.com,CORPORATION,EVERGREEN RESIDENTIAL CARE INC,12,-79.96270728,32.85075893,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1322
Palmetto Ridge Assisted Living & Memory Care,840 MANOR RD,Cheraw,SC,29520-4035,Chesterfield,843-537-4197,palmettoridge@yahoo.com,LIMITED LIABILITY,PALMETTO RIDGE ASSISTED LIVING AND MEMORY CARE LLC,106,-79.91543182,34.67660369,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1393
Palmetto Village Of Chester,570 CENTER ST,Chester,SC,29706-1342,Chester,803-581-7319,atkazer@gmail.com,LTD. LIABILITY,BHM OF CHESTER LLC,100,-81.22661155,34.71957419,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1399
Palmettos Of Bluffton,3035 OAKATIE HWY,Okatie,SC,29909-5101,Beaufort,843-707-9400,stacy.floyd@nhccare.com,LIMITED LIABILITY COMPANY (MULTIPLE MEMBER),PALMETTOS OF BLUFFTON LLC,88,-80.947212,32.275101,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1648
Palmettos Of Charleston,1900 ASHLEY CROSSING DR,Charleston,SC,29414-5751,Charleston,843-852-0505,megan.martin@nhccare.com,LIMITED LIABILITY,NHC PLACE-CHARLESTON LLC,60,-80.03699674,32.81596346,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1263
Palmettos Of Garden City,9415 HWY 17 BYPASS,Murrells Inlet,SC,29576,Horry,843-668-2500,teri.cronin@nhccare.com,LIMITED LIABILITY COMPANY (MULTIPLE MEMBER),PALMETTOS OF GARDEN CITY LLC,90,-79.01918531,33.59863024,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1649
Palmettos Of Mauldin,810 E BUTLER RD,Greenville,SC,29607-5842,Greenville,864-627-0803,kathryn.davis@nhccare.com,LTD. LIABILITY,NHC HEALTHCARE/MAULDIN LLC,60,-82.28498821,34.80184752,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1503
Palmettos Of Parklane,7811 PARKLANE RD,Columbia,SC,29223-5620,Richland,803-741-7233,kimberly.davila@nhccare.com,LIMITED LIABILITY,PALMETTOS OF PARKLANE LLC,85,-80.95909494,34.08311083,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1513
Palms On Main Assisted Living Facility,1267 N MAIN ST,Sumter,SC,29153-2138,Sumter,803-774-5700,hrmhcw@yahoo.com,NON-PROFIT CORPORATION,EMPOWERED PERSONAL CARE HOME HEALTH ALLIANCE INC,79,-80.34052954,33.95578737,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1442
Park Circle Home 1,1133 BEXLEY ST,North Charleston,SC,29405-4726,Charleston,843-442-7173,ejc@gmail.com,LIMITED LIABILITY,WINDSOR HILL RCF LLC,5,-79.981829,32.873666,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1992
Park Circle Home 2,1131 BEXLEY ST,North Charleston,SC,29405-4726,Charleston,843-442-7173,ejc@gmail.com,LIMITED LIABILITY,WINDSOR HILL RCF LLC,5,-79.981604,32.873895,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1993
Parker,12 BOYCE AVE,Greenville,SC,29601,Greenville,864-250-1188,dmcharg@inspiritseniorliving.com,LIMITED LIABILITY,THE PARKER OPERATOR LLC,115,-82.386611,34.850065,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-2136
Passionate Care Community Center,2206 HERTFORD DR,Columbia,SC,29210-6130,Richland,803-834-4544,martindonald49@yahoo.com,SOLE PROPRIETORSHIP,"MARTIN, DONALD E.",5,-81.09044813,34.05370486,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1500
Pearl At Five Forks,15 FIVE FORKS RD,Simpsonville,SC,29681,Greenville,864-568-3833,yolanda.hunter@phoenixsrliving.com,LIMITED LIABILITY,PSL SIMPSONVILLEE SUBTENANT LLC,64,-82.254521,34.795992,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-2003
Pearl At Fort Mill,1061 GOLD HILL RD,Fort Mill,SC,29708,York,803-548-3825,yolanda.hunter@phoenixsrliving.com,LIMITED LIABILITY,PEARL AT FORT MILL LLC,54,-81.030873,33.999451,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-2147
Pearl At Port Royal,1251 LADYS ISLAND DR,Port Royal,SC,29935-1106,Beaufort,843-521-2298,yolanda.hunter@phoenixsrliving.com,,CARE RSL PORT ROYAL OPCO LLC,62,-80.68313491,32.39451085,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-0733
Pee Dee Gardens,3117 W PALMETTO ST,Florence,SC,29501,Florence,843-667-6699,tcooke-evans@depaul.org,CORPORATION,DEPAUL ADULT CARE COMMUNITIES INC,80,-79.8418261,34.1707095,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1391
Pendleton Manor,414 SUMMIT DR,Greenville,SC,29609-4821,Greenville,864-271-7562,reatha@pendletonmanor.com,LTD. LIABILITY,GREENVILLE RETIREMENT PROPERTIES LLC,65,-82.38308098,34.87421577,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1455
Pettis Angels Residential Care,2614 MADDEN DR,North Charleston,SC,29405-5529,Charleston,843-308-9413,spettis@knology.net,SOLE PROPRIETORSHIP,"PETTIS, ETHEL S.",5,-79.99272161,32.85225047,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-0850
Phoenix At Greer,715 S BUNCOMBE RD,Greer,SC,29650-2208,Greenville,864-469-0409,jackie.magnes@phoenixsrliving.com,LIMITED LIABILITY,PHOENIX AT GREER LLC,110,-82.241891,34.925248,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-2146
Piedmont Pathways Community Residential Care Facility,5640 LOWER RICHLAND BLVD,Hopkins,SC,29061-9525,Richland,803-783-2273,gwendolyn.scott@scdmh.org,STATE,SC DEPARTMENT OF MENTAL HEALTH,15,-80.875187,33.918902,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-2134
Pinedale Residential Center,798 HERMITAGE POND RD,Camden,SC,29020-9534,Kershaw,803-432-9900,phudson83@yahoo.com,CORPORATION,SHARECARE CORPORATION,50,-80.5468209,34.24243419,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-0460
Pinewood Place,101 CENTENNIAL BLVD,Goose Creek,SC,29445-7079,Berkeley,843-569-2520,akovach@enlivant.com,LIMITED LIABILITY,PINEWOOD AID OPCO LLC,44,-80.06600002,33.01699997,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1406
Place At Shadow Oaks,108 GREGG AVE,Aiken,SC,29801-6816,Aiken,803-643-0300,stephaniefrison@shadow-oaks.com,LIMITED LIABILITY,PLACE AT SHADOW OAKS LLC,56,-81.758844,33.565984,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-2175
Pondview Residential Care Home #1,5342 HARDSCRABBLE RD,Blythewood,SC,29016-9171,Richland,803-735-0420,admin@universalcaresolutions.com,SOLE PROPRIETORSHIP,"THOMAS, KATHERINE W.",12,-80.90617574,34.19125262,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-0378
Pondview Residential Care Home #2,5338 HARDSCRABBLE RD,Blythewood,SC,29016-9171,Richland,803-735-0420,admin@universalcaresolutions.com,SOLE PROPRIETORSHIP,"THOMAS, KATHERINE W.",5,-80.90618377,34.19122427,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1190
Portside At Grande Dunes,901 PORTSIDE DR,Myrtle Beach,SC,29572,Horry,843-999-2494,administrator@portsidegrandedunes.com,LIMITED LIABILITY,PORTSIDE RESIDENCES LLC,120,-78.8030236,33.7596856,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1995
Presbyterian Communities Of South Carolina-Clinton,801 MUSGROVE ST,Clinton,SC,29325-1796,Laurens,864-833-5190,paul.pridmore@prescomm.org,NON-PROFIT CORPORATION,PRESBYTERIAN COMMUNITIES OF SOUTH CAROLINA,55,-81.87427782,34.48477046,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-0014
Presbyterian Communities Of South Carolina-Columbia,700 DAVEGA DR,Lexington,SC,29073-9698,Lexington,803-796-8700,jason.basile@prescomm.org,NON-PROFIT CORPORATION,PRESBYTERIAN COMMUNITIES OF SOUTH CAROLINA,91,-81.12954037,34.02224697,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-0387
Presbyterian Communities Of South Carolina-Florence,2350 W LUCAS ST,Florence,SC,29501-1201,Florence,843-665-2222,meredith.scott@prescomm.org,CORPORATION,PRESBYTERIAN COMMUNITIES OF SOUTH CAROLINA,47,-79.80958455,34.23672235,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-0242
Presbyterian Communities Of South Carolina-Foothills,205 BUD NALLEY DR,Easley,SC,29642,Pickens,864-859-3367,leslie.fryar@prescomm.org,NON-PROFIT CORPORATION,PRESBYTERIAN COMMUNITIES OF SOUTH CAROLINA,52,-82.54055426,34.79826092,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1030
Presbyterian Communities Of South Carolina-Summerville,201 W 9TH NORTH ST,Summerville,SC,29483-6721,Dorchester,843-873-2550,tim.barresi@prescomm.org,NON-PROFIT CORPORATION,PRESBYTERIAN COMMUNITIES OF SOUTH CAROLINA,114,-80.16812989,33.03323019,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-0245
Presidential Community Care Home Facility,2019 HACKEMANN AVE,North Charleston,SC,29405-8323,Charleston,843-459-2149,presidentialcrcf@gmail.com,LIMITED LIABILITY,PRESIDENTIAL COMMUNITY CARE HOME FACILITY LLC,5,-79.960634,32.840862,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1869
Quality Care Residential Home,107 ETLING AVE,Goose Creek,SC,29445-3001,Berkeley,843-863-0209,bruce@jonesmgtrealty.com,,QUALITY CARE RESIDENTIAL HOME SC LLC,29,-80.04260762,32.99981334,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-0715
Quiet Acres Retirement Home,2968 OLD DOUGLAS MILL RD,Hodges,SC,29653-8930,Abbeville,864-446-2264,joymull4@cs.com,LIMITED LIABILITY,PROMISES KEPT CUSTOMER SERVICE LLC,10,-82.32191099,34.26798662,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-0588
Quillen Manor,709 QUILLEN AVE,Fountain Inn,SC,29644-9444,Greenville,864-601-1440,louisg@garrardinc.com,LIMITED LIABILITY,QUILLEN MANOR LLC,78,-82.20011309,34.70782334,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1321
Rapha Residential Care Inc,3959 FISH HATCHERY RD,Gaston,SC,29053-9038,Lexington,803-755-6541,raphaed@att.net,LIMITED LIABILITY LIMITED PARTNERSHIP,MASTERMIND LIMITED PARTNERSHIP LLP,92,-81.14900256,33.84168791,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1283
Reese'S Community Care Home #1,1203 E MULLER AVE,Columbia,SC,29203-5926,Richland,803-786-1843,sharon12357@gmail.com,CORPORATION,REESE'S COMMUNITY CARE HOME INC,8,-81.03369287,34.04519002,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-0053
Reese'S Community Care Home #2,717 CINDY DR,Columbia,SC,29203-5205,Richland,803-609-2629,sharon12357@gmail.com,SOLE PROPRIETORSHIP,REESE'S COMMUNITY CARE HOME INC,5,-80.98559742,34.07162002,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-0054
