Sort Name,Mailing Name,License Number,Profession,Status,Address Line 1,Address Line 2,Address Line 3,Address Line 4,City,State,Zip,County FIPS,County,Country,Phone,Fax,Address Directions,Mailing Care Of,Mailing Address Line 1,Mailing Address Line 2,Mailing Address Line 3,Mailing Address Line 4,Mailing City,Mailing State,Mailing Zip,Mailing County FIPS,Mailing County,Mailing Country,Mailing Address Directions,NAIC Code,Expiration Date,Responsible Individual,RI License Number,Authorities,Department,Agency,Board,EmailAddress,CE Required By Date,Bed Count,Primary Administrator
ORONO COMMONS,ORONO COMMONS,RCD22610,LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,117 BENNOCH RD,,,,ORONO,ME,04473-3620,23019,PENOBSCOT,,+1 (207) 866-4914,+1 (207) 866-3821,,,,,,,,,,,,,,,5/31/21,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,10,AMANDA LYNN YOUNG
OSHER INN AT THE CEDARS,OSHER INN AT THE CEDARS,ALP1959,ASSISTED LIVING PROGRAM,ACTIVE,650 OCEAN AVE,,,,PORTLAND,ME,04103-2704,23005,CUMBERLAND,,+1 (207) 221-7171,+1 (207) 772-6038,,,,,,,,,,,,,,,11/23/21,,,Type II - Medication and Nursing,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,30,ANGELA P. HUNT
OUR PLACE,OUR PLACE,RCB38796,LEVEL II RESIDENTIAL CARE FACILITY,DENIED,,,,,,,,,,,,,,,,,,,,,,,,,,,4/29/19,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,3,
OWL'S HEAD GROUP HOME,OWL'S HEAD GROUP HOME,PND38852,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,38 WESKEG RD,,,,OWLS HEAD,ME,04854-3417,23013,KNOX,,+1 (207) 594-9507,,,,,,,,,,,,,,,,12/31/21,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,7,JULIA E. ABERNETHY
OXHORN ROAD,OXHORN ROAD,RCC38631,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,60 OXHORN RD,,,,WISCASSET,ME,04578-4697,23015,LINCOLN,,+1 (207) 882-9181,+1 (207) 563-3561,,,,,,,,,,,,,,,8/22/21,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,3,REBECCA M. EMMONS
PAGOMA LANE,PAGOMA LANE,RCC39018,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,20 PAGOMA LN,,,,LEWISTON,ME,04240-1702,23001,ANDROSCOGGIN,,+1 (207) 241-2991,,,,,,,,,,,,,,,,8/24/21,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,3,CHRISTOPHER CALL
PARENT WAIVER HOME,PARENT WAIVER HOME,RCB2218,LEVEL II RESIDENTIAL CARE FACILITY,ACTIVE,118 WRIGHT ST,,,,VAN BUREN,ME,04785-1352,23003,AROOSTOOK,,+1 (207) 868-9708,+1 (207) 868-9708,,,,,,,,,,,,,,,6/23/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,3,RHONDA M. PARENT
PARIS HOME ASSISTED HOUSING PROGRAM,PARIS HOME ASSISTED HOUSING PROGRAM,RCC38611,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,14 PARIS PROMENADE,,,,SOUTH PARIS,ME,04281-1126,23017,OXFORD,,+1 (207) 743-6354,+1 (207) 743-6354,,,,,,,,,,,,,,,3/8/23,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,4,TRICIA BARKER
"PARISH HOUSE, THE","PARISH HOUSE, THE",PNC38706,PNMI LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,27 KENNEBEC ST,,,,BAR HARBOR,ME,04609-1905,23009,HANCOCK,,+1 (207) 373-1140,+1 (207) 373-1160,,,,,,,,,,,,,,,8/3/22,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,6,MARIA CAMERON
PARK AVENUE,PARK AVENUE,RCA39027,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,10 PARK AVE W,,,,BREWER,ME,04412-2336,23019,PENOBSCOT,,+1 (207) 307-7963,+1 (207) 973-3699,,,,,,,,,,,,,,,6/29/23,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,AIMEE KERRIGAN
PARK RESIDENCES,PARK RESIDENCES,ALP803,ASSISTED LIVING PROGRAM,ACTIVE,141 W RIVER RD,,,,WATERVILLE,ME,04901-5098,23011,KENNEBEC,,+1 (207) 861-5685,+1 (207) 660-4750,,,,,,,,,,,,,,,7/28/21,,,Type II - Medication and Nursing,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,39,OLIVIA J. LABRECQUE
PARK RESIDENCES OF FARMINGTON,PARK RESIDENCES OF FARMINGTON,ALP38791,ASSISTED LIVING PROGRAM,ACTIVE,C/O WOODLANDS SENIOR LIVING OF FARMINGTON,175 KNOWLTON CORNER RD,,,FARMINGTON,ME,04938-6200,23007,FRANKLIN,,+1 (207) 860-3999,+1 (207) 860-2980,,,,,,,,,,,,,,,10/29/21,,,Type II - Medication and Nursing,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,22,HOLLY J. BARRON
PARK STREET,PARK STREET,PND38802,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,130 PARK ST,,,,PORTLAND,ME,04101-3805,23005,CUMBERLAND,,+1 (207) 874-1088,,,,,,,,,,,,,,,,4/4/22,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,9,ABIGAIL SPADONE
PARK STREET WEST PARIS,PARK STREET WEST PARIS,RCB805,LEVEL II RESIDENTIAL CARE FACILITY,ACTIVE,26 PARK ST,,,,WEST PARIS,ME,04289-5149,23017,OXFORD,,+1 (207) 674-3372,+1 (207) 527-2645,,,,,,,,,,,,,,,7/29/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,3,LORI M. DEAN
PARKER RIDGE,PARKER RIDGE,ALP1964,ASSISTED LIVING PROGRAM,ACTIVE,63 PARKER RIDGE LN,,,,BLUE HILL,ME,04614-6129,23009,HANCOCK,,+1 (207) 374-2913,+1 (207) 374-2658,,,,,,,,,,,,,,,8/28/21,,,Type II - Medication and Nursing,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,47,TIMOTHY G. CHANDLER
PARKMAN I,PARKMAN I,RCC38697,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,88 WHITE SCHOOL HOUSE RD,,,,MADISON,ME,04950-4007,23025,SOMERSET,,+1 (207) 696-3300,+1 (844) 451-5682,,,,,,,,,,,,,,,6/30/23,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,4,SANDRA D FARMER
PARKWAY SOUTH,PARKWAY SOUTH,RCA39318,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,231 PARKWAY S,,,,BREWER,ME,04412-1615,23019,PENOBSCOT,,+1 (207) 989-1092,+1 (207) 989-1092,,,,,,,,,,,,,,,6/1/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,PHILLIP E PIERCE JR
PATTEN POND HOUSE,PATTEN POND HOUSE,RCD2147,LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,99 PATTEN POND RD,,,,SURRY,ME,04684-3329,23009,HANCOCK,,+1 (207) 664-2906,+1 (207) 664-2906,,,,,,,,,,,,,,,3/25/23,,,Adult Family Care Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,8,MARY L DODGE
PATTERSON ROAD,PATTERSON ROAD,RCA39189,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,193 PATTERSON RD,,,,HAMPDEN,ME,04444-2001,23019,PENOBSCOT,,+1 (207) 862-2643,+1 (207) 862-2709,,,,,,,,,,,,,,,3/29/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,KAREN LEE
PEARCE BROOK HOME,PEARCE BROOK HOME,RCC2285,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,12 ABRAHAM COURT,,,,HOULTON,ME,4730,23003,AROOSTOOK,,+1 (207) 532-9446,+1 (207) 532-1359,,,,,,,,,,,,,,,8/26/21,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,5,BRENDA L. CUMMINGS
PETRA HOUSE WAIVER,PETRA HOUSE WAIVER,RCC2163,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,34 OAK ST,,,,WATERVILLE,ME,04901-5525,23011,KENNEBEC,,+1 (207) 873-4903,+1 (207) 873-4914,,,,,,,,,,,,,,,7/24/21,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,3,ELICIA FOLEY-PARADIS
PHILLIP BLANCHETTE RESIDENTIAL,PHILLIP BLANCHETTE RESIDENTIAL,RCC2071,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,3601 AROOSTOOK ROAD,,,,EAGLE LAKE,ME,4739,23003,AROOSTOOK,,+1 (207) 444-5152,+1 (207) 444-6099,,,,,,,,,,,,,,,11/14/21,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,6,MICHELLE T. RAYMOND
PHILLIPS-STRICKLAND HOUSE,PHILLIPS-STRICKLAND HOUSE,PND840,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,21 BOYD ST,,,,BANGOR,ME,04401-6560,23019,PENOBSCOT,,+1 (207) 941-2820,+1 (207) 941-2829,,,,,,,,,,,,,,,7/25/21,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,48,WAYNE G. WOODFORD
"PIERCE HOUSE, THE",THE PIERCE HOUSE,PND300,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,204 MAIN ST,,,,FARMINGTON,ME,04938-1901,23007,FRANKLIN,,+1 (207) 778-4745,+1 (207) 778-5922,,,,,,,,,,,,,,,6/2/21,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,16,DARLENE B. MOOAR
PINE GROVE COTTAGE,PINE GROVE COTTAGE,RCA39046,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,275 FOUR ROD RD,,,,WARREN,ME,04864-4660,23013,KNOX,,+1 (207) 273-3386,+1 (207) 273-1396,,,,,,,,,,,,,,,12/17/21,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,ROBIN E. BOGGS
PINEWOOD MANOR,PINEWOOD MANOR,ALP38621,ASSISTED LIVING PROGRAM,ACTIVE,20 MANOR ST,,,,OCEAN PARK,ME,04063-3000,23031,YORK,,+1 (207) 934-2157,+1 (207) 934-2158,,,,,,,,,,,,,,,4/11/23,,,Type I - Medication,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,14,ELISABETH HEROLD
PINEWOOD TERRACE,PINEWOOD TERRACE,PND38681,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,136 ROSEWOOD DR,,,,FARMINGTON,ME,04938-6734,23007,FRANKLIN,,+1 (207) 779-0511,+1 (844) 445-5356,,,,,,,,,,,,,,,6/30/21,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,30,SUSAN BELL
PINNACLE DRIVE,PINNACLE DRIVE,RCC38797,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,7 PINNACLE DR,,,,AUBURN,ME,04210-4364,23001,ANDROSCOGGIN,,+1 (207) 795-6737,+1 (207) 795-6722,,,,,,,,,,,,,,,12/6/21,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,4,DEBORAH L. DRINKWATER
PINNACLE HEALTH & REHAB RESIDENTIAL CARE,PINNACLE HEALTH & REHAB RESIDENTIAL CARE,PND38606,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,26 PLEASANT ST,,,,CANTON,ME,04221-3144,23017,OXFORD,,+1 (207) 597-2510,+1 (207) 592-2580,,,,,,,,,,,,,,,12/30/20,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,67,MARK A. JACOBS
"PITTSFIELD COMMUNITY CARE, LLC","PITTSFIELD COMMUNITY CARE, LLC",PND2235,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,554 N MAIN ST,,,,PITTSFIELD,ME,04967-3703,23025,SOMERSET,,+1 (207) 487-7063,,,,,,,,,,,,,,,,7/6/22,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,16,RHONDA E. CHAMBERS
PITTSTON CLA,PITTSTON CLA,PNC849,PNMI LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,39 PATTERSON RD,,,,PITTSTON,ME,04345-6639,23011,KENNEBEC,,+1 (207) 582-2044,+1 (207) 582-2044,,,,,,,,,,,,,,,1/5/22,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,3,GREGORY S. SIMONEAU
PLANT ASSISTED LIVING SERVICES,PLANT ASSISTED LIVING SERVICES,ALP1708,ASSISTED LIVING PROGRAM,ACTIVE,1 WASHINGTON ST,,,,BATH,ME,04530-1634,23023,SAGADAHOC,,+1 (207) 443-2244,+1 (207) 386-8897,,,,,,,,,,,,,,,4/6/22,,,Type II - Medication and Nursing,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,37,LISABETH A. WYMAN
PLEASANT HILL ROAD,PLEASANT HILL ROAD,RCC1973,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,48 PLEASANT HILL RD,,,,BRUNSWICK,ME,04011-7425,23005,CUMBERLAND,,+1 (207) 504-5679,+1 (207) 725-1416,,,,,,,,,,,,,,,3/1/23,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,6,AMY L DAVIS
PLEASANT MEADOWS ESTATES,PLEASANT MEADOWS ESTATES,PND1342,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,137 PARK ST,,,,DOVER FOXCROFT,ME,04426-3761,23021,PISCATAQUIS,,+1 (207) 564-2444,+1 (207) 564-7389,,,,,,,,,,,,,,,5/12/22,,,Dementia/Alzheimer's,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,29,KELLIE J. BRASIER
PLEASANT STREET APARTMENTS,PLEASANT STREET APARTMENTS,RCA38698,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,93 PLEASANT ST,,,,NORWAY,ME,04268-5058,23017,OXFORD,,+1 (207) 743-0618,+1 (844) 451-5684,,,,,,,,,,,,,,,6/30/23,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,SHANNON K. BROWN
PLEASANT STREET GROUP HOME,PLEASANT STREET GROUP HOME,PNC38846,PNMI LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,407 PLEASANT ST,,,,ROCKLAND,ME,04841-5308,23013,KNOX,,+1 (207) 594-8960,,,,,,,,,,,,,,,,12/31/21,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,3,LEE-ANDRA  D'ATTILIO
PLEASANT STREET HOME,PLEASANT STREET HOME,RCC38699,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,93 PLEASANT ST,,,,NORWAY,ME,04268-5058,23017,OXFORD,,+1 (207) 743-0181,+1 (844) 451-5684,,,,,,,,,,,,,,,6/30/23,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,4,SHANNON K. BROWN
PLEASANT STREET SERVICES,PLEASANT STREET SERVICES,PNC977,PNMI LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,73 PLEASANT ST,,,,WATERVILLE,ME,04901-5456,23011,KENNEBEC,,+1 (207) 873-1741,+1 (207) 877-9663,,,,,,,,,,,,,,,2/10/23,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,6,DESIREE SPENCER
PLEASANT STREET UNIT 1,PLEASANT STREET UNIT 1,RCA39118,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,50 PLEASANT ST APT 1,,,,WESTBROOK,ME,04092-4490,23005,CUMBERLAND,,+1 (207) 847-2273,+1 (207) 847-2017,,,,,,,,,,,,,,,1/28/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,JUDY M SEALS
PLEASANT STREET UNIT 2,PLEASANT STREET UNIT 2,RCA39119,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,50 PLEASANT ST APT 2,,,,WESTBROOK,ME,04092-4490,23005,CUMBERLAND,,+1 (207) 847-2273,+1 (207) 847-2017,,,,,,,,,,,,,,,12/21/21,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,JUDY M SEALS
PLEASANT STREET UNIT 3,PLEASANT STREET UNIT 3,RCA39120,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,50 PLEASANT ST APT 3,,,,WESTBROOK,ME,04092-4490,23005,CUMBERLAND,,+1 (207) 847-2273,+1 (207) 847-2017,,,,,,,,,,,,,,,12/21/21,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,JUDY M SEALS
POLAND ROAD,POLAND ROAD,RCA39032,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,649 POLAND RD,,,,AUBURN,ME,04210-3825,23001,ANDROSCOGGIN,,+1 (207) 782-2726,+1 (844) 884-6944,,,,,,,,,,,,,,,8/30/21,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,AMY THIBODEAU
POLAND SPRING ROAD,POLAND SPRING ROAD,RCC860,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,28 POLAND SPRING RD,,,,AUBURN,ME,04210-8388,23001,ANDROSCOGGIN,,+1 (207) 783-9031,+1 (207) 795-1005,,,,,,,,,,,,,,,7/22/22,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,3,PATRICIA CLARY
POND POINT PARK,POND POINT PARK,RCA39045,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,18 HAINES DR,,,,BOWDOIN,ME,04287-7753,23023,SAGADAHOC,,+1 (207) 666-5766,+1 (207) 666-5766,,,,,,,,,,,,,,,10/18/21,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,ROBIN E. BOGGS
POND ROAD,POND ROAD,RCA39114,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,575 POND RD,,,,STANDISH,ME,04084-5456,23005,CUMBERLAND,,+1 (207) 893-8741,,,,,,,,,,,,,,,,11/1/21,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,ASSUAMANI RASHINDI
PORT PLACE ADULT DAY PROGRAM,PORT PLACE ADULT DAY PROGRAM,ADS38789,ADULT DAY SERVICES PROGRAM,ACTIVE,280B GANNETT DR,,,,SOUTH PORTLAND,ME,04106-6940,23005,CUMBERLAND,,+1 (207) 828-0048,+1 (207) 772-3743,,,,,,,,,,,,,,,11/5/21,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,30,TAMMY L. PIKE
PORTLAND CENTER FOR ASSISTED LIVING,PORTLAND CENTER FOR ASSISTED LIVING,PND863,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,68 DEVONSHIRE ST,,,,PORTLAND,ME,04103-4431,23005,CUMBERLAND,,+1 (207) 772-2893,+1 (207) 772-3230,,,,,,,,,,,,,,,1/7/23,,,Dementia/Alzheimer's,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,170,JESSICA L POULIN
POWNAL ROAD,POWNAL ROAD,RCC866,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,1807 POWNAL RD,,,,AUBURN,ME,04210-9687,23001,ANDROSCOGGIN,,+1 (207) 783-0017,+1 (844) 412-7877,,,,,,,,,,,,,,,1/16/23,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,3,ERIC HARVEY
PRATT FOSTER HOME,PRATT FOSTER HOME,RCA867,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,4 BREEZY MEADOWS,,,,GRAY,ME,4039,23005,CUMBERLAND,,+1 (207) 657-4744,+1 (207) 657-4744,,,,,,,,,,,,,,,5/8/22,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,1,JOHN PRATT
PRESUMPSCOT STREET,PRESUMPSCOT STREET,RCC39000,LEVEL III RESIDENTIAL CARE FACILITY,EXPIRED,440 PRESUMPSCOT ST,,,,PORTLAND,ME,04103-5219,23005,CUMBERLAND,,+1 (207) 632-6240,+1 (844) 912-8589,,,,,,,,,,,,,,,4/15/21,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,3,MARK OKENY
PRIDE HOUSE,PRIDE HOUSE,RCD868,LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,549 WESTBROOK ST,,,,SOUTH PORTLAND,ME,04106-1909,23005,CUMBERLAND,,+1 (207) 773-3048,+1 (207) 761-8460,,,,,,,,,,,,,,,9/2/21,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,8,ARIEL SAVAGE
PRIDE ROAD,PRIDE ROAD,RCA39033,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,34 PRIDE RD,,,,AUBURN,ME,04210-3929,23001,ANDROSCOGGIN,,+1 (207) 782-2726,+1 (844) 884-6944,,,,,,,,,,,,,,,8/25/21,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,1,DAVID R WILBUR
PRIORS CIRCLE,PRIORS CIRCLE,RCA1773,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,1 PRIOR CIR,,,,SACO,ME,04072-9623,23031,YORK,,+1 (207) 284-9902,+1 (207) 282-8388,,,,,,,,,,,,,,,8/29/21,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,JAMIE WHITEHOUSE
PSL SERVICES - WALL STREET PROGRAM,PSL SERVICES - WALL STREET PROGRAM,ALP38787,ASSISTED LIVING PROGRAM,ACTIVE,25 WALL ST,,,,PORTLAND,ME,04103-2300,23005,CUMBERLAND,,+1 (207) 899-4798,+1 (207) 899-4799,,,,,,,,,,,,,,,10/29/21,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,8,MOLLY TRAVIS
QUARRY HILL-ANDERSON INN,QUARRY HILL-ANDERSON INN,ALP1590,ASSISTED LIVING PROGRAM,ACTIVE,30 COMMUNITY DR,,,,CAMDEN,ME,04843-2061,23013,KNOX,,+1 (207) 921-6100,+1 (207) 230-6110,,,,,,,,,,,,,,,11/12/21,,,Type I - Medication,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,37,LORIMAN C. LOOKE
QUARRY ROAD RESIDENTIAL CENTER,QUARRY ROAD RESIDENTIAL CENTER,PND874,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,10 QUARRY RD,,,,WATERVILLE,ME,04901-4944,23011,KENNEBEC,,+1 (207) 873-4594,+1 (207) 877-7718,,,,,,,,,,,,,,,5/5/23,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,12,ELICIA FOLEY-PARADIS
RAE WAY,RAE WAY,RCA39201,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,16 RAE WAY,,,,HAMPDEN,ME,04444-3242,23019,PENOBSCOT,,+1 (207) 862-2643,+1 (207) 862-2709,,,,,,,,,,,,,,,3/29/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,KAREN LEE
RAICHE STREET,RAICHE STREET,RCA38948,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,30 RAICHE ST,,,,LEWISTON,ME,04240-2522,23001,ANDROSCOGGIN,,+1 (207) 786-3453,+1 (844) 607-4505,,,,,,,,,,,,,,,12/18/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,ERICA S TRIPP
RAINBOW HOUSE,RAINBOW HOUSE,RCA38778,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,279 OLD COUNTY RD,,,,HAMPDEN,ME,04444-1805,23019,PENOBSCOT,,+1 (207) 944-5036,+1 (207) 922-2311,,,,,,,,,,,,,,,4/23/23,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,MARY E. RUSH
RALPH STREET RESIDENCE,RALPH STREET RESIDENCE,PNC881,PNMI LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,18 RALPH ST,,,,BANGOR,ME,04401-4438,23019,PENOBSCOT,,+1 (207) 945-4188,+1 (207) 945-3319,,,,,,,,,,,,,,,3/18/22,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,6,ASHLEY ROBERTSON
RANDOLPH HOUSE,RANDOLPH HOUSE,RCA885,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,15 WINDSOR ST,,,,RANDOLPH,ME,04346-5201,23011,KENNEBEC,,+1 (207) 588-0602,+1 (207) 588-0602,,,,,,,,,,,,,,,1/30/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,LEANE F. MCMASTER
READ STREET,READ STREET,PNC38806,PNMI LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,1103 FOREST AVE,,,,PORTLAND,ME,04103-3323,23005,CUMBERLAND,,+1 (207) 761-5924,+1 (207) 761-5927,,,,,,,,,,,,,,,2/24/22,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,6,ABIGAIL SPADONE
