Speciality,contract,LicenseNumber,LocationNumber,FacInstanceId,FacilityType,FacilityName,FacilityStatus,LocationAddress,LocationCity,LocationState,LocationZipCode,LocationCounty,MailAddress,MailCity,MailState,MailZipCode,TelephoneNmbr,FaxNmbr,ConfidentialFaxNmbr,RCSRegionUnit,SpecialityCode,ContractCode,FacilityPOC,LicensedBedCount,LicenseExpirationDate,CheckCompleteDate,CheckType,Disclosure of Services,Has Reports?,Reports Location
"Mental Health, Dementia, Developmental Disabilities",Adult Family Home,754918,40011452,46594,AF  ,Emmanuel Family Homes LLC ,OP    ,4704 N Vercler Ln,Spokane Valley,WA,99216,Spokane,23033 E Broadway Ave,Liberty Lake,WA,99019,(509) 703-7954,,,1E,"SPMI, SPDE, SPDD",1080XS-12 ,"Corson, Edith ",5,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754918,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=754918
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Expanded Community Services, Adult Family Home",754566,40011204,46196,AF  ,Emmanuel's Haven Adult Family Home LLC ,OP    ,8921 N Country Homes Blvd,Spokane,WA,99218,Spokane,8921 N Country Homes Blvd,Spokane,WA,99218,(509) 964-1475,,,1E,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Njenga, Faith ",5,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754566,No, 
"Mental Health, Dementia",Adult Family Home,754909,40011464,46618,AF  ,"Evergreen Senior AFH, LLC",OP    ,3623 W Indian Trail Rd,Spokane,WA,99208,Spokane,3623 W Indian Trail Rd,Spokane,WA,99208,(509) 598-8745,,,1E,"SPMI, SPDE",1080XS-12 ,"Gichuki, Jane ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754909,No, 
"Mental Health, Dementia",Adult Family Home,752551,40008890,42163,AF  ,Faith Adult Family Home,OP    ,2635 W Westover Rd,Spokane,WA,99208,Spokane,2635 W Westover Rd,Spokane,WA,99208,(509) 315-9623,,,1E,"SPMI, SPDE",1080XS-12 ,"Melnikov, Yekaterina A. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752551,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752551
"Mental Health, Developmental Disabilities",Adult Family Home,751615,40009167,40634,AF  ,FOR MY MIRACLE LLC,OP    ,2826 W DEAN AVE,SPOKANE,WA,99201,Spokane,2826 W DEAN AVE,SPOKANE,WA,99201,(509) 315-5337,,(509) 863-9519,1E,"SPMI, SPDD",1080XS-12 ,"SAYLER, HEATHER ",4,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=751615,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=751615
"Mental Health, Dementia","Expanded Community Services, Adult Family Home",752435,40009723,41768,AF  ,FROM OUR HEART AFH,OP    ,4414 W SHAWNEE AVE,SPOKANE,WA,99208,Spokane,4414 W SHAWNEE AVE,SPOKANE,WA,99208,(509) 464-3132,,(509) 466-3071,1E,"SPMI, SPDE","1080XS-12 , 1080XS-12 ","NJENGA, DAVID ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752435,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752435
"Mental Health, Dementia","Specialized Behavior Support, Expanded Community Services, Adult Family Home",753225,40010281,44095,AF  ,Garden of Care,OP    ,4918 E 6th Ave,Spokane Valley,WA,99212,Spokane,4918 E 6th Ave,Spokane Valley,WA,99212,(509) 216-6780,,,1E,"SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 ","Fox, Raisa ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753225,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753225
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Meaningful Day, Expanded Community Services, Adult Family Home",752941,40009773,43785,AF  ,Geonash Adult Family Home,OP    ,11004 E 21st Ave,Spokane Valley,WA,99206,Spokane,11004 E 21st Ave,Spokane Valley,WA,99206,(509) 822-7753,,,1E,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Mwangi, Florence ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752941,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752941
"Mental Health, Dementia","Expanded Community Services, Adult Family Home",753622,40003794,44445,AF  ,Glory Care Center LLC,OP    ,3428 E 24th Ave,Spokane,WA,99223,Spokane,3428 E 24th Ave,Spokane,WA,99223,(509) 535-1063,,(509) 242-3608,1E,"SPMI, SPDE","1080XS-12 , 1080XS-12 ","Ries, Maria Genilita B. ",5,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753622,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753622
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Expanded Community Services, Adult Family Home",754469,40011069,45902,AF  ,Golden Community Care Adult Family Home LLC,OP    ,215 N Bowdish Rd,Spokane Valley,WA,99206,Spokane,12121 E Mission Ave Suite  C,Spokane Valley,WA,99206,(509) 443-3102,,(509) 474-1792,1E,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Guidi, Mahoulome H. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754469,No, 
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Meaningful Day, Expanded Community Services, Adult Family Home",752707,40009939,42228,AF  ,"Golden Community Care Adult Family Home, LLC",OP    ,820 N Bates Rd,Spokane Valley,WA,99206,Spokane,820 N Bates Rd,Spokane Valley,WA,99206,(509) 892-6821,(509) 892-6821,,1E,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Guidi, Mahoulome H. ",8,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752707,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752707
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Expanded Community Services, Adult Family Home",753962,40010744,45210,AF  ,Golden Community Care I Adult Family Home LLC,OP    ,5111 N Washington ST,Spokane,WA,99205,Spokane,5111 N Washington ST,Spokane,WA,99205,(509) 413-2630,,(509) 413-2630,1E,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Frimpong, Yvonne P. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753962,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753962
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Meaningful Day, Expanded Community Services, Adult Family Home",753949,40010769,45263,AF  ,Golden Community Care II Adult Family Home LLC,OP    ,11311 E 10th Ave,Spokane Valley,WA,99206,Spokane,11311 E 10th Ave,Spokane Valley,WA,99206,(509) 315-8920,,(509) 315-8920,1E,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Leonard, Shaynie L. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753949,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753949
"Mental Health, Dementia",Adult Family Home,754543,40011143,46089,AF  ,Golden Horizon AFH,OP    ,9606 N Ridgecrest Dr,Spokane,WA,99208,Spokane,9606 N Ridgecrest Dr,Spokane,WA,99208,(509) 315-9104,,,1E,"SPMI, SPDE",1080XS-12 ,"Jacot, Lidiana ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754543,No, 
"Mental Health, Dementia, Developmental Disabilities","Meaningful Day, Adult Family Home",752245,40009650,41473,AF  ,GOOD COMFORT AFH,OP    ,10205 E 15TH AVE,SPOKANE,WA,99206,Spokane,10205 E 15TH AVE,SPOKANE,WA,99206,(509) 230-9159,,,1E,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 ","MOSKALENKO, ALEKSANDR ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752245,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752245
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Private Duty Nursing, Expanded Community Services, Adult Family Home",754528,40011128,46048,AF  ,Graceful Adult Family Home LLC,OP    ,1421 S Chronicle Rd,Spokane Valley,WA,99212,Spokane,1421 S Chronicle Rd,Spokane Valley,WA,99212,(509) 822-7720,,(509) 461-5710,1E,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Paulos, Elim M. ",5,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754528,No, 
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Expanded Community Services, Adult Family Home",754326,40011015,45802,AF  ,Graceful Homes AFH,OP    ,3015 S Rebecca St,Spokane,WA,99223,Spokane,3015 S Rebecca St,Spokane,WA,99223,(509) 822-7935,,(509) 822-7935,1E,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Tiyo, Janet M. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754326,No, 
"Dementia, Developmental Disabilities","Expanded Community Services, Adult Family Home",449700,40004497,36247,AF  ,GREENBLUFF TERRACE AFH,OP    ,17025 N GREENBLUFF RD,COLBERT,WA,99005,Spokane,17025 N Greenbluff Rd,Colbert,WA,99005,(509) 238-4337,,(509) 238-4337,1E,"SPDE, SPDD","1080XS-12 , 1080XS-12 ","Doesburg, Deborah ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=449700,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=449700
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Meaningful Day, Expanded Community Services, Adult Family Home",750505,40006476,39323,AF  ,HAIRSTON ADULT FAMILY HOME,OP    ,716 E UPPER TERRACE LN,COLBERT,WA,99005,Spokane,716 E UPPER TERRACE LN,COLBERT,WA,99005,(509) 464-2279,,,1E,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","HAIRSTON, SYLVIA ",5,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=750505,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=750505
"Mental Health, Dementia","Specialized Behavior Support, Expanded Community Services, Adult Family Home",754486,40010043,46001,AF  ,Hannah's Haven Adult Family Home LLC,OP    ,9808 E 9th Ave,Spokane Valley,WA,99206,Spokane,9808 E 9th Ave,Spokane Valley,WA,99206,(509) 321-7497,,(509) 443-4992,1E,"SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 ","Ntaoti, Hannah S. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754486,No, 
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Expanded Community Services, Adult Family Home",754094,40010783,45292,AF  ,Happiness AFH LLC,OP    ,2308 E 61st Ave,Spokane,WA,99223,Spokane,2308 E 61st Ave,Spokane,WA,99223,(509) 448-0529,,(509) 448-0523,1E,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Kassa, Alemneh ",5,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754094,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=754094
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Expanded Community Services, Adult Family Home",751468,40009089,40509,AF  ,HARMONY LIFECARE ADULT FAMILY HOME,OP    ,621 S Sheridan St,Spokane,WA,99202,Spokane,621 S Sheridan St,Spokane,WA,99202,(509) 747-2686,,(509) 838-9957,1E,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Dragomir, Svetlana ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=751468,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=751468
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Expanded Community Services, Adult Family Home",754478,40011045,45853,AF  ,Harmony Lifecare Adult Family Home LLC,OP    ,6609 E Sanzy Lane,Spokane,WA,99217,Spokane,6609 E Sanzy Lane,Spokane,WA,99217,,,,1E,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Dragomir, Svetlana ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754478,No, 
Developmental Disabilities,"Meaningful Day, Adult Family Home",223400,40002234,33844,AF  ,HARVEST HOUSE,OP    ,703 E Nora Ave,Spokane,WA,99207,Spokane,703 E Nora Ave,Spokane,WA,99207,(509) 483-7358,,(509) 483-0460,1E,SPDD,"1080XS-12 , 1080XS-12 ","Barrett, Maurine ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=223400,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=223400
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Meaningful Day, Expanded Community Services, Adult Family Home",15600,40000156,31179,AF  ,HAYNES ADULT FAMILY HOME,OP    ,11120 E 20TH AVE,SPOKANE,WA,99206,Spokane,11120 E 20TH,SPOKANE,WA,99206,(509) 922-1742,,(509) 927-2784,1E,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Haynes, Lynda L. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=15600,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=15600
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Expanded Community Services, Adult Family Home",753433,40010428,44433,AF  ,High Drive Adult Family Home LLC,OP    ,10518 N Russett Drive,Spokane,WA,99208,Spokane,10518 N Russett Drive,Spokane,WA,99208,(509) 343-0268,(509) 747-2155,,1E,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Ngatia, Lucia ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753433,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753433
Developmental Disabilities,Adult Family Home,752725,40009979,42336,AF  ,Holiday Home,OP    ,21 S Holiday Rd,Greenacres,WA,99016,Spokane,4321 S Chapman Rd,Greenacres,WA,99016,(509) 808-2878,,,1E,SPDD,1080XS-12 ,"Naccarato, Sharon E. ",3,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752725,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752725
"Mental Health, Dementia","Specialized Behavior Support, Expanded Community Services, Adult Family Home",402301,40004023,35752,AF  ,HOME SWEET HOME AFH,OP    ,4213 W INDIAN TRAIL RD,SPOKANE,WA,99208,Spokane,4213 W INDIAN TRAIL RD,SPOKANE,WA,99208,(509) 326-8617,,,1E,"SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 ","Sandifer, Kerri L. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=402301,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=402301
"Mental Health, Dementia",Adult Family Home,183200,40001832,33354,AF  ,HOMESHARE HEALTH CARE,OP    ,4621 S WILLAMETTE CT,SPOKANE,WA,99223,Spokane,4621 S WILLAMETTE CT,SPOKANE,WA,992232246,(509) 448-5881,,,1E,"SPMI, SPDE",1080XS-12 ,"Foster, Toni A. ",3,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=183200,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=183200
"Mental Health, Dementia, Developmental Disabilities",Adult Family Home,754911,40010338,46548,AF  ,Hope Adult Family Home,OP    ,6120 S Crestline St,Spokane,WA,99223,Spokane,6120 S Crestline St,Spokane,WA,99223,(509) 822-7263,,(509) 822-7263,1E,"SPMI, SPDE, SPDD",1080XS-12 ,"Kebede, Biruck Y. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754911,No, 
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Private Duty Nursing, Meaningful Day, Expanded Community Services, Adult Family Home",753326,40004814,44352,AF  ,Hope of Life,OP    ,12314 E 19th Ave,Spokane Valley,WA,99216,Spokane,12314 E 19th Ave,Spokane Valley,WA,99216,(509) 474-0168,,(509) 474-0178,1E,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Mezengie, Faye G. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753326,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753326
Developmental Disabilities,Adult Family Home,70200,40000702,31890,AF  ,HOWARD AFH,OP    ,1607 S Pierce Rd,Spokane Valley,WA,99206,Spokane,1607 S Pierce Rd,Spokane Valley,WA,99206,(509) 922-7850,,,1E,SPDD,1080XS-12 ,"Howard, Bret G. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=70200,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=70200
"Mental Health, Dementia, Developmental Disabilities","Meaningful Day, Adult Family Home",535201,40005352,36959,AF  ,HUMMINGBIRD HAVEN,OP    ,E 208 MEADOWMERE WAY,DEER PARK,WA,99006,Spokane,PO BOX 1147,DEER PARK,WA,99006,(509) 276-5209,,,1E,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 ","Sliger, Thena ",4,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=535201,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=535201
"Dementia, Developmental Disabilities",Adult Family Home,754536,40008590,45929,AF  ,In Loving Care Adult Family Home,OP    ,2215 S Sunrise Rd,Spokane Valley,WA,99206,Spokane,3005 E 14th Avenue,Spokane,WA,99202,,,,1E,"SPDE, SPDD",1080XS-12 ,"Walters, Chi ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754536,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=754536
"Mental Health, Dementia","Specialized Behavior Support, Expanded Community Services, Adult Family Home",753849,40010558,44797,AF  ,James N Jones Adult Family Home,OP    ,9203 N James Ct,Spokane,WA,99208,Spokane,9203 N James Ct,Spokane,WA,99208,(509) 279-2298,,,1E,"SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 ","Jones, Zakia ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753849,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753849
"Mental Health, Dementia, Developmental Disabilities",Adult Family Home,754938,40011484,46644,AF  ,Janeluv AFH LLC,OP    ,5608 N Drumheller St,Spokane,WA,99205,Spokane,5608 N Drumheller St,Spokane,WA,99205,(509) 443-3901,(509) 769-5136,,1E,"SPMI, SPDE, SPDD",1080XS-12 ,"Kaniu, Catherine ",5,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754938,No, 
"Mental Health, Developmental Disabilities","Meaningful Day, Adult Family Home",753829,40010682,45072,AF  ,Johnson Family Homes LLC,OP    ,7814 N Calispel St,Spokane,WA,99208,Spokane,7814 N Calispel St,Spokane,WA,99208,(509) 218-7046,,,1E,"SPMI, SPDD","1080XS-12 , 1080XS-12 ","Johnson, Joanie ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753829,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753829
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Expanded Community Services, Adult Family Home",754468,40011093,45978,AF  ,Jomani Adult Family Home LLC,OP    ,1217 E 56th Avenue,Spokane,WA,99223,Spokane,1217 E 56th Avenue,Spokane,WA,99223,(509) 315-5477,,(509) 315-5477,1E,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Njihia, Eunice ",5,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754468,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=754468
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Expanded Community Services, Adult Family Home",754591,40011202,46194,AF  ,Joyce's Adult Family Home LLC,OP    ,3807 S Mercy Drive,Spokane Valley,WA,99206,Spokane,3807 S Mercy Drive,Spokane Valley,WA,99206,(509) 290-6070,,(509) 598-8749,1E,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Lompo, Joyce ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754591,No, 
"Mental Health, Dementia",Adult Family Home,754979,40011441,46576,AF  ,Joyful Adult Family Home,OP    ,918 S Aspen St,Airway Heights,WA,99001,Spokane,918 S Aspen St,Airway Heights,WA,99001,(509) 922-6189,,(509) 922-6189,1E,"SPMI, SPDE",1080XS-12 ,"Browne, Al-Satta ",5,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754979,No, 
"Mental Health, Dementia, Developmental Disabilities","Meaningful Day, Adult Family Home",508500,40005085,36771,AF  ,JUBILEE HOUSE,OP    ,520 W 3RD STREET,CHENEY,WA,99004,Spokane,522 W 3RD STREET,CHENEY,WA,99004,(509) 235-6734,,,1E,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 ","Meyer, Linda ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=508500,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=508500
"Mental Health, Developmental Disabilities",Adult Family Home,751724,40009147,40601,AF  ,JUST US ADULT FAMILY HOME,OP    ,3217 E 26TH AVE,SPOKANE,WA,99223,Spokane,3217 E 26TH AVE,SPOKANE,WA,99223,(509) 868-0262,,,1E,"SPMI, SPDD",1080XS-12 ,"JONES, MICHELLE F. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=751724,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=751724
"Mental Health, Dementia",Adult Family Home,752055,40004013,41376,AF  ,KIMBERLYS COTTAGE LLC,OP    ,5208 W BAYWOOD CT,SPOKANE,WA,99208,Spokane,5208 W BAYWOOD CT,SPOKANE,WA,99208,(509) 468-0944,,(509) 466-5499,1E,"SPMI, SPDE",1080XS-12 ,"ERWIN, MARK ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752055,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752055
"Mental Health, Dementia",Adult Family Home,754643,40011248,46266,AF  ,Kings and Queens Adult Family Home,OP    ,3825 W Broad Ave,Spokane,WA,99205,Spokane,3825 W Broad Ave,Spokane,WA,99205,(508) 873-7008,,,1E,"SPMI, SPDE",1080XS-12 ,"Njeru, Charles ",5,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754643,No, 
Developmental Disabilities,"Meaningful Day, Adult Family Home",751875,40009389,41044,AF  ,LAMB FAMILY HOME,OP    ,1714 E GORDON AVE,SPOKANE,WA,99207,Spokane,1714 E GORDON AVE,SPOKANE,WA,99207,(509) 993-1160,,,1E,SPDD,"1080XS-12 , 1080XS-12 ","LAMB, KRISTIN PAIGE ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=751875,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=751875
"Mental Health, Dementia",No Contract,752039,40009509,41243,AF  ,LEGACY GARDENS OF SPOKANE LLC,OP    ,318 W 33RD AVE,SPOKANE,WA,99203,Spokane,318 W 33RD AVE,SPOKANE,WA,99203,(509) 474-1455,,(509) 931-5077,1E,"SPMI, SPDE",,"BISHOP, KENDA ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752039,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752039
"Mental Health, Dementia","Specialized Behavior Support, Expanded Community Services, Adult Family Home",753125,40010262,44061,AF  ,Lena's Gentle Care Inc,OP    ,3810 E Princeton Ave,Spokane ,WA,99217,Spokane,9706 E Morgan Rd,Spokane,WA,99217,(509) 489-4106,,(509) 489-3372,1E,"SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 ","Shirobokov, Lena V. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753125,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753125
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Expanded Community Services, Adult Family Home",753078,40009686,44038,AF  ,Lena's Gentle Care Inc,OP    ,9706 E Morgan Rd,Spokane,WA,99217,Spokane,9706 E Morgan Rd,Spokane,WA,99217,(509) 468-1667,,(509) 892-2389,1E,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Shirobokov, Lena V. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753078,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753078
"Mental Health, Dementia","Specialized Behavior Support, Meaningful Day, Expanded Community Services, Adult Family Home",753355,40000137,44202,AF  ,Life's Journey Adult Family Home,OP    ,1105 S Woodlawn Rd,Spokane Valley,WA,99216,Spokane,1105 S Woodlawn Rd,Spokane Valley,WA,99216,(509) 922-7882,,(509) 863-9983,1E,"SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Hoyle, Lori L. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753355,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753355
"Mental Health, Dementia","Specialized Behavior Support, Meaningful Day, Expanded Community Services, Adult Family Home",754393,40000478,46018,AF  ,Lifes Journey 2,OP    ,14006 E 19th Ave,Spokane Valley,WA,99037,Spokane,14006 E 19th Ave,Spokane Valley,WA,99037,(509) 927-3340,,(509) 927-3340,1E,"SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Hoyle, Lori L. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754393,No, 
