State Facility Type 1 Literal,Facility Name,Licensee,Address,City,State,Zip,Phone Number,County,Capacity,Ownership Type,License Number
PERSONAL CARE HOMES,GLENMAURA SENIOR LIVING,GLENMAURA SENIOR LIVING AT MONTAGE LLC,"11 GLENMAURA NATIONAL BLVD,",MOOSIC,PA,18507,5705915800,LACKAWANNA,100,PROFIT,228450
PERSONAL CARE HOMES,GLUCO LODGE,PACONA CORPORATION,"1127 KEMMERTOWN ROAD,",STROUDSBURG,PA,18360,5709927270,MONROE,51,PROFIT,241720
PERSONAL CARE HOMES,GOLDEN HEIGHTS PERSONAL CARE HOME,GOLDEN HEIGHTS OPCO LLC,"3522 ROUTE 130,",IRWIN,PA,15642,7247443200,WESTMORELAND,75,PROFIT,450300
PERSONAL CARE HOMES,GRACE MANOR AT NORTH PARK,MOS GRACE MGT LLC,"9565 BABCOCK BOULEVARD,",ALLISON PARK,PA,15101,9739869629,ALLEGHENY,60,PROFIT,450850
PERSONAL CARE HOMES,GRACE MANSION,CATHOLIC SENIOR HOUSING & HEALTH CARE SERVICES INC,"1200 SPRING STREET,",BETHLEHEM,PA,18018,6108656748,LEHIGH,28,NON-PROFIT,216430
PERSONAL CARE HOMES,GRACE PARK,GRACE PARK LTD.,"1170 WEST MAIN STREET,",STROUDSBURG,PA,18360,5704248166,MONROE,82,PROFIT,207360
PERSONAL CARE HOMES,GRACIOUS LIVING ESTATES,RELENTLESS ASSETS NO.1 LLC,"10543 PA ROUTE 29,",MONTROSE,PA,18801,5702783414,SUSQUEHANNA,65,PROFIT,224860
PERSONAL CARE HOMES,GRAND AT CASTLE SHANNON,GRAND AT CASTLE SHANNON LLC,"3768 WILLOW AVENUE,",CASTLE SHANNON,PA,15234,4125634444,ALLEGHENY,38,PROFIT,448881
PERSONAL CARE HOMES,GRAND AT FAYETTE D/B/A COUNTRY CARE MANOR,GRAND AT FAYETTE LLC,"205 COLDREN ROAD,",FAYETTE CITY,PA,15438,7243264909,FAYETTE,75,PROFIT,449590
PERSONAL CARE HOMES,GRAND VIEW MANOR,"ASSURED CARE, INC.","129 HOUCK ROAD,",FLEETWOOD,PA,19522,6109441800,BERKS,54,PROFIT,215010
PERSONAL CARE HOMES,GRANDVIEW ESTATES MEMORY CARE LLC,GRANDVIEW ESTATES MEMORY CARE LLC,"1151 SCENERY DRIVE,",ELIZABETH,PA,15037,4124054022,ALLEGHENY,26,PROFIT,449920
PERSONAL CARE HOMES,GRANDVIEW ESTATES OF ELIZABETH,HEALING HEARTS LLC,"1151 SCENERY DRIVE,",ELIZABETH,PA,15037,4128724856,ALLEGHENY,45,PROFIT,448060
PERSONAL CARE HOMES,GRAY'S CREEKSIDE MANOR,MARY LOU GRAY,"100 WEST MAIN STREET, BOX 68,",WORTHINGTON,PA,16262,7242973677,ARMSTRONG,17,PROFIT,426840
PERSONAL CARE HOMES,GRAYSTONE MANOR ALTOONA,GRAYSTONE MANOR ALTOONA LLC,"2611 8TH AVENUE,",ALTOONA,PA,16602,8149443340,BLAIR,85,PROFIT,336860
PERSONAL CARE HOMES,GRAYSTONE MANOR AT BELLMEADE,"GRAYSTONE MANOR BELLMEADE, LLC","1929 EAST PLEASANT VALLEY BLVD,",ALTOONA,PA,16602,8149422423,BLAIR,75,PROFIT,332220
PERSONAL CARE HOMES,GREEN ACRES PERSONAL CARE HOME,GREEN ACRES ENTERPRISES INC,"1460 BUFFALO LODGE ROAD,",ROSSITER,PA,15772,8149389283,INDIANA,12,PROFIT,427350
PERSONAL CARE HOMES,GREEN HILLS MANOR,HERITAGE CAMPUS OPCO LLC,"10 TRANQUILITY LANE,",READING,PA,19067,4845778673,BERKS,80,PROFIT,229080
PERSONAL CARE HOMES,GREEN RIDGE MANOR,GREEN RIDGE MANOR INC,"1530 SANDERSON AVENUE,",SCRANTON,PA,18509,5709610300,LACKAWANNA,62,PROFIT,225220
PERSONAL CARE HOMES,GREENFIELD OF PERKIOMEN VALLEY,GREENFIELD OF PERKIOMEN VALLEY LLC,"300 PERKIOMEN AVENUE,",SCHWENKSVILLE,PA,19473,6102871822,MONTGOMERY,120,PROFIT,137350
PERSONAL CARE HOMES,GREY'S COLONIAL ACRES,GREY'S COLONIAL ACRES LLC,"272 COLONIAL ROAD,",KITTANNING,PA,16201,7247832121,ARMSTRONG,38,PROFIT,446400
PERSONAL CARE HOMES,GREY'S COLONIAL GARDENS,GREYS COLONIAL GARDENS LLC,"630 GLADE RUN ROAD,",KITTANNING,PA,16201,7245434739,ARMSTRONG,20,PROFIT,450020
PERSONAL CARE HOMES,GREY'S COLONIAL MANOR,GREYS COLONIAL MANOR LLC,"13259 US ROUTE 422,",KITTANNING,PA,16201,7244588727,ARMSTRONG,27,PROFIT,450010
PERSONAL CARE HOMES,GREYSTONE COUNTRY ESTATES,GREYSTONE COUNTRY ESTATES INC,"424 DELAWARE ROAD,",FREDONIA,PA,16124,7244754237,MERCER,45,PROFIT,470980
PERSONAL CARE HOMES,GRIFFITH HOUSE,"CHRISTIAN RESIDENTIAL OPPORTUNITIES & SOCIAL SERVICES, INC.","1345 APPLE WAY,",ST. THOMAS,PA,17252,7173692910,FRANKLIN,6,NON-PROFIT,363350
PERSONAL CARE HOMES,GROVE MANOR I,GROVE MANOR,"435 NORTH BROAD STREET,",GROVE CITY,PA,16127,7244587800,MERCER,40,NON-PROFIT,451310
PERSONAL CARE HOMES,GROVES FAMILY PERSONAL CARE HOME LLC,GROVES FAMILY PERSONAL CARE HOME LLC,"443 EAST SMITH STREET,",CORRY,PA,16407,8146648855,ERIE,26,PROFIT,447410
PERSONAL CARE HOMES,GUARDIAN ANGEL PERSONAL CARE HOME,ALBRECHT INC,"1710 MAPLE AVENUE,",COAL TOWNSHIP,PA,17866,5706447860,NORTHUMBERLAND,20,PROFIT,202080
PERSONAL CARE HOMES,GUY AND MARY FELT MANOR,GUY AND MARY FELT MANOR INC,"110 EAST FOURTH STREET,",EMPORIUM,PA,15834,8144863736,CAMERON,10,NON-PROFIT,231190
PERSONAL CARE HOMES,H & M PERSONAL CARE HOME,H AND M PERSONAL CARE HOME INC,"590 BOGGS SCHOOL ROAD,",MOON TOWNSHIP,PA,15108,7244577398,ALLEGHENY,18,PROFIT,448480
PERSONAL CARE HOMES,HALCYON SENIOR LIVING,HALCYON SENIOR LIVING LLC,"528 DEWEY AVENUE,",BRIDGEVILLE,PA,15017,7404918721,ALLEGHENY,88,PROFIT,451090
PERSONAL CARE HOMES,HALLSWORTH HOUSE,NASUN INC,"1575 GRAND BOULEVARD,",MONESSEN,PA,15062,7246848170,WESTMORELAND,63,PROFIT,428970
PERSONAL CARE HOMES,HANEY'S PERSONAL CARE HOME,NANCY S HANEY,"330 CARMICHAELS STREET,",RICES LANDING,PA,15357,7245925449,GREENE,8,PROFIT,467350
PERSONAL CARE HOMES,HARBOUR SENIOR LIVING OF MONROEVILLE,SL MONROEVILLE LLC,"2589 MOSSIDE BOULEVARD,",MONROEVILLE,PA,15146,4123802589,ALLEGHENY,126,PROFIT,441740
PERSONAL CARE HOMES,HARBOUR SENIOR LIVING OF SOUTH HILLS,SL SOUTH HILLS LLC,"1320 GREENTREE ROAD,",PITTSBURGH,PA,15220,4125711300,ALLEGHENY,96,PROFIT,441750
PERSONAL CARE HOMES,HARMONY AT HERSHEY,HERSHEY OPERATIONS LLC,"75 EAST CANAL STREET,",HERSHEY,PA,17033,7177075610,DAUPHIN,129,PROFIT,337410
PERSONAL CARE HOMES,HARMONY AT STATE COLLEGE,STATE COLLEGE OPERATIONS LLC,"121 HAVERSHIRE BOULEVARD,",STATE COLLEGE,PA,16803,8148264706,CENTRE,125,PROFIT,228030
PERSONAL CARE HOMES,HARMONY AT WEST SHORE,HAMPDEN OPERATIONS LLC,"1910 TECHNOLOGY PARKWAY,",MECHANICSBURG,PA,17050,7174021200,CUMBERLAND,115,PROFIT,333810
PERSONAL CARE HOMES,HARMONY HAUS SENIOR LIVING,EJ MARK PROPERTIES LLC,"1329-1339 MERCHANT STREET,",AMBRIDGE,PA,15003,7243188211,BEAVER,43,PROFIT,450180
PERSONAL CARE HOMES,HARMONY HOUSE MANOR,HARMONY HOUSE MANOR INC,"601 LAMBERD AVENUE,",JOHNSTOWN,PA,15904,8142661607,CAMBRIA,84,PROFIT,314390
PERSONAL CARE HOMES,HARMONYCREST PERSONAL CARE SERVICES LLC,HARMONYCREST PERSONAL CARE SERVICES LLC,"485 WALNUT ROAD,",BIRDSBORO,PA,19508,6107433635,BERKS,13,NON-PROFIT,224760
PERSONAL CARE HOMES,HARRISON HOUSE,HARRISON HOUSE PERSONAL CARE HOME,"712 HARRISON AVENUE,",SCRANTON,PA,18510,5703462045,LACKAWANNA,54,PROFIT,236160
PERSONAL CARE HOMES,HARRISON SENIOR LIVING OF COATESVILLE,HARRISON SENIOR LIVING OF COATESVILLE LLC,"300 STRODE AVENUE,",COATESVILLE,PA,19320,6103846310,CHESTER,80,PROFIT,105660
PERSONAL CARE HOMES,HARRY & JEANNETTE WEINBERG TERRACE,JEWISH ASSOCIATION ON AGING,"5757 BARTLETT STREET,",PITTSBURGH,PA,15217,4124215757,ALLEGHENY,115,NON-PROFIT,429810
PERSONAL CARE HOMES,HASKINS HOUSE,PENSTATE BEST CARE INC,"1009 RHOADS AVENUE,",SECANE,PA,19018,6106233624,DELAWARE,22,PROFIT,138550
PERSONAL CARE HOMES,HAVERILLA PERSONAL CARE HOME,HAVERILLA PERSONAL CARE HOME INC,"775 STONETOWN ROAD,",ROSSITER,PA,15772,8149383399,INDIANA,24,PROFIT,427930
PERSONAL CARE HOMES,HAYES MANOR,HAYES MANOR INC,"2210 BELMONT AVENUE,",PHILADELPHIA,PA,19131,2154731552,PHILADELPHIA,65,NON-PROFIT,142230
PERSONAL CARE HOMES,HEARTHSTONE RETIREMENT HOME,GEORGE H NEAL MEMORIAL HOME FOR THE AGED,"102 SOUTH POTOMAC STREET,",WAYNESBORO,PA,17268,7177626313,FRANKLIN,30,NON-PROFIT,328560
PERSONAL CARE HOMES,HEARTLAND RETIREMENT PERSONAL CARE HOME,HEARTLAND RETIREMENT PERSONAL CARE HOME INC,"46 ELEMENTARY LANE, BOX 210,",WOOLRICH,PA,17779,5707696007,CLINTON,48,PROFIT,227120
PERSONAL CARE HOMES,HEATHER COURT,LEEDS HEALTH CARE SERVICES INC,"281 IRONSTONE DRIVE,",NORTHUMBERLAND,PA,17857,5704738356,NORTHUMBERLAND,48,PROFIT,227060
PERSONAL CARE HOMES,HEATHER GLEN SENIOR LIVING,HEATHER GLEN SENIOR LIVING LLC,"415 BLUE BARN ROAD,",ALLENTOWN,PA,18104,6108414478,LEHIGH,120,PROFIT,226820
PERSONAL CARE HOMES,HEATHERWOOD RETIREMENT COMMUNITY,HEATHERWOOD RETIREMENT INVESTORS LLC,"3180 HORSESHOE PIKE,",HONEY BROOK,PA,19344,6102739301,CHESTER,50,PROFIT,104550
PERSONAL CARE HOMES,HEATHERWOOD RETIREMENT COMMUNITY,HEATHERWOOD RETIREMENT INVESTORS LLC,"3180 HORSESHOE PIKE,",HONEY BROOK,PA,19344,6102739301,CHESTER,49,PROFIT,131210
PERSONAL CARE HOMES,HELEN'S PLACE FOR PERSONAL CARE,HELEN'S PLACE FOR PERSONAL CARE,"474 STAMBAUGH AVENUE,",SHARON,PA,16146,7249311222,MERCER,15,NON-PROFIT,446870
PERSONAL CARE HOMES,HELPING HAND RESCUE MISSION - MAIN BUILDING,HELPING HAND RESCUE MISSION INC,"112 MISSION LANE,",LILLY,PA,15938,8147369286,CAMBRIA,47,NON-PROFIT,300360
PERSONAL CARE HOMES,HENDERSON HOUSE,ROSALIE J DAPICE,"P.O.B. 6363,528-30 PRESSLEY ST,",PITTSBURGH,PA,15212,4122310350,ALLEGHENY,25,PROFIT,430950
PERSONAL CARE HOMES,HERITAGE HILL SENIOR COMMUNITY,CARE HSL HERITAGE HILL OPCO LLC,"800 SIXTH STREET,",WEATHERLY,PA,18255,5704274500,CARBON,143,PROFIT,225120
PERSONAL CARE HOMES,HERITAGE HILLS RETIREMENT COMMUNITY,HERITAGE HILLS RETIREMENT COMMUNITY INC,"2256 SHANKS CHURCH ROAD,",GREENCASTLE,PA,17225,7175930334,FRANKLIN,36,PROFIT,301690
PERSONAL CARE HOMES,HERITAGE MANOR SENIOR LIVING,HERITAGE MANOR SENIOR LIVING LLC,"4220 SAW MILL RUN BOULEVARD,",PITTSBURGH,PA,15227,4128828400,ALLEGHENY,76,PROFIT,446020
PERSONAL CARE HOMES,HERITAGE MEADOWS PERSONAL CARE HOME,HERITAGE MEADOWS PERSONAL CARE HOME LLC,"11796 STATE ROUTE PA 85N,",KITTANNING,PA,16201,7245459668,ARMSTRONG,26,PROFIT,448350
PERSONAL CARE HOMES,HERITAGE MILLS PERSONAL CARE CENTER,HERITAGE MILLS PERSONAL CARE CENTER LLC,"846 EAST WICONISCO AVENUE,",TOWER CITY,PA,17980,7175231257,SCHUYLKILL,60,PROFIT,226360
PERSONAL CARE HOMES,HERITAGE SPRINGS MEMORY CARE,HERITAGE SPRINGS MEMORY CARE INC,"327 FARLEY CIRCLE,",LEWISBURG,PA,17837,5705223669,UNION,64,PROFIT,225980
PERSONAL CARE HOMES,HERITAGE SPRINGS MONTOURSVILLE I,HERITAGE SPRINGS MONTOURSVILLE I INC,"878 OLD CEMENT ROAD,",MUNCY,PA,17756,5708545885,LYCOMING,60,PROFIT,228250
PERSONAL CARE HOMES,HERSHEY MILL HOME,VINEYARD OF THE LORD INC,"3828 COLUMBIA AVENUE,",MOUNTVILLE,PA,17554,7172853358,LANCASTER,39,NON-PROFIT,322030
PERSONAL CARE HOMES,HIDDEN MEADOWS ON THE RIDGE,HIDDEN MEADOWS OPCO LLC,"340 FARMERS LANE,",SELLERSVILLE,PA,18960,2152576701,BUCKS,60,PROFIT,145230
PERSONAL CARE HOMES,HIDDEN MEADOWS ON THE RIDGE THE LAURELS,HIDDEN MEADOWS OPCO LLC,"340 FARMERS LANE,",SELLERSVILLE,PA,18960,2152576701,BUCKS,50,PROFIT,145240
PERSONAL CARE HOMES,HIGHGATE AT PAOLI POINTE,600 PAOLI POINTE DRIVE OPERATIONS LLC,"600 PAOLI POINTE DRIVE,",PAOLI,PA,19301,6102967100,CHESTER,124,PROFIT,136100
PERSONAL CARE HOMES,HIGHLAND OAKS AT WATER RUN,WRC PENNSYLVANIA MEMORIAL HOME,"300 WATER RUN ROAD,",CLARION,PA,16214,8142263799,CLARION,72,NON-PROFIT,447680
PERSONAL CARE HOMES,HIGHLAND PARK SENIOR LIVING,HIGHLAND PARK SENIOR LIVING LLC,"874 SCHECHTER DRIVE,",WILKES-BARRE TOWNS,PA,18702,5709704600,LUZERNE,160,PROFIT,226300
PERSONAL CARE HOMES,HILL FARM ESTATE,HILL FARM OPERATING LLC,"200 KAUFFMAN ROAD,",ANNVILLE,PA,17003,7178675176,LEBANON,65,PROFIT,332560
PERSONAL CARE HOMES,HILLSIDE ESTATES SUITES,HILLSIDE ESTATES SUITES INC,"1526 INDEPENDENCE AVENUE,",CONNELLSVILLE,PA,15425,7246284060,FAYETTE,20,PROFIT,447040
PERSONAL CARE HOMES,HILLSIDE MANOR,HILLSIDE MANOR LLC,"123 HAMILTON AVENUE,",TURTLE CREEK,PA,15145,4128231800,ALLEGHENY,63,PROFIT,448840
PERSONAL CARE HOMES,HILLSIDE MANOR PERSONAL CARE HOME,HILLSIDE MANOR PERSONAL CARE HOME INC,"177 OLIVER ROAD,",UNIONTOWN,PA,15401,7244392273,FAYETTE,76,PROFIT,467990
PERSONAL CARE HOMES,HILLSIDE PERSONAL CARE,"HILLSIDE REST HOME, INC.","1175 OLD WAYNESBORO PIKE,",FAIRFIELD,PA,17320,7177942163,ADAMS,48,PROFIT,348750
PERSONAL CARE HOMES,HILLVIEW CHATEAU SENIOR LIVING,GUARDIAN ELDER CARE AT ALTOONA LLC,"700 SOUTH CAYUGA AVENUE,",ALTOONA,PA,16602,8149446561,BLAIR,24,PROFIT,332910
PERSONAL CARE HOMES,HILLVIEW HOME,HILLVIEW HOME INC,"615 CORNELL STREET,",CORAOPOLIS,PA,15108,4122645154,ALLEGHENY,22,PROFIT,430230
PERSONAL CARE HOMES,HOLCOMB BEHAVIORAL HEALTH SYSTEMS,HOLCOMB ASSOCIATES INC,"1021 CHERRY TREE ROAD,",ASTON,PA,19014,6103649846,DELAWARE,8,NON-PROFIT,106930
PERSONAL CARE HOMES,HOLLIDAYSBURG VETERANS' HOME,HOLLIDAYSBURG VETERANS HOME,"P.O.BOX 319,",HOLLIDAYSBURG,PA,16648,8146965290,BLAIR,167,NON-PROFIT,343600
PERSONAL CARE HOMES,HOLY FAMILY HOME,LITTLE SISTERS OF THE POOR,"5300 CHESTER AVENUE,",PHILADELPHIA,PA,19143,2157295153,PHILADELPHIA,22,NON-PROFIT,144930
PERSONAL CARE HOMES,HOLY REDEEMER ST. JOSEPH MANOR,HOLY REDEEMER HEALTH SYSTEM,"1616 HUNTINGDON PIKE,",MEADOWBROOK,PA,19046,2159384000,MONTGOMERY,69,NON-PROFIT,127940
PERSONAL CARE HOMES,HOME 2 ME,"HOME 2 ME, INC.","600 SLIPPERY ROCK ROAD,",SLIPPERY ROCK,PA,16057,7247945585,BUTLER,22,PROFIT,466150
PERSONAL CARE HOMES,HOMELAND CENTER,"HOME FOR THE FRIENDLESS, INC.","1901 NORTH FIFTH STREET,",HARRISBURG,PA,17102,7172217900,DAUPHIN,56,NON-PROFIT,342800
PERSONAL CARE HOMES,HOMESTEAD VILLAGE,HOMESTEAD VILLAGE INC,"1800 VILLAGE CIRCLE,",LANCASTER,PA,17604,7173974831,LANCASTER,100,NON-PROFIT,321840
PERSONAL CARE HOMES,HOMEWOOD AT MARTINSBURG,HOMEWOOD AT MARTINSBURG INC,"437 GIVLER DRIVE,",MARTINSBURG,PA,16662,8147933728,BLAIR,101,NON-PROFIT,360110
PERSONAL CARE HOMES,HOMEWOOD AT PLUM CREEK,HOMEWOOD AT HANOVER INC,"425 WESTMINSTER AVENUE,",HANOVER,PA,17331,7176374166,YORK,149,NON-PROFIT,358910
PERSONAL CARE HOMES,"HORIZON PERSONAL CARE HOME, INC.",HORIZON PERSONAL CARE HOME INC,"9 SOUTH MORGANTOWN STREET,",FAIRCHANCE,PA,15436,7245640352,FAYETTE,28,PROFIT,413830
PERSONAL CARE HOMES,HORTON PERSONAL CARE HOME,CHARLETTE HORTON,"2465 SUNSET AVENUE,",PITTSBURGH,PA,15212,4123238040,ALLEGHENY,8,PROFIT,433570
PERSONAL CARE HOMES,HOUSE OF CARE,HOUSE OF CARE,"515 WEST BEAVER AVENUE,",STATE COLLEGE,PA,16801,8142375517,CENTRE,5,NON-PROFIT,227640
PERSONAL CARE HOMES,HUDSON'S HELPING HANDS HOME CARE,HUDSONS HELPING HANDS HOME CARE LLC,"121 MEADOW VIEW LANE,",EBENSBURG,PA,15931,8149487943,CAMBRIA,18,PROFIT,335551
PERSONAL CARE HOMES,HUNTER COTTAGE,HUNTER COTTAGE LLC,"58 EAST COTTAGE PLACE,",YORK,PA,17401,7177580333,YORK,18,PROFIT,334430
PERSONAL CARE HOMES,HUNTER'S PERSONAL CARE,LINDA HUNTER,"1916 MAIN STREET,",ALIQUIPPA,PA,15001,7243781205,BEAVER,21,PROFIT,419470
PERSONAL CARE HOMES,I & A RESIDENTIAL SERVICES - BLDG. D,I & A RESIDENTIAL SERVICES INC,"13462 STATE ROUTE 422,",KITTANNING,PA,16201,7244637830,ARMSTRONG,4,NON-PROFIT,426540
PERSONAL CARE HOMES,I & A RESIDENTIAL SERVICES - BUILDING C,I & A RESIDENTIAL SERVICES INC,"286 HOOD SCHOOL ROAD,",INDIANA,PA,15701,7244652972,INDIANA,5,NON-PROFIT,427270
PERSONAL CARE HOMES,"I & A RESIDENTIAL SERVICES, BUILDING A",I & A RESIDENTIAL SERVICES INC,"111 EAST PIKE,",INDIANA,PA,15701,7244637338,INDIANA,5,NON-PROFIT,427230
PERSONAL CARE HOMES,IDA P. WEITZ PERSONAL CARE HOME,JENNIFER M MAYHUE,"3500 MEADOW RUN ROAD,",BEAR CREEK,PA,18702,5704723197,LUZERNE,18,PROFIT,223140
PERSONAL CARE HOMES,INDEPENDENCE COURT OF ERIE,NATIONAL HEALTH MANAGEMENT LLC,"41 WEST GORE ROAD,",ERIE,PA,16509,8148644867,ERIE,144,PROFIT,451181
PERSONAL CARE HOMES,INDEPENDENCE COURT OF MONROEVILLE,NATIONAL HEALTH MANAGEMENT LLC,"279 CENTER ROAD,",MONROEVILLE,PA,15146,4123733030,ALLEGHENY,115,PROFIT,430770
PERSONAL CARE HOMES,INDEPENDENCE COURT OF QUAKERTOWN,NATIONAL HEALTH MANAGEMENT LLC,"1660 PARK AVENUE,",QUAKERTOWN,PA,18951,2155387050,BUCKS,120,PROFIT,127030
PERSONAL CARE HOMES,INDIANA SQUARE PERSONAL CARE HOME,PREMIER QUALITY ENTERPRISE INC,"1703 WARREN ROAD,",INDIANA,PA,15701,7244712140,INDIANA,50,PROFIT,447440
PERSONAL CARE HOMES,"INNE AT RIDDLE VILLAGE, THE",RIDDLE VILLAGE INC,"1048 WEST BALTIMORE PIKE,",MEDIA,PA,19063,6108913777,DELAWARE,76,NON-PROFIT,192510
PERSONAL CARE HOMES,INSINGER'S BOARDING HOME,INSINGER'S PERSONAL CARE HOME INC,"673 CAMPBELL STREET,",WILLIAMSPORT,PA,17701,5703222597,LYCOMING,20,PROFIT,202100
PERSONAL CARE HOMES,INSINGER'S PERSONAL CARE-SOUTH,RONALD E INSINGER,"6 EAST CENTRAL AVENUE,",SOUTH WILLIAMSPORT,PA,17702,5703222017,LYCOMING,38,PROFIT,202090
PERSONAL CARE HOMES,INSINGERS PERSONAL CARE HOMES WEST,INSINGERS PERSONAL CARE HOMES WEST INC,"124 EMERY STREET,",WILLIAMSPORT,PA,17701,5703370676,LYCOMING,29,PROFIT,227450
PERSONAL CARE HOMES,JAMESON PLACE,"JAMESON CARE CENTER, INC.","3345 WILMINGTON ROAD,",NEW CASTLE,PA,16105,7245983434,LAWRENCE,71,NON-PROFIT,401280
PERSONAL CARE HOMES,JEAN MCVEY II,JEAN MCVEY,"103 LINCOLN STREET,",UNIONTOWN,PA,15401,7244373128,FAYETTE,8,PROFIT,402690
PERSONAL CARE HOMES,JEWART'S WHISPERING PINES MANOR,LUCINDA AND RANDALL JEWART,"P.O. BOX 249, 8 WEST CHURCH ST.",SAGAMORE,PA,16250,7247837049,ARMSTRONG,8,PROFIT,426851
PERSONAL CARE HOMES,JO-ELLA'S PERSONAL CARE AND RESPITE CENTER,JO-ELLA'S PERSONAL CARE AND RESPITE CENTER INC,"200 SPRUCE STREET,",SCOTTDALE,PA,15683,7248874295,WESTMORELAND,8,PROFIT,429150
PERSONAL CARE HOMES,JOHN PAUL II MANOR,BISHOP PELCZAR MANOR,"856 CAMBRIA STREET,",CRESSON,PA,16630,8148867961,CAMBRIA,50,NON-PROFIT,303180
PERSONAL CARE HOMES,JOHNSON PERSONAL CARE,JOHNSON PERSONAL CARE LLC,"502-504 WEST SEVENTH STREET,",CHESTER,PA,19013,6108722903,DELAWARE,16,PROFIT,143660
PERSONAL CARE HOMES,JOHNSON PERSONAL CARE HOME,RODNEY JOHNSON,"2219 WEST TIOGA STREET,",PHILADELPHIA,PA,19140,2152271380,PHILADELPHIA,17,PROFIT,133610
PERSONAL CARE HOMES,JOHNSON'S PERSONAL CARE HOME,NANETTE JOHNSON,"222 SALISBURY STREET,",MEYERSDALE,PA,15552,8146345160,SOMERSET,15,PROFIT,321370
PERSONAL CARE HOMES,JOYCE'S HAVEN,"JOYCE'S HAVEN, INC.","4306-08 GERMANTOWN AVENUE,",PHILADELPHIA,PA,19140,2154574333,PHILADELPHIA,8,NON-PROFIT,128880
PERSONAL CARE HOMES,JUNIPER VILLAGE AT BROOKLINE - SENIOR LIVING,JUNIPER VILLAGE AT STATE COLLEGE OPERATIONS III LLC,"1930 CLIFFSIDE DRIVE,",STATE COLLEGE,PA,16801,8142383193,CENTRE,174,PROFIT,231310
PERSONAL CARE HOMES,JUNIPER VILLAGE AT BROOKLINE - WELLSPRING MEMORY CARE,JUNIPER VILLAGE AT STATE COLLEGE OPERATIONS I LLC,"610 WEST WHITEHALL ROAD,",STATE COLLEGE,PA,16801,8142343141,CENTRE,38,PROFIT,241300
PERSONAL CARE HOMES,JUNIPER VILLAGE AT BUCKS COUNTY SENIOR LIVING,JUNIPER VILLAGE AT BENSALEM OPERATIONS LLC,"3200 BENSALEM BOULEVARD,",BENSALEM,PA,19020,2157522370,BUCKS,60,PROFIT,142460
PERSONAL CARE HOMES,JUNIPER VILLAGE AT FOREST HILLS,JUNIPER VILLAGE AT FOREST HILLS LLC,"107 FALL RUN ROAD,",PITTSBURGH,PA,15221,4122449901,ALLEGHENY,100,PROFIT,433780
PERSONAL CARE HOMES,JUNIPER VILLAGE AT LEBANON I,JUNIPER VILLAGE AT LEBANON LLC,"1125 BIRCH ROAD,",LEBANON,PA,17042,7172728782,LEBANON,70,PROFIT,330050
PERSONAL CARE HOMES,JUNIPER VILLAGE AT LEBANON II,JUNIPER VILLAGE AT LEBANON LLC,"101 HEARTHSTONE LANE,",LEBANON,PA,17042,7172728782,LEBANON,25,PROFIT,330060
PERSONAL CARE HOMES,JUNIPER VILLAGE AT MEADVILLE,CORDIA COMMONS AT MEADVILLE LLC,"455 CHESTNUT STREET,","MEADVILLE,",PA,16335,8143334400,CRAWFORD,90,PROFIT,410190
PERSONAL CARE HOMES,JUNIPER VILLAGE AT MOUNT JOY,JUNIPER VILLAGE AT MOUNT JOY LLC,"607 HEARTHSTONE LANE,",MOUNT JOY,PA,17552,7174929692,LANCASTER,72,PROFIT,330040
PERSONAL CARE HOMES,JUST LIKE HOME PERSONAL CARE,"JUST LIKE HOME PERSONAL CARE, LLC","506 GALLITZIN ROAD,",CRESSON,PA,16630,8148840186,CAMBRIA,14,PROFIT,324960
PERSONAL CARE HOMES,KADIMA REHABILITATION & NURSING AT CAMPBELLTOWN,CAMPBELLTOWN REHABILITATION & NURSING LLC,"2880 HORSESHOE PIKE,",PALMYRA,PA,17078,7178382231,LEBANON,24,PROFIT,334510
PERSONAL CARE HOMES,KAYSIM-COURT MANOR,KAYSIM HOUSING GROUP INC,"5909-19 WAYNE AVENUE,",PHILADELPHIA,PA,19144,2156515908,PHILADELPHIA,81,PROFIT,109660
PERSONAL CARE HOMES,KEEPER OF THE FLAME - MOREWOOD,KEEPER OF THE FLAME INC,"101 MOREWOOD AVE, 1ST FLOOR,",BLAIRSVILLE,PA,15717,7244594700,INDIANA,33,PROFIT,427890
PERSONAL CARE HOMES,KELLY'S II PERSONAL CARE HOME,KELLY S II PERSONAL CARE HOME INC,"141 UNITY CEMETERY ROAD,",LATROBE,PA,15650,7248045916,WESTMORELAND,8,PROFIT,448400
PERSONAL CARE HOMES,KELLY'S PERSONAL CARE,DARLENE KELLY,"140 GREENDALE DRIVE,",GREENSBURG,PA,15601,7248507997,WESTMORELAND,8,PROFIT,429180
PERSONAL CARE HOMES,KENDAL AT LONGWOOD,"KENDAL-CROSSLANDS COMMUNITIES, INC.","P.O. BOX 100, CUMBERLAND HOUSE,",KENNETT SQUARE,PA,19348,6103885010,CHESTER,62,NON-PROFIT,185730
PERSONAL CARE HOMES,KETTERING PERSONAL CARE,VALERIE KETTERING,"374 HARRISON STREET,",SHARON,PA,16146,7243463714,MERCER,8,PROFIT,471530
PERSONAL CARE HOMES,KEYSTONE COMMUNITY MH,KEYSTONE HUMAN SERVICES,"1009 OLD NOBLESTOWN ROAD,",OAKDALE,PA,15071,7243073085,ALLEGHENY,8,NON-PROFIT,438760
