State Facility Type 1 Literal,Facility Name,Licensee,Address,City,State,Zip Code,Phone Number,County,Capacity,Ownership Type,License Number,Date Accessed
PERSONAL CARE HOME,Sacred Heart Senior Living By Saucon Creek Ii,SACRED HEART ASSISTED LIVING BY SAUCON CREEK LLC,"4801 SAUCON CREEK ROAD,",Center Valley,PA,18034,6108142700.0,Lehigh,36,PROFIT,220800,6/30/21
PERSONAL CARE HOME,Sacred Heart Senior Living By The Creek,"SACRED HEART ASSISTED LIVING, LLC","602 EAST 21ST STREET,",Northampton,PA,18067,6102624300.0,Northampton,124,PROFIT,201360,6/30/21
PERSONAL CARE HOME,Sacred Heart Senior Living By The Creek - Ii,"SACRED HEART ASSISTED LIVING, LLC","602 B EAST 21ST ST., 2ND FLOOR,",Northampton,PA,18067,6102624300.0,Northampton,31,PROFIT,215770,6/30/21
PERSONAL CARE HOME,Sacred Heart Villa,SACRED HEART VILLA INC,"51 SEMINARY AVENUE,",Reading,PA,19605,6109295751.0,Berks,100,NON-PROFIT,206190,6/30/21
PERSONAL CARE HOME,"Saint Benedict Manor, Inc.",SAINT BENEDICT MANOR INC,"600 THEATRE ROAD, BOX 57,",St. Benedict,PA,15773,8143448981.0,Cambria,44,PROFIT,303420,6/30/21
PERSONAL CARE HOME,Saint John Xxiii Home,ROMAN CATHOLIC DIOCESE OF ERIE,"2250 SHENANGO VALLEY FREEWAY,",Hermitage,PA,16148,7249813200.0,Mercer,98,NON-PROFIT,447600,6/30/21
PERSONAL CARE HOME,Saint Mary'S At Asbury Ridge,SAINT MARY'S HOME OF ERIE,"4855 WEST RIDGE ROAD,",Erie,PA,16506,8148365300.0,Erie,164,NON-PROFIT,413420,6/30/21
PERSONAL CARE HOME,"Saint Mary'S East (Buildings 1,2,4,And 5)",SAINT MARY'S HOME OF ERIE,"607 EAST 26TH STREET,",Erie,PA,16504,8144590621.0,Erie,131,NON-PROFIT,447630,6/30/21
PERSONAL CARE HOME,Salisbury Behavioral Health,SALISBURY BEHAVIORAL HEALTH LLC,"513 LEHIGH STREET,",Allentown,PA,18103,6104324335.0,Lehigh,20,PROFIT,216740,6/30/21
PERSONAL CARE HOME,Salisbury Behavioral Health,SALISBURY BEHAVIORAL HEALTH LLC,"1482 CHERRY LANE,",East Stroudsburg,PA,18301,5704217668.0,Monroe,28,PROFIT,212130,6/30/21
PERSONAL CARE HOME,Salisbury Behavioral Health 1,SALISBURY BEHAVIORAL HEALTH LLC,"626 EASTON ROAD,",Glenside,PA,19038,2158867147.0,Montgomery,9,PROFIT,128320,6/30/21
PERSONAL CARE HOME,Salisbury Behavioral Health Llc,SALISBURY BEHAVIORAL HEALTH LLC,"2538 GYPSY LANE,",Cheltenham Townshi,PA,19038,2158852908.0,Montgomery,4,PROFIT,128340,6/30/21
PERSONAL CARE HOME,Salisbury Behavioral Health Llc,SALISBURY BEHAVIORAL HEALTH LLC,"1075 EASTON ROAD,",Roslyn,PA,19001,2158845566.0,Montgomery,13,PROFIT,128200,6/30/21
PERSONAL CARE HOME,Sanatoga Court,227 EVERGREEN ROAD OPERATIONS LLC,"227 EVERGREEN ROAD,",Pottstown,PA,19464,6107180900.0,Montgomery,85,PROFIT,136140,6/30/21
PERSONAL CARE HOME,Sarah Reed Senior Living,SARAH A REED RETIREMENT CENTER,"227 WEST 22ND STREET,",Erie,PA,16502,8148782600.0,Erie,100,NON-PROFIT,447610,6/30/21
PERSONAL CARE HOME,Saucon Valley Manor,SAUCON VALLEY MANOR INC.,"1050 MAIN STREET,",Hellertown,PA,18055,6107488888.0,Northampton,213,PROFIT,205810,6/30/21
PERSONAL CARE HOME,Saucon Valley Manor Ii,SAUCON VALLEY MANOR II LLC,"1050 MAIN STREET,",Hellertown,PA,18055,6107488888.0,Northampton,99,PROFIT,230070,6/30/21
PERSONAL CARE HOME,Saxony Health Center,SAXONY2 LLC,"223 PITTSBURGH STREET,",Saxonburg,PA,16056,7243529445.0,Butler,56,PROFIT,449430,6/30/21
PERSONAL CARE HOME,Sayre Personal Care Center,SAYRE PERSONAL CARE CENTER LLC,"1001 NORTH ELMER AVENUE,",Sayre,PA,18840,5709692188.0,Bradford,60,PROFIT,226290,6/30/21
PERSONAL CARE HOME,Scenic View Personal Care,SCENIC VIEW PERSONAL CARE LLC,"1305 CHURCH DRIVE,",Palmerton,PA,18071,6106817800.0,Carbon,22,PROFIT,228760,6/30/21
PERSONAL CARE HOME,Schenley Gardens,VINCENTIAN DE MARILLAC,"3890 BIGELOW BOULEVARD,",Pittsburgh,PA,15213,4125087807.0,Allegheny,164,NON-PROFIT,449860,6/30/21
PERSONAL CARE HOME,Schoolyard Square,SCHOOLYARD SQUARE,"11 HIGH STREET,",Pine Grove,PA,17963,5703454075.0,Schuylkill,48,PROFIT,225760,6/30/21
PERSONAL CARE HOME,Schreffler Manor,"ALLEGHENY LUTHERAN SOCIAL MINISTRIES, INC.","200 RACHEL DRIVE,",Pleasant Gap,PA,16823,8143592782.0,Centre,55,NON-PROFIT,256340,6/30/21
PERSONAL CARE HOME,Scoggins Personal Care Boarding Home,EVADNEY SCOGGINS,"1245 WEST TIOGA STREET,",Philadelphia,PA,19140,2152239068.0,Philadelphia,26,PROFIT,140150,6/30/21
PERSONAL CARE HOME,Scranton Manor Personal Care Center,SCRANTON MANOR PCH LLC,"819 JEFFERSON AVENUE,",Scranton,PA,18510,5703465951.0,Lackawanna,67,PROFIT,225580,6/30/21
PERSONAL CARE HOME,Senior Care Plaza,SENIOR CARE PLAZA ASSOCIATES INC,"624 LYSLE BOULEVARD,",Mckeesport,PA,15132,4126641969.0,Allegheny,100,PROFIT,431061,6/30/21
PERSONAL CARE HOME,Senior Commons At Powder Mill,GAHC3 YORK PA ALF TRS SUB LLC,"1775 POWDER MILL ROAD,",York,PA,17403,7177410961.0,York,166,PROFIT,332100,6/30/21
PERSONAL CARE HOME,Senior Support Services I,SENIOR SUPPORT SERVICES INC,"1712 TERMON AVENUE,",Pittsburgh,PA,15212,4123673709.0,Allegheny,14,PROFIT,442290,6/30/21
PERSONAL CARE HOME,Senior Support Services Ii,SENIOR SUPPORT SERVICES INC,"125 NORTH BALPH AVENUE,",Pittsburgh,PA,15202,4127613425.0,Allegheny,13,PROFIT,430140,6/30/21
PERSONAL CARE HOME,Serenity Gardens At Mount Carmel,SENIOR CARE OF KULPMONT LLC,"135 VERMONT DRIVE,",Kulpmont,PA,17834,5703733000.0,Northumberland,85,PROFIT,226790,6/30/21
PERSONAL CARE HOME,Shady Rest Of Pittsburgh,SHADY REST OF PITTSBURGH LLC,"4026 OHIO RIVER BOULEVARD,",Pittsburgh,PA,15212,4127667066.0,Allegheny,17,PROFIT,446540,6/30/21
PERSONAL CARE HOME,Sharon'S Personal Care Home,SMEM 1957 LLC,"1441 BALTIMORE PIKE,",Hanover,PA,17331,7176321414.0,York,23,PROFIT,332390,6/30/21
PERSONAL CARE HOME,Shelbourne Personal Care,CHERRY HILL CORPORATION,"296 DINNERBELL ROAD,",Butler,PA,16002,7243603000.0,Butler,60,PROFIT,445660,6/30/21
PERSONAL CARE HOME,Shenango Presbyterian Home,SHENANGO PRESBYTERIAN SENIORCARE,"238 SOUTH MARKET STREET,",New Wilmington,PA,16142,7249463516.0,Lawrence,46,NON-PROFIT,440340,6/30/21
PERSONAL CARE HOME,Sherwood Oaks,PITTSBURGH LIFETIME CARE COMMUNITY,"100 & 500 NORMAN DRIVE,",Cranberry Township,PA,16066,7247768100.0,Butler,77,NON-PROFIT,457760,6/30/21
PERSONAL CARE HOME,Sherwood Retirement & Personal Care Home,SHERWOOD RETIREMENT AND PERSONAL CARE HOME INC,"3995 ROUTE 414,",Canton,PA,17724,5706738961.0,Bradford,27,PROFIT,203550,6/30/21
PERSONAL CARE HOME,Shirley Home For The Aged,SHIRLEY HOME FOR THE AGED INC,"17050 COUNTRY VIEW LANE,",Shirleysburg,PA,17260,8144473781.0,Huntingdon,42,NON-PROFIT,343970,6/30/21
PERSONAL CARE HOME,Siemon'S Heritage Personal Care Center,"ENVOY OF SOMERSET, LLC","166 SIEMON DRIVE,",Somerset,PA,15501,8144441844.0,Somerset,58,PROFIT,328820,6/30/21
PERSONAL CARE HOME,Silvafox Personal Care Home,SILVAFOX PERSONAL CARE HOMES LLC,"115 VESTA STREET, BOX 148,",Elco,PA,15434,7243305035.0,Washington,18,PROFIT,451200,6/30/21
PERSONAL CARE HOME,Silver Creek Terrace,ELK HAVEN NURSING HOME ASSOCIATION INC,"791 JOHNSONBURG ROAD,",St. Marys,PA,15857,8148342273.0,Elk,80,NON-PROFIT,426020,6/30/21
PERSONAL CARE HOME,Simpson House,SIMPSON HOUSE INC,"BELMONT AVENUE & MONUMENT ROAD,",Philadelphia,PA,19131,2158783600.0,Philadelphia,84,NON-PROFIT,189210,6/30/21
PERSONAL CARE HOME,Skyline Manor,ELWYN OF PENNSYLVANIA AND DELAWARE,"76 SKYLINE DRIVE,",Glen Mills,PA,19342,6104590110.0,Delaware,6,NON-PROFIT,134870,6/30/21
PERSONAL CARE HOME,"Smigovsky, Jennie Personal Care Home",JENNIE SMIGOVSKY,"522 FIRST STREET, P.O.BOX 129,",Isabella,PA,15447,7247857762.0,Fayette,14,PROFIT,451160,6/30/21
PERSONAL CARE HOME,Smith Health Care Ltd,SMITH HEALTH CARE LTD,"453 SOUTH MAIN ROAD,",Mountain Top,PA,18707,5708683664.0,Luzerne,93,PROFIT,229230,6/30/21
PERSONAL CARE HOME,Smith'S Personal Care Home,DOLORES L SMITH SHARER,"47 FRONT STREET, P.O. BOX 65,",Wyalusing,PA,18853,5707463736.0,Bradford,34,PROFIT,238780,6/30/21
PERSONAL CARE HOME,Souderton Mennonite Homes,SOUDERTON MENNONITE HOMES,"207 WEST SUMMIT STREET,",Souderton,PA,18964,2157239881.0,Montgomery,154,NON-PROFIT,127760,6/30/21
PERSONAL CARE HOME,South Fork Welcome Home,SUSAN PANICK AND TAMMY MENNECKE-HASKINS,"316 MAIN STREET,",South Fork,PA,15956,8144959500.0,Cambria,18,PROFIT,329960,6/30/21
PERSONAL CARE HOME,South Mountain Memory Care,SOUTH MOUNTAIN MEMORY CARE LLC,"201 SOUTH SEVENTH STREET,",Emmaus,PA,18049,6109657662.0,Lehigh,28,PROFIT,227210,6/30/21
PERSONAL CARE HOME,Southeastern Veterans' Center,DEPARTMENT OF MILITARY AND VETERANS' AFFAIRS,"ONE VETERANS' DRIVE, 4TH FLOOR,",Spring City,PA,19475,6109482569.0,Chester,54,NON-PROFIT,138370,6/30/21
PERSONAL CARE HOME,Southminster Place,PRESBYTERIAN SENIOR CARE INC,"880 SOUTH MAIN STREET,",Washington,PA,15301,7242235756.0,Washington,90,NON-PROFIT,415930,6/30/21
PERSONAL CARE HOME,Spang Crest Manor,LUTHERCARE,"945 DUKE STREET,",Lebanon,PA,17042,7172741495.0,Lebanon,18,NON-PROFIT,320840,6/30/21
PERSONAL CARE HOME,Spiritrust Lutheran The Village At Gettysburg,SPIRITRUST LUTHERAN,"1075 OLD HARRISBURG ROAD,",Gettysburg,PA,17325,7173346204.0,Adams,20,NON-PROFIT,344420,6/30/21
PERSONAL CARE HOME,Spiritrust Lutheran The Village At Kelly Drive,SPIRITRUST LUTHERAN,"750 KELLY DRIVE,",York,PA,17404,7178482585.0,York,85,NON-PROFIT,350640,6/30/21
PERSONAL CARE HOME,Spiritrust Lutheran The Village At Luther Ridge,SPIRITRUST LUTHERAN,"2735 LUTHER DRIVE,",Chambersburg,PA,17202,7172645700.0,Franklin,48,NON-PROFIT,352980,6/30/21
PERSONAL CARE HOME,Spiritrust Lutheran The Village At Shrewsbury,SPIRITRUST LUTHERAN,"800 BOLLINGER DRIVE,",Shrewsbury,PA,17361,7172273000.0,York,68,NON-PROFIT,310270,6/30/21
PERSONAL CARE HOME,Spiritrust Lutheran The Village At Utz Terrace,SPIRITRUST LUTHERAN,"2100 UTZ TERRACE,",Hanover,PA,17331,7176370633.0,York,46,NON-PROFIT,322850,6/30/21
PERSONAL CARE HOME,Sprankle Personal Care Home,JUDY A SPRANKLE,"144 CARE HOME LANE, HORATIO ST,",Punxsutawney,PA,15767,8149388249.0,Jefferson,31,PROFIT,407210,6/30/21
PERSONAL CARE HOME,Spring Mill Pointe,HUMANGOOD PENNSYLVANIA,"2002 JOSHUA ROAD,",Lafayette Hill,PA,19444,6108284848.0,Montgomery,107,NON-PROFIT,127920,6/30/21
PERSONAL CARE HOME,Spring Mill Senior Living,KAPG PHOENIXVILLE SENIOR HOUSING OPCO LLC,"3000 BALFOUR CIRCLE,",Phoenixville,PA,19460,6107261286.0,Chester,98,PROFIT,146320,6/30/21
PERSONAL CARE HOME,Spring Village At Pocono,BFG POCONO MASTER TENENT LLC,"329 EAST BROWN STREET,",East Stroudsburg,PA,18301,5704264000.0,Monroe,105,PROFIT,227040,6/30/21
PERSONAL CARE HOME,Springfield Crossings,SPRINGFIELD PCH LLC,"463 WEST SPROUL ROAD,",Springfield,PA,19064,6105442200.0,Delaware,84,PROFIT,146510,6/30/21
PERSONAL CARE HOME,Springhill Senior Living Community,ASBURY ATLANTIC INC,"2323 EDINBORO ROAD,",Erie,PA,16509,8148607000.0,Erie,44,NON-PROFIT,425550,6/30/21
PERSONAL CARE HOME,St. Anne'S Retirement Community,ST ANNE'S RETIREMENT COMMUNITY INC,"3952 COLUMBIA AVENUE,",Columbia,PA,17512,7172855443.0,Lancaster,75,NON-PROFIT,321790,6/30/21
PERSONAL CARE HOME,St. John Specialty Care Center,ST JOHN LUTHERAN CARE CENTER,"500 WITTENBERG WAY, P.O.BOX 928",Mars,PA,16046,7246251571.0,Butler,36,NON-PROFIT,448330,6/30/21
PERSONAL CARE HOME,St. John'S Herr Estate,LUTHERCARE INC,"200 LUTHER LANE,",Columbia,PA,17512,7176840678.0,Lancaster,46,NON-PROFIT,321870,6/30/21
PERSONAL CARE HOME,St. Jude'S Haven Personal Care Home,ST JUDES HAVEN INC,"1072 MT. AIRY DRIVE,",Johnstown,PA,15904,8142692244.0,Cambria,17,PROFIT,307870,6/30/21
PERSONAL CARE HOME,St. Leonard'S Home,"ST. LEONARD'S HOME, INC","601 NORTH MONTGOMERY STREET,",Hollidaysburg,PA,16648,8146959581.0,Blair,28,NON-PROFIT,340040,6/30/21
PERSONAL CARE HOME,St. Martha Villa For Independent & Retirement Living,470 MANOR OPERATING LLC,"490 MANOR AVENUE,",Downingtown,PA,19335,6108735300.0,Chester,135,PROFIT,141080,6/30/21
PERSONAL CARE HOME,St. Mary Villa For Independent & Retirement Living,701 LANSDALE OPERATING LLC,"701 LANSDALE AVENUE,",Lansdale,PA,19446,2153680900.0,Montgomery,90,PROFIT,141070,6/30/21
PERSONAL CARE HOME,St. Mary'S Villa Residence,ST. MARY'S VILLA NURSING HOME,"ONE PIONEER PLACE,",Moscow,PA,18444,5708425274.0,Lackawanna,68,NON-PROFIT,203900,6/30/21
PERSONAL CARE HOME,St. Stephen'S Living Center,ST STEPHENS LIVING CENTER LLC,"1075 CHESTNUT STREET,",Nanty Glo,PA,15943,8147498799.0,Cambria,44,PROFIT,327360,6/30/21
PERSONAL CARE HOME,Stabon Manor Personal Care Home,"STABON MANOR PERSONAL CARE HOME, INC.","1555 HAAK STREET,",Reading,PA,19602,6103732272.0,Berks,160,PROFIT,205120,6/30/21
PERSONAL CARE HOME,Stairways,STAIRWAYS BEHAVIORAL HEALTH INC,"810 WALNUT STREET,",Erie,PA,16502,8148782124.0,Erie,27,NON-PROFIT,407590,6/30/21
PERSONAL CARE HOME,Standish'S,STANDISH S ASSISTED LIVING INC,"158 CHESTNUT RIDGE ROAD,",Washington,PA,15301,7242298801.0,Washington,7,NON-PROFIT,406300,6/30/21
PERSONAL CARE HOME,Star Hill Rest Home,"MARIAN ZACHARIAS, SHERRY MURPHY","935 STAR HILL ROAD,",Monroe Township,PA,18618,5706393200.0,Wyoming,23,PROFIT,229760,6/30/21
PERSONAL CARE HOME,State Street House,COMMUNITY COUNSELING CENTER OF MERCER COUNTY,"252 EAST STATE STREET,",Sharon,PA,16146,7249816195.0,Mercer,16,NON-PROFIT,443600,6/30/21
PERSONAL CARE HOME,Sterling Home,STERLING HOME LLC,"1318 ARCH STREET,",Mckeesport,PA,15132,3479785151.0,Allegheny,42,PROFIT,452691,6/30/21
PERSONAL CARE HOME,Sterling House,STERLING HOUSE LLC,"432 EAST TULPEHOCKEN STREET,",Philadelphia,PA,19144,2154851985.0,Philadelphia,10,PROFIT,142920,6/30/21
PERSONAL CARE HOME,Steward Place,PRESBYTERIAN HOMES INC,"7 EAST LOCUST STREET,",Oxford,PA,19363,6109982400.0,Chester,84,NON-PROFIT,100630,6/30/21
PERSONAL CARE HOME,Stoneridge Poplar Run,STONERIDGE RETIREMENT LIVING,"450 EAST LINCOLN AVENUE,","Myerstown,",PA,17067,7178663208.0,Lebanon,36,NON-PROFIT,308990,6/30/21
PERSONAL CARE HOME,Success Rehabilitation At Rock Ridge,"SUCCESS REHABILITATION, INC.","5666 CLYMER ROAD,",Quakertown,PA,18951,2155383488.0,Bucks,35,PROFIT,127300,6/30/21
PERSONAL CARE HOME,Sugar Valley Lodge (Hickory Acres Building),SUGAR VALLEY LODGE INC,"190 SUGAR VALLEY LANE,",Franklin,PA,16323,8143460352.0,Venango,27,NON-PROFIT,447701,6/30/21
PERSONAL CARE HOME,Sugar Valley Lodge (Polk),SUGAR VALLEY LODGE INC,"196 CHURCH STREET,",Polk,PA,16342,8143460350.0,Venango,15,NON-PROFIT,445490,6/30/21
PERSONAL CARE HOME,Sugar Valley Lodge (Silver Oak Building),SUGAR VALLEY LODGE INC,"158 SUGAR VALLEY LANE,",Franklin,PA,16323,8143460352.0,Venango,15,NON-PROFIT,447710,6/30/21
PERSONAL CARE HOME,Sugar Valley Lodge (Whispering Pines Building),SUGAR VALLEY LODGE INC,"178 SUGAR VALLEY LANE,",Franklin,PA,16323,8143460352.0,Venango,15,NON-PROFIT,447720,6/30/21
PERSONAL CARE HOME,Suites At Rouse,BOARD OF DIRECTORS OF THE ROUSE ESTATE,"615 ROUSE AVENUE,",Youngsville,PA,16371,8145631650.0,Warren,120,NON-PROFIT,469000,6/30/21
PERSONAL CARE HOME,Sun Valley Acres,SUN VALLEY ACRES LLC,"108 SCHRADER AVENUE,PO BOX 139,",Glen Campbell,PA,15742,8148452100.0,Indiana,30,PROFIT,447940,6/30/21
PERSONAL CARE HOME,Sunny Crest Home,SUNNY CREST HOME INC,"2587 VALLEY VIEW ROAD,",Morgantown,PA,19543,6102865000.0,Lancaster,71,NON-PROFIT,321920,6/30/21
PERSONAL CARE HOME,Sunrise Of Abington,SZR ABINGTON AL OPCO LLC,"1841 SUSQUEHANNA ROAD,",Abington,PA,19001,2155768899.0,Montgomery,110,PROFIT,144880,6/30/21
PERSONAL CARE HOME,Sunrise Of Blue Bell,SZR BLUE BELL AL OPCO LIMITED PARTNERSHIP,"795 PENLLYN PIKE,",Blue Bell,PA,19422,2156192777.0,Montgomery,100,PROFIT,144870,6/30/21
PERSONAL CARE HOME,Sunrise Of Exton,AL ONE PA INVESTMENTS OPCO LLC,"200 SUNRISE BOULEVARD,",Exton,PA,19341,6105940455.0,Chester,106,PROFIT,144890,6/30/21
PERSONAL CARE HOME,Sunrise Of Granite Run,SZR GRANITE RUN AL OPCO LLC,"247 NORTH MIDDLETOWN ROAD,",Media,PA,19063,6105663535.0,Delaware,115,PROFIT,144900,6/30/21
PERSONAL CARE HOME,Sunrise Of Haverford,SZR HAVERFORD AL OPCO LLC,"217 WEST MONTGOMERY AVENUE,",Haverford,PA,19041,6108969777.0,Delaware,98,PROFIT,144920,6/30/21
PERSONAL CARE HOME,Sunrise Of Lafayette Hill,WELLTOWER OPCO GROUP LLC,"429 RIDGE PIKE,",Lafayette Hill,PA,19444,6109403888.0,Montgomery,105,PROFIT,143240,6/30/21
PERSONAL CARE HOME,Sunrise Of Mccandless,WELLTOWER OPCO GROUP LLC,"900 LINCOLN CLUB DRIVE,",Pittsburgh,PA,15237,4124411241.0,Allegheny,153,PROFIT,448800,6/30/21
PERSONAL CARE HOME,Sunrise Of Newtown Square,WELLTOWER OPCO GROUP LLC,"333 SOUTH NEWTOWN STREET ROAD,",Newtown Square,PA,19073,6103255400.0,Delaware,104,PROFIT,143260,6/30/21
PERSONAL CARE HOME,Sunrise Of North Wales,SHI-III SAGE HORSHAM LLC,"1419 HORSHAM ROAD,",North Wales,PA,19454,2674608100.0,Montgomery,92,PROFIT,142490,6/30/21
PERSONAL CARE HOME,Sunrise Of Paoli,WELLTOWER OPCO GROUP LLC,"324 WEST LANCASTER AVENUE,",Malvern,PA,19355,6102519994.0,Chester,110,PROFIT,143251,6/30/21
PERSONAL CARE HOME,Sunrise Of Upper St. Clair,WELLTOWER OPCO GROUP LLC,"500 VILLAGE DRIVE,",Upper St. Clair,PA,15241,4128312200.0,Allegheny,94,PROFIT,448820,6/30/21
PERSONAL CARE HOME,Sunrise Of Westtown,AL ONE PA INVESTMENTS OPCO LLC,"1045 WILMINGTON PIKE,",West Chester,PA,19382,6103994464.0,Chester,110,PROFIT,144940,6/30/21
PERSONAL CARE HOME,Sunrise Senior Living Of Dresher,HCRI SUN III TENANT LP,"1650 SUSQUEHANNA ROAD,",Dresher,PA,19025,2152831123.0,Montgomery,105,PROFIT,128410,6/30/21
PERSONAL CARE HOME,Sunrise Senior Living Of Lower Makefield,MS LOWER MAKEFIELD SH LLC,"631 STONY HILL ROAD,",Yardley,PA,19067,2153218200.0,Bucks,95,PROFIT,138090,6/30/21
PERSONAL CARE HOME,Sunset Ridge Personal Care Home,MORKEL INC,"466 HIGH STREET,",Derry,PA,15627,7246943105.0,Westmoreland,16,PROFIT,428830,6/30/21
PERSONAL CARE HOME,Susan Dowhower Personal Care Home,SUSAN DOWHOWER PERSONAL CARE HOME LLC,"120 SOUTH 10TH STREET,",Lebanon,PA,17042,7172741474.0,Lebanon,36,PROFIT,334840,6/30/21
PERSONAL CARE HOME,Susan'S Victorian Cottage,SUSAN JONES,"111 HYDRANGEA LANE,",Mt. Pleasant,PA,15666,7244238706.0,Westmoreland,16,PROFIT,428900,6/30/21
PERSONAL CARE HOME,Sycamore Estate,"SYCAMORE ESTATE, INC.","717 DUQUESNE BOULEVARD,",Duquesne,PA,15110,4124666787.0,Allegheny,49,PROFIT,430850,6/30/21
PERSONAL CARE HOME,Symphony Square At Bala Cynwyd,BALA CYNWYD OPERATING LP,"35 OLD LANCASTER ROAD,",Bala Cynwyd,PA,19004,6106606560.0,Montgomery,64,PROFIT,147760,6/30/21
PERSONAL CARE HOME,T.L.C. Adult Care Center,TLC ADULT CARE CENTER INC,"9 RIO VISTA DRIVE,",West Newton,PA,15089,7248723000.0,Westmoreland,30,PROFIT,428200,6/30/21
PERSONAL CARE HOME,Tabor Manor,MANOR PERSONAL CARE INC,"6730 TABOR AVENUE,",Philadelphia,PA,19111,2157286111.0,Philadelphia,51,PROFIT,116980,6/30/21
PERSONAL CARE HOME,Tapestry Senior Living Moon Township,TAPESTRY MOON LLC,"550 CHERRINGTON PARKWAY,",Coraopolis,PA,15108,4125079999.0,Allegheny,49,PROFIT,450100,6/30/21
PERSONAL CARE HOME,Taylor'S Personal Care Home,TAYLORS PERSONAL CARE HOME LLC,"2113-15 WEST HUNTING PARK AVE,",Philadelphia,PA,19140,2152219033.0,Philadelphia,37,PROFIT,138540,6/30/21
PERSONAL CARE HOME,Tender Personal Care Home,TENDER PERSONAL CARE HOME LLC,"626 WEST MARKET STREET,",York,PA,17401,7178459999.0,York,14,PROFIT,332680,6/30/21
PERSONAL CARE HOME,The Adams House,KAREN ADAMS,"314 FALLOWFIELD AVENUE,",Charleroi,PA,15022,7244837171.0,Washington,21,PROFIT,413710,6/30/21
PERSONAL CARE HOME,The Arbors At St Barnabas - Gibsonia,THE ARBORS AT ST BARNABAS INC,"5827 MERIDIAN ROAD,",Gibsonia,PA,15044,7244430700.0,Allegheny,56,NON-PROFIT,441590,6/30/21
PERSONAL CARE HOME,The Arbors At St. Barnabas,THE ARBORS AT ST BARNABAS INC,"85 CHARITY PLACE,",Valencia,PA,16059,7246254000.0,Butler,229,NON-PROFIT,423090,6/30/21
PERSONAL CARE HOME,The Arbors At St. Barnabas Iii,FOSNIGHT PERSONAL CARE HOMES INC,"6005 VALENCIA ROAD,",Gibsonia,PA,15044,7246251530.0,Allegheny,85,PROFIT,431570,6/30/21
PERSONAL CARE HOME,The Arbors At Washington Place,THE WASHINGTON PLACE ST. BARNABAS INC,"5847 MERIDIAN ROAD,",Gibsonia,PA,15044,7244446288.0,Allegheny,46,NON-PROFIT,448990,6/30/21
PERSONAL CARE HOME,"The Atrium, A Choice Community","SENIOR CHOICE, INC.","216 MAIN STREET,",Johnstown,PA,15901,8145355347.0,Cambria,92,NON-PROFIT,300220,6/30/21
PERSONAL CARE HOME,The Birches At Newtown,CARE HSL NEWTOWN OPCO LLC,"70 DURHAM ROAD,",Newtown,PA,18940,2154977400.0,Bucks,120,PROFIT,142300,6/30/21
PERSONAL CARE HOME,The Birches At Shenandoah Manor,SMNRC LP,"101 EAST WASHINGTON STREET,",Shenandoah,PA,17976,5704621908.0,Schuylkill,23,PROFIT,222790,6/30/21
PERSONAL CARE HOME,The Bridges At Bent Creek,CREEK SENIOR CARE LLC,"2100 BENT CREEK BOULEVARD,",Mechanicsburg,PA,17050,7177951100.0,Cumberland,130,PROFIT,333550,6/30/21
PERSONAL CARE HOME,The Bridges At Warwick,WARWICK BRIDGES LLC,"1600 ALMSHOUSE ROAD,",Jamison,PA,18929,2152697745.0,Bucks,130,PROFIT,143160,6/30/21
PERSONAL CARE HOME,The Brunswick At Attleboro,THE BRUNSWICK RESIDENCES INC,"310 EAST WINCHESTER AVENUE,",Langhorne,PA,19047,2157529730.0,Bucks,116,PROFIT,139250,6/30/21
PERSONAL CARE HOME,The Brunswick At Longstown,THE BRUNSWICK RESIDENCES INC,"2830 CAROL ROAD,",York,PA,17402,7177557600.0,York,125,PROFIT,330310,6/30/21
PERSONAL CARE HOME,The Bryn Mawr Terrace,THE BRYN MAWR TERRACE,"773 EAST HAVERFORD ROAD,",Bryn Mawr,PA,19010,4843805400.0,Delaware,33,NON-PROFIT,128490,6/30/21
PERSONAL CARE HOME,The Buehrle Center,DIAKON LUTHERAN SOCIAL MINISTRIES,"ONE SOUTH HOME AVENUE,",Topton,PA,19562,6106821400.0,Berks,92,NON-PROFIT,214960,6/30/21
PERSONAL CARE HOME,The Caring Place - P.C.,GROVE MANOR,"103 NORTH 13TH STREET,",Franklin,PA,16323,8144377024.0,Venango,32,NON-PROFIT,468690,6/30/21
PERSONAL CARE HOME,The Carolyn Croxton Slane Residence-Hospice Of Central Pa,HOSPICE OF CENTRAL PENNSYLVANIA INC,"1701 LINGLESTOWN ROAD,",Harrisburg,PA,17110,7172360000.0,Dauphin,6,NON-PROFIT,362220,6/30/21
PERSONAL CARE HOME,The Chandler Estate Iv,"THE CHANDLER ESTATE, INC.","1569 TEELS ROAD,",Pen Argyl,PA,18072,6108631569.0,Northampton,48,PROFIT,239980,6/30/21
PERSONAL CARE HOME,The Community At Holy Family Manor,THE COMMUNITY AT HOLY FAMILY MANOR INC,"301 NAZARETH WAY,",Pittsburgh,PA,15229,4129316996.0,Allegheny,54,NON-PROFIT,430100,6/30/21
PERSONAL CARE HOME,The Community At Phoenixville,THE COMMUNITY AT PHOENIXVILLE LLC,"833 SOUTH MAIN STREET,",Phoenixville,PA,19460,6109333331.0,Chester,32,PROFIT,144221,6/30/21
PERSONAL CARE HOME,The Community At Rockhill,THE COMMUNITY AT ROCKHILL,"3250 STATE ROAD,",Sellersville,PA,18960,2152572751.0,Bucks,74,NON-PROFIT,126870,6/30/21
