Service Type,Program Office,Facility Name,Legal Entity Name,Address,City,State,Zip,Phone,County,Region,Capacity,Type of Operation,License Status,License Number,Type of License,Inspection Summary Link,Quality Service Review Link,Waiver Link
PERSONAL CARE HOMES,Bureau of Adult Residential Services,RUTH M. SMITH CENTER,RUTH M. SMITH CENTER,"407 SOUTH MAIN STREET,",SHEFFIELD,PA,16347,8149683238,WARREN,WESTERN,15,NON-PROFIT,LICENSED,445980,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,RYDAL PARK PERSONAL CARE,HUMANGOOD PENNSYLVANIA,"1515 THE FAIRWAY,",RYDAL,PA,19046,2153766278,MONTGOMERY,SOUTHEAST,72,NON-PROFIT,LICENSED,138120,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,SACRED HEART SENIOR LIVING BY SAUCON CREEK,SACRED HEART ASSISTED LIVING BY SAUCON CREEK LLC,"4851 SAUCON CREEK ROAD,",CENTER VALLEY,PA,18034,6108142700,LEHIGH,NORTHEAST,85,PROFIT,LICENSED,216750,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,SACRED HEART SENIOR LIVING BY SAUCON CREEK II,SACRED HEART ASSISTED LIVING BY SAUCON CREEK LLC,"4801 SAUCON CREEK ROAD,",CENTER VALLEY,PA,18034,6108142700,LEHIGH,NORTHEAST,36,PROFIT,LICENSED,220800,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,SACRED HEART SENIOR LIVING BY THE CREEK,"SACRED HEART ASSISTED LIVING, LLC","602 EAST 21ST STREET,",NORTHAMPTON,PA,18067,6102624300,NORTHAMPTON,NORTHEAST,124,PROFIT,LICENSED,201360,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,SACRED HEART SENIOR LIVING BY THE CREEK - II,"SACRED HEART ASSISTED LIVING, LLC","602 B EAST 21ST ST., 2ND FLOOR,",NORTHAMPTON,PA,18067,6102624300,NORTHAMPTON,NORTHEAST,31,PROFIT,LICENSED,215770,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,SACRED HEART VILLA,SACRED HEART VILLA INC,"51 SEMINARY AVENUE,",READING,PA,19605,6109295751,BERKS,NORTHEAST,100,NON-PROFIT,LICENSED,206190,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,"SAINT BENEDICT MANOR, INC.",SAINT BENEDICT MANOR INC,"600 THEATRE ROAD, BOX 57,",ST. BENEDICT,PA,15773,8143448981,CAMBRIA,CENTRAL,44,PROFIT,LICENSED,303420,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,SAINT JOHN XXIII HOME,ROMAN CATHOLIC DIOCESE OF ERIE,"2250 SHENANGO VALLEY FREEWAY,",HERMITAGE,PA,16148,7249813200,MERCER,WESTERN,98,NON-PROFIT,LICENSED,447600,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,SAINT MARY'S AT ASBURY RIDGE,SAINT MARY'S HOME OF ERIE,"4855 WEST RIDGE ROAD,",ERIE,PA,16506,8148365300,ERIE,WESTERN,164,NON-PROFIT,LICENSED,413420,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,"SAINT MARY'S EAST (BUILDINGS 1,2,4,AND 5)",SAINT MARY'S HOME OF ERIE,"607 EAST 26TH STREET,",ERIE,PA,16504,8144590621,ERIE,WESTERN,131,NON-PROFIT,LICENSED,447630,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,SALISBURY BEHAVIORAL HEALTH,SALISBURY BEHAVIORAL HEALTH LLC,"513 LEHIGH STREET,",ALLENTOWN,PA,18103,6104324335,LEHIGH,NORTHEAST,20,PROFIT,LICENSED,216740,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,SALISBURY BEHAVIORAL HEALTH,SALISBURY BEHAVIORAL HEALTH LLC,"1482 CHERRY LANE,",EAST STROUDSBURG,PA,18301,5704217668,MONROE,NORTHEAST,28,PROFIT,LICENSED,212130,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,SALISBURY BEHAVIORAL HEALTH 1,SALISBURY BEHAVIORAL HEALTH LLC,"626 EASTON ROAD,",GLENSIDE,PA,19038,2158867147,MONTGOMERY,SOUTHEAST,9,PROFIT,LICENSED,128320,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,SALISBURY BEHAVIORAL HEALTH LLC,SALISBURY BEHAVIORAL HEALTH LLC,"2538 GYPSY LANE,",CHELTENHAM TOWNSHI,PA,19038,2158852908,MONTGOMERY,SOUTHEAST,4,PROFIT,LICENSED,128340,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,SALISBURY BEHAVIORAL HEALTH LLC,SALISBURY BEHAVIORAL HEALTH LLC,"1075 EASTON ROAD,",ROSLYN,PA,19001,2158845566,MONTGOMERY,SOUTHEAST,13,PROFIT,LICENSED,128200,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,SANATOGA COURT,227 EVERGREEN ROAD OPERATIONS LLC,"227 EVERGREEN ROAD,",POTTSTOWN,PA,19464,6107180900,MONTGOMERY,SOUTHEAST,85,PROFIT,LICENSED,136140,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,SARAH REED SENIOR LIVING,SARAH A REED RETIREMENT CENTER,"227 WEST 22ND STREET,",ERIE,PA,16502,8148782600,ERIE,WESTERN,100,NON-PROFIT,LICENSED,447610,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,SAUCON VALLEY MANOR,SAUCON VALLEY MANOR INC.,"1050 MAIN STREET,",HELLERTOWN,PA,18055,6107488888,NORTHAMPTON,NORTHEAST,213,PROFIT,LICENSED,205810,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,SAUCON VALLEY MANOR II,SAUCON VALLEY MANOR II LLC,"1050 MAIN STREET,",HELLERTOWN,PA,18055,6107488888,NORTHAMPTON,NORTHEAST,99,PROFIT,LICENSED,230070,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,SAXONY HEALTH CENTER,SAXONY2 LLC,"223 PITTSBURGH STREET,",SAXONBURG,PA,16056,7243529445,BUTLER,WESTERN,56,PROFIT,LICENSED,449430,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,SAYRE PERSONAL CARE CENTER,SAYRE PERSONAL CARE CENTER LLC,"1001 NORTH ELMER AVENUE,",SAYRE,PA,18840,5709692188,BRADFORD,NORTHEAST,60,PROFIT,LICENSED,226290,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,SCENIC VIEW PERSONAL CARE,SCENIC VIEW PERSONAL CARE LLC,"1305 CHURCH DRIVE,",PALMERTON,PA,18071,6106817800,CARBON,NORTHEAST,22,PROFIT,LICENSED,228760,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,SCHENLEY GARDENS,VINCENTIAN DE MARILLAC,"3890 BIGELOW BOULEVARD,",PITTSBURGH,PA,15213,4125087807,ALLEGHENY,WESTERN,164,NON-PROFIT,LICENSED,449860,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,SCHOOLYARD SQUARE,SCHOOLYARD SQUARE,"11 HIGH STREET,",PINE GROVE,PA,17963,5703454075,SCHUYLKILL,NORTHEAST,48,PROFIT,LICENSED,225760,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,SCHREFFLER MANOR,"ALLEGHENY LUTHERAN SOCIAL MINISTRIES, INC.","200 RACHEL DRIVE,",PLEASANT GAP,PA,16823,8143592782,CENTRE,NORTHEAST,55,NON-PROFIT,LICENSED,256340,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,SCOGGINS PERSONAL CARE BOARDING HOME,EVADNEY SCOGGINS,"1245 WEST TIOGA STREET,",PHILADELPHIA,PA,19140,2152239068,PHILADELPHIA,SOUTHEAST,26,PROFIT,LICENSED,140150,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,SCRANTON MANOR PERSONAL CARE CENTER,SCRANTON MANOR PCH LLC,"819 JEFFERSON AVENUE,",SCRANTON,PA,18510,5703465951,LACKAWANNA,NORTHEAST,67,PROFIT,LICENSED,225580,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,SENIOR CARE PLAZA,SENIOR CARE PLAZA ASSOCIATES INC,"624 LYSLE BOULEVARD,",MCKEESPORT,PA,15132,4126641969,ALLEGHENY,WESTERN,100,PROFIT,LICENSED,431061,PROVISIONAL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,SENIOR COMMONS AT POWDER MILL,GAHC3 YORK PA ALF TRS SUB LLC,"1775 POWDER MILL ROAD,",YORK,PA,17403,7177410961,YORK,CENTRAL,166,PROFIT,LICENSED,332100,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,SENIOR SUPPORT SERVICES I,SENIOR SUPPORT SERVICES INC,"1712 TERMON AVENUE,",PITTSBURGH,PA,15212,4123673709,ALLEGHENY,WESTERN,14,PROFIT,LICENSED,442290,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,SENIOR SUPPORT SERVICES II,SENIOR SUPPORT SERVICES INC,"125 NORTH BALPH AVENUE,",PITTSBURGH,PA,15202,4127613425,ALLEGHENY,WESTERN,13,PROFIT,LICENSED,430140,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,SERENITY GARDENS AT MOUNT CARMEL,SENIOR CARE OF KULPMONT LLC,"135 VERMONT DRIVE,",KULPMONT,PA,17834,5703733000,NORTHUMBERLAND,NORTHEAST,85,PROFIT,LICENSED,226790,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,SHADY REST OF PITTSBURGH,SHADY REST OF PITTSBURGH LLC,"4026 OHIO RIVER BOULEVARD,",PITTSBURGH,PA,15212,4127667066,ALLEGHENY,WESTERN,17,PROFIT,LICENSED,446540,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,SHARON'S PERSONAL CARE HOME,SMEM 1957 LLC,"1441 BALTIMORE PIKE,",HANOVER,PA,17331,7176321414,YORK,CENTRAL,23,PROFIT,LICENSED,332390,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,SHELBOURNE PERSONAL CARE,CHERRY HILL CORPORATION,"296 DINNERBELL ROAD,",BUTLER,PA,16002,7243603000,BUTLER,WESTERN,60,PROFIT,LICENSED,445660,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,SHENANGO PRESBYTERIAN HOME,SHENANGO PRESBYTERIAN SENIORCARE,"238 SOUTH MARKET STREET,",NEW WILMINGTON,PA,16142,7249463516,LAWRENCE,WESTERN,46,NON-PROFIT,LICENSED,440340,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,SHERWOOD OAKS,PITTSBURGH LIFETIME CARE COMMUNITY,"100 & 500 NORMAN DRIVE,",CRANBERRY TOWNSHIP,PA,16066,7247768100,BUTLER,WESTERN,77,NON-PROFIT,LICENSED,457760,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,SHERWOOD RETIREMENT & PERSONAL CARE HOME,SHERWOOD RETIREMENT AND PERSONAL CARE HOME INC,"3995 ROUTE 414,",CANTON,PA,17724,5706738961,BRADFORD,NORTHEAST,27,PROFIT,LICENSED,203550,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,SHIRLEY HOME FOR THE AGED,SHIRLEY HOME FOR THE AGED INC,"17050 COUNTRY VIEW LANE,",SHIRLEYSBURG,PA,17260,8144473781,HUNTINGDON,CENTRAL,42,NON-PROFIT,LICENSED,343970,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,SIEMON'S HERITAGE PERSONAL CARE CENTER,"ENVOY OF SOMERSET, LLC","166 SIEMON DRIVE,",SOMERSET,PA,15501,8144441844,SOMERSET,CENTRAL,58,PROFIT,LICENSED,328820,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,SILVAFOX PERSONAL CARE HOME,SILVAFOX PERSONAL CARE HOMES LLC,"115 VESTA STREET, BOX 148,",ELCO,PA,15434,7243305035,WASHINGTON,WESTERN,18,PROFIT,LICENSED,451200,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,SILVER CREEK TERRACE,ELK HAVEN NURSING HOME ASSOCIATION INC,"791 JOHNSONBURG ROAD,",ST. MARYS,PA,15857,8148342273,ELK,WESTERN,80,NON-PROFIT,LICENSED,426020,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,SIMPSON HOUSE,SIMPSON HOUSE INC,"BELMONT AVENUE & MONUMENT ROAD,",PHILADELPHIA,PA,19131,2158783600,PHILADELPHIA,SOUTHEAST,84,NON-PROFIT,LICENSED,189210,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,SKYLINE MANOR,ELWYN OF PENNSYLVANIA AND DELAWARE,"76 SKYLINE DRIVE,",GLEN MILLS,PA,19342,6104590110,DELAWARE,SOUTHEAST,6,NON-PROFIT,LICENSED,134870,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,"SMIGOVSKY, JENNIE PERSONAL CARE HOME",JENNIE SMIGOVSKY,"522 FIRST STREET, P.O.BOX 129,",ISABELLA,PA,15447,7247857762,FAYETTE,WESTERN,14,PROFIT,LICENSED,451160,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,SMITH HEALTH CARE LTD,SMITH HEALTH CARE LTD,"453 SOUTH MAIN ROAD,",MOUNTAIN TOP,PA,18707,5708683664,LUZERNE,NORTHEAST,93,PROFIT,LICENSED,229230,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,SMITH'S PERSONAL CARE HOME,DOLORES L SMITH SHARER,"47 FRONT STREET, P.O. BOX 65,",WYALUSING,PA,18853,5707463736,BRADFORD,NORTHEAST,34,PROFIT,LICENSED,238780,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,SOUDERTON MENNONITE HOMES,SOUDERTON MENNONITE HOMES,"207 WEST SUMMIT STREET,",SOUDERTON,PA,18964,2157239881,MONTGOMERY,SOUTHEAST,154,NON-PROFIT,LICENSED,127760,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,SOUTH FORK WELCOME HOME,SUSAN PANICK AND TAMMY MENNECKE-HASKINS,"316 MAIN STREET,",SOUTH FORK,PA,15956,8144959500,CAMBRIA,CENTRAL,18,PROFIT,LICENSED,329960,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,SOUTH MOUNTAIN MEMORY CARE,SOUTH MOUNTAIN MEMORY CARE LLC,"201 SOUTH SEVENTH STREET,",EMMAUS,PA,18049,6109657662,LEHIGH,NORTHEAST,28,PROFIT,LICENSED,227210,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,SOUTHEASTERN VETERANS' CENTER,DEPARTMENT OF MILITARY AND VETERANS' AFFAIRS,"ONE VETERANS' DRIVE, 4TH FLOOR,",SPRING CITY,PA,19475,6109482569,CHESTER,SOUTHEAST,54,NON-PROFIT,LICENSED,138370,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,SOUTHMINSTER PLACE,PRESBYTERIAN SENIOR CARE INC,"880 SOUTH MAIN STREET,",WASHINGTON,PA,15301,7242235756,WASHINGTON,WESTERN,90,NON-PROFIT,LICENSED,415930,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,SPANG CREST MANOR,LUTHERCARE,"945 DUKE STREET,",LEBANON,PA,17042,7172741495,LEBANON,CENTRAL,18,NON-PROFIT,LICENSED,320840,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,SPIRITRUST LUTHERAN THE VILLAGE AT GETTYSBURG,SPIRITRUST LUTHERAN,"1075 OLD HARRISBURG ROAD,",GETTYSBURG,PA,17325,7173346204,ADAMS,CENTRAL,20,NON-PROFIT,LICENSED,344420,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,SPIRITRUST LUTHERAN THE VILLAGE AT KELLY DRIVE,SPIRITRUST LUTHERAN,"750 KELLY DRIVE,",YORK,PA,17404,7178482585,YORK,CENTRAL,85,NON-PROFIT,LICENSED,350640,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,SPIRITRUST LUTHERAN THE VILLAGE AT LUTHER RIDGE,SPIRITRUST LUTHERAN,"2735 LUTHER DRIVE,",CHAMBERSBURG,PA,17202,7172645700,FRANKLIN,CENTRAL,48,NON-PROFIT,LICENSED,352980,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,SPIRITRUST LUTHERAN THE VILLAGE AT SHREWSBURY,SPIRITRUST LUTHERAN,"800 BOLLINGER DRIVE,",SHREWSBURY,PA,17361,7172273000,YORK,CENTRAL,68,NON-PROFIT,LICENSED,310270,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,SPIRITRUST LUTHERAN THE VILLAGE AT UTZ TERRACE,SPIRITRUST LUTHERAN,"2100 UTZ TERRACE,",HANOVER,PA,17331,7176370633,YORK,CENTRAL,46,NON-PROFIT,LICENSED,322850,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,SPRANKLE PERSONAL CARE HOME,JUDY A SPRANKLE,"144 CARE HOME LANE, HORATIO ST,",PUNXSUTAWNEY,PA,15767,8149388249,JEFFERSON,WESTERN,31,PROFIT,LICENSED,407210,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,SPRING MILL POINTE,HUMANGOOD PENNSYLVANIA,"2002 JOSHUA ROAD,",LAFAYETTE HILL,PA,19444,6108284848,MONTGOMERY,SOUTHEAST,107,NON-PROFIT,LICENSED,127920,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,SPRING MILL SENIOR LIVING,KAPG PHOENIXVILLE SENIOR HOUSING OPCO LLC,"3000 BALFOUR CIRCLE,",PHOENIXVILLE,PA,19460,6107261286,CHESTER,SOUTHEAST,98,PROFIT,LICENSED,146320,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,SPRING VILLAGE AT POCONO,BFG POCONO MASTER TENENT LLC,"329 EAST BROWN STREET,",EAST STROUDSBURG,PA,18301,5704264000,MONROE,NORTHEAST,105,PROFIT,LICENSED,227040,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,SPRINGFIELD CROSSINGS,SPRINGFIELD PCH LLC,"463 WEST SPROUL ROAD,",SPRINGFIELD,PA,19064,6105442200,DELAWARE,SOUTHEAST,84,PROFIT,LICENSED,146510,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,SPRINGHILL SENIOR LIVING COMMUNITY,ASBURY ATLANTIC INC,"2323 EDINBORO ROAD,",ERIE,PA,16509,8148607000,ERIE,WESTERN,44,NON-PROFIT,LICENSED,425550,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,ST. ANNE'S RETIREMENT COMMUNITY,ST ANNE'S RETIREMENT COMMUNITY INC,"3952 COLUMBIA AVENUE,",COLUMBIA,PA,17512,7172855443,LANCASTER,CENTRAL,75,NON-PROFIT,LICENSED,321790,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,ST. JOHN SPECIALTY CARE CENTER,ST JOHN LUTHERAN CARE CENTER,"500 WITTENBERG WAY, P.O.BOX 928",MARS,PA,16046,7246251571,BUTLER,WESTERN,36,NON-PROFIT,LICENSED,448330,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,ST. JOHN'S HERR ESTATE,LUTHERCARE INC,"200 LUTHER LANE,",COLUMBIA,PA,17512,7176840678,LANCASTER,CENTRAL,46,NON-PROFIT,LICENSED,321870,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,ST. JUDE'S HAVEN PERSONAL CARE HOME,ST JUDES HAVEN INC,"1072 MT. AIRY DRIVE,",JOHNSTOWN,PA,15904,8142692244,CAMBRIA,CENTRAL,17,PROFIT,LICENSED,307870,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,ST. LEONARD'S HOME,"ST. LEONARD'S HOME, INC","601 NORTH MONTGOMERY STREET,",HOLLIDAYSBURG,PA,16648,8146959581,BLAIR,CENTRAL,28,NON-PROFIT,LICENSED,340040,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,ST. MARTHA VILLA FOR INDEPENDENT & RETIREMENT LIVING,470 MANOR OPERATING LLC,"490 MANOR AVENUE,",DOWNINGTOWN,PA,19335,6108735300,CHESTER,SOUTHEAST,135,PROFIT,LICENSED,141080,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,ST. MARY VILLA FOR INDEPENDENT & RETIREMENT LIVING,701 LANSDALE OPERATING LLC,"701 LANSDALE AVENUE,",LANSDALE,PA,19446,2153680900,MONTGOMERY,SOUTHEAST,90,PROFIT,LICENSED,141070,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,ST. MARY'S VILLA RESIDENCE,ST. MARY'S VILLA NURSING HOME,"ONE PIONEER PLACE,",MOSCOW,PA,18444,5708425274,LACKAWANNA,NORTHEAST,68,NON-PROFIT,LICENSED,203900,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,ST. STEPHEN'S LIVING CENTER,ST STEPHENS LIVING CENTER LLC,"1075 CHESTNUT STREET,",NANTY GLO,PA,15943,8147498799,CAMBRIA,CENTRAL,44,PROFIT,LICENSED,327360,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,STABON MANOR PERSONAL CARE HOME,"STABON MANOR PERSONAL CARE HOME, INC.","1555 HAAK STREET,",READING,PA,19602,6103732272,BERKS,NORTHEAST,160,PROFIT,LICENSED,205120,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,STAIRWAYS,STAIRWAYS BEHAVIORAL HEALTH INC,"810 WALNUT STREET,",ERIE,PA,16502,8148782124,ERIE,WESTERN,27,NON-PROFIT,LICENSED,407590,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,STANDISH'S,STANDISH S ASSISTED LIVING INC,"158 CHESTNUT RIDGE ROAD,",WASHINGTON,PA,15301,7242298801,WASHINGTON,WESTERN,7,NON-PROFIT,LICENSED,406300,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,STAR HILL REST HOME,"MARIAN ZACHARIAS, SHERRY MURPHY","935 STAR HILL ROAD,",MONROE TOWNSHIP,PA,18618,5706393200,WYOMING,NORTHEAST,23,PROFIT,LICENSED,229760,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,STATE STREET HOUSE,COMMUNITY COUNSELING CENTER OF MERCER COUNTY,"252 EAST STATE STREET,",SHARON,PA,16146,7249816195,MERCER,WESTERN,16,NON-PROFIT,LICENSED,443600,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,STERLING HOME,STERLING HOME LLC,"1318 ARCH STREET,",MCKEESPORT,PA,15132,3479785151,ALLEGHENY,WESTERN,42,PROFIT,LICENSED,452691,PROVISIONAL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,STERLING HOUSE,STERLING HOUSE LLC,"432 EAST TULPEHOCKEN STREET,",PHILADELPHIA,PA,19144,2154851985,PHILADELPHIA,SOUTHEAST,10,PROFIT,LICENSED,142920,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,STEWARD PLACE,PRESBYTERIAN HOMES INC,"7 EAST LOCUST STREET,",OXFORD,PA,19363,6109982400,CHESTER,SOUTHEAST,84,NON-PROFIT,LICENSED,100630,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,STONERIDGE POPLAR RUN,STONERIDGE RETIREMENT LIVING,"450 EAST LINCOLN AVENUE,","MYERSTOWN,",PA,17067,7178663208,LEBANON,CENTRAL,36,NON-PROFIT,LICENSED,308990,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,SUCCESS REHABILITATION AT ROCK RIDGE,"SUCCESS REHABILITATION, INC.","5666 CLYMER ROAD,",QUAKERTOWN,PA,18951,2155383488,BUCKS,SOUTHEAST,35,PROFIT,LICENSED,127300,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,SUGAR VALLEY LODGE (HICKORY ACRES BUILDING),SUGAR VALLEY LODGE INC,"190 SUGAR VALLEY LANE,",FRANKLIN,PA,16323,8143460352,VENANGO,WESTERN,27,NON-PROFIT,LICENSED,447701,PROVISIONAL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,SUGAR VALLEY LODGE (POLK),SUGAR VALLEY LODGE INC,"196 CHURCH STREET,",POLK,PA,16342,8143460350,VENANGO,WESTERN,15,NON-PROFIT,LICENSED,445490,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,SUGAR VALLEY LODGE (SILVER OAK BUILDING),SUGAR VALLEY LODGE INC,"158 SUGAR VALLEY LANE,",FRANKLIN,PA,16323,8143460352,VENANGO,WESTERN,15,NON-PROFIT,LICENSED,447710,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,SUGAR VALLEY LODGE (WHISPERING PINES BUILDING),SUGAR VALLEY LODGE INC,"178 SUGAR VALLEY LANE,",FRANKLIN,PA,16323,8143460352,VENANGO,WESTERN,15,NON-PROFIT,LICENSED,447720,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,SUITES AT ROUSE,BOARD OF DIRECTORS OF THE ROUSE ESTATE,"615 ROUSE AVENUE,",YOUNGSVILLE,PA,16371,8145631650,WARREN,WESTERN,120,NON-PROFIT,LICENSED,469000,FULL,Inspection Summary,,Waiver
