Facility Name,State Facility Type 1 Literal,Facility ID,Address,Zip Code,County,Phone Number,Capacity,Medicaid,Email Address,Licensee
REDWOOD HEIGHTS RET & AL COMMUNITY,ALF,70A076,4050 12TH ST CUTOFF SE,97302,Marion,5035400822,95,TRUE,administrator@redwoodheightsseniorliving.com,WELLTOWER TENANT GROUP LLC
REDWOOD HEIGHTS RET & AL COMMUNITY,ALF,70A076,4050 12TH ST CUTOFF SE,97302,Marion,5035400822,95,TRUE,administrator@redwoodheightsseniorliving.com,WELLTOWER TENANT GROUP LLC
REDWOOD TERRACE,ALF,70M220,3111 CANAL AVENUE,97527,Josephine,5414719543,49,TRUE,redwoodterrace1@redwoodterrace.net,"OREGON HEIGHTS, LLC"
REFLECTIONS MEMORY CARE,RCF,50R298,2480 CORAL AVE NE,97305,Marion,5033625885,16,FALSE,michele@sweetbyenbye.com,"THE SWEET BYE N BYE, INC"
REGENCY PARK ALZHEIMER'S CARE,RCF,50A070,8300 SW BARNES RD,97225,Washington,5032928444,49,FALSE,taraa@cascadeliving.com,"CASCADE LIVING GROUP MANAGEMENT, LLC"
REGENCY PARK ASSISTED LIVING,ALF,70M077,8300 SW BARNES RD,97225,Washington,5032928444,118,FALSE,amandas@cascadeliving.com,"CASCADE LIVING GROUP MANAGEMENT, LLC"
REGENCY PARK PLACE AT CORVALLIS,ALF,70A069,2595 JACK LONDON ST,97330,Benton,5417545808,55,TRUE,rlcollett@regency-pacific.com,"BD CORVALLIS I, LLC"
REGENCY VILLAGE AT BEND,ALF,70M096,127 SE WILSON AVE,97702,Deschutes,5413173544,88,TRUE,rhankey@regency-pacific.com,"BD BEND I, LLC"
REGENCY VILLAGE AT PRINEVILLE,ALF,70A207,830 NORTH ELM ST,97754,Crook,5414163600,57,TRUE,psessions@regency-pacific.com,"BD PRINEVILLE I, LLC"
REGENCY VILLAGE AT REDMOND,ALF,70M038,3000 SW 32ND ST,97756,Deschutes,5419235452,55,TRUE,lwilkenfeldt@regency-pacific.com,"BD REDMOND 1, LLC"
REGENCY WOODLAND,RCF,50R126,4710 SUNNYSIDE RD SE,97302,Marion,5033641355,40,TRUE,abowden@regency-pacific.com,"BD SALEM I, LLC"
REGENT AT SHELDON PARK,RCF,50A165,2440 WILLAKENZIE ROAD,97401,Lane,5413441078,32,FALSE,jennipherne@merrillgardens.com,"MG EUGENE SUBTENANT, LLC"
REGENT COURT SENIOR LIVING,RCF,50A239,400 NW ELKS DRIVE,97330,Benton,5417588000,48,TRUE,jroberts@regentcourtseniorliving.com,"CSL - CORVALLIS, LLC"
REVERE COURT OF PORTLAND,RCF,50R374,11547 NE GLISAN ST,97220,Multnomah,5032550070,40,TRUE,hannah.m@chancellorhealthcare.com,"CHANCELLOR HEALTH CARE OF CALIFORNIA X, INC."
RIDGEVIEW ASSISTED LIVING FACILITY,ALF,70M253,872 GOLFVIEW DRIVE,97504,Jackson,5417792208,51,TRUE,ijohansen@sapphiremedford.com,"SAPPHIRE AT RIDGEVIEW, LLC"
RIVERA MANSIONS RCF,RCF,50M429,2220 SE 174TH AVENUE,97233,Multnomah,5033332711,28,TRUE,airene@riveramansions.com,"RIVERA MANSIONS, LLC"
RIVER GROVE MEMORY CARE,RCF,50M132,140 GREEN LANE,97404,Lane,5414614898,60,TRUE,nlarsson@rivergrovemc.com,"RIVER GROVE OPERATING COMPANY, LLC"
RIVER PARK SENIOR LIVING,ALF,70M250,1350 W MAIN ST,97378,Yamhill,5038437799,68,TRUE,ed@riverparksl.com,"SHERIDAN SENIOR LIVING, LLC"
RIVER RUN PLACE,ALF,70M082,1155 DARLENE LANE,97401,Lane,5413388780,56,FALSE,thodges@enlivant.com,"RIVER RUN AID OPCO, LLC"
RIVERSIDE LIVING  INC,RCF,50R355,23500 NE HALSEY ST,97060,Multnomah,5033289246,16,TRUE,riversidelivingadm@gmail.com,"RIVERSIDE LIVING, INC"
RIVER TERRACE MEMORY CARE,RCF,50R472,950 SOUTH END RD,97045,Clackamas,5033875013,38,TRUE,jeffrey.wellington@caringplaces.com,"RIVER TERRACE OPERATIONS, LLC"
RIVERVIEW TERRACE,RCF,50R202,1970 WEST HARVARD AVENUE,97471,Douglas,5416722500,20,FALSE,personalcare@riverviewterrace.com,"CROWN ONE DEVELOPMENT, LLC"
RN VILLA SENIOR CARE,RCF,50R375,401 NE 139TH AVENUE,97230,Multnomah,5037196944,45,TRUE,verna.johnson@avalonseniorliving.com,"RN VILLA OPCO, LLC"
ROCK OF AGES MENNONITE HOME,RCF,50M103,15600 SW ROCK OF AGES ROAD,97128,Yamhill,5034726212,22,TRUE,delvinz@onlinemacl.com,BIBLE MENNONITE FELLOWSHIP INC
ROGUE RIVER PLACE,ALF,70M054,2437 KANE STREET,97603,Klamath,5418820440,43,FALSE,ghansen@enlivant.com,"SAGE AID OPCO, LLC"
ROSE LINN VINTAGE PLACE,RCF,50R270,2330 DEBOK ROAD,97068,Clackamas,5036550474,70,TRUE,annmarie.segarra@roselinncarecenter.com,"WEST LINN CARE CENTER OPERATING COMPANY, LLC"
ROSE SCHNITZER MANOR,ALF,70M080,6140 SW BOUNDARY ST,97221,Multnomah,5035354000,180,TRUE,vivian.villegas@cedarsinaipark.org,ROBISON JEWISH HOME
ROSEWOOD COURT RESIDENTIAL CARE,RCF,50R310,4254 WEATHERS STREET NE,97301,Marion,5035854602,50,TRUE,bhenderson@tierrarose.com,
ROSEWOOD PARK RETIREMENT & ASSIST LIVING RESIDENCE,ALF,70M081,2405 SE CENTURY BLVD,97123,Washington,5036422100,95,TRUE,administrator@rosewoodpark.com,"ROSEWOOD INVESTORS GROUP, L.L.C."
ROSEWOOD SPECIALTY CARE,RCF,50R290,2550 SE CENTURY BLVD,97123,Washington,5032598999,48,TRUE,administrator@rosewoodspecialtycare.com,"ROSEWOOD MASTER TENANT, LLC"
ROXY ANN MEMORY COMMUNITY,RCF,50R370,2530 LONE PINE ROAD,97504,Jackson,5416087699,16,TRUE,tduncan.roxyann@gmail.com,ROXY ANN MEMORY COMMUNITY
ROYAL ANNE ASSISTED LIVING,ALF,70A264,10610 SE CLAY STREET,97216,Multnomah,5034080404,110,TRUE,cbomberry@cherrywoodvillage.net,"PAR, LLC"
ROYALTON PLACE ASSISTED LIVING,ALF,70A319,5555 SE KING RD,97222,Clackamas,5036531854,64,FALSE,scottp@cascadeliving.com,"CASCADE LIVING GROUP MANAGEMENT, LLC"
ROYALTON PLACE MEMORY CARE,RCF,50R383,5555 SE KING RD,97222,Clackamas,5033653185,28,FALSE,esperanzau@cascadeliving.com,"CASCADE LIVING GROUP MANAGEMENT, LLC"
RUSSELLVILLE PARK WEST,ALF,70A314,20 SE 103RD AVENUE,97216,Multnomah,5032545900,120,FALSE,kriley@leisurecare.com,"RUSSELLVILLE III, LLC"
RUSSELLVILLE PARK WEST MEMORY CARE,RCF,50R360,20 SE 103RD AVENUE,97216,Multnomah,5032545900,20,FALSE,salbers@leisurecare.com,"RUSSELLVILLE III, LLC"
SEA AIRE ASSISTED LIVING,ALF,70A265,1882 N HWY 101,97498,Lincoln,5415475500,50,TRUE,rparrish@peak.org,
SEA VIEW SENIOR LIVING COMMUNITY,ALF,70A316,98059 GERLACH LANE,97415,Curry,5414694500,99,TRUE,executivedirector@seaviewseniorliving.com,"SEA VIEW ASSISTED LIVING COMMUNITY, LLC"
SENIOR HAVEN RCF,RCF,50R384,12140 SE FOSTER RD,97266,Multnomah,9712718975,50,TRUE,jen@crhnorthwest.com,
SETTLER'S PARK ASSISTED LIVING COMMUNITY,ALF,70M223,2895 17TH ST,97814,Baker,5415230200,56,TRUE,jwirth@seniorlifestyle.com,LSREF GOLDEN OPS 26 (OR) LLC
SETTLER'S PARK MEMORY CARE COMMUNITY,RCF,50A226,2895 17TH ST,97814,Baker,5415230200,30,TRUE,jwirth@seniorlifestyle.com,LSREF GOLDEN OPS 26 (OR) LLC
SHELDON PARK ASSISTED LIVING,ALF,70A083,2440 WILLAKENZIE ROAD,97401,Lane,5413441078,108,FALSE,charisapa@merrillgardens.com,"MG EUGENE SUBTENANT, LLC"
SHERWOOD PINES RESIDENTIAL CARE,RCF,50M264,87986 SHERWOOD ST,97487,Lane,5419350653,16,TRUE,danielle@sherwoodpines.com,"EVERGREEN HILLS, INC"
SHORE PINES SENIOR LIVING COMMUNITY,ALF,70A263,93975 OCEAN WAY,97444,Curry,5412470333,54,TRUE,ed@shorepinessl.com,"GOLD BEACH SENIOR LIVING, LLC"
SILVER CREEK ASSISTED LIVING,ALF,70M084,703 EVERGREEN RD,97071,Marion,5039814142,41,TRUE,administrator@silvercreekal.com,"FC RANGER OPS SILVER CREEK (OR), LLC"
SILVER CREEK MEMORY CARE COMMUNITY,RCF,50R373,703 EVERGREEN RD,97071,Marion,5039814142,20,TRUE,administrator@silvercreekal.com,"FC RANGER OPS SILVER CREEK (OR), LLC"
SILVIA & JOHN'S RESIDENTIAL,RCF,50R309,19909 SE STARK ST,97233,Multnomah,5036658195,16,FALSE,silviajohnsrcf@gmail.com,"SILVIA'S & JOHN'S RESIDENTIAL CARE, INC."
SKYLARK ASSISTED LIVING,ALF,70M085,900 SKYLARK PLACE,97520,Jackson,5415521713,87,TRUE,kpeitz@missionseniorliving.net,"ASHLAND ASSISTED LIVING, LLC"
SKYLARK MEMORY CARE,RCF,50R161,950 SKYLARK PLACE,97520,Jackson,5415520154,32,TRUE,cjohnson@skylarkassistedliving.net,"ASHLAND ASSISTED LIVING, LLC"
SOMERSET ASSISTED LIVING,ALF,70A270,8360 CASON ROAD,97027,Clackamas,5037237868,100,TRUE,april.potter@hawthornret.com,GLADSTONE ASSISTED LIVING LLC
SOUTH BEACH MANOR,RCF,50R476,411 SE 35TH ST,97366,Lincoln,5419613237,41,TRUE,cindy.benson@caringplaces.com,SOUTH BEACH MANOR LLC
SOUTHTOWNE LIVING CENTER,RCF,5MA106,360 W 28TH AVE,97405,Lane,5416833618,65,TRUE,ed@southtownecare.com,"EUGENE SOUTHTOWNE LIVING CENTER, LLC"
SPRING MEADOWS ASSISTED LIVING FACILITY,ALF,70M087,36070 PITTSBURG RD,97051,Columbia,5033970401,44,TRUE,interimdirector@springmeadowsalf.org,ELDERSERV
SPRINGRIDGE COURT ASSISTED LIVING,ALF,70A284,32100 SW FRENCH PRAIRIE ROAD,97070,Clackamas,5036942800,85,FALSE,ghallman@srg-llc.com,SPRING RIDGE SUBTENANT LLC
SPRINGRIDGE COURT MEMORY CARE,RCF,50R303,32100 SW FRENCH PRAIRIE ROAD,97070,Clackamas,5036942800,16,FALSE,ghallman@srg-llc.com,SPRING RIDGE SUBTENANT LLC
SPRINGS AT ANNA MARIA  THE,RCF,50R234,822 GOLF VIEW DRIVE,97504,Jackson,5417741822,38,FALSE,mwalkup@thespringsliving.com,"HSRE-SPRINGS  III AT MEDFORD AM SUB-TRS, LLC"
SPRINGS AT CARMAN OAKS  THE,ALF,70A012,3800 CARMAN DR,97035,Clackamas,5036364700,21,FALSE,censign@thespringsliving.com,"SPRINGS CARMAN OAKS OPERATOR, LLC"
SPRINGS AT CLACKAMAS WOODS ALF,ALF,70M204,14404 SE WEBSTER RD,97267,Clackamas,5036543413,58,TRUE,adudley@thespringsliving.com,"TSL CLACK OPS, LLC"
SPRINGS AT GREER GARDENS  THE,ALF,70A329,1282 GOOD PASTURE ISLAND ROAD,97401,Lane,5412462828,100,FALSE,jfoster@thespringsliving.com,"HSRE - SPRINGS IV TRS, LLC"
SPRINGS AT LAKE OSWEGO  THE,ALF,70A342,3900 KRUSE WAY PLACE,97035,Clackamas,5036357000,97,FALSE,jherinckx@thespringsliving.com,"HSRE-SPRINGS V TRS, LLC"
SPRINGS AT MILL CREEK  THE,ALF,70M219,1201 W 10TH STREET,97058,Wasco,5412961303,75,TRUE,jbuckhannon@thespringsliving.com,"SPRINGS AT MILL CREEK OPERATOR, LLC"
SPRINGS AT SHERWOOD  THE,ALF,70A276,15677 SW OREGON ST,97140,Washington,5036259481,69,TRUE,abrown@thespringsliving.com,"SPRINGS SHERWOOD OPERATOR, LLC"
SPRINGS AT TANASBOURNE,ALF,70A313,1950 NW 192ND AVE,97006,Washington,5036295500,84,FALSE,vlanna@thespringsliving.com,"SPRINGS AT TANASBOURNE II, LLC"
SPRINGS AT VERANDA PARK  THE,ALF,70A300,1641 VERANDA PARK DRIVE,97504,Jackson,5414945000,65,FALSE,amines@thespringsliving.com,"HSRE-SPRINGS III AT MEDFORD VP SUB TRS, LLC"
SPRINGS AT WILLOWCREEK  THE,RCF,50R174,4398 GLENCOE ST NE,97301,Marion,5035814239,85,TRUE,mcortez@thespringsliving.com,"LANCASTER WOODS OPERATOR, LLC"
SPRINGS AT WILSONVILLE  THE,ALF,70A200,7600 SW VLAHOS DR,97070,Clackamas,5035829414,85,TRUE,tminks@thespringsliving.com,"SPRINGS WILSONVILLE OPERATOR, LLC"
SPRING VALLEY ASSISTED LIVING,ALF,70M088,770 HARLOW RD,97477,Lane,5417442116,63,TRUE,tracyn@cascadeliving.com,"CASCADE LIVING GROUP- OREGON, LLC"
SPRUCE POINT ASSISTED LIVING,ALF,70M089,375 9TH ST,97439,Lane,5419976111,72,TRUE,mlawrence@spruce-point.com,"SPRUCE POINT, INC"
SPRUCE POINT MEMORY CARE,RCF,50R359,375 9TH STREET,97439,Lane,5419027945,25,TRUE,hbernard@spruce-point.com,"SPRUCE POINT, INC"
STAFFORD ASSISTED LIVING FACILITY  THE,ALF,70A310,1200 OVERLOOK DR,97034,Clackamas,5036364589,16,FALSE,tgdolliver@avamere.com,
ST ANDREWS MEMORY CARE,RCF,5MA107,7617 SE MAIN ST,97215,Multnomah,5032577946,85,TRUE,ed.standrews@pacificaseniorliving.com,"PACIFICA SENIOR LIVING, LLC"
ST ANTHONY VILLAGE,ALF,7MU215,3560 SE 79TH AVENUE,97206,Multnomah,5037754414,126,TRUE,ecalise@villageenterprises.org,ST ANTHONY VILLAGE ASSOCIATES LP
STONEYBROOK ASSISTED LIVING,ALF,70A274,4650 SW HOLLYHOCK CIRCLE,97333,Benton,5417582026,95,TRUE,stephanie.deatherage@hawthornret.com,"CORVALLIS ASSISTED LIVING OPCO, LLC"
SUITES ASSISTED LIVING COMMUNITY  THE,ALF,70M101,1301 SE PARKDALE DRIVE,97527,Josephine,5419559115,75,TRUE,administrator@thesuitesassistedliving.com,LSREF GOLDEN OPS 26 (OR) LLC
SUITES MEMORY CARE COMMUNITY  THE,RCF,50R462,1301 SE PARKDALE DR,97527,Josephine,5419559115,28,TRUE,memorycare@thesuitesassistedliving.com,LSREF GOLDEN OPS 26 (OR) LLC
SUMMERPLACE ASSISTED LIVING COMMUNITY,ALF,70M006,15727 NE RUSSELL ST,97230,Multnomah,5032529361,96,TRUE,stacey.terry@prestigecare.com,"SUMMERVENT, LLC"
SUMMIT SPRINGS VILLAGE ALF,ALF,70M091,133 S CHURCH STREET,97823,Gilliam,5413842101,38,TRUE,ed.summit.springs@gmail.com,SUMMIT SPRINGS VILLAGE CORPORATION
SUMMIT SPRINGS VILLAGE MCU,RCF,50R364,120 S CHURCH ST,97823,Gilliam,5413842101,8,TRUE,aprilholm@gmail.com,SUMMIT SPRINGS VILLAGE CORPORATION
SUNCREST PLACE,ALF,70M045,300 SUNCREST ROAD,97540,Jackson,5415129474,40,FALSE,tselby@enlivant.com,"JACKSON AID OPCO, LLC"
SUNNYSIDE MEADOWS,RCF,50R443,12195 SE 117TH AVENUE,97086,Clackamas,5035636734,72,FALSE,jessica@sunnysidemeadows.com,"OREGON MC OPERATIONS, LLC"
SUNSET ESTATES,RCF,50R412,281 SUNSET DRIVE,97914,Malheur,5418891115,16,TRUE,sunsetestatesontario@gmail.com,"CARE 3, LLC"
SUN TERRACE HERMISTON,ALF,70M248,1550 NW 11TH ST,97838,Umatilla,5415642595,97,TRUE,jcicero@regency-pacific.com,"CLAY, DAVIS, STROUD - OREGON, LLC"
SUTTLE CARE & RETIREMENT  INC,RCF,50R273,1601 SW 24TH ST,97801,Umatilla,5412780174,27,TRUE,suttlecare@uci.net,"SUTTLE CARE & RETIREMENT, INC."
SUZANNE ELISE ASSISTED LIVING,ALF,70M092,101 FOREST DRIVE,97138,Clatsop,5037380307,90,TRUE,pbaldridge@avamere.com,"FOREST DRIVE OPERATIONS, LLC"
SWEETBRIAR VILLA,RCF,50R108,6135 E ST,97478,Lane,5412250200,39,TRUE,bharris@sweetbriarvilla.com,"RSL SPRINGFIELD, LLC"
SWEET BYE N BYE MEMORY CARE FACILITIES,RCF,50M268,2850 EVERGREEN AVE NE,97301,Marion,5035665876,30,TRUE,yori@sweetbyenbye.com,"THE SWEET BYE N BYE, INC"
SWEET BYE N BYE MEMORY CARE - WEST,RCF,50R395,2855 EVERGREEN AVE NE,97301,Marion,5033397540,28,TRUE,allie@sweetbyenbye.com,"THE SWEET BYE N BYE, INC"
SWEET HOME RCF,RCF,50R493,950 NANDINA ST,97386,Linn,5034462877,18,TRUE,bguthrie@sweethomercf.com,
TABLE ROCK MEMORY CARE COMMUNITY,RCF,50R379,2636 TABLE ROCK RD,97504,Jackson,5417793368,84,TRUE,administrator@tablerockseniorliving.com,"FERN GARDENS MEMORY CARE, LLC"
TABOR CREST II MEMORY CARE,RCF,50M434,16050 NE HALSEY STREET,97230,Multnomah,5032546003,30,TRUE,imelda@voorhiesandassociates.net,"TABOR CREST OPCO II, LLC"
TABOR CREST RESIDENTIAL CARE,RCF,50M109,7430 SE DIVISION ST,97206,Multnomah,5037718058,30,TRUE,lacra.radulescu@avalonseniorliving.com,"TABOR CREST OPCO I, LLC"
TAFT HOME,RCF,50M110,1337 SW WASHINGTON ST,97205,Multnomah,5032232144,70,TRUE,assistantdirector@tafthome.org,
TANNER SPRING ASSISTED LIVING,ALF,70M093,23000 HORIZON DR,97068,Clackamas,5036554373,72,TRUE,srupp@cadencesl.com,"DC WEST LINN OWNER, LLC"
TANNER SPRING MEMORY CARE,RCF,50R366,23000 HORIZON DRIVE,97068,Clackamas,5036554373,52,TRUE,jsoderquist@tannerspringalf.com,"DC WEST LINN OWNER, LLC"
TERRACE AT HILLSIDE ASSISTED LIVING,ALF,70A262,440 NW HILLSIDE PARK WAY,97128,Yamhill,5034729534,68,FALSE,twoodal3@brookdale.com,"BKD HILLSIDE OPCO, LLC"
TERRACE AT LAURELHURST VILLAGE  THE,ALF,70A209,3120 SE STARK,97214,Multnomah,5035354930,64,FALSE,jhernandez1@avamere.com,"LAURELHURST OPERATIONS, LLC"
TERWILLIGER PLAZA METCALF UNIT,RCF,50M157,2545 SW TERWILLIGER BLVD,97201,Multnomah,5032994243,29,TRUE,hlucas@terwilligerplaza.com,
TERWILLIGER TERRACE ALF,ALF,70A246,2425 SW 6TH AVENUE,97201,Multnomah,5032994911,64,TRUE,hlucas@terwilligerplaza.com,
THANKSGIVING HOUSE,RCF,50R386,184 N 2ND ST,97051,Columbia,5033661233,7,FALSE,thanksgivinghouse@yahoo.com,"MOLDEN, CECILE"
TIMBERHILL PLACE,ALF,70A097,989 NW SPRUCE AVE,97330,Benton,5417531488,70,TRUE,tmbrpl@proaxis.com,
TIMBER POINTE SENIOR LIVING,ALF,70A299,4865 MAIN STREET,97478,Lane,5412842865,150,TRUE,ttucker@timberpointesl.com,"CSL - SPRINGFIELD I, LLC"
TIMBER TOWN LIVING,RCF,50R457,1116 W CENTRAL AVENUE,97479,Douglas,5413154500,47,TRUE,rfugate@timbertownliving.com,
TIMBERWOOD COURT SPECIALTY CC,RCF,50R302,2875 SE 14TH AVE,97321,Linn,5419679700,48,TRUE,administrator@timerwoodcourt.com,LSREF GOLDEN OPS 26 (OR) LLC
TOUCHMARK AT MT BACHELOR VILLAGE,RCF,50R349,19800 SW TOUCHMARK WAY,97702,Deschutes,5413831414,95,FALSE,kristine.ruud@touchmark.com,"TOUCHMARK AT MT BACHELOR VILLAGE, LLC"
TOUCHMARK IN THE WEST HILLS,RCF,50R461,840 SW TOUCHMARK WAY,97225,Washington,5039541640,155,FALSE,elizabeth.moore@touchmark.com,
TOUCH OF GRACE  A,RCF,50R307,2156 BROOKHURST STREET,97504,Jackson,5417791159,13,TRUE,jbags1960@yahoo.com,"A TOUCH OF GRACE, LLC"
TSL ELDERHEALTH AND LIVING MEMORY VILLAGE,RCF,5ME119,382-B SOUTH 58TH ST,97478,Lane,5417474858,95,TRUE,ahughey@elderhealthandliving.com,"TSL SPRINGFIELD OPERATING, LLC"
TURNER RETIREMENT HOMES,RCF,50R115,5405 BOISE ST SE,97392,Marion,5037432490,48,TRUE,gary@trhomes.org,"TURNER RETIREMENT HOMES, INC."
VALLEY VIEW MEMORY CARE COMMUNITY,RCF,50R394,112 NW VALLEY VIEW DR,97845,Grant,5415753533,10,TRUE,stephanie@valleyviewliving.net,
VALLEY VIEW MEMORY CARE COMMUNITY,RCF,50R394,112 NW VALLEY VIEW DR,97845,Grant,5415753533,10,TRUE,stephanie@valleyviewliving.net,
VALLEY VIEW RESIDENTIAL CARE FACILITY,RCF,50R479,9000 SE 190TH DRIVE,97089,Clackamas,5036743000,15,TRUE,daniel@valleyviewrcf.com,VALLEY VIEW RESIDENTIAL CARE FACILITY LLC
VALLEY VIEW SENIOR LIVING,ALF,70M098,112 NW VALLEY VIEW DR,97845,Grant,5415753533,42,TRUE,stephanie@valleyviewliving.net,
VALLEY VIEW SENIOR LIVING,ALF,70M098,112 NW VALLEY VIEW DR,97845,Grant,5415753533,42,TRUE,stephanie@valleyviewliving.net,
VILLAGE AT KEIZER RIDGE MEMORY CARE  THE,RCF,50M427,1165 MCGEE COURT,97303,Marion,5033901300,23,TRUE,memorycare@villageatkeizerridge.com,"KEIZER CARE PROPERTIES, LLC"
VILLAGE AT KEIZER RIDGE  THE,ALF,70M350,1165 MCGEE COURT,97303,Marion,5033901300,119,TRUE,administrator@villageatkeizerridge.com,"KEIZER CARE PROPERTIES, LLC"
VILLAGE AT VALLEY VIEW,RCF,50R450,1071 W JACKSON ROAD,97520,Jackson,5414820888,48,TRUE,m.harris@villagevalleyview.com,"ASHLAND CARE ASSOCIATES, LLC"
VINEYARD HEIGHTS A L & RETIREMENT COTTAGES,ALF,70A267,345 SW HILL ROAD,97128,Yamhill,5034351000,96,TRUE,administrator@vineyardheightsassistedliving.com,LSREF GOLDEN OPS 26 (OR) LLC
WALLOWA VALLEY SENIOR LIVING,ALF,70A322,605 MEDICAL PARKWAY,97828,Wallowa,5414265311,19,TRUE,executivedirector@wvseniorliving.com,WALLOWA COUNTY HEALTH CARE DISTRICT
WALLOWA VALLEY SR LIVING MEMORY CARE,RCF,50R391,605 MEDICAL PARKWAY,97828,Wallowa,5414265311,10,TRUE,jolson@wvseniorliving.com,WALLOWA COUNTY HEALTH CARE DISTRICT
WASHINGTON GARDENS MEMORY CARE,RCF,50R382,9000 SW 91ST AVENUE,97223,Washington,5034454363,48,TRUE,administrator@washingtongardensmemorycare.com,"TIGARD MEMORY ASSOCIATES, LLC"
WATERFORD GRAND ASSISTED LIVING,ALF,70A233,600 WATERFORD WAY,97401,Lane,5416363329,101,FALSE,charityb@cascadeliving.com,"CASCADE LIVING GROUP MANAGEMENT, LLC"
WATERFORD GRAND MEMORY CARE,RCF,50R411,600 WATERFORD WAY,97401,Lane,5416363329,64,FALSE,melissak@cascadeliving.com,"CASCADE LIVING GROUP MANAGEMENT, LLC"
WATERHOUSE RIDGE MEMORY CARE COMMUNITY,RCF,50R433,1115 NW 158TH AVENUE,97006,Washington,5037470648,68,TRUE,DEnlow@waterhouseridge.com,"WATERHOUSE RIDGE MEMORY CARE, LLC"
WAVERLY PLACE ASSISTED LIVING,ALF,70A333,2853 SE SALEM AVE,97321,Linn,5417047789,71,TRUE,administrator@waverlyplacealc.com,"WAVERLY ASSISTED LIVING, LLC"
WAVERLY PLACE MEMORY CARE,RCF,50R456,2853 SE SALEM AVE,97321,Linn,5417047789,20,TRUE,administrator@waverlyplacealc.com,"WAVERLY ASSISTED LIVING, LLC"
WEATHERLY COURT MEMORY CARE  THE,RCF,50R487,2184 POPLAR DRIVE,97504,Jackson,4582262300,49,FALSE,wced@fieldsseniorliving.com,"FIELDS WEATHERLY COURT, LLC"
WEATHERLY COURT  THE,ALF,70A344,2184 POPLAR DRIVE,97504,Jackson,4582262300,48,FALSE,wced@fieldsseniorliving.com,"FIELDS WEATHERLY COURT, LLC"
WELLSPRINGS ALF,ALF,70A102,2104 W IDAHO,97914,Malheur,5418893020,38,TRUE,marlene.tinoco@wellspringsliving.com,"WELLSPRINGS OPERATIONS, LLC"
WEST HILLS VILLAGE SENIOR RESIDENCE,RCF,50R121,5711 SW MULTNOMAH BLVD,97219,Multnomah,5032457621,150,FALSE,lindsay.schroeder@westhillssenior.com,WEST HILLS VILLAGE LIMITED PARTNERSHIP
WEST WIND COURT,RCF,50R285,465 4TH ST SW,97411,Coos,5413479497,14,TRUE,dpalmer.1@hotmail.com,WEST WIND COURT CORPORATION
WEST WIND ECU,RCF,50R326,3130 JUANIPERO ST,97504,Jackson,5418570700,16,TRUE,ktrompeter@sapphiremedford.com,"SAPPHIRE AT WEST WIND, LLC"
WHITEWOOD GARDENS,RCF,50R392,2027 SE 174TH AVE,97233,Multnomah,5035221765,39,TRUE,j.koch@whitewoodgardens.com,WHITEWOOD GROUP LLC
WILDFLOWER LODGE,RCF,5MA266,508 16TH ST,97850,Union,5416631200,30,TRUE,mvega@seniorlifestyle.com,"LSREF GOLDEN OPS 14 (OR), LLC"
WILDFLOWER LODGE ASSISTED LIVING COMMUNITY,ALF,70M256,508 16TH STREET,97850,Union,5416631200,55,TRUE,cbolen@seniorlifestyle.com,"LSREF GOLDEN OPS 14 (OR), LLC"
WILEY CREEK COMMUNITY,ALF,70A103,5050 MOUNTAIN FIR STREET,97386,Linn,5413671800,60,TRUE,thenry@samhealth.org,MID-VALLEY HEALTHCARE
WILLAMETTE LUTHERAN RETIREMENT COMMUNITY,RCF,50R200,7693 WHEATLAND RD,97303,Marion,5033931491,22,FALSE,eric@willamettelutheran.com,
WILLAMETTE MANOR  INC,ALF,70M104,176 WEST C STREET,97355,Linn,5412588178,46,TRUE,willamettemanor@yahoo.com,
WILLAMETTE SPRINGS MEMORY CARE,RCF,50M436,6000 SW MOSAIC DRIVE,97333,Benton,5414979707,72,TRUE,ed@willamettesprings.com,"CORVALLIS MEMORY CARE, LLC"
WILLAMETTE VIEW MEMORY CARE COMMUNITY,RCF,50R271,13145 SE RIVER ROAD,97222,Clackamas,5036526200,21,FALSE,matth@willametteview.org,
WILLAMETTE VIEW NEIGHBORHOODS,ALF,70A259,13145 SE RIVER ROAD,97222,Clackamas,5036526200,50,FALSE,matth@willametteview.org,"WILLAMETTE VIEW, INC."
WILLAMETTE VIEW TERRACE,RCF,50R229,13169 SE RIVER ROAD,97222,Clackamas,5036526798,47,FALSE,matth@willametteview.org,"WILLAMETTE VIEW, INC."
WILLOW CREEK TERRACE,ALF,70A283,400 FRANK GILLIAM DR,97836,Morrow,5416760004,18,TRUE,wctalf@mocohd.org,WILLOW CREEK VALLEY ASSISTED LIVING CORP.
WILLOW PLACE,ALF,70M043,1307 N COLLEGE,97132,Yamhill,5035379100,30,TRUE,director@willowplace.net,"NEWBERG ALF, LLC"
WILLSON HOUSE RESIDENTIAL CARE FACILITY,RCF,50R125,1625 CENTER ST NE,97301,Marion,5035856511,60,TRUE,tabbyb@willsonhouse.org,WILLSON HOUSE
WINDSONG AT EOLA HILLS,RCF,50R415,2030 WALLACE ROAD NW,97304,Polk,5039124551,64,TRUE,hgolden@windsongmemorycare.com,WEST SALEM MEMORY CARE
WOODLAND HEIGHTS ASSISTED LIVING,ALF,70M255,9355 SW MCDONALD STREET,97223,Washington,5036849696,55,TRUE,woodlandheightsassistedliving@gmail.com,
