Facility Name,State Facility Type 1 Literal,Facility ID,Address,Zip Code,County,Phone Number,Capacity,Email Address,Licensee,Date Accessed,State
Prestige Senior Living Arbor Place Memory Care,RESIDENTIAL CARE FACILITY,50R323,3150 JUANIPERO WAY,97504,Jackson,5417735380,18,isabel.padrona@prestigecare.com,CHP MEDFORD-ARBOR PLACE OR TENANT CORP,7/6/21,OR
Prestige Senior Living Beaverton Hills,ASSISTED LIVING FACILITY,70M243,4525 SW 99TH AVE,97005,Washington,5035201350,75,sjimerson@prestigecare.com,CHP BEAVERTON OR TENANT CORP.,7/6/21,OR
Prestige Senior Living Five Rivers,ASSISTED LIVING FACILITY,70A279,3500 12TH STREET,97141,Tillamook,5038420918,82,gengee.ramirez@prestigecare.com,CHP TILLAMOOK-FIVE RIVERS OR TENANT CORP,7/6/21,OR
Prestige Senior Living High Desert,ASSISTED LIVING FACILITY,70A289,2660 NE MARY ROSE PLACE,97701,Deschutes,5413122003,75,kristy.wilson@prestigecare.com,CHP BEND-HIGH DESERT OR TENANT CORP,7/6/21,OR
Prestige Senior Living Huntington Terrace,ASSISTED LIVING FACILITY,70M240,1410 NE CLEVELAND AVE,97030,Multnomah,5034651404,75,gengee.ramirez@prestigecare.com,CHP-GRESHAM-HUNTINGTON TERRACE OR TENANT CORP,7/6/21,OR
Prestige Senior Living Orchard Heights,ASSISTED LIVING FACILITY,70A277,695 ORCHARD HEIGHTS RD NW,97304,Polk,5035669052,67,sstuart@prestigecare.com,CHP SALEM-ORCHARD HEIGHTS OR TENANT CORP,7/6/21,OR
Prestige Senior Living Orchard Heights Memory Care,RESIDENTIAL CARE FACILITY,50R297,695 ORCHARD HEIGHTS RD NW,97304,Polk,5035669052,18,shaena.myers@prestigecare.com,CHP SALEM-ORCHARD HEIGHTS OR TENANT CORP.,7/6/21,OR
Prestige Senior Living Riverwood,ASSISTED LIVING FACILITY,70M211,18321 SW PACIFIC HWY,97062,Washington,5039259310,74,michelle.eske@prestigecare.com,CHP TUALATIN-RIVERWOOD OR TENANT CORP,7/6/21,OR
Prestige Senior Living Southern Hills,ASSISTED LIVING FACILITY,70A260,4795 SKYLINE RD S,97306,Marion,5033787499,72,carolyn.creighton@prestigecare.com,CHP SALEM-SOUTHERN HILLS OR TENANT CORP,7/6/21,OR
Prestige Senior Living West Hills,ASSISTED LIVING FACILITY,70A281,5595 SW WEST HILLS RD,97333,Benton,5417537136,72,traivs.rice@prestigecare.com,"CHP-CORVALLIS-WEST HILLS OR TENANT, INC.",7/6/21,OR
Princeton Village Assisted Living Community,ASSISTED LIVING FACILITY,70M213,14370 SE OREGON TRAIL DRIVE,97015,Clackamas,5035581215,68,administrator@princetonvillageassistedliving.com,WELLTOWER TENANT GROUP LLC,7/6/21,OR
Providence Benedictine Orchard House,ASSISTED LIVING FACILITY,70M205,550 S MAIN ST,97362,Marion,5038452544,54,deana.wentworth@providence.org,PROVIDENCE HEALTH & SERVICES-OREGON,7/6/21,OR
Providence Brookside Manor,ASSISTED LIVING FACILITY,70A249,1550 BROOKSIDE DR,97031,Hood River,5413876370,20,jamie.hanshaw@providence.org,PROVIDENCE HEALTH & SERVICES-OREGON,7/6/21,OR
Providence Brookside Memory Care,RESIDENTIAL CARE FACILITY,50A262,1550 BROOKSIDE DR,97031,Hood River,5413876370,24,jamie.hanshaw@providence.org,PROVIDENCE HEALTH & SERVICES-OREGON,7/6/21,OR
Providence Elderplace In Cully,RESIDENTIAL CARE FACILITY,50R321,5119 NE 57TH AVE,97218,Multnomah,5032158050,42,john.donahue@providence.org,PROVIDENCE HEALTH & SERVICES-OREGON,7/6/21,OR
Providence Elderplace In Glendoveer,RESIDENTIAL CARE FACILITY,5MA043,13007 NE GLISAN ST,97230,Multnomah,5032157850,102,nancy.ferris@providence.org,PROVIDENCE HEALTH & SERVICES-OREGON,7/6/21,OR
Providence Elderplace In Irvington Village,ASSISTED LIVING FACILITY,70A271,420 NE MASON,97212,Multnomah,5035469292,130,john.donahue@providence.org,PROVIDENCE HEALTH & SERVICES-OREGON,7/6/21,OR
Quail Crest Memory Care,RESIDENTIAL CARE FACILITY,5MA243,2630 LONE OAK WAY,97404,Lane,5416075025,80,robertm@quailparkeugene.com,"QUAIL CREST HOLDINGS, LLC",7/6/21,OR
Quail Run Assisted Living,ASSISTED LIVING FACILITY,70M074,2525 47TH AVE SE,97321,Linn,5419281122,137,marshab@mennonitevillage.org,,7/6/21,OR
Rackleff Place,ASSISTED LIVING FACILITY,70A075,655 SW 13TH AVE,97013,Clackamas,5032669555,29,director@rackleffplace.net,"CANBY ALF, LLC",7/6/21,OR
Raleigh Hills Assisted Living,ASSISTED LIVING FACILITY,70A268,4815 SW DOGWOOD LANE,97225,Washington,5032973200,90,lynda@rhliving.com,RALEIGH HILLS ASSISTED LIVING L.L.C.,7/6/21,OR
Raleigh Hills Enhanced Care,RESIDENTIAL CARE FACILITY,50R287,4815 SW DOGWOOD LANE,97225,Washington,5032973200,21,yesica@rhliving.com,RALEIGH HILLS ASSISTED LIVING L.L.C.,7/6/21,OR
Rawlin At Riverbend  The,RESIDENTIAL CARE FACILITY,50R445,3491 GAME FARM ROAD,97477,Lane,5415156032,72,nnelson@therawlin.com,"RIVERBEND MEMORY CARE COMMUNITY, LLC",7/6/21,OR
Redwood Heights Ret & Al Community,ASSISTED LIVING FACILITY,70A076,4050 12TH ST CUTOFF SE,97302,Marion,5035400822,95,administrator@redwoodheightsseniorliving.com,WELLTOWER TENANT GROUP LLC,7/6/21,OR
Redwood Terrace,ASSISTED LIVING FACILITY,70M220,3111 CANAL AVENUE,97527,Josephine,5414719543,49,redwoodterrace1@redwoodterrace.net,"OREGON HEIGHTS, LLC",7/6/21,OR
Reflections Memory Care,RESIDENTIAL CARE FACILITY,50R298,2480 CORAL AVE NE,97305,Marion,5033625885,16,michele@sweetbyenbye.com,"THE SWEET BYE N BYE, INC",7/6/21,OR
Regency Park Alzheimer'S Care,RESIDENTIAL CARE FACILITY,50A070,8300 SW BARNES RD,97225,Washington,5032928444,49,taraa@cascadeliving.com,"CASCADE LIVING GROUP MANAGEMENT, LLC",7/6/21,OR
Regency Park Assisted Living,ASSISTED LIVING FACILITY,70M077,8300 SW BARNES RD,97225,Washington,5032928444,118,amandas@cascadeliving.com,"CASCADE LIVING GROUP MANAGEMENT, LLC",7/6/21,OR
Regency Park Place At Corvallis,ASSISTED LIVING FACILITY,70A069,2595 JACK LONDON ST,97330,Benton,5417545808,55,rlcollett@regency-pacific.com,"BD CORVALLIS I, LLC",7/6/21,OR
Regency Village At Bend,ASSISTED LIVING FACILITY,70M096,127 SE WILSON AVE,97702,Deschutes,5413173544,88,rhankey@regency-pacific.com,"BD BEND I, LLC",7/6/21,OR
Regency Village At Prineville,ASSISTED LIVING FACILITY,70A207,830 NORTH ELM ST,97754,Crook,5414163600,57,psessions@regency-pacific.com,"BD PRINEVILLE I, LLC",7/6/21,OR
Regency Village At Redmond,ASSISTED LIVING FACILITY,70M038,3000 SW 32ND ST,97756,Deschutes,5419235452,55,lwilkenfeldt@regency-pacific.com,"BD REDMOND 1, LLC",7/6/21,OR
Regency Woodland,RESIDENTIAL CARE FACILITY,50R126,4710 SUNNYSIDE RD SE,97302,Marion,5033641355,40,abowden@regency-pacific.com,"BD SALEM I, LLC",7/6/21,OR
Regent At Sheldon Park,RESIDENTIAL CARE FACILITY,50A165,2440 WILLAKENZIE ROAD,97401,Lane,5413441078,32,jennipherne@merrillgardens.com,"MG EUGENE SUBTENANT, LLC",7/6/21,OR
Regent Court Senior Living,RESIDENTIAL CARE FACILITY,50A239,400 NW ELKS DRIVE,97330,Benton,5417588000,48,jroberts@regentcourtseniorliving.com,"CSL - CORVALLIS, LLC",7/6/21,OR
Revere Court Of Portland,RESIDENTIAL CARE FACILITY,50R374,11547 NE GLISAN ST,97220,Multnomah,5032550070,40,hannah.m@chancellorhealthcare.com,"CHANCELLOR HEALTH CARE OF CALIFORNIA X, INC.",7/6/21,OR
Ridgeview Assisted Living Facility,ASSISTED LIVING FACILITY,70M253,872 GOLFVIEW DRIVE,97504,Jackson,5417792208,51,ijohansen@sapphiremedford.com,"SAPPHIRE AT RIDGEVIEW, LLC",7/6/21,OR
Rivera Mansions Rcf,RESIDENTIAL CARE FACILITY,50M429,2220 SE 174TH AVENUE,97233,Multnomah,5033332711,28,airene@riveramansions.com,"RIVERA MANSIONS, LLC",7/6/21,OR
River Grove Memory Care,RESIDENTIAL CARE FACILITY,50M132,140 GREEN LANE,97404,Lane,5414614898,60,nlarsson@rivergrovemc.com,"RIVER GROVE OPERATING COMPANY, LLC",7/6/21,OR
River Park Senior Living,ASSISTED LIVING FACILITY,70M250,1350 W MAIN ST,97378,Yamhill,5038437799,68,ed@riverparksl.com,"SHERIDAN SENIOR LIVING, LLC",7/6/21,OR
River Run Place,ASSISTED LIVING FACILITY,70M082,1155 DARLENE LANE,97401,Lane,5413388780,56,thodges@enlivant.com,"RIVER RUN AID OPCO, LLC",7/6/21,OR
Riverside Living  Inc,RESIDENTIAL CARE FACILITY,50R355,23500 NE HALSEY ST,97060,Multnomah,5033289246,16,riversidelivingadm@gmail.com,"RIVERSIDE LIVING, INC",7/6/21,OR
River Terrace Memory Care,RESIDENTIAL CARE FACILITY,50R472,950 SOUTH END RD,97045,Clackamas,5033875013,38,jeffrey.wellington@caringplaces.com,"RIVER TERRACE OPERATIONS, LLC",7/6/21,OR
Riverview Terrace,RESIDENTIAL CARE FACILITY,50R202,1970 WEST HARVARD AVENUE,97471,Douglas,5416722500,20,personalcare@riverviewterrace.com,"CROWN ONE DEVELOPMENT, LLC",7/6/21,OR
Rn Villa Senior Care,RESIDENTIAL CARE FACILITY,50R375,401 NE 139TH AVENUE,97230,Multnomah,5037196944,45,verna.johnson@avalonseniorliving.com,"RN VILLA OPCO, LLC",7/6/21,OR
Rock Of Ages Mennonite Home,RESIDENTIAL CARE FACILITY,50M103,15600 SW ROCK OF AGES ROAD,97128,Yamhill,5034726212,22,delvinz@onlinemacl.com,BIBLE MENNONITE FELLOWSHIP INC,7/6/21,OR
Rogue River Place,ASSISTED LIVING FACILITY,70M054,2437 KANE STREET,97603,Klamath,5418820440,43,ghansen@enlivant.com,"SAGE AID OPCO, LLC",7/6/21,OR
Rose Linn Vintage Place,RESIDENTIAL CARE FACILITY,50R270,2330 DEBOK ROAD,97068,Clackamas,5036550474,70,annmarie.segarra@roselinncarecenter.com,"WEST LINN CARE CENTER OPERATING COMPANY, LLC",7/6/21,OR
Rose Schnitzer Manor,ASSISTED LIVING FACILITY,70M080,6140 SW BOUNDARY ST,97221,Multnomah,5035354000,180,vivian.villegas@cedarsinaipark.org,ROBISON JEWISH HOME,7/6/21,OR
Rosewood Court Residential Care,RESIDENTIAL CARE FACILITY,50R310,4254 WEATHERS STREET NE,97301,Marion,5035854602,50,bhenderson@tierrarose.com,,7/6/21,OR
Rosewood Park Retirement & Assist Living Residence,ASSISTED LIVING FACILITY,70M081,2405 SE CENTURY BLVD,97123,Washington,5036422100,95,administrator@rosewoodpark.com,"ROSEWOOD INVESTORS GROUP, L.L.C.",7/6/21,OR
Rosewood Specialty Care,RESIDENTIAL CARE FACILITY,50R290,2550 SE CENTURY BLVD,97123,Washington,5032598999,48,administrator@rosewoodspecialtycare.com,"ROSEWOOD MASTER TENANT, LLC",7/6/21,OR
Roxy Ann Memory Community,RESIDENTIAL CARE FACILITY,50R370,2530 LONE PINE ROAD,97504,Jackson,5416087699,16,tduncan.roxyann@gmail.com,ROXY ANN MEMORY COMMUNITY,7/6/21,OR
Royal Anne Assisted Living,ASSISTED LIVING FACILITY,70A264,10610 SE CLAY STREET,97216,Multnomah,5034080404,110,cbomberry@cherrywoodvillage.net,"PAR, LLC",7/6/21,OR
Royalton Place Assisted Living,ASSISTED LIVING FACILITY,70A319,5555 SE KING RD,97222,Clackamas,5036531854,64,scottp@cascadeliving.com,"CASCADE LIVING GROUP MANAGEMENT, LLC",7/6/21,OR
Royalton Place Memory Care,RESIDENTIAL CARE FACILITY,50R383,5555 SE KING RD,97222,Clackamas,5033653185,28,esperanzau@cascadeliving.com,"CASCADE LIVING GROUP MANAGEMENT, LLC",7/6/21,OR
Russellville Park West,ASSISTED LIVING FACILITY,70A314,20 SE 103RD AVENUE,97216,Multnomah,5032545900,120,kriley@leisurecare.com,"RUSSELLVILLE III, LLC",7/6/21,OR
Russellville Park West Memory Care,RESIDENTIAL CARE FACILITY,50R360,20 SE 103RD AVENUE,97216,Multnomah,5032545900,20,salbers@leisurecare.com,"RUSSELLVILLE III, LLC",7/6/21,OR
Sea Aire Assisted Living,ASSISTED LIVING FACILITY,70A265,1882 N HWY 101,97498,Lincoln,5415475500,50,rparrish@peak.org,,7/6/21,OR
Sea View Senior Living Community,ASSISTED LIVING FACILITY,70A316,98059 GERLACH LANE,97415,Curry,5414694500,99,executivedirector@seaviewseniorliving.com,"SEA VIEW ASSISTED LIVING COMMUNITY, LLC",7/6/21,OR
Senior Haven Rcf,RESIDENTIAL CARE FACILITY,50R384,12140 SE FOSTER RD,97266,Multnomah,9712718975,50,jen@crhnorthwest.com,,7/6/21,OR
Settler'S Park Assisted Living Community,ASSISTED LIVING FACILITY,70M223,2895 17TH ST,97814,Baker,5415230200,56,jwirth@seniorlifestyle.com,LSREF GOLDEN OPS 26 (OR) LLC,7/6/21,OR
Settler'S Park Memory Care Community,RESIDENTIAL CARE FACILITY,50A226,2895 17TH ST,97814,Baker,5415230200,30,jwirth@seniorlifestyle.com,LSREF GOLDEN OPS 26 (OR) LLC,7/6/21,OR
Sheldon Park Assisted Living,ASSISTED LIVING FACILITY,70A083,2440 WILLAKENZIE ROAD,97401,Lane,5413441078,108,charisapa@merrillgardens.com,"MG EUGENE SUBTENANT, LLC",7/6/21,OR
Sherwood Pines Residential Care,RESIDENTIAL CARE FACILITY,50M264,87986 SHERWOOD ST,97487,Lane,5419350653,16,danielle@sherwoodpines.com,"EVERGREEN HILLS, INC",7/6/21,OR
Shore Pines Senior Living Community,ASSISTED LIVING FACILITY,70A263,93975 OCEAN WAY,97444,Curry,5412470333,54,ed@shorepinessl.com,"GOLD BEACH SENIOR LIVING, LLC",7/6/21,OR
Silver Creek Assisted Living,ASSISTED LIVING FACILITY,70M084,703 EVERGREEN RD,97071,Marion,5039814142,41,administrator@silvercreekal.com,"FC RANGER OPS SILVER CREEK (OR), LLC",7/6/21,OR
Silver Creek Memory Care Community,RESIDENTIAL CARE FACILITY,50R373,703 EVERGREEN RD,97071,Marion,5039814142,20,administrator@silvercreekal.com,"FC RANGER OPS SILVER CREEK (OR), LLC",7/6/21,OR
Silvia & John'S Residential,RESIDENTIAL CARE FACILITY,50R309,19909 SE STARK ST,97233,Multnomah,5036658195,16,silviajohnsrcf@gmail.com,"SILVIA'S & JOHN'S RESIDENTIAL CARE, INC.",7/6/21,OR
Skylark Assisted Living,ASSISTED LIVING FACILITY,70M085,900 SKYLARK PLACE,97520,Jackson,5415521713,87,kpeitz@missionseniorliving.net,"ASHLAND ASSISTED LIVING, LLC",7/6/21,OR
Skylark Memory Care,RESIDENTIAL CARE FACILITY,50R161,950 SKYLARK PLACE,97520,Jackson,5415520154,32,cjohnson@skylarkassistedliving.net,"ASHLAND ASSISTED LIVING, LLC",7/6/21,OR
Somerset Assisted Living,ASSISTED LIVING FACILITY,70A270,8360 CASON ROAD,97027,Clackamas,5037237868,100,april.potter@hawthornret.com,GLADSTONE ASSISTED LIVING LLC,7/6/21,OR
South Beach Manor,RESIDENTIAL CARE FACILITY,50R476,411 SE 35TH ST,97366,Lincoln,5419613237,41,cindy.benson@caringplaces.com,SOUTH BEACH MANOR LLC,7/6/21,OR
Southtowne Living Center,RESIDENTIAL CARE FACILITY,5MA106,360 W 28TH AVE,97405,Lane,5416833618,65,ed@southtownecare.com,"EUGENE SOUTHTOWNE LIVING CENTER, LLC",7/6/21,OR
Spring Meadows Assisted Living Facility,ASSISTED LIVING FACILITY,70M087,36070 PITTSBURG RD,97051,Columbia,5033970401,44,interimdirector@springmeadowsalf.org,ELDERSERV,7/6/21,OR
Springridge Court Assisted Living,ASSISTED LIVING FACILITY,70A284,32100 SW FRENCH PRAIRIE ROAD,97070,Clackamas,5036942800,85,ghallman@srg-llc.com,SPRING RIDGE SUBTENANT LLC,7/6/21,OR
Springridge Court Memory Care,RESIDENTIAL CARE FACILITY,50R303,32100 SW FRENCH PRAIRIE ROAD,97070,Clackamas,5036942800,16,ghallman@srg-llc.com,SPRING RIDGE SUBTENANT LLC,7/6/21,OR
Springs At Anna Maria  The,RESIDENTIAL CARE FACILITY,50R234,822 GOLF VIEW DRIVE,97504,Jackson,5417741822,38,mwalkup@thespringsliving.com,"HSRE-SPRINGS  III AT MEDFORD AM SUB-TRS, LLC",7/6/21,OR
Springs At Carman Oaks  The,ASSISTED LIVING FACILITY,70A012,3800 CARMAN DR,97035,Clackamas,5036364700,21,censign@thespringsliving.com,"SPRINGS CARMAN OAKS OPERATOR, LLC",7/6/21,OR
Springs At Clackamas Woods Alf,ASSISTED LIVING FACILITY,70M204,14404 SE WEBSTER RD,97267,Clackamas,5036543413,58,adudley@thespringsliving.com,"TSL CLACK OPS, LLC",7/6/21,OR
Springs At Greer Gardens  The,ASSISTED LIVING FACILITY,70A329,1282 GOOD PASTURE ISLAND ROAD,97401,Lane,5412462828,100,jfoster@thespringsliving.com,"HSRE - SPRINGS IV TRS, LLC",7/6/21,OR
Springs At Lake Oswego  The,ASSISTED LIVING FACILITY,70A342,3900 KRUSE WAY PLACE,97035,Clackamas,5036357000,97,jherinckx@thespringsliving.com,"HSRE-SPRINGS V TRS, LLC",7/6/21,OR
Springs At Mill Creek  The,ASSISTED LIVING FACILITY,70M219,1201 W 10TH STREET,97058,Wasco,5412961303,75,jbuckhannon@thespringsliving.com,"SPRINGS AT MILL CREEK OPERATOR, LLC",7/6/21,OR
Springs At Sherwood  The,ASSISTED LIVING FACILITY,70A276,15677 SW OREGON ST,97140,Washington,5036259481,69,abrown@thespringsliving.com,"SPRINGS SHERWOOD OPERATOR, LLC",7/6/21,OR
Springs At Tanasbourne,ASSISTED LIVING FACILITY,70A313,1950 NW 192ND AVE,97006,Washington,5036295500,84,vlanna@thespringsliving.com,"SPRINGS AT TANASBOURNE II, LLC",7/6/21,OR
Springs At Veranda Park  The,ASSISTED LIVING FACILITY,70A300,1641 VERANDA PARK DRIVE,97504,Jackson,5414945000,65,amines@thespringsliving.com,"HSRE-SPRINGS III AT MEDFORD VP SUB TRS, LLC",7/6/21,OR
Springs At Willowcreek  The,RESIDENTIAL CARE FACILITY,50R174,4398 GLENCOE ST NE,97301,Marion,5035814239,85,mcortez@thespringsliving.com,"LANCASTER WOODS OPERATOR, LLC",7/6/21,OR
Springs At Wilsonville  The,ASSISTED LIVING FACILITY,70A200,7600 SW VLAHOS DR,97070,Clackamas,5035829414,85,tminks@thespringsliving.com,"SPRINGS WILSONVILLE OPERATOR, LLC",7/6/21,OR
Spring Valley Assisted Living,ASSISTED LIVING FACILITY,70M088,770 HARLOW RD,97477,Lane,5417442116,63,tracyn@cascadeliving.com,"CASCADE LIVING GROUP- OREGON, LLC",7/6/21,OR
Spruce Point Assisted Living,ASSISTED LIVING FACILITY,70M089,375 9TH ST,97439,Lane,5419976111,72,mlawrence@spruce-point.com,"SPRUCE POINT, INC",7/6/21,OR
Spruce Point Memory Care,RESIDENTIAL CARE FACILITY,50R359,375 9TH STREET,97439,Lane,5419027945,25,hbernard@spruce-point.com,"SPRUCE POINT, INC",7/6/21,OR
Stafford Assisted Living Facility  The,ASSISTED LIVING FACILITY,70A310,1200 OVERLOOK DR,97034,Clackamas,5036364589,16,tgdolliver@avamere.com,,7/6/21,OR
St Andrews Memory Care,RESIDENTIAL CARE FACILITY,5MA107,7617 SE MAIN ST,97215,Multnomah,5032577946,85,ed.standrews@pacificaseniorliving.com,"PACIFICA SENIOR LIVING, LLC",7/6/21,OR
St Anthony Village,ASSISTED LIVING FACILITY,7MU215,3560 SE 79TH AVENUE,97206,Multnomah,5037754414,126,ecalise@villageenterprises.org,ST ANTHONY VILLAGE ASSOCIATES LP,7/6/21,OR
Stoneybrook Assisted Living,ASSISTED LIVING FACILITY,70A274,4650 SW HOLLYHOCK CIRCLE,97333,Benton,5417582026,95,stephanie.deatherage@hawthornret.com,"CORVALLIS ASSISTED LIVING OPCO, LLC",7/6/21,OR
Suites Assisted Living Community  The,ASSISTED LIVING FACILITY,70M101,1301 SE PARKDALE DRIVE,97527,Josephine,5419559115,75,administrator@thesuitesassistedliving.com,LSREF GOLDEN OPS 26 (OR) LLC,7/6/21,OR
Suites Memory Care Community  The,RESIDENTIAL CARE FACILITY,50R462,1301 SE PARKDALE DR,97527,Josephine,5419559115,28,memorycare@thesuitesassistedliving.com,LSREF GOLDEN OPS 26 (OR) LLC,7/6/21,OR
Summerplace Assisted Living Community,ASSISTED LIVING FACILITY,70M006,15727 NE RUSSELL ST,97230,Multnomah,5032529361,96,stacey.terry@prestigecare.com,"SUMMERVENT, LLC",7/6/21,OR
Summit Springs Village Alf,ASSISTED LIVING FACILITY,70M091,133 S CHURCH STREET,97823,Gilliam,5413842101,38,ed.summit.springs@gmail.com,SUMMIT SPRINGS VILLAGE CORPORATION,7/6/21,OR
Summit Springs Village Mcu,RESIDENTIAL CARE FACILITY,50R364,120 S CHURCH ST,97823,Gilliam,5413842101,8,aprilholm@gmail.com,SUMMIT SPRINGS VILLAGE CORPORATION,7/6/21,OR
Suncrest Place,ASSISTED LIVING FACILITY,70M045,300 SUNCREST ROAD,97540,Jackson,5415129474,40,tselby@enlivant.com,"JACKSON AID OPCO, LLC",7/6/21,OR
Sunnyside Meadows,RESIDENTIAL CARE FACILITY,50R443,12195 SE 117TH AVENUE,97086,Clackamas,5035636734,72,jessica@sunnysidemeadows.com,"OREGON MC OPERATIONS, LLC",7/6/21,OR
Sunset Estates,RESIDENTIAL CARE FACILITY,50R412,281 SUNSET DRIVE,97914,Malheur,5418891115,16,sunsetestatesontario@gmail.com,"CARE 3, LLC",7/6/21,OR
Sun Terrace Hermiston,ASSISTED LIVING FACILITY,70M248,1550 NW 11TH ST,97838,Umatilla,5415642595,97,jcicero@regency-pacific.com,"CLAY, DAVIS, STROUD - OREGON, LLC",7/6/21,OR
Suttle Care & Retirement  Inc,RESIDENTIAL CARE FACILITY,50R273,1601 SW 24TH ST,97801,Umatilla,5412780174,27,suttlecare@uci.net,"SUTTLE CARE & RETIREMENT, INC.",7/6/21,OR
Suzanne Elise Assisted Living,ASSISTED LIVING FACILITY,70M092,101 FOREST DRIVE,97138,Clatsop,5037380307,90,pbaldridge@avamere.com,"FOREST DRIVE OPERATIONS, LLC",7/6/21,OR
Sweetbriar Villa,RESIDENTIAL CARE FACILITY,50R108,6135 E ST,97478,Lane,5412250200,39,bharris@sweetbriarvilla.com,"RSL SPRINGFIELD, LLC",7/6/21,OR
Sweet Bye N Bye Memory Care Facilities,RESIDENTIAL CARE FACILITY,50M268,2850 EVERGREEN AVE NE,97301,Marion,5035665876,30,yori@sweetbyenbye.com,"THE SWEET BYE N BYE, INC",7/6/21,OR
Sweet Bye N Bye Memory Care - West,RESIDENTIAL CARE FACILITY,50R395,2855 EVERGREEN AVE NE,97301,Marion,5033397540,28,allie@sweetbyenbye.com,"THE SWEET BYE N BYE, INC",7/6/21,OR
Sweet Home Rcf,RESIDENTIAL CARE FACILITY,50R493,950 NANDINA ST,97386,Linn,5034462877,18,bguthrie@sweethomercf.com,,7/6/21,OR
Table Rock Memory Care Community,RESIDENTIAL CARE FACILITY,50R379,2636 TABLE ROCK RD,97504,Jackson,5417793368,84,administrator@tablerockseniorliving.com,"FERN GARDENS MEMORY CARE, LLC",7/6/21,OR
Tabor Crest Ii Memory Care,RESIDENTIAL CARE FACILITY,50M434,16050 NE HALSEY STREET,97230,Multnomah,5032546003,30,imelda@voorhiesandassociates.net,"TABOR CREST OPCO II, LLC",7/6/21,OR
Tabor Crest Residential Care,RESIDENTIAL CARE FACILITY,50M109,7430 SE DIVISION ST,97206,Multnomah,5037718058,30,lacra.radulescu@avalonseniorliving.com,"TABOR CREST OPCO I, LLC",7/6/21,OR
Taft Home,RESIDENTIAL CARE FACILITY,50M110,1337 SW WASHINGTON ST,97205,Multnomah,5032232144,70,assistantdirector@tafthome.org,,7/6/21,OR
Tanner Spring Assisted Living,ASSISTED LIVING FACILITY,70M093,23000 HORIZON DR,97068,Clackamas,5036554373,72,srupp@cadencesl.com,"DC WEST LINN OWNER, LLC",7/6/21,OR
Tanner Spring Memory Care,RESIDENTIAL CARE FACILITY,50R366,23000 HORIZON DRIVE,97068,Clackamas,5036554373,52,jsoderquist@tannerspringalf.com,"DC WEST LINN OWNER, LLC",7/6/21,OR
Terrace At Hillside Assisted Living,ASSISTED LIVING FACILITY,70A262,440 NW HILLSIDE PARK WAY,97128,Yamhill,5034729534,68,twoodal3@brookdale.com,"BKD HILLSIDE OPCO, LLC",7/6/21,OR
Terrace At Laurelhurst Village  The,ASSISTED LIVING FACILITY,70A209,3120 SE STARK,97214,Multnomah,5035354930,64,jhernandez1@avamere.com,"LAURELHURST OPERATIONS, LLC",7/6/21,OR
Terwilliger Plaza Metcalf Unit,RESIDENTIAL CARE FACILITY,50M157,2545 SW TERWILLIGER BLVD,97201,Multnomah,5032994243,29,hlucas@terwilligerplaza.com,,7/6/21,OR
Terwilliger Terrace Alf,ASSISTED LIVING FACILITY,70A246,2425 SW 6TH AVENUE,97201,Multnomah,5032994911,64,hlucas@terwilligerplaza.com,,7/6/21,OR
Thanksgiving House,RESIDENTIAL CARE FACILITY,50R386,184 N 2ND ST,97051,Columbia,5033661233,7,thanksgivinghouse@yahoo.com,"MOLDEN, CECILE",7/6/21,OR
Timberhill Place,ASSISTED LIVING FACILITY,70A097,989 NW SPRUCE AVE,97330,Benton,5417531488,70,tmbrpl@proaxis.com,,7/6/21,OR
Timber Pointe Senior Living,ASSISTED LIVING FACILITY,70A299,4865 MAIN STREET,97478,Lane,5412842865,150,ttucker@timberpointesl.com,"CSL - SPRINGFIELD I, LLC",7/6/21,OR
Timber Town Living,RESIDENTIAL CARE FACILITY,50R457,1116 W CENTRAL AVENUE,97479,Douglas,5413154500,47,rfugate@timbertownliving.com,,7/6/21,OR
Timberwood Court Specialty Cc,RESIDENTIAL CARE FACILITY,50R302,2875 SE 14TH AVE,97321,Linn,5419679700,48,administrator@timerwoodcourt.com,LSREF GOLDEN OPS 26 (OR) LLC,7/6/21,OR
Touchmark At Mt Bachelor Village,RESIDENTIAL CARE FACILITY,50R349,19800 SW TOUCHMARK WAY,97702,Deschutes,5413831414,95,kristine.ruud@touchmark.com,"TOUCHMARK AT MT BACHELOR VILLAGE, LLC",7/6/21,OR
Touchmark In The West Hills,RESIDENTIAL CARE FACILITY,50R461,840 SW TOUCHMARK WAY,97225,Washington,5039541640,155,elizabeth.moore@touchmark.com,,7/6/21,OR
Touch Of Grace  A,RESIDENTIAL CARE FACILITY,50R307,2156 BROOKHURST STREET,97504,Jackson,5417791159,13,jbags1960@yahoo.com,"A TOUCH OF GRACE, LLC",7/6/21,OR
Tsl Elderhealth And Living Memory Village,RESIDENTIAL CARE FACILITY,5ME119,382-B SOUTH 58TH ST,97478,Lane,5417474858,95,ahughey@elderhealthandliving.com,"TSL SPRINGFIELD OPERATING, LLC",7/6/21,OR
Turner Retirement Homes,RESIDENTIAL CARE FACILITY,50R115,5405 BOISE ST SE,97392,Marion,5037432490,48,gary@trhomes.org,"TURNER RETIREMENT HOMES, INC.",7/6/21,OR
Valley View Memory Care Community,RESIDENTIAL CARE FACILITY,50R394,112 NW VALLEY VIEW DR,97845,Grant,5415753533,10,stephanie@valleyviewliving.net,,7/6/21,OR
