State,FIPS,County,Population (2010),Latitude,Longitude
MN,27143,Sibley,"15,226",+44.575734°,–94.230123°
MN,27145,Stearns,"150,642",+45.555235°,–94.610482°
MN,27147,Steele,"36,576",+44.015261°,–93.220453°
MN,27149,Stevens,"9,726",+45.593461°,–95.992315°
MN,27151,Swift,"9,783",+45.275450°,–95.690398°
MN,27153,Todd,"24,895",+46.066569°,–94.900576°
MN,27155,Traverse,"3,558",+45.769840°,–96.475049°
MN,27157,Wabasha,"21,676",+44.289693°,–92.233341°
MN,27159,Wadena,"13,843",+46.586784°,–94.988331°
MN,27161,Waseca,"19,136",+44.018460°,–93.589844°
MN,27163,Washington,"238,136",+45.037929°,–92.890117°
MN,27165,Watonwan,"11,211",+43.978366°,–94.614128°
MN,27167,Wilkin,"6,576",+46.362335°,–96.476657°
MN,27169,Winona,"51,461",+43.982268°,–91.776708°
MN,27171,Wright,"124,700",+45.175091°,–93.966397°
MN,27173,Yellow Medicine,"10,438",+44.715736°,–95.862756°
MS,28001,Adams,"32,297",+31.486218°,–91.351781°
MS,28003,Alcorn,"37,057",+34.886648°,–88.581014°
MS,28005,Amite,"13,131",+31.203933°,–90.795542°
MS,28007,Attala,"19,564",+33.090470°,–89.588622°
MS,28009,Benton,"8,729",+34.810773°,–89.200029°
MS,28011,Bolivar,"34,145",+33.799278°,–90.884476°
MS,28013,Calhoun,"14,962",+33.936634°,–89.337114°
MS,28015,Carroll,"10,597",+33.440795°,–89.918887°
MS,28017,Chickasaw,"17,392",+33.921654°,–88.945808°
MS,28019,Choctaw,"8,547",+33.345964°,–89.251332°
MS,28021,Claiborne,"9,604",+31.972810°,–90.915424°
MS,28023,Clarke,"16,732",+32.048448°,–88.685964°
MS,28025,Clay,"20,634",+33.661734°,–88.783326°
MS,28027,Coahoma,"26,151",+34.228670°,–90.603165°
MS,28029,Copiah,"29,449",+31.866915°,–90.448758°
MS,28031,Covington,"19,568",+31.633331°,–89.548897°
MS,28033,DeSoto,"161,252",+34.874266°,–89.993240°
MS,28035,Forrest,"74,934",+31.188580°,–89.259447°
MS,28037,Franklin,"8,118",+31.477798°,–90.895884°
MS,28039,George,"22,578",+30.855431°,–88.642268°
MS,28041,Greene,"14,400",+31.212846°,–88.634811°
MS,28043,Grenada,"21,906",+33.770031°,–89.802740°
MS,28045,Hancock,"43,929",+30.391437°,–89.479850°
MS,28047,Harrison,"187,105",+30.416536°,–89.083376°
MS,28049,Hinds,"245,285",+32.267924°,–90.465900°
MS,28051,Holmes,"19,198",+33.125942°,–90.091197°
MS,28053,Humphreys,"9,375",+33.132978°,–90.523911°
MS,28055,Issaquena,"1,406",+32.754977°,–90.988552°
MS,28057,Itawamba,"23,401",+34.281075°,–88.363127°
MS,28059,Jackson,"139,668",+30.458491°,–88.619991°
MS,28061,Jasper,"17,062",+32.016989°,–89.119430°
MS,28063,Jefferson,"7,726",+31.733633°,–91.043878°
MS,28065,Jefferson Davis,"12,487",+31.564734°,–89.826626°
MS,28067,Jones,"67,761",+31.621044°,–89.167262°
MS,28069,Kemper,"10,456",+32.750136°,–88.625631°
MS,28071,Lafayette,"47,351",+34.349298°,–89.485903°
MS,28073,Lamar,"55,658",+31.197135°,–89.514952°
MS,28075,Lauderdale,"80,261",+32.403998°,–88.660449°
MS,28077,Lawrence,"12,929",+31.550009°,–90.107530°
MS,28079,Leake,"23,805",+32.753268°,–89.522568°
MS,28081,Lee,"82,910",+34.288965°,–88.680887°
MS,28083,Leflore,"32,317",+33.549790°,–90.294934°
MS,28085,Lincoln,"34,869",+31.535216°,–90.453566°
MS,28087,Lowndes,"59,779",+33.471424°,–88.439723°
MS,28089,Madison,"95,203",+32.634370°,–90.034160°
MS,28091,Marion,"27,088",+31.230126°,–89.821736°
MS,28093,Marshall,"37,144",+34.766190°,–89.504231°
MS,28095,Monroe,"36,989",+33.890030°,–88.485038°
MS,28097,Montgomery,"10,925",+33.500714°,–89.639625°
MS,28099,Neshoba,"29,676",+32.752518°,–89.119274°
MS,28101,Newton,"21,720",+32.401970°,–89.118412°
MS,28103,Noxubee,"11,545",+33.106270°,–88.565787°
MS,28105,Oktibbeha,"47,671",+33.422313°,–88.876151°
MS,28107,Panola,"34,707",+34.365205°,–89.963065°
MS,28109,Pearl River,"55,834",+30.773791°,–89.586832°
MS,28111,Perry,"12,250",+31.169307°,–88.988755°
MS,28113,Pike,"40,404",+31.177517°,–90.397725°
MS,28115,Pontotoc,"29,957",+34.227081°,–89.037239°
MS,28117,Prentiss,"25,276",+34.620866°,–88.522240°
MS,28119,Quitman,"8,223",+34.252640°,–90.290525°
MS,28121,Rankin,"141,617",+32.262057°,–89.946552°
MS,28123,Scott,"28,264",+32.427127°,–89.533209°
MS,28125,Sharkey,"4,916",+32.892490°,–90.827388°
MS,28127,Simpson,"27,503",+31.902503°,–89.917707°
MS,28129,Smith,"16,491",+32.019034°,–89.494973°
MS,28131,Stone,"17,786",+30.790184°,–89.112297°
MS,28133,Sunflower,"29,450",+33.605529°,–90.595090°
MS,28135,Tallahatchie,"15,378",+33.955891°,–90.172833°
MS,28137,Tate,"28,886",+34.649553°,–89.943105°
MS,28139,Tippah,"22,232",+34.763618°,–88.918819°
MS,28141,Tishomingo,"19,593",+34.737699°,–88.236067°
MS,28143,Tunica,"10,778",+34.652201°,–90.371770°
MS,28145,Union,"27,134",+34.489101°,–89.002300°
MS,28147,Walthall,"15,443",+31.164492°,–90.103431°
MS,28149,Warren,"48,773",+32.357005°,–90.851791°
MS,28151,Washington,"51,137",+33.273131°,–90.944430°
MS,28153,Wayne,"20,747",+31.644760°,–88.682057°
MS,28155,Webster,"10,253",+33.612048°,–89.283836°
MS,28157,Wilkinson,"9,878",+31.160249°,–91.325567°
MS,28159,Winston,"19,198",+33.078724°,–89.037391°
MS,28161,Yalobusha,"12,678",+34.030669°,–89.703793°
MS,28163,Yazoo,"28,065",+32.765675°,–90.387928°
MO,29001,Adair,"25,607",+40.190666°,–92.603592°
MO,29003,Andrew,"17,291",+39.988863°,–94.803551°
MO,29005,Atchison,"5,685",+40.431846°,–95.437555°
MO,29007,Audrain,"25,529",+39.214480°,–91.843415°
MO,29009,Barry,"35,597",+36.699378°,–93.834326°
MO,29011,Barton,"12,402",+37.500799°,–94.344089°
MO,29013,Bates,"17,049",+38.257217°,–94.339246°
MO,29015,Benton,"19,056",+38.301036°,–93.287942°
MO,29017,Bollinger,"12,363",+37.318349°,–90.024601°
MO,29019,Boone,"162,642",+38.989657°,–92.310779°
MO,29021,Buchanan,"89,201",+39.660370°,–94.808173°
MO,29023,Butler,"42,794",+36.715180°,–90.403130°
MO,29025,Caldwell,"9,424",+39.658998°,–93.979179°
MO,29027,Callaway,"44,332",+38.835966°,–91.924089°
MO,29029,Camden,"44,002",+38.031995°,–92.765138°
MO,29031,Cape Girardeau,"75,674",+37.383882°,–89.684908°
MO,29033,Carroll,"9,295",+39.427375°,–93.500227°
MO,29035,Carter,"6,265",+36.944783°,–90.945626°
MO,29037,Cass,"99,478",+38.647159°,–94.354242°
MO,29039,Cedar,"13,982",+37.733655°,–93.850014°
MO,29041,Chariton,"7,831",+39.517969°,–92.961621°
MO,29043,Christian,"77,422",+36.969739°,–93.187614°
MO,29045,Clark,"7,139",+40.407275°,–91.729472°
MO,29047,Clay,"221,939",+39.315551°,–94.421502°
MO,29049,Clinton,"20,743",+39.608723°,–94.395803°
MO,29051,Cole,"75,990",+38.506847°,–92.271404°
MO,29053,Cooper,"17,601",+38.845386°,–92.812323°
MO,29055,Crawford,"24,696",+37.966561°,–91.313933°
MO,29057,Dade,"7,883",+37.432350°,–93.854878°
MO,29059,Dallas,"16,777",+37.683583°,–93.033812°
MO,29061,Daviess,"8,433",+39.962839°,–93.970053°
MO,29063,DeKalb,"12,892",+39.894665°,–94.407190°
MO,29065,Dent,"15,657",+37.603250°,–91.495916°
MO,29067,Douglas,"13,684",+36.946517°,–92.515892°
MO,29069,Dunklin,"31,953",+36.153025°,–90.062254°
MO,29071,Franklin,"101,492",+38.408313°,–91.073410°
MO,29073,Gasconade,"15,222",+38.441183°,–91.505780°
MO,29075,Gentry,"6,738",+40.209379°,–94.404110°
MO,29077,Greene,"275,174",+37.258196°,–93.340641°
MO,29079,Grundy,"10,261",+40.112541°,–93.565054°
MO,29081,Harrison,"8,957",+40.345620°,–93.992582°
MO,29083,Henry,"22,272",+38.386491°,–93.792628°
MO,29085,Hickory,"9,627",+37.936700°,–93.322835°
MO,29087,Holt,"4,912",+40.095724°,–95.219072°
MO,29089,Howard,"10,144",+39.143365°,–92.695926°
MO,29091,Howell,"40,400",+36.774369°,–91.887368°
MO,29093,Iron,"10,630",+37.625960°,–90.699627°
MO,29095,Jackson,"674,158",+39.007233°,–94.342507°
MO,29097,Jasper,"117,404",+37.200865°,–94.338869°
MO,29099,Jefferson,"218,733",+38.257414°,–90.543138°
MO,29101,Johnson,"52,595",+38.745880°,–93.805999°
MO,29103,Knox,"4,131",+40.136776°,–92.146809°
MO,29105,Laclede,"35,571",+37.659690°,–92.594832°
MO,29107,Lafayette,"33,381",+39.068705°,–93.802639°
MO,29109,Lawrence,"38,634",+37.106135°,–93.833262°
MO,29111,Lewis,"10,211",+40.084559°,–91.728803°
MO,29113,Lincoln,"52,566",+39.058568°,–90.957771°
MO,29115,Linn,"12,761",+39.864440°,–93.108019°
MO,29117,Livingston,"15,195",+39.778587°,–93.548201°
MO,29119,McDonald,"23,083",+36.630218°,–94.343956°
MO,29121,Macon,"15,566",+39.829795°,–92.564340°
MO,29123,Madison,"12,226",+37.473235°,–90.345453°
MO,29125,Maries,"9,176",+38.162615°,–91.923601°
MO,29127,Marion,"28,781",+39.807538°,–91.635379°
MO,29129,Mercer,"3,785",+40.421414°,–93.567631°
MO,29131,Miller,"24,748",+38.216720°,–92.429871°
MO,29133,Mississippi,"14,358",+36.826264°,–89.295929°
MO,29135,Moniteau,"15,607",+38.633037°,–92.583642°
MO,29137,Monroe,"8,840",+39.498270°,–92.006458°
MO,29139,Montgomery,"12,236",+38.935162°,–91.465437°
MO,29141,Morgan,"20,565",+38.420807°,–92.874835°
MO,29143,New Madrid,"18,956",+36.594261°,–89.655949°
MO,29145,Newton,"58,114",+36.908017°,–94.334741°
MO,29147,Nodaway,"23,370",+40.360484°,–94.883281°
MO,29149,Oregon,"10,881",+36.684867°,–91.402902°
MO,29151,Osage,"13,878",+38.464254°,–91.859504°
MO,29153,Ozark,"9,723",+36.649643°,–92.458580°
MO,29155,Pemiscot,"18,296",+36.209916°,–89.785942°
MO,29157,Perry,"18,971",+37.711130°,–89.802125°
MO,29159,Pettis,"42,201",+38.727367°,–93.285207°
MO,29161,Phelps,"45,156",+37.866326°,–91.790349°
MO,29163,Pike,"18,516",+39.344178°,–91.171042°
MO,29165,Platte,"89,322",+39.378696°,–94.761472°
MO,29167,Polk,"31,137",+37.616761°,–93.400817°
MO,29169,Pulaski,"52,274",+37.824835°,–92.207022°
MO,29171,Putnam,"4,979",+40.478606°,–93.014531°
MO,29173,Ralls,"10,167",+39.553455°,–91.524787°
MO,29175,Randolph,"25,414",+39.441601°,–92.492725°
MO,29177,Ray,"23,494",+39.308401°,–93.995746°
MO,29179,Reynolds,"6,696",+37.360857°,–90.969516°
MO,29181,Ripley,"14,100",+36.648902°,–90.867060°
MO,29183,St. Charles,"360,485",+38.781102°,–90.674915°
MO,29185,St. Clair,"9,805",+38.039069°,–93.773077°
MO,29186,Ste. Genevieve,"18,145",+37.890180°,–90.181170°
MO,29187,St. Francois,"65,359",+37.810707°,–90.473868°
MO,29189,St. Louis,"998,954",+38.640702°,–90.445954°
MO,29195,Saline,"23,370",+39.135840°,–93.204164°
MO,29197,Schuyler,"4,431",+40.469361°,–92.519016°
MO,29199,Scotland,"4,843",+40.447686°,–92.142824°
MO,29201,Scott,"39,191",+37.047793°,–89.568098°
MO,29203,Shannon,"8,441",+37.151980°,–91.398364°
MO,29205,Shelby,"6,373",+39.797531°,–92.088719°
MO,29207,Stoddard,"29,968",+36.855428°,–89.941735°
MO,29209,Stone,"32,202",+36.747857°,–93.467782°
MO,29211,Sullivan,"6,714",+40.209587°,–93.109783°
MO,29213,Taney,"51,675",+36.649827°,–93.042819°
MO,29215,Texas,"26,008",+37.314257°,–91.964478°
MO,29217,Vernon,"21,159",+37.850196°,–94.341597°
MO,29219,Warren,"32,513",+38.761902°,–91.159307°
MO,29221,Washington,"25,195",+37.942315°,–90.897056°
MO,29223,Wayne,"13,521",+37.113825°,–90.460868°
MO,29225,Webster,"36,202",+37.280804°,–92.876080°
MO,29227,Worth,"2,171",+40.480482°,–94.419129°
MO,29229,Wright,"18,815",+37.267636°,–92.480010°
MO,29510,St. Louis [9],"319,294",+38.635699°,–90.244582°
MT,30001,Beaverhead,"9,246",+45.133863°,–112.892869°
MT,30003,Big Horn,"12,865",+45.407869°,–107.518163°
MT,30005,Blaine,"6,491",+48.428282°,–108.967648°
MT,30007,Broadwater,"5,612",+46.334476°,–111.496103°
MT,30009,Carbon,"10,078",+45.224475°,–109.028551°
MT,30011,Carter,"1,160",+45.516825°,–104.515324°
MT,30013,Cascade,"81,327",+47.316443°,–111.350571°
MT,30015,Chouteau,"5,813",+47.886837°,–110.436189°
MT,30017,Custer,"11,699",+46.261481°,–105.550508°
MT,30019,Daniels,"1,751",+48.794429°,–105.541739°
MT,30021,Dawson,"8,966",+47.272425°,–104.901027°
MT,30023,Deer Lodge,"9,298",+46.099059°,–113.139108°
MT,30025,Fallon,"2,890",+46.318184°,–104.405718°
MT,30027,Fergus,"11,586",+47.222997°,–109.223280°
MT,30029,Flathead,"90,928",+48.314696°,–114.054319°
MT,30031,Gallatin,"89,513",+45.535559°,–111.173443°
MT,30033,Garfield,"1,206",+47.281174°,–106.982212°
MT,30035,Glacier,"13,399",+48.705671°,–112.990502°
MT,30037,Golden Valley,884,+46.380624°,–109.174586°
MT,30039,Granite,"3,079",+46.395358°,–113.425683°
MT,30041,Hill,"16,096",+48.628331°,–110.106372°
MT,30043,Jefferson,"11,406",+46.126557°,–112.056771°
MT,30045,Judith Basin,"2,072",+47.032558°,–110.305320°
MT,30047,Lake,"28,746",+47.642901°,–114.083687°
MT,30049,Lewis and Clark,"63,395",+47.122133°,–112.382954°
MT,30051,Liberty,"2,339",+48.559654°,–111.036924°
MT,30053,Lincoln,"19,687",+48.542232°,–115.404343°
MT,30055,McCone,"1,734",+47.629628°,–105.757222°
MT,30057,Madison,"7,691",+45.319288°,–111.917328°
MT,30059,Meagher,"1,891",+46.585706°,–110.921781°
MT,30061,Mineral,"4,223",+47.155213°,–115.064550°
MT,30063,Missoula,"109,299",+47.027263°,–113.892681°
MT,30065,Musselshell,"4,538",+46.505665°,–108.436982°
MT,30067,Park,"15,636",+45.421905°,–110.532798°
MT,30069,Petroleum,494,+47.141917°,–108.226575°
MT,30071,Phillips,"4,253",+48.250155°,–107.928833°
MT,30073,Pondera,"6,153",+48.230312°,–112.219928°
MT,30075,Powder River,"1,743",+45.408890°,–105.555259°
MT,30077,Powell,"7,027",+46.844225°,–112.931100°
MT,30079,Prairie,"1,179",+46.852434°,–105.375808°
MT,30081,Ravalli,"40,212",+46.079298°,–114.119065°
MT,30083,Richland,"9,746",+47.785513°,–104.563387°
MT,30085,Roosevelt,"10,425",+48.282747°,–104.995170°
MT,30087,Rosebud,"9,233",+46.161734°,–106.701953°
MT,30089,Sanders,"11,413",+47.756469°,–115.180225°
MT,30091,Sheridan,"3,384",+48.705523°,–104.533913°
MT,30093,Silver Bow,"34,200",+45.895959°,–112.660222°
MT,30095,Stillwater,"9,117",+45.663496°,–109.391752°
MT,30097,Sweet Grass,"3,651",+45.813060°,–109.941312°
MT,30099,Teton,"6,073",+47.819035°,–112.281725°
MT,30101,Toole,"5,324",+48.645052°,–111.733493°
MT,30103,Treasure,718,+46.209636°,–107.280494°
MT,30105,Valley,"7,369",+48.365713°,–106.687883°
MT,30107,Wheatland,"2,168",+46.497047°,–109.857147°
MT,30109,Wibaux,"1,017",+46.962866°,–104.274466°
MT,30111,Yellowstone,"147,972",+45.936987°,–108.276656°
NE,31001,Adams,"31,364",+40.520632°,–98.500044°
NE,31003,Antelope,"6,685",+42.183225°,–98.058037°
NE,31005,Arthur,460,+41.570856°,–101.697045°
NE,31007,Banner,690,+41.539750°,–103.726263°
NE,31009,Blaine,478,+41.925230°,–99.990771°
NE,31011,Boone,"5,505",+41.705400°,–98.066794°
NE,31013,Box Butte,"11,308",+42.215665°,–103.087821°
NE,31015,Boyd,"2,099",+42.894448°,–98.773022°
NE,31017,Brown,"3,145",+42.349390°,–99.923176°
NE,31019,Buffalo,"46,102",+40.855226°,–99.074983°
NE,31021,Burt,"6,858",+41.854179°,–96.337746°
NE,31023,Butler,"8,395",+41.226072°,–97.132040°
NE,31025,Cass,"25,241",+40.909878°,–96.140609°
NE,31027,Cedar,"8,852",+42.604511°,–97.256824°
NE,31029,Chase,"3,966",+40.530390°,–101.694192°
NE,31031,Cherry,"5,713",+42.566985°,–101.072622°
NE,31033,Cheyenne,"9,998",+41.214236°,–103.011929°
NE,31035,Clay,"6,542",+40.523669°,–98.051050°
NE,31037,Colfax,"10,515",+41.574675°,–97.089455°
NE,31039,Cuming,"9,139",+41.915865°,–96.788517°
NE,31041,Custer,"10,939",+41.393893°,–99.726866°
NE,31043,Dakota,"21,006",+42.390456°,–96.562549°
NE,31045,Dawes,"9,182",+42.711214°,–103.134872°
NE,31047,Dawson,"24,326",+40.867378°,–99.815154°
NE,31049,Deuel,"1,941",+41.112988°,–102.332604°
NE,31051,Dixon,"6,000",+42.485280°,–96.855862°
NE,31053,Dodge,"36,691",+41.577008°,–96.645853°
NE,31055,Douglas,"517,110",+41.297091°,–96.154066°
NE,31057,Dundy,"2,008",+40.180165°,–101.681133°
NE,31059,Fillmore,"5,890",+40.525040°,–97.596705°
NE,31061,Franklin,"3,225",+40.183203°,–98.962080°
NE,31063,Frontier,"2,756",+40.530947°,–100.406683°
NE,31065,Furnas,"4,959",+40.191991°,–99.909661°
NE,31067,Gage,"22,311",+40.255234°,–96.683453°
NE,31069,Garden,"2,057",+41.659381°,–102.328229°
NE,31071,Garfield,"2,049",+41.905572°,–98.922998°
NE,31073,Gosper,"2,044",+40.509838°,–99.824078°
NE,31075,Grant,614,+41.915867°,–101.756875°
NE,31077,Greeley,"2,538",+41.567600°,–98.530566°
NE,31079,Hall,"58,607",+40.866023°,–98.498004°
NE,31081,Hamilton,"9,124",+40.877145°,–98.021943°
NE,31083,Harlan,"3,423",+40.178766°,–99.403418°
NE,31085,Hayes,967,+40.535786°,–101.055580°
NE,31087,Hitchcock,"2,908",+40.176896°,–101.044217°
NE,31089,Holt,"10,435",+42.459287°,–98.784766°
NE,31091,Hooker,736,+41.918700°,–101.116810°
NE,31093,Howard,"6,274",+41.219403°,–98.513303°
NE,31095,Jefferson,"7,547",+40.175736°,–97.143103°
NE,31097,Johnson,"5,217",+40.395457°,–96.268562°
NE,31099,Kearney,"6,489",+40.506269°,–98.948461°
NE,31101,Keith,"8,368",+41.194404°,–101.644474°
NE,31103,Keya Paha,824,+42.875480°,–99.718351°
NE,31105,Kimball,"3,821",+41.199155°,–103.711105°
NE,31107,Knox,"8,701",+42.634405°,–97.891349°
NE,31109,Lancaster,"285,407",+40.783547°,–96.688658°
NE,31111,Lincoln,"36,288",+41.050322°,–100.744481°
NE,31113,Logan,763,+41.542156°,–100.443665°
NE,31115,Loup,632,+41.897714°,–99.509764°
NE,31117,McPherson,539,+41.596473°,–101.060237°
NE,31119,Madison,"34,876",+41.909929°,–97.606856°
NE,31121,Merrick,"7,845",+41.169801°,–98.031051°
NE,31123,Morrill,"5,042",+41.732205°,–102.990599°
NE,31125,Nance,"3,735",+41.402386°,–97.991408°
NE,31127,Nemaha,"7,248",+40.387448°,–95.850954°
NE,31129,Nuckolls,"4,500",+40.176492°,–98.046842°
NE,31131,Otoe,"15,740",+40.637992°,–96.131027°
NE,31133,Pawnee,"2,773",+40.137850°,–96.245225°
NE,31135,Perkins,"2,970",+40.856065°,–101.636443°
NE,31137,Phelps,"9,188",+40.516365°,–99.406557°
NE,31139,Pierce,"7,266",+42.271413°,–97.610992°
NE,31141,Platte,"32,237",+41.576866°,–97.513467°
NE,31143,Polk,"5,406",+41.187925°,–97.570663°
NE,31145,Red Willow,"11,055",+40.169420°,–100.468576°
NE,31147,Richardson,"8,363",+40.123743°,–95.718603°
NE,31149,Rock,"1,526",+42.413325°,–99.458530°
NE,31151,Saline,"14,200",+40.516802°,–97.131755°
NE,31153,Sarpy,"158,840",+41.115064°,–96.109125°
NE,31155,Saunders,"20,780",+41.223152°,–96.640923°
NE,31157,Scotts Bluff,"36,970",+41.851589°,–103.705860°
NE,31159,Seward,"16,750",+40.871944°,–97.140383°
NE,31161,Sheridan,"5,469",+42.507074°,–102.389698°
NE,31163,Sherman,"3,152",+41.218743°,–98.972849°
NE,31165,Sioux,"1,311",+42.483806°,–103.742605°
NE,31167,Stanton,"6,129",+41.904793°,–97.174724°
NE,31169,Thayer,"5,228",+40.173845°,–97.596263°
NE,31171,Thomas,647,+41.848620°,–100.506911°
NE,31173,Thurston,"6,940",+42.154061°,–96.533943°
NE,31175,Valley,"4,260",+41.564094°,–98.983484°
NE,31177,Washington,"20,234",+41.533979°,–96.224574°
NE,31179,Wayne,"9,595",+42.210746°,–97.126243°
NE,31181,Webster,"3,812",+40.180646°,–98.498590°
NE,31183,Wheeler,818,+41.937859°,–98.522289°
NE,31185,York,"13,665",+40.873056°,–97.596742°
NV,32001,Churchill,"24,877",+39.525701°,–118.270419°
NV,32003,Clark,"1,951,269",+36.214236°,–115.013819°
NV,32005,Douglas,"46,997",+38.905129°,–119.609019°
NV,32007,Elko,"48,818",+41.141133°,–115.351424°
NV,32009,Esmeralda,783,+37.778966°,–117.632382°
NV,32011,Eureka,"1,987",+39.977788°,–116.272208°
NV,32013,Humboldt,"16,528",+41.407914°,–118.127592°
NV,32015,Lander,"5,775",+39.900211°,–117.047240°
NV,32017,Lincoln,"5,345",+37.634605°,–114.863037°
NV,32019,Lyon,"51,980",+39.022214°,–119.197417°
NV,32021,Mineral,"4,772",+38.516647°,–118.416279°
NV,32023,Nye,"43,946",+37.966379°,–116.459047°
NV,32027,Pershing,"6,753",+40.439639°,–118.409477°
NV,32029,Storey,"4,010",+39.438385°,–119.524646°
NV,32031,Washoe,"421,407",+40.703311°,–119.710315°
NV,32033,White Pine,"10,030",+39.417804°,–114.900945°
NV,32510,Carson City [9],"55,274",+39.153447°,–119.743442°
NH,33001,Belknap,"60,088",+43.519109°,–71.425366°
NH,33003,Carroll,"47,818",+43.867567°,–71.201665°
NH,33005,Cheshire,"77,117",+42.925455°,–72.248217°
NH,33007,Coos,"33,055",+44.652419°,–71.289383°
NH,33009,Grafton,"89,118",+43.926488°,–71.842264°
NH,33011,Hillsborough,"400,721",+42.911643°,–71.723101°
NH,33013,Merrimack,"146,445",+43.299485°,–71.680130°
NH,33015,Rockingham,"295,223",+42.989360°,–71.099437°
NH,33017,Strafford,"123,143",+43.293177°,–71.035927°
NH,33019,Sullivan,"43,742",+43.361188°,–72.222084°
NJ,34001,Atlantic,"274,549",+39.469354°,–74.633758°
NJ,34003,Bergen,"905,116",+40.959090°,–74.074522°
NJ,34005,Burlington,"448,734",+39.875786°,–74.663006°
NJ,34007,Camden,"513,657",+39.802352°,–74.961251°
NJ,34009,Cape May,"97,265",+39.086143°,–74.847716°
NJ,34011,Cumberland,"156,898",+39.328387°,–75.121644°
NJ,34013,Essex,"783,969",+40.787217°,–74.246136°
NJ,34015,Gloucester,"288,288",+39.721019°,–75.143708°
NJ,34017,Hudson,"634,266",+40.731384°,–74.078627°
NJ,34019,Hunterdon,"128,349",+40.565283°,–74.911970°
NJ,34021,Mercer,"366,513",+40.282503°,–74.703724°
NJ,34023,Middlesex,"809,858",+40.439593°,–74.407585°
NJ,34025,Monmouth,"630,380",+40.287056°,–74.152446°
NJ,34027,Morris,"492,276",+40.858581°,–74.547427°
NJ,34029,Ocean,"576,567",+39.865850°,–74.263027°
NJ,34031,Passaic,"501,226",+41.033763°,–74.300308°
NJ,34033,Salem,"66,083",+39.573828°,–75.357356°
NJ,34035,Somerset,"323,444",+40.565522°,–74.619930°
NJ,34037,Sussex,"149,265",+41.137424°,–74.691855°
NJ,34039,Union,"536,499",+40.659871°,–74.308696°
NJ,34041,Warren,"108,692",+40.853524°,–75.009542°
NM,35001,Bernalillo,"662,564",+35.054002°,–106.669065°
NM,35003,Catron,"3,725",+33.901814°,–108.392097°
NM,35005,Chaves,"65,645",+33.361605°,–104.469837°
NM,35006,Cibola,"27,213",+34.932050°,–108.000255°
NM,35007,Colfax,"13,750",+36.612963°,–104.640126°
NM,35009,Curry,"48,376",+34.572984°,–103.346055°
NM,35011,De Baca,"2,022",+34.351429°,–104.401527°
NM,35013,Dona Ana,"209,233",+32.350912°,–106.832182°
NM,35015,Eddy,"53,829",+32.457858°,–104.306471°
NM,35017,Grant,"29,514",+32.732087°,–108.381504°
NM,35019,Guadalupe,"4,687",+34.869782°,–104.784968°
NM,35021,Harding,695,+35.863152°,–103.829931°
NM,35023,Hidalgo,"4,894",+31.899658°,–108.745729°
NM,35025,Lea,"64,727",+32.795687°,–103.413271°
NM,35027,Lincoln,"20,497",+33.740941°,–105.449083°
NM,35028,Los Alamos,"17,950",+35.870047°,–106.307968°
NM,35029,Luna,"25,095",+32.184482°,–107.746639°
NM,35031,McKinley,"71,492",+35.573732°,–108.255307°
NM,35033,Mora,"4,881",+35.982841°,–104.921898°
NM,35035,Otero,"63,797",+32.588776°,–105.781079°
NM,35037,Quay,"9,041",+35.107018°,–103.548071°
NM,35039,Rio Arriba,"40,246",+36.509669°,–106.693983°
NM,35041,Roosevelt,"19,846",+34.021457°,–103.482725°
NM,35043,Sandoval,"131,561",+35.685073°,–106.882618°
NM,35045,San Juan,"130,044",+36.511625°,–108.324578°
NM,35047,San Miguel,"29,393",+35.476876°,–104.803515°
NM,35049,Santa Fe,"144,170",+35.513722°,–105.966441°
NM,35051,Sierra,"11,988",+33.119479°,–107.188161°
NM,35053,Socorro,"17,866",+33.991614°,–106.939003°
NM,35055,Taos,"32,937",+36.576529°,–105.637987°
NM,35057,Torrance,"16,383",+34.634644°,–105.846836°
NM,35059,Union,"4,549",+36.488085°,–103.475723°
NM,35061,Valencia,"76,569",+34.716840°,–106.806582°
NY,36001,Albany,"304,204",+42.588271°,–73.974014°
NY,36003,Allegany,"48,946",+42.247894°,–78.026176°
NY,36005,Bronx [10],"1,385,108",+40.848711°,–73.852939°
NY,36007,Broome,"200,600",+42.161977°,–75.830291°
NY,36009,Cattaraugus,"80,317",+42.244853°,–78.681006°
NY,36011,Cayuga,"80,026",+43.008546°,–76.574587°
NY,36013,Chautauqua,"134,905",+42.304216°,–79.407595°
NY,36015,Chemung,"88,830",+42.155281°,–76.747179°
NY,36017,Chenango,"50,477",+42.489732°,–75.604905°
NY,36019,Clinton,"82,128",+44.752710°,–73.705648°
NY,36021,Columbia,"63,096",+42.247729°,–73.626805°
NY,36023,Cortland,"49,336",+42.593824°,–76.076265°
NY,36025,Delaware,"47,980",+42.193987°,–74.966728°
NY,36027,Dutchess,"297,488",+41.755009°,–73.739951°
NY,36029,Erie,"919,040",+42.752759°,–78.778192°
NY,36031,Essex,"39,370",+44.108971°,–73.777573°
NY,36033,Franklin,"51,599",+44.594374°,–74.310670°
NY,36035,Fulton,"55,531",+43.115609°,–74.423678°
NY,36037,Genesee,"60,079",+43.000910°,–78.192778°
NY,36039,Greene,"49,221",+42.286951°,–74.149495°
NY,36041,Hamilton,"4,836",+43.657879°,–74.502456°
NY,36043,Herkimer,"64,519",+43.461635°,–74.894694°
