State Facility Type 2 Literal,License Number,Facility Name,Address 2,Address 1,City,State,Zip Code,Phone Number,Capacity,Licensee
AS,AS820068905,Whitehorn Home,8845 Whitehorn,,Romulus,MI,48174,7347290363,6,"Joak American Homes, Inc."
AS,AS820091635,Henry Ruff Home,4495 Henry Ruff Road,,Inkster,MI,48141,7347283834,6,"Joak American Homes, Inc."
AL,AL370068815,Country Place Senior Care Center,1805 E. Jordan Road,,Mount  Pleasant,MI,48858,9897736320,20,Community Health Care Management
AS,AS330308846,Cypress Cottage,621 E. Jolly Rd.,,Lansing,MI,48910,5173935203,6,"Turning Leaf Res Rehab Svcs., Inc."
AS,AS090238876,Jefferson House,1700 S Jefferson,,Bay City,MI,48708,9898953809,6,Liberty Living Inc.
AS,AS090292115,Litchfield House,1117 Litchfield,,Bay City,MI,48706,9898934910,6,Liberty Living Inc.
AM,AM140086413,Kellys Hillside Manor Assisted Living,23977 Morton Street,,Dowagiac,MI,49047,2697826365,9,Kellys Hillside Manor Inc
AF,AF260015718,Persky's AFC Home,3328 Kerswill Rd,,Gladwin,MI,48624,9894261949,4,Trudy L Persky
AL,AL800380022,River Ridge Retirement Village Specialized Care,706 Kentucky Avenue,,South Haven,MI,49090,2696397310,20,River Ridge Retirement. Village LLC
AS,AS250272749,Woodmoor Home,7075 Jennings Rd.,,Swartz Creek,MI,48473,8106553407,6,"Patrick Comm Living Facility, Inc."
AS,AS630287634,Echols Support Services #2,25985 W. Ten Mile Road,,Southfield,MI,48033,2483536059,6,"Echols, Richard & Miller-Echols, Tahatia"
AS,AS390350854,Beacon Home at Schoolcraft South,10745 South 12th Street,,Schoolcraft,MI,49087,2694887657,6,HomeLife Inc
AS,AS820273887,Real Place Inc.,25630 W. Chicago,,Redford,MI,48239,3139371664,6,Real Place Inc.
AM,AM440388514,Elba South,280 North Elba Road,,Lapeer,MI,48446,8109694442,12,"Flatrock Manor, Inc."
AS,AS250407224,Brookwood,5408 Brookwood Drive,,Burton,MI,48509,8108776932,6,"Flatrock Manor, Inc."
AM,AM250014855,Bentley Manor #6,14356 Nichols Road,,Montrose,MI,48457,8106397585,12,Melissa Bentley
AS,AS320011114,Birchview Ranch CLF,2483 Caseville Rd,,Pigeon,MI,48755,9894532280,6,H E A R T Inc
AM,AM610088673,Beacon Home at Morton Terrace,3929 Hess  Street,,Norton Shores,MI,49444,2317332751,12,"Beacon Specialized Living Services, Inc."
AM,AM800267885,Beacon Home at Anchor Point North,28720 63rd Street,,Bangor,MI,49013,2694278400,10,"Beacon Specialized Living Services, Inc."
AS,AS330392259,Beacon Home at Leslie,4066 Oak Road,,Leslie,MI,49251,2694278400,6,"Beacon Specialized Living Services, Inc."
AS,AS140393999,Beacon Home At Niles,970 Ruth Layne,,Niles,MI,49120,2694278400,6,"Beacon Specialized Living Services, Inc."
AS,AS390394306,Beacon Home At Kalamazoo,2710 West Main Street,,Kalamazoo,MI,49006,2694278400,6,"Beacon Specialized Living Services, Inc."
AS,AS250395771,Beacon Home at Linden,14180 N. Hogan Road,,Linden,MI,48451,2692144341,6,"Beacon Specialized Living Services, Inc."
AM,AM470078613,Fenton Assisted Living,6077 Linden,,Fenton,MI,48430,8106291131,12,Nancy Posey and Theresa Posey
AS,AS630012761,Townsend Group Home,2029 Hidden Lane,,Leonard,MI,48367,2486288740,6,"Friends and Family, Inc."
AS,AS630244548,Hagerman,3050 Hagerman,,Leonard,MI,48367,2482360515,5,"Friends and Family, Inc."
AS,AS700012865,My Sister's House I,316-E 16th Street,,Holland,MI,49423,6163945027,6,Holland Deacons Conference
AS,AS500300572,Moravian West Community Residence,38295 E Horseshoe Drive,,Clinton Township,MI,48038,5863078140,6,"Special Tree Residential Centers, LTD"
AS,AS740370242,Wells Street,1027 Wells Street,,Port Huron,MI,48060,8102166489,6,Impact Inc.
AS,AS820281658,Salliotte Manor,75 Salliotte,,Ecorse,MI,48229,3132826158,5,Karen's Helping Hands
AS,AS180010526,Oakleaf Home,2032 Seelinger,,Harrison,MI,48625,9895392803,6,Crisis Center Inc - DBA Listening Ear
AS,AS180010533,Parkview Home,816 Oaklawn St,,Harrison,MI,48625,9895392704,6,Crisis Center Inc - DBA Listening Ear
AF,AF540015903,Don's Place,23920 Tenth Avenue,,Sears,MI,49679,9893829672,4,Donald W Roberts
AS,AS410318868,Gilead,4094 Breton SE,,Kentwood,MI,49508,6168035071,6,Hope Network West Michigan
AS,AS500084064,Birchcrest,11043 Twelve Mile Rd,,Warren,MI,48093,5867511216,6,"Hope Network, S.E."
AS,AS500069160,Waterstone CRU,47754 Sugarbush,,Chesterfield,MI,48047,5865989490,6,"Hope Network, S.E."
AM,AM250281878,New Hope Behavioral Services I,Suite A,1110 Eldon Baker Dr.,Flint,MI,48507,8107423134,8,"Hope Network, S.E."
AS,AS090302536,Bay House AFC,2501 Center,,Bay City,MI,48708,9893919000,6,"Hope Network, S.E."
AS,AS500251970,Fairfield,30183 Fairfield,,Chesterfield,MI,480511799,5867499032,6,"Hope Network, S.E."
AF,AF130084237,Eagles Nest Family Home Care,154 W Territorial,,Battle Creek,MI,49015,2699635858,6,Jacqueline F. Batle
AS,AS110010331,Glen Home,2137 Glen Drive,,Benton Harbor,MI,49022,2699267273,6,Spectrum Community Services
AS,AS110010333,Echo Court Home,4185 Echo Road,,Benton Harbor,MI,49022,2699443506,6,Spectrum Community Services
AS,AS410289784,Blythefield Home,3485 Rogue River Rd. NE,,Belmont,MI,49306,6164479380,5,Spectrum Community Services
AS,AS110295951,Glen Haven AFC,3786 Glen Haven Rd.,,St. Joseph,MI,49085,2694295249,6,Spectrum Community Services
AS,AS630397254,Leidich Home,1087 Leidich,,Lake Orion,MI,48362,2486934957,6,Spectrum Community Services
AL,AL630088028,Quality AFC #1,523 Orchard Lake Rd.,,Pontiac,MI,48342,2483357034,20,Quality Afc Homes Inc.
AS,AS630073295,Barr Road Ais Home,1967 Barr Road,,Oxford,MI,48371,2486930447,6,North-Oakland Residential Services Inc
AS,AS820086487,Merriman Home,18901 Merriman,,Romulus,MI,48174,7347535638,5,"Samaritan Homes, Inc."
AF,AF390069743,Moman AFC,1022 Royce Road,,Kalamazoo,MI,49001,2693438480,6,Dalena Moman
AS,AS820243816,Henrys Inc. Spring Arbor,30109 Spring Arbor,,Inkster,MI,48141,3137910939,6,Henrys Inc.
AL,AL460070146,Citizens for Quality Care Morenc,233 Baker Street,,Morenci,MI,49256,5174582344,20,Citizens For Quality Care Co.
AF,AF830253662,Shepler AFC,10663 E M-42,,Manton,MI,49663,2318246686,6,Kim and Eric Shepler
AL,AL790007446,Hilltop House,616 Gilford,,Caro,MI,48723,9896737406,17,Broadworth Randy
AF,AF260002091,Cassaday's AFC,695 S M18,,Gladwin,MI,48624,9894262788,6,Donna Cassaday
AM,AM590009155,Kilchermann,8280 N. Neff Road,,Edmore,MI,48829,9894275245,9,Kilchermann Bonnie
AS,AS130082370,Johnson's AFC,"708 Capital Avenue, NE",,Battle Creek,MI,49017,2699693128,6,Leola Marie Johnson
AF,AF670005144,Johnson AFC Home,20936 20 Mile Road,,Tustin,MI,49688,2318293378,5,Barbara & Albin Johnson
AF,AF690087293,Rocking Chair Home Care Center,4790 Hayes Tower,,Gaylord,MI,49735,9897321288,4,Ruth Jose
AF,AF380002763,Wildt Care Home,11850 Hutchins Rd,,Litchfield,MI,49252,5175247142,6,Barbara Wildt
AF,AF380002860,C and J Snyder Care Home,141 Burr Oak Drive,,Spring Arbor,MI,49283,5177504073,6,James Snyder and Carol Snyder
AM,AM820010071,Kittys Place,1114 First,,Wyandotte,MI,48192,3133920416,12,Management Acc Econ Inv Corp
AL,AL820007611,Kellys AFC,674 Glynn Court,,Detroit,MI,48202,3138652251,16,A J & K Corp
AS,AS810013352,Burwood House,201 Burwood,,Ann Arbor,MI,48103,7349964542,6,Synod Residential Services
AS,AS810239215,Packard House,1526 Packard,,Ann Arbor,MI,48104,7347613426,6,Synod Residential Services
AM,AM820010102,Lillian Manor,25821 King Road,,Brownstown Township,MI,48174,7347821123,12,T L Care Inc
AM,AM820010110,Pallister Home,731 Pallister,,Detroit,MI,48202,3138727283,10,Packard Group II
AS,AS230068521,Mulliken Afc Home,9120 E Eaton Hwy,,Mulliken,MI,48861,5176492377,6,Valley Residential Serv Inc.
AS,AS730012953,St. Charles Home,820 Walnut Street,,St Charles,MI,48655,9898658151,6,Valley Residential Serv Inc.
AS,AS730315956,Liberty Home,3821 Chevel,,Bridgeport,MI,48722,9898659997,6,Valley Residential Serv Inc.
AL,AL820007618,Reginas Home,139 Taylor,,Detroit,MI,48202,3132685204,20,Reginas Home Inc
AS,AS630012344,Traci AIS Group Home,777 W. Predmore,,Oakland Township,MI,48363,2486937777,6,Freedom Adult Foster Care Corp.
AS,AS630378214,County Line Home,12202 County Line Road,,Ortonville,MI,48462,2487937172,6,Freedom Adult Foster Care Corp.
AS,AS140316693,Cass Home,224 Avenue J,,Cass,MI,49031,2694458467,6,"LADD, Inc."
AS,AS110383298,Niles Pointe,2433 Bond Street,,Niles,MI,49120,2692620195,6,"LADD, Inc."
AS,AS130078308,Pennfield Home,115 Primrose Trail,,Battle Creek,MI,49017,2699644397,6,Progressive Residential Services Inc
AM,AM130361588,Pennfield Premier Living South,632 North Avenue,,Battle Creek,MI,49017,2699665773,10,Cretsinger Care Homes Ltd
AS,AS250010789,Dodge Road Home,12228 W Dodge Road,,Montrose,MI,48457,2484714880,6,Alternative Services Inc.
AS,AS440384737,Woodlawn,2133 South Lapeer Road,,Lapeer,MI,48446,2484714880,6,Alternative Services Inc.
AM,AM250071550,Bentley Manor #3,14461 Clio Road,,Clio,MI,48420,8106867677,12,Bentley Manor Inc.
AM,AM250094547,Bentley Manor #11,5509 W. Dodge Road,,Clio,MI,48420,8106869070,12,Bentley Manor Inc.
AS,AS250387054,Bentley Manor Assisted Living 2,4148 W. Wilson Road,,Clio,MI,48420,8106408892,6,Bentley Manor Inc.
AS,AS250095060,Bentley Manor #12,3126 Wilman Drive,,Clio,MI,48420,8106867620,6,Bentley Manor Inc.
AH,AH740400533,Lakeshore Woods,4851 Lakeshore Road,,Ft. Gratiot,MI,48059,2696244841,64,Lakeshore Caring Corp.
AS,AS250010863,Sycamore House,11170 Linden Rd,,Clio,MI,48420,8105641699,6,"Central State Community Services, Inc."
AS,AS190398354,Webb Home,303 W. Webb Road,,DeWitt,MI,48820,5176698634,6,"Central State Community Services, Inc."
AS,AS760405296,Harrington Farm,120 Custer Street,,Sandusky,MI,48471,8105375044,6,"Central State Community Services, Inc."
AF,AF140001319,Manleys Countryside Manor,55531 Nubour,,Dowagiac,MI,49047,2697826320,6,Brown Delmon Brown Doreen
AS,AS580016083,Granby AIS Home,1400 Granby Street,,Temperance,MI,48182,7348476835,6,Macomb Residential Opportunities Inc.
AS,AS500371062,Gainsborough,15780 17 Mile Road,,Clinton Township,MI,48038,5862310363,6,Macomb Residential Opportunities Inc.
AS,AS630375364,Leetonia Group Home,179 Leetonia,,Troy,MI,48096,2485282070,6,Macomb Residential Opportunities Inc.
AS,AS610015096,J.B.C. Home,2508 McIlwraith Street,,Muskegon Heights,MI,494441633,2317370015,6,John S. Thornton & Rosie L. Thornton
AM,AM820009843,Carson Afc 1,7015 Tireman,,Detroit,MI,48210,3139358767,12,Carson's Adult Foster Care Inc
AS,AS400395304,Summer Pines,1965 Darke Road,,Kalkaska,MI,49646,2315644033,4,"Summertree Residential Centers, Inc."
AL,AL330015396,M.A.C. House,634 M.A.C.,,East Lansing,MI,48823,5173379340,16,CMHB Of CEI Counties
AF,AF480003900,Jo's Foster Care Home,3589 County Road 447,,Newberry,MI,49868,9062933907,6,Betterly Josephine
AS,AS630087198,Novi Oaks,24701 Dinser,,Novi,MI,48374,2484493119,5,Advanced Teaching Concepts Inc
AS,AS630064594,Ostrum House,2101 Ostrum,,Waterford,MI,48328,2483325007,6,Advanced Teaching Concepts Inc
AS,AS630271172,Foxmoor Lane,28510 Lorraine,,Farmington Hills,MI,48336,2484768139,6,Packard Group Inc
AS,AS820014532,Milburn Home,20430 Milburn,,Livonia,MI,48152,2484740283,5,"Quest, Inc"
AS,AS500284586,Dodge Park AIS,11530 16 1/2 Mile Rd.,,Sterling Heights,MI,48312,5862682458,6,"Quest, Inc"
AS,AS500405494,Judges Court,74957 Judges Court,,Romeo,MI,48085,5867525288,6,"Quest, Inc"
AS,AS500012000,Weyer Afc,5801 37 Mile Road,,Romeo,MI,48065,8107982517,5,"Quest, Inc"
AS,AS820294498,Levan AFC Home,16405 Levan,,Livonia,MI,48154,5865967285,4,Homes of Opportunity Inc
AS,AS630312390,Indianwood AFC Home,5115 Indianwood,,Clarkston,MI,48348,2482566043,6,"Integrated Living, Inc."
AS,AS500015839,Garbor Group Home,27630 Ryan Road,,Warren,MI,48091,5865749260,6,"Integrated Living, Inc."
AS,AS500012029,Mulvey Home,33729 Mulvey,,Fraser,MI,48026,5862968590,6,"Ultra Care, Inc"
AS,AS570012124,Friendship Family Home,215 Hughston,,McBain,MI,49657,2318252042,6,Friendship Family Homes
AS,AS820013911,Cascade Home,19510 Cascade,,Riverview,MI,48192,7344790527,5,Everest Inc.
AS,AS580084058,Roberts,2707 Roberts,,Monroe,MI,48162,7342893352,6,Everest Inc.
AS,AS820266080,Flanders,15205 Flanders,,Southgate,MI,48195,7342854810,6,Everest Inc.
AS,AS580398101,Everest Huron,4552 Huron,,Frenchtown,MI,48166,7342444687,4,Everest Inc.
AM,AM390015877,Harmony Brook,10130 N. Riverview Drive,,Plainwell,MI,49080,2693438255,12,Harmony Enterprises Inc
AM,AM380008552,Rice Care Home,604 Lansing Avenue,,Jackson,MI,49202,5177826454,12,Rice Care Home Inc
AS,AS510247337,Portage,8419 Third St.,,Onekama,MI,49675,2318893657,6,Moore Apt Non-Profit Housing Corp.
AM,AM620302482,Dallas,7003 S. Baldwin,,Newaygo,MI,49337,2319244775,12,Moore Apt Non-Profit Housing Corp.
AL,AL380007070,Rice Manor,356 South Union St,,Parma,MI,49269,5175313005,20,Rice Linda
AS,AS390392120,New Post,612 Landsdowne Ave.,,Portage,MI,49002,2693756265,6,"Residential Opportunities, Inc."
AS,AS390066803,Almena Drive AFC,10280 Almena Drive,,Kalamazoo,MI,49009,2693721389,6,"Residential Opportunities, Inc."
AL,AL410007118,Willow Grove,8180 - 19 Mile Road,,Sand Lake,MI,49343,6166962304,17,"Sissell, Arnold E. and Sissell, Donna J."
AM,AM360395407,Boyington Place,115 W Boyington,,Iron River,MI,49935,9062659113,12,Northpointe Behavioral Healthcare Systems
AS,AS630012777,Tamarack CLF,6850 Tamarack,,Holly,MI,48442,2486340433,4,Progressive Lifestyles Inc
AS,AS630273884,Ortonville Home,1305 Hummer Lk. Rd.,,Ortonville,MI,48462,2486276267,4,Progressive Lifestyles Inc
AS,AS630080974,Beacham CLF,3278 Beacham,,Waterford,MI,48329,2483353280,5,Residential Alternatives Inc
AS,AS440303128,Lighthouse,221 Engle Street,,Imlay City,MI,48444,8107241213,5,Redwood Inc
AS,AS410069300,Oak Valley Home,"3970 Oak Valley Court, SW",,Wyoming,MI,495193775,6162499569,6,MOKA Non-Profit Services Corp
AS,AS410294135,68th Street,1777 68th Street,,Caledonia,MI,49316,6165543091,6,MOKA Non-Profit Services Corp
AF,AF690393866,Montgomery's,4900 Vacationland Dr.,,Gaylord,MI,49735,9897320536,4,"Montgomery, Sandra"
AF,AF610004581,Winicki AFC,2646 Lebouef Street,,Norton Shores,MI,49441,2317554998,6,"Winicki, Virginia Ann"
AM,AM820009949,Norfolk House,23001 Norfolk,,Detroit,MI,48219,3135350601,12,Neighborhood Living Services Inc
AF,AF340002615,J & L Blake AFC Home,6351 Johnson Road,,Belding,MI,48809,6167943255,6,"Blake, Letitia"
AF,AF630004784,Walnut Hill AFC,2021 Seymour Lake Road,,Ortonville,MI,48462,2486272570,6,Hotchkiss Rosemarie
AF,AF130237395,Reflection Ranch,20271 East Avenue N,,Battle Creek,MI,49017,2693393082,6,Paula Gutzman
AH,AH500236869,The Village of East Harbor,33875 Kiely Dr.,,Chesterfield,MI,48047,5867256030,86,The Village of East Harbor
AF,AF710005358,Paula's Care Home,14020 Long Lake Highway,,Alpena,MI,49707,9895952263,3,Paula Haske
AM,AM410016238,Swanberg - Countryside AFC,6575 Whitneyville Road,,Alto,MI,49302,6168686003,12,Leone Swanberg
AL,AL700088278,FV Ret Vill Of Coopersville #3,660 West Randall Street,,Coopersville,MI,49404,6169979253,18,Leisure Living Management of Coopersville
AS,AS040010156,Cambridge Home,755 Cambridge,,Alpena,MI,49707,9893564661,6,Northeast Michigan CMH Authority
AS,AS600377762,Thunder Bay Home,15080 Fairway Court,,Hillman,MI,49746,9897423281,6,Northeast Michigan CMH Authority
AF,AF180001483,Dewey AFC,1425 Ziggy Road,,Farwell,MI,48622,9894248476,2,Dewey Sharon
AS,AS720016065,Towering Oaks AFC Residence,2631 Tower Hill Rd,,Houghton Lake,MI,48629,9894226920,6,Aloha Center Inc
AS,AS630012780,Pierce,30339 Buttonwood,,Beverly Hills,MI,48025,2489402617,4,JARC
AS,AS390317402,Farrell,805 Farrell,,Kalamazoo,MI,49006,2693725932,6,Community Living Options
AS,AS390396025,Bronson Circle,1206 Bronson Circle,,Kalamazoo,MI,49008,2693436355,6,Community Living Options
AS,AS390366234,Misty Creek,5452 Misty Creek,,Kalamazoo,MI,49009,2693492305,6,Community Living Options
AL,AL030006860,LakeSide Vista Amsterdam Haus,340 West 40th Street,,Holland,MI,49423,6163940302,20,Leisure Living Management of Holland Inc.
AM,AM410008747,Creston AFC,"251 Sweet Street, NE",,Grand Rapids,MI,495054708,6163633457,12,"Verkaik, Edward and Marcia"
AM,AM610009232,Cedar Creek Personal Care Home I,8840 Cedar Creek Drive,,Holton,MI,49425,2318210281,12,Timothy Gene Adams
AM,AM250008192,Paige AFC,402 University Ave,,Flint,MI,48503,8102398171,10,"Paige Anna and Paige, Jr  Arthur"
AM,AM140008013,Oak Lawn Manor,26710 Gage St,,Dowagiac,MI,49047,2697826065,12,Roden Sherry
AM,AM530268996,Whippoorwill Knoll,1140 W. US 10,,Scottville,MI,49454,2317579401,12,Orchard Hill Enterprises Inc.
AL,AL520007247,Sundara West Nphc,401 Lincoln Avenue,,Marquette,MI,498553928,9062287053,16,Sundara Nphc
AL,AL560007264,Rhoda's House,2576 Brooks Rd,,Freeland,MI,48623,9898329748,13,"Kindy Care Center, Inc."
AL,AL630065742,Polk House,5130 Rose Hill Blvd,,Holly,MI,48442,2486345537,20,Rose Hill Center Inc
AL,AL630007352,Courtyard Manor Farmington Hills II,29760 Farmington Road,,Farmington Hills,MI,48334,2485390104,20,Courtyard Manor Farmington Hills Inc
AL,AL630007354,Courtyard Manor Farmington Hills IV,29780 Farmington Road,,Farmington Hills,MI,48334,2485390104,20,Courtyard Manor Farmington Hills Inc
AF,AF530237883,Grandview AFC,306 East Fifth Street,,Scottville,MI,49454,2317570532,6,Kortge Kari
AM,AM700009416,Parkview AFC Home,214 E Central Avenue,,Zeeland,MI,49464,6167724424,12,Parkview AFC Home Nonprofit Corp
AM,AM760009651,Conquest AFC - Marlette,3222 Main Street,,Marlette,MI,48453,9896357770,12,Karen Conquest
AF,AF130000901,Shellenberger AFC Home,39 Horton Street,,Battle Creek,MI,49014,2699641302,4,Patricia Shellenberger
AF,AF740005649,Warner Adult Foster Care,2775 Michigan Road,,Port Huron,MI,48060,8109843247,4,"Warner, Debora"
AF,AF470071116,Geer Adult Foster Care,7988 Sharpe Road,,Fowlerville,MI,48836,5172233514,6,Geer Margaret
AM,AM130007954,Colonial Manor,164 Cherry Street,,Battle Creek,MI,49017,2699682888,12,Bates Linda
AS,AS250010778,Paige Supervised Comm Liv Inc,1194 Arrowhead,,Burton,MI,48509,8107421845,6,Paige's Supervised Comm Living Inc
AM,AM060007747,Jenkins Foster Care Home,1461 Sheldon Street,,Alger,MI,48610,9898362504,12,Christina Jenkins-Sloan
AS,AS610067776,Shaffer House AFC,171 Dennis Street,,Fruitport,MI,494159755,2318653444,6,HGA Non Profit Homes Inc.
AM,AM040395346,Blue Horizons,208 N. 8th Street,,Alpena,MI,49707,9893544455,12,Blue Horizons Home Inc
AS,AS550285166,Whispering Pines South,301 Orchard Lane,,Carney,MI,49812,9066393211,6,Pinecrest MCF Board
AS,AS760013141,Ellsworth Afc,6370 Ellsworth Street,,Marlette,MI,48453,9896353151,6,"Resident Advancement, Inc."
AS,AS440361906,North Branch,320 Dockham Rd,,Columbiaville,MI,48421,8107934873,6,"Resident Advancement, Inc."
AF,AF550004223,Ihander Home,Q 1,N9910 Holmesbrook Road,Daggett,MI,49821,9067534572,5,Ihander Sally
AM,AM560068680,Cook's AFC #2,3582 E  Laporte,,Hemlock,MI,48626,9896959877,10,Jody P Cook
AS,AS380015543,Renaissance III,1600 Munith Road,,Jackson,MI,49201,5177646040,6,Renaissance Community Homes Inc
AS,AS810243198,South Lawn House,2735 South Lawn,,Ypsilanti,MI,48197,7345720783,6,Renaissance Community Homes Inc
AS,AS460299225,Green Highway Home,4048 Green Hwy.,,Tecumseh,MI,49286,5174232622,6,Renaissance Community Homes Inc
AS,AS460306622,Sunrise Home,530 Sunrise Dr.,,Hudson,MI,49247,5174483007,6,Renaissance Community Homes Inc
AS,AS500069162,Middle River,50989 Middle River,,Macomb,MI,48044,5862461378,5,Macomb Family Services Inc
AS,AS500015561,Meadowdale,38605 Meadowdale,,Clinton Twp,MI,48036,5864680548,4,Macomb Family Services Inc
AL,AL500369821,Cleave,36588 Union Lake Road,,Harrison Twp.,MI,480452317,5867924425,16,"Creative Lifestyles, Inc."
AM,AM730290713,Saginaw Meadows,3353 Hospital Road,,Saginaw,MI,48603,9897469633,8,"Alternative Community Living, Inc."
AM,AM460077068,Cates AFC Home,507 Dennis,,Adrian,MI,49221,5179023950,12,Vicky Cates
AM,AM460402968,Main Street Adult Foster Care,505 S. Main Street,,Adrian,MI,49221,5172633544,12,Vicky Cates
AS,AS110237511,Samlind Services US-31,2031 US-31 North,,Niles,MI,49120,2696834108,6,Linda K. M. Quaye and Samuel Quaye
AS,AS250282482,Woodland Park,4438 Colby Ct.,,Burton,MI,48519,8102442867,6,Latonia Fletcher
AL,AL330267336,Grandhaven Living Center 3,3135 W. Mount Hope Avenue,,Lansing,MI,48911,5174855966,20,Grandhaven Living Center LLC
AS,AS820402122,Jabez Christian Care,9658 Rockland St.,,Redford,MI,48239,3134725087,5,Gloria J. Hutchins
AL,AL080242121,Woodlawn Meadows Supportive Care,1821 N. East St.,,Hastings,MI,49058,2699484921,20,"Woodlawn Meadows, LLC"
AS,AS230334095,Strudwick AFC Inc. #5,1423 Elmwood Drive,,Lansing,MI,48917,5178969990,6,Strudwick & Strode AFC Inc
AS,AS820283583,"Bowers Adult Foster Care, Inc.",556 Mount Vernon,,Detroit,MI,48202,3138714558,6,Bowers Adult Foster Care Inc
AF,AF610263945,Paul's Place AFC,3475 E. Tyler,,Twin Lake,MI,49457,2317445336,6,Carol Dalson
AS,AS030243877,"Cornerstone I, Inc.",98 45th Street,,Bloomingdale,MI,49026,2695216028,6,"Cornerstone I, Inc."
AL,AL630263937,Jewish Apt. & Services- Coville II,15100 W. Ten Mile Road,,Oak Park,MI,48237,2489674240,20,Jewish Apartments & Services
AF,AF760250841,Clearview AFC,4105 S Sandusky Road,,Peck,MI,48466,8103785291,6,"Chambers, Lee Ann"
AF,AF500079504,Kalbs AFC Home II,38112 East Bonkay,,Clinton Township,MI,48036,5864657638,6,Angela Rhode
AF,AF040252529,Gallaghers AFC,10393 W. Long Lake Road,,Alpena,MI,49707,9895956540,6,"Gallagher, Kristie and Gallagher, Scott"
AM,AM510385374,Green Acres of Manistee II,1837 12th Street,,Manistee,MI,49660,2317231000,12,Retirement Living Mgmt of Manistee
AS,AS390272314,Darby Lane,600 Darby Lane,,Kalamazoo,MI,49006,2693835926,6,Eden Haven LLC
AL,AL410289606,Yorkshire Manor - East,3511 Leonard St. NW,,Walker,MI,49534,6167919090,20,"Baruch SLS, Inc."
AL,AL460398058,Blissfield Place,301 N. Quick Street,,Blissfield,MI,49228,5176821504,20,"Baruch SLS, Inc."
AL,AL780282845,Oliver Woods 3,1330 W. Oliver St.,,Owosso,MI,48867,9897296060,20,Oliver Woods Retirement Village LLC
AL,AL780314126,Oliver Woods #4,1310 W. Oliver Street,,Owosso,MI,48867,9897296060,20,Oliver Woods Retirement Village LLC
AL,AL210386348,"Lakeview Assisted Living IV, LLC",1100 N. Lake Shore Drive,,Gladstone,MI,49837,9064287000,20,"Lakeview Assisted Living, LLC"
AS,AS620263856,Purdy's AFC,2930 1 Mile,,White Cloud,MI,49349,2312065748,6,Laura Purdy and Catherine Purdy
AS,AS580264465,ResCare Premier Milan,288 Anderson,,Milan,MI,48160,7344398672,6,"ResCare Premier, Inc."
AS,AS730389603,Res-Care Premier Lawndale,3946 Lawndale Rd.,,Saginaw,MI,48603,9894016840,6,"ResCare Premier, Inc."
AL,AL630262311,Natures Way AFC Home,651 State Park Rd,,Ortonville,MI,48462,2486273858,20,Mindset Management Inc.
AL,AL580080589,Brookdale Monroe MC (MI),1615 Fredericks Drive,,Monroe,MI,48162,7342410401,20,"Brookdale Senior Living Communities, Inc."
AH,AH230236932,Brookdale Delta MC (MI),7235 Delta Commerce Dr.,,Lansing,MI,48917,5178865200,38,"Brookdale Senior Living Communities, Inc."
AH,AH630236943,Brookdale Troy AL,4850 Northfield Parkway,,Troy,MI,48098,2489525533,78,"Brookdale Senior Living Communities, Inc."
AH,AH390236942,Brookdale Portage AL,3100 Old Centre Avenue,,Portage,MI,49002,2693243344,72,"Brookdale Senior Living Communities, Inc."
AH,AH330236940,Brookdale Meridian AL,5346 Marsh Road,,Haslett,MI,48840,5173818700,72,"Brookdale Senior Living Communities, Inc."
AS,AS240392835,Perry Farm Village,4241 Village Circle Drive,,Harbor Springs,MI,49740,2315261500,6,Perry Farm Development Company
AS,AS700291038,Georgetown Harmony Homes II,7253 Sagerose Dr.,,Hudsonville,MI,49426,6166624377,6,Georgetown Harmony Homes
AM,AM750014878,ORION  CLF/DD,63637 Zable Shores,,Sturgis,MI,49091,2696594171,8,"Adapt St. Joe, Inc."
AS,AS750238862,MERCURY CLF,1616 West Chicago Road,,Sturgis,MI,49091,2696599131,4,"Adapt St. Joe, Inc."
AS,AS230285637,Simple Elegance II,4327 Gladys,,Lansing,MI,48911,5175071332,6,"Simple Elegance, Inc."
AF,AF330269949,White Crane Home,1507 Jerome Street,,Lansing,MI,48912,5179301342,6,Theresa Biron
AS,AS820269496,Miracle Manor #2,927 E. Grand Blvd,,Detroit,MI,48207,3139228338,6,Miracle Manor Enterprise LLC
AS,AS630269688,Crabtree Lane,2000 Crabtree Drive,,Troy,MI,48083,2486890094,6,Michigan Outreach Corporation
AH,AH170271455,Hearthside Assisted Living,1501 W. 6th Ave.,,Sault Ste. Marie,MI,49783,9066356911,64,Superior Health Support Systems
AS,AS630282992,Somerset Home,29434 Somerset,,Southfield,MI,48076,2483951508,6,"Taylor's Special Care Services, Inc."
AS,AS630405301,Winchester Home,21001 Winchester Street,,Southfield,MI,48076,2483500357,6,"Taylor's Special Care Services, Inc."
AS,AS630271338,New Hudson Manor,58250 Pontiac Trail,,New Hudson,MI,48165,2484468770,6,New Hudson Manor Inc.
AS,AS500270555,Carter Care Network,24830 Roxana,,Eastpointe,MI,48021,5867726870,5,Willard Carter
AL,AL470378851,Van Gogh House Inn,1014 E. Grand River Ave.,,Brighton,MI,48116,8102205222,20,"Wood Care V, Inc."
AF,AF740271686,RST AFC,2915 Linda Ct.,,Port Huron,MI,48060,8109822802,6,"Thomas, Robert and Susan"
