Facility ID,Facility Name,Address,City,State,Zip Code,County,Phone Number,Ownership Type,State Facility Type 2 Literal,State Facility Type 1 Literal,Date Accessed
35489,Suite Living Of North St Paul,2710 13TH AVENUE EAST,North St Paul,MN,55109,Ramsey,651-770-2273,LIMITED LIABILITY COMPANY,DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
33954,Suite Living Of Roseville,197 COUNTY ROAD B2 WEST,Roseville,MN,55113,Ramsey,651-770-2273,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
33260,Suite Living Of Vadnais Hts,580 LIBERTY WAY,Vadnais Heights,MN,55127,Ramsey,651-424-0046,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
36601,Suite Living Senior Care,7007 139TH LANE NW,Ramsey,MN,55303,Anoka,651-770-2273,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
36603,Suite Living Senior Care,7900 AUSTIN WAY,Inver Grove Heights,MN,55077,Dakota,651-770-2273,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
36600,Suite Living Senior Care,8500 REGENT AVENUE NORTH,Brooklyn Park,MN,55443,Hennepin,651-770-0779,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
24077,Summerwood Of Chanhassen,525 LAKE DRIVE,Chanhassen,MN,55317,Carver,952-294-5500,NONPROFIT CORPORATION,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
30236,Summerwood Of Plymouth,16205 36TH AVENUE NORTH,Plymouth,MN,55446,Hennepin,763-383-8888,NONPROFIT CORPORATION,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
28605,Summit Hill Senior Living,1824 OLD HUDSON ROAD,St Paul,MN,55119,Ramsey,651-767-9572,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
21963,Summit Place Assisted Living,8501 FLYING CLOUD DRIVE,Eden Prairie,MN,55344,Hennepin,952-995-1000,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
21962,Summit Place Senior Living,8505 FLYING CLOUD DRIVE,Eden Prairie,MN,55344,Hennepin,952-995-1000,LIMITED LIABILITY COMPANY,,HOUSING WITH SERVICES,7/12/21
29939,Summit Recovery Suites,3580 ARCADE ST STE 250,Vadnais Heights,MN,55127,Ramsey,651-261-1717,CORPORATION,,HOUSING WITH SERVICES,7/12/21
33052,Summit Recovery Suites,2620 EAGAN WOODS DRIVE STE 200,Eagan,MN,55121,Dakota,651-968-5245,CORPORATION,,HOUSING WITH SERVICES,7/12/21
24351,Sunburg Apartments,403 CENTRAL AVENUE,Sunburg,MN,56289,Kandiyohi,320-441-7001,CORPORATION,,HOUSING WITH SERVICES,7/12/21
33414,Suncrest Assisted Living,2400 WASHINGTON AVENUE,Scanlon,MN,55720,Carlton,218-878-1180,NONPROFIT CORPORATION,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
36049,Sunlight Inc,3341 EMERSON AVENUE NORTH,Minneapolis,MN,55412,Hennepin,404-618-8472,CORPORATION,,HOUSING WITH SERVICES,7/12/21
36731,Sunlight Inc.,913 LOWRY AVENUE NORTH EAST,Minneapolis,MN,55418,Hennepin,404-618-8472,CORPORATION,,HOUSING WITH SERVICES,7/12/21
30672,Sunlight Senior Living,400 WESTERN AVENUE,St Paul,MN,55103,Ramsey,651-714-5056,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
26492,Sunlight Services,1243 SKILLMAN AVENUE,Maplewood,MN,55109,Ramsey,651-343-0080,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
35327,Sunlight Services Llc,1740 ATLANTIC STREET,Maplewood,MN,55109,Ramsey,651-600-4403,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
30412,Sunlight Services Llc,440 VIRGINIA STREET,St Paul,MN,55103,Ramsey,651-343-0080,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
24717,Sunlight Services Llc,1105 HAZEL STREET N,St Paul,MN,55119,Ramsey,651-343-0080,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
20569,Sunnyview,316 SUNRISE LANE,Atwater,MN,56209,Kandiyohi,320-441-7001,CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
21369,Sunnyview Ii,314 SUNRISE LANE,Atwater,MN,56209,Kandiyohi,320-441-7001,CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
33642,Sunrise Farm,1317 9TH STREET NE,Montgomery,MN,56069,Lesueur,507-364-5312,CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
21787,Sunrise Of Edina,7128 FRANCE AVENUE SOUTH,Edina,MN,55435,Hennepin,952-927-8000,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
23982,Sunrise Of Golden Valley,4950 OLSON MEMORIAL HIGHWAY,Golden Valley,MN,55422,Hennepin,763-522-4000,PARTNERSHIP,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
24010,Sunrise Of Minnetonka,18605 OLD EXCELSIOR BOULEVARD,Minnetonka,MN,55345,Hennepin,952-474-9155,PARTNERSHIP,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
21410,Sunrise Of Roseville,2555 SNELLING AVENUE NORTH,Roseville,MN,55113,Ramsey,651-636-4800,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
34247,Sunrise Residential Services,216 MAPLE LANE WEST,Roseville,MN,55113,Ramsey,206-458-3553,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
20669,Sunrise Terrace,2121 IRONWOOD AVENUE,Slayton,MN,56172,Murray,507-836-8980,COUNTY,,HOUSING WITH SERVICES,7/12/21
30451,Sunrise Village,1125 9TH STREET SE,Willmar,MN,56201,Kandiyohi,320-235-1602,NONPROFIT CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
27053,Sunset Homes Assisted Living,11237 11TH AVENUE NW,Oronoco,MN,55960,Olmsted,507-367-4438,CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
30659,Sunset Homes Assisted Living,3686 KENOSHA DRIVE NW,Rochester,MN,55902,Olmsted,507-206-4856,CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
36995,Sunset Homes Assisted Lvng Iii,9938 18TH AVENUE NW,Oronoco,MN,55960,Olmsted,507-322-8055,CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
35372,Sunshine Assisted Living Llc,9540 COLUMBUS AVENUE SOUTH,Bloomington,MN,55420,Hennepin,952-457-7992,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
37497,Sunshine Corporation,7333 HARRIET AVENUE SOUTH,Richfield,MN,55424,Hennepin,720-499-9028,CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
36922,Sunshine Group Home Llc,125 MAGNOLIA AVENUE WEST,St. Paul,MN,55117,Hennepin,612-227-5643,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
37089,Sunshine Wellness Center Inc,317 5TH AVENUE SE,Minneapolis,MN,55414,Hennepin,612-404-1005,CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
24465,Superior View Apartments,1022 JUNCTION AVENUE,Duluth,MN,55812,Saint Louis,651-645-7271,NONPROFIT CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
31464,Supportive Living Solutions,1445 BIDWELL STREET,West St. Paul,MN,55118,Dakota,651-209-8490,LIMITED LIABILITY COMPANY,,HOUSING WITH SERVICES,7/12/21
35950,Supreme Living Homes Llc,6051 HALIFAX AVENUE NORTH,Brooklyn Center,MN,55429,Hennepin,612-229-6949,LIMITED LIABILITY COMPANY,,HOUSING WITH SERVICES,7/12/21
23511,Sylvan Place,212 ST. OLAF AVENUE SOUTH,Canby,MN,56220,Yellow Medicine,507-223-7277,NONPROFIT CORPORATION,,HOUSING WITH SERVICES,7/12/21
33880,Syncare Inc,13245 45TH AVE N,Plymouth,MN,55442,Hennepin,612-747-3263,CORPORATION,DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
37279,"Syncare, Inc Joy Home",11100 JOY LANE,Minnetonka,MN,55305,Hennepin,952-513-7075,CORPORATION,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
37696,Synergycare Llc,16333 FINCH WAY WEST,Rosemount,MN,55068,Dakota,612-805-1118,LIMITED LIABILITY COMPANY,,HOUSING WITH SERVICES,7/12/21
35539,Synergycare Llc,1486 ROUNDS HOUSE CIRCLE,Shakopee,MN,55379,Scott,612-224-2018,LIMITED LIABILITY COMPANY,,HOUSING WITH SERVICES,7/12/21
37695,Synergycare Llc,1551 RED CEDAR ROAD,Eagan,MN,55121,Dakota,612-805-1118,LIMITED LIABILITY COMPANY,,HOUSING WITH SERVICES,7/12/21
35218,Syriauna Manor,401 HAROLD DRIVE,Burnsville,MN,55337,Dakota,651-414-9982,CORPORATION,,HOUSING WITH SERVICES,7/12/21
36875,"T & R Homes, Inc.",11409 SWALLOW STREET NW,Coon Rapids,MN,55433,Anoka,763-208-1028,CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
36883,"T & R Homes, Inc.",3301 84TH AVENUE NORTH,Brooklyn Park,MN,55443,Anoka,763-208-1028,CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
35613,Tailored Care Residence Inc,2311 10TH AVENUE SOUTH,Minneapolis,MN,55404,Hennepin,651-447-8965,CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
34875,Talamore Senior Living,215 37H AVENUE NORTH,St. Cloud,MN,56303,Stearns,320-230-0234,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
30480,Tamarac Sr Living Community,900 LINCOLN AVENUE,Stephen,MN,56757,Marshall,218-478-2850,NONPROFIT CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
30668,Tamarack Court,1511 DELTON AVENUE NW,Bemidji,MN,56601,Beltrami,218-444-4999,CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
35366,Tchidi'S House,3094 CLEVELAND AVENUE NORTH,Roseville,MN,55113,Ramsey,952-848-0935,LIMITED LIABILITY COMPANY,,HOUSING WITH SERVICES,7/12/21
36171,Team Home Health Care Llc,7421 18TH AVENUE SOUTH,Richfield,MN,55423,Hennepin,612-402-0806,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
30233,Temperance Lake Ridge,410 FOX LAKE AVENUE,Sherburn,MN,56171,Martin,507-764-4977,CITY,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
35977,Tender Care Group Homes Llc,2640 POLK STREET NE,Minneapolis,MN,55418,Hennepin,612-407-1723,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
36678,Tender Care Providers,1794 SWITCHGRASS CIRCLE,Shakopee,MN,55379,Dakota,612-203-5847,LIMITED LIABILITY COMPANY,,HOUSING WITH SERVICES,7/12/21
20267,Terrace Heights Ind Living,410 WEST MAIN STREET,Osakis,MN,56360,Douglas,320-859-2142,NONPROFIT CORPORATION,,HOUSING WITH SERVICES,7/12/21
31439,The 92Nd Trail,6018 92ND TRAIL,Brooklyn Park,MN,55443,Hennepin,763-566-4025,CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
25829,The Alton Memory Care,1306 ALTON STREET,St Paul,MN,55116,Ramsey,651-699-2480,CORPORATION,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
35152,The Appointed Home Llc,6032 YUKON AVENUE NORTH,New Hope,MN,55428,Hennepin,612-407-2182,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
30602,The Beacon At Lake Crystal,511 WEST BLUE EARTH STREET,Lake Crystal,MN,56055,Blue Earth,507-726-6537,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
30605,The Beacon At Mapleton,206 3RD AVENUE NE,Mapleton,MN,56065,Blue Earth,507-524-4990,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
35610,The Beatitudes Homes Llc,10315 31ST PLACE NE,St. Michael,MN,55376,Wright,612-868-3721,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
36553,The Beatitudes Homes Llc,8116 66TH AVENUE NORTH,Brooklyn Park,MN,55428,Hennepin,763-501-9192,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
36337,The Beatitudes Homes Llc,9159 HARBOR LANE NORTH,Maple Grove,MN,55369,Hennepin,763-501-9192,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
36005,The Beatitudes Homes Llc,13818 78TH AVENUE NORTH,Maple Grove,MN,55311,Hennepin,763-501-9192,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
36744,"The Beatitudes Homes, Llc",3812 COMMODORE DRIVE,Brooklyn Center,MN,55429,Hennepin,612-868-3721,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
34027,The Blessed Home Care,2441 LINWOOD COURT EAST,St Paul,MN,55119,Ramsey,651-210-7190,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
20078,The Boulevard,4458 RESERVOIR BOULEVARD NE,Columbia Heights,MN,55421,Anoka,763-782-1606,NONPROFIT CORPORATION,,HOUSING WITH SERVICES,7/12/21
20583,The Bridges Of Zumbrota,295 WEST 4TH STREET,Zumbrota,MN,55992,Goodhue,507-732-8455,NONPROFIT CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
30837,The Brooks On St Paul,2480 ST. PAUL ROAD,Owatonna,MN,55060,Steele,507-446-5855,NONPROFIT CORPORATION,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
34764,The Burlington House,215 NORTH 10TH STREET,Brainerd,MN,56401,Crow Wing,218-330-0249,LIMITED LIABILITY COMPANY,,HOUSING WITH SERVICES,7/12/21
37097,The Burlington House - 509,509 5TH STREET SE,Little Falls,MN,56345,Morrison,218-330-0249,LIMITED LIABILITY COMPANY,,HOUSING WITH SERVICES,7/12/21
37389,The Burlington House 470,470 TYROL DRIVE,Brainerd,MN,56401,Crow Wing,218-330-0249,LIMITED LIABILITY COMPANY,,HOUSING WITH SERVICES,7/12/21
35297,The Burlington House-460,460 TYROL DRIVE,Brainerd,MN,56401,Crow Wing,218-330-0249,LIMITED LIABILITY COMPANY,,HOUSING WITH SERVICES,7/12/21
24802,The Caring Sisters Home Care,3901 BURQUEST LANE NORTH,Brooklyn Park,MN,55429,Hennepin,763-537-7963,CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
21932,The Caring Sisters Home Care,1375 OAK GROVE CIRCLE,Golden Valley,MN,55422,Hennepin,763-208-1508,CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
24801,The Caring Sisters Home Care,2833 YOSEMITE AVENUE SOUTH,St. Louis Park,MN,55416,Hennepin,952-924-0575,CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
23620,The Caring Sisters Home Care,2852 YOSEMITE AVENUE SOUTH,St. Louis Park,MN,55416,Hennepin,952-924-0575,CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
29359,The Caring Sisters Home Care,2916 WINNETKA AVENUE NORTH,New Hope,MN,55427,Hennepin,763-533-6822,CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
29360,The Caring Sisters Home Care,5339 QUEEN AVENUE NORTH,Brooklyn Center,MN,55430,Hennepin,763-561-1294,CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
33999,The Carlson Home Inc,300 1ST AVENUE NW,Austin,MN,55912,Mower,507-433-8357,CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
24253,The Cedars,701 POLK STREET,Anoka,MN,55303,Anoka,763-712-8363,CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
30812,The Colony At Eden Prairie,431 PRAIRIE CENTER DRIVE,Eden Prairie,MN,55344,Hennepin,952-828-9500,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
30751,The Commons On Marice,1380 MARICE DRIVE,Eagan,MN,55121,Dakota,651-688-9999,OTHER NONPROFIT OWNERSHIP,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
20137,The Cottage East,800 5TH STREET WEST,Northfield,MN,55057,Rice,507-664-8866,NONPROFIT CORPORATION,DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
20342,The Cottage West,804 5TH STREET WEST,Northfield,MN,55057,Rice,507-664-8815,NONPROFIT CORPORATION,DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
30716,The Country Place Apartments,23110 347TH STREET SE,Erskine,MN,56535,Polk,218-687-2288,NONPROFIT CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
20559,The Country Villa,520 1ST STREET NE,Sartell,MN,56377,Benton,320-253-8450,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
20535,The Elms,2171 SEVENTH AVENUE NORTH,Anoka,MN,55303,Anoka,763-712-8363,CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
20049,The Emeralds At Faribault,503 EAST DIVISION STREET,Faribault,MN,55021,Rice,507-332-5158,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
30227,The Emeralds At Grand Rapids,2815 HIGHWAY 169 SOUTH,Grand Rapids,MN,55744,Itasca,218-326-8567,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
30609,The Encore At Champlin,11469 JEFFERSON COURT NORTH,Champlin,MN,55316,Hennepin,763-235-3600,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
30353,The Encore At Hugo,5607 150TH STREET NORTH,Hugo,MN,55038,Washington,651-653-3282,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
28353,The Encore At Mahtomedi,720 MAHTOMEDI AVENUE,Mahtomedi,MN,55115,Washington,651-528-8442,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
30614,The Encore At Maplewood,2300 HAZELWOOD STREET,Maplewood,MN,55109,Ramsey,651-777-6522,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
30608,The Encore At North Branch,38610 14TH AVENUE,North Branch,MN,55056,Chisago,651-674-0068,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
25275,The Evergreens,820 MEMORIAL DRIVE,Spring Valley,MN,55975,Fillmore,507-346-1246,NONPROFIT CORPORATION,,HOUSING WITH SERVICES,7/12/21
25500,The Evergreens Of Moorhead,502 3RD AVENUE SOUTH,Moorhead,MN,56560,Clay,218-233-1535,NONPROFIT CORPORATION,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
30466,The Evergreens Of Moorhead,512 3RD AVENUE SOUTH,Moorhead,MN,56560,Clay,218-233-1535,NONPROFIT CORPORATION,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
34667,The Family Residence,2501 JEFFERSON ROAD,Northfield,MN,55057,Rice,507-581-2444,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
20547,The Farmstead,13733 QUAY STREET,Andover,MN,55304,Anoka,763-712-7000,NONPROFIT CORPORATION,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
29049,The Fountains At Hosanna!,9850 163RD STREET WEST,Lakeville,MN,55044,Dakota,952-435-7199,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
30530,The Friendship Home Community,947 LYDIA DRIVE WEST,Roseville,MN,55113,Ramsey,651-398-2294,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
26201,The Friendship Home Community,500 ROSELAWN AVENUE WEST,Roseville,MN,55113,Ramsey,651-398-2294,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
34771,The Friendship Place Llc,152 KING STREET WEST,St Paul,MN,55107,Ramsey,651-369-1401,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
34338,The Gardens At Foley Al Llc,120 NORMAN AVENUE SOUTH,Foley,MN,56329,Benton,320-968-6425,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
30475,The Gardens At St Gertrudes,1850 SARAZIN ST,Shakopee,MN,55379,Scott,952-233-4484,NONPROFIT CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
28112,The Gardens At Winsted Al,300 FAIRLAWN AVENUE WEST,Winsted,MN,55395,Mcleod,320-364-9103,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
32699,The Geneva Suites,1599 BLACKHAWK LAKE DRIVE,Eagan,MN,55122,Dakota,208-888-8118,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
34321,The Geneva Suites,11416 WILD HERON POINT,Eden Prairie,MN,55347,Hennepin,612-208-8888,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
32258,The Geneva Suites,9145 MEADOWVIEW ROAD,Bloomington,MN,55425,Hennepin,208-888-8118,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
33680,The Geneva Suites,2309 WILDWOOD COURT,Burnsville,MN,55306,Dakota,612-208-8888,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
32138,The Geneva Suites,13909 FRONTIER LANE,Burnsville,MN,55337,Dakota,208-888-8118,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
33870,The Geneva Suites,6200 PARKWOOD ROAD,Edina,MN,55436,Hennepin,208-888-8118,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
33436,The Geneva Suites,6222 BRAEBURN CIRCLE,Edina,MN,55439,Hennepin,612-208-8888,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
37719,"The Geneva Suites, Llc",3108 FOXPOINT CIRCLE,Burnsville,MN,55337,Dakota,612-208-8888,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
28261,The Glenn Minnetonka,5300 WOODHILL ROAD,Minnetonka,MN,55345,Hennepin,952-352-1000,NONPROFIT CORPORATION,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
35223,The Good Samaritan Nurse,656 SHRYER AVENUE WEST,Roseville,MN,55113,Ramsey,612-772-4020,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
36437,The Grace Home Health Services,9707 PENN AVENUE NORTH,Brooklyn Park,MN,55444,Hennepin,763-300-1902,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
