Facility ID,State Facility Type 2 Literal,Facility Name,Address,City,Zip Code,County,Capacity,Phone Number,Licensee,Ownership Type,Date Accessed,State Facility Type 1 Literal,State
19892,M,Auburn Creek - Assisted Living By Americare,2910 BEAVER CREEK DR,Cape Girardeau,63701-1732,Cape Girardeau,53,(573) 651-0199,"CAPE GIRARDEAU RESIDENTIAL, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY,MO
19954,D,Bristol Manor Of Warrenton,815 WOOLF ROAD,Warrenton,63383-6184,Warren,12,(636) 456-1437,"BRISTOL CARE, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
19968,N,Brentmoor Retirement Community,8600 DELMAR BLVD,Saint Louis,63124-1973,Saint Louis County,36,(314) 995-3811,"BRENTMOOR HOLDINGS, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
19990,D,"Rolling Hills Care Facility, Llc",24583 HIGHWAY 5,Milan,63556-2809,Sullivan,9,(660) 265-4391,"ROLLING HILLS CARE FACILITY, LLC",LIMITED LIABILITY COMPANY,6/29/21,RESIDENTIAL CARE FACILITY,MO
20003,N,Northpark Village - Assisted Living By Americare,4449 N STATE HIGHWAY NN,Ozark,65721-7221,Christian,52,(417) 581-3200,"OZARK RESIDENTIAL, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
20015,D,Bristol Manor Of Elsberry,1402 RIVERVIEW DR,Elsberry,63343-1612,Lincoln,12,(573) 898-5955,"BRISTOL CARE, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
20034,C,"Brookside Manor Residential Care, Llc",2434 HIGHWAY H,Farmington,63640-7033,Saint Francois,20,(573) 756-6434,"BROOKSIDE MANOR RESIDENTIAL CARE, LLC",LIMITED LIABILITY COMPANY,6/29/21,RESIDENTIAL CARE FACILITY*,MO
20045,D,Bristol Manor Of Monroe City,1017 EAST LAWN ST,Monroe City,63456-1433,Monroe,12,(573) 735-3068,"BRISTOL CARE, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
20116,D,Bristol Manor Of Jefferson City,510 KENSINGTON PARK,Jefferson City,65109-6247,Cole,12,(573) 761-5772,"BRISTOL CARE, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
20138,D,Bristol Manor Of Washington,100 WEST 12TH ST,Washington,63090-4445,Franklin,12,(636) 390-0050,"BRISTOL CARE, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
20156,D,Gran Villas Neosho,420 LYON DR,Neosho,64850-9194,Newton,30,(417) 451-7071,"MEDICALODGES, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
20160,D,Ashbury Heights Of Montgomery City,625 WEST 2ND ST,Montgomery City,63361-1762,Montgomery,12,(573) 564-3386,"BRISTOL CARE, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
20185,D,Townhouse Residential Care Facility,207 FRONT ST,Annapolis,63620-9130,Iron,18,(573) 223-3918,"PATRICIA'S RESIDENTIAL CARE FACILITY, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
20193,D,"Henley Place Of Neosho, A Senior Residence By Americare",1105 VILLAGE RD,Neosho,64850-9076,Newton,50,(417) 451-1000,"NEOSHO RESIDENTIAL, LLC",LIMITED LIABILITY COMPANY,6/29/21,RESIDENTIAL CARE FACILITY,MO
20206,C,Clark Care Center - One,1505 EAST ASHLAND ST,Nevada,64772-4025,Vernon,38,(417) 667-3900,"1505 HEALTH CARE SERVICES, INC.",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY*,MO
20237,D,Bristol Manor Of Pacific,2049 ROSE LN,Pacific,63069-1165,Franklin,12,(636) 257-8020,"BRISTOL CARE, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
20260,D,Bristol Manor Of Palmyra,1815 SOUTH MAIN,Palmyra,63461-1961,Marion,12,(573) 769-2127,"BRISTOL CARE, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
20288,N,"Gardens, The",1302 WEST SUNSET,Springfield,65807-5943,Greene,148,(417) 889-7600,BSLC II,NOT FOR PROFIT CORPORATION,6/29/21,ASSISTED LIVING FACILITY**,MO
20291,N,River Mist - Assisted Living By Americare,2050 WEST MAUD,Poplar Bluff,63901-4000,Butler,42,(573) 686-2833,"POPLAR BLUFF RESIDENTIAL, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
20303,N,Ashland Villa - Assisted Living By Americare,301 SOUTH HENRY CLAY BLVD,Ashland,65010-9439,Boone,72,(573) 657-1920,"ASHLAND VILLA, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
20352,D,Bristol Manor Of Aurora,740 SOUTH HUDSON,Aurora,65605-2512,Lawrence,12,(417) 678-7535,"BRISTOL CARE, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
20361,C,"Village Care Center, Inc",810 EAST EDWARDS ST,Maryville,64468-2917,Nodaway,18,(660) 562-3515,"VILLAGE CARE CENTER, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY*,MO
20386,C,Swift Creek Residential Care Center,1673 HIGHWAY 53,Poplar Bluff,63901-4132,Butler,12,(573) 778-1129,"JRRO, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY*,MO
20397,D,Bristol Manor Of Wentzville,840 WEST NORTHVIEW,Wentzville,63385-1036,Saint Charles,12,(636) 639-6777,"BRISTOL CARE, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
20413,M,Keaton Center,120 N MILL ST,Festus,63028-1816,Jefferson,16,(636) 232-2323,"COMMUNITY TREATMENT, INC",NOT FOR PROFIT CORPORATION,6/29/21,ASSISTED LIVING FACILITY,MO
20440,N,Westbrook Terrace - Assisted Living By Americare,3335 NORTH TEN MILE DR,Jefferson City,65109-0528,Cole,36,(573) 635-2600,"JEFFERSON CITY RESIDENTIAL, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
20500,C,"Marshfield Place, Llc",820 SOUTH WHITE OAK ST,Marshfield,65706-2231,Webster,40,(417) 859-3462,"MARSHFIELD PLACE, LLC",LIMITED LIABILITY COMPANY,6/29/21,RESIDENTIAL CARE FACILITY*,MO
20513,N,"Meadowbrook Residential Care, Inc",806 WEST MULBERRY,Pilot Knob,63663-,Iron,36,(573) 546-7065,"MEADOWBROOK RESIDENTIAL CARE, INC",PROFIT CORPORATION,6/29/21,ASSISTED LIVING FACILITY**,MO
20525,N,Northridge Place - Assisted Living By Americare,1500 LYNN ST,Lebanon,65536-4409,Laclede,50,(417) 532-9793,"LEBANON RESIDENTIAL, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
20537,D,Bristol Manor Of Webb City,"1803 NORTH MAIN, HIGHWAY D",Webb City,64870-1193,Jasper,12,(417) 673-4231,"BRISTOL CARE, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
20541,N,Silver Creek - Assisted Living By Americare,3325 TEXAS AVE,Joplin,64804-4343,Newton,68,(417) 626-8100,"JOPLIN RESIDENTIAL, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
20550,C,Carl Junction Residential Care,201 FIR RD,Carl Junction,64834-9222,Jasper,37,(417) 782-5659,"COMMUNITY RESIDENCE, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY*,MO
20566,C,Meadowview Residential Care,101 NORTH FAR WEST DR,Saint Joseph,64506-3500,Buchanan,32,(816) 232-2873,LADIES UNION BENEVOLENT ASSOCIATION,NOT FOR PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY*,MO
20603,N,Jefferson Gardens - Assisted Living By Americare,509 WEST ROGERS ST,Clinton,64735-2548,Henry,42,(660) 885-9770,"CLINTON GRAN VILLA, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
20615,N,Wedgewood Gardens,17996 BUSINESS 13,Reeds Spring,65737-9663,Stone,46,(417) 272-6666,GROVE DEVELOPMENT OPERATIONS LLC,LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
20625,N,Bluff Creek Terrace - Assisted Living By Americare,3104 BLUFF CREEK DR,Columbia,65201-3524,Boone,48,(573) 815-9111,"COLUMBIA RESIDENTIAL, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
20635,N,"Bishop Spencer Place, Inc, The",4301 MADISON AVE,Kansas City,64111-3491,Jackson,40,(816) 931-4277,"THE BISHOP SPENCER PLACE, INC",NOT FOR PROFIT CORPORATION,6/29/21,ASSISTED LIVING FACILITY**,MO
20643,C,Pearl'S Residential Care,308 SOUTH BROADWAY,Princeton,64673-1111,Mercer,26,(660) 748-3307,"PEARL'S RESIDENTIAL CARE, LLC",LIMITED LIABILITY COMPANY,6/29/21,RESIDENTIAL CARE FACILITY*,MO
20664,N,Desmet Retirement Community,1425 NORTH NEW FLORISSANT RD,Florissant,63033-2154,Saint Louis County,68,(314) 838-3811,"DESMET RHF HOUSING, INC",NOT FOR PROFIT CORPORATION,6/29/21,ASSISTED LIVING FACILITY**,MO
20682,D,Independence Chateau,17441 EAST MEDICAL CENTER PARKWAY,Independence,64057-1805,Jackson,20,(816) 478-1991,"N & R OF INDEPENDENCE, LLC",LIMITED LIABILITY COMPANY,6/29/21,RESIDENTIAL CARE FACILITY,MO
20704,N,Lutheran Senior Services At Breeze Park,600 BREEZE PARK DR,Saint Charles,63304-9139,Saint Charles,23,(636) 939-5223,LUTHERAN SENIOR SERVICES,NOT FOR PROFIT CORPORATION,6/29/21,ASSISTED LIVING FACILITY**,MO
20718,C,Ava Place,1000 NW 3RD ST,Ava,65608-1269,Douglas,40,(417) 683-6999,"AVA NO 2, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY*,MO
20739,C,Switzer Residential Care,3260 MYSTIC LANE,Poplar Bluff,63901-3067,Butler,20,(573) 785-9399,"SWITZER RCF, LLC",LIMITED LIABILITY COMPANY,6/29/21,RESIDENTIAL CARE FACILITY*,MO
20751,N,Autumn View Gardens,16219 AUTUMN VIEW TERRACE DR,Ellisville,63011-4743,Saint Louis County,150,(636) 458-5225,BETHESDA FOUNDATION,NOT FOR PROFIT CORPORATION,6/29/21,ASSISTED LIVING FACILITY**,MO
20779,C,Autumn Place Residential Care Of Joplin,2030 E ZORA ST,Joplin,64801-1170,Jasper,38,(417) 626-8900,"AUTUMN HOME CARE FACILITIES, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY*,MO
20783,N,Churchill Terrace - Assisted Living By Americare,120 HOSPITAL DR,Fulton,65251-2511,Callaway,57,(573) 642-5222,"FULTON RESIDENTIAL, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
20791,N,Ravenwood - Assisted Living By Americare,1950 EAST REPUBLIC RD,Springfield,65804-6763,Greene,66,(417) 890-6000,"RAVENWOOD RESIDENTIAL, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
20809,N,"Community Of Autumn Court At Mt Vernon, The",1421 S LANDRUM ST,Mount Vernon,65712-1912,Lawrence,34,(417) 466-3549,"COMMUNITY RESIDENCE, INC",PROFIT CORPORATION,6/29/21,ASSISTED LIVING FACILITY**,MO
20838,D,Bristol Manor Of Willard,511 WATSON,Willard,65781-8314,Greene,12,(417) 742-0090,"BRISTOL CARE, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
20841,D,Bristol Manor Of Republic,634 EAST HIGHWAY 174,Republic,65738-1124,Greene,12,(417) 732-8998,"BRISTOL CARE, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
20858,D,Bristol Manor Of Carthage,2131 SOUTH RIVER AVE,Carthage,64836-3350,Jasper,12,(417) 358-9788,"BRISTOL CARE, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
20869,C,Maple Senior Living Llc,3 SOUTHWEST FIRST LANE,Lamar,64759-8313,Barton,57,(417) 682-6184,MAPLE SENIOR LIVING LLC,LIMITED LIABILITY COMPANY,6/29/21,RESIDENTIAL CARE FACILITY*,MO
20884,C,Moniteau Care Center,200 SOUTH GERHART,California,65018-2433,Moniteau,6,(573) 796-3822,"N & R OF CALIFORNIA WEST, LLC",LIMITED LIABILITY COMPANY,6/29/21,RESIDENTIAL CARE FACILITY*,MO
20892,C,Country Club Care Center Of Warrensburg,503 REGENT DR,Warrensburg,64093-3231,Johnson,40,(660) 429-4444,"COUNTRY CLUB CARE CENTER OF WARRENSBURG, LC",LIMITED LIABILITY COMPANY,6/29/21,RESIDENTIAL CARE FACILITY*,MO
20926,C,Stonebridge Lake Ozark,872 COLLEGE BLVD,Osage Beach,65065-8408,Miller,40,(573) 302-0900,"ELDERCARE OF MID-MISSOURI V, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY*,MO
20972,C,Mary Ryder Home,4361 OLIVE ST,Saint Louis,63108-2621,Saint Louis City,80,(314) 531-2981,MARY RYDER HOME,NOT FOR PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY*,MO
20982,C,"Silex Residential Home, Llc",145 DUNCAN MANSION RD,Silex,63377-2229,Lincoln,60,(573) 384-5213,"SILEX RESIDENTIAL HOME, LLC",LIMITED LIABILITY COMPANY,6/29/21,RESIDENTIAL CARE FACILITY*,MO
21025,D,Morningside Of Springfield,3540 EAST CHEROKEE,Springfield,65809-2828,Greene,67,(417) 889-2222,"SNH AL AIMO TENANT, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
21055,N,"Lynn'S Heritage House, Inc",800 KELLY LN,Louisiana,63353-2415,Pike,44,(573) 754-4020,"LYNN'S HERITAGE HOUSE, INC",PROFIT CORPORATION,6/29/21,ASSISTED LIVING FACILITY**,MO
21083,D,Rosewood Residential Care,13450 COUNTY RD 7040,Rolla,65401-8122,Phelps,9,(573) 341-8000,"ALPHA ASSISTED LIVING, LLC",LIMITED LIABILITY COMPANY,6/29/21,RESIDENTIAL CARE FACILITY,MO
21093,D,Owen Acres Residential Care Facility,614 COUNTY ROAD 466,Poplar Bluff,63901-2964,Butler,20,(573) 778-0497,"OWEN ACRES, LLC",LIMITED LIABILITY COMPANY,6/29/21,RESIDENTIAL CARE FACILITY,MO
21111,N,"Mother Of Perpetual Help Residence, Inc",7609 WATSON ROAD,Saint Louis,63119-5001,Saint Louis County,160,(314) 918-2260,"MOTHER OF PERPETUAL HELP RESIDENCE, INC",NOT FOR PROFIT CORPORATION,6/29/21,ASSISTED LIVING FACILITY**,MO
21150,C,Casablanca Care Center,524 SOUTH ALBANY,Bolivar,65613-2116,Polk,11,(417) 777-7247,"CASABLANCA CARE CENTER, LLC",LIMITED LIABILITY COMPANY,6/29/21,RESIDENTIAL CARE FACILITY*,MO
21163,D,Benedict Joseph Labre Center,3863 CLEVELAND,Saint Louis,63110-4009,Saint Louis City,15,(314) 664-3927,"PETER & PAUL COMMUNITY SERVICES, INC",NOT FOR PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
21270,C,Life Enhancement Village Of Branson,421 OAKRIDGE ROAD,Walnut Shade,65771-9173,Taney,18,(417) 561-5395,"LIFE ENHANCEMENT VILLAGE OF THE OZARKS, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY*,MO
21318,N,Summit Villa Lifecare,229 KAREN DR,Holts Summit,65043-2522,Callaway,50,(573) 896-8567,"GUTHRIE ENTERPRISES, INC",PROFIT CORPORATION,6/29/21,ASSISTED LIVING FACILITY**,MO
21439,C,Cooper House,4385 MARYLAND AVE,Saint Louis,63108-2703,Saint Louis City,36,(314) 535-1919,INTERFAITH RESIDENCE,NOT FOR PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY*,MO
21509,N,"Baptist Home, The",1625 WEST GARTON RD,Ozark,65721-6637,Christian,30,(417) 581-2101,"BAPTIST HOME, THE",NOT FOR PROFIT CORPORATION,6/29/21,ASSISTED LIVING FACILITY**,MO
21512,C,St Francois Manor,1180 OLD JACKSON RD,Farmington,63640-3428,Saint Francois,29,(573) 760-1700,"N & R OF FARMINGTON, LLC",LIMITED LIABILITY COMPANY,6/29/21,RESIDENTIAL CARE FACILITY*,MO
21563,C,Lamplight Village,309 LOCUST ST,West Plains,65775-3906,Howell,32,(417) 256-2749,"NEWTON, MICHAEL S",SOLE PROPRIETOR,6/29/21,RESIDENTIAL CARE FACILITY*,MO
21631,C,Kidwell Home,1000 KIDWELL DR,Versailles,65084-1177,Morgan,44,(573) 378-5175,GOOD SHEPHERD NURSING HOME DISTRICT #1,NURSING HOME DISTRICT,6/29/21,RESIDENTIAL CARE FACILITY*,MO
21851,C,"Preferred Family Healthcare, Inc",900 EAST LAHARPE,Kirksville,63501-4520,Adair,57,(660) 665-1962,"PREFERRED FAMILY HEALTHCARE, INC",NOT FOR PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY*,MO
21994,M,St Ann Assisted Living Center,10441 INTERNATIONAL PLAZA DR,Saint Ann,63074-1805,Saint Louis County,40,(314) 423-1254,"ST ANN ASSISTED LIVING CENTER, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY,MO
22112,D,Colonial House Of Crystal City,26 MISSISSIPPI AVE,Crystal City,63019-1817,Jefferson,52,(636) 937-1000,"COLONIAL HOUSE OF CRYSTAL CITY, LLC",LIMITED LIABILITY COMPANY,6/29/21,RESIDENTIAL CARE FACILITY,MO
22269,N,Richmond Terrace Assisted Living,1633 LACLEDE STATION RD,Saint Louis,63117-2038,Saint Louis County,99,(314) 646-8000,LUTHERAN SENIOR SERVICES,NOT FOR PROFIT CORPORATION,6/29/21,ASSISTED LIVING FACILITY**,MO
22460,N,Veronica House,12284 DEPAUL DR,Bridgeton,63044-2508,Saint Louis County,100,(314) 209-8814,"SARAH COMMUNITY, THE",NOT FOR PROFIT CORPORATION,6/29/21,ASSISTED LIVING FACILITY**,MO
22584,D,Morningside Of Chesterfield Village,2410 WEST CHESTERFIELD BLVD,Springfield,65807-8631,Greene,92,(417) 886-4000,"SNH AL AIMO TENANT, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
22648,N,Dolan Memory Care At Conway,12550 CONWAY RD,Creve Coeur,63141-8613,Saint Louis County,9,(314) 576-3998,"CURA, INC",PROFIT CORPORATION,6/29/21,ASSISTED LIVING FACILITY**,MO
22664,M,St Joe Manor,10 LAKE DR,Bonne Terre,63628-1820,Saint Francois,10,(573) 358-2800,"AMERICAN NURSING & REHAB, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY,MO
22810,N,St Andrew'S Assisted Living Of Bridgeton,11325 ST CHARLES ROCK RD,Bridgeton,63044-2722,Saint Louis County,35,(314) 209-1177,MIZPAH ASSISTED LIVING SERVICES,NOT FOR PROFIT CORPORATION,6/29/21,ASSISTED LIVING FACILITY**,MO
22838,N,Cape Albeon,3300 LAKE BEND DR,Valley Park,63088-2524,Saint Louis County,100,(636) 861-3200,"GOOD SAMARITAN INDEPENDENT LIVING, INC (THE)",NOT FOR PROFIT CORPORATION,6/29/21,ASSISTED LIVING FACILITY**,MO
22909,N,Autumn View Gardens At Schuetz Road,11210 SCHUETZ RD,Saint Louis,63146-4933,Saint Louis County,100,(314) 993-9888,BETHESDA FOUNDATION,NOT FOR PROFIT CORPORATION,6/29/21,ASSISTED LIVING FACILITY**,MO
22947,N,Ozark Manor,1013 HIGHWAY Z,Fredericktown,63645-8035,Madison,55,(573) 783-8338,"OZARK MANOR, INC",PROFIT CORPORATION,6/29/21,ASSISTED LIVING FACILITY**,MO
22959,N,Vintage Gardens Assisted Living,3302 NORTH WOODBINE ROAD,Saint Joseph,64505-9323,Buchanan,44,(816) 390-9555,"CSL VINTAGE, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
23020,D,"Essex By Bristol, The",301 EAST 3RD,Sedalia,65301-4335,Pettis,24,(660) 829-1758,"BRISTOL CARE, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
23135,N,Shepherd'S View Assisted Living,100 SHEPHERDS LN,Alton,65606-0429,Oregon,39,(417) 778-7959,"SHEPHERD'S VIEW, INC",PROFIT CORPORATION,6/29/21,ASSISTED LIVING FACILITY**,MO
23234,N,Parkwood Meadows - Assisted Living By Americare,805 PARKWOOD DR,Sainte Genevieve,63670-1858,Sainte Genevieve,66,(573) 883-3883,"STE GENEVIEVE RESIDENTIAL, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
23333,D,"Victorian Place Of  Vienna, Residential Care By Americare",112 PARKWAY DR,Vienna,65582-8003,Maries,48,(573) 422-3230,"AMERICARE AT VICTORIAN MANOR OF VIENNA, LLC",LIMITED LIABILITY COMPANY,6/29/21,RESIDENTIAL CARE FACILITY,MO
23419,N,Joe Clark Residential Care Home,1495 EAST ASHLAND ST,Nevada,64772-4016,Vernon,34,(417) 667-5000,"NEVADA HEALTH CARE SERVICES, INC.",PROFIT CORPORATION,6/29/21,ASSISTED LIVING FACILITY**,MO
23534,N,Teal Lake - Assisted Living By Americare,1722 HUNTINGFIELD DR,Mexico,65265-3808,Audrain,42,(573) 582-7800,"TEAL LAKE RESIDENTIAL, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
23542,N,Mcknight Place Assisted Living And Memory Care,THREE MCKNIGHT PL,Saint Louis,63124-1900,Saint Louis County,120,(314) 997-5333,"MPAL REAL ESTATE, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
23567,C,"South View Health Care, Llc",951 CREAMERY ROAD,West Plains,65775-6052,Howell,32,(417) 255-9322,"SOUTH VIEW HEALTH CARE, LLC",LIMITED LIABILITY COMPANY,6/29/21,RESIDENTIAL CARE FACILITY*,MO
23584,C,Family Counseling Center Inc,18408 WAYNE ROUTE D,Wappapello,63966-,Wayne,27,(573) 222-8676,"FAMILY COUNSELING CENTER, INC.",NOT FOR PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY*,MO
23608,N,"Arbors At Highland Crest - Alzheimers Assisted Living By Americare, The",620 GILASPY ROAD,Kirksville,63501-4678,Adair,28,(660) 627-8004,"KIRKSVILLE RESIDENTIAL, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
23613,N,Lakewood - Assisted Living By Americare,4685 ROBBERSON AVE,Springfield,65810-1785,Greene,67,(417) 881-1411,"LAKEWOOD RESIDENTIAL CARE, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
23643,N,Lutheran Senior Services At Meramec Bluffs,50 MERAMEC TRAIL DR,Ballwin,63021-3303,Saint Louis County,100,(636) 861-0600,LUTHERAN SENIOR SERVICES,NOT FOR PROFIT CORPORATION,6/29/21,ASSISTED LIVING FACILITY**,MO
23683,D,Morningside Of Branson,5351 GRETNA ROAD,Branson,65616-7298,Taney,104,(417) 334-3336,"SNH AL AIMO TENANT, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
23732,D,Morningside Of Nevada,640 EAST HIGHLAND,Nevada,64772-1091,Vernon,37,(417) 667-3883,"SNH AL AIMO TENANT II, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
23767,N,Sunrise Of Chesterfield,1880 CLARKSON RD,Chesterfield,63017-5000,Saint Louis County,3,(636) 536-3800,WELLTOWER OPCO GROUP LLC,LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
23774,M,"Gardens At Barry Road, The",8300 NW BARRY ROAD,Kansas City,64153-1634,Platte,100,(816) 584-3200,BSLC II,NOT FOR PROFIT CORPORATION,6/29/21,ASSISTED LIVING FACILITY,MO
23805,N,Dolan Memory Care At Schuetz,1706 SCHUETZ RD,Saint Louis,63146-4931,Saint Louis County,10,(314) 989-1762,"CURA, INC",PROFIT CORPORATION,6/29/21,ASSISTED LIVING FACILITY**,MO
23894,D,Ashbury Heights Of Fayette,200 GROCE ST,Fayette,65248-9813,Howard,12,(660) 248-3603,"BRISTOL CARE, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
23909,D,Ashbury Heights Of Chillicothe,603 ST LOUIS ST,Chillicothe,64601-2438,Livingston,12,(660) 707-1270,"BRISTOL CARE, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
23915,D,Ashbury Heights Of Laurie,299 HIGHWAY RA,Laurie,65038-6024,Morgan,12,(573) 374-0076,"BRISTOL CARE, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
23923,D,Ashbury Heights Of Fulton,704 WEST CHESTNUT,Fulton,65251-1254,Callaway,12,(573) 642-2015,"BRISTOL CARE, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
23936,D,Ashbury Heights Of Jefferson City,834 WEATHERED ROCK COURT,Jefferson City,65101-1824,Cole,12,(573) 634-7402,"BRISTOL CARE, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
23940,D,Diana'S Boarding Home 2,"HC 64, BOX 4677",Marble Hill,63764-9408,Bollinger,40,(573) 238-3344,"DIANA'S BOARDING HOME 2, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
23989,N,Capetown Assisted Living,2857 CAPE LACROIX RD,Cape Girardeau,63701-8588,Cape Girardeau,48,(573) 334-4855,"CAPETOWN RESIDENTIAL, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
24133,D,"Victorian Place Of Owensville, Residential Care By Americare",301 NORTH 7TH ST,Owensville,65066-1075,Gasconade,48,(573) 437-5396,"AMERICARE AT VICTORIAN MANOR OF OWENSVILLE, LLC",LIMITED LIABILITY COMPANY,6/29/21,RESIDENTIAL CARE FACILITY,MO
24179,M,Living Community Of St Joseph,1202 HEARTLAND RD,Saint Joseph,64506-3200,Buchanan,35,(816) 671-8500,LIVING COMMUNITY OF ST JOSEPH,NOT FOR PROFIT CORPORATION,6/29/21,ASSISTED LIVING FACILITY,MO
24227,N,Raytown Bickford House,9110 EAST 63RD ST,Raytown,64133-4893,Jackson,85,(816) 353-3400,"RAYTOWN BICKFORD HOUSE, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
24257,D,"Essex Of Lebanon, The",1316 DEADRA DR,Lebanon,65536-4609,Laclede,12,(417) 532-4863,"BRISTOL CARE, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
24279,D,Country Oak Village,101 CROSS CREEK DR,Grain Valley,64029-9561,Jackson,32,(816) 224-2700,"COUNTRY OAK MANOR, LLC",LIMITED LIABILITY COMPANY,6/29/21,RESIDENTIAL CARE FACILITY,MO
