Facility ID,Level of Care Code,Level of Care,Facility Name,Address,City,Zip Code,County,Capacity,Phone Number,Licensee,Ownership Type
21851,C,RCF*,"PREFERRED FAMILY HEALTHCARE, INC",900 EAST LAHARPE,KIRKSVILLE,63501-4520,ADAIR,57,(660) 665-1962,"PREFERRED FAMILY HEALTHCARE, INC",NOT FOR PROFIT CORPORATION
21994,M,ALF,ST ANN ASSISTED LIVING CENTER,10441 INTERNATIONAL PLAZA DR,SAINT ANN,63074-1805,SAINT LOUIS COUNTY,40,(314) 423-1254,"ST ANN ASSISTED LIVING CENTER, LLC",LIMITED LIABILITY COMPANY
22027,A,SNF,CARROLL HOUSE,307 GRAND,CARROLLTON,64633-2265,CARROLL,63,(660) 542-1599,"CARROLL HOUSE, INC",PROFIT CORPORATION
22058,A,SNF,"NICK'S HEALTH CARE CENTER, LLC",253 EAST HIGHWAY 116,PLATTSBURG,64477-1561,CLINTON,70,(816) 539-2376,"NICK'S HEALTH CARE CENTER, LLC",LIMITED LIABILITY COMPANY
22063,A,SNF,REDWOOD OF INDEPENDENCE,1800  S SWOPE DR,INDEPENDENCE,64057-1084,JACKSON,130,(816) 257-2566,"NURSING & REHAB AT INDEPENDENCE, LLC",LIMITED LIABILITY COMPANY
22112,D,RCF,COLONIAL HOUSE OF CRYSTAL CITY,26 MISSISSIPPI AVE,CRYSTAL CITY,63019-1817,JEFFERSON,52,(636) 937-1000,"COLONIAL HOUSE OF CRYSTAL CITY, LLC",LIMITED LIABILITY COMPANY
22269,N,ALF**,RICHMOND TERRACE ASSISTED LIVING,1633 LACLEDE STATION RD,SAINT LOUIS,63117-2038,SAINT LOUIS COUNTY,99,(314) 646-8000,LUTHERAN SENIOR SERVICES,NOT FOR PROFIT CORPORATION
22316,A,SNF,ELIZABETH HOUSE,12284 DE PAUL DR,BRIDGETON,63044-2508,SAINT LOUIS COUNTY,54,(314) 209-8814,"SARAH COMMUNITY, THE",NOT FOR PROFIT CORPORATION
22460,N,ALF**,VERONICA HOUSE,12284 DEPAUL DR,BRIDGETON,63044-2508,SAINT LOUIS COUNTY,100,(314) 209-8814,"SARAH COMMUNITY, THE",NOT FOR PROFIT CORPORATION
22471,A,SNF,WILSHIRE AT LAKEWOOD,600 NE MEADOWVIEW DR,LEE'S SUMMIT,64064-1983,JACKSON,170,(816) 554-9866,"LAKEWOOD CARE CENTER OF LEE'S SUMMIT, LLC",LIMITED LIABILITY COMPANY
22584,D,RCF,MORNINGSIDE OF CHESTERFIELD VILLAGE,2410 WEST CHESTERFIELD BLVD,SPRINGFIELD,65807-8631,GREENE,92,(417) 886-4000,"SNH AL AIMO TENANT, INC",PROFIT CORPORATION
22613,A,SNF,BENTLEYS EXTENDED CARE,3060 ASHBY ROAD,OVERLAND,63114-1342,SAINT LOUIS COUNTY,72,(314) 426-0433,"ASHBY ROAD, INC",PROFIT CORPORATION
22648,N,ALF**,DOLAN MEMORY CARE AT CONWAY,12550 CONWAY RD,CREVE COEUR,63141-8613,SAINT LOUIS COUNTY,9,(314) 576-3998,"CURA, INC",PROFIT CORPORATION
22664,M,ALF,ST JOE MANOR,10 LAKE DR,BONNE TERRE,63628-1820,SAINT FRANCOIS,10,(573) 358-2800,"AMERICAN NURSING & REHAB, LLC",LIMITED LIABILITY COMPANY
22664,A,SNF,ST JOE MANOR,10 LAKE DR,BONNE TERRE,63628-1820,SAINT FRANCOIS,135,(573) 358-2800,"AMERICAN NURSING & REHAB, LLC",LIMITED LIABILITY COMPANY
22664,N,ALF**,ST JOE MANOR,10 LAKE DR,BONNE TERRE,63628-1820,SAINT FRANCOIS,36,(573) 358-2800,"AMERICAN NURSING & REHAB, LLC",LIMITED LIABILITY COMPANY
22810,N,ALF**,ST ANDREW'S ASSISTED LIVING OF BRIDGETON,11325 ST CHARLES ROCK RD,BRIDGETON,63044-2722,SAINT LOUIS COUNTY,35,(314) 209-1177,MIZPAH ASSISTED LIVING SERVICES,NOT FOR PROFIT CORPORATION
22838,N,ALF**,CAPE ALBEON,3300 LAKE BEND DR,VALLEY PARK,63088-2524,SAINT LOUIS COUNTY,100,(636) 861-3200,"GOOD SAMARITAN INDEPENDENT LIVING, INC (THE)",NOT FOR PROFIT CORPORATION
22909,N,ALF**,AUTUMN VIEW GARDENS AT SCHUETZ ROAD,11210 SCHUETZ RD,SAINT LOUIS,63146-4933,SAINT LOUIS COUNTY,100,(314) 993-9888,BETHESDA FOUNDATION,NOT FOR PROFIT CORPORATION
22947,N,ALF**,OZARK MANOR,1013 HIGHWAY Z,FREDERICKTOWN,63645-8035,MADISON,55,(573) 783-8338,"OZARK MANOR, INC",PROFIT CORPORATION
22959,N,ALF**,VINTAGE GARDENS ASSISTED LIVING,3302 NORTH WOODBINE ROAD,SAINT JOSEPH,64505-9323,BUCHANAN,44,(816) 390-9555,"CSL VINTAGE, LLC",LIMITED LIABILITY COMPANY
22959,M,ALF,VINTAGE GARDENS ASSISTED LIVING,3302 NORTH WOODBINE ROAD,SAINT JOSEPH,64505-9323,BUCHANAN,51,(816) 390-9555,"CSL VINTAGE, LLC",LIMITED LIABILITY COMPANY
23020,D,RCF,"ESSEX BY BRISTOL, THE",301 EAST 3RD,SEDALIA,65301-4335,PETTIS,24,(660) 829-1758,"BRISTOL CARE, INC",PROFIT CORPORATION
23101,A,SNF,GARDEN VIEW CARE CENTER AT DOUGHERTY FERRY,13612 BIG BEND RD,VALLEY PARK,63088-1447,SAINT LOUIS COUNTY,120,(636) 861-0500,"GARDEN VIEW CARE CENTER OF ST LOUIS, INC",PROFIT CORPORATION
23135,N,ALF**,SHEPHERD'S VIEW ASSISTED LIVING,100 SHEPHERDS LN,ALTON,65606-0429,OREGON,39,(417) 778-7959,"SHEPHERD'S VIEW, INC",PROFIT CORPORATION
23234,N,ALF**,PARKWOOD MEADOWS - ASSISTED LIVING BY AMERICARE,805 PARKWOOD DR,SAINTE GENEVIEVE,63670-1858,SAINTE GENEVIEVE,66,(573) 883-3883,"STE GENEVIEVE RESIDENTIAL, LLC",LIMITED LIABILITY COMPANY
23333,D,RCF,"VICTORIAN PLACE OF  VIENNA, RESIDENTIAL CARE BY AMERICARE",112 PARKWAY DR,VIENNA,65582-8003,MARIES,48,(573) 422-3230,"AMERICARE AT VICTORIAN MANOR OF VIENNA, LLC",LIMITED LIABILITY COMPANY
23400,A,SNF,MAGNOLIA SQUARE NURSING AND REHAB,1502 WEST EDGEWOOD,SPRINGFIELD,65807-3567,GREENE,120,(417) 877-7545,"MSNRC OPS, INC",PROFIT CORPORATION
23419,N,ALF**,JOE CLARK RESIDENTIAL CARE HOME,1495 EAST ASHLAND ST,NEVADA,64772-4016,VERNON,34,(417) 667-5000,"NEVADA HEALTH CARE SERVICES, INC.",PROFIT CORPORATION
23422,A,SNF,REDWOOD OF CARMEL HILLS,810 EAST WALNUT ST,INDEPENDENCE,64050-4025,JACKSON,194,(816) 461-9600,"NURSING & REHAB AT CARMEL HILLS, LLC",LIMITED LIABILITY COMPANY
23534,N,ALF**,TEAL LAKE - ASSISTED LIVING BY AMERICARE,1722 HUNTINGFIELD DR,MEXICO,65265-3808,AUDRAIN,42,(573) 582-7800,"TEAL LAKE RESIDENTIAL, LLC",LIMITED LIABILITY COMPANY
23542,N,ALF**,MCKNIGHT PLACE ASSISTED LIVING AND MEMORY CARE,THREE MCKNIGHT PL,SAINT LOUIS,63124-1900,SAINT LOUIS COUNTY,120,(314) 997-5333,"MPAL REAL ESTATE, LLC",LIMITED LIABILITY COMPANY
23542,A,SNF,MCKNIGHT PLACE ASSISTED LIVING AND MEMORY CARE,THREE MCKNIGHT PLACE,SAINT LOUIS,63124-1900,SAINT LOUIS COUNTY,55,(314) 993-3333,"MPAL REAL ESTATE, LLC",LIMITED LIABILITY COMPANY
23567,C,RCF*,"SOUTH VIEW HEALTH CARE, LLC",951 CREAMERY ROAD,WEST PLAINS,65775-6052,HOWELL,32,(417) 255-9322,"SOUTH VIEW HEALTH CARE, LLC",LIMITED LIABILITY COMPANY
23584,C,RCF*,FAMILY COUNSELING CENTER INC,18408 WAYNE ROUTE D,WAPPAPELLO,63966-,WAYNE,27,(573) 222-8676,"FAMILY COUNSELING CENTER, INC.",NOT FOR PROFIT CORPORATION
23608,N,ALF**,"ARBORS AT HIGHLAND CREST - ALZHEIMERS ASSISTED LIVING BY AMERICARE, THE",620 GILASPY ROAD,KIRKSVILLE,63501-4678,ADAIR,28,(660) 627-8004,"KIRKSVILLE RESIDENTIAL, LLC",LIMITED LIABILITY COMPANY
23613,N,ALF**,LAKEWOOD - ASSISTED LIVING BY AMERICARE,4685 ROBBERSON AVE,SPRINGFIELD,65810-1785,GREENE,67,(417) 881-1411,"LAKEWOOD RESIDENTIAL CARE, LLC",LIMITED LIABILITY COMPANY
23643,A,SNF,LUTHERAN SENIOR SERVICES AT MERAMEC BLUFFS,50 MERAMEC TRAIL DR,BALLWIN,63021-3303,SAINT LOUIS COUNTY,128,(636) 861-0600,LUTHERAN SENIOR SERVICES,NOT FOR PROFIT CORPORATION
23643,N,ALF**,LUTHERAN SENIOR SERVICES AT MERAMEC BLUFFS,50 MERAMEC TRAIL DR,BALLWIN,63021-3303,SAINT LOUIS COUNTY,100,(636) 861-0600,LUTHERAN SENIOR SERVICES,NOT FOR PROFIT CORPORATION
23683,D,RCF,MORNINGSIDE OF BRANSON,5351 GRETNA ROAD,BRANSON,65616-7298,TANEY,104,(417) 334-3336,"SNH AL AIMO TENANT, INC",PROFIT CORPORATION
23712,A,SNF,SEASONS CARE CENTER,15600 WOODS CHAPEL RD,KANSAS CITY,64139-1261,JACKSON,78,(816) 478-4757,"SEASONS CARE CENTER, LLC",LIMITED LIABILITY COMPANY
23732,D,RCF,MORNINGSIDE OF NEVADA,640 EAST HIGHLAND,NEVADA,64772-1091,VERNON,37,(417) 667-3883,"SNH AL AIMO TENANT II, INC",PROFIT CORPORATION
23767,B,ICF,SUNRISE OF CHESTERFIELD,1880 CLARKSON RD,CHESTERFIELD,63017-5000,SAINT LOUIS COUNTY,95,(636) 536-3800,WELLTOWER OPCO GROUP LLC,LIMITED LIABILITY COMPANY
23767,N,ALF**,SUNRISE OF CHESTERFIELD,1880 CLARKSON RD,CHESTERFIELD,63017-5000,SAINT LOUIS COUNTY,3,(636) 536-3800,WELLTOWER OPCO GROUP LLC,LIMITED LIABILITY COMPANY
23774,M,ALF,"GARDENS AT BARRY ROAD, THE",8300 NW BARRY ROAD,KANSAS CITY,64153-1634,PLATTE,100,(816) 584-3200,BSLC II,NOT FOR PROFIT CORPORATION
23774,N,ALF**,"GARDENS AT BARRY ROAD, THE",8300 NW BARRY RD,KANSAS CITY,64153-1634,PLATTE,40,(816) 584-3200,BSLC II,NOT FOR PROFIT CORPORATION
23805,N,ALF**,DOLAN MEMORY CARE AT SCHUETZ,1706 SCHUETZ RD,SAINT LOUIS,63146-4931,SAINT LOUIS COUNTY,10,(314) 989-1762,"CURA, INC",PROFIT CORPORATION
23894,D,RCF,ASHBURY HEIGHTS OF FAYETTE,200 GROCE ST,FAYETTE,65248-9813,HOWARD,12,(660) 248-3603,"BRISTOL CARE, INC",PROFIT CORPORATION
23909,D,RCF,ASHBURY HEIGHTS OF CHILLICOTHE,603 ST LOUIS ST,CHILLICOTHE,64601-2438,LIVINGSTON,12,(660) 707-1270,"BRISTOL CARE, INC",PROFIT CORPORATION
23915,D,RCF,ASHBURY HEIGHTS OF LAURIE,299 HIGHWAY RA,LAURIE,65038-6024,MORGAN,12,(573) 374-0076,"BRISTOL CARE, INC",PROFIT CORPORATION
23923,D,RCF,ASHBURY HEIGHTS OF FULTON,704 WEST CHESTNUT,FULTON,65251-1254,CALLAWAY,12,(573) 642-2015,"BRISTOL CARE, INC",PROFIT CORPORATION
23936,D,RCF,ASHBURY HEIGHTS OF JEFFERSON CITY,834 WEATHERED ROCK COURT,JEFFERSON CITY,65101-1824,COLE,12,(573) 634-7402,"BRISTOL CARE, INC",PROFIT CORPORATION
23940,D,RCF,DIANA'S BOARDING HOME 2,"HC 64, BOX 4677",MARBLE HILL,63764-9408,BOLLINGER,40,(573) 238-3344,"DIANA'S BOARDING HOME 2, INC",PROFIT CORPORATION
23989,N,ALF**,CAPETOWN ASSISTED LIVING,2857 CAPE LACROIX RD,CAPE GIRARDEAU,63701-8588,CAPE GIRARDEAU,48,(573) 334-4855,"CAPETOWN RESIDENTIAL, LLC",LIMITED LIABILITY COMPANY
24122,A,SNF,PARC PROVENCE,605 COEUR DE VILLE DR,SAINT LOUIS,63141-6603,SAINT LOUIS COUNTY,140,(314) 542-2500,"PARC PROVENCE MANAGEMENT, LLC",LIMITED LIABILITY COMPANY
24133,D,RCF,"VICTORIAN PLACE OF OWENSVILLE, RESIDENTIAL CARE BY AMERICARE",301 NORTH 7TH ST,OWENSVILLE,65066-1075,GASCONADE,48,(573) 437-5396,"AMERICARE AT VICTORIAN MANOR OF OWENSVILLE, LLC",LIMITED LIABILITY COMPANY
24149,B,ICF,SUNRISE ON CLAYTON,7920 CLAYTON ROAD,RICHMOND HEIGHTS,63117-1327,SAINT LOUIS COUNTY,90,(314) 646-7600,SJV 1 CLAYTON OPCO LLC,LIMITED LIABILITY COMPANY
24179,M,ALF,LIVING COMMUNITY OF ST JOSEPH,1202 HEARTLAND RD,SAINT JOSEPH,64506-3200,BUCHANAN,35,(816) 671-8500,LIVING COMMUNITY OF ST JOSEPH,NOT FOR PROFIT CORPORATION
24179,A,SNF,LIVING COMMUNITY OF ST JOSEPH,1202 HEARTLAND RD,SAINT JOSEPH,64506-3200,BUCHANAN,96,(816) 671-8500,LIVING COMMUNITY OF ST JOSEPH,NOT FOR PROFIT CORPORATION
24227,N,ALF**,RAYTOWN BICKFORD HOUSE,9110 EAST 63RD ST,RAYTOWN,64133-4893,JACKSON,85,(816) 353-3400,"RAYTOWN BICKFORD HOUSE, LLC",LIMITED LIABILITY COMPANY
24242,B,ICF,SUNRISE OF DES PERES,13460 MANCHESTER RD,DES PERES,63131-1734,SAINT LOUIS COUNTY,102,(314) 965-3800,SJV 1 DES PERES OPCO LLC,LIMITED LIABILITY COMPANY
24257,D,RCF,"ESSEX OF LEBANON, THE",1316 DEADRA DR,LEBANON,65536-4609,LACLEDE,12,(417) 532-4863,"BRISTOL CARE, INC",PROFIT CORPORATION
24279,D,RCF,COUNTRY OAK VILLAGE,101 CROSS CREEK DR,GRAIN VALLEY,64029-9561,JACKSON,32,(816) 224-2700,"COUNTRY OAK MANOR, LLC",LIMITED LIABILITY COMPANY
24291,A,SNF,DELMAR GARDENS OF O'FALLON,7068 SOUTH OUTER 364,O'FALLON,63368-7757,SAINT CHARLES,240,(636) 240-6100,"DELMAR GARDENS OF O'FALLON, LLC",LIMITED LIABILITY COMPANY
24302,C,RCF*,LICKING RESIDENTIAL CARE,225 WEST HIGHWAY 32,LICKING,65542-9832,TEXAS,34,(573) 674-2207,"COMMUNITY RESIDENCE, INC",PROFIT CORPORATION
24318,D,RCF,"ESSEX OF OZARK, THE",5173 NORTH 22ND,OZARK,65721-7637,CHRISTIAN,12,(417) 485-4185,"BRISTOL CARE, INC",PROFIT CORPORATION
24336,C,RCF*,SOUTHAVEN,612 SOUTH BYPASS EAST,KENNETT,63857-3240,DUNKLIN,36,(573) 888-9213,"SOUTHAVEN, INC",PROFIT CORPORATION
24341,A,SNF,"NEIGHBORHOODS REHABILITATION & SKILLED NURSING BY TIGERPLACE, THE",3003 FALLING LEAF COURT,COLUMBIA,65201-3549,BOONE,120,(573) 256-4620,"TIGER PLACE, LLC",LIMITED LIABILITY COMPANY
24341,B,ICF,TIGER PLACE,2910 BLUFF CREEK DR,COLUMBIA,65201-3522,BOONE,112,(573) 256-4620,"TIGER PLACE, LLC",LIMITED LIABILITY COMPANY
24395,N,ALF**,CRAB APPLE VILLAGE SENIOR ESTATES,"214 HARTMAN PL, SUITE 100",SAINT CLAIR,63077-2458,FRANKLIN,65,(636) 629-6161,"HARTMAN INVESTMENT PROPERTIES, INC",PROFIT CORPORATION
24408,N,ALF**,"VICTORIAN PLACE OF UNION, ASSISTED LIVING  BY AMERICARE",1320 W MAIN,UNION,63084-1084,FRANKLIN,48,(636) 584-0085,"AMERICARE AT VICTORIAN MANOR OF UNION, LLC",LIMITED LIABILITY COMPANY
24425,D,RCF,"ESSEX OF MEXICO, THE",1109 OLD FARM RD WEST,MEXICO,65265-3250,AUDRAIN,12,(573) 581-5223,"BRISTOL CARE, INC",PROFIT CORPORATION
24461,D,RCF,"ESSEX OF CONCORDIA, THE",402 REDBUD,CONCORDIA,64020-8358,LAFAYETTE,12,(660) 463-0200,"BRISTOL CARE, INC",PROFIT CORPORATION
24475,D,RCF,"ESSEX OF GRAIN VALLEY, THE",401 SOUTHWEST ROCK CREEK LN,GRAIN VALLEY,64029-8460,JACKSON,12,(816) 443-3992,"BRISTOL CARE, INC",PROFIT CORPORATION
24668,M,ALF,PINEVIEW HEIGHTS ALF,515 GARST,CABOOL,65689-9139,TEXAS,16,(417) 962-3713,"KABUL NURSING HOMES, INC",NOT FOR PROFIT CORPORATION
24698,C,RCF*,BLUE CASTLE LLC,1830 E LAVERNE ST,BOLIVAR,65613-1488,POLK,30,(417) 777-2583,BLUE CASTLE LLC,LIMITED LIABILITY COMPANY
24701,A,SNF,"NEIGHBORHOODS AT QUAIL CREEK, THE",1514 WEST LARK,SPRINGFIELD,65810-2270,GREENE,120,(417) 889-1275,"RH MONTGOMERY PROPERTIES, INC",PROFIT CORPORATION
24731,C,RCF*,ALBANY PLACE LLC,520 S ALBANY,BOLIVAR,65613-2116,POLK,16,(417) 777-8040,"ALBANY PLACE, LLC",LIMITED LIABILITY COMPANY
24748,N,ALF**,LEONA HOUSE,5000 NW OLD TRAIL ROAD,KANSAS CITY,64151-1946,PLATTE,7,(816) 584-1033,"GALWAY HOMES OF KANSAS, INC",PROFIT CORPORATION
24912,C,RCF*,"WINCHESTER RESIDENTIAL CARE, INC",404 WINCHESTER ROAD,BERNIE,63822-0000,STODDARD,26,(573) 293-6705,"WINCHESTER RESIDENTIAL CARE, INC",PROFIT CORPORATION
24959,C,RCF*,MINGO RESIDENTIAL CARE OF PUXICO LLC,24080 STATE HWY 51,PUXICO,63960-8114,STODDARD,36,(573) 222-3086,"MINGO RESIDENTIAL CARE OF PUXICO, LLC",LIMITED LIABILITY COMPANY
24982,D,RCF,"VICTORIAN PLACE OF HERMANN, RESIDENTIAL CARE BY AMERICARE",2120 VILLAGE LN,HERMANN,65041-1600,GASCONADE,48,(573) 486-5060,"AMERICARE AT VICTORIAN MANOR OF HERMANN, LLC",LIMITED LIABILITY COMPANY
25045,N,ALF**,OAK POINTE OF WARRENTON,700 FORREST AVE,WARRENTON,63383-7040,WARREN,71,(636) 456-6464,"GAHC4 WARRENTON MO TRS SUB, LLC",LIMITED LIABILITY COMPANY
25162,N,ALF**,DOLAN MEMORY CARE AT FRONTIER,11566 FRONTIER DR,SAINT LOUIS,63146-4873,SAINT LOUIS COUNTY,20,(314) 995-5331,"CURA, INC",PROFIT CORPORATION
25245,D,RCF,CASTLEPARKE,319 PIONEER TRAIL DR,JEFFERSON CITY,65109-1508,COLE,36,(573) 636-5300,"CASTLEPARKE PROPERTIES, INC",PROFIT CORPORATION
25266,D,RCF,SUNSHINE HOME CARE - WINFIELD,499 WALNUT ST,WINFIELD,63389-1138,LINCOLN,49,(636) 668-8500,"SUNSHINE HOME CARE, LLC",LIMITED LIABILITY COMPANY
25358,N,ALF**,PLEASANT VIEW,641 EUCLID AVE,HANNIBAL,63401-2959,MARION,41,(573) 406-1090,"MENNONITE HOME ASSOCIATION, INC",NOT FOR PROFIT CORPORATION
25379,N,ALF**,PARK PLACE,2004 BOARDWALK PLACE DR,O'FALLON,63368-3900,SAINT CHARLES,44,(636) 625-2900,CHP O'FALLON MO TENANT CORP,PROFIT CORPORATION
25428,N,ALF**,FOXBERRY TERRACE - ASSISTED LIVING BY AMERICARE,4316 NORTH ST LOUIS AVE,WEBB CITY,64870-9550,JASPER,46,(417) 625-1000,"CARTHAGE ASSISTED LIVING, LLC",LIMITED LIABILITY COMPANY
25446,N,ALF**,CHESTNUT GLENN - ASSISTED LIVING BY AMERICARE,121 KLONDIKE CROSSING,SAINT PETERS,63376-5394,SAINT CHARLES,74,(636) 928-4200,"ST CHARLES ASSISTED LIVING, LLC",LIMITED LIABILITY COMPANY
25463,D,RCF,"VICTORIAN PLACE OF CUBA, RESIDENTIAL CARE BY AMERICARE",901 HIGHWAY DD,CUBA,65453-8089,CRAWFORD,48,(573) 885-0551,"AMERICARE AT VICTORIAN MANOR OF CUBA, LLC",LIMITED LIABILITY COMPANY
25482,N,ALF**,CARNEGIE VILLAGE SENIOR LIVING COMMUNITY,103 BERNARD DR,BELTON,64012-6182,CASS,85,(816) 322-8444,"TI-CARNEGIE VILLAGE, LLC",LIMITED LIABILITY COMPANY
25563,D,RCF,PINE LODGE RESIDENTIAL CARE,967 N MAPLE ST,BUFFALO,65622-7568,DALLAS,20,(417) 345-0310,"PREMIER RESIDENTIAL CARE, LLC",LIMITED LIABILITY COMPANY
25709,N,ALF**,"VILLAGES OF JACKSON CREEK, THE",3980 SOUTH JACKSON DR,INDEPENDENCE,64057-2205,JACKSON,62,(816) 795-1433,"VILLAGES OF JACKSON CREEK, LLC",LIMITED LIABILITY COMPANY
25709,A,SNF,"VILLAGES OF JACKSON CREEK, THE",3980 SOUTH JACKSON DR,INDEPENDENCE,64057-2205,JACKSON,120,(816) 795-1433,"VILLAGES OF JACKSON CREEK, LLC",LIMITED LIABILITY COMPANY
25731,D,RCF,BLUEGRASS TERRACE,102 REDTAIL DR,ASHLAND,65010-1179,BOONE,16,(573) 657-0899,"TERRACE GROUP, INC, THE",PROFIT CORPORATION
25894,B,ICF,"VILLAGES OF JACKSON CREEK MEMORY CARE, THE",19400 EAST 40TH ST COURT SOUTH,INDEPENDENCE,64057-1548,JACKSON,70,(816) 478-5689,"VILLAGES OF JACKSON CREEK MEMORY CARE, LLC",LIMITED LIABILITY COMPANY
25934,M,ALF,COUNTRY PLACE,28601 US HIGHWAY 61,SCOTT CITY,63780-9143,SCOTT,24,(573) 264-1555,"SCOTT NO. 1, INC",PROFIT CORPORATION
25967,N,ALF**,CEDARHURST OF SEDALIA,3761 WEST 10TH ST,SEDALIA,65301-2524,PETTIS,90,(660) 827-8900,WM SEDALIA MANAGEMENT MO LLC,LIMITED LIABILITY COMPANY
26005,N,ALF**,"VICTORIAN PLACE OF ST CLAIR, ASSISTED LIVING BY AMERICARE",160 CHARLES DR,SAINT CLAIR,63077-1936,FRANKLIN,48,(636) 322-0003,"AMERICARE AT VICTORIAN MANOR OF ST CLAIR, LLC",LIMITED LIABILITY COMPANY
26014,A,SNF,"VILLAGES OF ST PETERS, THE",5400 EXECUTIVE CENTRE PKWY,SAINT PETERS,63376-2594,SAINT CHARLES,130,(636) 922-7600,"VILLAGES OF ST PETERS, LLC",LIMITED LIABILITY COMPANY
26014,N,ALF**,"VILLAGES OF ST PETERS, THE",5400 EXECUTIVE CENTRE PKWY,SAINT PETERS,63376-2594,SAINT CHARLES,62,(636) 922-7600,"VILLAGES OF ST PETERS, LLC",LIMITED LIABILITY COMPANY
26026,N,ALF**,HARTMANN VILLAGE - ASSISTED LIVING BY AMERICARE,615 RANKIN MILL LN,BOONVILLE,65233-2873,COOPER,42,(660) 882-9933,"BOONVILLE RESIDENTIAL, LLC",LIMITED LIABILITY COMPANY
26178,N,ALF**,BROOKDALE CREVE COEUR,ONE NEW BALLAS PLACE,CREVE COEUR,63146-8700,SAINT LOUIS COUNTY,46,(314) 432-5200,"BROOKDALE LIVING COMMUNITIES OF MISSOURI - CC, LLC",LIMITED LIABILITY COMPANY
26313,D,RCF,AMBROSE PARK RESIDENTIAL CARE,517 NORTH OAK,COLE CAMP,65325-1264,BENTON,30,(660) 668-3140,"AMBROSE PARK, LLC",LIMITED LIABILITY COMPANY
26324,N,ALF**,"VICTORIAN PLACE OF SULLIVAN, ASSISTED LIVING  BY AMERICARE",1250 EAST SPRINGFIELD RD,SULLIVAN,63080-1358,FRANKLIN,48,(573) 468-5217,"AMERICARE AT VICTORIAN MANOR OF SULLIVAN, LLC",LIMITED LIABILITY COMPANY
26349,N,ALF**,SUGAR CREEK - ASSISTED LIVING BY AMERICARE,161 PROFESSIONAL PARKWAY,TROY,63379-2829,LINCOLN,60,(636) 528-3136,"TROY RESIDENTIAL, LLC",LIMITED LIABILITY COMPANY
26475,N,ALF**,ASSISTED LIVING AT THE MEADOWLANDS,135 MEADOWLANDS ESTATES LN,O'FALLON,63366-4591,SAINT CHARLES,86,(636) 978-3600,"WP-ARC O'FALLON HOLDINGS, LLC",LIMITED LIABILITY COMPANY
26726,A,SNF,"QUARTERS AT DES PERES, THE",13230 MANCHESTER RD,DES PERES,63131-1706,SAINT LOUIS COUNTY,147,(314) 821-2886,"DES PERES HEALTHCARE, LLC",LIMITED LIABILITY COMPANY
26877,N,ALF**,TWIN OAKS AT HERITAGE POINTE,228 SAVANNAH TERRACE,WENTZVILLE,63385-3741,SAINT CHARLES,70,(636) 542-5400,"HERITAGE POINTE PARTNERS, LLC",LIMITED LIABILITY COMPANY
26902,N,ALF**,BARATHAVEN ALZHEIMER'S SPECIAL CARE CENTER,1030 BARATHAVEN DR,DARDENNE PRAIRIE,63368-8606,SAINT CHARLES,66,(636) 329-9160,"O'FALLON CARE GROUP, LLC",LIMITED LIABILITY COMPANY
26939,D,RCF,ROSEWOOD MANOR,101 EAST PULASKI ST,RICHLAND,65556-7404,PULASKI,12,(573) 765-4200,"ROSEWOOD MANOR, LLC",LIMITED LIABILITY COMPANY
27071,N,ALF**,"ARBORS AT VICTORIAN PLACE OF CUBA, MEMORY CARE ASSISTED LIVING BY AMERICARE, THE",903 HWY DD,CUBA,65453-8089,CRAWFORD,32,(573) 885-0379,"AMERICARE AT VICTORIAN MANOR OF CUBA, LLC",LIMITED LIABILITY COMPANY
27122,N,ALF**,LUTHERAN GOOD SHEPHERD HOME,202 S WEST ST,CONCORDIA,64020-9643,LAFAYETTE,53,(660) 463-2267,LUTHERAN GOOD SHEPHERD HOME,NOT FOR PROFIT CORPORATION
27122,B,ICF,LUTHERAN GOOD SHEPHERD HOME,202 S WEST ST,CONCORDIA,64020-9643,LAFAYETTE,36,(660) 463-2267,LUTHERAN GOOD SHEPHERD HOME,NOT FOR PROFIT CORPORATION
27146,A,SNF,HEALTHBRIDGE ST LOUIS,1201 GARDEN PLAZA DR,FLORISSANT,63033-2230,SAINT LOUIS COUNTY,90,(314) 831-3752,"FLORISSANT MEDICAL INVESTORS, LLC",LIMITED LIABILITY COMPANY
27175,D,RCF,BLESSED HOMES,305 E 63RD ST,KANSAS CITY,64113-2225,JACKSON,11,(816) 678-8061,BLESSED HOMES,NOT FOR PROFIT CORPORATION
27358,N,ALF**,THE OAKS RETIREMENT COMMUNITY,127 HAMLET ROAD,BRANSON,65616-7746,TANEY,30,(417) 239-1112,PEAK SENIOR LIVING LLC,LIMITED LIABILITY COMPANY
27367,A,SNF,ABBEY SENIOR HEALTH,206 NORTH MAIN ST,O'FALLON,63366-2299,SAINT CHARLES,55,(636) 240-5754,"MOUNT CARMEL COMMUNITIES-O'FALLON, LLC",LIMITED LIABILITY COMPANY
27548,M,ALF,COUNTRY LIVING ASSISTED LIVING,2820 NORTH MAIN ST,MOUNTAIN GROVE,65711-1403,WRIGHT,40,(417) 926-1955,COUNTRY LIVING CARE HOMES LLC,LIMITED LIABILITY COMPANY
