State Facility Type 1 Literal,Facility ID,Facility Name,Licensee,Email Address,Phone Number,Address,City,State,Zip Code,County,Capacity,Facility Status
RESIDENTIAL CARE ELDERLY,15601211,WELCOME HOME SENIOR RESIDENCE,"CARDINAL CARE MANAGEMENT, LLC",Stevecchou@yahoo.com,(510) 685-8388,7693 DONOHUE DRIVE,DUBLIN,CA,94568,ALAMEDA,6,CLOSED
RESIDENTIAL CARE ELDERLY,79200631,WELCOME HOME SENIOR RESIDENCE-ALAMO 3,AMERICAN IDIA HOLDING LLC,STEVECCHOU@YAHOO.COM,(925) 406-4921,110 PASEO DE SOL,ALAMO,CA,94507,CONTRA COSTA,6,LICENSED
RESIDENTIAL CARE ELDERLY,75601513,WELCOME HOME SENIOR RESIDENCE (ALAMO III),"WELCOME HOME SENIOR RESIDENCE, LLC",STEVECCHOU@YAHOO.COM,(925) 406-4921,110 PASEO DE SOL,ALAMO,CA,94507,CONTRA COSTA,6,CLOSED
RESIDENTIAL CARE ELDERLY,75601472,WELCOME HOME SENIOR RESIDENCE (ALAMO II),"CARDINAL CARE MANAGEMENT, LLC",STEVECCHOU@YAHOO.COM,(510) 685-8388,10 CASTLE CREST ROAD,ALAMO,CA,94507,CONTRA COSTA,6,LICENSED
RESIDENTIAL CARE ELDERLY,75601389,WELCOME HOME SENIOR RESIDENCE (ALAMO),"CARDINAL CARE MANAGEMENT, LLC",STEVECCHOU@YAHOO.COM,(510) 685-8388,220 BOLLA AVENUE,ALAMO,CA,94507,CONTRA COSTA,6,LICENSED
RESIDENTIAL CARE ELDERLY,79200513,WELCOME HOME SENIOR RESIDENCE (CONCORD 2),"2014 S & S INVESTMENTS, LLC",STEVECCHOU@YAHOO.COM,(510) 685-8388,807 WEAVER LANE,CONCORD,CA,94518,CONTRA COSTA,6,LICENSED
RESIDENTIAL CARE ELDERLY,15601411,WELCOME HOME SENIOR RESIDENCE (PLEASANTON),"CARDINAL CARE MANAGEMENT, LLC",STEVECCHOU@YAHOO.COM,(510) 685-8388,6839 SINGLETREE COURT,PLEASANTON,CA,94588,ALAMEDA,6,LICENSED
RESIDENTIAL CARE ELDERLY,75601180,WELCOME HOME SENIOR RESIDENCE (WALNUT CREEK),"CARDINAL CARE MANAGEMENT, LLC",STEVECCHOU@YAHOO.COM,(925) 944-0204,2421 WASDEN COURT,WALNUT CREEK,CA,94598,CONTRA COSTA,6,LICENSED
RESIDENTIAL CARE ELDERLY,75601570,WELCOME HOME SENIOR RESIDENCE(CONCORD),"WELCOME HOME SENIOR RESIDENCE (FAIR OAKS), LLC",STEVECCHOU@YAHOO.COM,(510) 685-8388,1780 PEACH PLACE,CONCORD,CA,94518,CONTRA COSTA,6,LICENSED
RESIDENTIAL CARE ELDERLY,496800304,WELL CARE HOME,"LUELLEN, LADANA B.",WELL_CARE_HOME1@YAHOO.COM,(707) 762-9296,538 MARIA DRIVE,PETALUMA,CA,94954,SONOMA,5,LICENSED
RESIDENTIAL CARE ELDERLY,197609307,WELLBE HOME,WELLBE HOME INC,CARE@WELLBEHOME.COM,(818) 414-0005,12936 WELBY WAY,NORTH HOLLYWOOD,CA,91606,LOS ANGELES,6,LICENSED
RESIDENTIAL CARE ELDERLY,197609678,WELLBROOK AT VALLEY VISTA,7040 VAN NUYS PARTNERSHIP LLC,,(818) 906-4400,7040 VAN NUYS BLVD,VAN NUYS,CA,91405,LOS ANGELES,164,CLOSED
RESIDENTIAL CARE ELDERLY,306003916,"WELLINGTON, THE",BIRTCHER LAGUNA HILLS OPERATOR; SRG PACIFIC MGT,JALLEN@SRG-LLC.COM,(949) 458-2311,24903 MOULTON PKWY,LAGUNA HILLS,CA,92653,ORANGE,160,CLOSED
RESIDENTIAL CARE ELDERLY,306005672,"WELLINGTON, THE","WELLTOWER VICTORY II OPCO,GP OF LAGUNA HILLS; SRG",SAM.FAYE@SRG-LLC.COM,(949) 458-2311,24903 MOULTON PARKWAY,LAGUNA HILLS,CA,92653,ORANGE,160,LICENSED
RESIDENTIAL CARE ELDERLY,197609363,WELLNESS ASSISTED LIVING,WELLNESS ASSISTED LIVING,WELLNESSASSISTEDLIVING@YAHOO.COM,(818) 212-5085,6231 ETHEL AVE,VAN NUYS,CA,91401,LOS ANGELES,6,CLOSED
RESIDENTIAL CARE ELDERLY,197609660,WELLNESS ASSISTED LIVING,WELLNESS ASSISTED LIVING,WELLNESSASSISTEDLIVING@YAHOO.COM,(818) 812-9390,9115 WYSTONE AVE,NORTHRIDGE,CA,91324,LOS ANGELES,6,CLOSED
RESIDENTIAL CARE ELDERLY,197610094,WELLNESS ASSISTED LIVING,WELLNESS ASSISTED LIVING,WELLNESSASSISTEDLIVING@YAHOO.COM,(747) 218-9141,9115 N WYSTONE AVE,NORTHRIDGE,CA,91324,LOS ANGELES,6,LICENSED
RESIDENTIAL CARE ELDERLY,565801979,WELLNESS CARE SENIOR LIVING,"WELLNESS CARE SENIOR LIVING, LLC.",WELLNESSCAREOJAI@GMAIL.COM,(805) 649-5143,158 ROCKAWAY ROAD,OAK VIEW,CA,93022,VENTURA,56,LICENSED
RESIDENTIAL CARE ELDERLY,197610194,"WELLNESS ELITE, INC","WELLNESS ELITE, INC",ELITEWELLNESS63@GMAIL.COM,(310) 849-8944,7958 TAMPA AVE,RESEDA,CA,91335,LOS ANGELES,6,PENDING
RESIDENTIAL CARE ELDERLY,331880509,WELLNESS HOMECARE,DOMINADOR BOMBONGAN,DBOMBONGAN@YAHOO.COM,(951) 363-8872,12230 SANDRIA AVE,MORENO VALLEY,CA,92555,RIVERSIDE,6,LICENSED
RESIDENTIAL CARE ELDERLY,198320009,WELLNESS WORLD LLC,WELLNESS WORLD LLC,ELIZABETHGOMEZ41754@ME.COM,(213) 568-7298,1119 E 215TH PL,CARSON,CA,90745,LOS ANGELES,6,LICENSED
RESIDENTIAL CARE ELDERLY,312700996,WELLQUEST GRANITE BAY TENANTCO LLC,WELLQUEST GRANITE BAY TENANTCO;WELLQUEST LIVING,DEAN@WQLIVING.COM,(801) 815-0808,9747 SIERRA COLLEGE BLVD,ROSEVILLE,CA,95661,PLACER,135,LICENSED
RESIDENTIAL CARE ELDERLY,342700722,WELLQUEST OF ELK GROVE,WELLQUEST ELK GROVE TENANTCO LLC; WELLQUEST LIVING,DEAN@WQLIVING.COM,(916) 689-1000,8871 E STOCKTON BLVD,ELK GROVE,CA,95624,SACRAMENTO,170,LICENSED
RESIDENTIAL CARE ELDERLY,331881106,WELLQUEST OF MENIFEE LAKES,"WELLQUEST MENIFEE TENANTCO LLC, ; WELLQUEST LIVING",DEAN@WQLIVING.COM,(801) 815-0808,29914 ANTELOPE RD,MENIFEE,CA,92584,RIVERSIDE,140,LICENSED
RESIDENTIAL CARE ELDERLY,374603457,WELLSPRING ASSISTED LIVING,WELLSPRING ASSISTED LIVING COMMUNITIES LLC,JILLFMCCLURE@GMAIL.COM,(619) 884-7227,6281 JACKSON DRIVE,SAN DIEGO,CA,92119,SAN DIEGO,6,LICENSED
RESIDENTIAL CARE ELDERLY,374604393,WELLSPRING ASSISTED LIVING II,"WELLSPRING ASSISTED LIVING COMMUNITIES, LLC",JILLFMCCLURE@GMAIL.COM,(619) 884-7227,7010 JACKSON DRIVE,SAN DIEGO,CA,92119,SAN DIEGO,6,LICENSED
RESIDENTIAL CARE ELDERLY,198320026,WELLSPRING MANOR SENIOR CARE INC,WELLSPRING MANOR SENIOR CARE INC,JTESS777@GMAIL.COM,(310) 418-7938,2260 W 236TH PLACE,TORRANCE,CA,90501,LOS ANGELES,6,LICENSED
RESIDENTIAL CARE ELDERLY,440708908,WESLEY HOUSE II,"LEON, JANET K. & JIMMY R.",JANETKAYLEON@HOTMAIL.COM,(831) 685-0646,121 LA SELVA DRIVE,LA SELVA BEACH,CA,95076,SANTA CRUZ,6,LICENSED
RESIDENTIAL CARE ELDERLY,440708909,WESLEY HOUSE III,"LEON, JANET K. & JIMMY R.",JANETKAYLEON@HOTMAIL.COM,(831) 685-0646,123 LA SELVA DRIVE,LA SELVA BEACH,CA,95076,SANTA CRUZ,6,LICENSED
RESIDENTIAL CARE ELDERLY,445200496,WESLEY HOUSE IV,"LEON, JANET K. & JIMMY R.",JANETKAYLEON@HOTMAIL.COM,(831) 761-2220,922 BREWINGTON AVENUE,WATSONVILLE,CA,95076,SANTA CRUZ,6,LICENSED
RESIDENTIAL CARE ELDERLY,374600800,WESLEY PALMS,FRONT PORCH COMMUNITIES AND SERVICES,bgeske@frontporch.net,(858) 274-4110,2404 LORING STREET,SAN DIEGO,CA,92109,SAN DIEGO,511,LICENSED
RESIDENTIAL CARE ELDERLY,306003060,WEST GLENN MANOR,WEST GLENN MANOR INC.,WESTGLENNMANOR@YAHOO.COM,(714) 898-2131,7242 WESTMINSTER BLVD.,WESTMINSTER,CA,92683,ORANGE,98,LICENSED
RESIDENTIAL CARE ELDERLY,197610121,WEST HILLS ASSISTED LIVING,WEST HILLS ASSISTED LIVING LLC,WESTHILLSRCFE@GMAIL.COM,(818) 883-7201,7055 SHOUP AVENUE,WEST HILLS,CA,91307,LOS ANGELES,90,LICENSED
RESIDENTIAL CARE ELDERLY,197609723,WEST HILLS BOARD AND CARE INC,WEST HILLS BOARD AND CARE INC,MORI@ARTHOMEHEALTH.COM,(818) 517-5963,6726 GROSS AVE,WEST HILLS,CA,91307,LOS ANGELES,6,CLOSED
RESIDENTIAL CARE ELDERLY,197606861,WEST HILLS CARE HOME,WEST HILLS CARE HOME INC.,WESTHILLSCAREHOME@GMAIL.COM,(818) 888-9573,22956 INGOMAR STREET,WEST HILLS,CA,91304,LOS ANGELES,6,LICENSED
RESIDENTIAL CARE ELDERLY,197607173,WEST HILLS HOME CARE II,"CCP ENTERPRISES, INC.",MYLENE_CARREON@YAHOO.COM,(818) 610-7276,22454 SCHOOLCRAFT STREET,WEST HILLS,CA,91307,LOS ANGELES,6,CLOSED
RESIDENTIAL CARE ELDERLY,197604189,"WEST HILLS HOME CARE, INC.","CCP ENTERPRISES, INC.",MYLENE_CARREON@YAHOO.COM,(818) 932-0079,22523 SCHOOLCRAFT ST.,WEST HILLS,CA,91307,LOS ANGELES,6,CLOSED
RESIDENTIAL CARE ELDERLY,197602491,WEST HILLS RETIREMENT CENTER,"BETHESDA RETIREMENT CENTER, INC.",WESTHILLSRETIREMENT@GMAIL.COM,(818) 883-7201,7055 SHOUP AVENUE,WEST HILLS,CA,91307,LOS ANGELES,90,CLOSED
RESIDENTIAL CARE ELDERLY,197608888,WEST PICO TERRACE ASSISTED LIVING CENTER LP,WEST PICO TERRACE ASSISTED LIVING CENTER LP,ADMINISTRATOR@CVTERRACE.COM,(323) 653-5565,6050 W PICO BLVD,LOS ANGELES,CA,90035,LOS ANGELES,136,PENDING
RESIDENTIAL CARE ELDERLY,157202510,WEST SIDE SENIOR CARE,MARILY SUE KROH,KROH5@YAHOO.COM,(661) 745-4220,115 ADKISSON WAY,TAFT,CA,93268,KERN,6,CLOSED
RESIDENTIAL CARE ELDERLY,134604247,WEST SIDE VILLA ASSISTED LIVING,BLESSED REDEEMER LLC,WESTSIDEVILLA2019@GMAIL.COM,(619) 804-5875,644 WEST MAIN RD,EL CENTRO,CA,92243,IMPERIAL,10,CLOSED
RESIDENTIAL CARE ELDERLY,197609061,WEST VALLEY ASSISTED LIVING,WEST HILLS PTRS. LLC; WEST HILLS ASST. LVG. LLC,JON@WESTHILLSALF.COM,(818) 883-7201,7055 SHOUP AVENUE,WEST HILLS,CA,91307,LOS ANGELES,90,CLOSED
RESIDENTIAL CARE ELDERLY,435202536,WEST VALLEY CARE HOME,"ZHANG, BIAO",BIAOZHANG@HOTMAIL.COM,(408) 418-8188,15 DARRYL DRIVE,CAMPBELL,CA,95008,SANTA CLARA,6,LICENSED
RESIDENTIAL CARE ELDERLY,415600843,WESTBOROUGH MANOR 1,"AEGIS SANCTUARY, INC",TALONFLAME2003@GMAIL.COM,(650) 875-9011,2496 OAKMONT DRIVE,SAN BRUNO,CA,94066,SAN MATEO,6,CLOSED
RESIDENTIAL CARE ELDERLY,415600844,WESTBOROUGH MANOR 2,"ELDERLY MILESTONE, INC",TALONFLAME2003@GMAIL.COM,(650) 875-9012,2498 OAKMONT DRIVE,SAN BRUNO,CA,94066,SAN MATEO,6,CLOSED
RESIDENTIAL CARE ELDERLY,415600846,WESTBOROUGH MANOR 4,"PROGRESSIVE EXTENDED CARE, INC",TALONFLAME2003@GMAIL.COM,(650) 875-9014,2595 OAKMONT DRIVE,SAN BRUNO,CA,94066,SAN MATEO,8,CLOSED
RESIDENTIAL CARE ELDERLY,415600847,WESTBOROUGH MANOR 5,"RESIDENTIAL HAVEN, INC",TALONFLAME2003@GMAIL.COM,(650) 875-9015,2581 EUCALYPTUS WAY,SAN BRUNO,CA,94066,SAN MATEO,8,LICENSED
RESIDENTIAL CARE ELDERLY,415600848,WESTBOROUGH MANOR 6,"SENIOR CARE CORNERSTONE, INC.",TALONFLAME2003@GMAIL.COM,(650) 875-9016,2550 CATALPA WAY,SAN BRUNO,CA,94066,SAN MATEO,6,LICENSED
RESIDENTIAL CARE ELDERLY,415600306,WESTBOROUGH ROYALE,"BERG SENIOR SERVICES, LLC.",JONATHANB@BERGCOMMUNITIES.COM,(650) 872-0400,89 WESTBOROUGH BLVD,SOUTH SAN FRANCISCO,CA,94080,SAN MATEO,99,LICENSED
RESIDENTIAL CARE ELDERLY,155801189,WESTCHESTER GARDENS,"MISTRY, MANISHA",SHERVETA@WCGARDENS.COM,(661) 324-3091,2228 TRUXTUN AVE,BAKERSFIELD,CA,93301,KERN,36,LICENSED
RESIDENTIAL CARE ELDERLY,157201654,"WESTCHESTER HOME ON SPRUCE, THE","WESTCHESTER HOME CORPORATION, THE",NURSENETTER@YAHOO.COM,(661) 633-1225,2485 SPRUCE STREET,BAKERSFIELD,CA,93301,KERN,6,LICENSED
RESIDENTIAL CARE ELDERLY,198205367,WESTCHESTER VILLA,"AMERICARE GROUP, INC.",WV@WESTCHESTERVILLA.COM,(310) 673-1093,220 W. MANCHESTER BLVD.,INGLEWOOD,CA,90301,LOS ANGELES,174,LICENSED
RESIDENTIAL CARE ELDERLY,198602420,WESTCO VILLA CARE HOME,WESTCO VILLA CARE HOME INC,,(310) 418-7938,1926 TILLIE CT,WEST COVINA,CA,91792,LOS ANGELES,8,CLOSED
RESIDENTIAL CARE ELDERLY,198601585,WESTCOAST II,MARIA MATIAS,WESTCOAST_II@YAHOO.COM,(310) 530-7102,2049 W.  235TH STREET,TORRANCE,CA,90501,LOS ANGELES,6,CLOSED
RESIDENTIAL CARE ELDERLY,191502342,WESTERN ASSEMBLIES HOME,"WESTERN ASSEMBLIES HOME, INC.",LYNNHUGHES@WESTERNASSEMBLIESHOME.ORG,(909) 626-3711,350 BERKELEY AVENUE,CLAREMONT,CA,91711,LOS ANGELES,36,LICENSED
RESIDENTIAL CARE ELDERLY,347004574,WESTERN CARE HOME,"ROMAN, ROMEO",,(916) 717-0438,3630 WEST WAY,SACRAMENTO,CA,95821,SACRAMENTO,6,CLOSED
RESIDENTIAL CARE ELDERLY,197609856,WESTFIELD SENIOR LIVING,"WESTFIELD SENIOR LIVING, INC.",WESTFIELDSENIORLIVING@GMAIL.COM,(818) 384-1134,7633 MASON AVE,WINNETKA,CA,91306,LOS ANGELES,6,LICENSED
RESIDENTIAL CARE ELDERLY,435201510,WESTGATE VILLA,WESTGATE SENIOR LIVING INC.,AIDAH.TAYAG@LINKHEALTH.COM,(408) 366-6510,5425 MAYME,SAN JOSE,CA,95129,SANTA CLARA,60,CLOSED
RESIDENTIAL CARE ELDERLY,435202759,WESTGATE VILLA,"HALF MOON BAY HOLDINGS, LLC",AIDAH.TAYAG@LINKSHEALTH.COM,(408) 366-6510,5425 MAYME AVENUE,SAN JOSE,CA,95129,SANTA CLARA,60,LICENSED
RESIDENTIAL CARE ELDERLY,115001617,WESTHAVEN ASSISTED LIVING,WESTHAVEN ORLAND DEVELOPMENT,INFO@WESTHAVENORLAND.COM,(530) 865-5299,1440 FAIRVIEW ST.,ORLAND,CA,95963,GLENN,42,LICENSED
RESIDENTIAL CARE ELDERLY,306001421,WESTMINSTER TERRACE,"WESTMINSTER ALF,LLC & SSA WESTMINSTER ALF, LLC",ADMIN@WESTMINSTERTERRACE.COM,(714) 891-6608,7571 WESTMINSTER AVENUE,WESTMINSTER,CA,92683,ORANGE,92,CLOSED
RESIDENTIAL CARE ELDERLY,306005903,WESTMINSTER TERRACE,"MCP WESTMINSTER CA OPCO, LLC ; SSA WESTMINSTER ALF", HORTEGA@WESTMINSTERTERRACE.COM,(714) 891-6608,7571 WESTMINSTER AVENUE,WESTMINSTER,CA,92683,ORANGE,92,LICENSED
RESIDENTIAL CARE ELDERLY,306004795,WESTMINSTER VILLA,"WESTMINSTER VILLA, INC.",AKUNZ@WESTMINSTERVILLA.COM,(714) 534-7880,13881 DAWSON STREET,GARDEN GROVE,CA,92843,ORANGE,200,LICENSED
RESIDENTIAL CARE ELDERLY,374603509,WESTMONT AT SAN MIGUEL RANCH,WESTMONT MANAGER GP LLC; WESTMONT LIVING INC,EDCHULAVISTA@WESTMONTLIVING.COM,(619) 271-4385,2325 PROCTOR VALLEY RD,CHULA VISTA,CA,91914,SAN DIEGO,126,LICENSED
RESIDENTIAL CARE ELDERLY,306005649,WESTMONT GARDENS RESIDENTIAL CARE,WESTMONT GARDENS INC.,HERMINIA.ESTES@ICLOUD.COM,(714) 299-4028,617 N DWYER DR,ANAHEIM,CA,92801,ORANGE,6,CLOSED
RESIDENTIAL CARE ELDERLY,306005419,WESTMONT HOUSE,WESTMONT HOUSE INC,VINCENT.MIVEHCHI@PROVIDEHOMECAREINC.COM,(714) 283-2085,1212 W ROWAN STREET,ANAHEIM,CA,92801,ORANGE,6,LICENSED
RESIDENTIAL CARE ELDERLY,75601300,WESTMONT OF BRENTWOOD,BRENTWOOD ASSISTED LIVING LLC; WESTMONT LIVING INC,BOMBRENTWOOD@WESTMONTLIVING.COM,(925) 516-8006,450 JOHN MUIR PKWY,BRENTWOOD,CA,94513,CONTRA COSTA,200,LICENSED
RESIDENTIAL CARE ELDERLY,306005908,WESTMONT OF CYPRESS,"WESTMONT LIVING, INC ; WM CYPRESS MGR. GP LP, GP O",APLANT@WESTMONTLIVING.COM,(858) 729-6720,4889 & 4775 KATELLA AVE.,CYPRESS,CA,90720,ORANGE,166,PENDING
RESIDENTIAL CARE ELDERLY,374604318,WESTMONT OF ENCINITAS,WESTMONT MGR GP OF ENCINITAS OP; WESTMONT LIVING,APLANT@WESTMONTLIVING.COM,(858) 729-6720,1920 SOUTH EL CAMINO REAL,ENCINITAS,CA,92024,SAN DIEGO,101,LICENSED
RESIDENTIAL CARE ELDERLY,107208908,WESTMONT OF FRESNO,"WESTMONT MGR GP LLC,GP OF FRESNO OPS;WESTMONT LVNG",APLANT@WESTMONTLIVING.COM,(858) 729-6720,7442 & 7468 N MILLBROOK AVE,FRESNO,CA,93720,FRESNO,155,LICENSED
RESIDENTIAL CARE ELDERLY,374604079,WESTMONT OF LA MESA,"WESTMONT MGR GP LLC,GP OF LM OPS LP;WESTMONT LVNG",EDLAMESA@WESTMONTLIVING.COM,(619) 369-9700,9000 MURRAY DR,LA MESA,CA,91942,SAN DIEGO,164,LICENSED
RESIDENTIAL CARE ELDERLY,435202744,WESTMONT OF MILPITAS,"WM MILPITAS MGR LP,GP OF MILPITAS PHASE I OPS LP",APLANT@WESTMONTLIVING.COM,(408) 770-9575,80 CEDAR WAY,MILPITAS,CA,95035,SANTA CLARA,225,LICENSED
RESIDENTIAL CARE ELDERLY,435294345,WESTMONT OF MORGAN HILL,MORGAN HILL SENIOR LVG LP; WESTMONT LIVING INC,EDMORGANHILL@WESTMONTLIVING.COM,(408) 779-8490,1160 COCHRANE RD,MORGAN HILL,CA,95037,SANTA CLARA,112,LICENSED
RESIDENTIAL CARE ELDERLY,79200801,WESTMONT OF PINOLE,WESTMONT MANAGER GP LLC; WESTMONT LIVING INC,EDPINOLE@WESTMONTLIVING.COM,(510) 758-1122,2850 ESTATES AVE,PINOLE,CA,94564,CONTRA COSTA,100,LICENSED
RESIDENTIAL CARE ELDERLY,374603399,WESTMONT TOWN COURT,ESCONDIDO OPERATIONS LP; WESTMONT LIVING INC,EDSCONDIDO@WESTMONTLIVING.COM,(760) 737-5110,500 E VALLEY PKWY,ESCONDIDO,CA,92025,SAN DIEGO,200,LICENSED
RESIDENTIAL CARE ELDERLY,331880776,WESTMONT VILLAGE,"WESTMONT MGR,GP OF RIVERSIDE OPS LP;WESTMONT LVNG",EDRIVERSIDE@WESTMONTLIVING.COM,(951) 697-2100,17050 ARNOLD DRIVE,RIVERSIDE,CA,92518,RIVERSIDE,225,LICENSED
RESIDENTIAL CARE ELDERLY,374600356,WESTMORE CARE HOME,"DULAY, DELFIN AND ANNABELLE",ANNADEL2007@YAHOO.COM,(858) 566-2752,7930 WESTMORE ROAD,SAN DIEGO,CA,92126,SAN DIEGO,6,CLOSED
RESIDENTIAL CARE ELDERLY,315002084,WESTPARK CARE HOME,"KOSTYK, YELENA",YKOSTYK2002@YAHOO.COM,(916) 773-3760,2056 ELMGATE DR.,ROSEVILLE,CA,95747,PLACER,6,CLOSED
RESIDENTIAL CARE ELDERLY,197606597,WESTPORT HOME,"WESTPORT HOME, INC.",MORENAMARTINEZ7325@YAHOO.COM,(661) 944-5779,10252 EAST AVENUE S,LITTLEROCK,CA,93543,LOS ANGELES,20,LICENSED
RESIDENTIAL CARE ELDERLY,306002333,WESTRIDGE ELDERLY CARE,"GHERGHEL, ALEXANDRINA",WESTRIDGE_EC@YAHOO.COM,(714) 974-3721,495 S. WESTRIDGE CIRCLE,ANAHEIM,CA,92807,ORANGE,6,CLOSED
RESIDENTIAL CARE ELDERLY,455002560,WESTSIDE ASSISTED LIVING,"REDBUD CARE HOME, INC.",REDBUDCARE@GMAIL.COM,(530) 605-4041,915 HALLMARK DRIVE,REDDING,CA,96001,SHASTA,6,CLOSED
RESIDENTIAL CARE ELDERLY,455002641,WESTSIDE ASSISTED LIVING,ASSISTED LIVING GROUP INC,MCRONIC@SHASTA.COM,(530) 605-4041,915 HALLMARK DR,REDDING,CA,96001,SHASTA,6,CLOSED
RESIDENTIAL CARE ELDERLY,455002676,WESTSIDE ASSISTED LIVING,QUALITY CARE HOME INC,GURMEEL70@GMAIL.COM,(530) 605-4041,915 HALLMARK DR,REDDING,CA,96001,SHASTA,6,LICENSED
RESIDENTIAL CARE ELDERLY,240406777,WESTSIDE ELDERLY CARE I,"RODRIGUES, DENNIS",WESTSIDEELDERLYCARE@COMCAST.NET,(209) 827-0142,1243 SANTA MARIA ROAD,LOS BANOS,CA,93635,MERCED,6,CLOSED
RESIDENTIAL CARE ELDERLY,247208803,WESTSIDE ELDERLY CARE I,MARIA H TOSTADO,WESTSIDEELDERLY@COMCAST.NET,(209) 827-0142,1243 SANTA MARIA,LOS BANOS,CA,93635,MERCED,6,LICENSED
RESIDENTIAL CARE ELDERLY,247208804,WESTSIDE ELDERLY CARE II,MARIA HILDA TOSTADO,WESTSIDEELDERLY@COMCAST.NET,(209) 826-7120,656 SANTA BARBARA,LOS BANOS,CA,93635,MERCED,6,CLOSED
RESIDENTIAL CARE ELDERLY,247200010,WESTSIDE ELDERLY CARE II,"RODRIGUES, DENNIS",westsideelderlycare@comcast.net,(209) 826-7120,656 SANTA BARBARA,LOS BANOS,CA,93635,MERCED,6,CLOSED
RESIDENTIAL CARE ELDERLY,191601167,WESTSIDE QUALITY CARE MANOR,WEST COAST C.A.D.,GABRAMS@CA.RR.COM,(310) 287-1474,4111 LAFAYETTE PLACE,CULVER CITY,CA,90232,LOS ANGELES,6,LICENSED
RESIDENTIAL CARE ELDERLY,197606435,WESTSIDE VILLA,MEYNARD H. EBREO,MERLIN_EBREO@YAHOO.COM,(661) 729-5324,2044 W. AVENUE H6,LANCASTER,CA,93536,LOS ANGELES,4,LICENSED
RESIDENTIAL CARE ELDERLY,435202516,WESTWIND MEMORY CARE,"SM SANTA CRUZ, LP/SEASONS MANAGEMENT, LLC",,(831) 421-9100,160 JEWELL STREET,SANTA CRUZ,CA,95060,SANTA CLARA,59,CLOSED
RESIDENTIAL CARE ELDERLY,445202597,WESTWIND MEMORY CARE,SEASONS MGT; SM SANTA CRUZ MEMORY; AMV CAPITAL GRP,ED@WESTWINDMEMORYCARE.COM,(831) 421-9100,160 JEWELL STREET,SANTA CRUZ,CA,95060,SANTA CRUZ,59,LICENSED
RESIDENTIAL CARE ELDERLY,315002322,WESTWOOD HILLS SENIOR CARE HOME,"WESTWOOD HILLS SENIOR CARE HOME, INC.",SHAINA@WESTWOODSVCS.COM,(530) 210-6183,521 SILKWOOD DRIVE,AUBURN,CA,95603,PLACER,6,LICENSED
RESIDENTIAL CARE ELDERLY,197606459,WESTWOOD MANOR,"KUMBUM, INC",NATNELLI8@GMAIL.COM,(323) 401-8622,1539 MIDVALE AVE,LOS ANGELES,CA,90024,LOS ANGELES,6,LICENSED
RESIDENTIAL CARE ELDERLY,312700371,WESTWOOD TERRACE CARE HOME,FILIKURI LLC,THEWESTWOODTERRACE@GMAIL.COM,(916) 771-2227,618 LUCY LN,ROSEVILLE,CA,95678,PLACER,6,LICENSED
RESIDENTIAL CARE ELDERLY,374604030,WHISPERING MEADOWS SENIOR LIVING INC,WHISPERING MEADOWS SENIOR LIVING INC,JANETMIRIAMNORTON@GMAIL.COM,(619) 303-8519,13773 WHISPERING MEADOWS LANE,JAMUL,CA,91935,SAN DIEGO,6,CLOSED
RESIDENTIAL CARE ELDERLY,306002664,WHISPERING OAKS - RANCHGROVE,"ICCV INTERNATIONAL, INC.",ICCV@COX.NET,(714) 931-1945,4531 RANCHGROVE DRIVE,IRVINE,CA,92604,ORANGE,6,LICENSED
RESIDENTIAL CARE ELDERLY,306003850,WHISPERING OAKS - WAVERLY,"ICCV INTERNATIONAL, INC.",ICCV@COX.NET,(714) 931-1945,14782 WAVERLY LANE,IRVINE,CA,92604,ORANGE,6,LICENSED
RESIDENTIAL CARE ELDERLY,306003425,WHISPERING OAKS - YANKEE,"ICCV INTERNATIONAL, INC.",ICCV@COX.NET,(714) 931-1945,2 YANKEE,IRVINE,CA,92620,ORANGE,6,LICENSED
RESIDENTIAL CARE ELDERLY,198601714,WHISPERING OAKS SENIOR LIVING,WHISPERING OAKS SENIOR LIVING LLC,,(626) 963-1270,117 WHISPERING OAKS DR.,GLENDORA,CA,91741,LOS ANGELES,6,CLOSED
RESIDENTIAL CARE ELDERLY,374600593,WHISPERING PALMS,LISA BASSO,SCOTT.MCCLURE888@GMAIL.COM,(619) 697-9433,6395 BLANCHARD ROAD,LA MESA,CA,91942,SAN DIEGO,6,LICENSED
RESIDENTIAL CARE ELDERLY,97002879,WHISPERING PINE,"SEREDA, IRINA",IWHISPERINGPINE@YAHOO.COM,(916) 939-3784,1666 DOWNIEVILLE COURT,EL DORADO HILLS,CA,95762,EL DORADO,6,LICENSED
RESIDENTIAL CARE ELDERLY,97005726,WHISPERING PINE II,"SEREDA, IRINA",IWHISPERINGPINE@YAHOO.COM,(916) 293-8598,923 APERO PLACE,EL DORADO HILLS,CA,95762,EL DORADO,6,LICENSED
RESIDENTIAL CARE ELDERLY,157201145,WHISPERING PINES,"DATINGUINOO, FELICITO & LUZMINDA",WHISPERINGPINES_AL@YAHOO.COM,(661) 861-1779,5711 HESKETH DRIVE,BAKERSFIELD,CA,93309,KERN,6,LICENSED
RESIDENTIAL CARE ELDERLY,342700688,WHISPERING PINES,SILVER MEADOW VENTURES LLC,WHISPERINGPINES.LSL@GMAIL.COM,(916) 709-1203,10143 AZINGER WAY,SACRAMENTO,CA,95829,SACRAMENTO,6,CLOSED
