Facility ID,Facility Name,Address,State,City,County,Zip Code,Phone Number,State Facility Type 1 Literal,State Facility Type 2 Literal,Date Accessed
14463,Lincolnshire Place - Muncie,1600 N MORRISON ROAD,IN,Muncie,Delaware,47304,7655872714,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
14469,Residences At Coffee Creek,2300 VILLAGE POINT,IN,Chesterton,Porter,46304,2199215200,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
14512,Evergreen Village At Fort Wayne,12523 AUBURN ROAD,IN,Fort Wayne,Allen,46845,2606372830,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
14519,Vivera Senior Living Of Columbus,1971 STATE STREET,IN,Columbus,Bartholomew,47201,8123760698,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
14548,Timber Creek Village,990 PROGRESS PARKWAY,IN,Shelbyville,Shelby,46176,2178219539,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
14553,Silver Birch At Cook Road,3731 WEST COOK ROAD,IN,Fort Wayne,Allen,46818,2604478811,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
14576,Cedarhurst Of Fort Wayne,9210 MAYSVILLE ROAD,IN,Fort Wayne,Allen,46815,2602355957,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
14602,Sanctuary At St Paul'S,3602 SOUTH IRONWOOD DRIVE,IN,South Bend,St Joseph,46614,5742849000,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
14623,Towne Park Assisted Living,503 S MURPHY AVE,IN,Brazil,Clay,47834,8124204100,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
14910,Lake Meadows Senior Assisted Living,11570 E 126TH STREET,IN,Fishers,Hamilton,46037,3175274475,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
14224,Hellenic Senior Living Of Mishawaka,1540 SOUTH LOGAN STREET,IN,Mishawaka,St Joseph,46544,5742578629,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
15179,Columbus Senior Living Llc,4300 WEST GOELLER BLVD,IN,Columbus,Bartholomew,47201,8125520500,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
