REPORT LINK,FACILITY_ID,FACILITY_NAME,FACILITY_ADDRESS,FACILITY_STATE,FACILITY_CITY,FACILITY_COUNTY,FACILITY_ZIP,FACILITY_PHONE,FACILITY_WOUND,FACILITY_INFECT,FACILITY_ALZ,FACILITY_VENT,FACILITY_TYPE,FACILITY_SUBTYPE,FACTYPE,FACILITY_TYPE_PROMPT,FACILITY_BURNUNIT,FACILITY_EMERGENCYDEPT,FACILITY_TRAUMA,GEOTYPE,Map Accuracy,x,y
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr011387.htm"">View</a>",011387NFS,FOREST PARK HEALTH CAMPUS,2401 SOUTH L ST,IN,RICHMOND,WAYNE,47374,7659665705,Y,N,N,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,9,On or Near Building,-9447568.521,4838816.057
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr011389.htm"">View</a>",11389,LAKE CITY PLACE,425 CHINWORTH CT,IN,WARSAW,KOSCIUSKO,46580,5742673873,N,N,N,Y,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9553441.594,5048006.917
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr011478.htm"">View</a>",11478,COUNTRY CHARM,3177 MERIDIAN PARKE DR,IN,GREENWOOD,JOHNSON,46142,3178825455,N,N,Y,Y,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9591374.267,4810561.527
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr011509.htm"">View</a>",011509NFS,VILLAS OF GUERIN WOODS,1002 SISTER BARBARA WAY,IN,GEORGETOWN,FLOYD,47122,8129511878,N,N,Y,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,9,On or Near Building,-9566797.039,4622162.383
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr011555.htm"">View</a>",11555,PRIMROSE RETIREMENT COMMUNITY OF KOKOMO,329 W RAINBOW DR,IN,KOKOMO,HOWARD,46901,7654551700,N,N,N,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9588406.586,4931374.212
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr011587.htm"">View</a>",11587,ROSEWALK AT LUTHERWOODS,1301 N RITTER AVE,IN,INDIANAPOLIS,MARION,46219,3173562760,N,N,N,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9581681.123,4834839.485
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr011596.htm"">View</a>",011596NFS,MORRISON WOODS HEALTH CAMPUS,4100 N MORRISON RD,IN,MUNCIE,DELAWARE,47304,7652869066,N,N,Y,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,9,On or Near Building,-9511387.206,4898964.949
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr011799.htm"">View</a>",11799,GREENBRIAR VILLAGE,8800 SPOON DR,IN,INDIANAPOLIS,MARION,46219,3178996777,N,N,N,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,7,On or Near Building,-9574767.514,4834851.364
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr011804.htm"">View</a>",11804,HEARTH AT SYCAMORE VILLAGE LLC,611 W COUNTY LINE RD SOUTH,IN,FORT WAYNE,ALLEN,46814,2606254025,N,N,Y,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,7,On or Near Building,-9499656.024,5024575.766
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr011806.htm"">View</a>",11806,PRIMROSE RETIREMENT COMMUNITY OF ANDERSON,1118 W CROSS ST,IN,ANDERSON,MADISON,46011,7656435000,N,N,N,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9539485.47,4885558.581
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr011840.htm"">View</a>",11840,SUMMIT PLACE WEST,55 N MISSION DR,IN,INDIANAPOLIS,MARION,46214,3172442600,N,N,N,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9603930.438,4831997.813
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr011906.htm"">View</a>",011906NFS,COBBLESTONE CROSSINGS HEALTH CAMPUS,1850 E HOWARD WAYNE DR,IN,TERRE HAUTE,VIGO,47802,8122320406,N,N,Y,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,9,On or Near Building,-9727979.535,4776484.151
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr011914.htm"">View</a>",11914,CROWN POINTE SENIOR LIVING COMMUNITY,1034 CROWN POINTE BLVD,IN,GREENSBURG,DECATUR,47240,8126628888,N,N,N,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,7,On or Near Building,-9514424.224,4768545.657
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr011970.htm"">View</a>",11970,VERMILLION PLACE,449 MAIN ST,IN,ANDERSON,MADISON,46016,7656227825,N,N,N,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,7,On or Near Building,-9537609.402,4882172.383
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr012007.htm"">View</a>",12007,RIVER CROSSING ASSISTED LIVING,2400 MARKET ST,IN,CHARLESTOWN,CLARK,47111,8124061099,N,N,N,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9536648.381,4646641.901
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr012107.htm"">View</a>",12107,APPLE RIDGE ASSISTED LIVING AND MEMORY CARE,3320 EAST STATE BOULEVARD,IN,FORT WAYNE,ALLEN,46805,2604834343,N,N,N,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9472902.844,5026690.658
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr012129.htm"">View</a>",12129,CROWNPOINTE OF ANDERSON,2727 CROWNPOINTE CIRCLE,IN,ANDERSON,MADISON,46012,7656419995,N,N,N,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9533897.788,4882562.333
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr012141.htm"">View</a>",12141,SUNRISE ON OLD MERIDIAN,12130 OLD MERIDIAN ST,IN,CARMEL,HAMILTON,46032,3175690100,N,N,Y,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,7,On or Near Building,-9590801.195,4861250.222
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr012161.htm"">View</a>",12161,AZALEA HILLS,3700 LAFAYETTE PKWY,IN,FLOYDS KNOBS,FLOYD,47119,8129234888,N,N,N,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9559349.765,4625709.304
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr012180.htm"">View</a>",12180,RITTENHOUSE VILLAGE AT MICHIGAN CITY,4300 CLEVELAND RD,IN,MICHIGAN CITY,LA PORTE,46360,2198726800,N,N,Y,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,7,On or Near Building,-9671933.956,5112547.536
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr012181.htm"">View</a>",12181,RITTENHOUSE VILLAGE AT VALPARAISO,1300 VALE PARK RD,IN,VALPARAISO,PORTER,46383,2195312484,N,N,Y,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,7,On or Near Building,-9689991.091,5085257.035
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr012229.htm"">View</a>",12229,HEARTH AT JUDAY CREEK LLC,6330 N FIR RD,IN,GRANGER,ST JOSEPH,46530,5742435557,N,N,Y,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9591209.403,5120620.167
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr012263.htm"">View</a>",12263,HEARTH AT TUDOR GARDENS LLC,11755  N MICHIGAN RD,IN,ZIONSVILLE,BOONE,46077,3178736300,N,N,Y,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,7,On or Near Building,-9600651.745,4859633.446
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr012285.htm"">View</a>",012285NFS,CREASY SPRINGS HEALTH CAMPUS,1750 S CREASY LN,IN,LAFAYETTE,TIPPECANOE,47905,7654476600,N,N,Y,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,9,On or Near Building,-9666788.102,4923366.779
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr012288.htm"">View</a>",12288,LAMPLIGHT INN OF FORT WAYNE,300 E WASHINGTON BLVD,IN,FORT WAYNE,ALLEN,46802,2604225511,N,N,Y,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9477133.62,5023841.865
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr012305.htm"">View</a>",012305NFS,PRAIRIE LAKES HEALTH CAMPUS,9730 PRAIRIE LAKES BLVD EAST,IN,NOBLESVILLE,HAMILTON,46060,3177703644,N,N,Y,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,9,On or Near Building,-9571805.637,4874438.404
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr012309.htm"">View</a>",12309,CROWNPOINTE OF CARMEL,11610 TECHNOLOGY DR,IN,CARMEL,HAMILTON,46032,3178181786,N,N,N,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9589865.334,4859755.448
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr012355.htm"">View</a>",012355NFS,WHITE OAK HEALTH CAMPUS,814 S 6TH ST,IN,MONTICELLO,WHITE,47960,5745830324,N,N,Y,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,7,On or Near Building,-9659779.649,4976299.47
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr012394.htm"">View</a>",12394,SUGAR GROVE SENIOR LIVING,5865 SUGAR LN,IN,PLAINFIELD,HENDRICKS,46168,3178397900,N,N,Y,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9620152.471,4821154.786
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr012396.htm"">View</a>",12396,RITTENHOUSE VILLAGE AT PORTAGE,6235 STERLING CREEK RD,IN,PORTAGE,PORTER,46368,2197642900,N,N,Y,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9705267.353,5092930.595
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr012448.htm"">View</a>",012448NFS,WEST RIVER HEALTH CAMPUS,714 S EICKHOFF RD,IN,EVANSVILLE,VANDERBURGH,47712,8129859878,N,N,Y,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,9,On or Near Building,-9760075.393,4575344.157
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr012497.htm"">View</a>",12497,"SENIOR SUITES AT THE LELAND, LLC",900 SOUTH A STREET,IN,RICHMOND,WAYNE,47374,7659396500,N,N,N,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9449909.458,4840924.016
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr012523.htm"">View</a>",012523NFS,RIDGEWOOD HEALTH CAMPUS,181 CAMPUS DR,IN,LAWRENCEBURG,DEARBORN,47025,8125375700,N,N,Y,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,9,On or Near Building,-9446445.864,4740194.723
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr012565.htm"">View</a>",012565NFS,BLAIR RIDGE HEALTH CAMPUS,269 MEADOWVIEW DR,IN,PERU,MIAMI,46970,7654728049,N,N,Y,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,9,On or Near Building,-9585362.458,4976613.225
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr012582.htm"">View</a>",12582,"PARK PLACE II, LLC",4411 PARK PLACE DR,IN,FORT WAYNE,ALLEN,46845,2604802500,N,N,Y,Y,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9472250.167,5040181.557
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr012619.htm"">View</a>",012619NFS,VILLAGES AT HISTORIC SILVERCREST THE,1 SILVERCREST DRIVE,IN,NEW ALBANY,FLOYD,47150,8125426720,N,N,N,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,9,On or Near Building,-9556430.411,4621153.011
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr012644.htm"">View</a>",012644NFS,HAMILTON TRACE OF FISHERS,11851 CUMBERLAND RD,IN,FISHERS,HAMILTON,46037,3178134444,N,N,Y,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,7,On or Near Building,-9572826.214,4860280.88
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr012688.htm"">View</a>",12688,"VANNONI LIVING CENTER, THE",500 LINCOLNWAY EAST,IN,MISHAWAKA,ST JOSEPH,46544,5748553937,N,N,N,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9592965.802,5110434.404
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr012706.htm"">View</a>",12706,AUTUMN HILLS ALZHEIMER'S SPECIAL CARE CENTER,3203 MOORES PIKE ROAD,IN,BLOOMINGTON,MONROE,47401,8123354655,N,N,Y,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9628459.688,4743303.638
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr012766.htm"">View</a>",012766NFS,AVALON SPRINGS HEALTH CAMPUS,2400 SILHAVY ROAD,IN,VALPARAISO,PORTER,46383,2194621778,N,N,Y,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,7,On or Near Building,-9687794.757,5084969.616
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr012798.htm"">View</a>",12798,CROWNPOINTE OF GREENFIELD,831 SWOPE STREET,IN,GREENFIELD,HANCOCK,46140,3174679317,N,N,N,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,7,On or Near Building,-9547335.497,4835997.736
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr012809.htm"">View</a>",012809NFS,APERION CARE MARION LLC,614 WEST 14TH STREET,IN,MARION,GRANT,46953,7656623701,N,N,N,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,9,On or Near Building,-9536371.53,4946079.718
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr012854.htm"">View</a>",012854NFS,ASPEN PLACE HEALTH CAMPUS,2320 N MONTGOMERY ROAD,IN,GREENSBURG,DECATUR,47240,8125272222,N,N,Y,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,7,On or Near Building,-9514491.795,4773137.507
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr012931.htm"">View</a>",012931NFS,"HERITAGE OF FORT WAYNE, THE",5250 HERITAGE PARKWAY,IN,FORT WAYNE,ALLEN,46835,2602096279,Y,Y,Y,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,7,On or Near Building,-9469865.926,5036083.166
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr012936.htm"">View</a>",12936,ROSEGATE COMMONS ASSISTED LIVING,7525 ROSEGATE DRIVE,IN,INDIANAPOLIS,MARION,46237,3178890100,N,N,N,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9582549.526,4816345.546
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr012937.htm"">View</a>",012937NFS,WELLBROOKE OF WESTFIELD,937 E 186TH STREET,IN,WESTFIELD,HAMILTON,46074,3178048044,N,N,N,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,9,On or Near Building,-9589183.611,4874103.457
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr012938.htm"">View</a>",12938,BICKFORD OF GREENWOOD,3021 STELLA DRIVE,IN,GREENWOOD,JOHNSON,46143,3178073077,N,N,Y,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,7,On or Near Building,-9591288.885,4807958.343
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr012940.htm"">View</a>",12940,BICKFORD OF CROWN POINT,140 E 107TH AVENUE,IN,CROWN POINT,LAKE,46307,2196630972,N,N,Y,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,7,On or Near Building,-9722129.919,5075152.308
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr012966.htm"">View</a>",012966NFS,HAMILTON POINTE HEALTH AND REHAB,3800 ELI PLACE,IN,NEWBURGH,WARRICK,47630,8128585300,N,N,Y,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,9,On or Near Building,-9734533.359,4576485.769
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr012974.htm"">View</a>",012974NFS,HEARTHSTONE HEALTH CAMPUS,3043 NORTH LINTEL DRIVE,IN,BLOOMINGTON,MONROE,47404,8123337622,N,N,N,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,9,On or Near Building,-9632077.46,4745345.814
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr012993.htm"">View</a>",012993NFS,WELLBROOKE OF WABASH,20 JOHN KISSINGER DRIVE,IN,WABASH,WABASH,46992,2602740444,N,N,N,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,7,On or Near Building,-9553926.947,4985511.886
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr013005.htm"">View</a>",013005NFS,ARLINGTON PLACE HEALTH CAMPUS,1635 N ARLINGTON AVE,IN,INDIANAPOLIS,MARION,46218,3173536000,N,N,N,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,7,On or Near Building,-9580627.818,4835400.268
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr013017.htm"">View</a>",013017NFS,SPRENGER HEALTH CARE OF MISHAWAKA,60257 BODNAR BLVD,IN,MISHAWAKA,ST JOSEPH,46544,5742221234,N,N,N,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,9,On or Near Building,-9589332.668,5104390.26
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr013019.htm"">View</a>",013019NFS,CLEARVISTA LAKE HEALTH CAMPUS,8405 CLEARVISTA PLACE,IN,INDIANAPOLIS,MARION,46256,3175787500,N,N,N,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,9,On or Near Building,-9578056.226,4852768.857
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr013039.htm"">View</a>",13039,ALLISONVILLE MEADOWS ASSISTED LIVING,10410 ALLISONVILLE ROAD,IN,FISHERS,HAMILTON,46038,3174366400,N,N,Y,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9579363.451,4856986.784
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr013045.htm"">View</a>",13045,ASTER PLACE,741 PARK EAST BLVD,IN,LAFAYETTE,TIPPECANOE,47905,7654463540,N,N,N,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9665656.539,4925679.806
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr013069.htm"">View</a>",13069,RESIDENCES AT DEER CREEK,401 EAST US 30,IN,SCHERERVILLE,LAKE,46375,2198640700,N,N,Y,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,7,On or Near Building,-9734182.146,5083827.309
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr013085.htm"">View</a>",013085NFS,WELLBROOKE OF AVON,10307 EAST COUNTY ROAD 100 NORTH,IN,INDIANAPOLIS,MARION,46234,3172732144,N,N,N,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,7,On or Near Building,-9611309.696,4833786.383
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr013107.htm"">View</a>",013107NFS,WELLBROOKE OF CRAWFORDSVILLE,517 CONCORD ROAD,IN,CRAWFORDSVILLE,MONTGOMERY,47933,7653629122,N,N,N,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,9,On or Near Building,-9674024.314,4875726.23
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr013144.htm"">View</a>",013144NFS,CEDAR CREEK HEALTH CAMPUS,18275 BURR STREET,IN,LOWELL,LAKE,46356,2196966750,N,N,Y,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,9,On or Near Building,-9729391.066,5054772.784
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr013149.htm"">View</a>",13149,MORNING VIEW NURSING AND REHABILITATION CENTER,475 NORTH NILES AVENUE,IN,SOUTH BEND,ST JOSEPH,46617,5742464123,N,N,Y,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9600757.498,5113462.078
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr013153.htm"">View</a>",013153NFS,WELLBROOKE OF KOKOMO,2200 SOUTH DIXON ROAD,IN,KOKOMO,HOWARD,46902,7654554443,N,N,N,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,9,On or Near Building,-9591823.107,4933082.43
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr013163.htm"">View</a>",13163,MEADOW BROOK SENIOR LIVING,11011 VILLAGE SQUARE LANE,IN,FISHERS,HAMILTON,46038,3178424215,N,N,Y,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9578010.251,4858630.428
