Facility ID,Facility Name,Address,State,City,County,Zip Code,Phone Number,State Facility Type 1 Literal,Type 2,Type 3
14260,SILVER BIRCH OF MISHAWAKA,3630 HICKORY ROAD,IN,MISHAWAKA,ST JOSEPH,46545,5742527225,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
14279,OASIS AT 56TH,4940 WEST 56TH STREET,IN,INDIANAPOLIS,MARION,46254,3172973115,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
14291,SILVER BIRCH OF TERRE HAUTE,650 LAFAYETTE AVENUE,IN,TERRE HAUTE,VIGO,47807,8122370123,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
14316,SILVER BIRCH OF FORT WAYNE,7125 S HANNA STREET,IN,FORT WAYNE,ALLEN,46816,2604478811,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
14376,GRAND BROOK MEMORY CARE OF ZIONSVILLE,11870 SANDY DRIVE,IN,ZIONSVILLE,BOONE,46077,3179750049,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
14377,HERITAGE WOODS OF NEWBURGH,4211 GRIMM ROAD,IN,NEWBURGH,WARRICK,47630,8128539810,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
14383,LEGACY LIVING OF JASPER LLC,1850 WEST STATE ROAD 56,IN,JASPER,DUBOIS,47546,8125590200,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
14410,GLASSWATER CREEK OF PLAINFIELD,10480 GLASSWATER LANE,IN,PLAINFIELD,HENDRICKS,46168,3178395808,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
14419,BRIGHTSTAR SENIOR LIVING OF FORT WAYNE,11430 COLDWATER ROAD,IN,FORT WAYNE,ALLEN,46845,2602342929,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
14426,GRAND BROOK MEMORY CARE OF GREENWOOD,2444 SOUTH STATE ROAD 135,IN,GREENWOOD,JOHNSON,46143,3174991310,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
14463,LINCOLNSHIRE PLACE - MUNCIE,1600 N MORRISON ROAD,IN,MUNCIE,DELAWARE,47304,7655872714,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
14469,RESIDENCES AT COFFEE CREEK,2300 VILLAGE POINT,IN,CHESTERTON,PORTER,46304,2199215200,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
14512,EVERGREEN VILLAGE AT FORT WAYNE,12523 AUBURN ROAD,IN,FORT WAYNE,ALLEN,46845,2606372830,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
14519,VIVERA SENIOR LIVING OF COLUMBUS,1971 STATE STREET,IN,COLUMBUS,BARTHOLOMEW,47201,8123760698,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
14548,TIMBER CREEK VILLAGE,990 PROGRESS PARKWAY,IN,SHELBYVILLE,SHELBY,46176,2178219539,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
14553,SILVER BIRCH AT COOK ROAD,3731 WEST COOK ROAD,IN,FORT WAYNE,ALLEN,46818,2604478811,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
14576,CEDARHURST OF FORT WAYNE,9210 MAYSVILLE ROAD,IN,FORT WAYNE,ALLEN,46815,2602355957,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
14602,SANCTUARY AT ST PAUL'S,3602 SOUTH IRONWOOD DRIVE,IN,SOUTH BEND,ST JOSEPH,46614,5742849000,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
14623,TOWNE PARK ASSISTED LIVING,503 S MURPHY AVE,IN,BRAZIL,CLAY,47834,8124204100,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
14910,LAKE MEADOWS SENIOR ASSISTED LIVING,11570 E 126TH STREET,IN,FISHERS,HAMILTON,46037,3175274475,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
14224,HELLENIC SENIOR LIVING OF MISHAWAKA,1540 SOUTH LOGAN STREET,IN,MISHAWAKA,ST JOSEPH,46544,5742578629,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
15179,COLUMBUS SENIOR LIVING LLC,4300 WEST GOELLER BLVD,IN,COLUMBUS,BARTHOLOMEW,47201,8125520500,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
