Facility Name,State Facility Type 1 Literal,Address,City,State,Zip Code,County,Capacity,Phone Number,Email Address,Date Accessed
Saheli Personal Care,PERSONAL CARE HOME,6193 REDAN RD,Lithonia,GA,30058,Dekalb,3,4702425435,bcoleman2178@yahoo.com,6/24/21
Samuda'S Personal Care Home,PERSONAL CARE HOME,2752 SKYLAND DRIVE,Snellville,GA,30078,Gwinnett,6,6786913676,madamsilverice7@yahoo.com,6/24/21
Sandy Springs Personal Care Center,PERSONAL CARE HOME,"300 JOHNSON FERRY ROAD, N.E.",Atlanta,GA,30328,Fulton,28,4042553534,mvt@mountvernontowers.com,6/24/21
Sandy Springs-Memory Care,PERSONAL CARE HOME,1262 HIGHTOWER TRAIL,Atlanta,GA,30350,Fulton,56,7706508800,laranda@enlivant.com,6/24/21
Sanguine Revere,PERSONAL CARE HOME,7460 AMBASSADOR DR,Riverdale,GA,30296,Clayton,3,6789615220,sanguinerevere@gmail.com,6/24/21
Sara'S Personal Care Home,PERSONAL CARE HOME,129 LEONARD LANE,Swainsboro,GA,30401,Emanuel,6,4782899099,lizandnat13@yahoo.com,6/24/21
Sarah'S Personal Care Home Llc,PERSONAL CARE HOME,530 BRAND ROAD,Loganville,GA,30052,Gwinnett,5,6786918922,jeanleeharris@gmail.com,6/24/21
Sassy Seniors Living,PERSONAL CARE HOME,3290 STONEWALL TELL RD,College Park,GA,30349,Fulton,4,4045513028,sassyseniorsliving@gmail.com,6/24/21
Satilla Bluffs Senior Care,PERSONAL CARE HOME,101 SATILLA BLUFFS DRIVE,Blackshear,GA,31516,Pierce,65,9124894468,bwright@georgialivingseniorcare.com,6/24/21
Savannah Commons,ASSISTED LIVING COMMUNITY,1 PEACHTREE DRIVE,Savannah,GA,31419,Chatham,73,9129270500,jennifer.mohler@thesocialatsavannah.com,6/24/21
Savannah Court Of Camilla,PERSONAL CARE HOME,161 E BROAD STREET,Camilla,GA,31730,Mitchell,40,2293360869,slmc@slm.net,6/24/21
Savannah Court Of Lake Oconee,PERSONAL CARE HOME,1061 WILLOW RUN ROAD,Greensboro,GA,30642,Greene,72,7064540980,slmc@slm.net,6/24/21
Savannah Court Of Milledgeville,PERSONAL CARE HOME,61 MARSHALL ROAD,Milledgeville,GA,31061,Baldwin,48,4784522511,ed.scmilledgeville@slm.net,6/24/21
Savannah Grand Of Columbus,ASSISTED LIVING COMMUNITY,8301 FRANCISCAN WOODS DRIVE,Columbus,GA,31909,Muscogee,60,7066538100,slmc@slm.net,6/24/21
Savannah Plantation,PERSONAL CARE HOME,102 LEVEL CREEK ROAD,Buford,GA,30518,Gwinnett,15,7702718723,savn@bellsouth.net,6/24/21
Savannah Square,PERSONAL CARE HOME,167 MURROW ROAD,Blythe,GA,30805,Richmond,10,7067510411,ksmith@5ssl,6/24/21
"Saxon'S, Betty Pch",PERSONAL CARE HOME,1125 PINEY GROVE ROAD,Augusta,GA,30906,Richmond,18,7067938242,bsaxonpch@comcast.net,6/24/21
Scenic View Pch,PERSONAL CARE HOME,5163 SCENIC VIEW ROAD,Flowery Branch,GA,30542,Hall,5,6788287188,carolseay@rocketmail.com,6/24/21
Sea Breeze Retreat 3,PERSONAL CARE HOME,1431 PROVIDENCE WAY,Lawrenceville,GA,30045,Gwinnett,4,7709628417,cobblestonegh@aol.com,6/24/21
Senior Citizens Care Center Annex,PERSONAL CARE HOME,223 HARMON ROAD,Swainsboro,GA,30401,Emanuel,6,4782378261,,6/24/21
Senior Home #1 Mission Pch,PERSONAL CARE HOME,1940 SPRING ROSE GLEN,Lawrenceville,GA,30043,Gwinnett,6,4045196281,marietaberar@gmail.com,6/24/21
Senior Home Mission Pch,PERSONAL CARE HOME,1974 JESTER CIRCLE,Lawrenceville,GA,30043,Gwinnett,6,7702378587,marietaberar@gmail.com,6/24/21
Senior Living Suites At Parkside,PERSONAL CARE HOME,3000 LENORA CHURCH ROAD,Snellville,GA,30078,Gwinnett,78,7709722040,sparker@wellhs.com    or  patrice.hurst@parksidepar.com,6/24/21
Serene House Of Care Llc,PERSONAL CARE HOME,7392 SKYLANE DR,Riverdale,GA,30296,Clayton,4,4049551463,serenehouse2016@yahoo.com,6/24/21
Serenity,PERSONAL CARE HOME,206 PINE STREET,Sparks,GA,31647,Cook,20,2295496620,jamespettis@hotmail.com,6/24/21
"Serenity Brook Pch, Llc",PERSONAL CARE HOME,3070 HERSCU WAY,Lithonia,GA,30038,Dekalb,3,6783087446,rashika_briggs@comcast.net,6/24/21
Serenity Empire,PERSONAL CARE HOME,2460 GREYTHORNE COMMONS,Douglasville,GA,30135,Douglas,6,7706358799,henrietta.essel@serenityempire.org,6/24/21
Serenity Empire,PERSONAL CARE HOME,7825 HOBGOOD ROAD,Fairburn,GA,30213,Fulton,16,4049663002,henrietta.essel@serenityempire.org,6/24/21
Serenity Home Care,PERSONAL CARE HOME,69 DAVIS STREET,Macon,GA,31204,Bibb,4,4787456357,gvonarica@yahoo.com,6/24/21
Serenity House,PERSONAL CARE HOME,8599 SHERIDAN DRIVE,Jonesboro,GA,30236,Clayton,3,7704723593,yodamey@aol.com,6/24/21
Serenity House 2,PERSONAL CARE HOME,119 AQUINNAH DRIVE,Pooler,GA,31322,Chatham,5,9125724724,serenityhouse01@gmail.com,6/24/21
Serenity House Of Atlanta Ministries,PERSONAL CARE HOME,60 BETHEA WAY,Covington,GA,30016,Newton,3,7708928005,serenityhouseatl@yahoo.com,6/24/21
Serenity Living,PERSONAL CARE HOME,144 KNIGHT STREET,Irwinton,GA,31042,Wilkinson,6,4789437037,merilynchatman1234@gmail.com,6/24/21
Serenity Manor,PERSONAL CARE HOME,495 FORT HILL STREET,Macon,GA,31217,Bibb,6,4786214127,serenitymanorpch@aol.com,6/24/21
Serenity Springs At Freydale Road,PERSONAL CARE HOME,2462 FREYDALE ROAD,Marietta,GA,30067,Cobb,3,6789340238,jkaranja65@gmail.com,6/24/21
Serenity Springs Home Care,PERSONAL CARE HOME,2708 LOWER ROSWELL RD,Marietta,GA,30068,Cobb,3,6784016787,jkaranja65@gmail.com,6/24/21
Serenity Way,PERSONAL CARE HOME,15 VALLEYDALE WAY,Savannah,GA,31405,Chatham,4,9123461755,serenityhouseway15@gmail.com,6/24/21
Seven Hills Place,ASSISTED LIVING COMMUNITY,279 TECHNOLOGY PARKWAY,Rome,GA,30165,Floyd,47,7062325244,kwade@enlivent.com,6/24/21
"Seven Stars Personal Care Home, Llc",PERSONAL CARE HOME,7690 THOMASTON ROAD,Macon,GA,31220,Bibb,4,4783450670,wpatterson876@gmail.com,6/24/21
Seymour Southern Comforts,PERSONAL CARE HOME,202 EAST MAIN STREET,Bronwood,GA,39826,Terrell,24,2299956611,sscomforts@windstream.net,6/24/21
Sha Sha'S Leisure Living Perso,PERSONAL CARE HOME,1465 TEAGLE ROAD,Forsyth,GA,31029,Monroe,6,4789945515,,6/24/21
Sha-Lyndas,PERSONAL CARE HOME,2313 CADDEN COURT,Augusta,GA,30906,Richmond,3,7065600725,,6/24/21
Shady Brook Personal Care Home,PERSONAL CARE HOME,808 SHADY BROOK DRIVE,Marietta,GA,30066,Cobb,3,7706937319,janauja@yahoo.com,6/24/21
Shady Grove Manor,PERSONAL CARE HOME,1790 OLD HIGHWAY 41 NORTHWEST,Kennesaw,GA,30152,Cobb,19,7704245475,,6/24/21
Shady Pines Estate,PERSONAL CARE HOME,124 AIRPORT ROAD,Abbeville,GA,31001,Wilcox,22,2294672101,shadypinesestate@gmail.com,6/24/21
Shadybrook At Mozelle Pch,PERSONAL CARE HOME,2000 MOZELLE DR,Marietta,GA,30062,Cobb,3,6784988532,janauja@yahoo.com,6/24/21
Shalom Houses Of Joy,PERSONAL CARE HOME,10935 HONDAL COURT,Hampton,GA,30228,Clayton,3,4042079896,rejoice_ndlovu@yahoo.com,6/24/21
Shalom Personal Care Home,PERSONAL CARE HOME,683 MEPHISTO CIRCLE,Lawrenceville,GA,30046,Gwinnett,6,7703391789,shalom_manor@yahoo.com,6/24/21
Sharon'S Personal Care Home,PERSONAL CARE HOME,605 E. FORCE STREET,Valdosta,GA,31601,Lowndes,4,2292490581,sharonlewis400@yahoo.com,6/24/21
Shed'S Personal Care Home,PERSONAL CARE HOME,3570 SAWYER STREET,Macon,GA,31217,Bibb,6,4787417012,,6/24/21
Sheila Hospitality Personal Care Home Llc,PERSONAL CARE HOME,4594 PINE VALLEY DR,Macon,GA,31210,Bibb,3,4782594872,sheilagibson521@gmail.com,6/24/21
Sheltering Arms Llc,PERSONAL CARE HOME,206 S ZETTEROWER AVE,Statesboro,GA,30458,Bulloch,4,9122439247,victoriahoward1986@yahoo.com,6/24/21
"Shepherd'S House Of Care Inc, The",PERSONAL CARE HOME,110 GUM CREEK RD,Oxford,GA,30054,Newton,3,6786587340,managementshoc@gmail.com,6/24/21
"Sheridan At Eastside, The",ASSISTED LIVING COMMUNITY,1900 TREE LANE,Snellville,GA,30078,Gwinnett,118,6783468808,bjackson@seniorlifestyle.com,6/24/21
Shirlee Casa,PERSONAL CARE HOME,1927 TUBMAN HOME ROAD,Augusta,GA,30906,Richmond,3,7064268174,yjaneakper@yahoo.com,6/24/21
Shirley'S Personal Care Home,PERSONAL CARE HOME,5813 BUXTON DRIVE,Columbus,GA,31907,Muscogee,6,7066105237,shirleyspersonalcarehome@gmail.com  or  mis.laura26@live.com,6/24/21
Sibor Manor - Atlanta,PERSONAL CARE HOME,2123 LAVISTA CIRCLE,Tucker,GA,30084,Dekalb,6,6789370033,itohan58@yahoo.com,6/24/21
Sibor'S Manor,PERSONAL CARE HOME,3890 WRIGHTSBORO ROAD,Augusta,GA,30904,Richmond,11,7068687617,,6/24/21
Silkwood Group Home,PERSONAL CARE HOME,803 GENTILLY ROAD,Statesboro,GA,30458,Bulloch,4,9126819631,,6/24/21
Silver Comet Village,ASSISTED LIVING COMMUNITY,4900 RICHARD D SAILORS PKWY,Powder Springs,GA,30127,Cobb,90,7702222775,kluczkowski@roosenterprises.com,6/24/21
Silver Crescent Homes Llc,PERSONAL CARE HOME,327 PANOLA ROAD,Ellenwood,GA,30294,Clayton,4,6623921020,silvercrescenthomes@gmail.com,6/24/21
Silver Homes,PERSONAL CARE HOME,5071 HUBERT DRIVE,Powder Springs,GA,30127,Cobb,3,6789957049,oliviabutler03@yahoo.com,6/24/21
Silver Homes 2,PERSONAL CARE HOME,5334 MEMORIAL LN,Powder Springs,GA,30127,Cobb,3,7702722067,oliviabutler03@yahoo.com,6/24/21
Silver Linings Personal Care Home,PERSONAL CARE HOME,407 HARVEY STREET,Stapleton,GA,30823,Jefferson,19,7065473060,silverliningsper@bellsouth.net,6/24/21
Silverleaf Alzheimer'S Care Of Athens,PERSONAL CARE HOME,705 WHITEHEAD ROAD,Athens,GA,30606,Clarke,56,7065499800,silverleaf.finance1932@gmail.com,6/24/21
Silverleaf Alzheimer'S Care Of Snellville,PERSONAL CARE HOME,2106 MCGEE ROAD,Snellville,GA,30078,Gwinnett,56,7709789595,angelavery.silverleaf@gmail.com,6/24/21
Silverleaf Personal Care Home,PERSONAL CARE HOME,136 PLAZA DRIVE,Jenkinsburg,GA,30234,Butts,3,4702515002,silverleafpersonalcare@yahoo.com,6/24/21
Silversands,PERSONAL CARE HOME,5748 WELLBORN CREEK DRIVE,Lithonia,GA,30058,Dekalb,3,7706665458,silversandsgrouphomes@gmail.com,6/24/21
Simple Blessings,PERSONAL CARE HOME,2231 SULLIVAN ROAD,Augusta,GA,30901,Richmond,14,7066676693,saraopenarms@bellsouth.net,6/24/21
Simply Living Personal Care Home,PERSONAL CARE HOME,3 BERWICK COURT,Savannah,GA,31406,Chatham,6,9123557426,simply4living@gmail.com,6/24/21
Skyland Manor Pch,PERSONAL CARE HOME,3505 SKYLAND DRIVE,Loganville,GA,30052,Gwinnett,6,7709853400,skylandmanor@verizon.net,6/24/21
Skyland Trail,PERSONAL CARE HOME,1709 CLAIRMONT ROAD,Decatur,GA,30033,Dekalb,24,4043212000,,6/24/21
Skyland Trail Rollins Campus,PERSONAL CARE HOME,2860 BUFORD HWY,Brookhaven,GA,30329,Dekalb,32,4043158333,bfinnerty@skylandtrail.org,6/24/21
Skyline Personal Care Home,PERSONAL CARE HOME,1101 ANTIETAM COURT,Columbus,GA,31907,Muscogee,5,7625247677,skylinepersonalcarehomellc@gmail.com,6/24/21
Slappey Home,PERSONAL CARE HOME,3718 AGAPE VILLAGE ROAD,Macon,GA,31210,Bibb,4,4783307080,jmckenzie@wesleyglen.org,6/24/21
Slice Of Life,PERSONAL CARE HOME,2940 HOSCH VALLEY RD,Buford,GA,30519,Gwinnett,4,6788049550,nickranciu@yahoo.com,6/24/21
Snapfinger Home,PERSONAL CARE HOME,3887 SNAPFINGER ROAD,Lithonia,GA,30038,Dekalb,4,7709816707,,6/24/21
Snt Comfortable Living 2,PERSONAL CARE HOME,4580 RYAN ROAD,Conley,GA,30288,Clayton,5,6789732925,,6/24/21
So Fresh N So Clean Personal Care Home 1,PERSONAL CARE HOME,1982 CONKLE ROAD,Riverdale,GA,30296,Clayton,5,7702560168,azkieh@usa.com,6/24/21
"Social At Vinings, The",PERSONAL CARE HOME,"2401 CUMBERLAND PARKWAY, SE",Atlanta,GA,30339,Cobb,116,7704354477,zorana.bradic@brookdale.com,6/24/21
"Social Graces Personal Care Home, Llc",PERSONAL CARE HOME,5 WALKER DRIVE,Stockbridge,GA,30281,Henry,3,4708786066,social_graces@yahoo.com,6/24/21
Soh - Hiddenbrook,PERSONAL CARE HOME,6580 HIDDENBROOK TRAIL,College Park,GA,30349,Fulton,4,7709641811,,6/24/21
"Solana East Cobb, The",ASSISTED LIVING COMMUNITY,1032 JOHNSON FERRY ROAD,Marietta,GA,30068,Cobb,120,7709999002,fmeyer@arborcompany.com,6/24/21
Somerby Peachtree City,ASSISTED LIVING COMMUNITY,200 ROCKAWAY ROAD,Peachtree City,GA,30269,Fayette,121,4702782240,ljohnston@somerbyliving.com,6/24/21
Somerby Sandy Springs,ASSISTED LIVING COMMUNITY,25 GLENLAKE PARKWAY,Sandy Springs,GA,30328,Fulton,97,7706950230,sdoyle@somerbyliving.com,6/24/21
Sonshine Manor,PERSONAL CARE HOME,760 TAILS CREEK ROAD,Ellijay,GA,30540,Gilmer,16,6784471546,sonshinemanor@yahoo.com,6/24/21
Sonshine Manor Personal Care Home,PERSONAL CARE HOME,81 WELLBORN STREET,Blairsville,GA,30512,Union,60,7064005500,sonshinemanor@yahoo.com,6/24/21
Sonya'S Recovery Pch,PERSONAL CARE HOME,2038 RIVER ROAD,Ellenwood,GA,30294,Dekalb,2,4046451977,sonyajjoyners@gmail.com,6/24/21
South Haven Ii Pch,PERSONAL CARE HOME,3985 FLAT SHOALS ROAD B,Union City,GA,30291,Fulton,24,7709969292,vharps770@comcast.net,6/24/21
South Haven Personal Care Home,PERSONAL CARE HOME,6490 WEST FAYETTEVILLE ROAD,Riverdale,GA,30296,Clayton,6,7709090802,,6/24/21
Southern Breeze Pch,PERSONAL CARE HOME,127 S BELAIR ROAD,Martinez,GA,30907,Columbia,14,7065044162,,6/24/21
Southern Charm,PERSONAL CARE HOME,110 SOUTH THIRD AVENUE,Mcrae,GA,31055,Telfair,20,2298687776,janecknowles@live.com,6/24/21
Southern Choices Pch,PERSONAL CARE HOME,323 BLUESTONE DRIVE,East Dublin,GA,31027,Laurens,4,4782749086,,6/24/21
"Southern Comfort Personal Care, Llc",PERSONAL CARE HOME,6735 PULASKI ROAD,Statesboro,GA,30458,Bulloch,6,9128525173,keliawfrancis@gmail.com,6/24/21
Southern Comfort Senior Living,PERSONAL CARE HOME,715 SHADYBROOK DRIVE NE,Marietta,GA,30066,Cobb,2,7704853499,southerncomfortpch@gmail.com,6/24/21
Southern Elegance,PERSONAL CARE HOME,899 PANNELL ROAD,Monroe,GA,30655,Walton,5,6786358144,southele30655@gmail.com,6/24/21
Southern Haven,PERSONAL CARE HOME,279 HAIG MILL ROAD,Dalton,GA,30721,Whitfield,13,2052609009,dana@lighthousepch.com,6/24/21
Southern Heritage I,PERSONAL CARE HOME,812 CARL VINSON PKWY,Centerville,GA,31028,Houston,15,4789226100,fawadkhan1947@hotmail.com,6/24/21
Southern Heritage Ii,PERSONAL CARE HOME,814 CARL VINSON PKWY,Centerville,GA,31028,Houston,15,4789226380,fawadkhan1947@hotmail.com,6/24/21
Southern Living Personal Care Home Inc,PERSONAL CARE HOME,739 DOGWOOD DRIVE,Columbus,GA,31907,Muscogee,4,7063261615,williehargrove91@yahoo.com,6/24/21
Southern Magnolia,PERSONAL CARE HOME,405 THOMPSON STREET,Vidalia,GA,30474,Toombs,9,9125372379,maeloisday@yahoo.com,6/24/21
Southern Manor Retirement Inn,PERSONAL CARE HOME,1532 FAIR ROAD,Statesboro,GA,30458,Bulloch,47,9126812686,askipper82@gmail.com,6/24/21
Southern Manor Senior Living,PERSONAL CARE HOME,184 PINE LANE,Washington,GA,30673,Wilkes,24,7062248714,rhardy@csrapd.com,6/24/21
Southern Oaks Personal Care Home,PERSONAL CARE HOME,417 N RIDGE AVE,Tifton,GA,31794,Tift,16,2292564572,accessiblehealth@att.net,6/24/21
Southern Pines Retirement Villa,PERSONAL CARE HOME,345 PERRY HWY,Hawkinsville,GA,31036,Pulaski,22,4787833445,margie.layfield@yahoo.com,6/24/21
Southern Senior Living,PERSONAL CARE HOME,215 EAST SELLERS STREET,Douglas,GA,31533,Coffee,15,9123839883,betsy552003@yahoo.com,6/24/21
Southern Senior Living Community,PERSONAL CARE HOME,515 SOUTH HUTCHINSON AVE,Adel,GA,31620,Cook,22,2292233242,toddgriffin2003@yahoo.com,6/24/21
Southside Garden,PERSONAL CARE HOME,6693 HIGHWAY 11 SOUTH,Hillsboro,GA,31038,Jasper,6,7064680022,missgloria55@yahoo.com,6/24/21
Spanish Oaks Retreat,ASSISTED LIVING COMMUNITY,8510 WHITFIELD AVENUE,Savannah,GA,31406,Chatham,36,9125080915,kfmunger@aol.com,6/24/21
Sparks Community New Day Pch,PERSONAL CARE HOME,3302 RADIUM SPRINGS ROAD,Albany,GA,31705,Dougherty,6,2293044745,sparkscommunitynewday@gmail.com,6/24/21
Sparks Inn Retirement Center,ASSISTED LIVING COMMUNITY,7290 LESTER ROAD,Union City,GA,30291,Fulton,150,7709643301,hlangston@pruitthealth.com,6/24/21
Sparks Serenity Phase Iii,PERSONAL CARE HOME,1701 MAXWELL STREET,Americus,GA,31709,Sumter,6,2293800245,sspar2@bellsouth.net,6/24/21
Special Transitions,PERSONAL CARE HOME,20 AQUINNAH DRIVE,Pooler,GA,31322,Chatham,5,9127044848,,6/24/21
Spice Of Life Pch,PERSONAL CARE HOME,1458 MILL STREET,Augusta,GA,30901,Richmond,15,7067247689,solpch@gmail.com,6/24/21
Spiritual Loving And Caring Home,PERSONAL CARE HOME,300 JOE CAREY DRIVE,Winterville,GA,30683,Clarke,4,7063533103,spiritualloving300@gmail.com,6/24/21
Spring Garden Personal Care Home,PERSONAL CARE HOME,3361 GLEN SUMMIT LANE,Snellville,GA,30039,Gwinnett,5,7702854128,,6/24/21
Spring Harbor At Green Island,PERSONAL CARE HOME,100 SPRING HARBOR DRIVE,Columbus,GA,31904,Muscogee,60,7065766000,cindy.walker@springharborccrc.org,6/24/21
Spring Lane Personal Care Home,PERSONAL CARE HOME,1570 SPRING LANE N.W.,Atlanta,GA,30314,Fulton,5,4047529919,,6/24/21
Springbrook Personal Care Home,PERSONAL CARE HOME,133 BRIARWOOD ROAD,Statesboro,GA,30458,Bulloch,4,9126812270,,6/24/21
Springhill Personal Care Home Llc,PERSONAL CARE HOME,4228 MEADOW WAY,Marietta,GA,30066,Cobb,3,6783241673,ebun4christ@hotmail.com,6/24/21
St Francis Assisted Living Community,ASSISTED LIVING COMMUNITY,4901 HARRISON ROAD,Macon,GA,31206,Bibb,45,4782547900,sammycimanes@yahoo.com,6/24/21
St Gabriel Of Athens,ASSISTED LIVING COMMUNITY,2040 RESURGENCE DRIVE,Watkinsville,GA,30677,Oconee,90,7065210550,clanders@veritashcg.com,6/24/21
St Ives Assisted Living,ASSISTED LIVING COMMUNITY,5835 MEDLOCK BRIDGE PARKWAY,Alpharetta,GA,30022,Fulton,44,7704761777,aowolabi@stivesmemorycare.com,6/24/21
St Marys Group Home Of Wesley Glen Ministries,PERSONAL CARE HOME,884 MUSH BLUFF ROAD,Saint Marys,GA,31558,Camden,4,9125766686,ehardinwaits@wesleyglen.org,6/24/21
St Marys Highland Hills Village,ASSISTED LIVING COMMUNITY,1660 JENNINGS MILL ROAD,Watkinsville,GA,30677,Oconee,59,7063538840,leah.nelms@stmarysathens.org .,6/24/21
Stacey Street House,PERSONAL CARE HOME,509 STACEY STREET,Jesup,GA,31545,Wayne,4,9125309039,pdonaldson@pinelandcsb.org,6/24/21
Stacey'S Place,PERSONAL CARE HOME,5060 JOHN BURRUSS RD,Cumming,GA,30040,Forsyth,4,6782241682,stacey@staceysplaceinc.com,6/24/21
Standard Personal Care Home,PERSONAL CARE HOME,2761 KELLEY CHAPEL ROAD,Decatur,GA,30034,Dekalb,6,6787052396,standardpersonalcarehome@live.com,6/24/21
Sterling Estates,ASSISTED LIVING COMMUNITY,3165 DALLAS HIGHWAY,Marietta,GA,30064,Cobb,175,6784677643,mgill@sterling-estates.com,6/24/21
Sterling Estates Senior Living Community,ASSISTED LIVING COMMUNITY,4220 LOWER ROSWELL ROAD,Marietta,GA,30068,Cobb,110,6789464454,ssodel@hccci.net,6/24/21
Stevenson Personal Care Home,PERSONAL CARE HOME,6285 EMERALD POINTE CIRCLE,College Park,GA,30349,Fulton,5,7709975474,amcdoz@aol.com,6/24/21
Stewart Community Home,PERSONAL CARE HOME,1125 15TH STREET,Columbus,GA,31901,Muscogee,72,7063272707,payroll@sch-info.org,6/24/21
"Stewart House, The",PERSONAL CARE HOME,102 SOUTH STREET,Carrollton,GA,30117,Carroll,50,7708280303,tsh.ashleywoodall@gmail.com,6/24/21
Stilesboro Personal Care Home,PERSONAL CARE HOME,4549 STILESBORO ROAD,Kennesaw,GA,30152,Cobb,10,6782900085,stilesboroal@comcast.net,6/24/21
"Stokes, Frances Home",PERSONAL CARE HOME,3638 LAVISTA ROAD,Decatur,GA,30033,Dekalb,4,4042481686,scrow@ddmga.org,6/24/21
Stone Brooke Suites,PERSONAL CARE HOME,114 STONE BROOKE DRIVE,Gray,GA,31032,Jones,43,4789860097,kgordon@ethicahealth.org,6/24/21
Stonehenge Senior Living I,PERSONAL CARE HOME,61 STONEHENGE DRIVE,Blairsville,GA,30512,Union,21,7067457703,stonehenge@brmemc.net,6/24/21
Stonehenge Senior Living Ii,PERSONAL CARE HOME,120 STONEHENGE DRIVE,Blairsville,GA,30512,Union,20,7067458187,stonehengesl123@gmail.com,6/24/21
Stonehenge Senior Living Iii,PERSONAL CARE HOME,168 STONEHENGE DRIVE,Blairsville,GA,30512,Union,21,7068352606,stonehengesl123@gmail.com,6/24/21
Stonehenge Senior Living Iv,PERSONAL CARE HOME,164 STONEHENGE DRIVE,Blairsville,GA,30512,Union,8,7067457779,stonehengesl123@gmail.com,6/24/21
Stonehenge Senior Living V,PERSONAL CARE HOME,84 CALDWELL ROAD,Blairsville,GA,30512,Union,24,7068351328,stonehengesl123@gmail.com,6/24/21
"Suites At Cypress Pond, The",PERSONAL CARE HOME,15 KENT ROAD,Tifton,GA,31794,Tift,50,2293823333,billwrightglm@gmail.com,6/24/21
Suites At Poplar Creek (The),PERSONAL CARE HOME,114 OLD AIRPORT ROAD,Lagrange,GA,30240,Troup,50,7068451500,pcrews@georgialivingseniorcare.com,6/24/21
"Suites At Station Exchange, The",PERSONAL CARE HOME,3205 TSX GRAND CENTRAL,Richmond Hill,GA,31324,Bryan,65,9124452425,dpurser@georgialiving seniorcare.com,6/24/21
Suites At Willow Pond (The),PERSONAL CARE HOME,4344 COUNTRY CLUB ROAD,Statesboro,GA,30458,Bulloch,50,9124894774,billwrightglm@gmail.com,6/24/21
"Suites Of Woodleaf, The",PERSONAL CARE HOME,2022 E. PINETREE BLVD.,Thomasville,GA,31792,Thomas,45,2292268682,mtitus@georgialivingseniorcare.com,6/24/21
Summer Breeze Senior Living,ASSISTED LIVING COMMUNITY,351 WILMINGTON ISLAND ROAD,Savannah,GA,31410,Chatham,65,9128988880,patty.dixon@summerbreezeseniorliving.com,6/24/21
Summer Willow At James Place,PERSONAL CARE HOME,213 INDUSTRIAL BOULEVARD,Dublin,GA,31021,Laurens,24,4782723330,shannybennett@hotmail.com,6/24/21
Summer Willow Personal Care Home,PERSONAL CARE HOME,259 NUNEZ-LEXSY ROAD,Swainsboro,GA,30401,Emanuel,24,9125624325,barryboyd1943@gmail.com,6/24/21
Summer'S Landing Bayberry Trace,PERSONAL CARE HOME,315 ARROWHEAD BLVD,Jonesboro,GA,30236,Clayton,36,7704715552,cfbrogdon@winterhavenhomesinc.com,6/24/21
Summer'S Landing Of Warner Robins,ASSISTED LIVING COMMUNITY,600 SOUTH KIMBERLY ROAD,Warner Robins,GA,31088,Houston,88,4783283800,kimpitsenbarger@healthmgt.com,6/24/21
Summer'S Landing Tilly Mill,PERSONAL CARE HOME,4821 N PEACHTREE ROAD,Dunwoody,GA,30338,Dekalb,30,7704529558,sltm.adm@algsenior.com,6/24/21
Summer'S Landing Vidalia,PERSONAL CARE HOME,311 JERRIEL STREET,Vidalia,GA,30474,Toombs,48,9125371574,slov.adm@algsenior.com; sandrak@affinitylivinggroup.com,6/24/21
Summerfield Personal Care Home,PERSONAL CARE HOME,12166 HWY 212,Covington,GA,30014,Jasper,6,6786006704,summerfieldpch@gmail.com,6/24/21
Summerfield Personal Care Home,PERSONAL CARE HOME,147 SUMMERFIELD DRIVE,Mcdonough,GA,30253,Henry,2,6786006704,summerfieldpch@gmail.com,6/24/21
Summerset,ASSISTED LIVING COMMUNITY,3711 BENJAMIN E MAYS DRIVE SW,Atlanta,GA,30331,Fulton,180,4046914545,jmwillis@summersetalc.com,6/24/21
Sumter County Retirement Vill,PERSONAL CARE HOME,2124 HIGHWAY 280 WEST,Plains,GA,31780,Sumter,48,2298245149,sumterretirementvillage@gmail.com,6/24/21
"Sunabella At Savannah, Llc",ASSISTED LIVING COMMUNITY,11310 WHITE BLUFF ROAD,Savannah,GA,31419,Chatham,36,8632260358,david.dixon@sunabellaatsavannah.com,6/24/21
Sunabella Of Towne Lake,ASSISTED LIVING COMMUNITY,1835 EAGLE DRIVE,Woodstock,GA,30189,Cherokee,44,7705924242,mcruz@insigniaseniorliving.com,6/24/21
Sunabella Of Towne Lake Llc,ASSISTED LIVING COMMUNITY,1835 EAGLE DRIVE,Woodstock,GA,30189,Cherokee,44,7705924242,louisg@garrardinc.com,6/24/21
Sunny Grove,PERSONAL CARE HOME,665 GORDON ROAD,Barnesville,GA,30204,Lamar,40,6783591246,edriskell@sunnygrovega.com,6/24/21
Sunrise At Huntcliff Summit,ASSISTED LIVING COMMUNITY,8480 ROSWELL ROAD,Atlanta,GA,30350,Fulton,94,6784611000,huntcliffal.ed@sunriseseniorliving.com,6/24/21
Sunrise At Parkway,PERSONAL CARE HOME,1339 INTERSTATE PARKWAY,Augusta,GA,30909,Richmond,22,7068688817,sunrisepkwy@gmail.com,6/24/21
Sunrise At Webb Gin,ASSISTED LIVING COMMUNITY,1375 WEBB GIN HOUSE ROAD,Lawrenceville,GA,30045,Gwinnett,100,7707368293,webbgin.ed@sunriseseniorliving.com,6/24/21
Sunrise Garden,PERSONAL CARE HOME,5246 BROWNSMILL ROAD,Lithonia,GA,30038,Dekalb,3,7705272809,kareemw566@gmail.com,6/24/21
