Facility Name,State Facility Type 1 Literal,Address,City,State,Zip Code,County,Capacity,Phone Number,Email Address
RIVERSIDE PLACE PERSONAL CARE HOME,PERSONAL CARE HOME,1151 WEST COLLEGE STREET,BAINBRIDGE,GA,39819,DECATUR,24,2292481116,RIVERSIDEPLACEII@BELLSOUTH.NET
RIVERWOOD SENIOR LIVING,PERSONAL CARE HOME,511 WEST 10TH STREET,ROME,GA,30165,FLOYD,70,7062350807,rwright@riverwoodretirement.com
ROBERTS HOUSE,PERSONAL CARE HOME,4099 CHIMNEY RIDGE WAY,ELLENWOOD,GA,30294,DEKALB,3,4042129746,
ROCK CREEK MANOR,PERSONAL CARE HOME,"50 CAGLE MILL ROAD, SOUTH",JASPER,GA,30143,PICKENS,30,6784542600,c-vanderwalt@rockcreekjasper.com
ROCK SPRINGS SENIOR CARE LLC,PERSONAL CARE HOME,1385 ROCK SPRINGS ROAD,BUFORD,GA,30519,GWINNETT,3,4046261099,rockspringsseniorcare@gmail.com
ROOSEVELT PLACE PCH,PERSONAL CARE HOME,2524 WHITEHOUSE PKWY,WARM SPRINGS,GA,31830,MERIWETHER,24,7066552588,STACY@REVERENTHOUSING.COM
ROSALEANA'S COMMUNITY CARE,PERSONAL CARE HOME,"350 SCHOEN STREET, SE",ATLANTA,GA,30315,FULTON,3,6789730760,anniebarber08@gmail.com
ROSE HOUSE INTENSIVE TRAINING RESIDENCE,PERSONAL CARE HOME,701 JACKSON AVENUE,AMERICUS,GA,31709,SUMTER,6,2299312643,lesliew@mfbhc.org
ROSE OF SHARON 2 PCH,PERSONAL CARE HOME,533 S MADISON AVE,MONROE,GA,30655,WALTON,6,6786356148,danielajaniz@gmail.com
"ROSE OF SHARON SENIOR CARE HOME, 2",PERSONAL CARE HOME,533 SOUTH MADISON AVENUE,MONROE,GA,30655,WALTON,6,6786356148,THEMANORHOMES@YAHOO.COM
ROSE PERSONAL CARE HOME,PERSONAL CARE HOME,804 SOUTH BROAD ST,MONROE,GA,30655,WALTON,5,7702077352,eniddouglas1@aol.com
ROSE PERSONAL CARE HOME 2,PERSONAL CARE HOME,2795 SCENIC HIGHWAY,SNELLVILLE,GA,30078,GWINNETT,6,4705450456,ENIDDOUGLAS1@AOL.COM
ROSE'S PREMIER PCH,PERSONAL CARE HOME,2420 WOOD BEND LANE,RIVERDALE,GA,30296,FULTON,5,7703079858,lornad133@aol.com
ROSE'S PREMIER PERSONAL CARE HOME,PERSONAL CARE HOME,3905 PRICE ROAD,GAINESVILLE,GA,30506,HALL,5,6785935083,lornad133@aol.com
ROSEDALE PERSONAL CARE HOME,PERSONAL CARE HOME,860 ROSEDALE DRIVE,MARIETTA,GA,30066,COBB,3,6788609556,info@rosedalepch.com   endongi@hotmail.com
ROSEMAUDE PERSONAL CARE HOME,PERSONAL CARE HOME,"642 ERIN AVENUE, S. W.",ATLANTA,GA,30310,FULTON,6,4047531289,
ROSEWOOD ASSISTED LIVING,ASSISTED LIVING COMMUNITY,14 FORT TOWN DRIVE,FORT OGLETHORPE,GA,30742,CATOOSA,75,7068664443,gpfulg@rosewoodforto.com
"ROSEWOOD AT FORT OGLETHORPE, THE",PERSONAL CARE HOME,14 FORT TOWN DRIVE,FORT OGLETHORPE,GA,30742,CATOOSA,60,7068664443,gpflug@rosewoodforto.com
ROYAL AT LOVEJOY PERSONAL CARE HOME,PERSONAL CARE HOME,11433 VINEA WAY,HAMPTON,GA,30228,CLAYTON,4,7704684197,adwoaonly@yahoo.com
ROYAL CARE,PERSONAL CARE HOME,568 GA HWY 26E,COCHRAN,GA,31014,BLECKLEY,18,4789349266,carolynmansour@gmail.com
ROYAL COTTAGE PERSONAL CARE HOME,PERSONAL CARE HOME,65 STONEY POINT TERRACE,COVINGTON,GA,30014,NEWTON,6,6782618125,theresareid37@yahoo.com
ROYAL LIVING PCH,PERSONAL CARE HOME,2106 FRANK BRUCE ROAD,DAWSONVILLE,GA,30534,DAWSON,3,7062654750,ROYALLIIVINGPCH@GMAIL.COM
ROYAL OAKS,PERSONAL CARE HOME,"211 WEST COLLEGE STREET, P.O. BOX 7",ADRIAN,GA,31002,EMANUEL,15,4786684709,bstreet@pineland.net
ROYAL PERSONAL CARE HOME,PERSONAL CARE HOME,34 THORNE BERRY DR,HAMPTON,GA,30228,HENRY,3,7709063573,adwoaonly@yahoo.com
RUBY'S PERSONAL HOME CARE,PERSONAL CARE HOME,2117 FIELDSTONE VIEW COURT SE,CONYERS,GA,30013,ROCKDALE,15,7706795482,drlawesc@aol.com
RUTHIES SOCIAL SERVICES 2,PERSONAL CARE HOME,1443 JEFFERSONVILLE RD,MACON,GA,31217,BIBB,11,4787435882,
S DESHON MANOR,PERSONAL CARE HOME,856 S DESHON ROAD,LITHONIA,GA,30058,DEKALB,4,7706742643,whitleynorma36@gmail.com
SAFE HAVEN AT BROOKHAVEN,PERSONAL CARE HOME,1286 KENDRICK ROAD,ATLANTA,GA,30319,DEKALB,6,4048462932,safehavenpch@yahoo.com
SAFE HAVEN AT LENOX PARK,PERSONAL CARE HOME,1137 LYNMOOR DRIVE NE,ATLANTA,GA,30319,DEKALB,9,4042357733,safehavenpch@gmail.com
SAFE HAVEN HOME FOR ALL,PERSONAL CARE HOME,2362 LAWRENCEVILLE HIGHWAY,DECATUR,GA,30033,DEKALB,24,7706096037,safehavenhomeinc@yahoo.com
SAFE HAVEN HOME FOR ALL 2,PERSONAL CARE HOME,2362 LAWRENCEVILLE HIGHWAY,DECATUR,GA,30033,DEKALB,10,4046445508,safehavenhomeinc@yahoo.com
SAFE HAVEN PCH,PERSONAL CARE HOME,1245 AUGUSTA AVENUE,AUGUSTA,GA,30901,RICHMOND,6,7068363706,gjwms56@gmail.com
SAFEWAY PCH ELLENWOOD,PERSONAL CARE HOME,4007 SMITHFIELD TRAIL,ELLENWOOD,GA,30294,DEKALB,3,4048555866,jhealthcareservices@hotmail
SAHELI PERSONAL CARE,PERSONAL CARE HOME,6193 REDAN RD,LITHONIA,GA,30058,DEKALB,3,4702425435,bcoleman2178@yahoo.com
SAMUDA'S PERSONAL CARE HOME,PERSONAL CARE HOME,2752 SKYLAND DRIVE,SNELLVILLE,GA,30078,GWINNETT,6,6786913676,madamsilverice7@yahoo.com
SANDY SPRINGS PERSONAL CARE CENTER,PERSONAL CARE HOME,"300 JOHNSON FERRY ROAD, N.E.",ATLANTA,GA,30328,FULTON,28,4042553534,mvt@mountvernontowers.com
SANDY SPRINGS-MEMORY CARE,PERSONAL CARE HOME,1262 HIGHTOWER TRAIL,ATLANTA,GA,30350,FULTON,56,7706508800,laranda@enlivant.com
SANGUINE REVERE,PERSONAL CARE HOME,7460 AMBASSADOR DR,RIVERDALE,GA,30296,CLAYTON,3,6789615220,sanguinerevere@gmail.com
SARA'S PERSONAL CARE HOME,PERSONAL CARE HOME,129 LEONARD LANE,SWAINSBORO,GA,30401,EMANUEL,6,4782899099,lizandnat13@yahoo.com
SARAH'S PERSONAL CARE HOME LLC,PERSONAL CARE HOME,530 BRAND ROAD,LOGANVILLE,GA,30052,GWINNETT,5,6786918922,jeanleeharris@gmail.com
SASSY SENIORS LIVING,PERSONAL CARE HOME,3290 STONEWALL TELL RD,COLLEGE PARK,GA,30349,FULTON,4,4045513028,sassyseniorsliving@gmail.com
SATILLA BLUFFS SENIOR CARE,PERSONAL CARE HOME,101 SATILLA BLUFFS DRIVE,BLACKSHEAR,GA,31516,PIERCE,65,9124894468,bwright@georgialivingseniorcare.com
SAVANNAH COMMONS,ASSISTED LIVING COMMUNITY,1 PEACHTREE DRIVE,SAVANNAH,GA,31419,CHATHAM,73,9129270500,jennifer.mohler@thesocialatsavannah.com
SAVANNAH COURT OF CAMILLA,PERSONAL CARE HOME,161 E BROAD STREET,CAMILLA,GA,31730,MITCHELL,40,2293360869,slmc@slm.net
SAVANNAH COURT OF LAKE OCONEE,PERSONAL CARE HOME,1061 WILLOW RUN ROAD,GREENSBORO,GA,30642,GREENE,72,7064540980,slmc@slm.net
SAVANNAH COURT OF MILLEDGEVILLE,PERSONAL CARE HOME,61 MARSHALL ROAD,MILLEDGEVILLE,GA,31061,BALDWIN,48,4784522511,ed.scmilledgeville@slm.net
SAVANNAH GRAND OF COLUMBUS,ASSISTED LIVING COMMUNITY,8301 FRANCISCAN WOODS DRIVE,COLUMBUS,GA,31909,MUSCOGEE,60,7066538100,slmc@slm.net
SAVANNAH PLANTATION,PERSONAL CARE HOME,102 LEVEL CREEK ROAD,BUFORD,GA,30518,GWINNETT,15,7702718723,savn@bellsouth.net
SAVANNAH SQUARE,PERSONAL CARE HOME,167 MURROW ROAD,BLYTHE,GA,30805,RICHMOND,10,7067510411,ksmith@5ssl
"SAXON'S, BETTY PCH",PERSONAL CARE HOME,1125 PINEY GROVE ROAD,AUGUSTA,GA,30906,RICHMOND,18,7067938242,bsaxonpch@comcast.net
SCENIC VIEW PCH,PERSONAL CARE HOME,5163 SCENIC VIEW ROAD,FLOWERY BRANCH,GA,30542,HALL,5,6788287188,carolseay@rocketmail.com
SEA BREEZE RETREAT 3,PERSONAL CARE HOME,1431 PROVIDENCE WAY,LAWRENCEVILLE,GA,30045,GWINNETT,4,7709628417,cobblestonegh@aol.com
SENIOR CITIZENS CARE CENTER ANNEX,PERSONAL CARE HOME,223 HARMON ROAD,SWAINSBORO,GA,30401,EMANUEL,6,4782378261,
SENIOR HOME #1 MISSION PCH,PERSONAL CARE HOME,1940 SPRING ROSE GLEN,LAWRENCEVILLE,GA,30043,GWINNETT,6,4045196281,marietaberar@gmail.com
SENIOR HOME MISSION PCH,PERSONAL CARE HOME,1974 JESTER CIRCLE,LAWRENCEVILLE,GA,30043,GWINNETT,6,7702378587,marietaberar@gmail.com
SENIOR LIVING SUITES AT PARKSIDE,PERSONAL CARE HOME,3000 LENORA CHURCH ROAD,SNELLVILLE,GA,30078,GWINNETT,78,7709722040,sparker@wellhs.com    or  patrice.hurst@parksidepar.com
SERENE HOUSE OF CARE LLC,PERSONAL CARE HOME,7392 SKYLANE DR,RIVERDALE,GA,30296,CLAYTON,4,4049551463,serenehouse2016@yahoo.com
SERENITY,PERSONAL CARE HOME,206 PINE STREET,SPARKS,GA,31647,COOK,20,2295496620,jamespettis@hotmail.com
"SERENITY BROOK PCH, LLC",PERSONAL CARE HOME,3070 HERSCU WAY,LITHONIA,GA,30038,DEKALB,3,6783087446,rashika_briggs@comcast.net
SERENITY EMPIRE,PERSONAL CARE HOME,2460 GREYTHORNE COMMONS,DOUGLASVILLE,GA,30135,DOUGLAS,6,7706358799,henrietta.essel@serenityempire.org
SERENITY EMPIRE,PERSONAL CARE HOME,7825 HOBGOOD ROAD,FAIRBURN,GA,30213,FULTON,16,4049663002,henrietta.essel@serenityempire.org
SERENITY HOME CARE,PERSONAL CARE HOME,69 DAVIS STREET,MACON,GA,31204,BIBB,4,4787456357,gvonarica@yahoo.com
SERENITY HOUSE,PERSONAL CARE HOME,8599 SHERIDAN DRIVE,JONESBORO,GA,30236,CLAYTON,3,7704723593,yodamey@aol.com
SERENITY HOUSE 2,PERSONAL CARE HOME,119 AQUINNAH DRIVE,POOLER,GA,31322,CHATHAM,5,9125724724,serenityhouse01@gmail.com
SERENITY HOUSE OF ATLANTA MINISTRIES,PERSONAL CARE HOME,60 BETHEA WAY,COVINGTON,GA,30016,NEWTON,3,7708928005,serenityhouseatl@yahoo.com
SERENITY LIVING,PERSONAL CARE HOME,144 KNIGHT STREET,IRWINTON,GA,31042,WILKINSON,6,4789437037,merilynchatman1234@gmail.com
SERENITY MANOR,PERSONAL CARE HOME,495 FORT HILL STREET,MACON,GA,31217,BIBB,6,4786214127,serenitymanorpch@aol.com
SERENITY SPRINGS AT FREYDALE ROAD,PERSONAL CARE HOME,2462 FREYDALE ROAD,MARIETTA,GA,30067,COBB,3,6789340238,jkaranja65@gmail.com
SERENITY SPRINGS HOME CARE,PERSONAL CARE HOME,2708 LOWER ROSWELL RD,MARIETTA,GA,30068,COBB,3,6784016787,jkaranja65@gmail.com
SERENITY WAY,PERSONAL CARE HOME,15 VALLEYDALE WAY,SAVANNAH,GA,31405,CHATHAM,4,9123461755,serenityhouseway15@gmail.com
SEVEN HILLS PLACE,ASSISTED LIVING COMMUNITY,279 TECHNOLOGY PARKWAY,ROME,GA,30165,FLOYD,47,7062325244,kwade@enlivent.com
"SEVEN STARS PERSONAL CARE HOME, LLC",PERSONAL CARE HOME,7690 THOMASTON ROAD,MACON,GA,31220,BIBB,4,4783450670,wpatterson876@gmail.com
SEYMOUR SOUTHERN COMFORTS,PERSONAL CARE HOME,202 EAST MAIN STREET,BRONWOOD,GA,39826,TERRELL,24,2299956611,sscomforts@windstream.net
SHA SHA'S LEISURE LIVING PERSO,PERSONAL CARE HOME,1465 TEAGLE ROAD,FORSYTH,GA,31029,MONROE,6,4789945515,
SHA-LYNDAS,PERSONAL CARE HOME,2313 CADDEN COURT,AUGUSTA,GA,30906,RICHMOND,3,7065600725,
SHADY BROOK PERSONAL CARE HOME,PERSONAL CARE HOME,808 SHADY BROOK DRIVE,MARIETTA,GA,30066,COBB,3,7706937319,janauja@yahoo.com
SHADY GROVE MANOR,PERSONAL CARE HOME,1790 OLD HIGHWAY 41 NORTHWEST,KENNESAW,GA,30152,COBB,19,7704245475,
SHADY PINES ESTATE,PERSONAL CARE HOME,124 AIRPORT ROAD,ABBEVILLE,GA,31001,WILCOX,22,2294672101,shadypinesestate@gmail.com
SHADYBROOK AT MOZELLE PCH,PERSONAL CARE HOME,2000 MOZELLE DR,MARIETTA,GA,30062,COBB,3,6784988532,janauja@yahoo.com
SHALOM HOUSES OF JOY,PERSONAL CARE HOME,10935 HONDAL COURT,HAMPTON,GA,30228,CLAYTON,3,4042079896,rejoice_ndlovu@yahoo.com
SHALOM PERSONAL CARE HOME,PERSONAL CARE HOME,683 MEPHISTO CIRCLE,LAWRENCEVILLE,GA,30046,GWINNETT,6,7703391789,shalom_manor@yahoo.com
SHARON'S PERSONAL CARE HOME,PERSONAL CARE HOME,605 E. FORCE STREET,VALDOSTA,GA,31601,LOWNDES,4,2292490581,sharonlewis400@yahoo.com
SHED'S PERSONAL CARE HOME,PERSONAL CARE HOME,3570 SAWYER STREET,MACON,GA,31217,BIBB,6,4787417012,
SHEILA HOSPITALITY PERSONAL CARE HOME LLC,PERSONAL CARE HOME,4594 PINE VALLEY DR,MACON,GA,31210,BIBB,3,4782594872,sheilagibson521@gmail.com
SHELTERING ARMS LLC,PERSONAL CARE HOME,206 S ZETTEROWER AVE,STATESBORO,GA,30458,BULLOCH,4,9122439247,victoriahoward1986@yahoo.com
"SHEPHERD'S HOUSE OF CARE INC, THE",PERSONAL CARE HOME,110 GUM CREEK RD,OXFORD,GA,30054,NEWTON,3,6786587340,ManagementSHOC@gmail.com
"SHERIDAN AT EASTSIDE, THE",ASSISTED LIVING COMMUNITY,1900 TREE LANE,SNELLVILLE,GA,30078,GWINNETT,118,6783468808,bjackson@seniorlifestyle.com
SHIRLEE CASA,PERSONAL CARE HOME,1927 TUBMAN HOME ROAD,AUGUSTA,GA,30906,RICHMOND,3,7064268174,yjaneakper@yahoo.com
SHIRLEY'S PERSONAL CARE HOME,PERSONAL CARE HOME,5813 BUXTON DRIVE,COLUMBUS,GA,31907,MUSCOGEE,6,7066105237,shirleyspersonalcarehome@gmail.com  or  mis.laura26@live.com
SIBOR MANOR - ATLANTA,PERSONAL CARE HOME,2123 LAVISTA CIRCLE,TUCKER,GA,30084,DEKALB,6,6789370033,itohan58@yahoo.com
SIBOR'S MANOR,PERSONAL CARE HOME,3890 WRIGHTSBORO ROAD,AUGUSTA,GA,30904,RICHMOND,11,7068687617,
SILKWOOD GROUP HOME,PERSONAL CARE HOME,803 GENTILLY ROAD,STATESBORO,GA,30458,BULLOCH,4,9126819631,
SILVER COMET VILLAGE,ASSISTED LIVING COMMUNITY,4900 RICHARD D SAILORS PKWY,POWDER SPRINGS,GA,30127,COBB,90,7702222775,kluczkowski@roosenterprises.com
SILVER CRESCENT HOMES LLC,PERSONAL CARE HOME,327 PANOLA ROAD,ELLENWOOD,GA,30294,CLAYTON,4,6623921020,silvercrescenthomes@gmail.com
SILVER HOMES,PERSONAL CARE HOME,5071 HUBERT DRIVE,POWDER SPRINGS,GA,30127,COBB,3,6789957049,oliviabutler03@yahoo.com
SILVER HOMES 2,PERSONAL CARE HOME,5334 MEMORIAL LN,POWDER SPRINGS,GA,30127,COBB,3,7702722067,oliviabutler03@yahoo.com
SILVER LININGS PERSONAL CARE HOME,PERSONAL CARE HOME,407 HARVEY STREET,STAPLETON,GA,30823,JEFFERSON,19,7065473060,silverliningsper@bellsouth.net
SILVERLEAF ALZHEIMER'S CARE OF ATHENS,PERSONAL CARE HOME,705 WHITEHEAD ROAD,ATHENS,GA,30606,CLARKE,56,7065499800,Silverleaf.finance1932@gmail.com
SILVERLEAF ALZHEIMER'S CARE OF SNELLVILLE,PERSONAL CARE HOME,2106 MCGEE ROAD,SNELLVILLE,GA,30078,GWINNETT,56,7709789595,angelavery.silverleaf@gmail.com
SILVERLEAF PERSONAL CARE HOME,PERSONAL CARE HOME,136 PLAZA DRIVE,JENKINSBURG,GA,30234,BUTTS,3,4702515002,silverleafpersonalcare@yahoo.com
SILVERSANDS,PERSONAL CARE HOME,5748 WELLBORN CREEK DRIVE,LITHONIA,GA,30058,DEKALB,3,7706665458,silversandsgrouphomes@gmail.com
SIMPLE BLESSINGS,PERSONAL CARE HOME,2231 SULLIVAN ROAD,AUGUSTA,GA,30901,RICHMOND,14,7066676693,saraopenarms@bellsouth.net
SIMPLY LIVING PERSONAL CARE HOME,PERSONAL CARE HOME,3 BERWICK COURT,SAVANNAH,GA,31406,CHATHAM,6,9123557426,simply4living@gmail.com
SKYLAND MANOR PCH,PERSONAL CARE HOME,3505 SKYLAND DRIVE,LOGANVILLE,GA,30052,GWINNETT,6,7709853400,skylandmanor@verizon.net
SKYLAND TRAIL,PERSONAL CARE HOME,1709 CLAIRMONT ROAD,DECATUR,GA,30033,DEKALB,24,4043212000,
SKYLAND TRAIL ROLLINS CAMPUS,PERSONAL CARE HOME,2860 BUFORD HWY,BROOKHAVEN,GA,30329,DEKALB,32,4043158333,bfinnerty@skylandtrail.org
SKYLINE PERSONAL CARE HOME,PERSONAL CARE HOME,1101 ANTIETAM COURT,COLUMBUS,GA,31907,MUSCOGEE,5,7625247677,skylinepersonalcarehomellc@gmail.com
SLAPPEY HOME,PERSONAL CARE HOME,3718 AGAPE VILLAGE ROAD,MACON,GA,31210,BIBB,4,4783307080,jmckenzie@wesleyglen.org
SLICE OF LIFE,PERSONAL CARE HOME,2940 HOSCH VALLEY RD,BUFORD,GA,30519,GWINNETT,4,6788049550,nickranciu@yahoo.com
SNAPFINGER HOME,PERSONAL CARE HOME,3887 SNAPFINGER ROAD,LITHONIA,GA,30038,DEKALB,4,7709816707,
SNT COMFORTABLE LIVING 2,PERSONAL CARE HOME,4580 RYAN ROAD,CONLEY,GA,30288,CLAYTON,5,6789732925,
SO FRESH N SO CLEAN PERSONAL CARE HOME 1,PERSONAL CARE HOME,1982 CONKLE ROAD,RIVERDALE,GA,30296,CLAYTON,5,7702560168,azkieh@usa.com
"SOCIAL AT VININGS, THE",PERSONAL CARE HOME,"2401 CUMBERLAND PARKWAY, SE",ATLANTA,GA,30339,COBB,116,7704354477,zorana.bradic@brookdale.com
"SOCIAL GRACES PERSONAL CARE HOME, LLC",PERSONAL CARE HOME,5 WALKER DRIVE,STOCKBRIDGE,GA,30281,HENRY,3,4708786066,social_graces@yahoo.com
SOH - HIDDENBROOK,PERSONAL CARE HOME,6580 HIDDENBROOK TRAIL,COLLEGE PARK,GA,30349,FULTON,4,7709641811,
"SOLANA EAST COBB, THE",ASSISTED LIVING COMMUNITY,1032 JOHNSON FERRY ROAD,MARIETTA,GA,30068,COBB,120,7709999002,fmeyer@arborcompany.com
SOMERBY PEACHTREE CITY,ASSISTED LIVING COMMUNITY,200 ROCKAWAY ROAD,PEACHTREE CITY,GA,30269,FAYETTE,121,4702782240,Ljohnston@somerbyliving.com
SOMERBY SANDY SPRINGS,ASSISTED LIVING COMMUNITY,25 GLENLAKE PARKWAY,SANDY SPRINGS,GA,30328,FULTON,97,7706950230,sdoyle@somerbyliving.com
SONSHINE MANOR,PERSONAL CARE HOME,760 TAILS CREEK ROAD,ELLIJAY,GA,30540,GILMER,16,6784471546,sonshinemanor@yahoo.com
SONSHINE MANOR PERSONAL CARE HOME,PERSONAL CARE HOME,81 WELLBORN STREET,BLAIRSVILLE,GA,30512,UNION,60,7064005500,sonshinemanor@yahoo.com
SONYA'S RECOVERY PCH,PERSONAL CARE HOME,2038 RIVER ROAD,ELLENWOOD,GA,30294,DEKALB,2,4046451977,sonyajjoyners@gmail.com
SOUTH HAVEN II PCH,PERSONAL CARE HOME,3985 FLAT SHOALS ROAD B,UNION CITY,GA,30291,FULTON,24,7709969292,vharps770@comcast.net
SOUTH HAVEN PERSONAL CARE HOME,PERSONAL CARE HOME,6490 WEST FAYETTEVILLE ROAD,RIVERDALE,GA,30296,CLAYTON,6,7709090802,
SOUTHERN BREEZE PCH,PERSONAL CARE HOME,127 S BELAIR ROAD,MARTINEZ,GA,30907,COLUMBIA,14,7065044162,
SOUTHERN CHARM,PERSONAL CARE HOME,110 SOUTH THIRD AVENUE,MCRAE,GA,31055,TELFAIR,20,2298687776,janecknowles@live.com
SOUTHERN CHOICES PCH,PERSONAL CARE HOME,323 BLUESTONE DRIVE,EAST DUBLIN,GA,31027,LAURENS,4,4782749086,
"SOUTHERN COMFORT PERSONAL CARE, LLC",PERSONAL CARE HOME,6735 PULASKI ROAD,STATESBORO,GA,30458,BULLOCH,6,9128525173,keliawfrancis@gmail.com
SOUTHERN COMFORT SENIOR LIVING,PERSONAL CARE HOME,715 SHADYBROOK DRIVE NE,MARIETTA,GA,30066,COBB,2,7704853499,SOUTHERNCOMFORTPCH@GMAIL.COM
SOUTHERN ELEGANCE,PERSONAL CARE HOME,899 PANNELL ROAD,MONROE,GA,30655,WALTON,5,6786358144,southele30655@gmail.com
SOUTHERN HAVEN,PERSONAL CARE HOME,279 HAIG MILL ROAD,DALTON,GA,30721,WHITFIELD,13,2052609009,dana@lighthousepch.com
SOUTHERN HERITAGE I,PERSONAL CARE HOME,812 CARL VINSON PKWY,CENTERVILLE,GA,31028,HOUSTON,15,4789226100,fawadkhan1947@hotmail.com
SOUTHERN HERITAGE II,PERSONAL CARE HOME,814 CARL VINSON PKWY,CENTERVILLE,GA,31028,HOUSTON,15,4789226380,fawadkhan1947@hotmail.com
SOUTHERN LIVING PERSONAL CARE HOME INC,PERSONAL CARE HOME,739 DOGWOOD DRIVE,COLUMBUS,GA,31907,MUSCOGEE,4,7063261615,williehargrove91@yahoo.com
SOUTHERN MAGNOLIA,PERSONAL CARE HOME,405 THOMPSON STREET,VIDALIA,GA,30474,TOOMBS,9,9125372379,maeloisday@yahoo.com
SOUTHERN MANOR RETIREMENT INN,PERSONAL CARE HOME,1532 FAIR ROAD,STATESBORO,GA,30458,BULLOCH,47,9126812686,askipper82@gmail.com
SOUTHERN MANOR SENIOR LIVING,PERSONAL CARE HOME,184 PINE LANE,WASHINGTON,GA,30673,WILKES,24,7062248714,rhardy@csrapd.com
SOUTHERN OAKS PERSONAL CARE HOME,PERSONAL CARE HOME,417 N RIDGE AVE,TIFTON,GA,31794,TIFT,16,2292564572,accessiblehealth@att.net
SOUTHERN PINES RETIREMENT VILLA,PERSONAL CARE HOME,345 PERRY HWY,HAWKINSVILLE,GA,31036,PULASKI,22,4787833445,margie.layfield@yahoo.com
SOUTHERN SENIOR LIVING,PERSONAL CARE HOME,215 EAST SELLERS STREET,DOUGLAS,GA,31533,COFFEE,15,9123839883,betsy552003@yahoo.com
SOUTHERN SENIOR LIVING COMMUNITY,PERSONAL CARE HOME,515 SOUTH HUTCHINSON AVE,ADEL,GA,31620,COOK,22,2292233242,toddgriffin2003@yahoo.com
SOUTHSIDE GARDEN,PERSONAL CARE HOME,6693 HIGHWAY 11 SOUTH,HILLSBORO,GA,31038,JASPER,6,7064680022,missgloria55@yahoo.com
SPANISH OAKS RETREAT,ASSISTED LIVING COMMUNITY,8510 WHITFIELD AVENUE,SAVANNAH,GA,31406,CHATHAM,36,9125080915,kfmunger@aol.com
SPARKS COMMUNITY NEW DAY PCH,PERSONAL CARE HOME,3302 RADIUM SPRINGS ROAD,ALBANY,GA,31705,DOUGHERTY,6,2293044745,sparkscommunitynewday@gmail.com
SPARKS INN RETIREMENT CENTER,ASSISTED LIVING COMMUNITY,7290 LESTER ROAD,UNION CITY,GA,30291,FULTON,150,7709643301,hlangston@pruitthealth.com
SPARKS SERENITY PHASE III,PERSONAL CARE HOME,1701 MAXWELL STREET,AMERICUS,GA,31709,SUMTER,6,2293800245,sspar2@bellsouth.net
SPECIAL TRANSITIONS,PERSONAL CARE HOME,20 AQUINNAH DRIVE,POOLER,GA,31322,CHATHAM,5,9127044848,
SPICE OF LIFE PCH,PERSONAL CARE HOME,1458 MILL STREET,AUGUSTA,GA,30901,RICHMOND,15,7067247689,solpch@gmail.com
SPIRITUAL LOVING AND CARING HOME,PERSONAL CARE HOME,300 JOE CAREY DRIVE,WINTERVILLE,GA,30683,CLARKE,4,7063533103,spiritualloving300@gmail.com
SPRING GARDEN PERSONAL CARE HOME,PERSONAL CARE HOME,3361 GLEN SUMMIT LANE,SNELLVILLE,GA,30039,GWINNETT,5,7702854128,
SPRING HARBOR AT GREEN ISLAND,PERSONAL CARE HOME,100 SPRING HARBOR DRIVE,COLUMBUS,GA,31904,MUSCOGEE,60,7065766000,cindy.walker@springharborccrc.org
SPRING LANE PERSONAL CARE HOME,PERSONAL CARE HOME,1570 SPRING LANE N.W.,ATLANTA,GA,30314,FULTON,5,4047529919,
SPRINGBROOK PERSONAL CARE HOME,PERSONAL CARE HOME,133 BRIARWOOD ROAD,STATESBORO,GA,30458,BULLOCH,4,9126812270,
SPRINGHILL PERSONAL CARE HOME LLC,PERSONAL CARE HOME,4228 MEADOW WAY,MARIETTA,GA,30066,COBB,3,6783241673,ebun4christ@hotmail.com
ST FRANCIS ASSISTED LIVING COMMUNITY,ASSISTED LIVING COMMUNITY,4901 HARRISON ROAD,MACON,GA,31206,BIBB,45,4782547900,sammycimanes@yahoo.com
ST GABRIEL OF ATHENS,ASSISTED LIVING COMMUNITY,2040 RESURGENCE DRIVE,WATKINSVILLE,GA,30677,OCONEE,90,7065210550,clanders@veritashcg.com
ST IVES ASSISTED LIVING,ASSISTED LIVING COMMUNITY,5835 MEDLOCK BRIDGE PARKWAY,ALPHARETTA,GA,30022,FULTON,44,7704761777,aowolabi@stivesmemorycare.com
ST MARYS GROUP HOME OF WESLEY GLEN MINISTRIES,PERSONAL CARE HOME,884 MUSH BLUFF ROAD,SAINT MARYS,GA,31558,CAMDEN,4,9125766686,ehardinwaits@wesleyglen.org
ST MARYS HIGHLAND HILLS VILLAGE,ASSISTED LIVING COMMUNITY,1660 JENNINGS MILL ROAD,WATKINSVILLE,GA,30677,OCONEE,59,7063538840,leah.nelms@stmarysathens.org .
STACEY STREET HOUSE,PERSONAL CARE HOME,509 STACEY STREET,JESUP,GA,31545,WAYNE,4,9125309039,pdonaldson@pinelandcsb.org
STACEY'S PLACE,PERSONAL CARE HOME,5060 JOHN BURRUSS RD,CUMMING,GA,30040,FORSYTH,4,6782241682,stacey@staceysplaceinc.com
STANDARD PERSONAL CARE HOME,PERSONAL CARE HOME,2761 KELLEY CHAPEL ROAD,DECATUR,GA,30034,DEKALB,6,6787052396,standardpersonalcarehome@live.com
