AHCA Number (File Number),License Number,License Effective Date,License Expiration Date,Facility Type,Name,Street Address,Street Address Line 2,Street City,Street State,Street Zip,Street County,Phone,Mailing Address,Mailing Address Line 2,Mailing City,Mailing State,Mailing Zip,Mailing County,License Status,Owner,Owner Since,Admin/CEO,Licensed Beds,Profit Status,Web Address
11965945,10256,4/27/21,4/26/23,Assisted Living Facility,PALM TERRACE ASSISTED LIVING FACILITY & ADULT DAYCARE CENTER,5121 EAST SERENA DRIVE,,TAMPA,FL,33617,Hillsborough,(813) 988-0033,5121 EAST SERENA DRIVE,,TAMPA,FL,33617,Hillsborough,LICENSED,TAMPA HOUSING AUTHORITY,10/2/02,MELISSA ANN REIMERT,79,Not-For-Profit,www.palmterracealf.com
11965879,10181,2/11/20,2/10/22,Assisted Living Facility,PALM'S EDGE ASSISTED LIVING AND MEMORY CARE,4201 LEO LANE,,PALM BEACH GARDENS,FL,33410,Palm Beach,(561) 841-0055,4201 LEO LANE,,PALM BEACH GARDENS,FL,33410,Palm Beach,LICENSED,TYLER HOLDINGS  LLC,2/11/08,PAUL GLISMANN,65,For-Profit,
11969287,13098,11/3/19,1/31/22,Assisted Living Facility,PALMER OAKS ALF  LLC,1525 PALMER AVE,,WINTER PARK,FL,32789,Orange,(407) 622-5076,1525 PALMER AVE,,WINTER PARK,FL,32789,Orange,LICENSED,PALMER OAKS  LLC,9/6/17,ANGELICA ARBOLEDA,6,For-Profit,
11967521,11553,3/18/19,6/15/21,Assisted Living Facility,PALMETTO ALF II INC,8933 NW 172ND TER,,HIALEAH,FL,33018-6669,Miami-Dade,(305) 558-6654,8933 NW 172ND TER,,HIALEAH,FL,33018-6669,Miami-Dade,IN REVIEW,PALMETTO ALF II INC,3/28/09,ANA M ANDRADE,6,For-Profit,
11964369,9105,2/21/21,5/19/22,Assisted Living Facility,PALMETTO ALF INC,6826 W 25TH CT,,HIALEAH,FL,33016-5461,Miami-Dade,(305) 819-6919,6826 W 25TH CT,,HIALEAH,FL,33016-5461,Miami-Dade,LICENSED,PALMETTO ALF INC.,2/25/05,MILEISY PEDROZO,6,For-Profit,
11932451,8053,2/18/19,5/19/21,Assisted Living Facility,PALMETTO COURT ALF OF VENICE INC,513 MENENDEZ ST,,VENICE,FL,34285-2233,Sarasota,(941) 486-1415,513 MENENDEZ ST,,VENICE,FL,34285-2233,Sarasota,IN REVIEW,PALMETTO COURT ALF OF VENICE  INC.,7/10/98,ALEXANDRA KUBIACZYK,9,For-Profit,
11964388,8985,6/21/19,3/19/21,Assisted Living Facility,PALMETTO LANDING,1016 WILLA SPRINGS DRIVE,,WINTER SPRINGS,FL,32708,Seminole,(407) 699-7999,1016 WILLA SPRINGS DRIVE,,WINTER SPRINGS,FL,32708,Seminole,IN REVIEW,AMERICAN EAGLE TUSKAWILLA LLC,12/20/18,MICHELLA ANDERSON,102,Not-For-Profit,eagleseniorliving.org
11964350,9143,12/11/19,3/10/22,Assisted Living Facility,PALMETTO SENIOR CARE  INC.,3157 WEST 78 PLACE,,HIALEAH,FL,33016,Miami-Dade,(305) 934-8770,6791 ROYAL MELBOURNE DR,,HIALEAH,FL,33015-2120,Miami-Dade,LICENSED,PALMETTO SENIOR CARE  INC,12/11/07,CARMEN DELAMATA,6,For-Profit,
11968910,12734,10/7/19,1/4/22,Assisted Living Facility,PALMS AT PONTE VEDRA ASSISTED LIVING & MEMORY CARE (THE),405 SOLANA RD,,PONTE VEDRA,FL,32082,St. Johns,(904) 686-3700,405 SOLANA ROAD,,PONTE VEDRA,FL,32082,,LICENSED,THE PALMS AT PONTE VEDRA  LLC,9/24/15,BARBARA MATTESON,94,For-Profit,Thepalmsatpontevedra.com
11942878,7269,5/4/20,5/2/22,Assisted Living Facility,PALMS OF FORT MYERS,2674 WINKLER AVENUE,,FORT MYERS,FL,33901,Lee,(239) 275-7800,400 CENTRE STREET,,NEWTON,MA,2458,,LICENSED,FSQ THE PALMS AT FORT MYERS BUSINESS TRUST,2/21/12,STEVEN WELCH,80,For-Profit,https://www.fivestarseniorliving.com/communities/fl/fort-myers/the-palms-of-fort-myers
11953542,5315,3/11/20,3/10/22,Assisted Living Facility,PALMS OF LONGWOOD (THE),480 EAST CHURCH AVENUE,,LONGWOOD,FL,32750,Seminole,(407) 767-0500,480 EAST CHURCH AVE,,LONGWOOD,FL,32750-4290,Seminole,LICENSED,CORNERSTONE LONGWOOD LEASING  LLC,3/11/16,GEORGIANNA POWERS,112,For-Profit,
11953279,8469,4/1/21,9/30/21,Assisted Living Facility,PALMS OF PUNTA GORDA (THE),2295 SHREVE STREET,,PUNTA GORDA,FL,33950,Charlotte,(941) 575-9390,2295 SHREVE STREET,,PUNTA GORDA,FL,33950,Charlotte,PROVISIONAL,PUNTA GORDA OPCO  LLC,3/1/21,DIANA KUZMA,116,For-Profit,www.drivemgmt.com
11910085,4693,12/18/20,12/17/22,Assisted Living Facility,PALMS OF SEBRING (THE),725 S PINE ST,,SEBRING,FL,33870-3654,Highlands,(863) 385-0161,725 S PINE ST,,SEBRING,FL,33870-3654,Highlands,LICENSED,SEBRING SENIOR LIVING INC.,9/19/18,CHEVONNE DODGE FOSTER,141,Not-For-Profit,www.palmsofsebring.com
11966154,10438,1/1/20,3/31/22,Assisted Living Facility,PALMS OF ST LUCIE WEST (THE),501 NW CASHMERE BLVD,,PORT ST LUCIE,FL,34986-1908,St. Lucie,(772) 344-7441,400 CENTRE ST,ATTN: LICENSING,NEWTON,MA,02458-2094,,LICENSED,SNH FLA TENANT LLC,1/1/20,JOHN SORRENTINO,80,For-Profit,www.ThePalmsofStLucieWest.com
11968976,12809,3/23/20,3/22/22,Assisted Living Facility,PALMS ROYALE ALF LLC,13573 ORANGE GROVE BLVD,,ROYAL PALM BEACH,FL,33411,Palm Beach,(561) 713-2704,13573 ORANGE GROVE BLVD,,ROYAL PALM BEACH,FL,33411,Palm Beach,LICENSED,PALMS ROYALE ALF LLC,1/20/16,DAVID ROWE,5,For-Profit,
11953544,4990,4/3/19,7/1/21,Assisted Living Facility,PALMS VILLA,2131 NW 28TH ST,,OAKLAND PARK,FL,33311-2136,Broward,(954) 484-1350,2131 NW 28TH ST,,OAKLAND PARK,FL,33311-2136,Broward,LICENSED,PALMS VILLA RETIREMENT HOME INC,11/27/00,JASON KISSOONLAL,21,For-Profit,
11969144,12982,3/13/19,6/11/21,Assisted Living Facility,PALMVIEW AT GULF COAST VILLAGE,1433 SANTA BARBARA BLVD,,CAPE CORAL,FL,33991,Lee,(239) 500-1433,1433 SANTA BARBARA BLVD,,CAPE CORAL,FL,33991,Lee,IN REVIEW,GULF CARE INC,12/14/16,GREGORY A ANDERSON,151,Not-For-Profit,www.gulfcoastvillage.com
11968618,12487,4/8/20,4/7/22,Assisted Living Facility,PAMPERED PARENTS  ALF  INC,6 SETON CT,,PALM COAST,FL,32164,Flagler,(386) 313-6428,3600 S OCEAN SHORE BLVD SUITE 314,,PALM COAST,FL,32136-4156,Flagler,LICENSED,PAMPERED PARENTS  ALF  INC.,2/17/14,SUSANNA KNIGHT,5,For-Profit,www.pampered-parents.com
11966635,10804,3/20/20,6/17/22,Assisted Living Facility,PANDO'S SENIOR CARE  INC.,3015 NW 4TH ST,,MIAMI,FL,33125-5051,Miami-Dade,(305) 643-0104,3015 NW 4TH ST,,MIAMI,FL,33125-5051,Miami-Dade,LICENSED,PANDO'S SENIOR CARE  INC.,1/11/06,YAMIRA PANDO,6,For-Profit,
11963788,8705,2/28/20,5/28/22,Assisted Living Facility,PANORAMA LIVING,1030 BALMY BEACH DRIVE,,APOPKA,FL,32703,Seminole,(407) 786-2242,849 WOOD BRIAR LOOP,,SANFORD,FL,32771-5434,Seminole,LICENSED,BALMY BEACH ALF OF FLORIDA  INC,2/28/14,ELIZABETH DUAZO,36,For-Profit,panoramaalf.com
11922199,8003,6/3/18,6/2/20,Assisted Living Facility,PARADISE ADULT CARE INC.,14730 SW 150TH ST,,MIAMI,FL,33196-2367,Miami-Dade,(305) 255-4187,14730 SW 150TH ST,,MIAMI,FL,33196-2367,Miami-Dade,IN REVIEW,PARADISE ADULT CARE  INC.,3/3/10,DAMARYS HERNANDEZ,6,For-Profit,
11966551,10747,11/16/19,2/13/22,Assisted Living Facility,PARADISE ADULT CENTER  INC.,480 W 66TH ST,,HIALEAH,FL,33012-6667,Miami-Dade,(305) 822-0994,480 W 66TH ST,,HIALEAH,FL,33012-6667,Miami-Dade,LICENSED,PARADISE ADULT CENTER INC.,8/22/05,NIURKA ROJAS LOPEZ,6,For-Profit,
11953519,8585,8/29/19,11/26/21,Assisted Living Facility,PARADISE CARE COTTAGE,2277 SE LENNARD RD,,PORT ST LUCIE,FL,34952-6889,St. Lucie,(772) 398-8899,2277 SE LENNARD RD,,PORT ST LUCIE,FL,34952-6889,St. Lucie,LICENSED,PARADISE ALF 2017  LLC,8/29/17,CYNTHIA RENE DIVINCENT,50,For-Profit,
11968472,12353,4/16/19,7/16/22,Assisted Living Facility,PARADISE FACILITY HOME CARE INC (THE),3431 WILSON BLVD N,,NAPLES,FL,34120-4308,Collier,(239) 352-0792,3431 WILSON BLVD N,,NAPLES,FL,34120-4308,Collier,INACTIVE,THE PARADISE FACILITY HOME CARE  INC.,2/20/13,KIRENIA PAZ,6,For-Profit,
11968073,12070,9/28/19,12/26/21,Assisted Living Facility,PARADISE GARDEN ALF CORP,5851 52ND AVE N,,KENNETH CITY,FL,33709-3436,Pinellas,(727) 954-3338,5851 52ND AVE N,,KENNETH CITY,FL,33709-3436,Pinellas,LICENSED,PARADISE GARDEN ALF CORP,9/1/11,ALICIA CARRALERO,6,For-Profit,
11967426,11459,9/16/20,9/15/22,Assisted Living Facility,PARADISE HOME ALF CORP,8950 SW 215TH TER,,CUTLER BAY,FL,33189-3816,Miami-Dade,(786) 223-3170,8950 SW 215TH TER,,CUTLER BAY,FL,33189-3816,Miami-Dade,LICENSED,PARADISE HOME ALF CORP,6/18/14,CONRADO LEYVA,6,For-Profit,
11968233,12144,3/5/20,3/4/22,Assisted Living Facility,PARADISE HOME ALF INC (A),13219 44TH PL N,,ROYAL PALM BEACH,FL,33411,Palm Beach,(954) 591-1025,13219 44TH PL N,,ROYAL PALM BEACH,FL,33411,Palm Beach,LICENSED,PARADISE HOME ALF INC (A),2/28/12,USHINA PEREZ,5,For-Profit,
11968394,12301,12/10/18,3/9/21,Assisted Living Facility,PARADISE LOVE ALF INC,101 NE 9TH CT,,CAPE CORAL,FL,33909-2674,Lee,(239) 242-7417,101 NE 9TH CT,,CAPE CORAL,FL,33909-2674,Lee,IN REVIEW,PARADISE LOVE ALF  INC.,9/6/12,ODALYS GONZALEZ,6,For-Profit,
11966203,10446,12/7/19,3/6/22,Assisted Living Facility,PARADISE LOVING FACILITY INC,1425 SW 91ST AVE,,MIAMI,FL,33174-3129,Miami-Dade,(305) 456-6409,4100 SW 103RD CT,,MIAMI,FL,33165-4938,Miami-Dade,LICENSED,PARADISE LOVING FACILITY  INC.,12/7/13,MARIELA ESTRADA,6,For-Profit,
11922340,7303,3/20/21,3/19/23,Assisted Living Facility,PARADISE MANOR RETIREMENT HOME,365 NW 43RD CT,,OAKLAND PARK,FL,33309-4731,Broward,(954) 565-7049,365 NW 43RD CT,,OAKLAND PARK,FL,33309-4731,Broward,LICENSED,L.I.M.T.  INC.,12/20/98,MICHAEL EARL WILLIAMS,30,For-Profit,
11969677,13444,4/3/20,4/2/22,Assisted Living Facility,PARADISE OASIS LLC,363 W RIVER RD,,CHATTAHOOCHEE,FL,32324,Gadsden,(850) 354-4166,1104 LORRAINE AVE,,CHATTAHOOCHEE,FL,32324,Gadsden,LICENSED,DEBORAH HUFFMAN-DOUGLAS,1/21/20,DEBORAH HUFFMAN-DOUGLAS,6,For-Profit,
11969662,13514,9/18/20,9/17/22,Assisted Living Facility,PARADISE OF ADORATION,5110 PEACHGREEN CT,,TAMPA,FL,33624,Hillsborough,(813) 504-6072,5110 PEACHGREEN CT,,TAMPA,FL,33624,Hillsborough,LICENSED,REACTION RESOURCES INC,8/10/20,PHYLLIS SKANNAL,5,For-Profit,
11967840,11830,4/25/19,7/23/21,Assisted Living Facility,PARADISE VILLA ALF INC,21164 SW 92ND PL,,CUTLER BAY,FL,33189-2459,Miami-Dade,(305) 971-6477,21164 SW 92ND PL,,CUTLER BAY,FL,33189-2459,Miami-Dade,LICENSED,PARADISE VILLA ALF INCORPORATED,3/12/10,MAYTE SOSA VAZQUEZ,6,For-Profit,
11966626,11017,5/3/21,5/13/19,Assisted Living Facility,PARADISE VILLA RETIREMENT AT SHERIDAN #V,11330 SHERIDAN ST,,PEMBROKE PNES,FL,33026-1424,Broward,(954) 433-7523,4275 NW 67TH WAY,,CORAL SPRINGS,FL,33067-3025,Broward,IN LITIGATION,PARADISE VILLA RETIREMENT HOME  INC.,1/3/06,LISA SIMONE RANKINE,6,For-Profit,
11964735,9225,10/20/20,10/7/20,Assisted Living Facility,PARADISE VILLA RETIREMENT HOME 111 @ CORAL SPRINGS,4275 NW 67TH WAY,,CORAL SPRINGS,FL,33067,Broward,(954) 755-5432,4275 NW 67TH WAY,,CORAL SPRINGS,FL,33067,Broward,IN LITIGATION,PARADISE VILLA RETIREMENT HOME  INC.,7/10/02,LISA SIMONE RANKINE,6,For-Profit,
11966313,11931,11/24/20,1/29/21,Assisted Living Facility,PARADISE VILLA RETIREMENT HOME IV @ PEMBROKE PINES,1145 NW 92ND AVENUE,,PEMBROKE PINES,FL,33024,Broward,(954) 443-0707,4275 NW 67TH WAY,,CORAL SPRINGS,FL,33067,Broward,IN LITIGATION,PARADISE VILLA RETIREMENT HOME  INC.,8/11/05,LISA SIMONE RANKINE,6,For-Profit,
11966606,12165,4/9/20,4/8/22,Assisted Living Facility,PARAH ASSISTED LIVING FACILITY LLC,701 SW TULIP BLVD,,PORT SAINT LUCIE,FL,34953,St. Lucie,(772) 878-6586,701 SW TULIP BLVD,,PORT SAINT LUCIE,FL,34953,St. Lucie,LICENSED,PARAH ASSISTED LIVING FACILITY  LLC,11/22/05,BARBARA GAYLE,6,For-Profit,
11969628,13394,1/10/20,4/9/22,Assisted Living Facility,PARAISO ALF LLC,4500 SW 114 CT,,MIAMI,FL,33165,Miami-Dade,(786) 399-9877,4500 SW 114 CT,,MIAMI,FL,33165,Miami-Dade,LICENSED,PARAISO ALF LLC,1/9/20,DUANY HERNANDEZ,6,For-Profit,
11969399,13222,12/5/20,12/4/22,Assisted Living Facility,PARAISO ASSISTED LIVING INC,6174 97TH TERR N,,PINELLAS PARK,FL,33782,Pinellas,(727) 748-3320,6174 97TH TERR N,,PINELLAS PARK,FL,33782,Pinellas,LICENSED,PARAISO ASSISTED LIVING INC,5/3/18,CHRISTOPHER DAVID DEMBOWSKI,6,For-Profit,
11922316,8019,4/14/19,7/12/21,Assisted Living Facility,PARAISO HOME OF MIAMI II,9808 SW 147TH PL,,MIAMI,FL,33196,Miami-Dade,(305) 380-6905,9808 SW 147TH PL,,MIAMI,FL,33196,Miami-Dade,LICENSED,MARIA L LOREDO,2/27/97,MARIA L LOREDO,6,For-Profit,
11910339,5265,2/8/20,2/7/22,Assisted Living Facility,PARK OF THE PALMS  INC,231 MARANATHA RD,,KEYSTONE HEIGHTS,FL,32656,Clay,(352) 473-6100,204 MARANATHA RD,,KEYSTONE HGTS,FL,32656-9189,Clay,LICENSED,PARK OF THE PALMS  INC.,1/1/80,CATHERINE M MILLIGAN,40,Not-For-Profit,parkofthepalms.org
11968090,12042,8/8/19,11/5/21,Assisted Living Facility,PARK PLACE ASSISTED LIVING INC,8200 SW 43RD TER,,MIAMI,FL,33155-4217,Miami-Dade,(305) 207-5860,8200 SW 43RD TER,,MIAMI,FL,33155-4217,Miami-Dade,LICENSED,PARK PLACE ASSISTED LIVING  INC.,5/6/11,ERNESTO SERRANO,6,For-Profit,
11932698,4917,1/1/21,12/31/21,Assisted Living Facility,PARK SUMMIT AT CORAL SPRINGS,8500 ROYAL PALM BLVD,,CORAL SPRINGS,FL,33065,Broward,(954) 752-9500,400 CENTRE STREET,,NEWTON,MA,2458,,LICENSED,SNH FLA TENANT LLC,1/1/20,MARIE SURPRIS,72,For-Profit,www.fivestarseniorliving.com/communities/fl/coral-springs/park-summit
11969339,13158,4/25/20,4/24/22,Assisted Living Facility,PARK VIEW ESTATE OF BRANDON LLC,1502 BRYAN RD,,BRANDON,FL,33511,Hillsborough,(813) 502-6308,1502 BRYAN RD,,BRANDON,FL,33511,Hillsborough,LICENSED,PARK VIEW ESTATE OF BRANDON LLC,1/16/18,CHRISTINA ROBERSON,6,For-Profit,parkviewofbrandon.com
11966001,10278,3/24/19,6/21/21,Assisted Living Facility,PARKSIDE ASSISTED LIVING,329 CHURCH ST,,STARKE,FL,32091,Bradford,(904) 964-2220,329 N CHURCH ST,,STARKE,FL,32091,Bradford,IN REVIEW,PARKSIDE PLACE OF BRADFORD CO. INC,3/1/05,MELISSA R GILLENWATERS,24,For-Profit,
11969264,13075,10/3/19,12/31/21,Assisted Living Facility,PARKSIDE ASSISTED LIVING AND MEMORY COTTAGE LLC,2595 HARBOR BLVD,,PORT CHARLOTTE,FL,33952,Charlotte,9417699100,2595 HARBOR BLVD,,PORT CHARLOTTE,FL,33952,Charlotte,LICENSED,PARKSIDE ASSISTED LIVING AND MEMORY COTTAGE  LLC,7/17/17,CARYN MCCULLOUGH,94,For-Profit,Parksideassistedlivingandmemorycottage.com
11910357,1059,10/30/19,1/27/22,Assisted Living Facility,PARKSIDE INN,1613 SW 3RD ST,,BOYNTON BEACH,FL,33435-6601,Palm Beach,(561) 734-1616,1613 SW 3RD ST,,BOYNTON BEACH,FL,33435-6601,Palm Beach,LICENSED,PRESTIGIOUS ASSISTED LIVING LLC,5/1/13,SEEMA S LAKHANI,38,For-Profit,WWW.PARKSIDEFL.COM
11966412,10665,7/5/19,10/2/21,Assisted Living Facility,PARKVIEW ASSISTED LIVING FACILITY,735 WEST WISCONSIN AVENUE,,DELAND,FL,32720,Volusia,(386) 738-4078,735 WEST WISCONSIN AVENUE,,DELAND,FL,32720,Volusia,LICENSED,PARKVIEW ASSISTED LIVING FACILITY  LLC,6/16/11,SARAH D PRADO,6,For-Profit,
11969138,12963,2/7/19,5/7/21,Assisted Living Facility,PARKWAY TERRACE,625 FLORIDA PKWY,,KISSIMMEE,FL,34743,Osceola,(407) 785-3075,625 FLORIDA PKWY,,KISSIMMEE,FL,34743,Osceola,IN REVIEW,PARKWAY TERRACE ALF  INC.,11/30/16,LILIAN MOKUA,6,For-Profit,parkwayterracealf.weebly.com
11968969,12818,4/13/20,4/12/22,Assisted Living Facility,PAT'S LOVING CARE ALF INC,3783 BIRCH MOUNTAIN RD,,PORT ORANGE,FL,32129,Volusia,(386) 275-5869,3783 BIRCH MOUNTAIN RD,,PORT ORANGE,FL,32129,Volusia,LICENSED,PAT'S LOVING CARE ALF  INC.,1/27/16,PATRICIA PEARSON,6,For-Profit,patslovingcare.com
11968850,12696,7/6/19,10/3/21,Assisted Living Facility,PATH OF LIFE ASSISTED LIVING LLC,1240 SUMMERWOOD CIR,,WELLINGTON,FL,33414,Palm Beach,(561) 798-5794,1240 SUMMERWOOD CIR,,WELLINGTON,FL,33414,Palm Beach,LICENSED,PATH OF LIFE ASSISTED LIVING LLC,5/19/15,JESSICA B. HERNANDEZ,5,For-Profit,WWW.Pathoflifealf.com
11969099,12929,2/7/21,2/6/23,Assisted Living Facility,PATH OF LIFE OF LAKE WORTH,87 W  RUBBER TREE DR,,LAKE WORTH,FL,33467,Palm Beach,(561) 968-8344,87 W  RUBBER TREE DR,,LAKE WORTH,FL,33467,Palm Beach,LICENSED,PATH OF LIFE OF LAKE WORTH INC.,9/6/16,JESSICA B. HERNANDEZ,5,For-Profit,www.Pathoflifealf.com
11966068,10343,7/25/19,10/22/21,Assisted Living Facility,PATHWAYS TO CARE INC,430 PLUMOSA AVE,,CASSELBERRY,FL,32707-2814,Seminole,(407) 388-0245,430 PLUMOSA AVE,,CASSELBERRY,FL,32707-2814,Seminole,LICENSED,PATHWAYS TO CARE  INC,5/7/03,DAWN ZINGER,40,Not-For-Profit,
11965967,10248,4/2/21,4/1/23,Assisted Living Facility,PATRICK MANOR INC,896 73RD AVE N,,ST PETERSBURG,FL,33702-5220,Pinellas,(727) 521-1843,896 73RD AVE N,,ST PETERSBURG,FL,33702-5220,Pinellas,LICENSED,PATRICK MANOR  INC.,11/18/02,THERESA L. PUTNAM,55,For-Profit,www.patrickmanor.com
11968392,12304,3/13/21,3/12/23,Assisted Living Facility,PATTY'S HOUSE #2 LLC,3425 PORTER RD,,LITHIA,FL,33547,Hillsborough,(813) 737-1371,3425 PORTER RD,,LITHIA,FL,33547,Hillsborough,LICENSED,PATTY'S HOUSE #2  LLC,8/29/12,BRANDI MASTERS,8,For-Profit,www.pattyshousealf.com
11968377,12305,3/13/21,3/12/23,Assisted Living Facility,PATTY'S HOUSE #3 LLC,110 E KEYSVILLE RD,,PLANT CITY,FL,33567,Hillsborough,(813) 737-2919,110 E KEYSVILLE RD,,PLANT CITY,FL,33567,Hillsborough,LICENSED,PATTY'S HOUSE #3  LLC,8/9/12,JAQUANA ROLANDA LETO,6,For-Profit,pattyshousealf.com
11968283,12242,10/1/19,12/29/21,Assisted Living Facility,PATTY'S HOUSE 4 LLC,2805 JERRY SMITH RD,,DOVER,FL,33527-5449,Hillsborough,(813) 752-8034,2805 JERRY SMITH RD,,DOVER,FL,33527-5449,Hillsborough,LICENSED,PATTY'S HOUSE #4  LLC,10/1/13,JACKIE CALHOUN,12,For-Profit,www.pattyshousealf.com
11965032,9470,2/28/21,2/27/23,Assisted Living Facility,PAVILION AT BAYVIEW (THE),161 B MARINE STREET,,SAINT AUGUSTINE,FL,32084,St. Johns,(904) 829-3475,161 B MARINE STREET,,SAINT AUGUSTINE,FL,32084,St. Johns,LICENSED,ST JOHNS COUNTY WELFARE FEDERATION,11/30/98,THERESA A ORTIZ,69,Not-For-Profit,bayviewhealthcare.org
11967368,11432,5/18/18,5/17/20,Assisted Living Facility,PAZ CON AMOR INC,610 NW 33RD AVE,,MIAMI,FL,33125-4106,Miami-Dade,(786) 828-7800,610 NW 33RD AVE,,MIAMI,FL,33125-4106,Miami-Dade,IN REVIEW,PAZ CON AMOR INC,6/27/08,GLADYS LINARES,14,For-Profit,
11968961,12841,8/29/20,8/28/22,Assisted Living Facility,PEABODY ALF  INC.,1309 PEABODY DR E,,JACKSONVILLE,FL,32221,Duval,(904) 695-2967,1309 PEABODY DR E,,JACKSONVILLE,FL,32221,Duval,LICENSED,PEABODY ALF INC,12/21/15,ANTONIO DOCTOR,6,For-Profit,peabodyalf.com
11966851,10986,3/26/19,6/23/21,Assisted Living Facility,PEACE & CARE ALF,8121 NW 200TH TER,,MIAMI GARDENS,FL,33015-6617,Miami-Dade,(305) 450-9457,8121 NW 200TH TER,,MIAMI GARDENS,FL,33015-6617,Miami-Dade,LICENSED,PEACE & CARE ALF  INC,12/26/06,GIPSY FRONTELA,6,For-Profit,
11968017,11968,3/14/19,6/11/21,Assisted Living Facility,PEACE AND CARE OF MIAMI LAKES,15301 DURNFORD DR,,MIAMI LAKES,FL,33014-2319,Miami-Dade,(305) 450-9457,15301 DURNFORD DR,,MIAMI LAKES,FL,33014,Miami-Dade,IN REVIEW,PEACE & CARE OF MIAMI LAKES  INC.,1/14/11,GIPSY FRONTELA,6,For-Profit,
11967320,11341,6/4/20,6/4/22,Assisted Living Facility,PEACE HAVEN ALF,1090 DOUGLAS STREET SE,,PALM BAY,FL,32909,Brevard,(321) 727-3380,2039 RANDELL AVE SE,,PALM BAY,FL,32909,Brevard,LICENSED,MARJORIE DOREEN THOMPSON,5/9/08,MARJORIE DOREEN THOMPSON,6,For-Profit,
11969432,13364,11/13/19,2/10/22,Assisted Living Facility,PEACE OF HIS CORNERSTONE LLC,605 NE 160 ST,,MIAMI,FL,33162,Miami-Dade,(786) 277-3143,16050 NE 3RD AVE,,MIAMI,FL,33162,Miami-Dade,LICENSED,PEACE OF HIS CORNERSTONE LLC,6/12/19,MARTHA JANVIER,6,For-Profit,
11964811,9356,4/16/20,4/15/22,Assisted Living Facility,PEACEFUL HOME ALF,66 PATRIC DRIVE,,PALM COAST,FL,32164,Flagler,(386) 597-7750,66 PATRIC DRIVE,,PALM COAST,FL,32164,Flagler,LICENSED,Sadio's Inc,4/16/20,LEANNE JUDITH FERMIN-OSTRIN,6,For-Profit,
11969532,13318,7/31/19,10/28/21,Assisted Living Facility,PEARL HOUSE ALF  LLC,2083 FLORIDA MANGO RD,,WEST PALM BEACH,FL,33406,Palm Beach,(561) 469-9479,2083 FLORIDA MANGO RD,,WEST PALM BEACH,FL,33406,Palm Beach,LICENSED,PEARL HOUSE ALF LLC,4/24/19,RHOENNA ROBINSON,6,For-Profit,
11966236,10510,10/27/20,10/26/22,Assisted Living Facility,PELICAN GARDEN  LLC,177 EMPRESS AVE,,SEBASTIAN,FL,32958-5642,Indian River,(772) 388-4730,177 EMPRESS AVE,,SEBASTIAN,FL,32958-5642,Indian River,LICENSED,PELICAN GARDEN  LLC,3/31/04,MARGARET CONTI,50,For-Profit,www.pelicangarden.com
11969009,12820,4/26/20,4/25/22,Assisted Living Facility,PELICAN LANDING ASSISTED LIVING AND MEMORY CARE,13085 US HWY 1,,SEBASTIAN,FL,32958,Indian River,(772) 581-0366,445 24TH ST  STE 300,,VERO BEACH,FL,32960,Indian River,LICENSED,SEBASTIAN SENIOR LIVING LLC,3/24/16,MICHELLE MILLER,101,For-Profit,www.thepelicanlanding.com
11910608,7581,1/16/21,1/15/23,Assisted Living Facility,PEMBROOK PLACE II INC,1623 ROBINHOOD LN,,CLEARWATER,FL,33764,Pinellas,(727) 539-6872,1623 ROBINHOOD LN,,CLEARWATER,FL,33764,Pinellas,LICENSED,PEMBROOK PLACE II ALF,10/7/02,ESTRELLA MONTECLARO,12,For-Profit,
11967835,11806,5/14/20,8/11/22,Assisted Living Facility,PENDRY ESTATES,36120 HUFF RD,,EUSTIS,FL,32736-9335,Lake,(352) 357-2268,36120 HUFF RD,,EUSTIS,FL,32736-9335,Lake,LICENSED,MELVENIA DAVIDSON,3/8/10,MELVENIA DAVIDSON,8,For-Profit,pendryestate.com
11964636,9196,11/30/20,11/29/22,Assisted Living Facility,PENINSULA (THE),5100 WEST HALLANDALE BEACH BLVD,,HOLLYWOOD,FL,33023,Broward,(954) 893-7755,5100 WEST HALLANDALE BEACH BLVD,,HOLLYWOOD,FL,33023,Broward,LICENSED,MS-V-HOLLYWOOD SENIOR LIVING LLC,9/1/16,SUSAN MARIE HERNANDEZ,200,For-Profit,www.thepeninsulaassistedliving.com
11968156,12090,10/25/19,1/22/22,Assisted Living Facility,PEREGON LLC,8064 SW 133 CT,,MIAMI,FL,33183,Miami-Dade,(786) 483-8768,8064 SW 133 CT,,MIAMI,FL,33183,Miami-Dade,LICENSED,PEREGON  LLC,8/15/11,IDANIA VALLADARES,6,For-Profit,
11968932,12770,11/23/19,11/22/21,Assisted Living Facility,PERSON TO PERSON CARE CENTER  LLC,6309 E FLORIDA CIR,,APOLLO BEACH,FL,33572,Hillsborough,(813) 928-8538,6309 E FLORIDA CIR,,APOLLO BEACH,FL,33572,Hillsborough,LICENSED,PERSON TO PERSON CARE CENTER  LLC,10/8/15,ORIANT PERSON,6,For-Profit,www.persontopersoncarecenter.com
11966474,10658,6/20/19,9/17/21,Assisted Living Facility,PERSONAL ELDER CARE II,5739 ORCHARD WAY,,WEST PALM BEACH,FL,33417-5704,Palm Beach,(561) 687-8845,5739 ORCHARD WAY,,WEST PALM BEACH,FL,33417-5704,Palm Beach,LICENSED,PERSONAL ELDER CARE II  INC,5/6/05,NADIA DOOKHI,6,For-Profit,
