Facility ID,License Number,State Facility Type 1 Literal,Facility Name,Address,City,State,Zip Code,County,Phone Number,Licensee,Capacity,Ownership Type,Date Accessed
11968541.0,12443.0,ASSISTED LIVING FACILITY,Golden Age Alf Of Tampa Bay Inc,3328 W SPRUCE ST,Tampa,FL,33607-4225,Hillsborough,(813) 877-6581,GOLDEN AGE ALF OF TAMPA BAY INC,8.0,FOR-PROFIT,6/24/21
11967327.0,11384.0,ASSISTED LIVING FACILITY,Golden Age Alf V  Llc,7861 NW 175TH ST,Hialeah,FL,33015,Miami-Dade,(305) 400-8976,GOLDEN AGE ASSISTED LIVING FACILITY V  LLC,6.0,FOR-PROFIT,6/24/21
11966994.0,11111.0,ASSISTED LIVING FACILITY,Golden Age Alf Vi Llc,9700 NW 29TH AVE,Miami,FL,33147-2342,Miami-Dade,(786) 631-3841,GOLDEN AGE ALF VI LLC,6.0,FOR-PROFIT,6/24/21
11966030.0,10311.0,ASSISTED LIVING FACILITY,Golden Age Assisted Living Facility Iii  Llc,2793 WEST 72 STREET,Hialeah,FL,33016,Miami-Dade,(305) 362-5264,GOLDEN AGE ASSISTED LIVING FACILITY III LLC,6.0,FOR-PROFIT,6/24/21
11953434.0,8126.0,ASSISTED LIVING FACILITY,Golden Age Assisted Living Facility Iv Llc,7450 W 14TH CT,Hialeah,FL,33014-3414,Miami-Dade,(786) 360-3661,GOLDEN AGE ASSISTED LIVING FACILITY IV LLC,6.0,FOR-PROFIT,6/24/21
11968393.0,12292.0,ASSISTED LIVING FACILITY,Golden Age Assisted Living Facility  Corp,5970 NW 3RD STREET,Miami,FL,33126,Miami-Dade,(305) 456-9538,GOLDEN AGE ASSISTED LIVING FACILITY CORP,6.0,FOR-PROFIT,6/24/21
11968984.0,12838.0,ASSISTED LIVING FACILITY,Golden Age At Brentford Court,516 BRENTFORD CT,Kissimmee,FL,34758,Osceola,(407) 201-2486,GOLDEN AGE SENIOR LIVING CARE LLC,6.0,FOR-PROFIT,6/24/21
11969743.0,13507.0,ASSISTED LIVING FACILITY,Golden Age Facility Llc,4120 KIRKLAND LN,Lake Worth,FL,33461,Palm Beach,(561) 619-2925,GOLDEN AGE FACILITY LLC,5.0,FOR-PROFIT,6/24/21
11967764.0,11817.0,ASSISTED LIVING FACILITY,Golden Age Family Home Ii  Inc,15962 SW 81 STREET,Miami,FL,33193,Miami-Dade,(305) 385-5498,GOLDEN AGE FAMILY HOME II  INC.,6.0,FOR-PROFIT,6/24/21
11910732.0,1063.0,ASSISTED LIVING FACILITY,Golden Age Manor Alf,1110 SW 40TH AVE,Plantation,FL,33317-4527,Broward,(954) 583-3321,GOLDEN AGE MANOR ALF,29.0,FOR-PROFIT,6/24/21
11968514.0,12378.0,ASSISTED LIVING FACILITY,Golden Age Senior Living Care Llc,533 BRISTOL CR,Kissimmee,FL,34758,Osceola,4072015623,GOLDEN AGE SENIOR LIVING CARE LLC,6.0,FOR-PROFIT,6/24/21
11966622.0,10786.0,ASSISTED LIVING FACILITY,Golden Age Seniors Of Sunrise  Inc.,9811 NW 31ST PLACE,Sunrise,FL,33351,Broward,(954) 708-9264,GOLDEN AGE SENIORS OF SUNRISE  INC.,6.0,FOR-PROFIT,6/24/21
11969710.0,13460.0,ASSISTED LIVING FACILITY,Golden Butterfly Corp,6217 PALVIEW CT,Tampa,FL,33625,Hillsborough,(813) 244-3298,GOLDEN BUTTERFLY CORP,6.0,FOR-PROFIT,6/24/21
11969044.0,12875.0,ASSISTED LIVING FACILITY,Golden Care Facility Llc,4909 ROYAL CT S,West Palm Beach,FL,33415,Palm Beach,(561) 429-4860,GOLDEN CARE FACILITY LLC,5.0,FOR-PROFIT,6/24/21
11968986.0,12905.0,ASSISTED LIVING FACILITY,Golden Carriage Retirement Home 1 Inc,926 MELLER WAY,Orlando,FL,32825,Orange,(954) 662-4081,GOLDEN CARRIAGE RETIREMENT HOME 1  INC.,6.0,FOR-PROFIT,6/24/21
11965458.0,9837.0,ASSISTED LIVING FACILITY,Golden Cove Alf,918 EGAN DRIVE,Orlando,FL,32822,Orange,(407) 281-1886,GOLDEN COVE ALF INC.,6.0,FOR-PROFIT,6/24/21
11966939.0,11065.0,ASSISTED LIVING FACILITY,Golden Girls Home  Inc,15700 SW 102ND AVE,Miami,FL,33157-1655,Miami-Dade,(305) 333-0567,GOLDEN GIRLS HOME INC,6.0,FOR-PROFIT,6/24/21
11969783.0,13582.0,ASSISTED LIVING FACILITY,Golden Grove Llc,125 BENCHOR RD NW,Palm Bay,FL,32907,Brevard,(718) 791-4038,GOLDEN GROVE LLC,6.0,FOR-PROFIT,6/24/21
11969784.0,13584.0,ASSISTED LIVING FACILITY,Golden Grove Llc,558 RHEINE RD NW,Palm Bay,FL,32907,Brevard,(646) 279-8564,GOLDEN GROVE LLC,6.0,FOR-PROFIT,6/24/21
11968053.0,12021.0,ASSISTED LIVING FACILITY,Golden House Senior Living #1,3991 CR 210 WEST,Saint Johns,FL,32259,St. Johns,(904) 874-7165,GOLDEN HOUSE ASSISTED LIVING INC.,10.0,FOR-PROFIT,6/24/21
11966850.0,11015.0,ASSISTED LIVING FACILITY,Golden Life Alf Llc,200 SE LINCOLN CIR N,St Petersburg,FL,33703-1435,Pinellas,(727) 520-9314,GOLDEN LIFE ALF LLC,6.0,FOR-PROFIT,6/24/21
11969652.0,13428.0,ASSISTED LIVING FACILITY,Golden Manor Assisted Living Facility Llc,197 NW GWEN LAKE AVE,Lake City,FL,32055,Columbia,(386) 697-9425,GOLDEN MANOR ASSISTED LIVING FACILITY LLC,5.0,FOR-PROFIT,6/24/21
11964009.0,8845.0,ASSISTED LIVING FACILITY,Golden Memories Llc,1162 WEST 30TH STREET,Hialeah,FL,33012,Miami-Dade,(305) 819-8710,GOLDEN MEMORIES LLC,6.0,FOR-PROFIT,6/24/21
11965572.0,9930.0,ASSISTED LIVING FACILITY,Golden Palms-Assisted Living Facility  Inc.,7280 NW 169 STREET,Miami,FL,33015,Miami-Dade,(305) 826-9261,GOLDEN PALMS- ASSISTED LIVING FACILITY  INC.,6.0,FOR-PROFIT,6/24/21
11965225.0,9626.0,ASSISTED LIVING FACILITY,Golden Pond Communities,402 LAKEVIEW ROAD,Winter Garden,FL,34787,Orange,(407) 654-7217,WINTER GARDEN OPCO  LLC.,108.0,FOR-PROFIT,6/24/21
11967251.0,11306.0,ASSISTED LIVING FACILITY,Golden Ranch  Inc.,5711 SW 196TH LANE,Southwest Ranches,FL,33332,Broward,(954) 680-7019,GOLDEN RANCH  INC.,6.0,FOR-PROFIT,6/24/21
11969312.0,13127.0,ASSISTED LIVING FACILITY,Golden Retreat Of Naples Inc,3670 58TH AVE NE,Naples,FL,34120,Collier,(239) 213-4257,GOLDEN RETREAT OF NAPLES INC,6.0,FOR-PROFIT,6/24/21
11910320.0,5846.0,ASSISTED LIVING FACILITY,Golden Retreat Shelter Care Center  Inc.,4410 MONCRIEF RD. W.,Jacksonville,FL,32209,Duval,(904) 764-2581,JONES SHELTER AND CARE  INC.,93.0,FOR-PROFIT,6/24/21
11968623.0,12488.0,ASSISTED LIVING FACILITY,Golden Retreat-2 Assisted Living Facility Llc,9465 LONGMEADOW CIR,Boynton Beach,FL,33436,Palm Beach,(561) 234-7723,GOLDEN RETREAT 2 ASSISTED LIVING FACILITY LLC,5.0,FOR-PROFIT,6/24/21
11911209.0,5433.0,ASSISTED LIVING FACILITY,Golden Sands Retirement Home,809 NE 20TH AVE,Ft Lauderdale,FL,33304-3035,Broward,(954) 524-6054,GOLDEN DIVERSIFIED SERVICES  INC.,14.0,FOR-PROFIT,6/24/21
11965300.0,9675.0,ASSISTED LIVING FACILITY,Golden Sunset,5019 MAGPIE DR,New Prt Rchy,FL,34652-4310,Pasco,(727) 846-1954,GOLDEN SUNSET ALF  INC,8.0,FOR-PROFIT,6/24/21
11967651.0,11654.0,ASSISTED LIVING FACILITY,Golden Swan Assisted Living  Inc.,4755 NW 76TH ST,Coconut Creek,FL,33073-2706,Broward,(954) 867-8080,GOLDEN SWAN ASSISTED LIVING  INC.,6.0,FOR-PROFIT,6/24/21
11969624.0,13398.0,ASSISTED LIVING FACILITY,Golden Swan By The Lake Alf,17331 SPRING TREE LANE,Boca Raton,FL,33487,Palm Beach,(954) 867-8080,GOLDEN SWAN OF BOCA ALF INC,6.0,FOR-PROFIT,6/24/21
11969043.0,12872.0,ASSISTED LIVING FACILITY,Golden Swan Of Boca Alf Inc,19494 HAMPTON DR,Boca Raton,FL,33434,Palm Beach,(954) 867-8080,GOLDEN SWAN OF BOCA ALF INC,6.0,FOR-PROFIT,6/24/21
11968923.0,13047.0,ASSISTED LIVING FACILITY,Golden Touch Assisted Living Facility  Limited Liability Corp.,1362 N SPARKMAN AVE,Orange City,FL,32763,Volusia,(386) 337-4090,GOLDEN TOUCH ASSISTED LIVING FACILITY  LIMITED LIABILITY CORP,6.0,FOR-PROFIT,6/24/21
11967151.0,11212.0,ASSISTED LIVING FACILITY,Golden Touch Home Care,41 NW 190TH ST,Miami,FL,33169-4026,Miami-Dade,(305) 493-1508,MILLIEN ENTERPRISES,6.0,FOR-PROFIT,6/24/21
11965797.0,10192.0,ASSISTED LIVING FACILITY,Golden Years Alf,321 WEST BLUE HERON BLVD,West Palm Beach,FL,33404,Palm Beach,(561) 881-7615,GOLDEN YEARS ALF CORPORATION,40.0,FOR-PROFIT,6/24/21
11965545.0,9923.0,ASSISTED LIVING FACILITY,Golden Years For The Elderly Corp,13184 S.W. 19 TERRACE,Miami,FL,33175,Miami-Dade,(305) 229-7007,GOLDEN YEARS FOR THE ELDERLY CORP,6.0,FOR-PROFIT,6/24/21
11969826.0,13581.0,ASSISTED LIVING FACILITY,Golden Years Paradise  Inc,2104 SW 106 CT,Miami,FL,33165,Miami-Dade,(786) 633-5123,GOLDEN YEARS PARADISE  INC.,6.0,FOR-PROFIT,6/24/21
11965663.0,10017.0,ASSISTED LIVING FACILITY,Gonzalez & Son'S Home Care Inc.,4045 SW 9TH TER,Miami,FL,33134-2633,Miami-Dade,(305) 443-9944,GONZALEZ AND SONS HOME CARE INC,6.0,NOT-FOR-PROFIT,6/24/21
11966178.0,10420.0,ASSISTED LIVING FACILITY,Good Family Home  Inc,6851 SW 79TH TER,Miami,FL,33143-4440,Miami-Dade,(786) 268-1039,GOOD FAMILY HOME INC,6.0,FOR-PROFIT,6/24/21
11953535.0,8627.0,ASSISTED LIVING FACILITY,Good Hope Manor,2251 NW 29TH CT,Oakland Park,FL,33311-2147,Broward,(954) 677-2900,BETHEL HEALTH CARE CORP.,100.0,FOR-PROFIT,6/24/21
11966920.0,11047.0,ASSISTED LIVING FACILITY,Good Life Alf  Inc,7746 NW 201ST TER,Hialeah,FL,33015-6643,Miami-Dade,(786) 547-7116,GOOD LIFE ALF  INC,6.0,FOR-PROFIT,6/24/21
11969705.0,13479.0,ASSISTED LIVING FACILITY,Good Ole Days Adult Living Facility Llc,3913 TROVATI ST,Orlando,FL,32839,Orange,(407) 242-3975,KOZETTE KING,5.0,FOR-PROFIT,6/24/21
11965709.0,10049.0,ASSISTED LIVING FACILITY,Good Sam'S Assisted Living Residence  Llc,1 PEBBLE WOOD LN,Palm Coast,FL,32164,Flagler,(386) 447-8145,GOOD SAM'S ASSISTED LIVING RESIDENCE  LLC,6.0,FOR-PROFIT,6/24/21
11966134.0,10381.0,ASSISTED LIVING FACILITY,Good Samaritan Care Center Assisted Living Facility Inc.,6 RESTON PLACE,Palm Coast,FL,32164,Flagler,(386) 437-6244,GOOD SAMARITAN CARE CENTER ASSISTED LIVING FACILITY  INC,6.0,FOR-PROFIT,6/24/21
11911795.0,5455.0,ASSISTED LIVING FACILITY,Good Samaritan Society-Florida Lutheran (The),436 NORTH MCDONALD AVENUE,Deland,FL,32724,Volusia,(386) 736-5800,EVANGELICAL LUTHERAN GOOD SAMARITAN SOCIETY,90.0,NOT-FOR-PROFIT,6/24/21
11967421.0,11484.0,ASSISTED LIVING FACILITY,Good Samaritan Society-Kissimmee Village,1471 SUNGATE DRIVE,Kissimmee,FL,34746,Osceola,(407) 931-5143,EVANGELICAL LUTHERAN GOOD SAMARITAN SOCIETY,44.0,NOT-FOR-PROFIT,6/24/21
11963850.0,8722.0,ASSISTED LIVING FACILITY,Good Shepards Of Deland-West (The),1200 W. NEW YORK AVENUE,Deland,FL,32720,Volusia,(386) 738-9986,DELAND GERIATRIC CARE  INC.,11.0,FOR-PROFIT,6/24/21
11964382.0,9000.0,ASSISTED LIVING FACILITY,Good Shepherd Alf Of Brandon Llc,1801 LIDO DR,Brandon,FL,33511-6824,Hillsborough,(813) 684-4989,GOOD SHEPHERD ALF OF BRANDON LLC,6.0,FOR-PROFIT,6/24/21
11967063.0,11262.0,ASSISTED LIVING FACILITY,Good Stand Home Care Inc,721 NW 13TH AVE,Miami,FL,33125-3742,Miami-Dade,(786) 452-0597,GOOD STAND HOME CARE INC,14.0,FOR-PROFIT,6/24/21
11967944.0,11945.0,ASSISTED LIVING FACILITY,Gordon Heights  Incorporated,9500 NW 80TH ST,Tamarac,FL,33321-1306,Broward,(954) 721-4309,GORDON HEIGHTS  INCORPORATED,6.0,FOR-PROFIT,6/24/21
11967602.0,11587.0,ASSISTED LIVING FACILITY,Grace Assisted Living Facility Llc,6746 MASSACHUSETTS DR,Lake Worth,FL,33462-3836,Palm Beach,(561) 966-9535,GRACE ASSISTED LIVING FACILITY LLC,5.0,FOR-PROFIT,6/24/21
11968994.0,12849.0,ASSISTED LIVING FACILITY,Grace Assisted Living  Llc,22091 PEACHLAND BLVD,Port Charlotte,FL,33954,Charlotte,(941) 766-7178,GRACE ASSISTED LIVING LLC,6.0,FOR-PROFIT,6/24/21
11966123.0,10394.0,ASSISTED LIVING FACILITY,Grace Care Family Home  Corp,4221 W 5TH LN,Hialeah,FL,33012-3811,Miami-Dade,(305) 557-0800,GRACE CARE FAMILY HOME CORP,6.0,FOR-PROFIT,6/24/21
11968657.0,12677.0,ASSISTED LIVING FACILITY,Grace Home Living Facility Llc,2821 HUNT STR,Jacksonville,FL,32254,Duval,(904) 673-7212,GRACE HOME LIVING FACILITY LLC,5.0,FOR-PROFIT,6/24/21
11968588.0,12472.0,ASSISTED LIVING FACILITY,Grace House Of Tampa,13315 ORANGE GROVE DR,Tampa,FL,33618,Hillsborough,(813) 962-2589,GRACE HOUSE OF TAMPA INC,6.0,FOR-PROFIT,6/24/21
11969544.0,13334.0,ASSISTED LIVING FACILITY,Grace Manor,221 SW YAGER PL,Port Saint Lucie,FL,34953,St. Lucie,(772) 812-8749,GRACE SENIOR LIVING LLC,6.0,FOR-PROFIT,6/24/21
11969521.0,13292.0,ASSISTED LIVING FACILITY,Grace Manor At Hunters Creek  Llc,765 W GRANT ST,Plant City,FL,33563,Hillsborough,(813) 743-3701,GRACE MANOR AT HUNTERS CREEK LLC,76.0,FOR-PROFIT,6/24/21
11910053.0,5217.0,ASSISTED LIVING FACILITY,Grace Manor At Lake Morton  Llc,610 E LIME ST,Lakeland,FL,33801-5444,Polk,(863) 937-9114,GRACE MANOR AT LAKE MORTON LLC,50.0,FOR-PROFIT,6/24/21
11968049.0,11995.0,ASSISTED LIVING FACILITY,Grace Manor Suites  Llc,4620 N SOCRUM LOOP RD,Lakeland,FL,33809-4203,Polk,(863) 577-0977,GRACE MANOR SUITES LLC,77.0,FOR-PROFIT,6/24/21
11953221.0,8445.0,ASSISTED LIVING FACILITY,Grace Villa Facility  Llc,321 E. HARVARD STREET,Orlando,FL,32804,Orange,(407) 895-8418,GRACE VILLA FACILITY  LLC,11.0,FOR-PROFIT,6/24/21
11965923.0,10274.0,ASSISTED LIVING FACILITY,Gracious Age,1401 MAGNOLIA AVE,Sanford,FL,32771,Seminole,(407) 323-9914,GRACIOUS AGE  LLC,85.0,FOR-PROFIT,6/24/21
11965527.0,9879.0,ASSISTED LIVING FACILITY,Gracious Living,5600 SW 185TH WAY,Southwest Ranches,FL,33332,Broward,(954) 680-1554,GOLDEN AGE SANCTUARY  INC.,8.0,FOR-PROFIT,6/24/21
11969293.0,13105.0,ASSISTED LIVING FACILITY,Granada Alf Llc,11935 SW 49TH ST,Miami,FL,33175,Miami-Dade,(786) 534-5268,GRANADA ALF  LLC,6.0,FOR-PROFIT,6/24/21
11943145.0,7140.0,ASSISTED LIVING FACILITY,Grand Boulevard Health And Rehabilitation Center,138 SANDESTIN LN,Miramar Beach,FL,32550,Walton,(850) 267-2887,FL HUD DESTIN  LLC,16.0,FOR-PROFIT,6/24/21
11953671.0,8390.0,ASSISTED LIVING FACILITY,Grand Court Lakes,280 SIERRA DRIVE,North Miami,FL,33179-4961,Miami-Dade,(305) 654-5300,YMP GRAND COURT LAKES OPCO LLC,191.0,FOR-PROFIT,6/24/21
11969235.0,13042.0,ASSISTED LIVING FACILITY,Grand Living At Citrus Hills,850 W NORVELL BRYANT HWY,Hernando,FL,34442,Citrus,(352) 301-8500,SHP V/RYAN CITRUS HILLS LLC,200.0,FOR-PROFIT,6/24/21
11969594.0,13373.0,ASSISTED LIVING FACILITY,Grand Living At Lakewood Ranch,7230 UNIVERSITY PARKWAY,Sarasota,FL,34240,Sarasota,(941) 554-7230,SARASOTA PROPERTY OWNER  LLC,308.0,FOR-PROFIT,6/24/21
11969553.0,13324.0,ASSISTED LIVING FACILITY,Grand Living At Tamaya,3270 TAMAYA BLVD,Jacksonville,FL,32246,Duval,(904) 410-8500,TAMAYA SENIOR LIVING LLC,215.0,FOR-PROFIT,6/24/21
11967991.0,11944.0,ASSISTED LIVING FACILITY,Grand Oaks,203 SE 2ND ST,Okeechobee,FL,34974,Okeechobee,(863) 824-6770,GRAND OAKS OF OKEECHOBEE  INC,37.0,FOR-PROFIT,6/24/21
11968722.0,12585.0,ASSISTED LIVING FACILITY,Grand Oaks Of Jensen Beach,125 NW JENSEN BEACH BLVD,Jensen Beach,FL,34957,Martin,(772) 286-1844,GRAND OAKS OF JENSEN BEACH  LLC,66.0,FOR-PROFIT,6/24/21
11969093.0,12919.0,ASSISTED LIVING FACILITY,Grand Oaks Of Palm City Llc,3550 SW CORPORATE PKWY,Palm City,FL,34990,Martin,(772) 529-6000,GRAND OAKS OF PALM CITY  LLC,88.0,FOR-PROFIT,6/24/21
11968453.0,12329.0,ASSISTED LIVING FACILITY,Grand Palms Alf Operator  Llc,600 N ECONLOCKHATCHEE TRAIL,Orlando,FL,32825,Orange,(407) 529-1000,GRAND PALMS ALF OPERATOR LLC,55.0,FOR-PROFIT,6/24/21
11910126.0,7103.0,ASSISTED LIVING FACILITY,Grand Villa Of Altamonte Springs,433 ORANGE DRIVE,Altamonte Springs,FL,32701,Seminole,(407) 260-2433,433 ORANGE DRIVE  INC,180.0,FOR-PROFIT,6/24/21
11932640.0,8189.0,ASSISTED LIVING FACILITY,Grand Villa Of Boynton Beach,1935 SOUTH FEDERAL HIGHWAY,Boynton Beach,FL,33435,Palm Beach,(561) 736-2424,GV BOYNTON BEACH  LLC,148.0,FOR-PROFIT,6/24/21
11964130.0,6670.0,ASSISTED LIVING FACILITY,Grand Villa Of Clearwater,2750 DREW ST,Clearwater,FL,33759-3034,Pinellas,(727) 330-4992,GV CLEARWATER  LLC,200.0,FOR-PROFIT,6/24/21
11963790.0,8697.0,ASSISTED LIVING FACILITY,Grand Villa Of Deerfield Beach,1050 SW 24TH AVE,Deerfield Beach,FL,33442-7601,Broward,(954) 360-7667,GV DEERFIELD BEACH LLC,240.0,FOR-PROFIT,6/24/21
11968957.0,12792.0,ASSISTED LIVING FACILITY,Grand Villa Of Deland,350 E INTERNATIONAL SPEEDWAY BLVD,Deland,FL,32724,Volusia,(386) 738-5200,GV DELAND  LLC,170.0,FOR-PROFIT,6/24/21
11910377.0,5113.0,ASSISTED LIVING FACILITY,Grand Villa Of Delray East,14555 SIMS ROAD,Delray Beach,FL,33484,Palm Beach,(561) 496-1111,GVDB OPERATIONS  LLC,170.0,FOR-PROFIT,6/24/21
11968466.0,12362.0,ASSISTED LIVING FACILITY,Grand Villa Of Delray West,5859 HERITAGE PARK WAY,Delray Beach,FL,33484-8557,Palm Beach,(561) 499-7744,GV DELRAY WEST  LLC,167.0,FOR-PROFIT,6/24/21
11910770.0,5404.0,ASSISTED LIVING FACILITY,Grand Villa Of Dunedin,880 PATRICIA AV,Dunedin,FL,34698,Pinellas,(727) 734-4696,GV DUNEDIN  LLC,120.0,FOR-PROFIT,6/24/21
11911225.0,5501.0,ASSISTED LIVING FACILITY,Grand Villa Of Englewood,925 SOUTH RIVER ROAD,Englewood,FL,34223,Sarasota,(941) 474-8600,GV ENGLEWOOD LLC,216.0,FOR-PROFIT,6/24/21
11910091.0,6107.0,ASSISTED LIVING FACILITY,Grand Villa Of Lakeland,2111 LAKELAND HILLS BLVD,Lakeland,FL,33805-2905,Polk,(863) 688-1126,GV LAKELAND LLC,95.0,FOR-PROFIT,6/24/21
11910247.0,7301.0,ASSISTED LIVING FACILITY,Grand Villa Of Largo,750 STARKEY ROAD,Largo,FL,33771,Pinellas,(727) 586-0108,GV LARGO INC,143.0,FOR-PROFIT,6/24/21
11968003.0,11991.0,ASSISTED LIVING FACILITY,Grand Villa Of Melbourne,964 S HARBOUR CITY BLVD,Melbourne,FL,32901,Brevard,(321) 725-0300,GV MELBOURNE  INC,155.0,FOR-PROFIT,6/24/21
11953686.0,4832.0,ASSISTED LIVING FACILITY,Grand Villa Of New Port Richey,6120 CONGRESS STREET,New Port Richey,FL,34652,Pasco,(727) 848-3617,GV NEW PORT RICHEY  LLC,126.0,FOR-PROFIT,6/24/21
11910336.0,7460.0,ASSISTED LIVING FACILITY,Grand Villa Of Ormond Beach,535 NORTH NOVA ROAD,Ormond Beach,FL,32174,Volusia,(386) 673-5000,GV-ORMOND  LLC,115.0,FOR-PROFIT,6/24/21
11967189.0,11267.0,ASSISTED LIVING FACILITY,Grand Villa Of Palm Coast,100 MAGNOLIA TRACE WAY,Palm Coast,FL,32164-2382,Flagler,(386) 445-3500,GV PALM COAST  LLC,80.0,FOR-PROFIT,6/24/21
11942962.0,5487.0,ASSISTED LIVING FACILITY,Grand Villa Of Pinellas Park,8980 49TH ST N,Pinellas Park,FL,33782-5336,Pinellas,(727) 546-4053,GV PINELLAS PARK LLC,132.0,FOR-PROFIT,6/24/21
11942812.0,8261.0,ASSISTED LIVING FACILITY,Grand Villa Of Sarasota,730 SOUTH OSPREY AVENUE,Sarasota,FL,34236,Sarasota,(941) 955-4646,GV SARASOTA LLC,173.0,FOR-PROFIT,6/24/21
11968698.0,12561.0,ASSISTED LIVING FACILITY,Grand Villa Of St Petersburg,3600 34TH ST S,Saint Petersburg,FL,33711,Pinellas,(727) 350-5830,GV ST. PETE LLC,192.0,FOR-PROFIT,6/24/21
11964652.0,12365.0,ASSISTED LIVING FACILITY,Grandad Elderly Corp,7520 SW 108TH AVE,Miami,FL,33173-2718,Miami-Dade,(305) 338-9881,GRANDAD ELDERLY CORP,6.0,FOR-PROFIT,6/24/21
11967717.0,11727.0,ASSISTED LIVING FACILITY,Grandmother'S Home Care Corp,4651 NW 23RD CT,Miami,FL,33142-4615,Miami-Dade,(305) 638-7624,GRANDMOTHER'S HOME CARE CORP.,6.0,FOR-PROFIT,6/24/21
11967889.0,11868.0,ASSISTED LIVING FACILITY,Grandparents House Alf Inc,3890 SW CHAFFIN STREET,Port Saint Lucie,FL,34953,St. Lucie,(772) 879-9660,GRANDPARENTS HOUSE ALF INC,5.0,FOR-PROFIT,6/24/21
11964733.0,9275.0,ASSISTED LIVING FACILITY,Grandview Assisted Living Of North Florida Llc,3250 DOUGLAS FERRY ROAD,Bonifay,FL,32425,Washington,(850) 547-0692,GRANDVIEW ASSISTED LIVING OF NORTH FLORIDA  LLC,16.0,FOR-PROFIT,6/24/21
11932670.0,7371.0,ASSISTED LIVING FACILITY,Grandview Retirement Center,1706 E OLIVE ROAD,Pensacola,FL,32514-7553,Escambia,8504774929,RSL LIVING PENSACOLA LLC,85.0,FOR-PROFIT,6/24/21
11969262.0,13073.0,ASSISTED LIVING FACILITY,Grannie'S Home Alf Inc,5554 PENTAIL CIR,Tampa,FL,33625,Hillsborough,(813) 363-2530,GRANNIE'S HOME ALF INC,6.0,FOR-PROFIT,6/24/21
11968679.0,12558.0,ASSISTED LIVING FACILITY,Granny'S Garden Home Alf  Llc,11173 SW 112 TERRACE,Miami,FL,33176,Miami-Dade,(786) 250-3345,GARDENIA HOME ALF LLC,6.0,FOR-PROFIT,6/24/21
11969697.0,13511.0,ASSISTED LIVING FACILITY,Grannys Alf,3840 NW 184 ST,Miami Gardens,FL,33055,Miami-Dade,(305) 974-2590,GRANNY'S ALF,6.0,FOR-PROFIT,6/24/21
11969858.0,13597.0,ASSISTED LIVING FACILITY,Greater Carrollwood Alf,4007 HUDSON LN,Tampa,FL,33618,Hillsborough,(813) 808-6614,GREATER CARROLLWOOD ALF INC,6.0,FOR-PROFIT,6/24/21
11967964.0,11922.0,ASSISTED LIVING FACILITY,Green Acres Alf,2644 FRITZKE RD,Dover,FL,33527-3433,Hillsborough,(813) 986-6157,GREEN ACRES ASSISTED LIVING CORPORATION,6.0,FOR-PROFIT,6/24/21
11965497.0,9844.0,ASSISTED LIVING FACILITY,Green Gables Assisted Living,1934 22ND AVENUE,Vero Beach,FL,32966,Indian River,(772) 794-1277,FAMILY EXTENDED CARE OF VERO BEACH  INC.,32.0,NOT-FOR-PROFIT,6/24/21
11968725.0,12577.0,ASSISTED LIVING FACILITY,Green Life Assisted Living Facility Llc,840 SW 8TH STREET,Pompano Beach,FL,33060,Broward,(855) 331-6615,GREEN LIFE ASSISTED LIVING FACILITY  LLC,71.0,FOR-PROFIT,6/24/21
11968958.0,12805.0,ASSISTED LIVING FACILITY,Green Street Alf  Corp,12262 SW 250 TERR,Miami,FL,33032,Miami-Dade,(786) 274-0144,GREEN STREET ALF  CORP,6.0,FOR-PROFIT,6/24/21
11911279.0,5578.0,ASSISTED LIVING FACILITY,Green Tree Assisted Living  Llc,8207 FOREST CITY ROAD,Orlando,FL,32810,Orange,(407) 295-4861,GREEN TREE ASSISTED LIVING  LLC,76.0,FOR-PROFIT,6/24/21
11910231.0,6645.0,ASSISTED LIVING FACILITY,Greenbriar Manor,7555 131 ST NO,Seminole,FL,33776,Pinellas,(727) 398-0880,ROY S BRITO,12.0,FOR-PROFIT,6/24/21
11964457.0,9202.0,ASSISTED LIVING FACILITY,Greenbriar Retirement Home,3615 MCNEIL ROAD,Apopka,FL,32703,Seminole,(407) 292-6771,BAGSIYAO CORPORATION,25.0,FOR-PROFIT,6/24/21
11932406.0,8051.0,ASSISTED LIVING FACILITY,Greenleaf Assisted Living  Llc,509 WEST VERONA STREET,Kissimmee,FL,34741,Osceola,(407) 931-3995,KONA PROPERTIES  LLC,75.0,FOR-PROFIT,6/24/21
11964204.0,8885.0,ASSISTED LIVING FACILITY,Greenwood Place,2680 CROTON ROAD,Melbourne,FL,32935,Brevard,(321) 255-5443,AMERICAN EAGLE EAU GALLIE LLC,80.0,FOR-PROFIT,6/24/21
11967658.0,11658.0,ASSISTED LIVING FACILITY,Greynolds Assisted Living Facility,3010 GREYNOLDS AVENUE,Spring Hill,FL,34608,Hernando,(352) 346-6970,GREYNOLDS ASSISTED LIVING FACILITY LLC,5.0,FOR-PROFIT,6/24/21
11910299.0,89.0,ASSISTED LIVING FACILITY,Groves At Alliance Community (The),638 SOUTH WOODLAND BLVD,Deland,FL,32720,Volusia,(386) 734-3481,THE ALLIANCE COMMUNITY FOR RETIREMENT LIVING  INC.,54.0,NOT-FOR-PROFIT,6/24/21
