Facility ID,Facility Name,Street,City,State,Zip Code,Phone Number,County,Contact Last Name,Contact First Name,Corporate Name,Licensee Last Name,Licensee First Name,Mailing Contact Last Name,Mailing Contact First Name,Mailing Street,Mailing City,Mailing State,Mailing Zip Code,Licensee Phone Number,Class,Gender,Capacity,Low Rate,High Rate,Date Probationary Issued,Date Regular Issued,Waiver Certified Independent CBRF Apartments,Traumatic Brain Injury,Terminally Ill,Public Funding,Pregnant Women/Counselling,Physically Disabled,Irreversible Dementia/Alzeimers,Emotionally Disturbed/Mental Illness,Developmentally Disabled,Correctional Clients,Alcohol Drug/Dependent,Advanced Aged,HCBS Compliant
0010007,OHIO ST FAMILY HOME,1223 OHIO ST,RACINE,WI,53405-,(262) 456-1246,RACINE,KNIBBS,CYLINTIA,,KNIBBS,CYLINTIA,KNIBBS,CYLINTIA,1223 OHIO ST,,WI,53405-,(262) 456-1246,AFH,B,4,"$2,500.00","$4,000.00",,1-Mar-04,,X,,,,X,X,X,X,,,X,X
0012467,OLIVER ADULT FAMILY HOME,4845 NATURE TRAIL,RACINE,WI,53403-,(262) 554-6165,RACINE,OLIVER,CONNIE,,OLIVER,CONNIE,OLIVER,CONNIE,4845 NATURE TRAIL,,WI,53403-,(262) 554-6165,AFH,B,4,"$3,000.00","$9,000.00",,21-Aug-08,,,,X,,X,,,X,,,X,X
0016257,OPEN ARMS 20 LLC,1621 VIRGINIA ST,RACINE,WI,53403,(262) 456-4259,RACINE,DUKQUITS,LYNETTE,OPEN ARMS 20 LLC,QEDAN,BASHAR,QEDAN,BASHAR,5335 TAYLOR AVE,,WI,53403,(414) 915-8588,AFH,B,4,,"$5,999.00",,15-Aug-16,,X,X,X,,X,X,X,X,,X,X,X
0016387,OPEN ARMS 20 LLC GREAT ELMS,3519 GREAT ELMS LN,RACINE,WI,53405,(262) 456-2459,RACINE,DUKQUITS,LYNETTE,OPEN ARMS 20 LLC,QEDAN,BASHAR,QEDAN,BASHAR,5335 TAYLOR AVE,,WI,53403,(414) 915-8588,NONAMBULATORY,B,4,,"$5,999.00",,10-Nov-16,,X,X,,,X,X,X,X,,X,X,X
0016388,OPEN ARMS 20 LLC TAYLOR,3200 TAYLOR AVE,RACINE,WI,53405,(262) 456-2459,RACINE,DUKQUITS,LYNETTE,OPEN ARMS 20 LLC,QEDAN,BASHAR,QEDAN,BASHAR,5335 TAYLOR AVE,,WI,53403,(414) 915-8588,NONAMBULATORY,B,4,,"$5,999.00",,9-Nov-16,,X,X,,,X,X,X,X,,X,X,X
0017292,OPEN ARMS ASSISTED LIVING,5422 WESTMORE DR,RACINE,WI,53406,(414) 915-8588,RACINE,DUKQUITS,LYNETTE,OPEN ARMS 20 LLC,QEDAN,BASHAR,QEDAN,BASHAR,5335 TAYLOR AVE,,WI,53403,(414) 915-8588,NONAMBULATORY,B,4,,"$6,975.00",,24-Sep-18,,X,X,,,X,X,X,X,,X,X,X
0017826,OPEN ARMS ASSISTED LIVING,3205 WHEELOCK DRIVE,RACINE,WI,53403,(262) 221-2222,RACINE,DUKQUITS,LYNETTE,OPEN ARMS 20 LLC,QEDAN,BASHAR,QEDAN,BASHAR,6233 BANKERS RD STE 3,,WI,53403,(414) 915-8588,NONAMBULATORY,B,4,"$5,996.00","$6,975.00",,6-Feb-20,,X,X,,,X,X,X,X,,X,X,X
0017153,OPEN ARMS ASSISTED LIVING,3240 WHEELOCK,RACINE,WI,53405,(414) 915-8588,RACINE,DUKQUITS,LYNETTE,OPEN ARMS 20 LLC,QEDAN,BASHAR,QEDAN,BASHAR,5335 TAYLOR AVE,,WI,53403,(414) 915-8588,NONAMBULATORY,B,4,"$6,779.00","$8,879.00",,21-Jun-18,,X,X,,,X,X,X,X,,X,X,X
0017894,OPEN ARMS ASSISTED LIVING,3528 DUCHESS DRIVE,RACINE,WI,53406,(414) 915-8588,RACINE,DUKQUITS,LYNETTE,OPEN ARMS 20 LLC,QEDAN,BASHAR,QEDAN,BASHAR,5335 TAYLOR AVE,,WI,53403,(414) 915-8588,NONAMBULATORY,B,4,"$5,996.00","$6,975.00",,30-Oct-19,,X,X,,,X,X,X,X,,X,X,X
0016415,ORCHARD ADULT FAMILY HOME LLC,2114 ORCHARD ST,RACINE,WI,53405,(262) 880-1873,RACINE,CONNER,COURTNEY,ORCHARD ADULT FAMILY HOME LLC,CONNER,COURTNEY,CONNER,COURTNEY,2706 Chicory Rd.,,WI,53405,(262) 880-1873,NONAMBULATORY,B,4,"$6,000.00",,,2-Mar-17,,X,X,,,X,X,X,X,,,X,
0009180,PARADISE HOUSE,3410 STRATFORD AVE,RACINE,WI,53402-,(262) 639-6940,RACINE,ANDERSEN,ANGELA,COMMUNITY CONNECTION LLC,ANDERSEN,ANGELA,,,5225 N IRONWOOD LA STE 116,,WI,53402-,(414) 906-1915,AFH,B,4,"$5,735.00","$5,735.00",,3-Jan-01,,,,X,,,,,X,,,,X
0016953,PEACEFUL LIVING HOMES LLC,905 3 MILE RD,RACINE,WI,53402,(262) 488-1553,RACINE,SIMMONS,ROBERTA,CHAVOURS JR JOSEPH,CHAVOURS JR,JOSEPH,CHAVOURS JR,JOSEPH,1718 LASALLE ST,,WI,53402,(262) 488-1553,AMBULATORY,B,4,"$6,140.00","$7,400.00",,19-Jul-18,,,,,,,,,X,,,X,X
390092,PHOENIX HOUSE,129 SHEFFIELD DR,RACINE,WI,53402-,(262) 639-5832,RACINE,ANDERSEN,ANGELA,COMMUNITY CONNECTION LLC,ANDERSEN,ANGELA,,,5225 N IRONWOOD LA STE 116,,WI,53402-,(414) 906-1915,AFH,M,4,"$4,560.00","$4,560.00",,31-May-96,,,,X,,,,,X,,,,
0016756,PRICELESS TIME ADULT FAMILY HOME IV,1663 RUSSET STREET,RACINE,WI,53405,(262) 598-4562,RACINE,BURGESS,LUCY,PRICELESS TIME ADULT FAMILY HOME LLC,BURGESS,LUCY,BURGESS,LUCY,P O BOX 85157,,WI,53406,(262) 598-4562,NONAMBULATORY,B,4,"$5,000.00","$15,000.00",,15-Aug-17,,X,X,,,X,X,X,X,,X,X,X
0015024,PRICELESS TIME ADULT FAMILY HOME LLC,1819 BLAKE AVENUE,RACINE,WI,53404-,(262) 994-3821,RACINE,BURGESS,LUCY,PRICELESS TIME ADULT FAMILY HOME LLC,BURGESS,LUCY,BURGESS,LUCY,PO BOX 085157,,WI,53404-,(262) 598-4562,AFH,B,4,"$4,000.00","$15,000.00",,8-May-14,,X,X,X,,X,X,X,X,,,X,X
0016871,PRIDE AND JOY ADULT FAMILY GROUP HOME LLC,2807 DONNA AVE,RACINE,WI,53404,(262) 880-6019,RACINE,MOORE,KEYOSHA,HUNTING FOR MORE LOVE LLC,MOORE,KEYOSHA,MOORE,KEYOSHA,15924 Winston Point,,TX,77084,(262) 880-6019,AMBULATORY,B,4,"$3,500.00","$5,000.00",,5-Jan-18,,,,,,X,X,X,X,,,X,
0017911,PROFESSIONAL CARE GROUP RACINE LLC,1708 ARCTURUS AVE,RACINE,WI,53404,(414) 617-5848,RACINE,ROBERTS,SHIELA,PROFESSIONAL CARE GROUP RACINE LLC,ROBERTS,SHIELA,ROBERTS,SHIELA,7107 FLORIST AVENUE,,WI,53218,(414) 617-5848,NONAMBULATORY,B,3,"$3,000.00","$6,000.00",,25-Aug-20,,,X,,,X,X,,,,,X,X
0017198,PROFESSIONAL CARE GROUP RACINE LLC,3010 16TH STREET,RACINE,WI,53405,(414) 617-5848,RACINE,ROBERTS,SHIELA,PROFESSIONAL CARE GROUP RACINE LLC,ROBERTS,SHIELA,ROBERTS,SHIELA,7107 W FLORIST AVE,,WI,53218,(414) 617-5848,AMBULATORY,F,4,"$3,000.00","$6,000.00",,5-Oct-18,,,,X,,,X,,X,,,X,X
0016090,QUALITY CARE ADULT FAMILY HOME II,1508 RUSSET ST,RACINE,WI,53405,(262) 456-7447,RACINE,JOHNSON,KIMBERLY,QUALITY CARE ADULT FAMILY HOME LLC,JOHNSON,KIMBERLY,JOHNSON,KIMBERLY,1916 SATURN AVE,,WI,53404,(262) 721-8933,AFH,B,3,"$7,000.00","$9,500.00",,30-Jun-16,,X,,,,X,X,X,X,,,,X
0015833,QUALITY CARE ADULT FAMILY HOME LLC,1916 SATURN AVE,RACINE,WI,53404,(262) 583-4593,RACINE,JOHNSON,KIMBERLY,QUALITY CARE ADULT FAMILY HOME LLC,JOHNSON,KIMBERLY,JOHNSON,KIMBERLY,1916 SATURN AVE,,WI,53404,(262) 721-8933,AFH,B,3,"$6,000.00","$9,500.00",,19-Oct-15,,X,,X,,X,X,X,X,,,,X
0013736,R JOHNSON HERITAGE HOMES,1209 NEWMAN RD,RACINE,WI,53406-,(262) 939-5000,RACINE,JOHNSON,RACHEL,"HERITAGE HOMES LIVING, LLC",JOHNSON,RACHEL,JOHNSON,RACHEL,1209 NEWMAN RD,,WI,53406-,(262) 939-5000,AFH,B,4,"$3,048.54","$5,063.54",,13-May-11,,X,,X,,,X,X,X,,,X,X
0016563,ROOTS RESIDENTIAL ADULT FAMILY HOME LLC,1901 FAIRVIEW TERRACE,RACINE,WI,53402,(262) 631-3668,RACINE,TAYLOR,JERODD,ROOTS RESIDENTIAL ADULT FAMILY HOME LLC,TAYLOR,JERODD,GOUDY,ERICKA,1100 NORTH MAIN ST,,WI,53402,(262) 631-3668,AMBULATORY,B,4,"$4,000.00","$7,000.00",,1-May-17,,X,X,,,X,X,X,X,X,X,X,
0016564,ROOTS RESIDENTIAL ADULT FAMILY HOME LLC,1936 FRANKLIN,RACINE,WI,53403,(262) 631-3668,RACINE,TAYLOR,JERODD,ROOTS RESIDENTIAL ADULT FAMILY HOME LLC,TAYLOR,JERODD,GOUDY,ERICKA,1100 NORTH MAIN ST,,WI,53402,(262) 631-3668,AMBULATORY,B,4,"$4,000.00","$7,000.00",,1-May-17,,X,X,,,X,X,X,X,X,X,X,
0016022,ROOTS RESIDENTIAL ADULT FAMILY HOMES LLC-Lower Uni,1715 LASALLE STREET-LOWER,RACINE,WI,53402,(262) 456-4144,RACINE,MCINTOSH,ANTWAIN,ROOTS RESIDENTIAL ADULT FAMILY HOMES LLC,TAYLOR,JERODD,GOUDY,ERICKA,1100 NORTH MAIN ST,,WI,53402,(262) 631-3668,AFH,B,3,"$4,000.00","$7,000.00",,4-Aug-16,,,,,,,,X,X,,,,
0016034,ROOTS RESIDENTIAL ADULT FAMILY HOMES LLC-UPPER,1715 LASALLE STREET UPPER,RACINE,WI,53402,(262) 456-4144,RACINE,MCINTOSH,ANTWAIN,ROOTS RESIDENTIAL ADULT FAMILY HOMES LLC,TAYLOR,JERODD,GOUDY,ERICKA,1100 NORTH MAIN ST,,WI,53402,(262) 631-3668,AFH,B,4,"$4,000.00","$7,000.00",,4-Aug-16,,X,X,,,X,X,X,X,X,X,X,
0014832,SAFE HARBOUR HOMES II LLC,3219 BARBARA DRIVE,RACINE,WI,53404-,(262) 770-4909,RACINE,SCHLAGEL,LANA,"SAFE HARBOUR HOMES, LLC",DAVIS JR,WALTER,DAVIS,WALTER,8517 IVANHOE PLACE,,WI,53404-,(262) 930-6497,AFH,B,4,"$3,875.00","$5,425.00",,4-Dec-13,,,,X,,X,X,,,,,X,X
0015821,SAFE HARBOUR HOMES III,1103 JACKSON PLACE,RACINE,WI,53406,(262) 930-6497,RACINE,SCHLAGEL,LANA,SAFE HARBOUR HOMES LLC,WALTER,DAVIS JR,DAVIS,WALTER,8517 IVANHOE PLACE,,WI,53177,(262) 822-0723,AFH,,4,"$3,875.00","$5,500.00",,16-Nov-15,,,,X,,X,X,,,,,X,X
0015822,SAFE HARBOUR HOMES IV,1105 JACKSON PLACE,RACINE,WI,53406,(262) 930-6497,RACINE,SCHLAGEL,LANA,SAFE HARBOUR HOMES LLC,WALTER,DAVIS JR,WALTER,DAVIS,8517 IVANHOE PLACE,,WI,53177,(262) 822-0723,AFH,B,4,"$3,875.00","$5,500.00",,16-Nov-15,,,,X,,X,X,,,,,X,X
0014831,SAFE HARBOUR HOMES LLC,5224 16TH STREET,RACINE,WI,53403-,(262) 770-4909,RACINE,SCHLAGEL,LANA,"SAFE HARBOUR HOMES, LLC",DAVIS JR,WALTER,DAVIS,WALTER,8517 IVANHOE PLACE,,WI,53403-,(262) 930-6497,AFH,B,4,"$3,875.00","$5,425.00",,5-Dec-13,,,,X,,X,X,,,,,X,X
0015573,SERENITY ON OSBORNE,3700 OSBORNE BLVD,RACINE,WI,53405,(404) 414-0237,RACINE,WALKER,CHERYL,,FRANKLIN,RAUSHANAH,WALKER,CHERYL,3700 OSBORNE BLVD,,WI,53405,(404) 414-0237,AFH,B,4,"$2,500.00","$6,000.00",,18-May-15,,,,,,,X,X,X,,,X,X
0017525,SINCERE CARE ADULT FAMILY HOME,3119 WINDSOR DR,RACINE,WI,53404,(262) 994-9734,RACINE,ASSAD,SAHAR,SINCERE CARE ADULT FAMILY HOMES LLC,ASSAD,SAHAR,ASSAD,SAHAR,3611 MONICA DR,,WI,53126,(262) 994-9734,AMBULATORY,B,3,"$3,000.00","$10,000.00",,12-Jul-19,,X,X,,,X,X,X,X,X,X,X,X
0016816,ST REGIS MANOR AFH,3507 16TH STREET,RACINE,WI,53405,(262) 583-2288,RACINE,YOUNG,DARIUS,ST REGIS MANOR AFH LLC,YOUNG,DARIUS,YOUNG,DARIUS,4316 16TH STREET,,WI,53405,(262) 748-6445,NONAMBULATORY,B,4,"$7,440.00","$10,000.00",,23-Oct-17,,X,,,,X,X,X,X,,,X,X
0014526,TIME TO TREASURE AFH 3 S CORPORATION,2209 PROSPECT STREET,RACINE,WI,53406-,(262) 634-3266,RACINE,YOUNG,EDNA J,TIME TO TREASURE AFH S CORPORATION,YOUNG,EDNA J,YOUNG,EDNA J,P O BOX 597,,WI,53406-,(262) 880-7036,AFH,M,4,"$5,000.00","$10,000.00",,19-Feb-13,,X,,,,,,X,X,X,,X,X
0014527,TIME TO TREASURE AFH 4 S CORPORATION,842 PARK AVENUE,RACINE,WI,53403-,(262) 636-0082,RACINE,YOUNG,EDNA J,TIME TO TREASURE AFH S CORPORATION,YOUNG,EDNA J,YOUNG,EDNA J,P O BOX 597,,WI,53403-,(262) 880-7036,AFH,B,3,"$5,000.00","$10,000.00",,19-Feb-13,,X,X,,,,X,X,X,,,X,X
0014528,TIME TO TREASURE AFH 5 S CORPORATION,5230 BISCAYNE AVE,RACINE,WI,53406-,(262) 554-7425,RACINE,YOUNG,EDNA J,TIME TO TREASURE AFH S CORPORATION,YOUNG,EDNA J,YOUNG,EDNA J,P O BOX 597,,WI,53406-,(262) 880-7036,AFH,F,3,"$5,000.00","$10,000.00",,19-Feb-13,,X,,X,,,X,X,X,X,,X,X
0014529,TIME TO TREASURE AFH 6 S CORPORATION,5232 BISCAYNE AVE,RACINE,WI,53406-,(262) 800-3406,RACINE,YOUNG,EDNA J,TIME TO TREASURE AFH S CORPORATION,YOUNG,EDNA J,YOUNG,EDNA J,P O BOX 597,,WI,53406-,(262) 880-7036,AFH,M,3,"$5,000.00","$10,000.00",,19-Feb-13,,X,,,,,X,X,X,X,,X,X
0013658,TORGERSON ADULT FAMILY HOME,4381 S PINE RIDGE CR,RACINE,WI,53403-,(262) 598-0213,RACINE,TORGERSON,JILL,,TORGERSON,JILL,TORGERSON,JILL,4381 S PINE RIDGE CR,,WI,53403-,(262) 598-0231,AFH,B,4,"$5,061.00","$5,521.00",,28-Mar-11,,X,,,,X,X,X,X,,,X,X
0014556,TRINITY ADULT FAMILY HOME,925 CRAB TREE LANE,RACINE,WI,53406-,(262) 637-4388,RACINE,WEATHER,DYLAND,FAITH COMMUNITY ADULT GROUP HOME LLC,WEATHER     DYLAND,WATSON  DONALD,WATSON,DONALD,115 ALGONQUIN ST,,MI,53406-,(262) 989-0232,AFH,B,4,"$4,582.11","$5,631.46",,18-Apr-13,,X,,X,,,,X,X,,X,X,X
0010761,TRUE LIFE HOMES I,5532 BYRD AVE,RACINE,WI,53406-,(262) 634-7320,RACINE,RODRIGUEZ,MARIA,TRUE LIFE HOMES LLC,RODRIGUEZ,MARIA,RODRIGUEZ,MARIA,2035 LATHROP AVE,,WI,53406-,(262) 456-0880,AFH,M,4,"$2,500.00","$4,000.00",,21-Dec-04,,X,,X,,,,,X,,,X,X
0011524,TRUE LIFE HOMES II,920 SOUTH ST,RACINE,WI,53402-,(262) 456-4191,RACINE,RODRIGUEZ,MARIA,TRUE LIFE HOMES LLC,RODRIGUEZ,MARIA,RODRIGUEZ,MARIA,2035 LATHROP AVE,,WI,53402-,(262) 456-0880,AFH,B,4,"$6,000.00","$24,000.00",,18-Oct-06,,X,,,,X,,,X,,,,X
0012374,TRUE LIFE HOMES III,2620 JEAN AVE,RACINE,WI,53404-,(262) 456-2173,RACINE,RODRIGUEZ,DANIEL/MARIA,TRUE LIFE HOMES LLC,RODRIGUEZ,MARIA,RODRIGUEZ,DANIEL,2035 LATHROP AVE,,WI,53404-,(262) 456-0880,AFH,B,4,"$3,000.00","$8,000.00",,12-Jun-08,,X,,,,X,,,X,,,,X
0012442,TRUE LIFE HOMES LLC,621 THUNDERBIRD DR,RACINE,WI,53402-,(262) 456-0880,RACINE,RODRIGUEZ,DAN/MARIA,TRUE LIFE HOMES LLC,RODRIGUEZ,MARIA,RODRIGUEZ,DAN/MARIA,2035 LATHROP AVE,,WI,53402-,(262) 456-2173,AFH,B,4,"$5,000.00","$6,100.00",,25-Sep-08,,X,,,,,,,X,,,,X
0013227,TRUE LIFE HOMES LLC V,2428 JEAN AVE,RACINE,WI,53404-,(262) 456-0880,RACINE,RODRIGUEZ,MARIA D,TRUE LIFE HOMES LLC,RODRIGUEZ,MARIA D,RODRIGUEZ,MARIA D,2035 LATHROP AVE,,WI,53404-,(262) 456-0880,AFH,B,4,"$6,000.00","$24,000.00",,6-May-10,,X,,,,,X,X,X,,,X,X
0012076,VISIONS OF LIFE LLC,7925 DANIEL CT,RACINE,WI,53406-,(262) 554-0142,RACINE,BEDFORD,SHALANDA,VISIONS OF LIFE LLC,BEDFORD,SHALANDA,BEDFORD,SHALANDA,PO BOX 085782,,WI,53406-5782,(262) 898-1201,AFH,B,4,"$2,500.00","$5,000.00",,6-Sep-07,,X,,X,,X,X,X,X,X,X,X,X
0013258,VISIONS OF LIFE LLC II,3857 LAKEVIEW DR,RACINE,WI,53403-,(262) 554-0142,RACINE,MCMILLIAM,MARNICKA,VISIONS OF LIFE LLC,BEDFORD,SHALANDA,BEDFORD,SHALANDA,P O BOX 085782,,WI,53403-5782,(262) 898-1216,AFH,B,4,"$3,000.00","$5,000.00",,27-May-10,,X,,X,,X,X,X,X,X,X,X,X
0014876,VISIONS OF LIFE LLC III,3509 S GREEN BAY ROAD,RACINE,WI,53406-,(262) 554-9566,RACINE,BEDFORD,SHALANDA,"VISIONS OF LIFE, LLC",BEDFORD,SHALANDA,BEDFORD,SHALANDA,PO BOX 085782,,WI,53406-,(262) 554-9566,AFH,B,4,"$3,000.00","$6,000.00",,10-Dec-13,,X,X,X,,X,X,X,X,X,X,X,X
0014770,VISIONS OF LIFE LLC IV,6545 LINCOLNSHIRE DR,RACINE,WI,53403-,(262) 552-2955,RACINE,BEDFORD,SHALANDA,VISIONS OF LIFE LLC,BEDFORD,SHALANDA,BEDFORD,SHALANDA,PO BOX 085782,,WI,53403-,(262) 554-9566,NONAMBULATORY,B,4,"$3,000.00","$6,000.00",,3-Oct-13,,X,X,X,,X,X,X,X,X,X,X,X
0016602,VISTA VILLAGE LIVING CENTER II,2820 INDIANA STREET,RACINE,WI,53405,(262) 721-6653,RACINE,MORRIS,ALICIA,VISTA VILLAGE LIVING CENTER LLC,WILLIAMS,LORRAINE,BEECHUM,DAROLD,1900 LATHROP,,WI,53405,(262) 210-6960,AMBULATORY,B,4,"$3,500.00","$15,000.00",,17-Apr-17,,X,X,,,X,X,X,X,,X,X,
0014302,VISTA VILLAGE LIVING CENTER LLC,2040 FRANKLIN ST,RACINE,WI,53403-,(262) 833-5027,RACINE,BEECHUM,DAROLD,VISTA VILLAGE LIVING CENTER LLC,WILLIAMS,LORRAINE,Beechum,Darold,1900 Lathrop,,WI,53403-,(262) 210-6960,AFH,B,4,"$3,500.00","$15,000.00",,15-Oct-12,,X,X,,,X,X,X,X,,X,X,X
0017291,VISTA VILLAGE LIVING CENTER V,2047 INDIANA ST,RACINE,WI,53403,(262) 770-4007,RACINE,BEECHUM,DAROLD,VISTA VILLAGE LIVING CENTER LLC,WILLIAMS,LORRAINE,Beechum,Darold,1900 Lathrop,,WI,53405,(262) 210-6960,AMBULATORY,B,4,"$4,000.00","$12,000.00",,24-Jan-19,,X,X,,,X,X,X,X,,X,X,
0014871,WILLIAMS COMPASSIONATE CARE MANOR LLC,601 SYDNEY DRIVE,RACINE,WI,53402-,(262) 456-7873,RACINE,EPPS,PERE A.,"WILLIAMS COMPASSIONATE CARE MANOR, LLC",WILLIAMS,ROBERT G.,WILLIAMS,ROBERT G.,601 SYDNEY DRIVE,,WI,53402-,(262) 456-7873,AFH,B,4,"$4,500.00","$8,000.00",,4-Sep-14,,,X,X,,,X,X,X,,,X,X
0017604,WISCONSIN LIVING LLC (THE),3336 10TH AVE,RACINE,WI,53402,(262) 391-2706,RACINE,SIVANANTHAN,SUREN,THE WISCONSIN LIVING LLC,SIVANANTHAN,SUREN,SIVANANTHAN,SUREN,18120 PRAIRIE FALCON LN,,WI,53045,(262) 391-2706,AMBULATORY,B,4,"$4,000.00","$8,500.00",,1-Jul-19,,X,X,,,X,X,X,X,,X,X,X
0009255,KWASIGROCH FAMILY CARE HOME,29312 WASHINGTON AVE,ROCHESTER,WI,53167-,(262) 534-3355,RACINE,KWASIGROCH,SUE,SUE KWASIGROCH,KWASIGROCH,SUE,KWASIGROCH,SUE,PO BOX 661,,WI,53167-,(262) 534-3355,AFH,M,4,"$1,500.00","$7,000.00",,1-Aug-01,,,,,,X,,,X,,,,X
0012193,ALPHA HOMES OF WISCONSIN XIX,8917 CITADEL TERRACE,STURTEVANT,WI,53177-,(262) 886-3328,RACINE,DUFFECK,DAVID,ALPHA HOMES OF WISCONSIN INC,DUFFECK,DAVID& VALERIE,DUFFECK,DAVID,6216 WASHINGTON AVE SUITE D,,WI,53177-,(262) 886-3328,AFH,B,4,"$5,910.00","$7,710.00",,20-Nov-08,,X,,X,,X,,,X,,,,X
0010747,ALPHA HOMES OF WISCONSIN XVII,3657 MERLIN CT,STURTEVANT,WI,53177-,(262) 886-3328,RACINE,DUFFECK,DAVID,ALPHA HOMES OF WISCONSIN INC,DUFFECK,DAVID & VALERIE,DUFFECK,DAVID,6216 WASHINGTON AVE SUITE D,,WI,53177-,(262) 886-3328,AFH,B,4,"$5,700.00","$5,700.00",,26-May-05,,X,,X,,X,,,X,,,,X
0016993,CELESTIAL TOUCH HOME HEALTH CARE LLC,3516 S KENNEDY DR,STURTEVANT,WI,53177,(262) 583-2113,RACINE,UCHEGBU,CHINYERE,CELESTIAL TOUCH HOME HEALTH CARE LLC,UCHEGBU,CHINYERE,UCHEGBU,CHINYERE,3516 S KENNEDY DR,,WI,53177,(262) 705-3602,AMBULATORY,B,4,"$4,250.00","$6,250.00",,25-Jan-18,,,X,,,X,,,X,,,X,
0016807,OPEN ARMS 20 LLC,9430 JASMINE CT,STURTEVANT,WI,53177,(414) 519-8588,RACINE,DUKQUITS,LYNETTE,OPEN ARMS 20 LLC,QEDAN,BASHAR,QEDAN,BASHAR,5335 TAYLOR AVE,,WI,53403,(414) 519-8588,NONAMBULATORY,B,4,,"$6,975.00",,3-Aug-17,,X,X,,,X,X,X,X,,X,X,X
0016806,OPEN ARMS 20 LLC,3648 91ST PLACE,STURTEVANT,WI,53177,(414) 519-8588,RACINE,DUKQUITS,LYNETTE,OPEN ARMS 20 LLC,QEDAN,BASHAR,QEDAN,BASHAR,5335 TAYLOR AVE,,WI,53403,(414) 519-8588,NONAMBULATORY,B,4,,"$6,975.00",,3-Aug-17,,X,X,,,X,X,X,X,,X,X,X
0016805,OPEN ARMS 20 LLC,3708 91ST PLACE,STURTEVANT,WI,53177,(414) 519-2588,RACINE,DUKQUITS,LYNETTE,OPEN ARMS 20 LLC,QEDAN,BASHAR,QEDAN,BASHAR,5335 TAYLOR AVE,,WI,53403,(414) 915-8588,NONAMBULATORY,B,4,,"$6,975.00",,3-Aug-17,,X,X,,,X,X,X,X,,X,X,X
0017505,OPEN ARMS ASSISTED LIVING,9348 ANGELICA DR,STURTEVANT,WI,53177,(414) 915-8588,RACINE,DUKQUITS,LYNETTE,OPEN ARMS 20 LLC,QEDAN,BASHAR,QEDAN,BASHAR,5335 TAYLOR AVE,,WI,53403,(414) 915-8588,NONAMBULATORY,B,4,,"$6,975.00",,18-Mar-19,,X,X,,,X,X,X,X,,X,X,X
0017506,OPEN ARMS ASSISTED LIVING,9008 CHICKORY CREEK DR,STURTEVANT,WI,53177,(414) 915-8588,RACINE,DUKQUITS,LYNETTE,OPEN ARMS 20 LLC,QEDAN,BASHAR,QEDAN,BASHAR,5335 TAYLOR AVE,,WI,53403,(414) 915-8588,NONAMBULATORY,B,4,,"$6,975.00",,18-Mar-19,,X,X,,,X,X,X,X,,X,X,X
0017549,OPEN ARMS ASSISTED LIVING ANGELICA 2,9311 ANGELICA DR,STURTEVANT,WI,53177,(414) 915-8588,RACINE,DUKQUITS,LYNETTE,OPEN ARMS 20 LLC,QEDAN,BASHAR,QEDAN,BASHAR,5335 TAYLOR AVE,,WI,53403,(414) 915-8588,NONAMBULATORY,B,4,,"$6,975.00",,6-Jun-19,,X,X,,,X,X,X,X,,X,X,X
0017548,OPEN ARMS ASSISTED LIVING HAWTHORNE,3653 95TH PLACE,STURTEVANT,WI,53177,(414) 915-8588,RACINE,DUKQUITS,LYNETTE,OPEN ARMS 20 LLC,QEDAN,BASHAR,QEDAN,BASHAR,5335 TAYLOR AVE,,WI,53403,(414) 915-8588,NONAMBULATORY,B,4,,"$6,975.00",,6-Jun-19,,X,X,,,X,X,X,X,,X,X,X
0015969,PRICELESS TIME ADULT FAMILY HOME II,2015 90TH STREET,STURTEVANT,WI,53177,(262) 598-4562,RACINE,BURGESS,LUCY,PRICELESS TIME ADULT FAMILY HOME LLC,BURGESS,LUCY,BURGESS,LUCY,PO BOX 085157,,WI,53406,(262) 598-4662,AFH,B,3,"$5,589.00","$17,050.00",,16-Mar-16,,X,X,X,,X,X,X,X,,,X,X
0016290,CARE AND COMFORT 2 ADULT FAMILY HOME,6111 E WIND LAKE RD,UNION GROVE,WI,53182,(262) 895-0113,RACINE,Schoo,Jessica,CARE AND COMFORT ADULT FAMILY HOME LLC,KARLESKY,ROBERT,Schoo,Jessica,6111 E WIND LAKE RD,,WI,53182,(847) 344-9901,AMBULATORY,B,4,"$6,080.00","$7,130.00",,13-Dec-16,,X,,X,,X,X,X,X,,X,X,
0015063,CARE AND COMFORT ADULT FAMILY HOME LLC,6109 E WIND LAKE ROAD,UNION GROVE,WI,53182-,(262) 895-0152,RACINE,Schoo,jessica,CARE AND COMFORT ADULT FAMILY HOME LLC,KARLESKY,ROBERT P,Schoo,Jessica,6109 E WIND LAKE ROAD,,WI,53182-,(847) 344-9901,AFH,B,4,"$6,080.00","$6,080.00",,13-May-14,,X,,X,,X,,X,X,,X,,X
0017128,JEAN MANOR,1344 JEAN ST,UNION GROVE,WI,53182,(262) 864-4283,RACINE,BURSEK,REBECCA,JAMES CARES LLC,SVENDSEN,DUSTIN,SVENDSEN,DUSTIN,PO Box 84,,WI,53182,(262) 939-3443,AMBULATORY,B,4,"$3,700.00","$5,700.00",,10-May-18,,,,,,X,,,X,,,X,X
