Facility ID,Facility Name,Street,City,State,Zip Code,Phone Number,County,Contact Last Name,Contact First Name,Corporate Name,Licensee Last Name,Licensee First Name,Mailing Contact Last Name,Mailing Contact First Name,Mailing Street,Mailing City,Mailing State,Mailing Zip Code,Licensee Phone Number,Class,Gender,Capacity,Low Rate,High Rate,Date Probationary Issued,Date Regular Issued,Region,Waiver Certified Independent CBRF Apartments,Traumatic Brain Injury,Terminally Ill,Public Funding,Pregnant Women Counselling,Physically Disabled,Irreversible Dementia Alzeimers,Emotionally Disturbed Mental Illness,Developmentally Disabled,Correctional Clients,Alcohol Drug Dependent,Advanced Aged,HCBS Compliant
17987,WILLOW BROOK COMMUNITY BASED RESIDENTIAL FACILITY,N36655 COUNTY ROAD QQQ,WHITEHALL,WI,54773,(715) 538-4518,TREMPEALEAU,RIETMANN,SHELLY,TREMPEALEAU COUNTY HEALTH CARE CENTER,DEETZ,JERRY,RIETMANN,SHELLY,18425 DODGE STREET,WHITEHALL,WI,54773,(715) 538-4518,CLASS CS (SEMIAMBULATORY),B,15,3450,6900,,29-Jul-20,NORTHWESTERN REGION,,,,,,X,,X,X,,X,,X
17986,WILLOW RIDGE COMMUNITY BASED RESIDENTIAL FACILITY,N36585 COUNTY ROAD QQQ,WHITEHALL,WI,54773,(715) 538-4518,TREMPEALEAU,RIETMANN,SHELLY,TREMPEALEAU COUNTY HEALTH CARE CENTER,DEETZ,JERRY,RIETMANN,SHELLY,18425 DODGE STREET,WHITEHALL,WI,54773,(715) 538-4518,CLASS CS (SEMIAMBULATORY),B,15,3450,6900,,30-Dec-20,NORTHWESTERN REGION,,,,,,X,,X,X,,X,,
17061,MILESTONE SENIOR LIVING HILLSBORO CBRF,504 SALSBERY CIRCLE,HILLSBORO,WI,54634,(608) 489-3932,VERNON,PHILLIPS,BRIDGET,ABILIT HOLDINGS HILLSBORO LLC,RUSSELL,KEVIN,SCHACHT,KAREN,328 NATURE PLACE,JOHNSON CREEK,WI,53038,(858) 500-6793,CLASS CNA (NONAMBULATORY),B,18,4500,7500,18-May-18,,NORTHWESTERN REGION,,,,,,,X,,,,,X,
510337,LAFARGE AREA SENIOR CONCERNS BETHEL PARKSIDE,315 WEST ADAMS COURT,LA FARGE,WI,54639-,(608) 625-2308,VERNON,STOUT TEWALT,DEBRA,BETHEL HOME & SERVICES INC,STOUT TEWALT,DEBRA,STOUT TEWALT,DEBRA,614 SOUTH ROCK AVE,VIROQUA,WI,54639-,(608) 637-2171,CLASS CNA (NONAMBULATORY),B,8,3802,2085,15-Feb-96,25-Jun-96,NORTHWESTERN REGION,,,,X,,,,,X,,,X,X
17389,CHURCH ST HOUSE,207 CHURCH ST,ONTARIO,WI,54651,(608) 343-1177,VERNON,DIPPEN,GLORIA,WINDY RIDGE CARE INC,DIPPEN,GLORIA,DIPPEN,GLORIA,PO BOX 126,WILTON,WI,54670,(608) 343-1177,CLASS ANA (NONAMBULATORY),B,8,4000,8000,,21-Dec-18,NORTHWESTERN REGION,,X,X,,,X,,X,X,,X,,
510352,SHERRY HOUSE (THE),440 EAST CENTER STREET,READSTOWN,WI,54652-,(608) 629-5150,VERNON,CARMEN TINOCO DIAZ,MARIA DEL,ASSISTED CARE INC,(NELSON) VESBACH,VERNEL,VESBACH,VERNEL,E8871 REO AVE,WESTBY,WI,54652-,(608) 634-2169,CLASS AA (AMBULATORY),B,8,3770,5338,16-Dec-96,1-Jan-98,NORTHWESTERN REGION,,,,,,,,X,X,,,,X
8941,VIOLA HOUSE (THE),509 S WAGONER STREET,VIOLA,WI,54664-8506,(608) 627-1111,VERNON,DIAZ,MARIA,ASSISTED CARE INC,NELSON,VERNEL,VESBACH,VERNEL,E8871 REO AVENUE,WESTBY,WI,54667,(608) 634-2169,CLASS CNA (NONAMBULATORY),B,8,3640,4030,3-Feb-00,1-Sep-00,NORTHWESTERN REGION,,,,,,,,X,X,,,,X
15739,BETHEL OAKS MEMORY CARE HOME,620 S GARFIELD AVENUE SUITE A,VIROQUA,WI,54665,(608) 637-2171,VERNON,STOUT TEWALT,DEBRA,"BETHEL HOME AND SERVICES, INC",STOUT TEWALT,DEBRA,STOUT TEWALT,DEBRA K,614 S ROCK AVENUE,VIROQUA,WI,54665,(608) 637-2171,CLASS CNA (NONAMBULATORY),B,29,3900,4731,20-Jul-15,,NORTHWESTERN REGION,,,,,,,X,,,,,,
16504,CREAMERY CREEK,1049 CHICAGO AVE,VIROQUA,WI,54665,(608) 638-1600,VERNON,DAHL,TINA,VIROQUA CBRF LLC,TULLY,MICHAEL,TULLY,MIKE,201 N PEARL ST,STODDARD,WI,54658,(608) 638-1600,CLASS CNA (NONAMBULATORY),B,39,4000,6500,6-Feb-17,,NORTHWESTERN REGION,,,,,,,X,,,,,X,
510340,VERNON AREA REHAB CENTER INC  CBRF,811 ROGERS ST,VIROQUA,WI,54665-,(608) 637-2353,VERNON,STEELE,NIKI,VERNON AREA REHAB CENTER INC,UGO,ANTHONY,FILTER,ELIZABETH,1133 NELSON PARKWAY,VIROQUA,WI,54665-,(608) 637-3934,CLASS CNA (NONAMBULATORY),B,8,2020,5837,1-Jan-85,1-Jan-85,NORTHWESTERN REGION,,,,X,,,,,X,,,,X
14143,A HOME IN THE NORTHWOODS LLC,717 INDIANA STREET,EAGLE RIVER,WI,54521-,(715) 337-2035,VILAS,HERR,MICHAEL,A HOME IN THE NORTHWOODS LLC,,,HERR,DIANNE,717 INDIANA STREET,EAGLE RIVER,WI,54521-,(715) 337-2035,CLASS CNA (NONAMBULATORY),B,15,2800,4800,2-Jul-12,1-Jul-13,NORTHWESTERN REGION,,,X,,,,X,,,,,X,
17054,MILESTONE SENIOR LIVING RAILROAD CBRF,2332 RAILROAD ST HWY 45N,EAGLE RIVER,WI,54521,(715) 479-8018,VILAS,MONTEZON,BETH ANN,ABILIT HOLDINGS EAGLE RIVER LLC,RUSSELL,KEVIN,LEMKE,AMY,208 35TH ST DR SE  STE 500,CEDAR RAPIDS,IA,54521-1361,(858) 500-6793,CLASS CNA (NONAMBULATORY),B,21,4500,7500,18-May-18,,NORTHWESTERN REGION,,,,,,,X,,,,,X,
14953,OPTIONS RESIDENTIAL CARE CENTER,26 MCKINLEY BLVD,EAGLE RIVER,WI,54521-,(715) 337-2244,VILAS,DECORAH,BRUCE,OPTIONS COUNSELING SERVICES LLC,DECORAH,BRUCE,DECORAH,BRUCE,PO BOX 1550,RHINELANDER,WI,54521-,(715) 362-5745,CLASS CS (SEMIAMBULATORY),B,11,4703,6855,1-Jun-14,,NORTHWESTERN REGION,,X,X,X,,,X,,,,X,,X
15826,GOOKOMIS ENDAAD,3378 N SCHILLEMAN ROAD,LAC DU FLAMBEAU,WI,54538,(715) 588-4422,VILAS,THOMPSON,PATRICIA,LAC DU FLAMBEAU BAND OF LAKE SUPERIOR CHIPPEWA INDIANS HHS,BEDNAR-CLEMONS,JODIE,THOMPSON,PATRICIA,PO BOX 815,LAC DU FLAMBEAU,WI,54538,(715) 588-4422,CLASS ANA (NONAMBULATORY),B,20,450,10500,19-Jan-16,1-Feb-18,NORTHWESTERN REGION,,,,,,,,,,X,X,,
16399,LAKE SHORE ASSISTED LIVING BOLTON COTTAGE,2201 W BOLTON LAKE LN,LAC DU FLAMBEAU,WI,54538,(715) 588-9222,VILAS,FISHLEIGH,HEATHER,LAKE SHORE ASSISTED LIVING LLC,KELM,DALE,FISHLEIGH,HEATHER,12440 WARPATH LN,MINOCQUA,WI,54548,(715) 331-9148,CLASS CNA (NONAMBULATORY),B,8,3100,6000,9-Jan-17,1-Jan-18,NORTHWESTERN REGION,,X,X,X,,X,X,,,,,X,X
16400,LAKE SHORE ASSISTED LIVING CEDAR COTTAGE,12440 WARPATH LN,MINOCQUA,WI,54548,(715) 356-2911,VILAS,FISHLEIGH,HEATHER,LAKE SHORE ASSISTED LIVING LLC,KELM,DALE,FISHLEIGH,HEATHER,12440 WARPATH LN,MINOCQUA,WI,54548,(715) 331-9148,CLASS CNA (NONAMBULATORY),B,15,3100,6000,6-Jan-17,1-Jan-18,NORTHWESTERN REGION,,,,,,X,X,X,X,,,X,X
16403,LAKE SHORE ASSISTED LIVING SPRUCE COTTAGE,12440 WARPATH LN,MINOCQUA,WI,54548,(715) 356-2911,VILAS,FISHLEIGH,HEATHER,LAKE SHORE ASSISTED LIVING LLC,KELM,DALE,FISHLEIGH,HEATHER,12440 WARPATH LN,MINOCQUA,WI,54548,(715) 331-9148,CLASS CNA (NONAMBULATORY),B,8,3100,6000,6-Jan-17,1-Jan-18,NORTHWESTERN REGION,,X,X,X,,X,X,,,,,X,X
14549,PHELPS CARE WI LLC,4288 S MAPLE RD,PHELPS,WI,54554,(715) 545-3144,VILAS,OSLAKOVICH,ELIZABETH,PHELPS CARE WI LLC,SCHAAN,KATY,OSLAKOVICH,ELIZABETH,4288 S MAPLE ROAD,PHELPS,WI,54554,(847) 305-2103,CLASS CNA (NONAMBULATORY),B,15,3300,6000,19-Mar-13,1-Apr-14,NORTHWESTERN REGION,,,X,X,,X,X,,,,,X,X
13075,COBBLESTONES,4492 COBBLESTONES RD,DELAVAN,WI,53115-,(262) 740-0111,WALWORTH,Patterson,Dennis,BROTOLOC SOUTH INC,Cohen,Christopher,COHEN,CHRISTOPHER,209 S TAFT ST,WHITEWATER,WI,53190,(262) 473-0480,CLASS AS (SEMIAMBULATORY),B,6,4562,9125,,1-Jan-10,SOUTHERN REGION,,X,,X,,X,,X,X,,X,,X
13077,PRAIRIE VILLAGE NORTH,311 TURTLE CREEK DR,Delavan,WI,53115-,(262) 728-7650,WALWORTH,Patterson,Dennis,BROTOLOC SOUTH INC,Cohen,Christopher,COHEN,CHRISTOPHER,209 S TAFT ST,WHITEWATER,WI,53190,(262) 473-0480,CLASS CNA (NONAMBULATORY),B,6,4562,9125,,1-Jan-10,SOUTHERN REGION,,X,,X,,X,,X,X,,X,,X
13078,PRAIRIE VILLAGE SOUTH,315 TURTLE CREEK DR,DELAVAN,WI,53115,(262) 728-2220,WALWORTH,Patterson,Dennis,BROTOLOC SOUTH INC,Cohen,Christopher,COHEN,CHRISTOPHER,209 S TAFT ST,WHITEWATER,WI,53190,(262) 472-0486,CLASS CNA (NONAMBULATORY),B,6,4562,9125,,1-Jan-10,SOUTHERN REGION,,X,,X,,X,,X,X,,X,,X
310698,RIDGESTONE VILLAGE LTD,1025 S SECOND ST,DELAVAN,WI,53115-,(262) 728-2848,WALWORTH,KIESEL,CHRISTINA,RIDGESTONE VILLAGE LTD,BOLTZ,DONALD J,KIESEL,CHRISTINA,1025 S SECOND ST,DELAVAN,WI,53115-,(262) 728-2848,CLASS CNA (NONAMBULATORY),B,20,3800,4200,1-Jul-98,1-Feb-99,SOUTHERN REGION,,,X,X,,X,X,,,,,X,
9613,ROSEWOOD MANOR LLC,2220 BORG RD,DELAVAN,WI,53115-,(262) 728-7673,WALWORTH,PREDICK,PAMELA,ROSEWOOD MANOR LLC,PREDICK,PAMELA,PREDICK,PAMELA,PO BOX 564,DELAVAN,WI,53115-,(262) 728-7673,CLASS CNA (NONAMBULATORY),B,8,3200,6200,15-Jul-02,1-Feb-03,SOUTHERN REGION,,X,X,,,X,X,X,X,,,X,X
18011,VINTAGE ON THE PONDS,N4901 DAM ROAD,DELAVAN,WI,53115,(262) 728-2171,WALWORTH,ZWIEG,VICKI,VINTAGE FAMILY INVESTMENTS I LLC,ZWIEG,VICKI,ZWIEG,VICKI,N4901 DAM ROAD,DELAVAN,WI,53115,(262) 728-2171,CLASS CNA (NONAMBULATORY),B,70,2935,9385,29-Oct-20,,SOUTHERN REGION,,,,,,,X,,,,,X,X
15097,GARDENS AT RIDGESTONE LLC (THE),233 W EVERGREEN PKWY,ELKHORN,WI,53121-,(262) 743-2960,WALWORTH,KIESEL,CHRISTINA,THE GARDENS AT RIDGESTONE LLC,,,KIESEL,CHRISTINA,291 W EVERGREEN PKWY,ELKHORN,WI,53121-,(262) 743-2960,CLASS CNA (NONAMBULATORY),B,32,4250,7000,10-Jul-14,1-Jul-15,SOUTHERN REGION,,,,X,,,X,,,,,X,X
10103,JUST LIKE HOME IV,W5140 HWY A,ELKHORN,WI,53121-,(262) 742-4931,WALWORTH,Rehberg,Hoss,JUST LIKE HOME IV,DEIHS,DAVID,DEIHS,DAVID,W5140 HWY A,ELKHORN,WI,53121-,(262) 742-4930,CLASS CNA (NONAMBULATORY),B,16,2800,5200,24-Sep-03,1-Apr-04,SOUTHERN REGION,,,,,,,,X,X,,,X,X
15073,JUST LIKE HOME V,W5140 COUNTY ROAD A UNIT 1,ELKHORN,WI,53121-,(262) 742-4930,WALWORTH,Rehberg,Hoss,JUST LIKE HOME V,DEIHS,DAVID,DEIHS,DAVID,W5140 COUNTY ROAD A UNIT 1,ELKHORN,WI,53121-,(262) 649-6339,CLASS CNA (NONAMBULATORY),B,8,3200,4800,27-Jun-14,1-Jul-15,SOUTHERN REGION,,X,,,,X,X,X,X,,,X,
310437,KIMBERLY LANE CBRF,416 KIMBERLY LN,ELKHORN,WI,53121-,(262) 723-8077,WALWORTH,ROSS,ADAM,,NOTTELSON,SONJA,NOTTELSON,SONJA,104 LAZY LAKE DR,FALL RIVER,WI,53121-,(414) 378-3920,CLASS AS (SEMIAMBULATORY),B,6,3397,3545,11-Nov-91,11-Nov-92,SOUTHERN REGION,,,,X,,,,,X,,,,X
10415,KINDREDHEARTS OF ELKHORN,450 E GENEVA ST,ELKHORN,WI,53121-,(262) 723-8400,WALWORTH,HOBBS,MARY,PARTNERS IN COMMUNITY ELDERCARE LLC,HENNIG,DOUGLAS,HENNIG,DOUGLAS,450 E GENEVA ST,ELKHORN,WI,53121,(608) 442-8005,CLASS CNA (NONAMBULATORY),B,20,3504,5612,24-Oct-03,1-May-04,SOUTHERN REGION,,,,X,,,X,,,,,X,X
310561,SUNNYSIDE HOME,1 EASTOWN MANOR,ELKHORN,WI,53121-,(262) 723-4175,WALWORTH,DIEHS,DAVID,SUNNYSIDE HOME INC,REHBERG,HOSS,REHBERG,HOSS,1 EASTOWN MANOR,ELKHORN,WI,53121-,(262) 723-4175,CLASS AS (SEMIAMBULATORY),B,8,3300,7500,1-Feb-85,1-Jun-85,SOUTHERN REGION,,,,X,,,X,X,X,,,X,X
15732,TENDER REFLECTIONS OF ELKHORN,1550 COUNTRY CLUB PARKWAY,ELKHORN,WI,53121,(262) 723-1344,WALWORTH,POTTER,TRINA,MIDWEST ASSISTED LIVING PARTNERS LLC,CROTTY,CURT,CROTTY,CURT,13663 245th AVE,BLOOMER,WI,54729,(715) 726-9330,CLASS CNA (NONAMBULATORY),B,55,2700,7000,20-Jul-15,1-Aug-16,SOUTHERN REGION,,X,X,,,,X,X,X,,,X,X
310585,WHISPERING WILLOWS,W4517 WILLOW BEND RD,ELKHORN,WI,53121-,(262) 723-7388,WALWORTH,PALMER,CONNIE,WHISPERING WILLOWS INC,PALMER,CONNIE,PALMER,CONNIE,W4211 PALMER RD,LAKE GENEVA,WI,53147,(262) 723-7388,CLASS ANA (NONAMBULATORY),B,11,2500,3600,17-Jun-91,1-Jul-93,SOUTHERN REGION,,,,,,,,,,,,X,X
310321,BURR OAK MANOR INC,264 WALWORTH ST,GENOA CITY,WI,53128-,(262) 279-9990,WALWORTH,PREDICK,PAMELA,BURR OAK MANOR INC,PREDICK,PAMELA,PREDICK,PAMELA,PO BOX 304,DELAVAN,WI,53128-,(262) 279-9990,CLASS CNA (NONAMBULATORY),B,33,4300,7800,1-Jul-95,1-Jul-96,SOUTHERN REGION,,X,X,X,,X,X,X,X,,,X,X
310324,CASA MIA CARE CENTER,W1043 ROSEWOOD RD,GENOA CITY,WI,53128-,(262) 279-6505,WALWORTH,BROWN,RENEE,CASA MIA CARE CENTER INC,BROWN,RENEE,BROWN,RENEE,PO BOX 292,PELL LAKE,WI,53128-,(262) 279-6505,CLASS AA (AMBULATORY),B,15,2265,5629,1-Jul-82,1-Nov-82,SOUTHERN REGION,,,,X,,,,X,X,,,,X
310316,BOULEVARD MANOR,945 LAKE GENEVA BLVD,LAKE GENEVA,WI,53147-,(262) 248-8195,WALWORTH,BROTEN,LAURA,BOULEVARD MANOR LLC,KLUG,ERIC,KLUG,ERIC,945 LAKE GENEVA BLVD,LAKE GENEVA,WI,53147-,(262) 248-8195,CLASS CA (AMBULATORY),B,8,2200,2200,13-Dec-82,1-Apr-83,SOUTHERN REGION,,,,,,X,,X,X,,,X,
310450,LAURAS HOME,945 LAKE GENEVA BLVD,LAKE GENEVA,WI,53147-,(262) 248-9798,WALWORTH,BROTEN,LAURA,LAURA'S HOME LLC,KLUG,MARC,KLUG,MARC,945 LAKE GENEVA BLVD,LAKE GENEVA,WI,53147-,(262) 903-2624,CLASS CNA (NONAMBULATORY),B,8,2400,6000,3-Nov-90,1-Jul-91,SOUTHERN REGION,,X,,,,X,,X,X,,,X,X
13737,PINECREST,N3367 CTY RD NN,LAKE GENEVA,WI,53147-,(262) 249-8900,WALWORTH,CHAPPELL,SCOTT,,CHAPPELL,SCOTT,CHAPPELL,SCOTT,N3367 CTY RD NN,LAKE GENEVA,WI,53147-,(414) 708-5407,CLASS CNA (NONAMBULATORY),B,12,3100,3500,8-Aug-11,1-Aug-12,SOUTHERN REGION,,,,X,,X,X,,,,,X,X
18179,SAGE MEADOW LAKE GENEVA,6722 HIGHWAY 50 EAST,LAKE GENEVA,WI,53147,(262) 248-2029,WALWORTH,Arrington,Lavetta,A6 LAKE GENEVA LLC,OSTROM,THOMAS,OSTROM,THOMAS,101 N WACKER DRIVE  STE 616,CHICAGO,IL,60606,(312) 462-4462,CLASS CNA (NONAMBULATORY),B,42,3000,9000,1-Jun-20,1-Jun-21,SOUTHERN REGION,,,X,,,,X,,,,,X,X
9329,VILLAGE GLEN OF GENEVA CROSSING,723 S CURTIS ST,LAKE GENEVA,WI,53147-,(262) 248-4558,WALWORTH,Kerwin,Andrew,LAKE GENEVA ASSISTED LIVING OPERATING CO LLC,KERWIN,ANDY,KERWIN,ANDY,201 TOWNLINE ROAD,LAKE GENEVA,WI,53147-,(262) 248-4558,CLASS CNA (NONAMBULATORY),B,18,4900,5500,10-Jul-01,16-Nov-03,SOUTHERN REGION,,,X,,,,X,,,,,X,X
310402,GOLDEN YEARS ASSISTED LIVING RESIDENCE,270 RIDGE RD,WALWORTH,WI,53184-,(262) 275-6103,WALWORTH,Campbell,Hannah,GOLDEN YEARS NURSING HOME INC,Stankevitz,Jon,Stankevitz,jon,270 RIDGE RD,WALWORTH,WI,53184-,(262) 275-6103,CLASS CNA (NONAMBULATORY),B,26,4110,7865,19-Apr-93,19-Apr-94,SOUTHERN REGION,,,X,,,,X,,,,,X,
310343,INSPIRATION MINISTRIES,N2270 HWY 67,WALWORTH,WI,53184-,(262) 275-6131,WALWORTH,Barber,Erik,CHRISTIAN LEAGUE FOR THE HANDICAPPED INC,ROWLAND,DAVID,Barber,Erik,PO BOX 948,WALWORTH,WI,53184-,(262) 275-6131,CLASS CNA (NONAMBULATORY),B,20,1855,6075,1-Sep-86,1-Sep-87,SOUTHERN REGION,,X,,,,X,,,X,,,,X
13080,COUNTRY HOME,N8525 HWY H,WHITEWATER,WI,53190-,(262) 495-4421,WALWORTH,Patterson,Dennis,BROTOLOC SOUTH INC,Cohen,Christopher,COHEN,CHRISTOPHER,209 S TAFT ST,WHITEWATER,WI,53190,(262) 473-0480,CLASS AA (AMBULATORY),B,6,4562,9125,,1-Jan-10,SOUTHERN REGION,,X,,X,,X,,X,X,,X,,X
310378,FAIRHAVEN,435 W STARIN RD,WHITEWATER,WI,53190-1125,(262) 473-2140,WALWORTH,Kuenning,Paul,FAIRHAVEN CORPORATION,CALDWELL,JAMES,Linda,Peterson,435 W STARIN RD,WHITEWATER,WI,53190-1125,(262) 473-2140,CLASS ANA (NONAMBULATORY),B,150,712,7725,1-Jun-80,1-Sep-80,SOUTHERN REGION,,,,,,,,,,,,X,X
17288,GLENWOOD AT MULBERRY,1281 W MAIN ST,WHITEWATER,WI,53190,(262) 473-9876,WALWORTH,MURPHY,CHAD,CHIARA COMMUNITIES INC,CHOBAN,GLENWOOD,CHOBAN,GLEN,20875 CROSSROADS CIR STE 400,WAUKESHA,WI,53186,(262) 798-1224,CLASS CNA (NONAMBULATORY),B,23,4850,6100,,1-Nov-18,SOUTHERN REGION,,,X,,,X,X,,,,,X,
310689,HEARTHSTONE,426 W NORTH ST,WHITEWATER,WI,53190-,(262) 473-2140,WALWORTH,Kuenning,Paul,FAIRHAVEN CORPORATION,CALDWELL,JAMES,BINNIE,LYNN,435 STARIN RD,WHITEWATER,WI,53190,(262) 473-2140,CLASS CNA (NONAMBULATORY),B,24,6323,7235,2-Feb-98,1-Sep-98,SOUTHERN REGION,,,,X,,,X,,,,,,X
13069,HIDDEN VIEW,N8425 HWY 89,WHITEWATER,WI,53190-,(262) 473-0492,WALWORTH,Patterson,Dennis,BROTOLOC SOUTH INC,Cohen,Chistoph,Cohen,Christopher,209 S TAFT ST,WHITEWATER,WI,53190,(262) 473-0480,CLASS AA (AMBULATORY),B,8,4562,9125,,1-Jan-10,SOUTHERN REGION,,X,,X,,X,,X,X,,X,,X
310430,JADE HOUSE,1541 W WALWORTH AVE,WHITEWATER,WI,53190-,(262) 473-4447,WALWORTH,Hastreiter,Thomas,PRODUCTIVE LIVING SYSTEMS INC,SCHROEDER,JAMES,Living Systems,Productive,806 E COMMERCIAL AVE,WHITEWATER,WI,53190-,(715) 831-3910,CLASS AA (AMBULATORY),B,8,4535,4535,7-Feb-89,1-Oct-89,SOUTHERN REGION,,X,,,,,,X,X,,,,
13068,KETTLE VIEW,N8603 DUFFIN RD,WHITEWATER,WI,53190-,(262) 495-2676,WALWORTH,Patterson,Dennis,BROTOLOC SOUTH INC,Cohen,Christophe,COHEN,CHRISTOPHER,209 S TAFT ST,WHITEWATER,WI,53190,(262) 473-0480,CLASS AS (SEMIAMBULATORY),B,8,4562,9125,,1-Jan-10,SOUTHERN REGION,,X,,X,,X,,X,X,,,,X
13384,OUR HOUSE WHITEWATER MEMORY CARE,945 E CHICAGO ST,WHITEWATER,WI,53190-,(262) 473-1011,WALWORTH,Strait,Trish,KSMS OUR HOUSE LLC,KINGEN,DAVID,NARDIN,LORI,4350 156th ST,CHIPPEWA FALLS,WI,53190-,(317) 280-8455,CLASS CNA (NONAMBULATORY),B,20,3649,4575,30-Sep-10,1-Oct-11,SOUTHERN REGION,,,,X,,,X,,,,,X,X
11610,SAPPHIRE HOUSE,W7332 US HWY 12,WHITEWATER,WI,53190-,(262) 473-0626,WALWORTH,Hastrieter,Thomas,PRODUCTIVE LIVING SYSTEMS INC,SCHROEDER,DANA,Living Systems,Productive,848 S. Janesville St,WHITEWATER,WI,53190-,(715) 831-3910,CLASS AA (AMBULATORY),M,8,6108,6108,11-Oct-06,1-Apr-07,SOUTHERN REGION,,X,,,,,,X,X,,,,X
12418,GLENVIEW SPECIAL CARE WING,201 GLENVIEW LANE,SHELL LAKE,WI,54871-,(715) 468-4255,WASHBURN,HOLMBERG,JOANN,TH INC,,,HOLMBERG,JOANN,201 GLENVIEW LANE,SHELL LAKE,WI,54871-,(715) 468-4255,CLASS CNA (NONAMBULATORY),B,12,4075,4875,29-May-08,1-Jun-09,NORTHWESTERN REGION,,,,X,,,X,,,,,X,X
9048,CARE PARTNERS ASSISTED LIVING LLC,W7184 GREEN VALLEY RD,SPOONER,WI,54801-,(715) 635-9211,WASHBURN,KESSINGER,TABITHA,CARE PARTNERS ASSISTED LIVING LLC,LINDEMANN,JASON E,LINDEMANN,JASON E,P O BOX 3006,OSHKOSH,WI,54801-,(920) 232-1672,CLASS CNA (NONAMBULATORY),B,15,3500,5200,1-Jun-00,1-Jul-01,NORTHWESTERN REGION,,,X,,,X,X,,,,,X,
11535,COUNTRY TERRACE SPOONER,N4810 HILL DR,SPOONER,WI,54801-,(715) 635-3908,WASHBURN,KESSINGER,TABITHA,COUNTRY TERRACE OF WISCONSIN INC,LINDEMANN,JASON,LINDEMANN,JASON,P O BOX 3006,OSHKOSH,WI,54801-,(920) 232-1672,CLASS CNA (NONAMBULATORY),B,18,2810,3850,,14-Jul-06,NORTHWESTERN REGION,,,X,,,X,X,,,,,X,X
16828,VILLAS AT MAPLE RIDGE (THE),819 ASH STREET,SPOONER,WI,54801,(715) 939-1759,WASHBURN,BENJAMIN,TALIA,WISCONSIN ILLINOIS SENIOR HOUSING  INC,KERWIN,ANDREW    C,ABERNATHY,JENNIFER,819 ASH STREET,SPOONER,WI,54801,(303) 980-0611,CLASS CNA (NONAMBULATORY),B,14,3000,3900,9-Jan-18,1-Jan-19,NORTHWESTERN REGION,,,X,,,,X,,,,,X,
12364,ELLENS HOME GERMANTOWN,N113 W16358 SYLVAN CIR,GERMANTOWN,WI,53022-,(262) 250-6455,WASHINGTON,SANFELIPPO,BONNIE,ELLENS HOME OF GERMANTOWN LLC,LANDERS,DAVID,SANFELIPPO,BONNIE,4780 BIRCHWOOD TRL,WEST BEND,WI,53022-,(414) 531-2672,CLASS CNA (NONAMBULATORY),B,20,4000,7000,30-Sep-08,1-Oct-09,NORTHEASTERN REGION,,,,X,,,X,,,,,X,X
14373,ELLENS HOME SOUTH,W150N11127 FOND DU LAC,GERMANTOWN,WI,53022-,(414) 640-5715,WASHINGTON,SANFELIPPO,BONNIE,ELLENS HOME OF GERMANTOWN LLC,LANDERS,DAVID,SANFELIPPO,BONNIE,4780 BIRCHWOOD TRL,WEST BEND,WI,53022-,(414) 531-2672,CLASS CNA (NONAMBULATORY),B,46,4000,6000,29-Jan-13,1-Feb-14,NORTHEASTERN REGION,,X,X,X,,X,X,X,X,,,X,X
17410,FAIRWAY KNOLL,N112W17500 MEQUON ROAD,GERMANTOWN,WI,53022,(262) 735-7902,WASHINGTON,MUCHE,HALLE,PHW GERMANTOWN INC D/B/A FAIRWAY KNOLL,SHILL,KARRI,MUCHE,HALLE,N112W17500 MEQUON ROAD,GERMANTOWN,WI,53022,(262) 735-7902,CLASS CNA (NONAMBULATORY),B,20,5400,8370,11-Feb-19,1-Feb-20,NORTHEASTERN REGION,,,,,,,X,,,,,X,
12454,GERMANTOWN HOME,W164 N10502 TIMBERLINE CT,GERMANTOWN,WI,53022-,(262) 365-3606,WASHINGTON,MCCAIGUE,ROBIN,GUARANTEED QUALITY LIVING OF WI LLC,MUNKWICZ,GRANT W,MCCAIGUE,ROBIN,2030 E WASHINGTON ST,WEST BEND,WI,53022-,(262) 365-3606,CLASS CNA (NONAMBULATORY),B,7,4305,5007,18-Aug-08,1-Sep-09,NORTHEASTERN REGION,,X,,X,,X,,X,X,,,,X
17235,MATTERHAUS,N109 W17000 AVA CIR,GERMANTOWN,WI,53022,(262) 345-6899,WASHINGTON,RUNDLE,ELIZABETH,CHIARA COMMUNITIES INC,CHOBAN,GLENWOOD,CHOBAN,GLEN,20875 CROSSROADS CIR STE 400,WAUKESHA,WI,53186,(262) 798-1224,CLASS CNA (NONAMBULATORY),B,26,6145,8190,,1-Nov-18,NORTHEASTERN REGION,,,X,X,,X,X,,,,,X,
16267,TENDER REFLECTIONS OF GERMANTOWN,N109 W17525 VIRGINIA AVE,GERMANTOWN,WI,53022,(262) 345-5990,WASHINGTON,SMOKOVICH,STEVE,MIDWEST ASSISTED LIVING PARTNERS I LLC,CROTTY,CURT,CROTTY,CURT,13663 245TH AVE,BLOOMER,WI,54724,(715) 828-7426,CLASS CNA (NONAMBULATORY),B,55,3000,7000,9-Aug-16,1-Aug-17,NORTHEASTERN REGION,,X,X,,,,X,X,X,,,X,X
