State Facility Type 1 Literal,Facility Name,Address,City,State,Zip Code,County,Email Address,Phone Number,License Number
Intermediate Care Facility/Developmentally Delayed,Maple Street Home,225 Maple Street ,RUSTON,LA,71270,LINCOLN,planksr@comcast.net,(318) 255-9137,903
Intermediate Care Facility/Developmentally Delayed,Marie Bradley House,17348 Womack Drive,HAMMOND,LA,70403,TANGIPAHOA,latwanda-mccoy1@att.net,(985) 542-4795,552
Intermediate Care Facility/Developmentally Delayed,Martin Community Home,13445 Ector Drive ,BAKER,LA,70704,EAST BATON ROUGE,lsdadmin@trustcaremanagement.com,(225) 654-7755,971
Intermediate Care Facility/Developmentally Delayed,Mary Marcombe Home,35231 Carol Drive ,DONALDSONVILLE,LA,70346,ASCENSION,daarc@bellsouth.net,(225) 473-4516,495
Intermediate Care Facility/Developmentally Delayed,May Street Community Home,1314 May Street ,FRANKLINTON,LA,70438,WASHINGTON,jennifer.vath@rescare.com,(985) 839-6671,433
Intermediate Care Facility/Developmentally Delayed,McKinley Group Home,6500 Masonic Drive ,ALEXANDRIA,LA,71301,RAPIDES,isabel.elliott@westsidehabcenter.com,(318) 443-7724,1055
Intermediate Care Facility/Developmentally Delayed,McMillian Avenue Community Home,530 McMillian Avenue ,IOTA,LA,70543,ACADIA,swla.272@evergreenls.org,(337) 779-2121,10658
Intermediate Care Facility/Developmentally Delayed,Meadowbrook Community Home,319 Meadowbrook Lane ,SHREVEPORT,LA,71104,CADDO,bsadka@evergreenls.org,(318) 429-7516,934
Intermediate Care Facility/Developmentally Delayed,Melbrook Community Home,336 Melbrook Drive ,GRETNA,LA,70053,JEFFERSON,crofla@aol.com,(504) 366-1828,1001
Intermediate Care Facility/Developmentally Delayed,Metro Community Residence,818 Hwy 876 ,WISNER,LA,71378,FRANKLIN,franklincommunityservices@yahoo.com,(318) 435-3580,706
Intermediate Care Facility/Developmentally Delayed,Milford Drive Community Home,115 Milford Drive ,MINDEN,LA,71055,WEBSTER,terrih@evergreenls.org,(318) 377-8918,653
Intermediate Care Facility/Developmentally Delayed,Mill Street Home,1710 Mill Street,VINTON,LA,70668,CALCASIEU,hilda.trahan@evergreenls.org,(337) 416-0073,2203781162
Intermediate Care Facility/Developmentally Delayed,Miller Manor,333 Henry Clay Avenue ,NEW ORLEANS,LA,70118,ORLEANS,denise@striveincorporated.org,(504) 218-8709,258
Intermediate Care Facility/Developmentally Delayed,Milton Andrepont Home,6703  Cemetary Hwy. ,SAINT MARTINVILLE,LA,70582,ST. MARTIN,kerrielorio@yahoo.com,(337) 394-7277,559
Intermediate Care Facility/Developmentally Delayed,Mollylea Community Home,11055 Mollylea Drive ,BATON ROUGE,LA,70815,EAST BATON ROUGE,admin@ddmsla.com,(225) 752-2344,2203782261
Intermediate Care Facility/Developmentally Delayed,Monroe Group Home,3902 Jennifer Street ,ALEXANDRIA,LA,71301,RAPIDES,isabel.elliott@westsidehabcenter.com,(318) 448-4833,1020
Intermediate Care Facility/Developmentally Delayed,Monsignor Bruce Miller Home,1905 Huie-Dellmon,BOYCE,LA,71409,RAPIDES,audrey.hopkins@stmarys-rts.org,(318) 445-6443,2203784821
Intermediate Care Facility/Developmentally Delayed,Monsignor Joseph M. Susi-Knights of Columbus,1701 Madley Avenue ,BOYCE,LA,71409,RAPIDES,audrey.hopkins@stmarys-rts.org,(318) 445-6443,996
Intermediate Care Facility/Developmentally Delayed,Morgan Meadow Community Home,12418 Morgan Meadow ,BATON ROUGE,LA,70818,EAST BATON ROUGE,brandon.dufreche@evergreenls.org,(225) 262-7842,865
Intermediate Care Facility/Developmentally Delayed,Moriah Home,1215 Maple Street ,RUSTON,LA,71270,LINCOLN,cantcallu@hotmail.com,(318) 255-9137,935
Intermediate Care Facility/Developmentally Delayed,Mustard Seed Group Home,41 Patricia Drive ,COVINGTON,LA,70435,ST. TAMMANY,mmclain@starcla.org,(985) 892-9474,649
Intermediate Care Facility/Developmentally Delayed,Napoleonville Manor,184 Highway 1008 ,NAPOLEONVILLE,LA,70390,ASSUMPTION,solivo@aarcinc.org,(985) 369-2907,453
Intermediate Care Facility/Developmentally Delayed,Narrow Home,522 Narrow Street ,THIBODAUX,LA,70301,LAFOURCHE,lafourchearc@triparish.net,(985) 447-6214,307
Intermediate Care Facility/Developmentally Delayed,New River Home,1729 S. Purpera Avenue ,GONZALES,LA,70737,ASCENSION,jlandrybt@eatel.net,(225) 450-3025,708
Intermediate Care Facility/Developmentally Delayed,New Vista Community Home,1611 S. Vista ,GONZALES,LA,70737,ASCENSION,jlandrybt@eatel.net,(225) 450-3025,463
Intermediate Care Facility/Developmentally Delayed,Newcastle Community Home,3707 Buffwood Drive ,BAKER,LA,70704,EAST BATON ROUGE,lsdadmin@trustcaremanagement.com,(225) 654-7755,973
Intermediate Care Facility/Developmentally Delayed,Newport Group Home,12453 Parnell Drive ,BATON ROUGE,LA,70815,EAST BATON ROUGE,admin@ddmsla.com,(225) 272-8081,2203784092
Intermediate Care Facility/Developmentally Delayed,Nona Street Home,1101 Nona Street ,VINTON,LA,70668,CALCASIEU,hilda.trahan@evergreenls.org,(337) 589-6292,2203781164
Intermediate Care Facility/Developmentally Delayed,Norben Drive Group Home,2300 Norben Drive ,LAKE CHARLES,LA,70601,CALCASIEU,swla.267@evergreenls.org,(337) 433-4137,644
Intermediate Care Facility/Developmentally Delayed,Norris Group Home,652 Midway Church Road ,DELHI,LA,71232,RICHLAND,lauranickelson@yahoo.com,(318) 878-6790,1663
Intermediate Care Facility/Developmentally Delayed,North Rayville Community Home,733 Hwy 852,RAYVILLE,LA,71269,RICHLAND,rwatts@delamhc.com,(318) 878-9017,584
Intermediate Care Facility/Developmentally Delayed,Northridge Home,10514 Northridge Drive ,BATON ROUGE,LA,70811,EAST BATON ROUGE,jennifer.vath@rescare.com,(225) 778-5097,2985
Intermediate Care Facility/Developmentally Delayed,Northside Group Home,3610 Northside Rd. ,NEW IBERIA,LA,70560,IBERIA,brandi.stutes@arcofacadiana.org,(337) 367-5143,714
Intermediate Care Facility/Developmentally Delayed,Nunez Street Community Home,733 Nunez Street ,NEW ORLEANS,LA,70114,ORLEANS,crofla@aol.com,(504) 366-1828,691
Intermediate Care Facility/Developmentally Delayed,Oak Grove Group Home,195 New Town Road ,NATCHITOCHES,LA,71457,NATCHITOCHES,bsadka@evergreenls.org,(318) 357-0920,553
Intermediate Care Facility/Developmentally Delayed,Oak Run Community Home,224 Robertson Road ,BALL,LA,71405,RAPIDES,mtcolwell1114@yahoo.com,(318) 442-2284,1023
Intermediate Care Facility/Developmentally Delayed,Ocean Avenue Community Home,3319 Plymouth Place,NEW ORLEANS,LA,70131,ORLEANS,rpgarner@ccano.org,(504) 564-9405,692
Intermediate Care Facility/Developmentally Delayed,Old Mooringsport Road Community Home,3023 Old Mooringsport Road ,SHREVEPORT,LA,71107,CADDO,crobinson@thearccaddobossier.org,(318) 221-5147,162
Intermediate Care Facility/Developmentally Delayed,Olene Drive Home,1909 Olene Drive,SULPHUR,LA,70663,CALCASIEU,hilda.trahan@evergreenls.org,(337) 416-0073,2203781953
Intermediate Care Facility/Developmentally Delayed,Olympia Group Home,118 S. Olympia Street ,NEW ORLEANS,LA,70119,ORLEANS,olee@voasela.org,(504) 836-8717,2203780145
Intermediate Care Facility/Developmentally Delayed,Orange Grove Group Home,1003 Orange Grove Avenue ,NEW IBERIA,LA,70560,IBERIA,jennifer.simon@rescare.com,(337) 233-2731,345
Intermediate Care Facility/Developmentally Delayed,Orangewood Drive Home,1056 Orangewood Drive ,BATON ROUGE,LA,70805,EAST BATON ROUGE,jennifer.vath@rescare.com,(225) 778-5156,2982
Intermediate Care Facility/Developmentally Delayed,Orleans Street Group Home,4904 Orleans Street ,LAKE CHARLES,LA,70605,CALCASIEU,swla.262@evergreenls.org,(337) 477-0019,2203784732
Intermediate Care Facility/Developmentally Delayed,Our Daily Bread,1663 Viola,MANDEVILLE,LA,70448,ST. TAMMANY,mmclain@starcla.org,(985) 646-1453,2203784786
Intermediate Care Facility/Developmentally Delayed,Our House,20368 Green Acres Drive,HAMMOND,LA,70401,TANGIPAHOA,admin@options4u.org,(985) 345-6269,348
Intermediate Care Facility/Developmentally Delayed,Pack Home,5517 Bent Tree ,SHREVEPORT,LA,71106,CADDO,tkennedy@laholyangels.org,(318) 797-8500,942
Intermediate Care Facility/Developmentally Delayed,Padua Community Services - Padua House,200 Beta Street ,BELLE CHASSE,LA,70037,PLAQUEMINES,rpgarner@ccano.org,(504) 392-0502,239
Intermediate Care Facility/Developmentally Delayed,Paradise Road Community Home,1013 Paradise Road ,BALL,LA,71405,RAPIDES,kcollins72@icloud.com,(318) 640-2999,652
Intermediate Care Facility/Developmentally Delayed,Pardue Group Home,141 Ray Pardue Street ,DUSON,LA,70529,LAFAYETTE,jennifer.simon@rescare.com,(337) 873-3446,570
Intermediate Care Facility/Developmentally Delayed,Parish Road Community Home,1605 Edwin Drive ,RAYNE,LA,70578,ACADIA,southern_comfort_homes@yahoo.com,(337) 235-9462,919
Intermediate Care Facility/Developmentally Delayed,Peach Community Home,528 Bob White ,ALEXANDRIA,LA,71301,RAPIDES,kara@pecangrovetrainingcenter.net,(318) 448-0291,16667
Intermediate Care Facility/Developmentally Delayed,Pear Street Group Home,2108 Pear Street ,DERIDDER,LA,70634,BEAUREGARD,jennifer.simon@rescare.com,(337) 233-2731,506
Intermediate Care Facility/Developmentally Delayed,Pecan Community Home,103 East Pecan St.,PONCHATOULA,LA,70454,TANGIPAHOA,brandon.dufreche@evergreenls.org,(985) 386-7831,2203782789
Intermediate Care Facility/Developmentally Delayed,Pecan Grove Community Home,167 Poole Road ,MANSFIELD,LA,71052,DESOTO,mtcolwell1114@yahoo.com,(318) 872-0206,1062
Intermediate Care Facility/Developmentally Delayed,Pecan Grove Training Center,5000 Third Street,ALEXANDRIA,LA,71309,RAPIDES,kara@pecangrovetrainingcenter.net,(318) 448-0291,750000457
Intermediate Care Facility/Developmentally Delayed,Pecan Lane Community Home,1212 Pecan Lane ,BOSSIER CITY,LA,71112,BOSSIER,crobinson@thearccaddobossier.org,(318) 747-9251,270
Intermediate Care Facility/Developmentally Delayed,Pelican Drive Community Home,42460 Pelican Drive ,PONCHATOULA,LA,70454,TANGIPAHOA,jennifer.vath@rescare.com,(985) 370-0984,1662
Intermediate Care Facility/Developmentally Delayed,Pennville Home,1238 North Barman Avenue ,GONZALES,LA,70737,ASCENSION,jlandrybt@eatel.net,(225) 450-3025,483
Intermediate Care Facility/Developmentally Delayed,Phillips Group Home,606 Midway Church Lane,DELHI,LA,71232,RICHLAND,lauranickelson@yahoo.com,(318) 878-3001,1668
Intermediate Care Facility/Developmentally Delayed,Pierce Group Home,1269 Presidents Drive ,ALEXANDRIA,LA,71303,RAPIDES,isabel.elliott@westsidehabcenter.com,(318) 487-9476,1019
Intermediate Care Facility/Developmentally Delayed,Pilley Group Home,668 Midway Church Lane,DELHI,LA,71232,RICHLAND,lauranickelson@yahoo.com,(318) 878-2331,1664
Intermediate Care Facility/Developmentally Delayed,Pine Grove Community Home,105 Hwy 1041 ,PINE GROVE,LA,70453,ST. HELENA,strawpatch@i-55.com,(985) 542-1959,784
Intermediate Care Facility/Developmentally Delayed,Pine Grove Community Home,30559 Torres Drive,LACOMBE,LA,70445,ST. TAMMANY,jennifer.vath@rescare.com,(985) 882-3808,446
Intermediate Care Facility/Developmentally Delayed,Pinecrest Supports and Services Center,100 Pinecrest Drive,PINEVILLE,LA,71360,RAPIDES,christina.bolton@la.gov,(318) 641-2000,991000271
Intermediate Care Facility/Developmentally Delayed,Plantation Community Home,8947 GSRI Road ,BATON ROUGE,LA,70820,EAST BATON ROUGE,debbie@ddmsllc.com,(225) 767-7141,2203784093
Intermediate Care Facility/Developmentally Delayed,Plaquemine Street Community Home,523 E. Plaquemine Street ,JENNINGS,LA,70546,JEFFERSON DAVIS,swla.266@evergreenls.org,(337) 824-7426,952
Intermediate Care Facility/Developmentally Delayed,Poland Community Home,3004 Hwy 457 ,ALEXANDRIA,LA,71302,RAPIDES,mtcolwell1114@yahoo.com,(318) 442-2284,485
Intermediate Care Facility/Developmentally Delayed,Polk Group Home,557 McKeithen Drive ,ALEXANDRIA,LA,71303,RAPIDES,isabel.elliott@westsidehabcenter.com,(318) 473-0212,815
Intermediate Care Facility/Developmentally Delayed,Potter''s Clay Community Home,1665 Viola Street ,MANDEVILLE,LA,70448,ST. TAMMANY,mmclain@starcla.org,(985) 626-6246,766
Intermediate Care Facility/Developmentally Delayed,Prescott Road Community Home,3705 Prescott Road ,ALEXANDRIA,LA,71301,RAPIDES,devans@evergreenls.org,(318) 473-9991,542
Intermediate Care Facility/Developmentally Delayed,Prospect Community Home,1004 Flagon Road ,PINEVILLE,LA,71360,RAPIDES,coutee218@aol.com,(318) 640-4324,556
Intermediate Care Facility/Developmentally Delayed,Provenza Community Home,144 Hamlin Street,ZWOLLE,LA,71486,SABINE,sarcwm@suddenlinkmail.com,(318) 645-4191,745
Intermediate Care Facility/Developmentally Delayed,R A Haley Community Home,712 Middlecreek Road,MANY,LA,71449,SABINE,sarcwm@suddenlinkmail.com,(318) 256-6203,743
Intermediate Care Facility/Developmentally Delayed,Race Street Community Home,610 Martin Luther King Drive ,DELHI,LA,71232,RICHLAND,rwatts@delamhc.com,(318) 878-9017,591
Intermediate Care Facility/Developmentally Delayed,Range House,44084 Bennett Road ,HAMMOND,LA,70401,TANGIPAHOA,strawpatch@i-55.com,(985) 542-1959,537
Intermediate Care Facility/Developmentally Delayed,Range Road Community Home,43474 Range Road ,HAMMOND,LA,70403,TANGIPAHOA,brandon.dufreche@evergreenls.org,(985) 542-4632,864
Intermediate Care Facility/Developmentally Delayed,Rapides Group Home,203 3rd Street,CHENEYVILLE,LA,71325,RAPIDES,isabel.elliott@westsidehabcenter.com,(318) 279-2151,764
Intermediate Care Facility/Developmentally Delayed,Ravendale Community Home,815 Ravendale Drive ,SHREVEPORT,LA,71107,CADDO,sandyw@evergreenls.org,(318) 424-8547,496
Intermediate Care Facility/Developmentally Delayed,Ray Charles Smith Community Home,109 Martin O'Banion Road,LEESVILLE,LA,71446,VERNON,devans@evergreenls.org,(318) 445-4470,2203782568
Intermediate Care Facility/Developmentally Delayed,Rayville Community Home,45 Stephens Road ,RAYVILLE,LA,71269,RICHLAND,rwatts@delamhc.com,(318) 878-9017,520
Intermediate Care Facility/Developmentally Delayed,Redwood Drive Group Home,3714 Redwood Drive,NEW IBERIA,LA,70560,IBERIA,brandi.stutes@arcofacadiana.org,(337) 367-1158,1002
Intermediate Care Facility/Developmentally Delayed,Regency Home,9943 Regency Drive ,BATON ROUGE,LA,70815,EAST BATON ROUGE,jennifer.vath@rescare.com,(225) 778-5275,2946
Intermediate Care Facility/Developmentally Delayed,Regis Group Home,97 Regis Street ,LAFAYETTE,LA,70501,LAFAYETTE,jennifer.simon@rescare.com,(337) 233-2731,442
Intermediate Care Facility/Developmentally Delayed,Reigel Street Community Home,708 Reigel Street ,LAKE CHARLES,LA,70607,CALCASIEU,rvizia@carc.us,(337) 474-3370,2203784723
Intermediate Care Facility/Developmentally Delayed,Rendon Community Home,127-129 South Rendon Street ,NEW ORLEANS,LA,70115,ORLEANS,olee@voasela.org,(504) 836-8717,484
Intermediate Care Facility/Developmentally Delayed,Rene Drive Group Home,41198 Rene Drive ,HAMMOND,LA,70403,TANGIPAHOA,jennifer.vath@rescare.com,(985) 382-1200,951
Intermediate Care Facility/Developmentally Delayed,Renzi Community Home,347 Browns Bend Road ,ALEXANDRIA,LA,71303,RAPIDES,karenjcoor@yahoo.com,(318) 487-8897,676
Intermediate Care Facility/Developmentally Delayed,Richland Community Home,3580 U S Highway 80,RAYVILLE,LA,71269,RICHLAND,rwatts@delamhc.com,(318) 878-9017,595
Intermediate Care Facility/Developmentally Delayed,Richland Drive Community Home,127 Richland Drive ,THIBODAUX,LA,70301,LAFOURCHE,lafourchearc@triparish.net,(985) 446-0820,492
Intermediate Care Facility/Developmentally Delayed,Richland Group Home,596 Midway Church Lane ,DELHI,LA,71232,RICHLAND,lauranickelson@yahoo.com,(318) 878-3005,974
Intermediate Care Facility/Developmentally Delayed,Richmond Group Home,100 Caroline Street ,TALLULAH,LA,71282,MADISON,lauranickelson@yahoo.com,(318) 574-5102,976
Intermediate Care Facility/Developmentally Delayed,Ridgemont Drive Community Home,8203 Ridgemont Drive ,PINEVILLE,LA,71360,RAPIDES,devans@evergreenls.org,(318) 640-2388,503
Intermediate Care Facility/Developmentally Delayed,Ridgeway House,1808 S. Shirley Ave. ,GONZALES,LA,70737,ASCENSION,jlandrybt@eatel.net,(225) 450-3025,707
Intermediate Care Facility/Developmentally Delayed,Riley Group Home,2550 Fairfields Avenue ,BATON ROUGE,LA,70802,EAST BATON ROUGE,ctemple@harmonycenter.org,(225) 336-5430,765
Intermediate Care Facility/Developmentally Delayed,Robertson Road Community Home,550 Robertson Road ,POLLOCK,LA,71467,GRANT,coutee218@aol.com,(318) 641-7147,810
Intermediate Care Facility/Developmentally Delayed,Robinswood Community Home,2201 21st Street,LAKE CHARLES,LA,70601,CALCASIEU,tgrobinswood18@yahoo.com,(337) 436-6664,2203784728
Intermediate Care Facility/Developmentally Delayed,Robinswood School,200 Avenue C,LAKE CHARLES,LA,70615,CALCASIEU,tgrobinswood18@yahoo.com,(337) 436-6664,2203784729
Intermediate Care Facility/Developmentally Delayed,Rock of Ages Group Home,1541 St. Ann Street,SLIDELL,LA,70460,ST. TAMMANY,mmclain@starcla.org,(985) 259-4646,2203784020
Intermediate Care Facility/Developmentally Delayed,Rolling Hills Group Home,571 Crichton Road ,SIBLEY,LA,71073,WEBSTER,terrih@evergreenls.org,(318) 377-6997,761
Intermediate Care Facility/Developmentally Delayed,Roosevelt Community Home,1605 Texas Avenue ,ALEXANDRIA,LA,71301,RAPIDES,isabel.elliott@westsidehabcenter.com,(318) 443-9330,1054
Intermediate Care Facility/Developmentally Delayed,Rosteet Community Home,901 Egret Street,LAKE CHARLES,LA,70615,CALCASIEU,rvizia@carc.us,(337) 494-1788,2203784808
Intermediate Care Facility/Developmentally Delayed,Royal Street Community Home,1000 Royal Street,LAKE CHARLES,LA,70607,CALCASIEU,rvizia@carc.us,(337) 474-2687,2203784807
Intermediate Care Facility/Developmentally Delayed,Royce Eznack Community Home,2600 Military Highway,PINEVILLE,LA,71360,RAPIDES,mtcolwell1114@yahoo.com,(318) 640-0800,2203783799
Intermediate Care Facility/Developmentally Delayed,Ruby Drive Community Home,900 Ruby Drive ,BREAUX BRIDGE,LA,70517,ST. MARTIN,alvawecare@aol.com,(337) 332-4222,536
Intermediate Care Facility/Developmentally Delayed,Ruston Community Residence,2909 South Vienna,RUSTON,LA,71270,LINCOLN,planksr@comcast.net,(318) 255-9137,904
Intermediate Care Facility/Developmentally Delayed,Ruth Cottage,1809 Huie-Dellmon Avenue,BOYCE,LA,71409,RAPIDES,pauline.bordelon@stmarys-rts.org,(318) 445-6443,2203784457
Intermediate Care Facility/Developmentally Delayed,Sale Road Community Home,901 Egret Street,LAKE CHARLES,LA,70615,CALCASIEU,rvizia@carc.us,(337) 478-7857,2203784806
Intermediate Care Facility/Developmentally Delayed,Salem Home,2835 Magellan Drive ,BATON ROUGE,LA,70816,EAST BATON ROUGE,admin@ddmsla.com,(225) 291-9197,2203784094
Intermediate Care Facility/Developmentally Delayed,Schamburger Group Home,40 Carrie May Road ,DELHI,LA,71232,RICHLAND,lauranickelson@yahoo.com,(318) 878-2424,1028
Intermediate Care Facility/Developmentally Delayed,Scott Group Home,107 Saint Jude Street ,SCOTT,LA,70583,LAFAYETTE,jennifer.simon@rescare.com,(337) 233-2731,818
Intermediate Care Facility/Developmentally Delayed,Scottwood Home 1,9842 Scottwood Drive ,SHREVEPORT,LA,71118,CADDO,tkennedy@laholyangels.org,(318) 797-8500,929
Intermediate Care Facility/Developmentally Delayed,Scottwood Home II,9803 Scottwood Drive ,SHREVEPORT,LA,71106,CADDO,tkennedy@laholyangels.org,(318) 797-8500,939
Intermediate Care Facility/Developmentally Delayed,Scovell Community Home,412 S. Dresden ,SHREVEPORT,LA,71115,CADDO,sandyw@evergreenls.org,(318) 797-6914,677
Intermediate Care Facility/Developmentally Delayed,Second Avenue Community Home,2410 2nd Avenue ,LAKE CHARLES,LA,70601,CALCASIEU,swla.261@evergreenls.org,(337) 497-1141,2203784731
Intermediate Care Facility/Developmentally Delayed,Seventeenth Street Group Home,404 17th Street ,GRETNA,LA,70053,JEFFERSON,jennifer.vath@rescare.com,(225) 387-5289,751
Intermediate Care Facility/Developmentally Delayed,Sharkey Road Group Home,112 Wallace Road ,TALLULAH,LA,71282,MADISON,lauranickelson@yahoo.com,(318) 574-0455,977
Intermediate Care Facility/Developmentally Delayed,Sharon Smith Home,401 Windermere Boulevard,ALEXANDRIA,LA,71303,RAPIDES,audrey.hopkins@stmarys-rts.org,(318) 448-5173,1063
Intermediate Care Facility/Developmentally Delayed,Sharp Lane Community Home,38511 Sharp Lane ,PONCHATOULA,LA,70454,TANGIPAHOA,jennifer.vath@rescare.com,(985) 370-0108,1057
Intermediate Care Facility/Developmentally Delayed,Sheraton Home,10944 Sheraton Drive ,BATON ROUGE,LA,70815,EAST BATON ROUGE,jennifer.vath@rescare.com,(225) 778-5275,2913
Intermediate Care Facility/Developmentally Delayed,Shongaloo Community Home,108 S. Willow ,SHONGALOO,LA,71072,WEBSTER,terrih@evergreenls.org,(318) 539-4957,679
Intermediate Care Facility/Developmentally Delayed,Silverleaf Home,7844 Silverleaf Avenue ,BATON ROUGE,LA,70811,EAST BATON ROUGE,jennifer.vath@rescare.com,(225) 778-5097,2991
Intermediate Care Facility/Developmentally Delayed,Sis Lane Community Home,130 Sis Lane ,CARENCRO,LA,70520,LAFAYETTE,jennifer.simon@rescare.com,(337) 233-2731,417
Intermediate Care Facility/Developmentally Delayed,Sisters Home,1020 Overton Brooks Road ,SHREVEPORT,LA,71106,CADDO,tkennedy@laholyangels.org,(318) 797-8500,6671
Intermediate Care Facility/Developmentally Delayed,Skysail Community Home,4221 Rocky Mountain Drive ,BATON ROUGE,LA,70814,EAST BATON ROUGE,admin@ddmsla.com,(225) 273-5488,2203784095
Intermediate Care Facility/Developmentally Delayed,Smith and Cook Group Home,70223 N. Rainey Street ,TANGIPAHOA,LA,70465,TANGIPAHOA,hljackson@harmonycenter.org,(985) 229-6121,1003
Intermediate Care Facility/Developmentally Delayed,Smith Home,10450 Ellerbe Road ,SHREVEPORT,LA,71106,CADDO,tkennedy@laholyangels.org,(318) 797-8500,931
Intermediate Care Facility/Developmentally Delayed,South Highland Community Home,4520 Gilbert Drive ,SHREVEPORT,LA,71106,CADDO,sandyw@evergreenls.org,(318) 865-6716,710
Intermediate Care Facility/Developmentally Delayed,South Street Home,1213 South Street,VINTON,LA,70668,CALCASIEU,hilda.trahan@evergreenls.org,(337) 409-2203,2203781904
Intermediate Care Facility/Developmentally Delayed,Southfork Group Home,149 Afton Road ,TALLULAH,LA,71282,MADISON,lauranickelson@yahoo.com,(318) 574-0704,978
Intermediate Care Facility/Developmentally Delayed,Southpark Home,4236 Southpark Drive ,BATON ROUGE,LA,70816,EAST BATON ROUGE,jennifer.vath@rescare.com,(225) 778-5097,3150
Intermediate Care Facility/Developmentally Delayed,Southwest Community Home,610 E Academy Drive ,JENNINGS,LA,70546,JEFFERSON DAVIS,jennifer.vath@rescare.com,(337) 233-2731,829
Intermediate Care Facility/Developmentally Delayed,Sr. Helen Home,1702 Madeley Avenue ,BOYCE,LA,71409,RAPIDES,audrey.hopkins@stmarys-rts.org,(318) 445-6443,997
Intermediate Care Facility/Developmentally Delayed,St. Andrew Group Home,1127 St. Andrew Street ,NEW ORLEANS,LA,70130,ORLEANS,rouky@ddmsla.com,(504) 513-3159,2203784096
Intermediate Care Facility/Developmentally Delayed,St. Anthony Home,1907 Huie-Dellmon Avenue,BOYCE,LA,71409,RAPIDES,audrey.hopkins@stmarys-rts.org,(318) 445-6443,2203784820
Intermediate Care Facility/Developmentally Delayed,St. Mary''''''''s Residential Training School,6715 Highway 1 North,BOYCE,LA,71409,RAPIDES,audrey.hopkins@stmarys-rts.org,(318) 445-6443,750000456
Intermediate Care Facility/Developmentally Delayed,St. Michael Home,1030 Overton Brooks Road ,SHREVEPORT,LA,71106,CADDO,tkennedy@laholyangels.org,(318) 797-8500,635
Intermediate Care Facility/Developmentally Delayed,St. Rosalie Group Home,119 Kass Street ,GRETNA,LA,70056,JEFFERSON,rpgarner@ccano.org,(504) 361-8320,367
Intermediate Care Facility/Developmentally Delayed,State Street Community Home,3209 State Street Drive,NEW ORLEANS,LA,70123,ORLEANS,crofla@aol.com,(504) 366-1828,702
Intermediate Care Facility/Developmentally Delayed,Stephanie Group Home,203 Stephanie Drive ,SAINT MARTINVILLE,LA,70582,ST. MARTIN,jennifer.simon@rescare.com,(337) 233-2731,598
Intermediate Care Facility/Developmentally Delayed,Stern Group Home,15626 Confederate Ave. ,BATON ROUGE,LA,70817,EAST BATON ROUGE,admin@ddmsla.com,(225) 767-7190,2203784097
Intermediate Care Facility/Developmentally Delayed,Stevens Home,910 Justin Street ,LOCKPORT,LA,70374,LAFOURCHE,lafourchearc@triparish.net,(985) 532-6478,355
Intermediate Care Facility/Developmentally Delayed,Sts. Mary & Elizabeth Group Home,720 N. Elm Street ,METAIRIE,LA,70003,JEFFERSON,rpgarner@ccano.org,(504) 738-6959,210289034
Intermediate Care Facility/Developmentally Delayed,Stuckey Home,6725 Highway 1 North ,BOYCE,LA,71409,RAPIDES,audrey.hopkins@stmarys-rts.org,(318) 445-6443,928
Intermediate Care Facility/Developmentally Delayed,Sugar Mill Group Home,2201 Old Sugar Mill Road ,NEW IBERIA,LA,70560,IBERIA,jennifer.simon@rescare.com,(337) 233-2731,416
Intermediate Care Facility/Developmentally Delayed,Summer House,32649 Perkins Road ,DENHAM SPRINGS,LA,70706,LIVINGSTON,summerhouse32649@outlook.com,(225) 369-2639,2203782240
Intermediate Care Facility/Developmentally Delayed,Sunset Community Home,17362 East Little Italy Road,HAMMOND,LA,70403,TANGIPAHOA,strawpatch@i-55.com,(985) 542-1959,594
Intermediate Care Facility/Developmentally Delayed,T. N. Armistead Group Home,Hwy 951 #165 ,JACKSON,LA,70748,EAST FELICIANA,ada.lord@la.gov,(225) 634-0661,711
Intermediate Care Facility/Developmentally Delayed,Taft Community Home,4314 Whitefield ,ALEXANDRIA,LA,71303,RAPIDES,isabel.elliott@westsidehabcenter.com,(318) 443-7724,1053
Intermediate Care Facility/Developmentally Delayed,Tallulah Community Home,68 Luffey Lane,RAYVILLE,LA,71269,RICHLAND,rwatts@delamhc.com,(318) 878-9017,499
Intermediate Care Facility/Developmentally Delayed,Taylor Group Home,5635 Navaho Trail ,ALEXANDRIA,LA,71303,RAPIDES,isabel.elliott@westsidehabcenter.com,(318) 442-7105,1029
Intermediate Care Facility/Developmentally Delayed,Tenth Street Community Home,1800 Tenth Street,LAKE CHARLES,LA,70601,CALCASIEU,tgrobinswood18@yahoo.com,(337) 436-6664,2203784730
Intermediate Care Facility/Developmentally Delayed,Tenth Street Community Home,803 NW Tenth Street,SPRINGHILL,LA,71075,WEBSTER,terrih@evergreenls.org,(318) 539-5005,470
Intermediate Care Facility/Developmentally Delayed,Terrace Drive Community Home,3315 Terrace Drive ,SHREVEPORT,LA,71107,CADDO,sandyw@evergreenls.org,(318) 226-8940,164
Intermediate Care Facility/Developmentally Delayed,Thibaut Manor,4201 Highway 1 ,NAPOLEONVILLE,LA,70390,ASSUMPTION,solivo@aarcinc.org,(985) 269-2907,226
