Facility ID,Facility Name,Phone Number,State Facility Type 1 Literal,County,Address,City,State,Zip Code,Email Address,Ownership Type,Licensee,Capacity,Date Accessed
23Z408,Village At Belmar,3033330482,ASSISTED LIVING RESIDENCE,Jefferson,7825 WEST ALAMEDA AVENUE,Lakewood,CO,80226,, LIMITED LIABIL,BMSH I LAKEWOOD CO LLC,115,7/6/21
2303F3,Brookdale Mariana Butte,9706220012,ASSISTED LIVING RESIDENCE,Larimer,215 SHUPE CIRCLE,Loveland,CO,80537,, LIMITED LIABIL,"BKD STERLING HOUSE OF LOVELAND-ORCHARDS, LLC",105,7/6/21
23S295,"Vineyards Memory Care, The",9706237126,ASSISTED LIVING RESIDENCE,Mesa,1530 WALNUT,Grand Junction,CO,81501,, LIMITED LIABIL,TRIUMPH PROPERTIES LLC,32,7/6/21
2304NM,Sunrise At Orchard,3037731609,ASSISTED LIVING RESIDENCE,Arapahoe,5975 S HOLLY ST,Littleton,CO,80121,, LIMITED LIABIL,SZR ORCHARD AL LLC,108,7/6/21
23N138,Pine Grove Crossing,3039968000,ASSISTED LIVING RESIDENCE,Douglas,19160 COTTONWOOD DRIVE,Parker,CO,80138,, LIMITED LIABIL,COTTONWOOD SENIOR CARE LLC,153,7/6/21
23H563,Sunrise Assisted Living Of Boulder,7204061000,ASSISTED LIVING RESIDENCE,Boulder,3955 28TH STREET,Boulder,CO,80304,krpate@yahoo.com, LIMITED LIABIL,WELLTOWER OPCO GROUP LLC,110,7/6/21
23X760,Morningstar At Ridgegate,7205451645,ASSISTED LIVING RESIDENCE,Douglas,10100  COMMONS STREET,Lone Tree,CO,80124,rlunnon@morningstarseniorliving.com, LIMITED LIABIL,COMMONS SENIOR CARE LLC,135,7/6/21
23Q716,Golden Lodge Assisted  Living Llc,7206052111,ASSISTED LIVING RESIDENCE,Jefferson,1111 NEW STAR WAY,Golden,CO,80403,, LIMITED LIABIL,GOLDEN LODGE ASSISTED LIVING LLC,111,7/6/21
23R708,Sunrise At Flatirons,3034662422,ASSISTED LIVING RESIDENCE,Jefferson,400 SUMMIT BOULEVARD,Broomfield,CO,80021,, LIMITED LIABIL,WELLTOWER OPCO GROUP LLC,114,7/6/21
2304AL,Spring Ridge Park Assisted Living,3032338518,ASSISTED LIVING RESIDENCE,Jefferson,5361 W 26TH AVE,Wheat Ridge,CO,80214,303-838-0810, LIMITED LIABIL,"CONTINUUM AT SPRING RIDGE PARK, LLC",37,7/6/21
23E528,Morningstar At Jordan,3033213277,ASSISTED LIVING RESIDENCE,Arapahoe,14301 EAST ARAPAHOE ROAD,Centennial,CO,80112,jordan.ed@morningstarseniorliving.com, LIMITED LIABIL,MORNINGSTAR JORDAN OPERATOR LLC,105,7/6/21
23T231,Morningstar Of Arvada,7209079071,ASSISTED LIVING RESIDENCE,Jefferson,17351 WEST 64TH AVE,Arvada,CO,80007,, LIMITED LIABIL,EASLEY SENIOR CARE LLC,90,7/6/21
23G939,Aspen House 2,9706352500,ASSISTED LIVING RESIDENCE,Larimer,2224 EAST 11TH STREET,Loveland,CO,80537,, LIMITED LIABIL,MRSC CO ASPEN HOUSE MASTER TENANT LLC,40,7/6/21
23S218,Seven Lakes Memory Care,9704615918,ASSISTED LIVING RESIDENCE,Larimer,1990 PIKES PEAK DRIVE,Loveland,CO,80538,, LIMITED LIABIL,SEVEN LAKES MSL LLC,48,7/6/21
2305B9,Brookdale Briargate,7195984200,ASSISTED LIVING RESIDENCE,El Paso,7560 LEXINGTON DR,Colorado Springs,CO,80920,, LIMITED LIABIL,"BKD STERLING HOUSE OF COLORADO SPRINGS-BRIARGATE,",50,7/6/21
23D467,Applewood Place,3032334343,ASSISTED LIVING RESIDENCE,Jefferson,2800 YOUNGFIELD STREET,Lakewood,CO,80215,, LIMITED LIABIL,YOUNGFIELD SENIOR CARE LLC,133,7/6/21
23K987,Windsong At Northridge,9704497199,ASSISTED LIVING RESIDENCE,Weld,7010 WEST 8TH STREET,Greeley,CO,80634,, LIMITED LIABIL,GREELEY MEMORY CARE LLC,52,7/6/21
23X291,Parker Senior Living By Morningstar,3038050818,ASSISTED LIVING RESIDENCE,Douglas,18900 E MAINSTREET,Parker,CO,80134,parker.ed@morningstarseniorliving.com, LIMITED LIABIL,SHP V PARKER LLC,167,7/6/21
23W376,Aspen Ridge Alzheimers Special Care Center,9702541233,ASSISTED LIVING RESIDENCE,Mesa,622 28 1/4 ROAD,Grand Junction,CO,81506,tracy.waite@jeaseniorliving.net, LIMITED LIABIL,SH1 ASPEN RIDGE LLC,56,7/6/21
23F542,Morningstar Of Boulder,7205451575,ASSISTED LIVING RESIDENCE,Boulder,575 TANTRA DRIVE,Boulder,CO,80305,boulder.ed@morningstarseniorliving.com, LIMITED LIABIL,4640 TABLE MESA LLC,118,7/6/21
2304OU,Sunrise At Cherry Creek,3033331166,ASSISTED LIVING RESIDENCE,Denver,251 S COLORADO BLVD,Denver,CO,80246,, LIMITED LIABIL,SUNRISE SENIOR LIVING AT CHERRY CREEK LLC,126,7/6/21
23Z839,Springs Ranch Memory Care Community,7198964168,ASSISTED LIVING RESIDENCE,El Paso,3315 EMMETT VIEW,Colorado Springs,CO,80922,springsranched@koelschsenior.com, LIMITED LIABIL,COLORADO SPRINGS MEMORY CARE LLC,72,7/6/21
23Z321,Villagio Of Broomfield,7206342535,ASSISTED LIVING RESIDENCE,Boulder,11952 GRAY STREET,Broomfield,CO,80020,cbrown@villagioliving.com, LIMITED LIABIL,SELECT OPERATIONS OF BROOMFIELD LLC,75,7/6/21
2304CA,Brookdale Pinehurst Park,3037388500,ASSISTED LIVING RESIDENCE,Denver,3790 W QUINCY AVE,Denver,CO,80236,, LIMITED LIABIL,"BREA DENVER, LLC",76,7/6/21
23054K,Brookdale Skyline-Alr,7196675360,ASSISTED LIVING RESIDENCE,El Paso,2365 PATRIOT HEIGHTS,Colorado Springs,CO,80904,, LIMITED LIABIL,"BLC - VILLAGE AT SKYLINE, LLC",187,7/6/21
23R666,"Academy At Bella Vista, The",3034423896,ASSISTED LIVING RESIDENCE,Boulder,2762 BELLA VISTA LANE,Boulder,CO,80302,gary@theacademyboulder.com, LIMITED PARTNE,"ACADEMY AT BELLA VISTA, LLLP",10,7/6/21
23V340,"Peaks At Old Laramie Trail, The",3034406050,ASSISTED LIVING RESIDENCE,Boulder,660 OLD LARAMIE TRAIL,Lafayette,CO,80026,, LIMITED PARTNE,MERIDIAN LAFAYETTE OE LP,95,7/6/21
23033N,Juniper Village At Louisville,3036653722,ASSISTED LIVING RESIDENCE,Boulder,1078 S 88TH ST,Louisville,CO,80027,, LIMITED PARTNE,WELLSPRING AT LOUISVILLE LP,52,7/6/21
23052X,Bridge Assisted Lvg At Life Care Ctr Of Co Springs,7196303330,ASSISTED LIVING RESIDENCE,El Paso,2494 INTERNATIONAL CIRCLE,Colorado Springs,CO,80910,, PARTNERSHIP,"COLORADO SPRINGS RETIREMENT OPERATIONS, LLC",65,7/6/21
2304XO,Nightingale Lane,3034248777,ASSISTED LIVING RESIDENCE,Jefferson,12805 W 65TH WAY,Arvada,CO,80004,lanedir@springwoodretirement.com, PARTNERSHIP,ARVADA HOUSING ASSOCIATES LLC,28,7/6/21
2304F8,Nightingale Suites,3034244411,ASSISTED LIVING RESIDENCE,Jefferson,12825 W 65TH WAY,Arvada,CO,80004,, PARTNERSHIP,ARVADA NIGHTINGALE ASSOCIATES LLLP,72,7/6/21
2304A2,Brookdale Parkplace,3037440400,ASSISTED LIVING RESIDENCE,Denver,111 EMERSON ST,Denver,CO,80218,bwestlake@brookdale.com, PARTNERSHIP,FORT AUSTIN LTD PARTNERSHIP,93,7/6/21
2304S1,Juniper Village At Aurora,3033416335,ASSISTED LIVING RESIDENCE,Arapahoe,11901 E MISSISSIPPI AVE,Aurora,CO,80012,, PARTNERSHIP,WELLSPRING AT AURORA GENERAL PARTNERSHIP,52,7/6/21
23J979,Rose Of Sharon Assisted Living - Detroit,3037704900,ASSISTED LIVING RESIDENCE,Adams,7521 S DETROIT STREET,Centennial,CO,80122,htanny7@gmail.com, PROFIT-CORPORA,"ROSE OF SHARON ASSISTED LIVING, INC.",8,7/6/21
23Q273,Cardan Manor Assisted Living Ii,7205247192,ASSISTED LIVING RESIDENCE,Arapahoe,2895 SOUTH KILLARNEY WAY,Aurora,CO,80013,cabam@cardanmanor.com, PROFIT-CORPORA,CARDAN MANOR ASSISTED LIVING II INC,11,7/6/21
23J546,Rose Of Sharon Valentia,7204822223,ASSISTED LIVING RESIDENCE,Arapahoe,6988 SOUTH VALENTIA STREET,Centennial,CO,80112,htanny7@gmail.com, PROFIT-CORPORA,"ROSE OF SHARON ASSISTED LIVING, INC.",7,7/6/21
23R130,Lighthouse Assisted Living Inc-Elizabeth House,7205298338,ASSISTED LIVING RESIDENCE,Arapahoe,7783 SOUTH ELIZABETH WAY,Centennial,CO,80122,tom@lighthouseassistedliving.com, PROFIT-CORPORA,LIGHTHOUSE ASSISTED LIVING INC,8,7/6/21
23G128,Rose Of Sharon Assisted Living - Washington,3037943262,ASSISTED LIVING RESIDENCE,Arapahoe,7487 S WASHINGTON STREET,Centennial,CO,80122,htanny7@gmail.com, PROFIT-CORPORA,ROSE OF SHARON WASHINGTON INC,8,7/6/21
23K564,St Francis Assisted Living Facility,7206124813,ASSISTED LIVING RESIDENCE,Arapahoe,6694 S FRANKLIN STREET,Centennial,CO,80121,affmd@yahoo.com  ferrer_dahlia@yahoo.com, PROFIT-CORPORA,"WE CARE HOMES OF COLORADO, INC",8,7/6/21
23M587,Rose Of Sharon Assisted Living - Harrison,7203285013,ASSISTED LIVING RESIDENCE,Arapahoe,8108 S HARRISON WAY,Centennial,CO,80122,, PROFIT-CORPORA,"ROSE OF SHARON ASSISTED LIVING, INC.*",8,7/6/21
23Z788,Rose Of Sharon Assisted Living,3037303825,ASSISTED LIVING RESIDENCE,Arapahoe,5853 SOUTH SHERMAN WAY,Centennial,CO,80121,htanny7@gmail.com, PROFIT-CORPORA,"ROSE OF SHARON ASSISTED LIVING, INC.",8,7/6/21
23U239,St Francis Assisted Living Ii,3032841913,ASSISTED LIVING RESIDENCE,Arapahoe,6610 S ONEIDA CT,Centennial,CO,80111,, PROFIT-CORPORA,"WE CARE HOMES OF COLORADO, INC",10,7/6/21
23O244,Rocky Mountain Assisted Living- Euclid,3039966886,ASSISTED LIVING RESIDENCE,Arapahoe,3638 E EUCLID AVE,Centennial,CO,80121,jessica@rockymountainassistedliving.com, PROFIT-CORPORA,ROCKY MOUNTAIN ASSISTED LIVING LLC,12,7/6/21
23X282,Senior Care Assisted Living Jersey House Inc,7204357163,ASSISTED LIVING RESIDENCE,Arapahoe,2640 S JERSEY ST,Denver,CO,80222,, PROFIT-CORPORA,SENIOR CARE ASSISTED LIVING - JERSEY HOUSE INC,8,7/6/21
23X373,Rose Of Sharon Assisted Living - Snowberry,3037303113,ASSISTED LIVING RESIDENCE,Arapahoe,5890 SNOWBERRY DRIVE,Littleton,CO,80123,, PROFIT-CORPORA,"ROSE OF SHARON ASSISTED LIVING, INC.",8,7/6/21
23I537,Rose Of Sharon Assisted Living - Yukon,3039737123,ASSISTED LIVING RESIDENCE,Arapahoe,7762 S YUKON WAY,Littleton,CO,80128,htanny@qwest.net, PROFIT-CORPORA,"ROSE OF SHARON ASSISTED LIVING, INC.",8,7/6/21
23R935,"Lighthouse Assisted Living, Inc-Irwin House",7204935008,ASSISTED LIVING RESIDENCE,Arapahoe,2745 E IRWIN PLACE,Littleton,CO,80122,tom@lighthouseassistedliving.com, PROFIT-CORPORA,LIGHTHOUSE ASSISTED LIVING,8,7/6/21
23I533,Lighthouse Assisted Living Inc - Wadsworth,7204890864,ASSISTED LIVING RESIDENCE,Arapahoe,8603 S WADSWORTH COURT,Littleton,CO,80128,liz@lighthouseassistedliving.com, PROFIT-CORPORA,LIGHTHOUSE ASSISTED LIVING,12,7/6/21
23M122,Safe Harbor Assisted Living Llc,3037764384,ASSISTED LIVING RESIDENCE,Boulder,1424 16TH AVENUE,Longmont,CO,80501,, PROFIT-CORPORA,SAFE HARBOR ASSISTED LIVING LLC,6,7/6/21
2303JU,Brookdale Longmont,3036821066,ASSISTED LIVING RESIDENCE,Boulder,2240 PRATT ST,Longmont,CO,80501,kharden@brookdale.com, PROFIT-CORPORA,ALTERRA HEALTHCARE CORPORATION,50,7/6/21
230490,Brookdale University Park,3037571404,ASSISTED LIVING RESIDENCE,Denver,2020 S MONROE ST,Denver,CO,80210,, PROFIT-CORPORA,ARC HERITAGE CLUB INC,40,7/6/21
230480,Heather Grove,3034774262,ASSISTED LIVING RESIDENCE,Denver,3289 GROVE ST,Denver,CO,80211,, PROFIT-CORPORA,MITCH B CORPORATION,45,7/6/21
23052H,A Robin'S Nest,7192262941,ASSISTED LIVING RESIDENCE,El Paso,3182 E OAK CREEK DR,Colorado Springs,CO,80906,, PROFIT-CORPORA,"A ROBIN'S NEST OF CHEYENNE MOUNTAIN, INC.",8,7/6/21
23E517,"Freedom Home Assisted Living, Inc",7204363995,ASSISTED LIVING RESIDENCE,El Paso,10080 LEXINGTON DRIVE,Colorado Springs,CO,80920,, PROFIT-CORPORA,FREEDOM HOME ASSISTED LIVING INC,8,7/6/21
23R718,New Day Cottages At Pine Creek,7192661100,ASSISTED LIVING RESIDENCE,El Paso,10975 HOWELLS ROAD,Colorado Springs,CO,80908,newadaycottages@q.com, PROFIT-CORPORA,NEW DAY COTTAGES INC,16,7/6/21
23V337,"Healthcare Resort Of Colorado Springs, The",7196327000,ASSISTED LIVING RESIDENCE,El Paso,2818 GRAND VISTA CIRCLE,Colorado Springs,CO,80904,, PROFIT-CORPORA,"PIKES PEAK HEALTHCARE, INC. USETHIS",32,7/6/21
23G121,Peak Gardens Assisted Living Inc,3034676842,ASSISTED LIVING RESIDENCE,Jefferson,9585 W 51ST AVENUE,Arvada,CO,80002,, PROFIT-CORPORA,PEAK GARDENS ASSISTED LIVING INC,8,7/6/21
23V250,Care Haven Assisted Living Inc,3032743636,ASSISTED LIVING RESIDENCE,Jefferson,632 DEFRAME COURT,Golden,CO,80401,malachi_adam@yahoo.com, PROFIT-CORPORA,CARE HAVEN ASSISTED LIVING INC,8,7/6/21
23T229,Rocky Mountain Assisted Living- Virginia,3039966886,ASSISTED LIVING RESIDENCE,Jefferson,9000 W VIRGINIA AVE,Lakewood,CO,80226,dave@rockymountainassistedliving.com, PROFIT-CORPORA,ROCKY MOUNTAIN ASSISTED LIVING LLC,12,7/6/21
23A413,Rising Sun Senior Home At Belmar Inc The,3039890301,ASSISTED LIVING RESIDENCE,Jefferson,835 S FLOWER STREET,Lakewood,CO,80226,, PROFIT-CORPORA,"RISING SUN SENIOR HOME AT BELMAR INC, THE",12,7/6/21
2304JT,Colorado Assisted Living Homes Llc - Kendall,3039322289,ASSISTED LIVING RESIDENCE,Jefferson,7456 S KENDALL BLVD,Littleton,CO,80128,, PROFIT-CORPORA,"COLORADO ASSISTED LIVING HOMES, LLC",7,7/6/21
2303WA,Brookdale Fort Collins Al (Co),9702299777,ASSISTED LIVING RESIDENCE,Larimer,1002 RULE DR,Fort Collins,CO,80525,pthomaskline@brookdaleliving.com, PROFIT-CORPORA,ALTERRA HEALTHCARE CORPORATION,80,7/6/21
2303RR,Brookdale North Loveland,9706679500,ASSISTED LIVING RESIDENCE,Larimer,2895 N EMPIRE AVE,Loveland,CO,80538,, PROFIT-CORPORA,ALTERRA HEALTHCARE CORPORATION,60,7/6/21
2306MT,Brookdale El Camino,7195611400,ASSISTED LIVING RESIDENCE,Pueblo,4723 SURFWOOD LANE,Pueblo,CO,81005,jsandoval@brookdaleliving.com, PROFIT-CORPORA,ALTERRA HEALTHCARE CORPORATION,75,7/6/21
2303AM,Ashley Manor - Evans 3,9703361966,ASSISTED LIVING RESIDENCE,Weld,1715 32ND ST,Evans,CO,80620,, PROFIT-CORPORA,ASHLEY MANOR LLC,16,7/6/21
23I528,Eagles Nest Aviator'S Homes Inc,5052315585,ASSISTED LIVING RESIDENCE,Weld,6994 CR 39,Fort Lupton,CO,80621,, PROFIT-CORPORA,PLANET VIEW INC,16,7/6/21
23R659,Columbine Commons Assisted Living,9704495540,ASSISTED LIVING RESIDENCE,Weld,1475 MAIN ST,Windsor,CO,80550,, PROFIT-CORPORA,"COLUMBINE COMMONS HEATLH & REHAB, LLC",65,7/6/21
2305RA,Constant Care Vi Oakridge,7196606826,ASSISTED LIVING RESIDENCE,El Paso,2204 OAKRIDGE LANE,Colorado Springs,CO,80915,, PROFIT-CORPORA,"CONSTANT CARE OF COLORADO SPRINGS, INC",6,7/6/21
2305T2,Constant Care V Cheyenne,7196606826,ASSISTED LIVING RESIDENCE,El Paso,427 W CHEYENNE ROAD,Colorado Springs,CO,80906,, PROFIT-CORPORA,"CONSTANT CARE OF COLORADO SPRINGS, INC",6,7/6/21
2305U1,Constant Care Iv Woodburn,7196606826,ASSISTED LIVING RESIDENCE,El Paso,2402 WOODBURN STREET,Colorado Springs,CO,80906,, PROFIT-CORPORA,"CONSTANT CARE OF COLORADO SPRINGS, INC",6,7/6/21
2305FX,Constant Care Iii Loma Linda,7196606826,ASSISTED LIVING RESIDENCE,El Paso,19 LOMA LINDA DR,Colorado Springs,CO,80906,, PROFIT-CORPORA,"CONSTANT CARE OF COLORADO SPRINGS, INC",8,7/6/21
23D453,Assisted Living Of Aurora Inc,3038345646,ASSISTED LIVING RESIDENCE,Arapahoe,21 DELMAR CIRCLE,Aurora,CO,80011,, PROFIT-CORPORA,ASSISTED LIVING OF AURORA INC,10,7/6/21
23W736,Rocky Mountain Assisted Living-Newland,3039966886,ASSISTED LIVING RESIDENCE,Jefferson,1570 S NEWLAND ST,Lakewood,CO,80232,zieglermeghann@gmail.com, PROFIT-CORPORA,ROCKY MOUNTAIN ASSISTED LIVING LLC,12,7/6/21
23U325,Serenity House Assisted Living Hoyt Street,3035848926,ASSISTED LIVING RESIDENCE,Jefferson,155 S HOYT STREET,Lakewood,CO,80226,michael.zislis@serenityhouse.net, PROFIT-CORPORA,"SERENITY HOUSE ASSISTED LIVING, INC.",12,7/6/21
23F488,Ashley Manor - Ft Lupton 1,3038571921,ASSISTED LIVING RESIDENCE,Weld,1102 4TH STREET,Fort Lupton,CO,80621,, PROFIT-CORPORA,ASHLEY MANOR LLC,12,7/6/21
2303Y3,Ashley Manor - Evans 1,9703469891,ASSISTED LIVING RESIDENCE,Weld,1805 32ND STREET,Evans,CO,80620,, PROFIT-CORPORA,ASHLEY MANOR LLC,13,7/6/21
2304MV,Brookdale Greenwood Village-Alr,3032249455,ASSISTED LIVING RESIDENCE,Arapahoe,6450 S BOSTON STREET,Greenwood Village,CO,80111,"ipollak@brookdale,com", PROFIT-CORPORA,"ARC GREENWOOD VILLAGE, INC.",136,7/6/21
23R199,Learning Services Corporation -  Bear Creek,3039896660,ASSISTED LIVING RESIDENCE,Jefferson,7201 W HAMPDEN,Lakewood,CO,80227,rmills@learningservices.com, PROFIT-CORPORA,LEARNING SERVICES CORPORATION,15,7/6/21
23U714,Forgetmenot Memory Care Assisted Living,7193720749,ASSISTED LIVING RESIDENCE,Fremont,9 S DORIS DRIVE,Florence,CO,81226,, PROFIT-CORPORA,CARE HAVEN ASSISTED LIVING INC,16,7/6/21
2306N1,Chateau At Sharmar Assisted Living,7195441173,ASSISTED LIVING RESIDENCE,Pueblo,1201 W ABRIENDO AVE,Pueblo,CO,81004,luanna.tapia@continuumhealth.com, PROFIT-CORPORA,"CONTINUUM AT CHATEAU, INC.",87,7/6/21
23S304,Montage Creek,9702400600,ASSISTED LIVING RESIDENCE,Montrose,1968 SUNRISE DRIVE,Montrose,CO,81401,praab@generationsllc.com, PROFIT-CORPORA,EMERITUS CORPORATION,107,7/6/21
23054G,Bear Creek Senior Living,7193291774,ASSISTED LIVING RESIDENCE,El Paso,1685 SOUTH 21ST STREET,Colorado Springs,CO,80904,, PROFIT-CORPORA,"S-H OPCO BEAR CREEK, LLC",137,7/6/21
23M205,Highpointe Assisted Living & Memory Care,3037564567,ASSISTED LIVING RESIDENCE,Arapahoe,6383 E GIRARD PLACE,Denver,CO,80222,jsullivan@spectrumretirement.com, PROFIT-CORPORA,"HIGHPOINTE OPERATOR, LLC",100,7/6/21
23036U,New Mercer Commons,9704951000,ASSISTED LIVING RESIDENCE,Larimer,900 CENTRE AVENUE,Fort Collins,CO,80526,gina.digiallonardo@columbinehealth.com, PROFIT-CORPORA,THE WORTHINGTON INC.,120,7/6/21
2305CK,Brookdale Broadmoor,7195795000,ASSISTED LIVING RESIDENCE,El Paso,615 SOUTHPOINTE COURT,Colorado Springs,CO,80906,, PROFIT-CORPORA,"EMERITUS PROPERTIES XVI, INC.",89,7/6/21
2303C1,Brookdale Fort Collins Mc (Co),9702299777,ASSISTED LIVING RESIDENCE,Larimer,1008 RULE DRIVE,Fort Collins,CO,80525,, PROFIT-CORPORA,ALTERRA HEALTHCARE CORPORATION,62,7/6/21
23Y383,Almost Like Home,3034322000,ASSISTED LIVING RESIDENCE,Jefferson,6761 WEST 65TH AVENUE,Arvada,CO,80003,tim@alzhomes.com, PROFIT-CORPORA,"ALMOST LIKE HOME, INC",72,7/6/21
23Y387,Greenridge Place,3034650504,ASSISTED LIVING RESIDENCE,Jefferson,7700 W 101ST AVENUE,Westminster,CO,80021,(303)465-0504, PROFIT-CORPORA,"ANTHEM WESTMINSTER MANAGEMENT, LLC",76,7/6/21
23R660,Applewood Our House Assisted Living Facility 5 Llc,7209237923,ASSISTED LIVING RESIDENCE,Jefferson,6595 GARRISON ST,Arvada,CO,80004,,NO VALUE ENTERED,,16,7/6/21
23U243,Bonaventure Of Colorado Springs,7194345230,ASSISTED LIVING RESIDENCE,El Paso,9112 GRAND CORDERA PARKWAY,Colorado Springs,CO,80924,executivedirectorcos@livebsl.com,NO VALUE ENTERED,BONAVENTURE OF COLORADO SPRINGS LLC,109,7/6/21
23O534,Bonaventure Of Thornton Llc,7206421140,ASSISTED LIVING RESIDENCE,Adams,12281 WASHINGTON CENTER PKWY,Thornton,CO,80241,executivedirectortho@livebsl.com,NO VALUE ENTERED,,95,7/6/21
2304PG,Ashley Manor At Carson,3036997744,ASSISTED LIVING RESIDENCE,Arapahoe,4056 S CARSON WAY,Aurora,CO,80014,,PROFIT-CORPORATION,ASHLEY MANOR LLC,16,7/6/21
230428,Harvard Square Retirement Community,3036960622,ASSISTED LIVING RESIDENCE,Denver,10200 E HARVARD AVE,Denver,CO,80231,licensing@watermarkcommunities.com,PROFIT-CORPORATION,WATERMARK HARVARD SQUARE LLC,155,7/6/21
2302T0,Prairie View Village Of Las Animas,7194561340,ASSISTED LIVING RESIDENCE,Bent,821 SECOND ST,Las Animas,CO,81054,alf-bchcc.org, CITY-COUNTY,BENT COUNTY HEALTHCARE CENTER,16,7/6/21
23R871,Gunnison Valley Health Assisted Living,9706413031,ASSISTED LIVING RESIDENCE,Gunnison,300 N THIRD ST,Gunnison,CO,81230,wbaker@gvh-colorado.org, CITY-COUNTY,GUNNISON COUNTY,15,7/6/21
2301LU,Jacob J And Anne B Walter Memorial Living Center,9704743323,ASSISTED LIVING RESIDENCE,Sedgwick,900 PINE ST,Julesburg,CO,80737,kmollendor@schealth.org, CITY-COUNTY,SEDGWICK COUNTY,26,7/6/21
23R129,Mesa House,3038533644,ASSISTED LIVING RESIDENCE,Adams,5831 EAST 74TH AVENUE,Commerce City,CO,80022,, CORPORATE NON-,ADAMS COMMUNITY MENTAL HEALTH CTR,10,7/6/21
23041O,Prairie Creeks Living Center,3036226262,ASSISTED LIVING RESIDENCE,Adams,56175 SUNSET AVE,Strasburg,CO,80136,prairiecreeks@outlook.com, CORPORATE NON-,EASTERN SLOPE HOUSING INC,19,7/6/21
2304MZ,Crossroads At Northglenn Alf,3032521118,ASSISTED LIVING RESIDENCE,Adams,451 MALLEY DR,Northglenn,CO,80233,michele.strauch@crossroadsalc.org, CORPORATE NON-,CROSSROADS AT NORTHGLENN ALF,100,7/6/21
23M636,Dorothys Soft Touch Ii,3033411120,ASSISTED LIVING RESIDENCE,Arapahoe,716 URSULA STREET,Aurora,CO,80011,chinyerejoiner@q.com, CORPORATE NON-,DOROTHY'S SOFT TOUCH,6,7/6/21
23K179,Dorothy'S Soft Touch,3037392700,ASSISTED LIVING RESIDENCE,Arapahoe,1139 TUCSON STREET,Aurora,CO,80011,cjoiner@dsstouch.org, CORPORATE NON-,DOROTHY'S SOFT TOUCH,8,7/6/21
230354,"Mary Sandoe House, The",3034947317,ASSISTED LIVING RESIDENCE,Boulder,1244 GILLASPIE DR,Boulder,CO,80305,dotti@themarysandoehouse.com, CORPORATE NON-,"BOULDER GRAY PANTHERS SERVICE PROJECT, INC.",24,7/6/21
230379,"Mezzanine-Assisted Living At Golden West, The",3034443967,ASSISTED LIVING RESIDENCE,Boulder,1055 ADAMS CIRCLE,Boulder,CO,80303,jgiovanetto@gwboulder.org, CORPORATE NON-,"GOLDEN WEST COMMUNITIES, INC",56,7/6/21
23R567,Crossroads At Delta Alf,9708741421,ASSISTED LIVING RESIDENCE,Delta,1380 ASPEN WAY,Delta,CO,81416,, CORPORATE NON-,CROSSROADS AT DELTA ALF,49,7/6/21
2.30E+05,Just For Seniors Living Center I,3038935356,ASSISTED LIVING RESIDENCE,Denver,1395 VRAIN ST,Denver,CO,80204,, CORPORATE NON-,"JUST FOR SENIORS, INC.",8,7/6/21
23045S,Inn Between,3039804082,ASSISTED LIVING RESIDENCE,Denver,10295 W KEENE AVE,Denver,CO,80235,, CORPORATE NON-,JEFFERSON CENTER FOR MENTAL HEALTH,8,7/6/21
23HIDN,Open Arms Assisted Living Suite A,7204528006,ASSISTED LIVING RESIDENCE,Denver,12150 E ANDREWS DR SUITE A,Denver,CO,80239,, CORPORATE NON-,OPEN ARMS ASSISTED LIVING,16,7/6/21
230445,Kavod Senior Life,3033991146,ASSISTED LIVING RESIDENCE,Denver,11 S ADAMS ST,Denver,CO,80209,sbedell@ajsh.org, CORPORATE NON-,"ALLIED HOUSING, INC.",35,7/6/21
230477,"Barth Hotel, The",3035347142,ASSISTED LIVING RESIDENCE,Denver,1514 17TH ST,Denver,CO,80202,, CORPORATE NON-,SENIOR HOUSING OPTIONS,62,7/6/21
2304ST,Marycrest Assisted Living,3034330282,ASSISTED LIVING RESIDENCE,Denver,2800/2850 COLUMBINE RD,Denver,CO,80221,, CORPORATE NON-,LSS OF MARYCREST LLC,138,7/6/21
23048Y,Victorian House Assisted Living,3038140668,ASSISTED LIVING RESIDENCE,Douglas,19600 VICTORIAN DR,Parker,CO,80138,patlogue@castlecountryassistedliving.org, CORPORATE NON-,CASTLE COUNTRY ASSISTED LIVING INC,26,7/6/21
230561,Cantril House Assisted Living,3036888186,ASSISTED LIVING RESIDENCE,Douglas,221 CANTRIL ST,Castle Rock,CO,80104,bom@castlecountry.org, CORPORATE NON-,CASTLE COUNTRY ASSISTED LIVING INC,16,7/6/21
2305HL,Valley House Assisted Living,3038140668,ASSISTED LIVING RESIDENCE,Douglas,255 S VALLEY DRIVE,Castle Rock,CO,80104,dennisscott@castlecountryassistedliving.org, CORPORATE NON-,CASTLE COUNTRY ASSISTED LIVING INC,22,7/6/21
230505,"Crescent Home Adult Care Facility, Inc",7196342237,ASSISTED LIVING RESIDENCE,El Paso,812 W COLORADO AVENUE,Colorado Springs,CO,80905,rs308@comcast.net, CORPORATE NON-,"CRESCENT HOME ADULT CARE FACILITY, INC.",20,7/6/21
2306W8,"Legacy Center, Incorporated",7192752917,ASSISTED LIVING RESIDENCE,Fremont,1335 BAUER LANE,Canon City,CO,81212,legacycenter@piopc.net, CORPORATE NON-,"LEGACY CENTER, INC",40,7/6/21
