Facility ID,Facility Name,Phone Number,State Facility Type 1 Literal,County,Address,City,State,Zip Code,Email Address,Ownership Type,Licensee,Capacity
23T749,GRACE POINTE CONTINUING CARE SENIOR CAMPUS AL,9703041919,ASSISTED LIVING RESIDENCE,WELD,1919 68TH AVENUE,GREELEY,CO,80634,shareen.anderson@continuumhealth.com, LIMITED LIABIL,WGCC LLC,105
23V342,ATRIA ENGLEWOOD,7203709446,ASSISTED LIVING RESIDENCE,ARAPAHOE,3555 S CLARKSON STREET,ENGLEWOOD,CO,80113,, LIMITED LIABIL,"CA SENIOR ENGLEWOOD OPERATOR, LLC",178
23048J,CADENCE AURORA,3033690736,ASSISTED LIVING RESIDENCE,ARAPAHOE,1820 S POTOMAC ST,AURORA,CO,80012,, LIMITED LIABIL,CV AURORA OPCO LLC,188
23I587,BALFOUR AT RIVERFRONT PARK,7203604500,ASSISTED LIVING RESIDENCE,DENVER,1500 LITTLE RAVEN ST,DENVER,CO,80202,nloebl@balfourcare.com, LIMITED LIABIL,WELL BALFOUR TENANT LLC,100
23U246,CAPPELLA OF GRAND JUNCTION,9708475444,ASSISTED LIVING RESIDENCE,MESA,628 26 1/2 ROAD,GRAND JUNCTION,CO,81506,, LIMITED LIABIL,CAPPELLA OF GRAND JUNCTION LLC,78
23R753,SUNRISE OF WESTMINSTER,3034100500,ASSISTED LIVING RESIDENCE,ADAMS,10280 N SHERIDAN BLVD,WESTMINSTER,CO,80020,westminster.ed@sunriseseniorliving.com, LIMITED LIABIL,"SUNRISE SECOND WESTMINSTER ASSISTED LIVING, LLC",109
23M124,BALFOUR AT LITTLETON,7207889310,ASSISTED LIVING RESIDENCE,ARAPAHOE,8160 W COAL MINE AVE,LITTLETON,CO,80123,zstrunk@balfourcare.com, LIMITED LIABIL,CPI/BLFR LITTLETON LLC,90
23H946,JACKSON CREEK SENIOR LIVING,7197256060,ASSISTED LIVING RESIDENCE,EL PASO,16601 JACKSON CREEK PARKWAY,MONUMENT,CO,80132,dmackey@jcseniorliving.com, LIMITED LIABIL,JACKSON CREEK ASSISTED LIVING LLC,110
2304DC,CADENCE LAKEWOOD,3039697666,ASSISTED LIVING RESIDENCE,JEFFERSON,3151 S WADSWORTH BLVD,LAKEWOOD,CO,80227,, LIMITED LIABIL,CV LAKEWOOD OPCO LLC,142
23N258,MORNINGSTAR ASSISTED LIVING OF LITTLETON,3039723030,ASSISTED LIVING RESIDENCE,JEFFERSON,5344 SOUTH KIPLING PARKWAY,LITTLETON,CO,80127,littleton.ed@morningstarseniorliving.com, LIMITED LIABIL,"LITTLETON SENIOR HOUSING I OPCO, LLC",112
23O530,LEGACY VILLAGE OF CASTLE PINES LLC,3036639800,ASSISTED LIVING RESIDENCE,DOUGLAS,535 W CASTLE PINES PARKWAY,CASTLE ROCK,CO,80108,, LIMITED LIABIL,LEGACY VILLAGE OF CASTLE PINES LLC,120
23U764,GARDENS ON QUAIL,3034561500,ASSISTED LIVING RESIDENCE,JEFFERSON,6447 QUAIL STREET,ARVADA,CO,80004,, LIMITED LIABIL,GQOOPS LLC,96
23Z408,VILLAGE AT BELMAR,3033330482,ASSISTED LIVING RESIDENCE,JEFFERSON,7825 WEST ALAMEDA AVENUE,LAKEWOOD,CO,80226,, LIMITED LIABIL,BMSH I LAKEWOOD CO LLC,115
2303F3,BROOKDALE MARIANA BUTTE,9706220012,ASSISTED LIVING RESIDENCE,LARIMER,215 SHUPE CIRCLE,LOVELAND,CO,80537,, LIMITED LIABIL,"BKD STERLING HOUSE OF LOVELAND-ORCHARDS, LLC",105
23S295,"VINEYARDS MEMORY CARE, THE",9706237126,ASSISTED LIVING RESIDENCE,MESA,1530 WALNUT,GRAND JUNCTION,CO,81501,, LIMITED LIABIL,TRIUMPH PROPERTIES LLC,32
2304NM,SUNRISE AT ORCHARD,3037731609,ASSISTED LIVING RESIDENCE,ARAPAHOE,5975 S HOLLY ST,LITTLETON,CO,80121,, LIMITED LIABIL,SZR ORCHARD AL LLC,108
23N138,PINE GROVE CROSSING,3039968000,ASSISTED LIVING RESIDENCE,DOUGLAS,19160 COTTONWOOD DRIVE,PARKER,CO,80138,, LIMITED LIABIL,COTTONWOOD SENIOR CARE LLC,153
23H563,SUNRISE ASSISTED LIVING OF BOULDER,7204061000,ASSISTED LIVING RESIDENCE,BOULDER,3955 28TH STREET,BOULDER,CO,80304,krpate@yahoo.com, LIMITED LIABIL,WELLTOWER OPCO GROUP LLC,110
23X760,MORNINGSTAR AT RIDGEGATE,7205451645,ASSISTED LIVING RESIDENCE,DOUGLAS,10100  COMMONS STREET,LONE TREE,CO,80124,rlunnon@morningstarseniorliving.com, LIMITED LIABIL,COMMONS SENIOR CARE LLC,135
23Q716,GOLDEN LODGE ASSISTED  LIVING LLC,7206052111,ASSISTED LIVING RESIDENCE,JEFFERSON,1111 NEW STAR WAY,GOLDEN,CO,80403,, LIMITED LIABIL,GOLDEN LODGE ASSISTED LIVING LLC,111
23R708,SUNRISE AT FLATIRONS,3034662422,ASSISTED LIVING RESIDENCE,JEFFERSON,400 SUMMIT BOULEVARD,BROOMFIELD,CO,80021,, LIMITED LIABIL,WELLTOWER OPCO GROUP LLC,114
2304AL,SPRING RIDGE PARK ASSISTED LIVING,3032338518,ASSISTED LIVING RESIDENCE,JEFFERSON,5361 W 26TH AVE,WHEAT RIDGE,CO,80214,303-838-0810, LIMITED LIABIL,"CONTINUUM AT SPRING RIDGE PARK, LLC",37
23E528,MORNINGSTAR AT JORDAN,3033213277,ASSISTED LIVING RESIDENCE,ARAPAHOE,14301 EAST ARAPAHOE ROAD,CENTENNIAL,CO,80112,jordan.ed@morningstarseniorliving.com, LIMITED LIABIL,MORNINGSTAR JORDAN OPERATOR LLC,105
23T231,MORNINGSTAR OF ARVADA,7209079071,ASSISTED LIVING RESIDENCE,JEFFERSON,17351 WEST 64TH AVE,ARVADA,CO,80007,, LIMITED LIABIL,EASLEY SENIOR CARE LLC,90
23G939,ASPEN HOUSE 2,9706352500,ASSISTED LIVING RESIDENCE,LARIMER,2224 EAST 11TH STREET,LOVELAND,CO,80537,, LIMITED LIABIL,MRSC CO ASPEN HOUSE MASTER TENANT LLC,40
23S218,SEVEN LAKES MEMORY CARE,9704615918,ASSISTED LIVING RESIDENCE,LARIMER,1990 PIKES PEAK DRIVE,LOVELAND,CO,80538,, LIMITED LIABIL,SEVEN LAKES MSL LLC,48
2305B9,BROOKDALE BRIARGATE,7195984200,ASSISTED LIVING RESIDENCE,EL PASO,7560 LEXINGTON DR,COLORADO SPRINGS,CO,80920,, LIMITED LIABIL,"BKD STERLING HOUSE OF COLORADO SPRINGS-BRIARGATE,",50
23D467,APPLEWOOD PLACE,3032334343,ASSISTED LIVING RESIDENCE,JEFFERSON,2800 YOUNGFIELD STREET,LAKEWOOD,CO,80215,, LIMITED LIABIL,YOUNGFIELD SENIOR CARE LLC,133
23K987,WINDSONG AT NORTHRIDGE,9704497199,ASSISTED LIVING RESIDENCE,WELD,7010 WEST 8TH STREET,GREELEY,CO,80634,, LIMITED LIABIL,GREELEY MEMORY CARE LLC,52
23X291,PARKER SENIOR LIVING BY MORNINGSTAR,3038050818,ASSISTED LIVING RESIDENCE,DOUGLAS,18900 E MAINSTREET,PARKER,CO,80134,parker.ed@morningstarseniorliving.com, LIMITED LIABIL,SHP V PARKER LLC,167
23W376,ASPEN RIDGE ALZHEIMERS SPECIAL CARE CENTER,9702541233,ASSISTED LIVING RESIDENCE,MESA,622 28 1/4 ROAD,GRAND JUNCTION,CO,81506,tracy.waite@jeaseniorliving.net, LIMITED LIABIL,SH1 ASPEN RIDGE LLC,56
23F542,MORNINGSTAR OF BOULDER,7205451575,ASSISTED LIVING RESIDENCE,BOULDER,575 TANTRA DRIVE,BOULDER,CO,80305,boulder.ed@morningstarseniorliving.com, LIMITED LIABIL,4640 TABLE MESA LLC,118
2304OU,SUNRISE AT CHERRY CREEK,3033331166,ASSISTED LIVING RESIDENCE,DENVER,251 S COLORADO BLVD,DENVER,CO,80246,, LIMITED LIABIL,SUNRISE SENIOR LIVING AT CHERRY CREEK LLC,126
23Z839,SPRINGS RANCH MEMORY CARE COMMUNITY,7198964168,ASSISTED LIVING RESIDENCE,EL PASO,3315 EMMETT VIEW,COLORADO SPRINGS,CO,80922,springsranched@koelschsenior.com, LIMITED LIABIL,COLORADO SPRINGS MEMORY CARE LLC,72
23Z321,VILLAGIO OF BROOMFIELD,7206342535,ASSISTED LIVING RESIDENCE,BOULDER,11952 GRAY STREET,BROOMFIELD,CO,80020,cbrown@villagioliving.com, LIMITED LIABIL,SELECT OPERATIONS OF BROOMFIELD LLC,75
2304CA,BROOKDALE PINEHURST PARK,3037388500,ASSISTED LIVING RESIDENCE,DENVER,3790 W QUINCY AVE,DENVER,CO,80236,, LIMITED LIABIL,"BREA DENVER, LLC",76
23054K,BROOKDALE SKYLINE-ALR,7196675360,ASSISTED LIVING RESIDENCE,EL PASO,2365 PATRIOT HEIGHTS,COLORADO SPRINGS,CO,80904,, LIMITED LIABIL,"BLC - VILLAGE AT SKYLINE, LLC",187
23R666,"ACADEMY AT BELLA VISTA, THE",3034423896,ASSISTED LIVING RESIDENCE,BOULDER,2762 BELLA VISTA LANE,BOULDER,CO,80302,gary@theacademyboulder.com, LIMITED PARTNE,"ACADEMY AT BELLA VISTA, LLLP",10
23V340,"PEAKS AT OLD LARAMIE TRAIL, THE",3034406050,ASSISTED LIVING RESIDENCE,BOULDER,660 OLD LARAMIE TRAIL,LAFAYETTE,CO,80026,, LIMITED PARTNE,MERIDIAN LAFAYETTE OE LP,95
23033N,JUNIPER VILLAGE AT LOUISVILLE,3036653722,ASSISTED LIVING RESIDENCE,BOULDER,1078 S 88TH ST,LOUISVILLE,CO,80027,, LIMITED PARTNE,WELLSPRING AT LOUISVILLE LP,52
23052X,BRIDGE ASSISTED LVG AT LIFE CARE CTR OF CO SPRINGS,7196303330,ASSISTED LIVING RESIDENCE,EL PASO,2494 INTERNATIONAL CIRCLE,COLORADO SPRINGS,CO,80910,, PARTNERSHIP,"COLORADO SPRINGS RETIREMENT OPERATIONS, LLC",65
2304XO,NIGHTINGALE LANE,3034248777,ASSISTED LIVING RESIDENCE,JEFFERSON,12805 W 65TH WAY,ARVADA,CO,80004,lanedir@springwoodretirement.com, PARTNERSHIP,ARVADA HOUSING ASSOCIATES LLC,28
2304F8,NIGHTINGALE SUITES,3034244411,ASSISTED LIVING RESIDENCE,JEFFERSON,12825 W 65TH WAY,ARVADA,CO,80004,, PARTNERSHIP,ARVADA NIGHTINGALE ASSOCIATES LLLP,72
2304A2,BROOKDALE PARKPLACE,3037440400,ASSISTED LIVING RESIDENCE,DENVER,111 EMERSON ST,DENVER,CO,80218,bwestlake@brookdale.com, PARTNERSHIP,FORT AUSTIN LTD PARTNERSHIP,93
2304S1,JUNIPER VILLAGE AT AURORA,3033416335,ASSISTED LIVING RESIDENCE,ARAPAHOE,11901 E MISSISSIPPI AVE,AURORA,CO,80012,, PARTNERSHIP,WELLSPRING AT AURORA GENERAL PARTNERSHIP,52
23J979,ROSE OF SHARON ASSISTED LIVING - DETROIT,3037704900,ASSISTED LIVING RESIDENCE,ADAMS,7521 S DETROIT STREET,CENTENNIAL,CO,80122,htanny7@gmail.com, PROFIT-CORPORA,"ROSE OF SHARON ASSISTED LIVING, INC.",8
23Q273,CARDAN MANOR ASSISTED LIVING II,7205247192,ASSISTED LIVING RESIDENCE,ARAPAHOE,2895 SOUTH KILLARNEY WAY,AURORA,CO,80013,cabam@cardanmanor.com, PROFIT-CORPORA,CARDAN MANOR ASSISTED LIVING II INC,11
23J546,ROSE OF SHARON VALENTIA,7204822223,ASSISTED LIVING RESIDENCE,ARAPAHOE,6988 SOUTH VALENTIA STREET,CENTENNIAL,CO,80112,htanny7@gmail.com, PROFIT-CORPORA,"ROSE OF SHARON ASSISTED LIVING, INC.",7
23R130,LIGHTHOUSE ASSISTED LIVING INC-ELIZABETH HOUSE,7205298338,ASSISTED LIVING RESIDENCE,ARAPAHOE,7783 SOUTH ELIZABETH WAY,CENTENNIAL,CO,80122,tom@lighthouseassistedliving.com, PROFIT-CORPORA,LIGHTHOUSE ASSISTED LIVING INC,8
23G128,ROSE OF SHARON ASSISTED LIVING - WASHINGTON,3037943262,ASSISTED LIVING RESIDENCE,ARAPAHOE,7487 S WASHINGTON STREET,CENTENNIAL,CO,80122,htanny7@gmail.com, PROFIT-CORPORA,ROSE OF SHARON WASHINGTON INC,8
23K564,ST FRANCIS ASSISTED LIVING FACILITY,7206124813,ASSISTED LIVING RESIDENCE,ARAPAHOE,6694 S FRANKLIN STREET,CENTENNIAL,CO,80121,affmd@yahoo.com  ferrer_dahlia@yahoo.com, PROFIT-CORPORA,"WE CARE HOMES OF COLORADO, INC",8
23M587,ROSE OF SHARON ASSISTED LIVING - HARRISON,7203285013,ASSISTED LIVING RESIDENCE,ARAPAHOE,8108 S HARRISON WAY,CENTENNIAL,CO,80122,, PROFIT-CORPORA,"ROSE OF SHARON ASSISTED LIVING, INC.*",8
23Z788,ROSE OF SHARON ASSISTED LIVING,3037303825,ASSISTED LIVING RESIDENCE,ARAPAHOE,5853 SOUTH SHERMAN WAY,CENTENNIAL,CO,80121,htanny7@gmail.com, PROFIT-CORPORA,"ROSE OF SHARON ASSISTED LIVING, INC.",8
23U239,ST FRANCIS ASSISTED LIVING II,3032841913,ASSISTED LIVING RESIDENCE,ARAPAHOE,6610 S ONEIDA CT,CENTENNIAL,CO,80111,, PROFIT-CORPORA,"WE CARE HOMES OF COLORADO, INC",10
23O244,ROCKY MOUNTAIN ASSISTED LIVING- EUCLID,3039966886,ASSISTED LIVING RESIDENCE,ARAPAHOE,3638 E EUCLID AVE,CENTENNIAL,CO,80121,jessica@rockymountainassistedliving.com, PROFIT-CORPORA,ROCKY MOUNTAIN ASSISTED LIVING LLC,12
23X282,SENIOR CARE ASSISTED LIVING JERSEY HOUSE INC,7204357163,ASSISTED LIVING RESIDENCE,ARAPAHOE,2640 S JERSEY ST,DENVER,CO,80222,, PROFIT-CORPORA,SENIOR CARE ASSISTED LIVING - JERSEY HOUSE INC,8
23X373,ROSE OF SHARON ASSISTED LIVING - SNOWBERRY,3037303113,ASSISTED LIVING RESIDENCE,ARAPAHOE,5890 SNOWBERRY DRIVE,LITTLETON,CO,80123,, PROFIT-CORPORA,"ROSE OF SHARON ASSISTED LIVING, INC.",8
23I537,ROSE OF SHARON ASSISTED LIVING - YUKON,3039737123,ASSISTED LIVING RESIDENCE,ARAPAHOE,7762 S YUKON WAY,LITTLETON,CO,80128,htanny@qwest.net, PROFIT-CORPORA,"ROSE OF SHARON ASSISTED LIVING, INC.",8
23R935,"LIGHTHOUSE ASSISTED LIVING, INC-IRWIN HOUSE",7204935008,ASSISTED LIVING RESIDENCE,ARAPAHOE,2745 E IRWIN PLACE,LITTLETON,CO,80122,tom@lighthouseassistedliving.com, PROFIT-CORPORA,LIGHTHOUSE ASSISTED LIVING,8
23I533,LIGHTHOUSE ASSISTED LIVING INC - WADSWORTH,7204890864,ASSISTED LIVING RESIDENCE,ARAPAHOE,8603 S WADSWORTH COURT,LITTLETON,CO,80128,liz@lighthouseassistedliving.com, PROFIT-CORPORA,LIGHTHOUSE ASSISTED LIVING,12
23M122,SAFE HARBOR ASSISTED LIVING LLC,3037764384,ASSISTED LIVING RESIDENCE,BOULDER,1424 16TH AVENUE,LONGMONT,CO,80501,, PROFIT-CORPORA,SAFE HARBOR ASSISTED LIVING LLC,6
2303JU,BROOKDALE LONGMONT,3036821066,ASSISTED LIVING RESIDENCE,BOULDER,2240 PRATT ST,LONGMONT,CO,80501,kharden@brookdale.com, PROFIT-CORPORA,ALTERRA HEALTHCARE CORPORATION,50
230490,BROOKDALE UNIVERSITY PARK,3037571404,ASSISTED LIVING RESIDENCE,DENVER,2020 S MONROE ST,DENVER,CO,80210,, PROFIT-CORPORA,ARC HERITAGE CLUB INC,40
230480,HEATHER GROVE,3034774262,ASSISTED LIVING RESIDENCE,DENVER,3289 GROVE ST,DENVER,CO,80211,, PROFIT-CORPORA,MITCH B CORPORATION,45
23052H,A ROBIN'S NEST,7192262941,ASSISTED LIVING RESIDENCE,EL PASO,3182 E OAK CREEK DR,COLORADO SPRINGS,CO,80906,, PROFIT-CORPORA,"A ROBIN'S NEST OF CHEYENNE MOUNTAIN, INC.",8
23E517,"FREEDOM HOME ASSISTED LIVING, INC",7204363995,ASSISTED LIVING RESIDENCE,EL PASO,10080 LEXINGTON DRIVE,COLORADO SPRINGS,CO,80920,, PROFIT-CORPORA,FREEDOM HOME ASSISTED LIVING INC,8
23R718,NEW DAY COTTAGES AT PINE CREEK,7192661100,ASSISTED LIVING RESIDENCE,EL PASO,10975 HOWELLS ROAD,COLORADO SPRINGS,CO,80908,newadaycottages@q.com, PROFIT-CORPORA,NEW DAY COTTAGES INC,16
23V337,"HEALTHCARE RESORT OF COLORADO SPRINGS, THE",7196327000,ASSISTED LIVING RESIDENCE,EL PASO,2818 GRAND VISTA CIRCLE,COLORADO SPRINGS,CO,80904,, PROFIT-CORPORA,"PIKES PEAK HEALTHCARE, INC. USETHIS",32
23G121,PEAK GARDENS ASSISTED LIVING INC,3034676842,ASSISTED LIVING RESIDENCE,JEFFERSON,9585 W 51ST AVENUE,ARVADA,CO,80002,, PROFIT-CORPORA,PEAK GARDENS ASSISTED LIVING INC,8
23V250,CARE HAVEN ASSISTED LIVING INC,3032743636,ASSISTED LIVING RESIDENCE,JEFFERSON,632 DEFRAME COURT,GOLDEN,CO,80401,malachi_adam@yahoo.com, PROFIT-CORPORA,CARE HAVEN ASSISTED LIVING INC,8
23T229,ROCKY MOUNTAIN ASSISTED LIVING- VIRGINIA,3039966886,ASSISTED LIVING RESIDENCE,JEFFERSON,9000 W VIRGINIA AVE,LAKEWOOD,CO,80226,dave@rockymountainassistedliving.com, PROFIT-CORPORA,ROCKY MOUNTAIN ASSISTED LIVING LLC,12
23A413,RISING SUN SENIOR HOME AT BELMAR INC THE,3039890301,ASSISTED LIVING RESIDENCE,JEFFERSON,835 S FLOWER STREET,LAKEWOOD,CO,80226,, PROFIT-CORPORA,"RISING SUN SENIOR HOME AT BELMAR INC, THE",12
2304JT,COLORADO ASSISTED LIVING HOMES LLC - KENDALL,3039322289,ASSISTED LIVING RESIDENCE,JEFFERSON,7456 S KENDALL BLVD,LITTLETON,CO,80128,, PROFIT-CORPORA,"COLORADO ASSISTED LIVING HOMES, LLC",7
2303WA,BROOKDALE FORT COLLINS AL (CO),9702299777,ASSISTED LIVING RESIDENCE,LARIMER,1002 RULE DR,FORT COLLINS,CO,80525,pthomaskline@brookdaleliving.com, PROFIT-CORPORA,ALTERRA HEALTHCARE CORPORATION,80
2303RR,BROOKDALE NORTH LOVELAND,9706679500,ASSISTED LIVING RESIDENCE,LARIMER,2895 N EMPIRE AVE,LOVELAND,CO,80538,, PROFIT-CORPORA,ALTERRA HEALTHCARE CORPORATION,60
2306MT,BROOKDALE EL CAMINO,7195611400,ASSISTED LIVING RESIDENCE,PUEBLO,4723 SURFWOOD LANE,PUEBLO,CO,81005,jsandoval@brookdaleliving.com, PROFIT-CORPORA,ALTERRA HEALTHCARE CORPORATION,75
2303AM,ASHLEY MANOR - EVANS 3,9703361966,ASSISTED LIVING RESIDENCE,WELD,1715 32ND ST,EVANS,CO,80620,, PROFIT-CORPORA,ASHLEY MANOR LLC,16
23I528,EAGLES NEST AVIATOR'S HOMES INC,5052315585,ASSISTED LIVING RESIDENCE,WELD,6994 CR 39,FORT LUPTON,CO,80621,, PROFIT-CORPORA,PLANET VIEW INC,16
23R659,COLUMBINE COMMONS ASSISTED LIVING,9704495540,ASSISTED LIVING RESIDENCE,WELD,1475 MAIN ST,WINDSOR,CO,80550,, PROFIT-CORPORA,"COLUMBINE COMMONS HEATLH & REHAB, LLC",65
2305RA,CONSTANT CARE VI OAKRIDGE,7196606826,ASSISTED LIVING RESIDENCE,EL PASO,2204 OAKRIDGE LANE,COLORADO SPRINGS,CO,80915,, PROFIT-CORPORA,"CONSTANT CARE OF COLORADO SPRINGS, INC",6
2305T2,CONSTANT CARE V CHEYENNE,7196606826,ASSISTED LIVING RESIDENCE,EL PASO,427 W CHEYENNE ROAD,COLORADO SPRINGS,CO,80906,, PROFIT-CORPORA,"CONSTANT CARE OF COLORADO SPRINGS, INC",6
2305U1,CONSTANT CARE IV WOODBURN,7196606826,ASSISTED LIVING RESIDENCE,EL PASO,2402 WOODBURN STREET,COLORADO SPRINGS,CO,80906,, PROFIT-CORPORA,"CONSTANT CARE OF COLORADO SPRINGS, INC",6
2305FX,CONSTANT CARE III LOMA LINDA,7196606826,ASSISTED LIVING RESIDENCE,EL PASO,19 LOMA LINDA DR,COLORADO SPRINGS,CO,80906,, PROFIT-CORPORA,"CONSTANT CARE OF COLORADO SPRINGS, INC",8
23D453,ASSISTED LIVING OF AURORA INC,3038345646,ASSISTED LIVING RESIDENCE,ARAPAHOE,21 DELMAR CIRCLE,AURORA,CO,80011,, PROFIT-CORPORA,ASSISTED LIVING OF AURORA INC,10
23W736,ROCKY MOUNTAIN ASSISTED LIVING-NEWLAND,3039966886,ASSISTED LIVING RESIDENCE,JEFFERSON,1570 S NEWLAND ST,LAKEWOOD,CO,80232,zieglermeghann@gmail.com, PROFIT-CORPORA,ROCKY MOUNTAIN ASSISTED LIVING LLC,12
23U325,SERENITY HOUSE ASSISTED LIVING HOYT STREET,3035848926,ASSISTED LIVING RESIDENCE,JEFFERSON,155 S HOYT STREET,LAKEWOOD,CO,80226,michael.zislis@serenityhouse.net, PROFIT-CORPORA,"SERENITY HOUSE ASSISTED LIVING, INC.",12
23F488,ASHLEY MANOR - FT LUPTON 1,3038571921,ASSISTED LIVING RESIDENCE,WELD,1102 4TH STREET,FORT LUPTON,CO,80621,, PROFIT-CORPORA,ASHLEY MANOR LLC,12
2303Y3,ASHLEY MANOR - EVANS 1,9703469891,ASSISTED LIVING RESIDENCE,WELD,1805 32ND STREET,EVANS,CO,80620,, PROFIT-CORPORA,ASHLEY MANOR LLC,13
2304MV,BROOKDALE GREENWOOD VILLAGE-ALR,3032249455,ASSISTED LIVING RESIDENCE,ARAPAHOE,6450 S BOSTON STREET,GREENWOOD VILLAGE,CO,80111,"ipollak@brookdale,com", PROFIT-CORPORA,"ARC GREENWOOD VILLAGE, INC.",136
23R199,LEARNING SERVICES CORPORATION -  BEAR CREEK,3039896660,ASSISTED LIVING RESIDENCE,JEFFERSON,7201 W HAMPDEN,LAKEWOOD,CO,80227,rmills@learningservices.com, PROFIT-CORPORA,LEARNING SERVICES CORPORATION,15
23U714,FORGETMENOT MEMORY CARE ASSISTED LIVING,7193720749,ASSISTED LIVING RESIDENCE,FREMONT,9 S DORIS DRIVE,FLORENCE,CO,81226,, PROFIT-CORPORA,CARE HAVEN ASSISTED LIVING INC,16
2306N1,CHATEAU AT SHARMAR ASSISTED LIVING,7195441173,ASSISTED LIVING RESIDENCE,PUEBLO,1201 W ABRIENDO AVE,PUEBLO,CO,81004,luanna.tapia@continuumhealth.com, PROFIT-CORPORA,"CONTINUUM AT CHATEAU, INC.",87
23S304,MONTAGE CREEK,9702400600,ASSISTED LIVING RESIDENCE,MONTROSE,1968 SUNRISE DRIVE,MONTROSE,CO,81401,praab@generationsllc.com, PROFIT-CORPORA,EMERITUS CORPORATION,107
23054G,BEAR CREEK SENIOR LIVING,7193291774,ASSISTED LIVING RESIDENCE,EL PASO,1685 SOUTH 21ST STREET,COLORADO SPRINGS,CO,80904,, PROFIT-CORPORA,"S-H OPCO BEAR CREEK, LLC",137
23M205,HIGHPOINTE ASSISTED LIVING & MEMORY CARE,3037564567,ASSISTED LIVING RESIDENCE,ARAPAHOE,6383 E GIRARD PLACE,DENVER,CO,80222,jsullivan@spectrumretirement.com, PROFIT-CORPORA,"HIGHPOINTE OPERATOR, LLC",100
23036U,NEW MERCER COMMONS,9704951000,ASSISTED LIVING RESIDENCE,LARIMER,900 CENTRE AVENUE,FORT COLLINS,CO,80526,gina.digiallonardo@columbinehealth.com, PROFIT-CORPORA,THE WORTHINGTON INC.,120
2305CK,BROOKDALE BROADMOOR,7195795000,ASSISTED LIVING RESIDENCE,EL PASO,615 SOUTHPOINTE COURT,COLORADO SPRINGS,CO,80906,, PROFIT-CORPORA,"EMERITUS PROPERTIES XVI, INC.",89
2303C1,BROOKDALE FORT COLLINS MC (CO),9702299777,ASSISTED LIVING RESIDENCE,LARIMER,1008 RULE DRIVE,FORT COLLINS,CO,80525,, PROFIT-CORPORA,ALTERRA HEALTHCARE CORPORATION,62
23Y383,ALMOST LIKE HOME,3034322000,ASSISTED LIVING RESIDENCE,JEFFERSON,6761 WEST 65TH AVENUE,ARVADA,CO,80003,tim@alzhomes.com, PROFIT-CORPORA,"ALMOST LIKE HOME, INC",72
23Y387,GREENRIDGE PLACE,3034650504,ASSISTED LIVING RESIDENCE,JEFFERSON,7700 W 101ST AVENUE,WESTMINSTER,CO,80021,(303)465-0504, PROFIT-CORPORA,"ANTHEM WESTMINSTER MANAGEMENT, LLC",76
23R660,APPLEWOOD OUR HOUSE ASSISTED LIVING FACILITY 5 LLC,7209237923,ASSISTED LIVING RESIDENCE,JEFFERSON,6595 GARRISON ST,ARVADA,CO,80004,,NO VALUE ENTERED,,16
23U243,BONAVENTURE OF COLORADO SPRINGS,7194345230,ASSISTED LIVING RESIDENCE,EL PASO,9112 GRAND CORDERA PARKWAY,COLORADO SPRINGS,CO,80924,executivedirectorCOS@livebsl.com,NO VALUE ENTERED,BONAVENTURE OF COLORADO SPRINGS LLC,109
23O534,BONAVENTURE OF THORNTON LLC,7206421140,ASSISTED LIVING RESIDENCE,ADAMS,12281 WASHINGTON CENTER PKWY,THORNTON,CO,80241,executivedirectortho@livebsl.com,NO VALUE ENTERED,,95
2304PG,ASHLEY MANOR AT CARSON,3036997744,ASSISTED LIVING RESIDENCE,ARAPAHOE,4056 S CARSON WAY,AURORA,CO,80014,,PROFIT-CORPORATION,ASHLEY MANOR LLC,16
230428,HARVARD SQUARE RETIREMENT COMMUNITY,3036960622,ASSISTED LIVING RESIDENCE,DENVER,10200 E HARVARD AVE,DENVER,CO,80231,licensing@watermarkcommunities.com,PROFIT-CORPORATION,WATERMARK HARVARD SQUARE LLC,155
2302T0,PRAIRIE VIEW VILLAGE OF LAS ANIMAS,7194561340,ASSISTED LIVING RESIDENCE,BENT,821 SECOND ST,LAS ANIMAS,CO,81054,alf-bchcc.org, CITY-COUNTY,BENT COUNTY HEALTHCARE CENTER,16
23R871,GUNNISON VALLEY HEALTH ASSISTED LIVING,9706413031,ASSISTED LIVING RESIDENCE,GUNNISON,300 N THIRD ST,GUNNISON,CO,81230,wbaker@gvh-colorado.org, CITY-COUNTY,GUNNISON COUNTY,15
2301LU,JACOB J AND ANNE B WALTER MEMORIAL LIVING CENTER,9704743323,ASSISTED LIVING RESIDENCE,SEDGWICK,900 PINE ST,JULESBURG,CO,80737,kmollendor@schealth.org, CITY-COUNTY,SEDGWICK COUNTY,26
23R129,MESA HOUSE,3038533644,ASSISTED LIVING RESIDENCE,ADAMS,5831 EAST 74TH AVENUE,COMMERCE CITY,CO,80022,, CORPORATE NON-,ADAMS COMMUNITY MENTAL HEALTH CTR,10
23041O,PRAIRIE CREEKS LIVING CENTER,3036226262,ASSISTED LIVING RESIDENCE,ADAMS,56175 SUNSET AVE,STRASBURG,CO,80136,prairiecreeks@outlook.com, CORPORATE NON-,EASTERN SLOPE HOUSING INC,19
