FACILITY_TYPE,FACID,LIC#,LICENSED_NAME,ALPHA_NAME,ADDRESS,FAC_ADDR_2,FAC_CITY,FAC_ST,ZIP,CSZ,COUNTY,TELEPHONE,FAXPHONE,FACEMAIL,Lic_Expires,Lic_Beds_Slots,ADMIN,LICENSED_OWNER,OWNADDR,owncsz,OwnDesc,RunDate,LAT,LNG
LONG TERM CARE FACILITY,NJ60709,060709,Little Nursing Home,LITTLE NURSING HOME,71 CHRISTOPHER ST, ,MONTCLAIR,NJ,07042,"MONTCLAIR, NJ  07042",ESSEX,(973) 744-5518,(972) 744-7996,littlenh@verizon.net,10/31/21,29,Mr. BRIAN CUMISKEY,LITTLE NURSING HOME,71 CHRISTOPHER STREET,"MONTCLAIR, NJ  07042",Profit - Corporation,6/15/21,40.818967,-74.205236
LONG TERM CARE FACILITY,NJ61611,061611,Llanfair House Care & Rehabilitation Center,LLANFAIR HOUSE CARE & REHABILITATION CENTER,1140 BLACK OAK RIDGE ROAD, ,WAYNE,NJ,07470,"WAYNE, NJ  07470",PASSAIC,(973) 835-7443,(973) 835-3323,jgrosz@llanfaircc.com,12/31/21,180,Mr. JOEL GROSZ,"LLANFAIR HOUSE CARE & REHABILITATION CENTER, LLC",100 MCCLELLAN STREET,"NORWOOD, NJ  07648",Profit - LLC,6/15/21,40.9806304,-74.2739863
LONG TERM CARE FACILITY,NJ62105,062105,Lopatcong Center,LOPATCONG CENTER,390 RED SCHOOL LANE, ,PHILLIPSBURG,NJ,08865,"PHILLIPSBURG, NJ  08865",WARREN,(908) 859-0200,(908) 859-1231,john.kasarda@genesishcc.com,1/31/22,153,Ms. SHERRITA ALEXANDER,390 RED SCHOOL LANE OPERATIONS LLC,390 RED SCHOOL LANE,"PHILLIPSBURG, NJ  08865",Profit - LLC,6/15/21,40.707828,-75.169422
LONG TERM CARE FACILITY,NJ306300,306300,Lutheran Social Ministries at Crane's Mill,LUTHERAN SOCIAL MINISTRIES CRANES MILL,459 PASSAIC AVENUE, ,WEST CALDWELL,NJ,07006,"WEST CALDWELL, NJ  07006",ESSEX,(973) 276-3018,(973) 276-3032,mshaykevich@lsmnj.org,1/31/22,56,Mrs. MARINA SHAYKEVICH FERRER,LUTHERAN SOCIAL MINISTRIES OF NJ,3 MANHATTAN DRIVE,"BURLINGTON, NJ  08016",NonProfit - Corporation,6/15/21,40.843372,-74.305012
LONG TERM CARE FACILITY,NJ61217,061217,Madison Center,MADISON CENTER,625 STATE HIGHWAY 34, ,MATAWAN,NJ,07747,"MATAWAN, NJ  07747",MONMOUTH,(732) 566-6400,(732) 583-2483,kvollbrecht@completecareatmadison.com,1/31/22,167,Mr.. KEVIN VOLLBRECHT,625 STATE HIGHWAY 34 OPERATIONS LLC,625 STATE HIGHWAY 34,"MATAWAN, NJ  07747",Profit - LLC,6/15/21,40.4160671,-74.2478737
LONG TERM CARE FACILITY,NJ60412,060412,Majestic Center for Rehabilitation & Sub-Acute Care,MAJESTIC CENTER FOR REHAB & SUB-ACUTE CARE,TWO COOPER PLAZA, ,CAMDEN,NJ,08103,"CAMDEN, NJ  08103",CAMDEN,(856) 342-7600,(856) 541-4059,jkaufman@majesticrehab.org,12/31/21,120,Mr. CHAIM KAUFMAN,"COOPER OPERATING, LLC",TWO COOPER PLAZA,"CAMDEN, NJ  08103",Profit - LLC,6/15/21,39.941921,-75.114907
LONG TERM CARE FACILITY,NJ61520,061520,Manahawkin Convalescent Center,MANAHAWKIN CONV CTR,1211 RT 72 WEST, ,MANAHAWKIN,NJ,08050,"MANAHAWKIN, NJ  08050",OCEAN,(609) 597-8500,(609) 597-3621,RRoth@broadwayhealthcare.com,8/31/21,120,Mr. RUBEN ROTH,M.R. OF MANAHAWKIN LLC,18 HEYWARD STREET,"BROOKLYN, NY  11211",Profit - LLC,6/15/21,39.7202259,-74.2861843
LONG TERM CARE FACILITY,NJ406001,406001,Manhattanview Nursing Home,MANHATTANVIEW NURSING HOME,3200 HUDSON AVENUE, ,UNION CITY,NJ,07087,"UNION CITY, NJ  07087",HUDSON,(201) 325-8400,(201) 325-8410,Ncohen@broadwayhealthcare.com,12/31/21,127,Mr. NOSSON COHEN,"MANHATTANVIEW OPERATIONS, L.L.C.",3200 HUDSON AVENUE,"UNION CITY, NJ  07087",Profit - LLC,6/15/21,40.7695507,-74.0266146
LONG TERM CARE FACILITY,NJ62021,062021,Manor Care Health Services Mountainside,MANOR CARE MOUNTAINSIDE,1180 ROUTE 22 WEST, ,MOUNTAINSIDE,NJ,07092,"MOUNTAINSIDE, NJ  07092",UNION,(908) 654-0020,(800) 504-0270,gerry.nwabueze@hcr-manorcare.com,12/31/20,151,Mr. GERRY NWABUEZE,"MANOR CARE OF MOUNTAINSIDE NJ, LLC",333 N. SUMMIT ST,"TOLEDO, OH  43604",Profit - LLC,6/15/21,40.6788617,-74.3449805
LONG TERM CARE FACILITY,NJ61307,061307,The Manor,"MANOR, THE",689 WEST MAIN ST, ,FREEHOLD,NJ,07728,"FREEHOLD, NJ  07728",MONMOUTH,(732) 431-5200,(732) 409-2446,Tdavis@centrastate.com,2/28/22,123,Ms. TONI LYNN DAVIS,"CENTRASTATE HEALTHCARE AFFILIATES, INC.",689 WEST MAIN STREET,"FREEHOLD, NJ  07728",NonProfit - Corporation,6/15/21,40.238071,-74.309211
LONG TERM CARE FACILITY,NJ158336,158336,ManorCare Health Services Voorhees,MANORCARE HEALTH SERVICES - VOORHEES,1086 DUMONT CIRCLE, ,VOORHEES,NJ,08043,"VOORHEES, NJ  08043",CAMDEN,(856) 454-9100,(856) 627-3856,Lauren.Pote@hcr-manorcare.com,12/31/21,120,Ms.. LAUREN POTE,"MANOR CARE OF VOORHEES NJ, LLC",333 NORTH SUMMIT STREET,"TOLEDO, OH  43604",Profit - LLC,6/15/21,39.841686,-74.978938
LONG TERM CARE FACILITY,NJ08004,08004,ManorCare Health Services-Washington Township,MANORCARE HEALTH SERVICES-WASHINGTON TOWNSHIP,378 FRIES MILL ROAD, ,SEWELL,NJ,08080,"SEWELL, NJ  08080",GLOUCESTER,(856) 218-4200,(856) 218-4214,619admin@hcr-manorcare.org,5/31/22,120,Ms. SABRINA SABELLA,"PORTFOLIO ONE, LLC",333 N SUMMIT STREET,"TOLEDO, OH  43604",Profit - Corporation,6/15/21,39.7131514,-75.0509912
LONG TERM CARE FACILITY,NJ60807,060807,ManorCare Health Services,MANORCARE HEALTH SERVICES-WEST DEPTFORD,550 JESSUP ROAD, ,WEST DEPTFORD,NJ,08066,"WEST DEPTFORD, NJ  08066",GLOUCESTER,(856) 848-9551,(856) 848-1817,545admin@hcr-manorcare.com,12/31/21,156,Ms. RACHEL ANDEMICAEL,"MANOR CARE-WEST DEPTFORD OF PAULSBORO NJ, LLC",333 N. SUMMIT ROAD,"TELEDO, OH  43604",Profit - LLC,6/15/21,39.829209,-75.1821779
LONG TERM CARE FACILITY,NJ60224,060224,Maple Glen Center,MAPLE GLEN CENTER,12-15 SADDLE RIVER ROAD, ,FAIRLAWN,NJ,07410,"FAIRLAWN, NJ  07410",BERGEN,(201) 797-9522,(201) 703-0613,lauraine.harrison@genesishcc.com,1/31/22,161,Ms. LAURAINE HARRISON,12-15 SADDLE RIVER ROAD OPERATIONS LLC,12-15 SADDLE RIVER ROAD,"FAIR LAWN, NJ  07410",Profit - LLC,6/15/21,40.940457,-74.097123
LONG TERM CARE FACILITY,NJ60315,060315,Marcella Center,MARCELLA CENTER,2305 RANCOCAS ROAD, ,BURLINGTON,NJ,08016,"BURLINGTON, NJ  08016",BURLINGTON,(609) 387-9300,(609) 387-9620,John.Chapman@genesishcc.com,1/31/22,150,Mr. JOHN CHAPMAN,2305 RANCOCAS ROAD OPERATIONS LLC,2305 RANCOCAS ROAD,"BURLINGTON TOWNSHIP, NJ  08016",Profit - LLC,6/15/21,40.0477645,-74.8509927
LONG TERM CARE FACILITY,NJ30306,030306,Masonic Village at Burlington,MASONIC VILLAGE AT BURLINGTON,902 JACKSONVILLE ROAD, ,BURLINGTON,NJ,08016,"BURLINGTON, NJ  08016",BURLINGTON,(609) 239-3900,(609) 239-3912,cshemansky@njmasonic.org,10/31/21,264,Ms. CINDY SHEMANSKY,MASONIC CHARITY FOUNDATION OF NJ,902 JACKSONVILLE ROAD,"BURLINGTON, NJ  08016",NonProfit - Corporation,6/15/21,40.062932,-74.827441
LONG TERM CARE FACILITY,NJ61813,061813,McAuley Hall Health Care Center,MCAULEY HALL HEALTH CARE CENTE,1633 HIGHWAY 22, ,WATCHUNG,NJ,07069,"WATCHUNG, NJ  07069",SOMERSET,(908) 754-3663,(908) 754-3502,gkidney@mhrsm.org,9/30/21,74,Ms. GRACE KIDNEY,"MCAULEY HALL, INC.",1633 HIGHWAY 22,"WATCHUNG, NJ  07069",NonProfit - Corporation,6/15/21,40.646608,-74.41437
LONG TERM CARE FACILITY,NJ31102,031102,Meadow Lakes,MEADOW LAKES ,300 MEADOW LAKES, ,EAST WINDSOR,NJ,08520,"EAST WINDSOR, NJ  08520",MERCER,(609) 448-5380,(609) 448-6702,lvernachio@springpointsl.org,10/31/21,60,Ms. LORI VERNACHIO,"SPRINGPOINT AT MEADOW LAKES, INC","4814 OUTLOOK DRIVE, SUITE 201","WALL TOWNSHIP, NJ  07753",NonProfit - Religious Affiliation,6/15/21,40.2580802,-74.5158597
LONG TERM CARE FACILITY,60101,060101,Meadowview Nursing and Rehabilitation Center,MEADOWVIEW NURSING AND REHABILITATION CENTER,235 DOLPHIN AVE, ,NORTHFIELD,NJ,08225,"NORTHFIELD, NJ  08225",ATLANTIC,(609) 645-5955,(609) 645-5939,savage_michelle@aclink.org,9/30/21,180,Ms. MICHELLE SAVAGE,COUNTY OF ATLANTIC,1333 ATLANTIC AVENUE,"ATLANTIC CITY, NJ  08401",Govt - County,6/15/21,39.3799402,-74.5423181
LONG TERM CARE FACILITY,NJ60313,060313,Medford Care Center,MEDFORD CARE CENTER,185 TUCKERTON ROAD, ,MEDFORD,NJ,08055,"MEDFORD, NJ  08055",BURLINGTON,(856) 983-8500,(856) 983-8965,DOH@medfordleas.net,7/31/21,180,Ms. SANDRA LOWDEN,MEDFORD CONVALESCENT & NURSING CENTER,185 TUCKERTON ROAD,"MEDFORD, NJ  08055",Profit - Corporation,6/15/21,39.8727,-74.8465
LONG TERM CARE FACILITY,NJ60308,060308,Medford Leas,MEDFORD LEAS,ONE MEDFORD LEAS WAY, ,MEDFORD,NJ,08055,"MEDFORD, NJ  08055",BURLINGTON,(609) 654-3000,(609) 257-0819,jeremyvickers@medfordleas.net,2/28/22,24,Mr. JEREMY VICKERS,THE ESTAUGH  T/A MEDFORD LEAS,ONE MEDFORD LEAS WAY,"MEDFORD, NJ  08055",NonProfit - Corporation,6/15/21,39.9052053,-74.816102
LONG TERM CARE FACILITY,NJ61106,061106,Mercerville Center,MERCERVILLE CENTER,2240 WHITEHORSE-MERCERVILLE ROAD, ,MERCERVILLE,NJ,08619,"MERCERVILLE, NJ  08619",MERCER,(609) 586-7500,(609) 586-8932,susan.shaffer@genesishcc.com,1/31/22,114,Mr. MORDECHAI WINKLER,2240 WHITE HORSE MERCERVILLE ROAD OPERATIONS LLC,2240 WHITE HORSE MERCERVILLE ROAD,"MERCERVILLE, NJ  08619",Profit - LLC,6/15/21,40.2279773,-74.6873797
LONG TERM CARE FACILITY,NJ61326,061326,Meridian Nursing & Rehabilitation at Shrewsbury,MERIDIAN NURSING & REHAB AT SHREWSBURY,89 AVENUE AT THE COMMON, ,SHREWSBURY,NJ,07702,"SHREWSBURY, NJ  07702",MONMOUTH,(732) 676-5800,(732) 676-5801,megan.spalthoff@hackensackmeridian.org,12/31/21,140,Ms. MEGAN SPALTHOFF,"HMH RESIDENTIAL CARE, INC.",343 THORNALL STREET,"EDISON, NJ  08837",Non-Profit - Corporation,6/15/21,40.3141242,-74.0590955
LONG TERM CARE FACILITY,NJ62217,656001,Meridian Nursing and Rehabilitation at Brick,MERIDIAN NURSING AND REHABILITATION AT BRICK,415 JACK MARTIN BLVD, ,BRICK,NJ,08724,"BRICK, NJ  08724",OCEAN,(732) 206-8000,(732) 206-1922,ariel.kirchner@hmhn.org,12/31/21,137,Ms. ARIEL KIRCHNER,"HMH RESIDENTIAL CARE, INC.",343 THORNALL STREET,"EDISON, NJ  08837",Non-Profit - Corporation,6/15/21,40.0776705,-74.1285197
LONG TERM CARE FACILITY,NJ61344,061344,Meridian Nursing and Rehabilitation at Ocean Grove,MERIDIAN NURSING AND REHABILITATION AT OCEAN GROVE,160 MAIN STREET, ,OCEAN GROVE,NJ,07756,"OCEAN GROVE, NJ  07756",MONMOUTH,(732) 481-8300,(732) 481-8301,Christine.Ince@hackensackmeridian.org,12/31/21,147,. CHRISTINE INCE,"HMH RESIDENTIAL CARE, INC.",343 THORNALL STREET,"EDISON, NJ  08837",Non-Profit - Corporation,6/15/21,40.208715,-74.015448
LONG TERM CARE FACILITY,NJ13301,13301,Meridian Subacute Rehabilitation,MERIDIAN SUBACUTE REHABILITATION,1725 MERIDIAN TRAIL, ,WALL,NJ,07719,"WALL, NJ  07719",MONMOUTH,(732) 312-1800,(732) 312-1801,Christine.Ince@hmhn.org,1/31/22,130,. CHRISTINE INCE,"HMH RESIDENTIAL CARE, INC.",343 THORNALL STREET,"EDISON, NJ  08837",Non-Profit - Corporation,6/15/21,40.1724559,-74.066111
LONG TERM CARE FACILITY,NJ61410,061410,Merry Heart Nursing Home,MERRY HEART NURSING HOME,200 RT 10 WEST, ,SUCCASUNNA,NJ,07876,"SUCCASUNNA, NJ  07876",MORRIS,(973) 584-4000,(973) 584-2717,administrator_mhs@merryheart.com,10/31/21,113,Ms. BLANQUITA BONIFACIO,MARY'S HEART LLC,200 ROUTE TEN WEST,"SUCCASUNNA, NJ  07876",Profit - LLC,6/15/21,40.86923,-74.640748
LONG TERM CARE FACILITY,NJ11103L,11103L,Merwick Care & Rehabilitation Center,MERWICK CARE & REHABILITATION CENTER,100 PLAINSBORO ROAD, ,PLAINSBORO,NJ,08536,"PLAINSBORO, NJ  08536",MIDDLESEX,(609) 759-6000,(609) 759-6005,Vchheda@merwickcc.com,11/30/21,200,Mr. VISHAL CHHEDA,"MERWICK CARE & REHABILITATION CENTER, LLC",100 MCCLELLAN STREET,"NORWOOD, NJ  08648",Profit - LLC,6/15/21,40.331815,-74.5865022
LONG TERM CARE FACILITY,NJ61612,061612,Milford Manor,MILFORD MANOR,69 MAPLE ROAD, ,WEST MILFORD,NJ,07480,"WEST MILFORD, NJ  07480",PASSAIC,(973) 697-5640,(973) 697-8607,emartin@milfordmanor.com,10/31/21,120,Ms. ELIZABETH MARTIN,"69 MAPLE AVENUE, INC.",69 MAPLE ROAD,"WEST MILFORD, NJ  07480",Profit - Corporation,6/15/21,41.066207,-74.389211
LONG TERM CARE FACILITY,NJ60608,060608,Millville Center,MILLVILLE CENTER,54 N SHARP STREET, ,MILLVILLE,NJ,08332,"MILLVILLE, NJ  08332",CUMBERLAND,(856) 327-2700,(856) 327-6796,karynell.hasenpat@genesishcc.com,1/31/21,167,Ms. KARYNELL HASENPAT,54 SHARP STREET OPERATIONS LLC,54 SHARP STREET,"MILLVILLE, NJ  08332",Profit - LLC,6/15/21,39.416127,-75.043957
LONG TERM CARE FACILITY,NJ61318,061318,Monmouth Care Center,MONMOUTH CARE CENTER,229 BATH AVENUE, ,LONG BRANCH,NJ,07740,"LONG BRANCH, NJ  07740",MONMOUTH,(732) 229-4300,(732) 571-0165,tkrug@gericareinc.com,11/30/21,120,Mr. STEVEN SHARE,"229 BATH AVENUE, INC.",229 BATH AVENUE,"LONG BRANCH, NJ  07740",Profit - Corporation,6/15/21,40.293815,-73.989825
LONG TERM CARE FACILITY,NJ60702,060702,Montclair Care Center,MONTCLAIR CARE CENTER,111-115 GATES AVENUE, ,MONTCLAIR,NJ,07042,"MONTCLAIR, NJ  07042",ESSEX,(973) 746-4616,(973) 746-1512,sauerbach@highbridgemcc.com,5/31/22,64,Mr. SHIMON AUERBACH,"MONTCLAIR CARE CENTER, LLC",111-115 GATES AVENUE,"MONTCLAIR, NJ  07042",Profit - LLC,6/15/21,40.807214,-74.221844
LONG TERM CARE FACILITY,NJ31103,031103,Morris Hall/St. Joseph's Nursing Center,MORRIS HALL/ST JOSEPH'S NURSING CENTER,1 BISHOPS DRIVE, ,LAWRENCEVILLE,NJ,08648,"LAWRENCEVILLE, NJ  08648",MERCER,(609) 896-0006,(609) 895-0466,cdill@morrishall.org,12/31/21,180,Ms. CARALEE DILL,"MORRIS HALL/ST. LAWRENCE, INC.",2381 LAWRENCEVILLE ROAD,"LAWRENCEVILLE, NJ  08648",NonProfit - Religious Affiliation,6/15/21,40.3030556,-74.7369444
LONG TERM CARE FACILITY,NJ61411,061411,Morris View Healthcare Center,MORRIS VIEW HEALTHCARE CENTER,540 WEST HANOVER AVENUE, ,MORRISTOWN,NJ,07960,"MORRISTOWN, NJ  07960",MORRIS,(973) 285-2800,(973) 285-2806,Sganzweig@morrisview.com,10/31/21,283,Mr.. SHABSI GANZWEIG,"MORRIS VIEW MANAGEMENT CO, LLC",102 REAGAN COURT,"LAKEWOOD, NJ  08701",Profit - LLC,6/15/21,40.8232549,-74.487431
LONG TERM CARE FACILITY,NJ61417,061417,Morristown Post Acute Rehabilitation and Nursing Center,MORRISTOWN POST ACUTE REHAB AND NURSING CENTER,77 MADISON AVENUE, ,MORRISTOWN,NJ,07960,"MORRISTOWN, NJ  07960",MORRIS,(973) 540-9800,(973) 540-1985,Mmuller@morristownhc.com,3/31/22,287,Mr. MEACHAEL MULLER,"MORRISTOWN POST ACUTE REHAB AND NURSING CNT, LLC",77 MADISON AVENUE,"MORRISTOWN, NJ  07960",,6/15/21,40.7879885,-74.4656108
LONG TERM CARE FACILITY,NJ656004,656004,Mystic Meadows Rehab & Nursing Center,MYSTIC MEADOWS REHAB & NURSING CENTER,151 NINTH AVENUE, ,LITTLE EGG HARBOR TW,NJ,08087,"LITTLE EGG HARBOR TW, NJ  08087",OCEAN,(609) 294-3200,(609) 294-1961,Chertz@mysticmeadows.com or mneiman@mysticmeadows.com,4/30/22,130,. CHAIM HERTZ,"LEH OPERATING, LLC",151 NINTH AVENUE,"LITTLE EGG HARBOR, NJ  08087",,6/15/21,39.617852,-74.344239
LONG TERM CARE FACILITY,NJ31804,031804,"N. J.  Eastern Star Home, Inc.",N J EASTERN STAR HOME,111 FINDERNE AVENUE, ,BRIDGEWATER,NJ,08807,"BRIDGEWATER, NJ  08807",SOMERSET,(908) 722-4140,(908) 722-9566,dgiakas@njeasternstarhome.com,8/31/21,82,. DAWN GIAKAS,"N. J. EASTERN STAR HOME, INC.",111 FINDERNE AVENUE,"BRIDGEWATER, NJ  08807",NonProfit - Corporation,6/15/21,40.5668777,-74.5770121
LONG TERM CARE FACILITY,NJ60228,060228,N. J. Veterans Memorial Home - Paramus,N J VETERANS MEM HOME PARAMUS,1 VETERANS DRIVE, ,PARAMUS,NJ,07652,"PARAMUS, NJ  07652",BERGEN,(201) 634-8212,(201) 262-1540,Timothy.Doyle@dmava.nj.gov,8/31/21,336,"Mr. TIMOTHY DOYLE, JR.",STATE OF NJ/DEPT. MILITARY & VETERAN AFFAIRS,EGGERT CROSSING RD PO BOX 340,"TRENTON, NJ  08625",Govt - State,6/15/21,40.9589633,-74.0635215
LONG TERM CARE FACILITY,NJ61304,061304,Neptune Gardens Nursing and Rehab LLC,NEPTUNE GARDENS NURSING AND REHAB LLC,101 WALNUT ST, ,NEPTUNE,NJ,07753,"NEPTUNE, NJ  07753",MONMOUTH,(732) 774-3550,(732) 775-7534,lgerson@mbhealthcare.com,10/31/21,105,Mr. ARYEH GERSON,NEPTUNE GARDENS NURSING AND REHAB LLC,101 WALNUT STREET,"NEPTUNE, NJ  07753",Profit - LLC,6/15/21,40.206939,-74.048746
LONG TERM CARE FACILITY,NJ60731,060731,New Community Extended Care Facility,NEW COMMUNITY EXTENDED CARE FACILITY,266 S ORANGE AVE, ,NEWARK,NJ,07103,"NEWARK, NJ  07103",ESSEX,(973) 624-2020,(973) 624-8046,vonwunaka@newcommunity.org,1/31/22,180,Ms. VERONICA ANYANWU-ONWUNAKA,"NEW COMMUNITY HEALTH CARE, INC.",266 SOUTH ORANGE AVENUE,"NEWARK, NJ  07103",NonProfit - Corporation,6/15/21,40.7391528,-74.1953859
LONG TERM CARE FACILITY,NJ60704,060704,New Grove Manor,NEW GROVE MANOR,101 NORTH GROVE STREET, ,EAST ORANGE,NJ,07017,"EAST ORANGE, NJ  07017",ESSEX,(973) 672-1700,(973) 672-9064,eweinberg@newgrovemanor.com,8/31/21,185,Mr. ELAZAR WEINBERG,"GARDEN STATE NURSING HOME, INC.",101 GROVE STREET,"EAST ORANGE, NJ  07017",Profit - Corporation,6/15/21,40.760089,-74.203857
LONG TERM CARE FACILITY,NJ61419,061419,New Jersey Firemen's Home,NEW JERSEY FIREMEN'S HOME,565 LATHROP AVE, ,BOONTON,NJ,07005,"BOONTON, NJ  07005",MORRIS,(973) 334-0024,(973) 334-1383,JVERAS@NJFH.ORG,6/30/22,75,. JOHN VERAS,NEW JERSEY FIREMEN'S HOME,565 LATHROP AVENUE,"BOONTON, NJ  07005",NonProfit - Corporation,6/15/21,40.901021,-74.393907
LONG TERM CARE FACILITY,NJ51225,051225,New Jersey Veterans Memorial Home Menlo Park,NEW JERSEY VETERANS MEMORIAL HOME MENLO,132 EVERGREEN RD, ,EDISON,NJ,08818,"EDISON, NJ  08818",MIDDLESEX,(732) 452-4100,(732) 603-3016,Jennifer.Causer@dmava.nj.gov,1/31/22,328,Ms. JENNIFER CAUSER,STATE OF NJ/DEPT. MILITARY & VETERAN AFFAIRS,EGGERT CROSSING RD PO BOX 340,"TRENTON, NJ  08625",Govt - State,6/15/21,40.5518877,-74.3308835
LONG TERM CARE FACILITY,NJ60730,06730,New Vista Nursing and Rehabilitation Center,NEW VISTA NURSING & REHABILITATION CTR,300 BROADWAY, ,NEWARK,NJ,07104,"NEWARK, NJ  07104",ESSEX,(973) 484-4222,(973) 484-9141,Tkleiman@newvistanursing.com,1/31/22,340,Mr. TZVI KLEIMAN,"VISTACARE, LLC",300 BROADWAY,"NEWARK, NJ  07104",,6/15/21,40.7606243,-74.1686056
LONG TERM CARE FACILITY,NJ62200,62200,North Cape Center,NORTH CAPE CENTER,700 TOWNBANK ROAD, ,CAPE MAY,NJ,08204,"CAPE MAY, NJ  08204",CAPE MAY,(609) 898-8899,(609) 898-8833,Jennifer.Hess@genesishcc.com,1/31/22,120,Ms. JENNIFER HESS,700 TOWN BANK ROAD OPERATIONS LLC,700 TOWN BANK ROAD,"NORTH CAPE MAY, NJ  08204",Profit - LLC,6/15/21,38.97214,-74.925036
LONG TERM CARE FACILITY,NJ60223,060223,Oakland Rehabilitation and Healthcare Center,OAKLAND REHABILITATION AND HEALTHCARE  CENTER,20 BREAKNECK ROAD, ,OAKLAND,NJ,07436,"OAKLAND, NJ  07436",BERGEN,(201) 337-3300,(201) 337-5820,mgottlieb@oaklandrehabhc.com,3/31/22,215,Mr. MOSHE GOTTLIEB,"OAKLAND OPERATOR, LLC",20 BREAKNECK ROAD,"OAKLAND, NJ  07436",Profit - LLC,6/15/21,41.000577,-74.247638
LONG TERM CARE FACILITY,NJ61424,061424,"Oaks at Denville, The","OAKS AT DENVILLE, THE",21 POCONO ROAD, ,DENVILLE,NJ,07834,"DENVILLE, NJ  07834",MORRIS,(973) 586-5000,(973) 586-5111,Jfredella@springpointsl.org,4/30/22,84,Ms. JOAN FREDELLA,"SPRINGPOINT AT DENVILLE, INC.","4814 OUTLOOK DRIVE, SUITE 201","WALL TOWNSHIP, NJ  07753",Non-Profit - Corporation,6/15/21,40.894907,-74.466739
LONG TERM CARE FACILITY,NJ60503,060503,Oceana Rehabilitation and Nursing Center,OCEANA REHABILITATION AND NC,502 ROUTE 9 NORTH, ,CAPE MAY COURT HOUSE,NJ,08210,"CAPE MAY COURT HOUSE, NJ  08210",CAPE MAY,(609) 465-7633,(609) 465-8335,Ahennessey@broadwayhealthcare.com ,6/30/21,116,Mr. JOSEPH PERLOW,"OCEANA REHAB AND NURSING, L.L.C.",1155 BLOOMFIELD AVENUE,"CLIFTON, NJ  07012",Profit - LLC,6/15/21,39.096084,-74.810959
LONG TERM CARE FACILITY,NJ60106,060106,Our Lady's Center for Rehabilitation & Healthcare,OUR LADY'S CENTER FOR REHABILITATION & HC,1100 CLEMATIS AVE, ,PLEASANTVILLE,NJ,08232,"PLEASANTVILLE, NJ  08232",ATLANTIC,(609) 646-2450,(609) 646-7569,zscheinbaum@centermgt.com,11/30/21,214,Mr. YEHUDA SMOKE,"PLEASANTVILLE OPERATING, LLC",460 BAYVIEW,"INWOOD, NY  11096",Profit - LLC,6/15/21,39.3802723,-74.5289012
LONG TERM CARE FACILITY,NJ60307,060307,The Palace Rehabilitation and Care Center,"PALACE REHABILITATION AND CARE CENTER, THE",315 WEST MILL ROAD, ,MAPLE SHADE,NJ,08052,"MAPLE SHADE, NJ  08052",BURLINGTON,(856) 779-1500,(856) 779-2999,SPencookpalace@gmail.com,12/31/21,165,Ms. SANDRA PENCOOK,"THE PALACE REHABILITATION AND CARE CENTER, LLC",315 WEST MILL ROAD,"MAPLE SHADE, NJ  08052",Profit - LLC,6/15/21,39.9430018,-75.0011546
LONG TERM CARE FACILITY,NJ60733,060733,Park Crescent Healthcare & Rehabilitation Center,PARK CRESCENT HEALTHCARE & REHABILITATION CENTER,480 PARKWAY DRIVE, ,EAST ORANGE,NJ,07017,"EAST ORANGE, NJ  07017",ESSEX,(973) 674-2700,(973) 678-8282,administrator@parkcrescenthealth.com,12/31/21,190,Mr. YECHEZKEL AMOYELLE,"PARKWAY MANOR HEALTH CENTER, LLC",480 PARKWAY DRIVE,"EAST ORANGE, NJ  07017",Profit - LLC,6/15/21,40.771565,-74.2042597
LONG TERM CARE FACILITY,NJ61345,061345,Park Place Center,PARK PLACE CENTER,2 DEER PARK DRIVE, ,MONMOUTH JUNCTION,NJ,08852,"MONMOUTH JUNCTION, NJ  08852",MIDDLESEX,(732) 274-1122,(732) 274-1991,jennifer.jones@genesishcc.com,1/31/22,94,Ms. JENNIFER JONES,2 DEER PARK DRIVE OPERATIONS LLC,2 DEER PARK DRIVE,"MONMOUTH JUNCTION, NJ  08852",Profit - LLC,6/15/21,40.3765876,-74.5856045
LONG TERM CARE FACILITY,NJ12039,12039,Parker at Monroe,PARKER AT MONROE,395 SCHOOL HOUSE ROAD, ,MONROE,NJ,08831,"MONROE, NJ  08831",MIDDLESEX,(732) 992-5200,          ,Mkovaltchouk@parkerlife.org,11/30/21,96,Ms. MAGEN KOVALTCHOUK,"PARKER AT MONROE, INC.",395 SCHOOL HOUSE ROAD,"MONROE TOWNSHIP, NJ  08831",,6/15/21,,
LONG TERM CARE FACILITY,NJ61812,061812,"Parker at Somerset, Inc.","PARKER AT SOMERSET, INC",15 DELLWOOD LANE, ,SOMERSET,NJ,08873,"SOMERSET, NJ  08873",SOMERSET,(732) 545-4200,(732) 846-1089,Jjoseph@parkerlife.org,1/31/22,120,. JEAN JOSEPH,"PARKER AT SOMERSET, INC.",1421 RIVER ROAD,"PISCATAWAY, NJ  08854",Non-Profit - Corporation,6/15/21,40.5182598,-74.5007363
LONG TERM CARE FACILITY,NJ30904,030904,Peace Care St. Ann's,PEACE CARE ST ANN'S,198 OLD BERGEN ROAD, ,JERSEY CITY,NJ,07305,"JERSEY CITY, NJ  07305",HUDSON,(201) 433-0950,(201) 433-6554,jmerlyliranzo@peacecarenj.org,8/31/21,120,Ms. JANET MERLY-LIRANZO,"ST. ANN'S HOME FOR THE AGED, CORP.",,",   ",,6/15/21,40.6961566,-74.0935106
