State Facility Type 2 Literal,Facility ID,License Number,Facility Name,Address,City,State,Zip Code,County,Phone Number,Email Address,Capacity,Licensee,Ownership Type,Latitude,Longitude,Date Accessed,State Facility Type 1 Literal
COMPREHENSIVE PERSONAL CARE HOME,NJ403330,403330,"Hudson Hills Senior Living, Llc",3161 KENNEY BOULEVARD,North Bergen,NJ,7047,Hudson,(201) 867-3585,ciarlak@hudsonhillsnj.com,96,"HUDSON HILLS SENIOR LIVING, LLC",,40.7752087,-74.0328714,6/29/21,ASSISTED LIVING SERVICE
COMPREHENSIVE PERSONAL CARE HOME,NJ15C000,15C000,Ivy Stone Senior Living,7999 ROUTE 130 SOUTH,Pennsauken,NJ,8110,Camden,(856) 488-5557,dboland@prioritylc.com,111,"KDG OPERATING COMPANY, LLC",PROFIT - LLC,39.9751041,-75.0352624,6/29/21,ASSISTED LIVING SERVICE
COMPREHENSIVE PERSONAL CARE HOME,NJ65C003,65C003,Leisure Park Special Care Center,1400 ROUTE 70,Lakewood,NJ,8701,Ocean,(732) 370-0444,sryan@5ssl.com,40,SNH NJ TENANT LLC,,40.053926,-74.1721855,6/29/21,ASSISTED LIVING SERVICE
COMPREHENSIVE PERSONAL CARE HOME,NJ02C003,02C003,Masonic Village At Burlington,902 JACKSONVILLE ROAD,Burlington,NJ,8016,Burlington,(609) 239-3900,rbarnes@njmasonic.org,87,MASONIC CHARITY FOUNDATION OF NJ,NONPROFIT - CORPORATION,40.062932,-74.827441,6/29/21,ASSISTED LIVING SERVICE
COMPREHENSIVE PERSONAL CARE HOME,NJ10C001,10C001,Medford Leas,ONE MEDFORD LEAS WAY,Medford,NJ,8055,Burlington,(609) 654-3000,lorijakelsky@medfordleas.net,126,THE ESTAUGH  T/A MEDFORD LEAS,NONPROFIT - CORPORATION,39.9052053,-74.816102,6/29/21,ASSISTED LIVING SERVICE
COMPREHENSIVE PERSONAL CARE HOME,NJ47C000,47C000,Morris Hall/St. Mary'S Assisted Living,ONE BISHOPS DRIVE,Lawrenceville,NJ,8648,Mercer,(609) 896-0006,cdill@morrishall.org,98,"MORRIS HALL/ST. LAWRENCE, INC.",NONPROFIT - RELIGIOUS AFFILIATION,40.3030556,-74.7369444,6/29/21,ASSISTED LIVING SERVICE
COMPREHENSIVE PERSONAL CARE HOME,NJ05C201,05C201,The Resort At Oceanview,2721 ROUTE 9,Ocean View,NJ,8230,Cape May,(609) 624-3881,efinkelstein@autumnhc.net,56,"OCEAN VIEW ASSOCIATES OPERATION, LLC",,39.1888258,-74.7215003,6/29/21,ASSISTED LIVING SERVICE
COMPREHENSIVE PERSONAL CARE HOME,NJ07C009,07C009,Roseville Manor,285 ROSEVILLE AVENUE,Newark,NJ,7107,Essex,(973) 481-2200,rosevillehealth@optimum.net,66,"ROSEVILLE HEALTH CARE, LLC",PROFIT - LLC,40.7606696,-74.1886046,6/29/21,ASSISTED LIVING SERVICE
COMPREHENSIVE PERSONAL CARE HOME,NJCIU4PK,CIU4PK,Saint Clare'S Hospital - Dover,400 WEST BLACKWELL STREET,Dover,NJ,7801,Morris,(973) 625-6393,carlosmarconi@primehealthcare.com,15,PRIME HEALTHCARE SERVICES-SAINT CLARE'S LLC,PROFIT - LLC,40.885001,-74.5754089,6/29/21,ASSISTED LIVING SERVICE
COMPREHENSIVE PERSONAL CARE HOME,NJ50C000,50C000,St. Joseph'S Seniors' Home Nursing Center & Assisted Living,1-3 ST. JOSEPH'S TERRACE,Woodbridge,NJ,7095,Middlesex,(732) 634-0004,info@stjosephseniorhome.com,60,THE LITTLE SERVANT SISTER,NON-PROFIT - RELIGIOUS AFFILIATION,40.5434328,-74.2748237,6/29/21,ASSISTED LIVING SERVICE
COMPREHENSIVE PERSONAL CARE HOME,NJ82473,82473,Twin Cedars,1456 GLASSBORO ROAD,Wenonah,NJ,8090,Gloucester,(856) 468-6824,gdmullin@aol.com,37,GAYATRI RAMA ASSISTED LIVING-DEPTFORD LLC,,39.798433,-75.141892,6/29/21,ASSISTED LIVING SERVICE
COMPREHENSIVE PERSONAL CARE HOME,NJ15C001,15c001,United Methodist Communities At Collingswood,460 HADDON AVENUE,Collingswood,NJ,8108,Camden,(856) 854-4331,jclancy@umcommunities.org,128,UNITED METHODIST HOMES OF NJ,NONPROFIT - RELIGIOUS AFFILIATION,39.918162,-75.076558,6/29/21,ASSISTED LIVING SERVICE
COMPREHENSIVE PERSONAL CARE HOME,NJ08C005,08C005,United Methodist Communities At Pitman,535 NORTH OAK AVENUE,Pitman,NJ,8071,Gloucester,(856) 589-7800,mmatthews@umcommunities.org,178,"PITMAN MANOR, INC.",,39.73735,-75.137479,6/29/21,ASSISTED LIVING SERVICE
COMPREHENSIVE PERSONAL CARE HOME,NJ20C100,20C100,Victoria Commons Retirement Center,610 TOWNBANK ROAD,North Cape May,NJ,8204,Cape May,(609) 898-0044,krista.rickards@genesishcc.com,91,"610 TOWNBANK ROAD OPERATIONS, LLC",PROFIT - LLC,38.978941,-74.940788,6/29/21,ASSISTED LIVING SERVICE
COMPREHENSIVE PERSONAL CARE HOME,NJ14C014,14C014,"The Villa At Florham Park, Inc",190 PARK AVENUE,Florham Park,NJ,7932,Morris,(973) 867-1500,tcavacino@lsmnj.org,27,"THE VILLA AT FLORHAM PARK, INC",NON-PROFIT - OTHER,,,6/29/21,ASSISTED LIVING SERVICE
COMPREHENSIVE PERSONAL CARE HOME,NJ19C002,19C002,Westwind Manor,25 MAIN STREET,Franklin,NJ,7416,Sussex,(973) 827-6575,c.mendel@westwindmanor.com,25,"GRACE ELDERCARE, LLC",,41.118653,-74.589847,6/29/21,ASSISTED LIVING SERVICE
