Facid,Mcare ID,Mcaid ID,Type,Name,Address,Address2,City,State,Zip,County,Beds,Certified Beds,Medicare Beds,Medicaid Beds,Dually Certified Beds,ICFID Beds,License Expires,License,Administrator,Telephone,Email,CCN,Parent Company,Type,License Issued
UT207344,,,AL2,AVAMERE AT MOUNTAIN RIDGE,1885 EAST SKYLINE DRIVE,,SOUTH OGDEN,UT,84403,WEBER,119,0,0,0,0,0,4/30/22,2020-ALII-UT207344,"MR. JOHNNY DELVECCHIO, Administrator",(801) 475-5111,jdelvecchio@avamere.com,,"ARI CBC, LLC",FOR PROFIT - C,1/24/03
UT000751,,,AL2,BARRINGTON PLACE ALZHEIMER'S SPECIAL CARE CENTER,1404 NORTH 2000 WEST,,CLINTON,UT,84015,DAVIS,66,0,0,0,0,0,3/31/22,2020-ALII-UT000751,"MR DALE PARKER, Administrator",(801) 525-9177,dale.parker@jeaseniorliving.com,,"SHI BARRINGTON PLACE, LLC",FOR PROFIT - C,10/13/16
UT000836,,,AL2,"BEACON CREST MANAGEMENT OF DRAPER, LLC",591 EAST PIONEER ROAD,,DRAPER,UT,84020,SALT LAKE,25,0,0,0,0,0,7/31/21,2019-ALII-UT000836,"MR DAVID MEREDITH, Administrator",(801) 951-1300,davidm@beaconcrest.com,,"BEACON CREST MANAGEMENT, LLC",FOR PROFIT - C,7/25/18
UT000339,,,AL2,BEEHIVE HOMES OF AMERICAN FORK SOUTH BUILDING TWO,164 WEST 200 SOUTH,,AMERICAN FORK,UT,84003,UTAH,16,0,0,0,0,0,1/31/23,2021-ALII-104705,"MS. CARRIE BROWN, Administrator",(801) 216-4110,carrie.brown@welbrook.com,,"TIMPANOGOS TERRACE ASSISTED LIVING, LLC",FOR PROFIT - C,12/8/08
UT000798,,,AL2,BEEHIVE HOMES OF CEDAR CITY #3,432 WEST 1325 NORTH,,CEDAR CITY,UT,84721,IRON,30,0,0,0,0,0,2/28/22,2020-ALII-UT000798,"MS ASHLEE CARLILE, Administrator",(435) 867-8641,acarlile@beehivehomes.com,,"VAN DORN LAND HOLDINGS, LLC",FOR PROFIT - C,2/17/17
UT000407,,,AL2,BEEHIVE HOMES OF DRAPER,711 EAST PIONEER ROAD,,DRAPER,UT,84020,SALT LAKE,19,0,0,0,0,0,4/30/23,2021-ALII-95437,"MR STAN KETCHER, Administrator",(801) 381-2041,s_ketcher@comcast.net,,BEEHIVE HOMES OF DRAPER,FOR PROFIT-PAR,4/1/10
UT000646,,,AL2,BEEHIVE HOMES OF DRAPER #2,707 EAST PIONEER RD,,DRAPER,UT,84020,SALT LAKE,16,0,0,0,0,0,4/30/21,2019-ALII-UT000646,"MR STAN KETCHER, Administrator",(801) 381-2041,s_ketcher@comcast.net,,BEEHIVE HOMES OF DRAPER,FOR PROFIT - C,5/16/14
UT000512,,,AL2,BEEHIVE HOMES OF EAST MILLCREEK,3681 SOUTH 2300 EAST,,SALT LAKE CITY,UT,84109,SALT LAKE,16,0,0,0,0,0,8/31/21,2021-ALII-UT000512,"MS STEPHANIE YOUNG-DAMRON, Administrator",(801) 272-2290,syoung@ashsco.com,,ALL SEASONS HEALTH SERVICES COMPANY,FOR PROFIT - C,2/13/12
UT000651,,,AL2,BEEHIVE HOMES OF HERRIMAN #1,6352 WEST 13100 SOUTH,,HERRIMAN,UT,84096,SALT LAKE,24,0,0,0,0,0,6/11/21,2020-ALII-UT000651,"MR CLARKE HILBIG, Administrator",(801) 703-4779,beehivehomesherriman@gmail.com,,CMAK HOLDINGS LLC,FOR PROFIT - C,6/11/14
UT000881,,,AL2,BEEHIVE HOMES OF KANAB AL2,1364 SOUTH POWELL DRIVE,,KANAB,UT,84741,KANE,7,0,0,0,0,0,1/31/22,2020-ALII-UT000881,"MR CHAD SZYMANSKI, Administrator",(435) 644-8100,chad@beehivehomes.com,,"CARE AGE PROPERTIES, LLC",,2/2/19
UT000479,,,AL2,BEEHIVE HOMES OF LEHI,322 NORTH 2375 WEST,,LEHI,UT,84043,UTAH,20,0,0,0,0,0,1/31/22,2021-ALII-UT000479,"MS ASHLEE CARLILE, Administrator",(801) 766-6689,ashlee@ashsco.com,,ALL SEASONS HEALTH SERVICES COMPANY,FOR PROFIT - C,8/4/11
UT000492,,,AL2,BEEHIVE HOMES OF NAPLES,1923 EAST 2000 SOUTH,,VERNAL,UT,84078,UINTAH,16,0,0,0,0,0,7/31/21,2021-ALII-UT000492,"MS MISTI HALL, Administrator",(435) 789-6789,beehiveofvernal@gmail.com,,"4 HALLS ENTERPRISES, INC.",,11/17/11
UT000672,,,AL2,BEEHIVE HOMES OF PARK CITY,241 WEST HIGHLAND DRIVE,,PARK CITY,UT,84098,SUMMIT,20,0,0,0,0,0,11/30/21,2021-ALII-UT000672,"MS AMBER WATSON, Administrator",(435) 649-0977,awatson@ashsco.com,,"MERCHANT MANAGEMENT, LLC",,11/6/14
UT000538,,,AL2,BEEHIVE HOMES OF PAYSON,661 EAST 700 SOUTH,,PAYSON,UT,84651,UTAH,21,0,0,0,0,0,12/31/22,2021-ALII-UT000538,"MR DENNIS MCGRAW, Administrator",(801) 658-5025,dennismcgraw@beehivehomes.com,,DMLM LLC,FOR PROFIT - C,6/11/12
UT000518,,,AL2,BEEHIVE HOMES OF PERRY,126 WEST 1550 SOUTH,,PERRY,UT,84302,BOX ELDER,20,0,0,0,0,0,12/31/21,2020-ALII-UT000518,"MS JADE BISCHOFF, Administrator",(435) 723-1724,jbischoff@ashsco.com,,"ORCHARD HOLLOW LAND HOLDINGS, LLC",FOR PROFIT-IND,3/30/12
UT000742,,,AL2,BEEHIVE HOMES OF PROVO #2,3144 WEST CENTER STREET,,PROVO,UT,84601,UTAH,24,0,0,0,0,0,7/31/21,2019-ALII-UT000742,"MR RANDY COTTLE, Administrator",(801) 607-2531,beehivehomesofprovo@gmail.com,,BEEHIVE HOMES OF UTAH VALLEY,FOR PROFIT - C,7/6/16
UT000825,,,AL2,BEEHIVE HOMES OF RIVERTON,12524 SOUTH DOREEN DRIVE,,RIVERTON,UT,84065,SALT LAKE,18,0,0,0,0,0,9/30/22,2020--UT000825,"MR JUAN HERNANDEZ, Administrator",(801) 253-2237,jhernandez@beehivehomes.com,,"HERNANDEZ & ROBLES PROPERTY & BUILDING, LLC",FOR PROFIT - C,9/17/17
UT000537,,,AL2,BEEHIVE HOMES OF SALEM II,1015 SOUTH 550 WEST,,SALEM,UT,84653,UTAH,4,0,0,0,0,0,10/31/22,2020-ALII-UT000537,"MR DENNIS MCGRAW, Administrator",(801) 423-2305,dennismcgraw@beehivehomes.com,,DMLM LLC,FOR PROFIT - C,6/11/12
UT000769,,,AL2,BEEHIVE HOMES OF SALT LAKE,2891 SOUTH 2000 EAST,,SALT LAKE CITY,UT,84109,SALT LAKE,24,0,0,0,0,0,8/31/21,2021-ALII-UT000769,"MS STEPHANIE YOUNG-DAMRON, Administrator",(801) 272-2290,syoung@ashsco.com,,ALL SEASONS HEALTH SERVICES COMPANY,FOR PROFIT - C,9/15/16
UT207340,,,AL2,BEEHIVE HOMES OF SANTAQUIN,409 SOUTH 300 WEST,,SANTAQUIN,UT,84655,UTAH,20,0,0,0,0,0,4/30/23,2021-ALII-UT207340,"MR DENNIS MCGRAW, Administrator",(801) 754-3997,dennismcgraw@beehivehomes.com,,BEEHIVE HOMES OF SANTAQUIN,,5/2/00
UT000847,,,AL2,BEEHIVE HOMES OF SOUTH JORDAN,3430 WEST 11400 SOUTH,,SOUTH JORDAN,UT,84095,SALT LAKE,30,0,0,0,0,0,10/31/21,2019-ALII-UT000847,"MS TINA MCCULLOUGH, Administrator",(801) 996-3777,tina@beehivehomes.com,,"DTAJRM, LLC",FOR PROFIT - C,10/2/18
UT000760,,,AL2,BEEHIVE HOMES OF SPANISH FORK,858 EAST 100 SOUTH,,SPANISH FORK,UT,84660,UTAH,16,0,0,0,0,0,7/31/21,2019-ALII-UT000760,"MR DENNIS MCGRAW, Administrator",(801) 798-8188,dennismcgraw@beehivehomes.com,,DMLM LLC,FOR PROFIT - C,7/26/16
UT207327,,,AL2,BEEHIVE HOMES OF ST GEORGE #2,1555 WEST 1170 NORTH,,ST GEORGE,UT,84770,WASHINGTON,15,0,0,0,0,0,4/30/21,2019-ALII-UT207327,"MR CHAD SZYMANSKI, Administrator",(435) 634-8321,chad@beehivehomes.com,,"CAREAGE PROPERTIES, LLC",FOR PROFIT - C,2/1/99
UT000778,,,AL2,BEEHIVE HOMES OF SYRACUSE,1407 SOUTH 2000 WEST,,SYRACUSE,UT,84075,DAVIS,22,0,0,0,0,0,12/31/21,2020-ALII-UT000778,"MS JIL CRAYTHORNE, Administrator",(801) 776-7000,jcraythorne@hotmail.com,,SEVIER CANYON PROPERTIES LLC,FOR PROFIT - C,12/21/16
UT000270,,,AL2,BEEHIVE HOMES OF VERNAL,540 SOUTH 2050 WEST,,VERNAL,UT,84078,UINTAH,16,0,0,0,0,0,6/30/21,2020-ALII-UT000270,"MS MISTI HALL, Administrator",(435) 789-3456,beehiveofvernal@gmail.com,,"4 HALLS ENTERPRISES, INC.",FOR PROFIT-PAR,7/19/07
UT000246,,,AL2,BEEHIVE HOMES OF WASHINGTON COUNTY #6,"2041 SOUTH MESA PALMS DRIVE, BUILDING B",,ST GEORGE,UT,84770,WASHINGTON,14,0,0,0,0,0,7/31/21,2019-ALII-UT000246,"MS SHAUNA HORNE, Administrator",(435) 619-1909,shorne@beehivehomes.com,,JOEL C. HORNE & CO. INC.,FOR PROFIT - C,2/9/07
UT000317,,,AL2,BEEHIVE HOMES OF WASHINGTON COUNTY #7,1078 NORTH CORAL CANYON BOULEVARD,,WASHINGTON,UT,84780,WASHINGTON,16,0,0,0,0,0,7/31/21,2019-ALII-UT000317,"MS SHAUNA HORNE, Administrator",(435) 619-1909,shorne@beehivehomes.com,,JOEL C. HORNE & CO. INC.,FOR PROFIT - C,6/17/08
UT000464,,,AL2,BEEHIVE HOMES OF WASHINGTON COUNTY #8,2397 SOUTH RIVER ROAD,,ST GEORGE,UT,84790,WASHINGTON,16,0,0,0,0,0,7/31/21,2019-ALII-UT000464,"MS SHAUNA HORNE, Administrator",(435) 619-1909,shorne@beehivehomes.com,,JOEL C. HORNE & CO. INC.,FOR PROFIT - C,4/6/11
UT000954,,,AL2,BEEHIVE HOMES OF WASHINGTON COUNTY #9,"831 SOUTH 700 WEST, BUILDING B",,HURRICANE,UT,84737,WASHINGTON,15,0,0,0,0,0,5/24/21,2020-ALII-UT000954,"MS SHAUNA HORNE, Administrator",(435) 627-0023,shorne@beehivehomes.com,,"JOEL C. HORNE & CO., INC.",,11/24/20
UT000123,,,AL2,BEEHIVE HOMES OF WASHINGTON COUNTY IV,"2041 SOUTH MESA PALMS DRIVE, BUILDING A",,ST GEORGE,UT,84770,WASHINGTON,14,0,0,0,0,0,7/31/21,2019-ALII-UT000123,"MS SHAUNA HORNE, Administrator",(435) 619-1909,shorne@beehivehomes.com,,JOEL C. HORNE & CO. INC.,FOR PROFIT - C,9/1/04
UT000266,,,AL2,BEEHIVE HOMES OF WEST JORDAN #3,8892 SOUTH 2700 WEST,,WEST JORDAN,UT,84088,SALT LAKE,32,0,0,0,0,0,6/30/22,2021-ALII-UT000266,"MS REBECCA MEATS, Administrator",(801) 569-2771,rebecca@ashsco.com,,"KNIGHTSHAYES LAND HOLDINGS, LLC",FOR PROFIT - C,6/4/07
UT207328,,,AL2,BEL AIRE SENIOR LIVING,1088 EAST 390 SOUTH,,AMERICAN FORK,UT,84003,UTAH,61,0,0,0,0,0,9/30/22,2020-ALII-46759,"MR JAYLAN MORGAN, Administrator",(801) 763-0622,steve@belaire-assistedliving.com,,BEL AIRE SENIOR LIVING LLC,FOR PROFIT - C,6/5/03
UT000933,,,AL2,BELLAVIEW ASSISTED LIVING AND MEMORY CARE,1049 WEST 3200 NORTH,,LEHI,UT,84043,UTAH,73,0,0,0,0,0,4/30/21,2020-ALII-UT000933,"MR BRAD BROSKA, Administrator",(801) 980-8100,info@bellaviewassistedliving.com,,BELLAVIEW AL MANAGEMENT LC,,4/28/20
UT000951,,,AL2,BIRCH CREEK ASSISTED LIVING,532 SOUTH MAIN STREET,,SMITHFIELD,UT,84335,CACHE,56,0,0,0,0,0,5/10/21,2020-ALII-UT000951,"MR CHRISTOPHER SORENSEN, Administrator",(435) 554-1776,chris@birchcreekassistedliving.com,,"BIRCH CREEK ASSISTED LIVING, LLC",,11/10/20
UT000827,,,AL2,BLACKSMITH FORK ASSISTED LIVING,680 EAST MAIN STREET,,HYRUM,UT,84319,CACHE,40,0,0,0,0,0,10/31/22,2020--UT000827,"MR JORDAN GEORGE, Administrator",(435) 994-3000,jordan@blacksmithforkassistedliving.com,,"HALC, LLC",FOR PROFIT - C,10/23/17
UT207317,,,AL2,BRIGHTON HOUSE OF RIVERTON,12894 SOUTH 1615 WEST,,RIVERTON,UT,84065,SALT LAKE,16,0,0,0,0,0,3/31/22,2020-ALII-UT207317,"MR. ERV LOGAN, Administrator",(801) 254-8966,Ervlogan@gmail.com,,"BRIGHTON HOUSE ASSISTED LIVING, LLC",FOR PROFIT - C,10/19/99
UT207335,,,AL2,BROOKDALE CEDAR CITY,995 SOUTH REGENCY ROAD,,CEDAR CITY,UT,84720,IRON,75,0,0,0,0,0,8/31/21,2020-ALII-97340,"MR BRANT PARKER, Administrator",(435) 867-0055,bparker4@brookdale.com,,"EMERITUS CORPORATION, LLC",FOR PROFIT - C,9/5/03
UT207239,,,AL2,CACHE VALLEY ASSISTED LIVING,233 NORTH MAIN STREET,,PROVIDENCE,UT,84332,CACHE,54,0,0,0,0,0,1/31/23,2021-ALII-UT207239,"MR ROSS THOMAS, Administrator",(435) 792-4770,kari@cachevalleyassistedliving.com,,"MRSC UT CACHE VALLEY MASTER TENANT, LLC",FOR PROFIT - C,6/7/99
UT207233,,,AL2,CANYON BREEZE SENIOR LIVING,380 EAST 240 NORTH,,OREM,UT,84057,UTAH,21,0,0,0,0,0,5/5/21,2021-ALII-772,"MS NAOMI WEIGHT, Administrator",(801) 226-8338,canyonbreezesl@gmail.com,,CANYON BREEZE SENIOR LIVING LLC,FOR PROFIT - C,12/15/95
UT207329,,,AL2,CAPITOL HILL SENIOR LIVING,76 SOUTH 500 EAST,,SALT LAKE CITY,UT,84102,SALT LAKE,127,0,0,0,0,0,7/5/21,2021-ALII-UT207329,"MR KELLY JENSEN, Administrator",(801) 359-0050,CapitolHill.ED@stellarliving.com,,"S-H OPCO SALT LAKE CITY, LLC",FOR PROFIT - C,4/17/00
UT000350,,,AL2,CARRINGTON COURT,1928 WEST 9800 SOUTH,,SOUTH JORDAN,UT,84095,SALT LAKE,105,0,0,0,0,0,2/28/22,2020-ALII-88785,"MR MICHAEL MCCAULEY, Administrator",(801) 676-8787,michaelm@carringtoncourtal.com,,"CARRINGTON COURT, LLC",,2/18/09
UT207228,,,AL2,CEDARWOOD AT SANDY ASSISTED LIVING,625 EAST 11000 SOUTH,,SANDY,UT,84070,SALT LAKE,95,0,0,0,0,0,1/31/21,2019-ALII-UT207228,"MR JESSE BUNTJER, Administrator",(801) 572-4456,austin.sorenson@kiscosl.com,,"KC SANDY, LLC",FOR PROFIT - C,3/3/97
UT207331,,,AL2,CHANCELLOR GARDENS OF CLEARFIELD,1425 SOUTH 1500 EAST,,CLEARFIELD,UT,84015,DAVIS,152,0,0,0,0,0,3/31/23,2021-ALII-UT207331,"MR RODNEY WASHBURN, Administrator",(801) 779-0798,rodneywashburn@mbk.com,,S-H CLEARFIELD OPCO LLC,FOR PROFIT - C,11/9/00
UT207332,,,AL2,COTTAGE GLEN,1892 NORTH AARON DRIVE,,TOOELE,UT,84074,TOOELE,56,0,0,0,0,0,9/30/21,2019-ALII-36706,"MS KATRINA CLEVELAND, Administrator",(435) 882-7990,bomcottageglen@seniormc.net,,"TOOELE SENIOR COTTAGES, LLC",FOR PROFIT - C,7/29/02
UT000597,,,AL2,COTTONWOOD CREEK II,1245 EAST MURRAY HOLLADAY ROAD,,SALT LAKE CITY,UT,84117,SALT LAKE,16,0,0,0,0,0,2/28/23,2021-ALII-UT000597,"MR MORGAN WARE, Administrator",(801) 263-0999,morganware@mbk.com,,"SSSHT OPCO 1245 E MURRAY HOLLADAY ROAD, LLC",FOR PROFIT - C,8/13/13
UT000308,,,AL2,"COUNTRY HOME ASSISTED LIVING, INC",565 EAST MEDICAL DRIVE,,BOUNTIFUL,UT,84010,DAVIS,11,0,0,0,0,0,9/30/22,2021-ALII-UT000308,"MS CARMEN JENSEN, Administrator",(385) 206-3679,gildamcbride@gmail.com,,COUNTRY OAKS ASSISTED LIVING OF BOUNTIFUL,NON PROFIT-OTH,5/7/08
UT000284,,,AL2,COUNTRY LANE OF CENTRAL SANDY,9532 SOUTH 700 EAST,,SANDY,UT,84070,SALT LAKE,16,0,0,0,0,0,8/31/22,2021-ALII-UT000284,"MS KADIE ALLEN, Administrator",(801) 572-1298,kadielynn.countrylane@gmail.com,,"COUNTRY LANE SANDY HOLDING, LLC",FOR PROFIT - C,10/2/07
UT207200,,,AL2,COUNTRY PINES RETIREMENT HOME,1748 WEST 1800 NORTH,,CLINTON,UT,84015,DAVIS,66,0,0,0,0,0,11/30/22,2020-ALII-540,"MS ANDREA THORPE, Administrator",(801) 773-1649,andrea@countrypines.org,,COUNTRY PINES LIMITED PARTNERSHIP,FOR PROFIT-PAR,2/4/94
UT000676,,,AL2,COUNTRY VIEW ASSISTED LIVING,2901 WEST CENTER STREET,,PROVO,UT,84601,UTAH,25,0,0,0,0,0,2/28/22,2020-ALII-UT000676,"MS LAINA PASSEY, Administrator",(801) 377-7737,director@countryviewliving.com,,COUNTRY VIEW ASSISTED LIVING LLC,FOR PROFIT - C,2/20/15
UT207334,,,AL2,COURTYARD AT JAMESTOWN ASSISTED LIVING,3352 NORTH 100 EAST,,PROVO,UT,84604,UTAH,162,0,0,0,0,0,2/28/22,2020-ALII-UT207334,"MS MARIANNE HOHREIN, Administrator",(801) 377-3730,mhohrein@stellarliving.com,,"JAMESTOWN OPERATIONS, LLC",FOR PROFIT - C,6/25/01
UT000819,,,AL2,COVINGTON SENIOR LIVING,1925 NORTH STATE STREET,,OREM,UT,84057,UTAH,102,0,0,0,0,0,9/30/22,2020-ALII-UT000819,"MS TYLYN WEIGHT, Administrator",(801) 494-2020,tylyn@covingtonliving.com,,MIC ROCK SENIOR CARE,FOR PROFIT - C,9/6/17
UT000856,,,AL2,COVINGTON SENIOR LIVING OF LEHI,301 NORTH 1200 EAST,,LEHI,UT,84043,UTAH,119,0,0,0,0,0,8/31/21,2020-ALII-UT000856,"MR BARRY HERRSCHER, Administrator",(385) 484-8899,barry@covingtonliving.com,,COVINGTON SENIOR LIVING,FOR PROFIT - C,8/27/18
UT000121,,,AL2,COVINGTON VILLAGE,92 SOUTH 800 EAST,,OREM,UT,84097,UTAH,32,0,0,0,0,0,3/31/23,2021-ALII-UT000121,"MS SARAH CECIL, Administrator",(801) 494-2042,sarahc@covingtonliving.com,,"M, LLC",FOR PROFIT-PAR,7/22/04
UT000846,,,AL2,CREEKSIDE SENIOR LIVING,430 WEST 400 NORTH,,BOUNTIFUL,UT,84010,DAVIS,160,0,0,0,0,0,7/31/22,2020-ALII-UT000846,"MR COY HUSKINSON, Administrator",(801) 294-0303,chuskinson@stellarliving.com,,"CREEKSIDE OPERATIONS, LLC",FOR PROFIT - C,7/2/18
UT000367,,,AL2,DIAMOND JANE'S ASSISTED LIVING,345 SOUTH HALE STREET,,GRANTSVILLE,UT,84029,TOOELE,16,0,0,0,0,0,7/31/22,2020-ALII-90309,"MS MICHELLE BOLINDER, Administrator",(435) 249-0394,michelle@diamondjanes.com,,"BS DIAMOND PROPERTIES, LLC",,7/1/09
UT207356,,,AL2,ELK MEADOWS ASSISTED LIVING AND MEMORY CARE,4200 NORTH 400 WEST,,OAKLEY,UT,84055,SUMMIT,50,0,0,0,0,0,11/30/21,2021-ALII-UT207356,"MR BUDDY JANO ROMERO, Administrator",(435) 783-5575,alnurse@elkmeadowsalf.com,,"COLINA OAKLEY PROPCO, LLC",FOR PROFIT - C,6/8/04
UT000612,,,AL2,ELK RIDGE ASSISTED LIVING,218 WEST OLYMPIC LANE,,ELK RIDGE,UT,84651,UTAH,33,0,0,0,0,0,12/31/22,2021-ALII-UT000612,"MR CHRIS HERMANSEN, Administrator",(801) 504-6091,elkridgeassistedliving@yahoo.com,,ELK RIDGE ASSISTED LIVING,FOR PROFIT - C,10/2/13
UT000438,,,AL2,FAIRFIELD VILLAGE OF LAYTON,1201 NORTH FAIRFIELD ROAD,,LAYTON,UT,84041,DAVIS,112,0,0,0,0,0,11/30/21,2019-ALII-UT000438,"MS ALLISON WILLIAMS, Administrator",(801) 807-0112,awilliams@fairfieldvillagelayton.com,,CHP LAYTON UT TENANT CORP.,FOR PROFIT - C,11/8/10
UT000363,,,AL2,FAMILY TREE OF MORGAN,862 EAST MAHOGANY RIDGE ROAD,,MORGAN,UT,84050,MORGAN,47,0,0,0,0,0,5/31/22,2020-ALII-89705,"MS JENNY FRANCIS, Administrator",(801) 829-5120,jenny@familytreeliving.com,,"FAMILY TREE AT MORGAN, LLC",FOR PROFIT - C,5/5/09
UT000207,,,AL2,FAMILY TREE OF WEST POINT,421 NORTH 3150 WEST,,WEST POINT,UT,84015,DAVIS,39,0,0,0,0,0,5/31/21,2019-ALII-75856,"MS JENNY FRANCIS, Administrator",(801) 775-8733,Jenny@familytreeliving.com,,"FAMILY TREE AT WEST POINT, LLC",FOR PROFIT - C,5/29/06
UT000695,,,AL2,GABLES OF BRIGHAM CITY,997 SOUTH 800 WEST,,BRIGHAM CITY,UT,84302,BOX ELDER,45,0,0,0,0,0,6/30/22,2020-ALII-UT000695,"MS JANNIE FROMM, Administrator",(435) 239-8780,jfromm.gables@gmail.com,,ENSIGN ASSISTED LIVING LLC,FOR PROFIT - C,6/30/15
UT000560,,,AL2,GABLES OF NORTH LOGAN ASSISTED LIVING,455 EAST 2500 NORTH,,N LOGAN,UT,84341,CACHE,16,0,0,0,0,0,12/31/21,2020-ALII-UT000560,"MS RACHEL SPACKMAN, Administrator",(435) 258-8828,rspackman@thegablesfamily.com,,"GABLES HOLDINGS, LLC",FOR PROFIT - C,12/27/12
UT000276,,,AL2,GOLDEN SKYLINE ASSISTED LIVING #2,76 NORTH 100 WEST,,EPHRAIM,UT,84627,SANPETE,16,0,0,0,0,0,4/30/21,2019-ALII-UT000276,"MR CAMERON NIELSON, Administrator",(435) 283-4922,admin@GSALteam.com,,"RICHARD AND BONNIE NIELSON, LLC",FOR PROFIT - C,7/23/07
UT000168,,,AL2,GOOD LIFE SENIOR LIVING MOUNT PLEASANT,160 EAST 200 NORTH,,MOUNT PLEASANT,UT,84647,SANPETE,16,0,0,0,0,0,9/30/21,2021-ALII-UT000168,"MS CAROLYN WILKINSON, Administrator",(435) 462-9494,carolyn.countrylane@gmail.com,,"PROCARE, LLC",,6/24/05
UT000275,,,AL2,GOOD LIFE SENIOR LIVING PRICE,1025 WEST 470 NORTH,,PRICE,UT,84501,CARBON,16,0,0,0,0,0,6/15/21,2020-ALII-UT000275,"MS REBECCA TAYLOR, Administrator",(435) 636-4483,adminprice@goodlifeofutah.com,,"CEDAR MOUNTAIN ESTATES, LLC",FOR PROFIT - C,7/20/07
UT000965,,,AL2,HARMONY HILLS ASSISTED LIVING - DRAPER,1393 EAST PIONEER ROAD,,DRAPER,UT,84020,SALT LAKE,96,0,0,0,0,0,6/30/21,2020-ALII-UT000965,"MS LINDSEY MONSEN, Administrator",(385) 386-3003,lindsey@harmonyhillsassistedliving.com,,,,12/30/20
UT000849,,,AL2,HARMONY HILLS MIDVALE,6968 SOUTH 700 WEST,,MIDVALE,UT,84047,SALT LAKE,45,0,0,0,0,0,7/31/21,2021-ALII-UT000849,"MS KERI LACKEY, Administrator",(385) 722-9700,k.lackey@harmonyhillsassistedliving.com,,HHALMID,FOR PROFIT - C,7/20/18
UT000794,,,AL2,HARMONY HILLS OF LEHI,564 WEST MAIN STREET,,LEHI,UT,84043,UTAH,62,0,0,0,0,0,8/8/21,2021-ALII-UT000794,"MS HALEY HICKMAN, Administrator",(801) 753-7355,lindsey@harmonyhillsassistedliving.com,,"HHLA UTAH, INC.",FOR PROFIT - C,1/20/17
UT000892,,,AL2,HAVEN AT SKY MOUNTAIN,2192 WEST 100 NORTH,,HURRICANE,UT,84737,WASHINGTON,90,0,0,0,0,0,3/31/22,2020-ALII-UT000892,"MR ANDY PALMER, Administrator",(435) 674-7883,apalmer@havenassistedliving.com,,HAVEN AT SKY MOUNTAIN,FOR PROFIT - C,3/11/19
UT207337,,,AL2,HEARTHSTONE MANOR ASSISTED LIVING,1424 SOUTH 1700 EAST,,SPANISH FORK,UT,84660,UTAH,32,0,0,0,0,0,6/19/21,2021-ALII-UT207337,"MR CRAIG HERMANSEN, Administrator",(801) 798-1500,hsm.utah@gmail.com,,"C&C ASSISTED LIVIING MANOR, LLC",FOR PROFIT - C,11/15/00
UT207325,,,AL2,HEBER VALLEY ASSISTED LIVING,905 SOUTHFIELD ROAD,,HEBER CITY,UT,84032,WASATCH,16,0,0,0,0,0,10/31/21,2021-ALII-67540,"MS. STACY TUCKER, Administrator",(435) 657-2536,hvalstacy@gmail.com,,SANTE ASSISTED LIVING HEBER LLC,FOR PROFIT - C,5/21/03
UT207336,,,AL2,HEIRLOOM INN,145 NORTH CARBON AVENUE,,PRICE,UT,84501,CARBON,75,0,0,0,0,0,12/31/22,2021-ALII-16260,"MS KELLI DOZHIER, Administrator",(435) 636-8441,heirloom2000@gmail.com,,HEIRLOOM INN INC.,FOR PROFIT - C,12/5/00
UT000839,,,AL2,"HERITAGE GARDENS OF SPRINGVILLE, UTAH, LLC",321 EAST 800 SOUTH,,SPRINGVILLE,UT,84663,UTAH,30,0,0,0,0,0,3/31/23,2021-ALII-UT000839,"MS REBECCA VOM DORP, Administrator",(801) 489-3344,rebeccavomdorp@gmail.com,,"HERITAGE GARDENS OF SPRINGVILLE, UTAH, LLC",FOR PROFIT - C,3/16/18
UT000823,,,AL2,"HIDDEN VALLEY ASSISTED LIVING, LLC",1367 SHADOW VALLEY DRIVE,,OGDEN,UT,84403,WEBER,62,0,0,0,0,0,8/31/22,2021-ALII-UT000823,"MS ELIZABETH ROSE, Administrator",(801) 689-0500,buffy@hiddenvalleyassistedliving.com,,SHADOW VALLEY LAND HOLDING LLC,FOR PROFIT - C,8/11/17
UT000455,,,AL2,HIGHLAND GLEN,10322 NORTH 4800 WEST,,HIGHLAND,UT,84003,UTAH,72,0,0,0,0,0,12/31/22,2021-ALII-UT000455,"MR JOHN ORTEN, Administrator",(801) 610-3500,johnorten@mbk.com,,S-H ASHFORD OPCO LLC,FOR PROFIT - C,2/28/11
UT207236,,,AL2,LAKE RIDGE SENIOR LIVING - NORTH,960 SOUTH GENEVA ROAD,,OREM,UT,84058,UTAH,35,0,0,0,0,0,8/14/21,2021-ALII-UT207236,"MR CAMERON CORRY, Administrator",(801) 225-6559,cacorry@ensignservices.net,,"MOUNTAIN VIEW RETIREMENT, INC.",FOR PROFIT - C,7/1/02
UT000633,,,AL2,LAUREL GROVES ASSISTED LIVING CENTER,549 NORTH 400 EAST,,NEPHI,UT,84648,JUAB,34,0,0,0,0,0,5/31/21,2019-ALII-UT000633,"MS JAN REED, Administrator",(435) 623-5000,mercy1956@msn.com,,"OLD HOSPITAL SQUARE, LLC",FOR PROFIT - C,5/27/14
