LICENSE #,TYPE,SUBTYPE,FACILITY,ADDRESS,CITY,STATE,ZIP,ADMINISTRATOR,PHONE,EFFECTIVE,EXPIRATION,BEDS,COUNTY
03935,Home Health Agency Hospice,,NEWFOUND AREA NURSING ASSOCIATION,214 LAKE STREET,BRISTOL,NH,03222,"AMANDA DRAKE, RN",(603) 774-2733,05/01/21,04/30/22,,GRAFTON
03918,Home Health Agency Hospice,,NO COUNTRY HM HEALTH & HOSPICE AGENCY IN,536 COTTAGE STREET,LITTLETON,NH,03561,"TIFFANY HAYNES, RN",(603) 444-5317,09/01/21,08/31/22,,GRAFTON
03322,Home Health Agency Hospice,,PEMI-BAKER COMMUNITY HEALTH,101-3 BOULDER POINT ROAD SUITE 3,PLYMOUTH,NH,03264,DANIELLE PAQUETTE-HORNE,(603) 536-2232,04/01/21,03/31/22,,GRAFTON
03913,Home Health Agency Hospice,,ROCKINGHAM VNA AND HOSPICE,4 ALUMNI DR,EXETER,NH,03833,KAREN MICHEL,(603) 772-2981,08/01/21,07/31/22,,ROCKINGHAM
03610,Home Health Agency Hospice,,VISITING NURSE ASSOC. & HOSPICE OF VT/NH,88 PROSPECT ST,White River Junction,VT,05001,JOHANNA BELIVEAU,(888) 300-8853,05/01/21,04/30/22,,Windsor
03878,Home Health Agency Hospice,,VN HOME CARE & HOSPICE OF CARROLL CNTY,1529 WHITE MOUNTAIN HIGHWAY,NORTH CONWAY,NH,03860,JULIE K LIMMER,(603) 356-7006,11/01/21,10/31/22,,CARROLL
03916,Home Health Agency Hospice,,"VNA AT HCS, INC.",312 MARLBORO STREET,KEENE,NH,03431,MAURA MCQUEENEY,(603) 352-2253,09/01/21,08/31/22,,CHESHIRE
03813,Home Health Agency Hospice,,"VNA HOME HEALTH & HOSPICE SERVICES, INC",1070 HOLT AVENUE SUITE 1400,MANCHESTER,NH,03109,"DONNA FRIZZEL, RN",(603) 622-3781,03/01/21,02/28/22,,HILLSBOROUGH
03717,Home Health Agency Hospice,,WENTWORTH HOME CARE & HOSPICE AN AMEDISI,9 ANDREWS RD,SOMERSWORTH,NH,03878,EMILY O RUNYAN,(603) 692-0220,08/01/21,07/31/22,,Strafford
03859,Home Health Care Provider,,360 SHS,"360 RT 101, STE 3B",BEDFORD,NH,03110,JUDITH LOUBIER,(603) 801-1936,09/01/21,08/31/22,,Hillsborough
04432,Home Health Care Provider,,AAA HOME HEALTH LLC,30 GREENVIEW DR APT 33,MANCHESTER,NH,03103,TETIANA ATAMANCHUK,(888) 974-3699,08/01/21,07/31/22,,Hillsborough
04174,Home Health Care Provider,,ABILITY ANGELS,324 CENTRAL ST,MANCHESTER,NH,03105,EVELYN HILL,(603) 944-9500,08/01/21,07/31/22,,Hillsborough
04307,Home Health Care Provider,,ACCENTCARE HOME HEALTH OF MASSACHUSETTS,30 PERWAL ST,WESTWOOD,MA,02090,JOANNE SMITH,(781) 551-5600,01/01/21,12/31/21,,Norfolk
04227,Home Health Care Provider,,ACCREDO HEALTH GROUP INC,83 LAFAYETTE RD STE 13,HAMPTON FALLS,NH,03844,"ROBIN C CAMERON, RN",(877) 315-6140,08/01/21,07/31/22,,Rockingham
04364,Home Health Care Provider,,AFFECTIONATE HOME HEALTH CARE AGENCY,1 CHESTNUT ST STE 201,Nashua,NH,03060,MUSYOKI KISINA,(603) 377-0019,10/01/20,09/30/21,,Hillsborough
02887,Home Health Care Provider,,"ALL CARE RESOURCES, INC.",200 SUTTON STREET,NORTH ANDOVER,MA,01845,"JO-MARY KOOPMAN, RN",(978) 794-1138,10/01/21,09/30/22,,ESSEX
02886,Home Health Care Provider,,ALL CARE VISITING NURSE ASSOCIATION,200 SUTTON STREET,NORTH ANDOVER,MA,01845,"JO-MARY KOOPMAN, RN",(978) 794-1138,10/01/21,09/30/22,,ESSEX
03688,Home Health Care Provider,,ALLIANCE HOME HEALTH CARE,6 MARY E CLARK DR SUITE 11,HAMPSTEAD,NH,03841,MARK SWEENEY,(603) 329-8288,06/01/21,05/31/22,,ROCKINGHAM
04147,Home Health Care Provider,,ALTERNATIVE HOME HEALTH CARE LLC,160 MERRIMACK ST,METHUEN,MA,01844,ANDREA SURETTE,(978) 657-7444,04/01/21,03/31/22,,Essex
03723,Home Health Care Provider,,ALWAYS TLC HOME CARE,1550 WILLISTON RD,SOUTH BURLINGTON,VT,05403,"MOHAMED BASHA, RN",(603) 678-9504,05/01/21,04/30/22,,Chittenden
03314,Home Health Care Provider,,AMEDISYS HOME HEALTH,25 NEW HAMPSHIRE AVE STE 270,PORTSMOUTH,NH,38014983,"MICHAEL MALARK, PT",(603) 436-0815,08/01/21,07/31/22,,ROCKINGHAM
04083,Home Health Care Provider,,"AMERICA AT HOME HEALTHCARE AND NURSING SERVICES, LTD DBA ELARA CARING",12 KENT WAY STE 210,Byfield,MA,01922,"NANCY ERIKSON, RN",(978) 462-0209,03/01/21,02/28/22,,Essex
01938,Home Health Care Provider,,ANDROSCOGGIN VALLEY HOME CARE SERV,795 MAIN STREET,BERLIN,NH,03570,TARA MACKILLOP,(603) 752-7505,05/01/21,04/30/22,,COOS
04296,Home Health Care Provider,,ARMISTEAD SENIOR CARE,10 NORTHERN BLVD #18,AMHERST,NH,03031,KAREN M OSGOOD,(603) 546-6060,09/01/21,08/31/22,,Hillsborough
03697,Home Health Care Provider,,ATLANTIC HOMELIFE SENIOR CARE LLC,34 DOVER POINT RD STE 201,DOVER,NH,03820,MARTHA L BERK,(603) 343-4434,04/01/21,03/31/22,,Belknap
04238,Home Health Care Provider,,"AWARE RECOVERY CARE OF NEW HAMPSHIRE, LLC","15 CONSTITUTION BLVD, STE 2N",BEDFORD,NH,03110,LORI R SCHWARTZ,(603) 768-8462,10/01/20,09/30/21,,Hillsborough
04312,Home Health Care Provider,,BAYADA HOME HEALTH CARE INC,1 SUNDIAL AVE STE 208N,MANCHESTER,NH,03103,CATHLEEN SLACK,(603) 413-7100,12/01/20,11/30/21,,Hillsborough
04315,Home Health Care Provider,,BAYADA HOME HEALTH CARE INC,2 SOUTH MAIN ST SUITE 2 & 4,RUTLAND,VT,05701,COURTNEY D HAWKINS,(802) 655-7111,12/01/20,11/30/21,,Rutland
04094,Home Health Care Provider,,BELL TOWER HOME HEALTH CARE,400 AMHERST ST STE 403,NASHUA,NH,03063,YOKASTA CAMPANA,(603) 821-7421,06/01/21,05/31/22,,Hillsborough
03243,Home Health Care Provider,,BIOSCRIP INFUSION SERVICES NEW HAMPSHIRE,8 TECHNOLOGY DRIVE,BEDFORD,NH,03110,SHEILA IACONO,(603) 626-6200,01/01/21,12/31/21,,HILLSBOROUGH
04114,Home Health Care Provider,,BRIGHTSTAR CARE OF BEDFORD/MANCHESTER,601 RIVERWAY PL BLDG 6 STE B,Bedford,NH,03110,MELISSA JANICKE,(603) 637-4646,10/01/21,09/30/22,,Hillsborough
04437,Home Health Care Provider,,"BUSINESS OFFICE OF ASPIRE 365, LLC",1950 LAFAYETTE RD STE 204,Portsmouth,NH,03801,CHARLES T MITCHELL,(661) 373-3570,08/01/21,07/31/22,,Rockingham
03827,Home Health Care Provider,,CAREPRO LLC,"86 BARRISTER DR, UNIT G",WHITE RIVER JUNCTION,VT,05001,JOHN  & VICKIE  KREIDER,(603) 643-8010,07/01/20,06/30/21,,Windsor
04217,Home Health Care Provider,,CARETENDERS,"285 CALEF HWY, STE 106 & 107",EPPING,NH,03042,LAURA HARWOOD,(603) 952-3500,07/01/21,06/30/22,,Belknap
03897,Home Health Care Provider,,CARING NURSES STAFFING AGENCY LLC,117 BEDFORD ROAD,NEW BOSTON,NH,03070,"KAREN O'DONNELL, RN",(603) 305-0841,02/01/21,01/31/22,,HILLSBOROUGH
02644,Home Health Care Provider,,CIRCLE HOME INC,847 ROGERS ST STE 201,LOWELL,MA,01852,"DIANE FARRAHER-SMITH, RN",(978) 459-9343,11/01/21,10/31/22,,Barnstable
04205,Home Health Care Provider,,COMFORT ANGELS HOME HEALTH OF NH LLC,1 CHESTNUT ST STE 337,NASHUA,NH,03060,"EUNICE MUIRURI, RN",(603) 320-9858,04/01/21,03/31/22,,Hillsborough
04213,Home Health Care Provider,,"COMFORT HOME CARE, LLC",80 TOWN FARM RD,SALEM,NH,03079,BRANDON E HOWES,(978) 685-4700,05/01/21,04/30/22,,Rockingham
03867,Home Health Care Provider,,COMFORT KEEPERS-PLYMOUTH,12 YEATON RD STE B6 AND B7,PLYMOUTH,NH,03264,MARTHA SWATS,(603) 536-6060,10/01/21,09/30/22,,GRAFTON
04157,Home Health Care Provider,,CONSTELLATION HOME CARE,180 LOW ST,NEWBURYPORT,MA,01950,ROBERT JELLEY,(978) 904-3059,05/01/21,04/30/22,,Essex
03395,Home Health Care Provider,,CORAM CVS/SPECIALTY INFUSION SERVICES,575 UNIVERSITY AVE SUITE 2,NORWOOD,MA,02062,"DEBORAH O'SULLIVAN, RN",(781) 255-0956,01/01/21,12/31/21,,NORFOLK
02814,Home Health Care Provider,,CORNERSTONE VNA,178 FARMINGTON ROAD,ROCHESTER,NH,03867,"JULIE REYNOLDS, RN",(603) 332-1133,08/01/21,07/31/22,,STRAFFORD
04445,Home Health Care Provider,,CPTE NASHUA INC,"522 AMHERST ST, STE 23",Nashua,NH,03063,PATRICIA E WOLBER,(603) 880-0448,10/19/20,09/30/21,,Hillsborough
04103,Home Health Care Provider,,CUSTOM HELPERS HOME HEALTH CARE LLC,428 MAIN ST STE 2,KEENE,NH,03431,SAMANTHA O'NEIL,(603) 331-4157,08/01/21,07/31/22,,Cheshire
03607,Home Health Care Provider,,EASTER SEALS NEW HAMPSHIRE,435 SOUTH MAIN ST,MANCHESTER,NH,03102,HEATHER E HEROD,(603) 623-8863,01/01/21,12/31/21,,Hillsborough
03463,Home Health Care Provider,,ENCOMPASS HEALTH HOME HEALTH,35 NEW ENGLAND BUSINESS CENTER DR STE. 207,ANDOVER,MA,01810,"JANET GALLUGI, RN",(978) 388-4500,11/01/20,10/31/21,,Essex
04384,Home Health Care Provider,,EXTENDED FAMILY,1 GREENLEAF WOODS DR UNIT 301,Portsmouth,NH,03801,MARY F SPAULDING,(603) 430-6863,12/01/20,11/30/21,,Rockingham
02569,Home Health Care Provider,,FAMILY CENTER HOME VISIT PROG AT EXETER,5 ALUMNI DRIVE,EXETER,NH,03833,"MICHELE SAVOIE, RN",(603) 580-6365,06/01/21,05/31/22,,ROCKINGHAM
04146,Home Health Care Provider,,FOX REHAB-NH LLC,15 CONSTITUTION DR STE 144,BEDFORD,NH,03110,"ROBYN KURILKO PT, DPT, CCI",(877) 407-3422,04/01/21,03/31/22,,Hillsborough
01310,Home Health Care Provider,,FRANKLIN VNA & HOSPICE,75 CHESTNUT STREET,FRANKLIN,NH,03235,KRYSTIN L ALBERT,(603) 934-3454,07/01/21,06/30/22,,MERRIMACK
02485,Home Health Care Provider,,GATEWAYS COMMUNITY SERVICES,144 CANAL STREET,NASHUA,NH,03064,NZENALU OBINELO,(603) 882-6333,07/01/21,06/30/22,,HILLSBOROUGH
03362,Home Health Care Provider,,GENESIS REHABILITATION SERVICES,319 E DUNSTABLE RD,Nashua,NH,03062,WILLIAM OLSZEWSKI,(603) 888-7878,05/01/21,04/30/22,,Hillsborough
03500,Home Health Care Provider,,GRANITE VNA,30 PILLSBURY STREET,CONCORD,NH,03301,"LISA DUPUIS, MBA, OTR/L",(603) 224-4093,09/01/21,08/31/22,,MERRIMACK
03347,Home Health Care Provider,,HAMPSTEAD HOME HEALTH CARE INC,10 BRICKETTS MILL #2,HAMPSTEAD,NH,03841,"JUDITH A PERRY, RN",(603) 329-0292,03/01/21,02/28/22,,ROCKINGHAM
01727,Home Health Care Provider,,HAVENWOOD HERITAGE HEIGHTS,33 CHRISTIAN AVENUE,CONCORD,NH,03301,"PATRICIA BLACKBURN, RN",(603) 224-5363,12/01/20,11/30/21,,MERRIMACK
03110,Home Health Care Provider,,"HEALTHY AT HOME, INC.",77 NORTHEASTERN BLVD,NASHUA,NH,03062,"PETER KELLEHER, MSW",(603) 595-4243,04/01/21,03/31/22,,Hillsborough
04141,Home Health Care Provider,,"HEAVEN SENT HOME CARE, LLC",14 SPRING ST,NASHUA,NH,03060,LISA DUMONT,(603) 459-8358,03/01/21,02/28/22,,Hillsborough
03193,Home Health Care Provider,,HEAVENS CARING LLC,55 RAYMOND ROAD,DEERFIELD,NH,03037,LYUBOMIRA PILIPCHUK,(603) 340-6031,08/01/21,07/31/22,,ROCKINGHAM
04441,Home Health Care Provider,,HOME CARE OF NEW ENGLAND LLC,155 FLEET ST,Portsmouth,NH,03801,TROY LITSINBERGER,(603) 766-4950,09/01/21,08/31/22,,Rockingham
03675,Home Health Care Provider,,HOME HEALTH & HOSPICE CARE,7 EXECUTIVE PARK DRIVE,MERRIMACK,NH,03054,LUCILLE SAIA,(603) 882-2941,10/01/21,09/30/22,,HILLSBOROUGH
02645,Home Health Care Provider,,HOME HEALTH VNA OF HAVERHILL,360 MERRIMACK ST BLDG. 9,LAWRENCE,MA,01843,"KAREN GOMES, RN",(978) 552-4000,12/01/20,11/30/21,,Essex
04347,Home Health Care Provider,,HOME HEALTH VNA OF NH,"10 CORPORATE DR, STE 2203",BEDFORD,NH,03110,KAREN GOMES,(603) 854-5657,07/01/21,06/30/22,,Hillsborough
03237,Home Health Care Provider,,HOME INSTEAD SENIOR CARE,"10 VAUGHAN MALL, STE #209",PORTSMOUTH,NH,03801,LISA GANEM,(603) 433-5959,02/01/21,01/31/22,,ROCKINGHAM
02648,Home Health Care Provider,,HOMECARE INC,360 MERRIMACK STREET  #9,LAWRENCE,MA,01843,DONNA BEAUDIN,(978) 552-4000,12/01/18,11/30/19,,ESSEX
01721,Home Health Care Provider,,HUNT COMMUNITY,10 ALLDS STREET,NASHUA,NH,03060,JESSICA M FEDELE,(603) 882-6511,07/01/21,06/30/22,,HILLSBOROUGH
04523,Home Health Care Provider,,HYGIEA HEALTH & WELLNESS LLC,46 ROCKY LN,Greenfield,NH,03047,CATHY L SHARPE,(603) 547-2446,07/20/21,06/30/22,,Hillsborough
04045,Home Health Care Provider,,"INFUSION VENTURES, INC",10 TOWER OFFICE PK ST 606,WOBURN,MA,01801,JOSEPH FLEMING,(781) 938-7070,11/01/21,10/31/22,,Middlesex
01973,Home Health Care Provider,,INTERIM HEALTHCARE,608 CHESTNUT STREET,MANCHESTER,NH,03104,RICHARD A PETERSEN,(603) 668-6956,10/01/21,09/30/22,,Hillsborough
01974,Home Health Care Provider,,INTERIM HEALTHCARE,608 CHESTNUT STREET,MANCHESTER,NH,03105,LISA D ADAMS,(603) 668-6956,10/01/21,09/30/22,,HILLSBOROUGH
02855,Home Health Care Provider,,J & K HOME CARE,85 STILES ROAD STE 202,SALEM,NH,03079,"MARY ANN IDA, RN",(603) 893-9214,01/01/21,12/31/21,,ROCKINGHAM
01778,Home Health Care Provider,,KENDAL AT HANOVER,67 CUMMINGS RD,HANOVER,NH,03755,BETH ROSTRON,(603) 643-8900,07/01/21,06/30/22,,GRAFTON
02865,Home Health Care Provider,,LACONIA HOUSING & REDEV AUTHORITY,25 UNION AVENUE,LACONIA,NH,03246,CATHERINE BOWLER,(603) 737-2218,04/01/21,03/31/22,,BELKNAP
03030,Home Health Care Provider,,LAKE SUNAPEE COMMUNITY HEALTH SERVICES,107 NEWPORT ROAD,NEW LONDON,NH,03257,"CATHERINE WELLS, RN",(603) 526-4077,03/01/21,02/28/22,,MERRIMACK
03031,Home Health Care Provider,,LAKE SUNAPEE HOME CARE & HOSPICE,107 NEWPORT ROAD,NEW LONDON,NH,03257,CAITLIN BARDEN,(603) 526-4077,03/01/21,02/28/22,,MERRIMACK
03714,Home Health Care Provider,,LAKES REGION VISITING NURSES ASSOCIATION,186 WAUKEWAN STREET,MEREDITH,NH,03253,"DEBRA PEASLEE, RN",(603) 279-6611,10/01/21,09/30/22,,BELKNAP
04126,Home Health Care Provider,,LIVE FREE HOME HEALTHCARE,438 NH ROUTE 104,NEW HAMPTON,NH,03256,TAMMY NILES,(603) 217-0149,07/01/21,06/30/22,,Belknap
04298,Home Health Care Provider,,MANCHESTER HOME HEALTH CARE LLC,27 LOWELL ST 2ND FL #204,MANCHESTER,NH,03101,SHIKKDON WARSAME,(603) 935-7824,10/01/20,09/30/21,,Hillsborough
04298,Home Health Care Provider,,MANCHESTER HOME HEALTH CARE LLC,27 LOWELL ST 2ND FL #204,MANCHESTER,NH,03101,HASSAN NOOR,(603) 935-7824,10/01/20,09/30/21,,Hillsborough
04516,Home Health Care Provider,,MAS HOME CARE OF NEW HAMPSHIRE,500 HARVEY RD #304,Manchester,NH,03103,KENNETH JOHNSON,(603) 296-0960,05/27/21,04/30/22,,Hillsborough
03687,Home Health Care Provider,,"MAXIM HEALTH CARE SERVICES, INC",1750 ELM STREET SUITE 602,MANCHESTER,NH,03101,"EILEEN M MITCHELL, RN",(603) 644-5003,07/01/21,06/30/22,,HILLSBOROUGH
02113,Home Health Care Provider,,NEW ENGLAND LIFE CARE,41C TERRILL PARK DRIVE,CONCORD,NH,03301,ROBERT CALWAY,(603) 224-3100,10/01/21,09/30/22,,MERRIMACK
04356,Home Health Care Provider,,NEW ENGLAND PEDIATRIC SERVICES LLC,30 HARVEY RD,BEDFORD,NH,03110,CASSANDRA CHAPMAN,(603) 296-5241,08/01/21,07/31/22,,Hillsborough
04309,Home Health Care Provider,,NEW HOPE HEALTH SOLUTIONS LLC,169 DW HIGHWAY #104,Nashua,NH,03060,ONESMUS MACHARIA,(617) 947-0097,01/01/21,12/31/21,,Hillsborough
01281,Home Health Care Provider,,NEWFOUND AREA NURSING ASSOCIATION,214 LAKE ST,BRISTOL,NH,03222,VIRGINIA P HOWLETT,(603) 744-2733,09/01/20,08/31/21,,GRAFTON
02236,Home Health Care Provider,,NO COUNTRY HM HEALTH & HOSPICE AGENCY IN,536 COTTAGE STREET,LITTLETON,NH,03561,"MICHAEL COUNTER, MBA",(603) 444-5317,09/01/21,08/31/22,,GRAFTON
04498,Home Health Care Provider,,NO PLACE LIKE HOME LLC,76 SOUTH STATE ST,Concord,NH,03301,HARLAN HUTCHINSON,(603) 218-2033,04/29/21,03/31/22,,Merrimack
03604,Home Health Care Provider,,NORTH COUNTRY INDEPENDENT LIVING,2541 WHITE MNT HWY BLDG 3,NORTH CONWAY,NH,03860,FREDDI GALE,(603) 356-0282,09/01/21,08/31/22,,CARROLL
03284,Home Health Care Provider,,NORTHEAST REHAB. HOSPITAL HOME CARE SRVS,70 BUTLER ST,SALEM,NH,03079,JOHN PROCHILO,(603) 681-3500,06/01/21,05/31/22,,Belknap
04226,Home Health Care Provider,,OFEMZ HOME HEALTH CARE AGENCY LLC,904 HANOVER ST STE 4,Manchester,NH,03104,ODUN E OWOLABI,(603) 820-0908,08/01/21,07/31/22,,Hillsborough
04218,Home Health Care Provider,,"PATHWAYS HEALTHCARE, LLC",87 STILES RD STE 205,SALEM,NH,03079,JOHN TALBOT,(617) 481-9077,07/01/21,06/30/22,,Rockingham
03323,Home Health Care Provider,,PEMI-BAKER COMMUNITY HEALTH,101 BOULDER POINT RD SUITE 3,PLYMOUTH,NH,03264,KARA HAMILL,(603) 536-2232,04/01/21,03/31/22,,GRAFTON
03941,Home Health Care Provider,,PENTEC HEALTH INC,"4 CREEK PARKWAY, STE A",BOOTHWYN,PA,19061,"DONNIE KELLEY, RN",(800) 223-4376,06/01/21,05/31/22,,DELAWARE
04138,Home Health Care Provider,,PRESIDENTIAL OAKS HOME HEALTH CARE,200 PLEASANT ST,CONCORD,NH,03301,ANNE PURINGTON,(603) 225-6644,02/01/21,01/31/22,,Merrimack
04343,Home Health Care Provider,,QUALITY HOME HEALTH SERVICES,73 SEARLES RD,WINDHAM,NH,03087,"ISATOU JAITEH, RN",(603) 552-5300,06/01/21,05/31/22,,Rockingham
03169,Home Health Care Provider,,"REGENCY HOME HEALTH, LLC",213 ROCKINGHAM RD,Londonderry,NH,03053,STEPHANIE T ELLSEY,(603) 665-9800,11/01/21,10/31/22,,Rockingham
02359,Home Health Care Provider,,RIVERMEAD,150 RIVERMEAD  RD,PETERBOROUGH,NH,03458,JAN  DALY EATON,(603) 924-0062,07/01/21,06/30/22,,HILLSBOROUGH
04414,Home Health Care Provider,,RIVERWOODS DURHAM,14 STONE QUARRY DR,Durham,NH,03824,CAROLYN O'DRISCOLL,(603) 590-4000,03/01/21,02/28/22,,Strafford
03094,Home Health Care Provider,,RIVERWOODS MANCHESTER,100 ALLIANCE WAY,Manchester,NH,03102,"AMY REYNOLDS, LPN",(603) 645-6500,12/01/20,11/30/21,,HILLSBOROUGH
02339,Home Health Care Provider,,ROCKINGHAM VNA AND HOSPICE,137 EPPING ROAD,EXETER,NH,03833,KAREN E MICHEL,(603) 772-2981,08/01/21,07/31/22,,ROCKINGHAM
03686,Home Health Care Provider,,"SB NURSING CARE MANAGEMENT SERVICES, LLC",35 CENTER STREET OFFICE #14 & 15,WOLFEBORO FALLS,NH,03896,"SANDRA BABALIS, RN",(603) 569-0145,07/01/21,06/30/22,,Belknap
03929,Home Health Care Provider,,SENIOR CLASS HOME HEALTH SERVICES,201 ROUTE 111,HAMPSTEAD,NH,03841,LINDA J STEIR,(603) 329-4401,04/01/21,03/31/22,,ROCKINGHAM
04396,Home Health Care Provider,,SILVER TOUCH HOME HEALTH CARE,451 AMHERST ST UNIT 104,Nashua,NH,03060,HULAY KAMARA,(603) 424-9479,02/01/21,01/31/22,,Hillsborough
02939,Home Health Care Provider,,TAMWORTH COMM NURSE ASSOC,84 MAIN STREET,TAMWORTH,NH,03886,"JO ANNE M. RAINVILLE, RN",(603) 323-8511,11/01/20,10/31/21,,CARROLL
04209,Home Health Care Provider,,TAYLORCARE,435 UNION AVENUE,LACONIA,NH,03246,HARRY R OFFINGER,(603) 366-1207,05/01/21,04/30/22,,Belknap
04208,Home Health Care Provider,,TENDER CARE INC.,4 BIRCH ST,Derry,NH,03038,ALBERT T SENESIE,(603) 434-2535,07/01/21,06/30/22,,Rockingham
03499,Home Health Care Provider,,"TRUE CARE PROFESSIONALS, LLC","39.5 BIRCH ST. 3D., STE B",DERRY,NH,03038,JEAN-CLAUDE ALCIME,(603) 537-9975,01/01/21,12/31/21,,ROCKINGHAM
03611,Home Health Care Provider,,VISITING NURSE ASSOC. & HOSPICE OF VT/NH,88 PROSPECT ST,White River Junction,VT,05001,JOHANNA BELIVEAU,(888) 300-8853,05/01/21,04/30/22,,Windsor
03879,Home Health Care Provider,,VN HOME CARE & HOSPICE OF CARROLL CNTY,1529 WHITE MOUNTAIN HIGHWAY,NORTH CONWAY,NH,03860,"SANDRA L RUKA, MSRN",(603) 356-7006,11/01/21,10/31/22,,CARROLL
02915,Home Health Care Provider,,"VNA AT HCS, INC.",312 MARLBORO STREET,KEENE,NH,03431,MAURA MCQUEENEY,(603) 352-2253,09/01/21,08/31/22,,CHESHIRE
03812,Home Health Care Provider,,"VNA HOME HEALTH & HOSPICE SERVICES, INC",1070 HOLT AVENUE SUITE 1400,MANCHESTER,NH,03109,"DONNA FRIZZEL, RN",(603) 622-3781,03/01/21,02/28/22,,HILLSBOROUGH
03814,Home Health Care Provider,,"VNA PERSONAL SERVICES, INC",1070 HOLT AVENUE,MANCHESTER,NH,03109,JENNIFER FINN,(603) 622-3781,09/01/21,08/31/22,,HILLSBOROUGH
03388,Home Health Care Provider,,WAYPOINT,464 CHESTNUT STREET,MANCHESTER,NH,03101,COLLEEN M IVES,(603) 518-4000,05/01/21,04/30/22,,HILLSBOROUGH
03718,Home Health Care Provider,,"WENTWORTH HOME CARE & HOSPICE, AN AMEDIS",9 ANDREWS RD,SOMERSWORTH,NH,03878,"JOANNE SAUNDERS, RN",(603) 692-0200,08/01/20,07/31/21,,Strafford
03397,Home Health Care Provider,,WHITTIER HOME HEALTH CARE AGENCY,145 WARD HILL AVENUE,BRADFORD,MA,01835,MICHAEL ARCIDI,(978) 374-6300,10/01/21,09/30/22,,ESSEX
03869,Home Health Care Provider,,YORK HOSPITAL,127 LONG SANDS ROAD SUITE 12,YORK,ME,03909,"SYLVIA FOURNIER, RN",(207) 337-7300,12/01/20,11/30/21,,YORK
02779,Hospice House / Support Res Care,,COMMUNITY HOSPICE HOUSE,210 NATICOOK ROAD,MERRIMACK,NH,03054,"BARBARA LAFRANCE, RN,FACHE",(603) 595-5688,12/01/20,11/30/21,10,HILLSBOROUGH
02046,Hospice House / Support Res Care,,GRANITE VNA - HOSPICE HOUSE,250 PLEASANT STREET,CONCORD,NH,03301,CARISSA C DRAPER,(603) 224-4093,04/01/21,03/31/22,10,MERRIMACK
00016,Hospital,Critical Access,ALICE PECK DAY MEMORIAL HOSPITAL,10 ALICE PECK DAY DRIVE,LEBANON,NH,03766,"SUSAN MOONEY, MD",(603) 448-7440,04/01/21,03/31/22,25,GRAFTON
00050,Hospital,Critical Access,ANDROSCOGGIN VALLEY HOSPITAL,59 PAGE HILL RD,BERLIN,NH,03570,MICHAEL PETERSON,(603) 752-2200,04/01/21,03/31/22,25,COOS
00646,Hospital,General,CATHOLIC MEDICAL CENTER,100 MCGREGOR STREET,MANCHESTER,NH,03102,"ALEXANDER WALKER, JR",(603) 663-6552,01/01/21,12/31/21,330,HILLSBOROUGH
00014,Hospital,General,CHESHIRE MEDICAL CENTER (THE),580 COURT STREET,KEENE,NH,03431,"DON CARUSO, MD",(603) 354-5400,01/01/21,12/31/21,169,CHESHIRE
01098,Hospital,General,CONCORD HOSPITAL,250 PLEASANT STREET,CONCORD,NH,03301,ROBERT STEIGMEYER,(603) 225-2711,01/01/21,12/31/21,295,MERRIMACK
04500,Hospital,General,CONCORD HOSPITAL - LACONIA,80 HIGHLAND STREET,Laconia,NH,03246,KEVIN W DONOVAN,(603) 524-3211,05/01/21,04/30/22,137,Belknap
04499,Hospital,,CONCORD HOSPITAL-FRANKLIN,15 AIKEN AVENUE,Franklin,NH,03235,KEVIN W DONOVAN,(603) 934-2060,05/01/21,04/30/22,35,Merrimack
01770,Hospital,Critical Access,COTTAGE HOSPITAL,90 SWIFTWATER ROAD,WOODSVILLE,NH,03785,HOLLY MCCORMACK,(603) 747-9000,06/01/21,05/31/22,35,GRAFTON
04328,Hospital,Free-Standing Emergency Room,DOVER EMERGENCY ROOM,10 CENTRAL AVENUE,DOVER,NH,03820,DEAN CARUCCI,(603) 740-1500,04/01/21,03/31/22,,Strafford
00018,Hospital,General,ELLIOT HOSPITAL CITY OF MANCHESTER,ONE ELLIOT WAY,MANCHESTER,NH,03103,"W GREGORY BAXTER, MD",(603) 669-5300,04/01/21,03/31/22,296,HILLSBOROUGH
01985,Hospital,Special Hospital Rehab.,"ENCOMPASS HEALTH REHABILITATION HOSPITAL OF CONCORD, INC",254 PLEASANT STREET,CONCORD,NH,03301,SHARON HARTL,(603) 226-9800,10/01/21,09/30/22,50,MERRIMACK
01761,Hospital,General,EXETER HOSPITAL INC,5 ALUMNI DRIVE,EXETER,NH,03833,KEVIN J CALLAHAN,(603) 580-6691,06/01/21,05/31/22,100,ROCKINGHAM
04404,Hospital,General,FRISBIE MEMORIAL HOSPITAL,11 WHITEHALL RD,Rochester,NH,03867,JEFFREY J SCIONTI,(603) 332-5211,01/01/21,12/31/21,112,Strafford
01078,Hospital,Psychiatric,HAMPSTEAD HOSPITAL,218 EAST ROAD,HAMPSTEAD,NH,03841,PHILLIP J KUBIAK,(603) 329-5311,10/01/21,09/30/22,111,ROCKINGHAM
00029,Hospital,Critical Access,HUGGINS HOSPITAL,240 SOUTH MAIN STREET,WOLFEBORO,NH,03894,JEREMY ROBERGE,(603) 569-7500,07/01/21,06/30/22,25,CARROLL
