License Number,TYPE,Facility Name,Address,City,State,Zip Code,Phone Number,Capacity,County
1799,Hospital,MARY HITCHCOCK MEMORIAL HOSPITAL,ONE MEDICAL CENTER DRIVE,LEBANON,NH,3756,(603) 650-5000,396,GRAFTON
9,Hospital,MEMORIAL HOSPITAL,3073 WHITE MOUNTAIN HIGHWAY,NORTH CONWAY,NH,3860,(603) 356-5461,25,CARROLL
2507,Hospital,MONADNOCK COMMUNITY HOSPITAL,452 OLD STREET ROAD,PETERBOROUGH,NH,3458,(603) 924-7191,25,HILLSBOROUGH
2407,Hospital,NEW LONDON HOSPITAL,273 COUNTY ROAD,NEW LONDON,NH,3257,(603) 526-2911,25,MERRIMACK
3733,Hospital,NORTHEAST REHAB HOSPITAL @ PEASE,105 CORPORATE DRIVE,PORTSMOUTH,NH,3801,(603) 501-5500,33,ROCKINGHAM
3102,Hospital,"NORTHEAST REHAB. HOSP. @ SNHMC, WEST",29 NORTHWEST BLVD,NASHUA,NH,3062,(603) 689-2400,20,HILLSBOROUGH
2362,Hospital,NORTHEAST REHABILITATION HOSPITAL,70 BUTLER STREET,SALEM,NH,3079,(603) 893-2900,67,ROCKINGHAM
4079,Hospital,NORTHEAST REHABILITATION HOSPITAL@ELLIOT HOSPITAL,1 ELLIOT WY,MANCHESTER,NH,3103,(603) 893-2900,15,Hillsborough
902,Hospital,PARKLAND MEDICAL CENTER,ONE PARKLAND DRIVE,DERRY,NH,3038,(603) 421-2100,86,ROCKINGHAM
1349,Hospital,PORTSMOUTH REGIONAL HOSPITAL,333 BORTHWICK AVE,PORTSMOUTH,NH,3801,(603) 436-5110,220,ROCKINGHAM
4214,Hospital,SEABROOK EMERGENCY ROOM,603 LAFAYETTE RD,SEABROOK,NH,3874,(603) 474-6400,,Belknap
2496,Hospital,SOUTHERN NEW HAMPSHIRE MEDICAL CENTER,8 PROSPECT STREET,NASHUA,NH,3061,(603) 577-2000,188,Hillsborough
1300,Hospital,SPEARE MEMORIAL HOSPITAL,16 HOSPITAL ROAD,PLYMOUTH,NH,3264,(603) 536-1120,25,GRAFTON
23,Hospital,ST JOSEPH HOSPITAL,172 KINSLEY ST,NASHUA,NH,3060,(603) 882-3000,208,Hillsborough
592,Hospital,UPPER CT VALLEY HOSPITAL,181 CORLISS LANE,COLEBROOK,NH,3576,(603) 388-4299,16,COOS
7,Hospital,"VALLEY REGIONAL HOSPITAL, INC",243 ELM STREET,CLAREMONT,NH,3743,(603) 542-7771,25,SULLIVAN
15,Hospital,WEEKS MEDICAL CENTER,173 MIDDLE STREET,LANCASTER,NH,3584,(603) 788-4911,25,COOS
10,Hospital,WENTWORTH-DOUGLASS HOSPITAL,789 CENTRAL AVENUE,DOVER,NH,3820,(603) 742-5252,178,STRAFFORD
1709,ICF/IID,CEDARCREST INC,91 MAPLE AVENUE,KEENE,NH,3431,(603) 358-3384,26,CHESHIRE
I0063,Individual Home Care Service Provider,ALICE EWALT,41 JERICHO ROAD,BERLIN,NH,3570,(603) 348-2916,,Belknap
I0105,Individual Home Care Service Provider,AMY E PARSLOW,446 COLBURN ROAD,TEMPLE,NH,3084,(603) 291-0024,,HILLSBOROUGH
I0307,Individual Home Care Service Provider,ANGELA V TUPICK,17 HEMLOCK LANE APT 1,BERLIN,NH,3570,(603) 723-6082,,Coos
I0012,Individual Home Care Service Provider,ANN MARIE PATRICK,9 CEDAR LANE,LEE,NH,3861,(603) 915-1832,,Strafford
I0085,Individual Home Care Service Provider,BEVERLY A CARPENTER,4648 RTE 113,THETFORD CTR,VT,5075,(802) 785-4960,,UNKNOWN
I0200,Individual Home Care Service Provider,BEVERLY WESTON,60 FROST RD,DERRY,NH,3038,(603) 475-4879,,Rockingham
I0309,Individual Home Care Service Provider,BRANDIE GREELEY,136 TEMPLE RD,WILTON,NH,3086,(781) 584-2982,,Hillsborough
I0086,Individual Home Care Service Provider,BRIDGET CUSSON,8 JODRIE LN,MILAN,NH,3588,(603) 723-0915,,Belknap
I0318,Individual Home Care Service Provider,CANE & ABLE HOME HEALTH CARE SERVICES,726 VALLEY RD,Randolph,NH,3593,(603) 915-9202,,Coos
I0305,Individual Home Care Service Provider,CAROL A LAFLAMME,506 SWEDEN ST,Berlin,NH,3570,(603) 723-6472,,Coos
I0292,Individual Home Care Service Provider,CATHERINE TIBBITS,61 HELL HOLLOW RD,PLAINFIELD,NH,3781,(603) 812-7881,,Sullivan
I0300,Individual Home Care Service Provider,CHANTAL M BEDARD,30 WEST MILAN RD,Berlin,NH,3570,(603) 723-9993,,Coos
I0283,Individual Home Care Service Provider,CHERYL ZINDULKA,86 US RT 4A,LEBANON,NH,3766,(703) 850-1454,,Grafton
I0076,Individual Home Care Service Provider,CINDY L STOCKTON,3240 PROVICE LAKE RD,East Wakefield,NH,3830,(603) 581-4791,,Carroll
I0083,Individual Home Care Service Provider,CLAIRE FRENETTE,107 STRAFFORD ROAD,BERLIN,NH,3570,(603) 752-0011,,COOS
I0279,Individual Home Care Service Provider,CLAUDIA SIMARD,5 GILE DR UNIT TA,HANOVER,NH,3755,(603) 663-1658,,Grafton
I0284,Individual Home Care Service Provider,COLLINE COOK,56 HILLTOP DR,KEENE,NH,3431,(603) 852-0710,,Cheshire
I0238,Individual Home Care Service Provider,COMPASSIONATE COMPANIONS,14 RIVERSIDE FARM DR,LEE,NH,3861,(603) 978-0211,,Strafford
I0330,Individual Home Care Service Provider,CORRINA ARBOGAST,17 PINE TOP RD,Amherst,NH,3031,(603) 345-0171,,Hillsborough
I0015,Individual Home Care Service Provider,CRYSTAL ARSENAULT,163 NORWAY ST,BERLIN,NH,3570,(603) 728-5845,,Coos
I0016,Individual Home Care Service Provider,DEBORAH BACHAND,461 HILL ROAD,DUMMER,NH,3588,(603) 449-2000,,COOS
I0315,Individual Home Care Service Provider,DEBRA A CHENEY,61 PICKEREL POND RD,Laconia,NH,3246,(603) 387-1367,,Belknap
I0119,Individual Home Care Service Provider,DENISE THIBODEAU,20 BRET STREET,BERLIN,NH,3570,(603) 752-4257,,COOS
I0139,Individual Home Care Service Provider,FAE A MOORE,7 BASSETT ROAD,WOLFEBORO,NH,3894,(603) 833-0644,,CARROLL
I0324,Individual Home Care Service Provider,GABRIELLE ISABELLE,968 LACONIA RD,Tilton,NH,3276,(603) 533-1300,,Belknap
I0103,Individual Home Care Service Provider,GAIL LAMONTAGNE,21 LIBBY ST,GORHAM,NH,3581,(603) 915-9135,,Coos
I0017,Individual Home Care Service Provider,GAIL VILLNAVE,249 SWEDEN STREET,BERLIN,NH,3570,(603) 723-1497,,COOS
I0018,Individual Home Care Service Provider,GUYLAINE DONOVAN,771 3RD AVENUE,BERLIN,NH,3570,(603) 915-6308,,COOS
I0304,Individual Home Care Service Provider,HILARY A ALANDER,311 WILLARD ST,BERLIN,NH,3570,(603) 991-8929,,Coos
I0310,Individual Home Care Service Provider,HOPE SUPRY,312 COOS ST,BERLIN,NH,3570,(603) 915-0515,,Coos
I0175,Individual Home Care Service Provider,JACQUELINE GRASSO,33 FIELDSTONE RD,WOLFEBORO,NH,3894,(603) 986-1254,,Carroll
I0251,Individual Home Care Service Provider,JAMES H FREDRICKSON,161 CANAAN ST,CANAAN,NH,3741,(603) 523-9960,,Grafton
I0265,Individual Home Care Service Provider,JANET CHAMBERLAIN,36 WEBSTER AVE,CLAREMONT,NH,3743,(603) 542-9374,,Belknap
I0313,Individual Home Care Service Provider,JENNA ARGUIN,40 HAVEN AVE,Berlin,NH,3570,(603) 723-7118,,Coos
I0236,Individual Home Care Service Provider,KAREN G PERKINS,128 MOUNTAIN RD,Center Tuftonboro,NH,3816,(603) 707-2034,,Carroll
I0125,Individual Home Care Service Provider,KAREN SUPRY,312 COOS STREET,BERLIN,NH,3570,(603) 915-0704,,COOS
I0314,Individual Home Care Service Provider,KENDRA DISILVA,29 FOX RUN RD,WEST OSSIPEE,NH,3890,(603) 662-6436,,Carroll
I0172,Individual Home Care Service Provider,KIMBERLY BARTENHAGEN,88 LYFORD RD,BROOKFIELD,NH,3872,(603) 522-6558,,Carroll
I0323,Individual Home Care Service Provider,KIMBERLY COLE,52 FRONT ST,Pembroke,NH,3275,(603) 674-8258,,Merrimack
I0253,Individual Home Care Service Provider,L. ELIZABETH WALLER,2245 CONNECTICUT RIVER RD,SPRINGFIELD,VT,5156,(802) 338-1383,,Windsor
I0047,Individual Home Care Service Provider,LESLIE ANN ELLIOTT,5 JOHNSON ROAD,MIRROR LAKE,NH,3853,(603) 569-3412,,CARROLL
I0326,Individual Home Care Service Provider,LILY CUMMINGS,660 KENT ST,Berlin,NH,3570,(207) 924-4755,,Coos
I0064,Individual Home Care Service Provider,LINDA A GUAY,776 CAPE MOONSHINE ROAD,PIERMONT,NH,3779,(603) 764-9210,,Belknap
I0102,Individual Home Care Service Provider,LINDA A VAILLANCOURT,19 JASPER ST,BERLIN,NH,3570,(603) 215-6154,,Belknap
I0131,Individual Home Care Service Provider,LINDA S POSNER,28 STARLING STREET,KEENE,NH,3431,(603) 209-1335,,CHESHIRE
I0302,Individual Home Care Service Provider,LOUISE DION,100 JASPER ST,Berlin,NH,3570,(603) 752-4087,,Coos
I0174,Individual Home Care Service Provider,MARCELLA A HOULE,774 HILLSIDE AVE,BERLIN,NH,3570,(603) 752-5529,,Coos
I0048,Individual Home Care Service Provider,MARGUERITE A SCANLON,136 SUMMITVIEW DRIVE,TAMWORTH,NH,3886,(603) 960-2231,,CARROLL
I0274,Individual Home Care Service Provider,MARIA ARISTEGUI-BURKE,163 MADISON AVE,BERLIN,NH,3570,(603) 387-0583,,Belknap
I0049,Individual Home Care Service Provider,MARLENE A FRENCH,141 DOOE ROAD,DUBLIN,NH,3444,(603) 563-8876,,CHESHIRE
I0120,Individual Home Care Service Provider,MARY A ST. AUBIN,21 ACHORN HILL ROAD,DALTON,NH,3598,(603) 616-1709,,Coos
I0186,Individual Home Care Service Provider,MAUREEN D ELDRIDGE,21 ELDRIDGE RD,Freedom,NH,3836,(603) 539-9570,,Carroll
I0058,Individual Home Care Service Provider,MAUREEN ROBICHAUD,63 DEAN FARM ROAD,JAFFREY,NH,3452,(603) 532-4511,,CHESHIRE
I0285,Individual Home Care Service Provider,MICHELE HOGUE,5 ROWELL DR,STRAFFORD,NH,3884,(603) 343-6839,,Strafford
I0024,Individual Home Care Service Provider,MYSTIE PEARE,393 WESTERN AVENUE,BERLIN,NH,3570,(603) 723-8523,,COOS
I0322,Individual Home Care Service Provider,NORMA HERNANDEZ,19 CHURCH  ST #3,Belmont,NH,3220,(603) 832-1711,,Belknap
I0293,Individual Home Care Service Provider,PAMELA J LURVEY,159 PRESIDENTIAL HWY,Jefferson,NH,3583,(603) 631-6479,,Coos
I0327,Individual Home Care Service Provider,PAMELA MICHAUD,114 N VILLAGE RD,Loudon,NH,3307,(603) 229-7036,,Merrimack
I0135,Individual Home Care Service Provider,PAMELA VILLENEUVE,2 MASON DRIVE,MILAN,NH,3588,(603) 723-7566,,COOS
I0115,Individual Home Care Service Provider,PATRICIA A GOOD,2702 CHINOOK TRAIL,WONALANCET,NH,3897,(603) 986-3328,,CARROLL
I0124,Individual Home Care Service Provider,PAULA LITTLETON,3 MARISUE TERRACE,MELVIN VILLAGE,NH,3850,(603) 544-2059,,Carroll
I0258,Individual Home Care Service Provider,PRISCILLA BREAULT,112 STATE ST,BERLIN,NH,3570,(603) 752-5137,,Coos
I0050,Individual Home Care Service Provider,RACHEL A DONNELLY,59 MAPLE AVENUE APT. 20,KEENE,NH,3431,(603) 376-9614,,CHESHIRE
I0329,Individual Home Care Service Provider,RACHEL A YAEGER,290 RTE 10,Piermont,NH,3779,(603) 272-9444,,Grafton
I0056,Individual Home Care Service Provider,REBECCA CIARDELLI,8 CURRIER AVENUE,PETERBOROUGH,NH,3458,(603) 924-7385,,HILLSBOROUGH
I0308,Individual Home Care Service Provider,REBECCA R TRAFFIE,5 HUNTEE LOOP,NEW IPSWICH,NH,3071,(603) 562-6642,,Hillsborough
I0317,Individual Home Care Service Provider,RESILIENT HEALTHCARE LLC,63 LITTLE RIVER RD,Hampton,NH,3842,(603) 474-7601,,Rockingham
I0062,Individual Home Care Service Provider,RIDGE SATTERTHWAITE,287 W FAIRLEE ROAD,FAIRLEE,VT,5045,(802) 333-3629,,Addison
I0026,Individual Home Care Service Provider,ROXANNE BOUCHER,32 HAVEN AVENUE,BERLIN,NH,3570,(603) 752-2498,,COOS
I0319,Individual Home Care Service Provider,"SAFE AT HOME, HOME CARE SERVICE",208 2ND NH TPKE SO,Francestown,NH,3043,(603) 548-3856,,Hillsborough
I0321,Individual Home Care Service Provider,SARAH DICKINSON,249 BAPTIST RD,Canterbury,NH,3224,(603) 520-7905,,Merrimack
I0325,Individual Home Care Service Provider,SARAH FLYNN,40 TIOGA DR,Belmont,NH,3220,(603) 393-5866,,Belknap
I0027,Individual Home Care Service Provider,SHIRLEY DUPONT,745 LANCASTER STREET,BERLIN,NH,3570,(603) 752-2335,,COOS
I0156,Individual Home Care Service Provider,SIMPLY SENIORS,130 OAK HILL RD,CONCORD,NH,3301,(603) 224-5716,,MERRIMACK
I0286,Individual Home Care Service Provider,SOLACE MAREK,8 CONTOOCOOK AVE,JAFFREY,NH,3452,(603) 703-7353,,Cheshire
I0122,Individual Home Care Service Provider,SUNNY CARE BY BETH LLC,44 WARFIELD ROAD,CHESTER,NH,3036,(603) 490-5741,,ROCKINGHAM
I0028,Individual Home Care Service Provider,SUSAN BISSON,800 SECOND AVENUE,BERLIN,NH,3570,(603) 723-0126,,COOS
I0030,Individual Home Care Service Provider,SUSAN C FRENETTE,104 PINE ISLAND AVENUE,BERLIN,NH,3570,(603) 723-4070,,COOS
I0033,Individual Home Care Service Provider,SUSAN FLANDERS,10 FLANDERS ROAD,MEREDITH,NH,3253,(603) 279-4913,,BELKNAP
I0328,Individual Home Care Service Provider,TAMMY ST AMANT,5 BRUNSWICK ST,Berlin,NH,3570,(603) 723-1642,,Coos
I0331,Individual Home Care Service Provider,THRIVE AT HOME LLC,10 PINEWOOD DR,Stratham,NH,3885,,,Rockingham
I0320,Individual Home Care Service Provider,VALERIE MORIN,500 MAIN ST TRLR 4,Gorham,NH,3581,(603) 315-7858,,Coos
I0316,Individual Home Care Service Provider,VERONICA JEAN SAY,22 STRAFFORD ST #30C,Laconia,NH,3246,(603) 892-5175,,Belknap
I0080,Individual Home Care Service Provider,WENDY THORNTON,159 CROSIER LANE,LYNDONVILLE,VT,5851,(603) 359-0697,,Caledonia
I0075,Individual Home Care Service Provider,YVETTE MERCIER,11 COTTAGE STREET,GORHAM,NH,3581,(603) 723-0556,,COOS
4084,Laboratory,21 HAMPTON ROAD LAB,21 HAMPTON RD BLD 3,EXETER,NH,3833,(603) 580-8446,,Rockingham
4003,Laboratory,AMERICAN PAIN INSTITUTE LLC,14 MANCHESTER SQ STE 290,PORTSMOUTH,NH,3801,(603) 766-8500,,Rockingham
2747,Laboratory,AVH LABORATORY-GORHAM,2 BROADWAY ST,GORHAM,NH,3581,(603) 466-2615,,COOS
3276,Laboratory,AVH LABORATORY-PLEASANT STREET,133 PLEASANT STREET,BERLIN,NH,3570,(603) 752-4861,,COOS
4134,Laboratory,CARRIAGE HILL ASSISTED LIVING,306 KNOX MARSH ROAD,MADBURY,NH,3823,(603) 343-4475,,Strafford
4451,Laboratory,CEDX LABS INC,"200 INNOVATIVE WY, STE 1305",Nashua,NH,3062,(978) 712-0843,,Hillsborough
4007,Laboratory,CH ANTICOAGULATION CLINIC @ CFM,18 FOUNDRY ST,CONCORD,NH,3301,(603) 228-0071,,Merrimack
4436,Laboratory,CH ANTICOAGULATION CLINIC AT MEMORIAL WEST,"MEMORIAL BLDG WEST, FL 2 246 PLEASANT ST",Concord,NH,3301,(603) 224-4003,,Merrimack
4262,Laboratory,CMC VEIN AND VASCULAR SPECIALIST,160 SOUTH RIVER RD STE 100,BEDFORD,NH,3110,(603) 655-5150,,Hillsborough
4501,Laboratory,CONCORD HOSPITAL - LACONIA LABORATORY COLLECTING STATION,724 MAIN STREET,Laconia,NH,3246,(603) 524-5151,,Belknap
4502,Laboratory,CONCORD HOSPITAL - MEREDITH PRIMARY CARE LABORATORY COLLECTION STATION,238 DANIEL WEBSTER HIGHWAY,Meredith,NH,3253,(603) 279-7464,,Belknap
4378,Laboratory,CONVENIENT MD URGENT CARE - BELMONT,73 DANIEL WEBSTER HIGHWAY,Belmont,NH,3220,(603) 737-0550,,Belknap
4376,Laboratory,CONVENIENTMD URGENT CARE - LITTLETON,551 MEADOW STREET,Littleton,NH,3561,(603) 761-3660,,Grafton
3973,Laboratory,CONVENIENTMD URGENT CARE LAB,8 LOUDON ROAD,CONCORD,NH,3301,(603) 226-9000,,MERRIMACK
3974,Laboratory,CONVENIENTMD URGENT CARE LAB WINDHAM,125 INDIAN ROCK ROAD,WINDHAM,NH,3087,(603) 890-6330,,ROCKINGHAM
4051,Laboratory,CONVENIENTMD URGENT CARE-BEDFORD LAB,3 NASHUA RD,BEDFORD,NH,3110,(603) 472-6700,,Hillsborough
4035,Laboratory,CONVENIENTMD URGENT CARE-EXETER,1 PORTSMOUTH AVE,STRATHAM,NH,3885,(603) 942-7900,,Rockingham
4124,Laboratory,CONVENIENTMD URGENT CARE-KEENE,351 WINCHESTER ST,KEENE,NH,3431,(603) 605-0654,,Cheshire
4483,Laboratory,CONVENIENTMD URGENT CARE-LONDONDERRY LAB,42 NASHUA RD,Londonderry,NH,3053,(603) 413-6800,,Rockingham
4201,Laboratory,CONVENIENTMD URGENT CARE-MERRIMACK,2 DOBSON WY,MERRIMACK,NH,3054,(603) 471-6068,,Hillsborough
4127,Laboratory,CONVENIENTMD URGENT CARE-NASHUA,565 AMHERST ST,NASHUA,NH,3063,(603) 578-3347,,Hillsborough
4167,Laboratory,CONVENIENTMD URGENT CARE-PORTSMOUTH,599 LAFAYETTE RD,PORTSMOUTH,NH,3801,(603) 942-7900,,Belknap
4069,Laboratory,CONVENIENTMD-DOVER,14 WEBB PLACE,DOVER,NH,3820,(603) 742-7900,,Strafford
4430,Laboratory,CORE OBSTETRICS AND GYNECOLOGY,3 ALUMNI DR STE 401,Exeter,NH,3833,(603) 580-8446,,Rockingham
3531,Laboratory,CORE PHYSICIANS LAB SERVICES,"1 HAMPTON RD, BLDG B STE 108",EXETER,NH,3833,(603) 580-8446,,ROCKINGHAM
4386,Laboratory,CORE PRIMARY CARE OF PORTSMOUTH,605 LAFAYETTE RD,PORTSMOUTH,NH,3801,(603) 580-8446,,Rockingham
4275,Laboratory,"CROSSROADS RECOVERY CENTER, LLC",155 MAIN ST,SALEM,NH,3079,(603) 912-4490,,Rockingham
4332,Laboratory,DARTMOUTH-HITCHCOCK CONCORD LAB,253 PLEASANT STREET,CONCORD,NH,3301,(603) 226-2200,,Merrimack
3591,Laboratory,DARTMOUTH-HITCHCOCK MANCHESTER LAB,100 HITCHCOCK WAY,MANCHESTER,NH,3104,(603) 629-8074,,HILLSBOROUGH
3790,Laboratory,DARTMOUTH-HITCHCOCK NASHUA LAB,2300 SOUTHWOOD DRIVE,NASHUA,NH,3063,(603) 577-4338,,HILLSBOROUGH
4263,Laboratory,DICK HALL'S HOUSE,5-7 ROPE FERRY RD,HANOVER,NH,3755,(603) 646-9423,,Grafton
3053,Laboratory,DIVISION OF PH AND CS - CITY OF NASHUA,18 MULBERRY STREET,NASHUA,NH,3060,(603) 589-4500,,HILLSBOROUGH
4325,Laboratory,DIVISION OF PUBLIC HEALTH & COMMUNITY SERVICES-CITY OF NASHUA VAN,18 MULBERRY ST,Nashua,NH,3060,(603) 589-4500,,Hillsborough
3720,Laboratory,ELLIOT COUMADIN CLINIC @ 138 WEBSTER ST,138 WEBSTER STREET,MANCHESTER,NH,3104,(603) 663-2557,,HILLSBOROUGH
4252,Laboratory,ELLIOT COUMADIN CLINIC @ 15 FREETOWN RD,15 FREETOWN RD #8,RAYMOND,NH,3077,(603) 663-2557,,Rockingham
3724,Laboratory,ELLIOT COUMADIN CLINIC @ 40 BUTTRICK RD,40 BUTTRICK ROAD,LONDONDERRY,NH,3053,(603) 663-2557,,ROCKINGHAM
3691,Laboratory,ELLIOT ONE DAY SURGERY CENTER @ 185 QUEEN CITY AVE,185 QUEEN CITY AVE,MANCHESTER,NH,3101,(603) 663-2557,,HILLSBOROUGH
3392,Laboratory,ELLIOT POC LAB/COLLECTION STATION @ 145 HOLLIS ST,145 HOLLIS STREET,MANCHESTER,NH,3101,(603) 663-2557,,HILLSBOROUGH
3475,Laboratory,ELLIOT STAT LAB/COLLECTION STATION @ 40 BUTTRICK RD,40 BUTTRICK ROAD,LONDONDERRY,NH,3053,(603) 663-2557,,Rockingham
3692,Laboratory,ELLIOT URGENT CARE LAB @ 185 QUEEN CITY AVE,185 QUEEN CITY AVENUE,MANCHESTER,NH,3101,(603) 663-2557,,HILLSBOROUGH
3304,Laboratory,ELLIOT URGENT CARE LAB @ 40 BUTTRICK RD,40 BUTTRICK ROAD,LONDONDERRY,NH,3053,(603) 663-2557,,ROCKINGHAM
4277,Laboratory,ELLIOT URGENT CARE LAB @ BEDFORD,25 LEAVY DR,BEDFORD,NH,3110,(603) 663-2557,,Hillsborough
3927,Laboratory,EPPING FAMILY PRACTICE LAB,212 CALEF HIGHWAY,EPPING,NH,3042,(603) 580-8446,,ROCKINGHAM
3288,Laboratory,EQUALITY HEALTH CENTER,38 SOUTH MAIN STREET,CONCORD,NH,3301,(603) 225-2739,,MERRIMACK
4452,Laboratory,FARNUM CENTER - LAB,140 QUEEN CITY AVE,MANCHESTER,NH,3103,(603) 622-3020,,Hillsborough
4424,Laboratory,FRANKLIN PIERCE UNIVERSITY LAB,40 UNIVERSITY DR,Rindge,NH,3461,(603) 899-4130,,Cheshire
3602,Laboratory,HAMPTON HEALTH,879 LAFAYETTE ROAD,HAMPTON,NH,3842,(603) 580-8446,,ROCKINGHAM
4491,Laboratory,INTEGRATIVE HEALTH CARE CENTER LLC,155 MAIN DUNSTABLE RD STE 200,Nashua,NH,3060,(603) 821-0000,,Hillsborough
3205,Laboratory,JOAN G LOVERING HEALTH CENTER,559 PORTSMOUTH AVENUE,GREENLAND,NH,3840,(603) 436-7588,,ROCKINGHAM
4295,Laboratory,LABCORP-WINDHAM STAT LAB,183 ROCKINGHAM RD,WINDHAM,NH,3087,(603) 430-4125,,Rockingham
4447,Laboratory,LIGHT POINT LABS,56 STILES RD #204,Salem,NH,3079,(978) 473-4176,,Rockingham
3250,Laboratory,MANCHESTER HEALTH DEPARTMENT,1528 ELM STREET,MANCHESTER,NH,3101,(603) 624-6466,,HILLSBOROUGH
4493,Laboratory,MANCHESTER HEALTH DEPARTMENTMOBILE LAB,1528 ELM ST,Manchester,NH,3103,(603) 624-6466,,Hillsborough
2731,Laboratory,METABOLIC SOLUTIONS,460 AMHERST STREET,NASHUA,NH,3063,(603) 598-6960,,Belknap
3729,Laboratory,NASHUA EYE SURGERY CENTER - LAB,5 COLISEUM AVENUE,NASHUA,NH,3063,(603) 689-9240,,Belknap
4145,Laboratory,NELSON ANALYTICAL,490 EAST INDUSTRIAL PARK DR,MANCHESTER,NH,3109,(603) 622-0200,,Hillsborough
4065,Laboratory,NEW HAMPSHIRE LABORATORY SPECTRUM MEDICAL GROUP PATHOLOGY,1 HAMPTON RD STE 307,EXETER,NH,3833,(603) 580-5554,,Rockingham
4247,Laboratory,NORDX-MEMORIAL CAMPUS,3073 WHITE MOUNTAIN HWY,NORTH CONWAY,NH,3860,(603) 356-0691,,Carroll
4473,Laboratory,ON-SITE MEDICAL SERVICES LLC MOBILE VAN 040,71 BELKNAP AVE,Newport,NH,3773,(603) 826-6500,,Sullivan
4474,Laboratory,"ON-SITE MEDICAL SERVICES,  LLC MOBILE VAN 050",71 BELKNAP AVE,Newport,NH,3773,(603) 826-6500,,Sullivan
4469,Laboratory,"ON-SITE MEDICAL SERVICES, LLC",71 BELKNAP AVE,Newport,NH,3773,(603) 826-6500,,Sullivan
4471,Laboratory,"ON-SITE MEDICAL SERVICES, LLC 020",71 BELKNAP AVE,Newport,NH,3773,(603) 826-6500,,Sullivan
4470,Laboratory,"ON-SITE MEDICAL SERVICES, LLC MOBILE VAN 010",71 BELKNAP AVE,Newport,NH,3773,(603) 826-6500,,Sullivan
4472,Laboratory,"ON-SITE MEDICAL SERVICES, LLC MOBILE VAN 030",71 BELKNAP AVE,Newport,NH,3773,(603) 826-6500,,Sullivan
3924,Laboratory,PARKLAND LABORATORY @ STILES RD,31 STILES ROAD SUITE 2400,SALEM,NH,3079,(603) 890-2785,,ROCKINGHAM
4137,Laboratory,PINEWOOD MEDICAL LABORATORY,7 WORKS WAY,SOMERSWORTH,NH,3878,(603) 692-1835,,Strafford
4427,Laboratory,PLAISTOW HEALTH LAB,127 PLAISTOW RD,Plaistow,NH,3865,(603) 580-8446,,Rockingham
3167,Laboratory,PRH-LAB,155 BORTHWICK AVE SUITE 302,PORTSMOUTH,NH,3801,(603) 433-5282,,ROCKINGHAM
3877,Laboratory,QUEST DIAGNOSTICS-TSIENNETO RD,14 TSIENNETO ROAD #201,DERRY,NH,3038,(603) 421-0527,,ROCKINGHAM
4454,Laboratory,RAY HOUSE-FARNUM NORTH LAB,14 HOLY CROSS RD,FRANKLIN,NH,3235,(603) 622-3020,,Merrimack
4030,Laboratory,SACO RIVER MEDICAL GROUP,7 GREENWOOD AVE,CONWAY,NH,3818,(603) 447-3500,,Carroll
3603,Laboratory,SALTONSTALL LAB,9 BUZZELL AVENUE,EXETER,NH,3833,(603) 580-8446,,Rockingham
3236,Laboratory,"SEACOAST PATHOLOGY, INC",ONE HAMPTON RD SUITE 307,EXETER,NH,38334849,(603) 778-8522,,ROCKINGHAM
4190,Laboratory,SNHU WELLNESS CENTER LAB,2500 NORTH RIVER RD,HOOKSETT,NH,3106,(603) 645-9679,,Merrimack
4385,Laboratory,STRATHAM FAMILY PRACTICE,"118 PORTSMOUTH AVE, BLDG D",Stratham,NH,3885,(603) 580-8446,,Rockingham
4308,Laboratory,STRIVE HEALTH,"1750 ELM ST, STE 103",MANCHESTER,NH,3104,(603) 865-1706,,Hillsborough
3741,Laboratory,URGENT CARE LAB @ BEDFORD MEDICAL PARK,5 WASHINGTON PLACE STE 1B,BEDFORD,NH,3110,(603) 314-4543,,HILLSBOROUGH
3099,Laboratory,WALK-IN SERVICES/POINT OF CARE LAB,60 COMMERCIAL STREET,CONCORD,NH,3301,(603) 227-7000,,MERRIMACK
4455,Laboratory,WEBSTER PLACE-FARNUM NORTH LAB,27 HOLY CROSS RD,FRANKLIN,NH,3235,(603) 622-3020,,Merrimack
4017,Laboratory,WENTWORTH-DOUGLASS EXPRESS CARE DOVER,701 B CENTRAL AVE,DOVER,NH,3820,(603) 609-6700,,Strafford
3496,Laboratory,WENTWORTH-DOUGLASS PROF. CENTER @ LEE,65 CALEF HIGHWAY,LEE,NH,3861,(603) 868-8550,,STRAFFORD
4342,Laboratory,WENTWORTH-DOUGLASS SEACOAST CANCER CENTER PORTSMOUTH,121 CORPORATE DR,PORTSMOUTH,NH,3801,(603) 742-5252,,Rockingham
3769,Non-Emergency Walk-In Care Center,ACCESS SPORTS MEDICINE AND ORTHOPAEDICS,"1 HAMPTON RD, STE 200",EXETER,NH,3833,(603) 775-7575,,ROCKINGHAM
4179,Non-Emergency Walk-In Care Center,ACCESS WALK-IN INJURY CLINIC,"155 BORTHWICK AVE, STE 102",PORTSMOUTH,NH,3801,(603) 431-3575,,Rockingham
4394,Non-Emergency Walk-In Care Center,ACCESS WALK-IN INJURY CLINIC,120 WASHINGTON ST,ROCHESTER,NH,3839,(603) 330-3888,,Strafford
