Facility Name,License Number,Capacity,Licensee,Phone Number,Email Address,Address,City,Zip Code
Saint Timothy Home I,100271,5,"Saint Timothy Home, LLC",337-6364,sttimothyhome@gmail.com,12363 Division Street,Anchorage,99515
Saint Timothy Home II,283,5,"Saint Timothy Home, LLC",337-6364,sttimothyhome@gmail.com,12371 Division Street,Anchorage,99515
Saint Timothy Home III,100925,4,Romeo and Irene Escalante,337-6364,sttimothyhome@gmail.com,11621 Nix Court,Anchorage,99515
Sally Marie's ALH,100707,1,Sally Swafford,222-1743,N/A,"1545 Hoyt Street, Space 44",Anchorage,99508
Sanctuary II ALH,101252,5,Gabriel B Jones,884-6274,gabriel_b_jones@outlook.com,8901 Lakehurst Drive Unit A,Anchorage,99502
Santo Nino ALH,264,4,Nora & Ramiro Rivera,646-1341,imeldasipin@yahoo.com,2900 E. 18th Avenue,Anchorage,99508
Sauda's Helping Hands Assisted Living Home,100382,4,"Sauda's Helping Hands Assisted Living Home, LLC",332-0263,sauda3.sah@gmail.com,1735 Katrina Circle,Anchorage,99508
Scenic Manor ALH LLC,101215,5,Scenic Manor ALH LLC,770-5777,rmrrwn@yahoo.com,4009 Scenic View Drive,Anchorage,99504
"SCK Caring Hearts ALH, LLC",101105,5,"SCK Caring Hearts ALH, LLC.",201-218-6205,maricar_jordana@yahoo.com OR sckcaringhearts@yahoo,1741 Flatwater Circle,Anchorage,99507
Seaview Community Services ALH,359407,7,Seaview Community Services,224-5257,TGlanton@SEAVIEWSEWARD.ORG,1400 Chamberlain Road,Seward,99664
Second Chance Support Services,101392,8,"Second Chance Support Services, LLC.",,moluae@hotmail.com,741 Irwin Street,Anchorage,99508
Second Chances,101052,4,Michael Robinson,727-4352,robinsonfamilyzoo@gmail.com,21342 Torkelson Circle,Chugiak,99567
Serene Grace Assisted Living Home,101074,5,"Serene Grace Assisted Living Home, LLC.",272-4073,serenegracealh@gmail.com,3639 E. 74th Avenue,Anchorage,99507
Serene Grace Assisted Living Home II,101199,5,"Serene Grace Assisted Living Home, LLC.",272-4073,serenegracealh@gmail.com,7810 Alpine View Circle,Anchorage,99507
"Serenity Care ALH, LLC.",101305,4,"Serenity Care, LLC.",201-891-1644,serenitycarealh@yahoo.com,321 Thomas Circle,Anchorage,99508
Serenity Suites,100992,5,Beni & Troy Acton,,serenitysuitesak@yahoo.com,1540 E. 17th Avenue,Anchorage,99501
Serenity Suites Too,101256,5,Troy and Benedicta Acton,764-7639,serenitysuitesak@yahoo.com,4210 Galactica Drive,Anchorage,99517
Shaligo Homes,101224,2,Sharon Pollard,205-9695,shaligohomes@gmail.com,4434 E. 5th Avenue,Anchorage,99508
Shambala ALH,100467,2,Kelly Wilson,868-2655,kw_tsangba@yahoo.com,8848 Gloralee Street,Anchorage,99502
Sharon's Assisted Living,100256,2,Sharon D Scott,868-1056,mattscott718@gmail.com,1142 E. 13th Avenue,Anchorage,99501
Shepherd's Home Care,101085,3,Shepherds Home Care LLC,332-0627,ptyrell2@msn.com,245 Fireoved Drive,Anchorage,99508
Shepherd's Home Care 2,101157,5,Shepherds Home Care LLC,268-8148,ptyrell2@msn.com,321 Ray Street,Anchorage,99508
Sheyla's Place,100474,5,Sheyla M. Rook,727-4504,sheylarook@aol.com,3724 E. 16th Avenue,Anchorage,99508
"Shine Bright Care, LLC",101279,2,"Shine Bright Care, LLC",,bkeodouangdy@shinebrightcare.com,1573 Moss Creek Ave.,Anchorage,99507
"Shine Bright Care, LLC 2",101369,5,"Shine Bright Care, LLC",317-9657,bkeodouangdy@shinebrightcare.com,1718 North Fanciful Place,Wasilla,99654
"Silver Lining ALH, LLC.",101424,2,"Silver Lining ALH, LLC.",205-0696,silverliningalh@yahoo.com,310 E 46th Ave,Anchorage,99503
Simply Blue,101131,5,"Simply Blue, ALH, LLC",770-1179,,7035 Redhawk Circle,Anchorage,99507
Skyline Assisted Living Home LLC,100620,4,Skyline Assisted Living Home LLC,598-1993,tanashepard@hotmail.com; skyline-ALH-LLC@hotmail.c,63540 Skyline Drive,Homer,99603
Smith ALH,100378,3,Jackie Smith,376-1096,jls907ak@gmail.com,2375 E. Vision View Drive,Wasilla,99654
"Snow Circle ALH, LLC",100903,5,"Snow Circle ALH, LLC",677-8562,snowcirclealh@yahoo.com,"2634 Carroll Place, Unit 1",Anchorage,99508
Snow City Assisted Living Home,101403,5,Marinelle Mantojac,,snowcirclealh@yahoo.com,2634 Carroll Place Unit B,Anchorage,99508
"Southern Living Assisted Living Home, LTD",207,5,"Southern Living Assisted Living Home, LTD",349-0999/351-0411 cell,nursemate43@yahoo.com,9639 Musket Ball Circle,Anchorage,99507
St. Anne Assisted Living Home,166,4,"St. Anne Assisted Living Home, Inc.",336-4010,saintannealh@yahoo.com,9140 Shady Bay Circle,Anchorage,99507
St. Anne II Assisted Living Home,215,5,"St. Anne Assisted Living Home, Inc.",336-4010,saintannealh@yahoo.com,7452 Nathan Drive,Anchorage,99518
"St. Bernadette ALH, LLC",101401,5,"St. Bernadette ALH, LLC",,rallanfran@aol.com,8211 Majestic Drive,Anchorage,99504
St. Joseph Assisted Living,101427,2,DeBand Global LLC,313-9278,masslawal@yahoo.com,13900 Specking Avenue,Anchorage,99515
St. Lawrence Assisted Living Home II,205,5,"St. Lawrence ALH, Inc.",244-9267,tessergio_alh88@hotmail.com,9310 Aphrodite Drive,Anchorage,99515
St. Lawrence Assisted Living Home III,100772,5,"St. Lawrence ALH, Inc.",244-9267,tessergio_alh88@hotmail.com,600 E. 120th Avenue,Anchorage,99515
St. Mary's ALH #2,100566,5,Teresa Gauthier,929-1588,tgauthier1014@aol.com,4001 E. 3rd Avenue,Anchorage,99508
St. Mary's Assisted Living Home,284,5,Teresa Gauthier,349-0446,tgauthier1014@aol.com,441 Bonnie Jean Court,Anchorage,99515
St. Paul Home Care Services ALH,100929,2,Jennie D. Tianggo,N/A,stpaulhomecare@yahoo.com,3505 E. 18th Avenue,Anchorage,99508
St. Thomas II ALH,100720,5,Fledz Lastimoso,727-1965,fledz1966@yahoo.com,6885 Town and Country Place,Anchorage,99502
Stearns Assisted Living,100098,2,Bruce Farnsworth,333-6903,whenpoetsfly@hotmail.com,3802 Deborah Lane,Anchorage,99504
Sterling Care Group Home,100860,4,"Southern Home Care Services, Inc. dba All Ways Caring HomeCare",262-9400,Marcella.Livesay@rescare.com; wendy.stroman@allwayscaring.com,48390 Moose Run Avenue,Soldotna,99669
Sterling Silver Assisted Living Home,101336,12,"Sterling Silver Assisted Living Home, LLC.",262-5355,sterling.silver.cares@gmail.com,39355 Dudley Ave.,Soldotna,99669
Strong Care Castle,101017,4,Sharon Strong,223-6377,strongs95@yahoo.com,1533 Latouche Street,Anchorage,99501
"Sunrise Assisted Living Facility, LLC.",101344,15,Andrea Abena,481-1607,andrea.abena67@yahoo.com,309 Erksine Avenue,Kodiak,99615
Sunrise Assisted Living Home,101062,5,Maritte Odron,868-1229,sunrisealh@yahoo.com,8421 Greenhill Way,Anchorage,99502
Sunrise Assisted Living Home II,101125,5,Maritte Odron,868-1229,sunrisealh@yahoo.com,6261 Collins Way,Anchorage,99502
"Sunrise Community Living, LLC",101296,5,"Sunrise Community Living, LLC",644-0929,jamie@sunrisealaska.org,1707 Sunrise Drive,Anchorage,99508
Sunrise Manor ALH,227,7,Paulette Jimenez,746-7230,sunrisemanor@icloud.com,3201 Sparrow Court,Palmer,99645
Sunrise Mountain,101347,2,"All Good Homes, LLC",357-3046,jennifer@allgoodhomesllc.com,6052 West Sunrise Road,Wasilla,99654
"Sunshine Haven Assisted Living Home, LLC.",101134,2,"Sunshine Haven Assisted Living Home, LLC.",887-4416,sunshinehavenalh@gmail.com,15944 Sunset Bend Circle,Anchorage,99516
Sunview Care Assisted Living Home,101270,4,Sacred Heart Care Center LLC,,sunviewcare@gmail.com,9331 Aphrodite Drive,Anchorage,99515
Supreme Home - Bryant Circle,101084,5,"Supreme Home, LLC",830-6959,olohima@yahoo.com,2600 Bryant Circle Unit A,Anchorage,99507
"Supreme Home, LLC",100466,5,"Supreme Home, LLC",830-6959,olohima@yahoo.com,1735 Minerva Way,Anchorage,99515
"Susan's ALH,  LLC",100546,2,"Susan's Assisted Living Home, LLC",229-0496,sdweaverak@gmail.com,1506 Turpin Street,Anchorage,99504
Susitna Gardens ALH LLC,101381,5,Rebeca Jackson,,rebeca_jackson@yahoo.com,7451 Tyone Court,Anchorage,99504
Sweet Success,100939,7,"Sweet Success ALH, LLC.",444-8558,sweetsuccessalh@gmail.com,2517 West 67th Avenue,Anchorage,99502
"Symphony, ALH, LLC",101335,12,"Symphony, ALH, LLC",444-7650,symphonyalh@gmail.com,3201 E. Tudor Rd.,Anchorage,99507
Tanana Native Council,44,9,Tanana Native Council,,elders@tananatribe.org,100 Front Street,Tanana,99777
Tasi Assisted Living Home,101423,5,"Tasi Assisted Living Home, LLC",203-5768,paligutanlorraine@yahoo.com,2812 W. 29th Ave,Anchorage,99517
"TC ALH, Corp",101366,5,"TC ALH, LLC",336-9220,mcerna@gci.net,9200 Aphrodited Dr,Anchorage,99515
Tender Hearts Assisted Living,101339,2,Khaddy Jobarteh,227-7384,thejobartehs@yahoo.com,7827 Stanley Drive,Anchorage,99518
"Tendo Assisted Living Home, LLC",101214,11,"Tendo Assisted Living Home, LLC",,carolpr907@gmail.com,3500 Upland Drive,Anchorage,99504
The Anchor ALH,101231,2,Luseane Tau,929-1337,theanchoralh@gmail.com,275 Creekside Street,Anchorage,99504
The Angelus ALH,101309,5,Angelus Assisted Living Home LLC,,angelusalh@gmail.com,2220 Paxson Dr.,Anchorage,99504
The Ark of Emmanuel,100678,5,Ark of Emmanuel Assisted Living LLC,677-9289,randyvous75@yahoo.com,5454 Emmanuel Avenue,Anchorage,99508
The Ark of Emmanuel II,100898,5,Ark of Emmanuel Assisted Living LLC,830 - 5074,randyvous75@yahoo.com,8231 Majestic Drive,Anchorage,99504
The Cozy Chalet,101310,5,The Cozy Chalet Assisted Living Home LLC,441-2994,thecozychaletalh@gmail.com,3707 Mt. Blanc Circle,Anchorage,99508
The Four Angels Assisted Living,101415,5,Gladys and Jordan Stoebner,,gladysstoebner@gmail.com,3713 Robin Street,Anchorage,99504
The Joy of Living,101368,2,Patrick Sullivan,907-230-7215,joyofliving.alh@gmail.com,3314 Dickson Rd.,Anchorage,99504
The Manor,100,12,Dee Wright,247-8748,the.manor93@gmail.com,250 Heckman Street,Ketchikan,99901
The Marietta House,101094,5,Bonnie & Alex Lommel,,themariettahouse@gmail.com,3832 Young Street,Anchorage,99508
The New Creation,100477,3,Sol C. Dimapiles,744-2759,solbaltazar88@yahoo.com,4101 Northwood Drive Unit B,Anchorage,99517
The Terrace,53,40,Homer Senior Citizens Inc.,235-7655,keren@homerseniors.com,250 Herndon Avenue,Homer,99603
Thrive Assisted Living,101311,16,"Thrive Assisted Living, LLC.",952-2092,rgoodroe@hopealaska.org,9435 Nickell Circle,Anchorage,99507
Titus Assisted Living Home,100413,1,Ted & Carol Titus,,ted.titus@acsalaska.net,49840 Eider Drive,Kenai,99611
TLC Assisted Living Home,100561,6,Stefanie Hall,317-3768,Frugalicious68@yahoo.com,1023 State Street Unit A,Anchorage,99504
Tranquility Manor Estates,100954,17,Tranquility Manor LLC,746-4220,bckorman@mtaonline.net,1950 Hemmer Road,Palmer,99645
Treasures Angels,101283,2,Treasures Angels Inc.,929-0919,treasuresangels@yahoo.com,3307 Oregon Drive Unit B,Anchorage,99517
Treasures Angels 2,101400,2,Treasures Angels Inc.,764-2878,treasuresangels@yahoo.com,625 Mumford Street,Anchorage,99508
"TruCare ALH, LLC",101437,5,"TruCare ALH, LLC",644-1005,trucare.alh@gmail.com,9300 Aphrodite Drive,Anchorage,99515
True Love Assisted Living Home,100786,5,"True Love Assisted Living Home, LLC",306-2522,truelove@gci.net,8340 Northwood Street,Anchorage,99502
True Love Too ALH,100876,5,"True Love Assisted Living Home, LLC",306-2522,truelove@gci.net,2729 Beluga Bay Circle,Anchorage,99507
True North Assisted Living,101266,4,"True North Assisted Living, LLC",602-7142,tnalllc@gmail.com,9321 Aphrodite Drive,Anchorage,99515
Turnagain Assisted Living LLC,101355,5,Turnagain Assisted Living LLC,884-5410,brhunte11119@gmail.com,3406 Seppala Drive Unit B,Anchorage,99517
Twin Hearts Assisted Living for the Elderly,100593,5,Iluminada P and Eduardo Flores,339-9328,ip_flores@yahoo.com,1331 Valley St.,Anchorage,99504
UBA ALH,101290,4,Sadiku Mohammed,,dique75@yahoo.com,6730 E. 10th,Anchorage,99504
Unique Assisted Living Home,101419,5,Sarku Mboge,744-8081,sceesay16@gmail.com,1701 Tammy Avenue,Anchorage,99515
"UR Precious Assisted Living Home 2, LLC.",517649,4,"UR Precious Assisted Living Home, LLC.",770-6268,rvanjay@yahoo.com,3912 Merrill Drive,Anchorage,99517
Utopia ALH,101000,4,Wendy Hudzinski,907-841-6779,whudzinski@gmail.com,6651 N Grouse Loop,Wasilla,99654
"Valleywood ALH, LLC",101263,4,"Valleywood ALH, LLC",743-9045,jayrah0415@gmail.com,2203 Roosevelt Drive,Anchorage,99517
Wanamingo Group Home,100859,3,"Southern Home Care Services, Inc. dba ResCare HomeCare Alaska",262-9400,amber.comeau@allwayscaring.com;jstrode@allwayscaring.com,2930 Wanamingo Drive,Wasilla,99654
"Wasilla Group Home, LLC",101233,3,"Wasilla Group Home, LLC",357-0103,renne@gci.net,3660 W. Lynn Drive,Wasilla,99654
Wendy's Assisted Living Home,100887,2,Wendy Goss,738-6577,wengoss1952@yahoo.com,108 Donna Drive,Sitka,99835
"Wickersham House, LLC",100366,11,"Wickersham House, LLC",357-8342,execdir@mtaonline.net / wickershamhouse@gmail.com,3950 Wickersham Way,Wasilla,99654
Wild Iris Comfort Care,100585,6,"Candace ""Candy"" Carroll",452-2345,candace_carroll@yahoo.com,1221 3rd Avenue,Fairbanks,99701
Wild Rose Gardens # A,100134,2,Mary J Hill,746-4777,N/A,13900 Rose Garden Circle,Palmer,99645
Williams Assisted Living Home,100499,2,Leatha Williams,235-4763,havenwc@gmail.com,62100 Quinalt Avenue,Homer,99603
Williams-Reid ALH,101100,4,Frances Williams,301-3355,franwilliams1011@yahoo.com,1830 Twining Drive,Anchorage,99504
Willow Tree House,101241,2,Marcella Foisy,,marcellafoisy@hotmail.com,7310 E. Riley Alexander Circle,Palmer,99645
Winding Brook House A,101216,3,Birchtree Residential Care LLC,745-4423,russwhitney@yahoo.com,1220 N Winding Brook Loop,Palmer,99645
Winding Brook House B,101321,3,"Birchtree Residential Care, LLC",745-4423,russwhitney@yahoo.com,1220 N. Winding Brook Loop,Palmer,99645
Windy Ridge ALH,100183,3,"Lake Haven Homes, LLC",841-1380,windyridge@mtaonline.net,7781 Dean Drive,Wasilla,99654
Wing and A Prayer Assisted Living,101306,5,Deborah Sellers,907-250-7487,di.sellers@yahoo.com,9036 Kruger Dr.,Anchorage,99502
Wolf,101212,4,Genacta In-Home Care,907-631-3078,jeanne.owen@genacta.com,5545 S. Irwin Drive #2,Wasilla,99654
Yancey ALH,100484,1,Ronda Yancey,357-4674,y_ronda@yahoo.com,2200 W. Glacier Avenue,Wasilla,99654
YKHC - Bautista House,231002,10,Yukon-Kuskokwim Health Corporation,543-2242,Richard_Robb@ykhc.org,381 4th Avenue,Bethel,99559
YKHC - Camai House,101431,5,Yukon-Kuskokwim Health Corporation,543-6743,richard_robb@ykhc.org,185 Hoffman Road,Bethel,99559
YKHC - Malone Home,360146,5,Yukon-Kuskokwim Health Corporation,543-2740,Richard_Robb@ykhc.org,841 Chief Eddie Hoffman Hwy,Bethel,99559
Your Home Now ALH,100998,5,"Your Home Now ALH, LLC",929-2535,nanhette322004@yahoo.com,540 Carin Place,Anchorage,99504
Yukon Koyukuk Elder Assisted Living Facility,100907,9,Yukon Koyukuk Elder Assisted Living Consortium,656-2574,a.m.sweetsir@gmail.com,2 Mile Campion Road,Galena,99741
