Facility Name,License Number,Capacity,Licensee,Phone Number,Email Address,Address,City,Zip Code,Date Accessed,State Facility Type 1 Literal,State
Immaculate Concepcion Home Ii,202,5,"IMMACULATE CONCEPCION HOMES, LLC",522-5671,florence925@gmail.com,8720 BARNEY CIRCLE,Anchorage,99507,8/2/21,ASSISTED LIVING HOME,AK
Immaculated Concepcion,100549,5,JEANEPHERE LORENZANA,903-7446,jeanephere@acsalaska.net,1836 LAURA CIRCLE,Anchorage,99508,8/2/21,ASSISTED LIVING HOME,AK
In His Image Llc,101277,4,IN HIS IMAGE LLC,907-222-3832,joyserafin1972@gmail.com,2956 SHELDON JACKSONSTREET,Anchorage,99508,8/2/21,ASSISTED LIVING HOME,AK
"Independence Lodge, Llc",101294,2,"INDEPENDENCE LODGE, LLC",351-5931,independencelodge@outlook.com,6941 STANLEY DRIVE,Anchorage,99518,8/2/21,ASSISTED LIVING HOME,AK
Independence Park Assisted Living,101009,3,DANIEL & ELISHA MARTINEZ,350-2295,dan.martinez@live.com,9618 NEWHAVEN LOOP,Anchorage,99507,8/2/21,ASSISTED LIVING HOME,AK
Jacobs Place,101230,1,VASILLIOS BLANAS,345-8654,akplayer2@yahoo.com,2117 DOLLY VARDEN AVENUE,Anchorage,99516,8/2/21,ASSISTED LIVING HOME,AK
Jade Assisted Living Home,100905,5,ELOISA AGUILAR,952-2697,jayd1012@yahoo.com,9280 APHRODITE DRIVE,Anchorage,99515,8/2/21,ASSISTED LIVING HOME,AK
Jamiezon Alh Ii,100949,3,MARIA CORAZON GARCIA,868-5296,bubugarcia@alaska.net,3601 SCENIC VIEW DRIVE,Anchorage,99504,8/2/21,ASSISTED LIVING HOME,AK
Jamiezon Assisted Living Home,100486,5,MARIA CORAZON GARCIA,868-5296,bubugarcia@alaska.net,2280 LAKE GEORGE DRIVE,Anchorage,99504,8/2/21,ASSISTED LIVING HOME,AK
Jay Bird Assisted Living Home,100716,1,"CONNECTING TIES, INC.",835-3274,r.james@cties.org,"330 JAGO STREET, APARTMENT A",Valdez,99686,8/2/21,ASSISTED LIVING HOME,AK
Jeffry'S Hope,100030,5,"HOPE COMMUNITY RESOURCES, INC.",561-5335,ocean@hopealaska.org,331 W. 121ST AVENUE,Anchorage,99515,8/2/21,ASSISTED LIVING HOME,AK
Jeng Sallah Alh,101248,5,SAMBA JENG,903-7873,samba.jeng123@gmail.com,3201 DORIS STREET,Anchorage,99517,8/2/21,ASSISTED LIVING HOME,AK
"Jewel Lake Assisted Living Home, Llc",101014,10,"JEWEL LAKE ASSISTED LIVING HOME, LLC",243-9570,jewellakealh@yahoo.com,4132 WEST 88TH AVENUE,Anchorage,99502,8/2/21,ASSISTED LIVING HOME,AK
Jmr Manor,100863,5,JUN MARK ROBINSON (NOT ROSIE ROBINSON/ JOHN ROBINSON,230-8486,junmark33@gmail.com,2121 E. 73RD AVENUE UNIT B,Anchorage,99507,8/2/21,ASSISTED LIVING HOME,AK
Jones Alh,101337,2,ZACHERY JONES,541-405-0193,zachjonesafh@gmail.com,32 CRAIG AVENUE,Fairbanks,99709,8/2/21,ASSISTED LIVING HOME,AK
Joshua House Llc,101158,10,LINDA & MAURICE HENDRICKSON,357-5413,joshuahouse.alh@gmail.com,2180 S. FOOTHILLS BLVD,Wasilla,99654,8/2/21,ASSISTED LIVING HOME,AK
Kachemak Group Home,100862,4,"SOUTHERN HOME CARE SERVICES, INC. DBA ALL WAYS CARING HOMECARE",262-9400,marcella.livesay@rescare.com,4631 KACHEMAK DRIVE,Homer,99603,8/2/21,ASSISTED LIVING HOME,AK
Kamalani Alh,100727,5,ZAYDA PENTECOSTES,868-3924,switzayda@yahoo.com,310 BUNNELL STREET,Anchorage,99508,8/2/21,ASSISTED LIVING HOME,AK
Kamalani Ii Alh,100951,5,ZAYDA PENTECOSTES,952-0427,switzayda@yahoo.com,1601 BRINK DRIVE,Anchorage,99504,8/2/21,ASSISTED LIVING HOME,AK
Karibu Home,101428,2,RONARDO (RON) COLEMAN,559-974-0576,ugottaunderstand@yahoo.com,1617 CRESCENT DRIVE,Anchorage,99508,8/2/21,ASSISTED LIVING HOME,AK
Kearney Home,100487,2,DARLENE KEARNEY,376-1695,dardar@mtaonline.net,23591 AYERSHIRE AVENUE,Wasilla,99654,8/2/21,ASSISTED LIVING HOME,AK
Keen Eye Care Assisted Living,100577,5,CRISTINA JOHNSON,262-6468,uniqueca68@yahoo.com,382 S. KOBUK STREET,Soldotna,99669,8/2/21,ASSISTED LIVING HOME,AK
Keiki Home Ii,100255,5,"KEIKI HOME, LLC",929-1463,roy.pentecostes@gmail.com,6802 ZURICH STREET,Anchorage,99507,8/2/21,ASSISTED LIVING HOME,AK
Kesanooksisk Assisted Living Home,100204,1,MARIA KESANOOKSISK,,kesanook@gmail.com,108 OSPREY STREET,Sitka,99835,8/2/21,ASSISTED LIVING HOME,AK
Ketchikan Kottage,100636,2,KATHY FITZGERALD,247-7048,mnkfitz@kpunet.net or mnkfitz@live.com,3810 CHATHAM AVENUE,Ketchikan,99901,8/2/21,ASSISTED LIVING HOME,AK
Kham Assisted Living Home,101255,2,CHIMEE TSANGWA & URGEN RUNGDO,885-8580,dechensoha@gmail.com,3200 W. 29TH AVENUE,Anchorage,99517,8/2/21,ASSISTED LIVING HOME,AK
Kindly Assisted Living Home,101334,5,DENISE & JULIUS CARINO,,denisepanadero@hotmail.com,5420 AVILA COURT,Anchorage,99508,8/2/21,ASSISTED LIVING HOME,AK
Kiwi Assisted Living Home,100351,5,ROY FRANCISCO,227-5573 (Roy cell),roufranc@yahoo.com,1800 NORTHWESTERN AVENUE,Anchorage,99508,8/2/21,ASSISTED LIVING HOME,AK
Kiwi Assisted Living Home Iii,100923,5,ROY FRANCISCO,227-5573 (Roy cell),roufranc@yahoo.com,2948 PRINCETON WAY,Anchorage,99508,8/2/21,ASSISTED LIVING HOME,AK
Kodiak Assisted Living And Group Home,101281,4,"STRONG SOLUTIONS, LLP",654-5546,strong99615@gmail.com,421 CURLEW WAY,Kodiak,99615,8/2/21,ASSISTED LIVING HOME,AK
Lake Street House,361792,5,MANIILAQ ASSOCIATION,442-2224,bree.swanson@maniilaq.org,818 LAKE STREET,Kotzebue,99752,8/2/21,ASSISTED LIVING HOME,AK
Lakeview Home,235,11,"LAKE VIEW HOMES ALH, LLC",338-2712,lakeviewalh@gmail.com,2675 WESLEYAN DRIVE,Anchorage,99508,8/2/21,ASSISTED LIVING HOME,AK
Lakeview Home Ii,175,5,"LAKE VIEW HOMES ALH, LLC",333-8921,lakeviewalh@gmail.com,2327 EAST 72ND AVENUE,Anchorage,99507,8/2/21,ASSISTED LIVING HOME,AK
Lakeview Home Iii,100495,5,"LAKE VIEW HOMES ALH, LLC",333-8921,lakeviewalh@gmail.com,3838 SCENIC VIEW DRIVE,Anchorage,99504,8/2/21,ASSISTED LIVING HOME,AK
Let Us Care Assisted Living Home,100476,4,MARION J. GRIFFIN,452-5624,mg482000@yahoo.com,3405 SANDVIK STREET,Fairbanks,99709,8/2/21,ASSISTED LIVING HOME,AK
Lhasa Assisted Living,101204,3,SHERAB TENZIN,907-830-9154,tenzin@gci.net,4156 CHECKMATE DRIVE,Anchorage,99508,8/2/21,ASSISTED LIVING HOME,AK
Life To The Fullest,101139,2,MATTHEW AND BONNIE JESELNIK,,lifetothefullestllc@yahoo.com,1233 5TH AVENUE,Fairbanks,99701,8/2/21,ASSISTED LIVING HOME,AK
"Lighthouse Home Care 1, Llc.",101322,5,"LIGHTHOUSE HOME CARE 1, LLC.",522-2509,sandritaah@yahoo.com,1154 OCEANVIEW DRIVE,Anchorage,99515,8/2/21,ASSISTED LIVING HOME,AK
"Lily Ann'S Home Care, Inc.",101013,5,"LILY ANN'S HOME CARE, INC.",646-0702,lilyanns@live.com,935 NORMAN STREET,Anchorage,99504,8/2/21,ASSISTED LIVING HOME,AK
"Lily Pond Alh, Llc",101312,2,JANICE AND CARLO SALIGANAN,,saligananjanice@yahoo.com,1501 LILY POND CIRCLE,Anchorage,99507,8/2/21,ASSISTED LIVING HOME,AK
Linda'S Place,100993,5,LINDA'S ASSISTED LIVING LLC,301-3833,frommerleslie@yahoo.com,900 ALLISON CIRCLE,Anchorage,99515,8/2/21,ASSISTED LIVING HOME,AK
"Little Genie Assisted Living Home, Llc",101201,5,"LITTLE GENIE ASSISTED LIVING HOME, LLC",512-6426,pandesal61@gmail.com,2229 SUNRISE DRIVE,Anchorage,99508,8/2/21,ASSISTED LIVING HOME,AK
Liveable Soulutions,101253,2,AUDRA YEWCHIN,929-2253,audranabinger@gmail.com,1504 W. 47TH AVENUE UNIT B,Anchorage,99503,8/2/21,ASSISTED LIVING HOME,AK
Living Legacies,101409,2,CLAUDIA WRIGHT,,claudiamwright83@gmail.com,144 CRAIG AVE APT A,Fairbanks,99701,8/2/21,ASSISTED LIVING HOME,AK
Living Stone Home Care,100516,30,"LIVING STONE HOME CARE, LLC",230-2402,livingstonehomecare@gmail.com/vines907@gmail.com,3901 WEST 86TH AVENUE,Anchorage,99502,8/2/21,ASSISTED LIVING HOME,AK
"Lynne'S Home Care, Llc",100399,5,ERLINDA RIVERA,334-3392,lynnes143@yahoo.com,7330 WINCHESTER STREET,Anchorage,99507,8/2/21,ASSISTED LIVING HOME,AK
M&M Assisted Living,361793,3,MERCY SONZA,274-0903,sonzamercy@yahoo.com,7522 GREY WOLF CIRCLE,Anchorage,99507,8/2/21,ASSISTED LIVING HOME,AK
M.G.D. Alh,101101,4,MERLINA DUGGAN,227-9689,paulo_tomeldan@yahoo.com,243 KLEVIN STREET,Anchorage,99508,8/2/21,ASSISTED LIVING HOME,AK
Macgregor House,101307,5,TINA SAMPLEY,841-1514,hopkinstina1@gmail.com,3471 WREN STREET,Wasilla,99623,8/2/21,ASSISTED LIVING HOME,AK
"Magnolia Manor, Llc",101107,5,MAGNOLIA MANOR LLC(CHERYL & THEODORE SAYEN),631-3354,magnoliamanor12@outlook.com/vfield76@gmail.com/,751 N. SOMERET CIRCLE,Wasilla,99654,8/2/21,ASSISTED LIVING HOME,AK
Maile Alh,100808,5,CRESENCIA SANTOS,808-861-7471,cresencia61@yahoo.com,2634 CARROLL PLACE UNIT C,Anchorage,99508,8/2/21,ASSISTED LIVING HOME,AK
Maletch'S Alh,100888,5,MALETCH'S ASSISTED LIVING HOME LLC,350-5422,maletch_alh@yahoo.com,8038 SANDY CIRCLE,Anchorage,99507,8/2/21,ASSISTED LIVING HOME,AK
Maletch'S Alh Ii,101097,5,MALETCH'S ASSISTED LIVING HOME LLC,,maletch_alh@yahoo.com,4143 SCENIC VIEW DRIVE,Anchorage,99504,8/2/21,ASSISTED LIVING HOME,AK
"Malupo’S Haven Alh, Llc",101135,5,"MALUPO'S HAVEN ASSISTED LIVING HOME, LLC",907-222-0389,maluposhavenalh@gmail.com,7221 KISKA CIRCLE,Anchorage,99504,8/2/21,ASSISTED LIVING HOME,AK
Mama'S Assisted Living Home,244,5,"MAMA'S ASSISTED LIVING HOME, INC.",301-0111,mamashome@gci.net,9270 APHRODITE DRIVE,Anchorage,99515,8/2/21,ASSISTED LIVING HOME,AK
Mama'S Care,101223,5,LAMIN JAMMEH AND MAMA SIDIBEH,782-8702,stjammeh@gmail.com,7924 PARKWAY DRIVE,Anchorage,99504,8/2/21,ASSISTED LIVING HOME,AK
Marie Langley Assisted Living Home,100849,2,MARIE LANGLEY ASSISTED LIVING HOME LLC,360-0196,marielangley907@gmail.com,2840 E. 84TH AVE. UNIT B,Anchorage,99507,8/2/21,ASSISTED LIVING HOME,AK
Marie Langley Assisted Living Home #2,100996,5,MARIE LANGLEY ASSISTED LIVING HOME LLC,360-0196,marielangley907@gmail.com,2201 W. 48TH AVENUE,Anchorage,99517,8/2/21,ASSISTED LIVING HOME,AK
Marlow Manor Assisted Living Facility,101103,54,"SOURDOUGH'S HOUSING, LLC",338-8708,theresa@marlowmanor.com,2030 MULDOON ROAD,Anchorage,99504,8/2/21,ASSISTED LIVING HOME,AK
Mary Joanne Home Care,100940,2,MARY J. CORPUS,248-1038,joebendec41993@yahoo.com,3432 W. 80TH AVENUE,Anchorage,99502,8/2/21,ASSISTED LIVING HOME,AK
Mary Mcgrew Alh,361454,3,JOHNNY & MARY MCGREW,276-6751,kayria01@gmail.com,725 WINTER HAVEN STREET,Anchorage,99504,8/2/21,ASSISTED LIVING HOME,AK
May Alh,101003,5,REBECCA BONAPARTE,744-1850,rebecca_bonaparte@yahoo.com,2481 CHANDALAR DRIVE,Anchorage,99504,8/2/21,ASSISTED LIVING HOME,AK
M-Care,101404,5,MARILOU PUGEDA,,malougelindon22@gmail.com,1023 EAST 28TH AVENUE,Anchorage,99508,8/2/21,ASSISTED LIVING HOME,AK
Mckenzie Assisted Living Home I,100249,8,SHANNON MCKENZIE,336-0080,mckenziesuites@yahoo.com,"3913 LYNN DRIVE, APT A & B",Anchorage,99508,8/2/21,ASSISTED LIVING HOME,AK
Mckenzie'S Alh Ii,100683,4,SHANNON MCKENZIE,336-0080,mckenziesuites@yahoo.com,"3913 LYNN DRIVE, APT C & D",Anchorage,99508,8/2/21,ASSISTED LIVING HOME,AK
Mckinely Care Llc,101430,37,MCKINLEY CARE LLC,268-6576,jack@mckinley.care,337 EAST 4TH AVE UNIT B,Anchorage,99501,8/2/21,ASSISTED LIVING HOME,AK
Meaningful Living,101146,4,TRAVIS & WHITNEY CHRISTIANSEN,854-6277,meaningful.livingak@gmail.com,10845 ANVIK CIRCLE,Eagle River,99577,8/2/21,ASSISTED LIVING HOME,AK
Melanie'S Place Unit A,101378,3,AK NURTURED LIVING LLC,903-1930,aknurturedliving@gmail.com,1631 W. MELANIE AVE UNIT A,Wasilla,99654,8/2/21,ASSISTED LIVING HOME,AK
Melanie'S Place Unit B,101379,3,"AK NURTURED LIVNG, LLC",903-1930,aknurturedliving@gmail.com,1631 W. MELANIE AVE UNIT B,Wasilla,99654,8/2/21,ASSISTED LIVING HOME,AK
Melinda'S Home Care,101286,2,MELINDA MCGREW,907-240-3266,lyndapromise@yahoo.com,8116 SANDY CIRCLE,Anchorage,99507,8/2/21,ASSISTED LIVING HOME,AK
Melissa'S Alh,101059,5,MELISSA LINGAD,929-7827,melissalingad@gmail.com,7691 WINCHESTER STREET,Anchorage,99507,8/2/21,ASSISTED LIVING HOME,AK
Mercy Saw Me Assisted Living Home,101183,2,LYDIA QUINN & BENITA SANGUINETTI,229-2857,mercysawme@gci.net,1432 MEDFRA STREET,Anchorage,99501,8/2/21,ASSISTED LIVING HOME,AK
Midnight Sun Alh,101244,1,"AK GOALKEEPING, LLC.",,brandyaburke@gmail.com,5531 EAST 40TH AVENUE,Anchorage,99504,8/2/21,ASSISTED LIVING HOME,AK
Mind And Soul,101320,2,ELOISE AND ELFORD JOSEPH,,eloisejoseph@aol.com,6124 E. 12TH AVENUE #D2,Anchorage,99504,8/2/21,ASSISTED LIVING HOME,AK
Miracle Home Care,101178,5,JOHN AND MILAGROS RAGLAND,357-0078,miracle.homecare@yahoo.com,2200 E. WOLVERINE CIRCLE,Wasilla,99654,8/2/21,ASSISTED LIVING HOME,AK
Montana Creek Assisted Living Home,100437,3,TINA AND DAN MCCLUSKEY,733-5037,dtmccl@me.com,19205 E. FUTURE ROAD,Talkeetna,99676,8/2/21,ASSISTED LIVING HOME,AK
Moore Hands Of Care,101093,3,LINDA MOORE,357-4922,moore1@mtaonline.net,6695 W. WELLINGTON DRIVE,Wasilla,99623,8/2/21,ASSISTED LIVING HOME,AK
Mount Carmel Assisted Living Home,101410,5,HRG HEALTHCARE LLC,677-0286,hrghealthcarellc@gmail.com,6531 E. 9TH AVENUE,Anchorage,99504,8/2/21,ASSISTED LIVING HOME,AK
Mount Moriah Assisted Living Home,101318,5,"AMG HEALTHCARE, LLC",929-0614,amghealthcarellc@gmail.com,3951 SCENIC VIEW DRIVE,Anchorage,99504,8/2/21,ASSISTED LIVING HOME,AK
Mount Vista Assisted Living Home,101345,1,ROBERT CARPENTER AND LAVONNA CURREY,978-9556,carpenterrl@ak.net,572 MOUNT VISTA DRIVE,Fairbanks,99712,8/2/21,ASSISTED LIVING HOME,AK
Mount Zion Assisted Living Home,101273,5,HRG HEALTHCARE LLC,917-582-5952,hrghealthcarellc@gmail.com,6720 EAST 11TH AVENUE,Anchorage,99504,8/2/21,ASSISTED LIVING HOME,AK
Mountain View Assisted Living,276,30,CITY OF PETERSBURG,772-2445,sbell@petersburgak.gov,16 N. 12TH STREET,Petersburg,99833,8/2/21,ASSISTED LIVING HOME,AK
Mountain Vista Alh,100803,5,AOF ALASKA LLC,622-2687,scott@aofalaska.com,19412 FIRST STREET,Eagle River,99577,8/2/21,ASSISTED LIVING HOME,AK
Mssca - Big Mack (Formerly Soaring Crane),100614,3,MAT SU SERVICES FOR CHILDREN AND ADULTS,352-1200,scott.kubacki@mssca.org,2401 S. MACK DRIVE,Wasilla,99654,8/2/21,ASSISTED LIVING HOME,AK
Mssca - Citation (Formerly Park Place),100962,2,MAT-SU SERVICES FOR CHILDREN & ADULTS,352-1200,scott.kubacki@mssca.org,1819 NORTH CITATION CIRCLE,Palmer,99645,8/2/21,ASSISTED LIVING HOME,AK
Mssca - Fallen Leaf,100506,2,MAT SU SERVICES FOR CHILDREN AND ADULTS,352-1200,scott.kubacki@mssca.org,255 W. FALLEN LEAF CIRCLE,Wasilla,99654,8/2/21,ASSISTED LIVING HOME,AK
Mssca - Kertulla Court,100766,2,MAT SU SERVICES FOR CHILDREN AND ADULTS,352-1200,scott.kubacki@mssca.org,3955 KERTULLA COURT #1,Wasilla,99654,8/2/21,ASSISTED LIVING HOME,AK
Mssca - Lone Cub,100344,2,MAT SU SERVICES FOR CHILDREN AND ADULTS,352-1200,scott.kubacki@mssca.org,850 E. LONE CUB DRIVE,Wasilla,99654,8/2/21,ASSISTED LIVING HOME,AK
Mssca - Pine Ridge (Formerly Kertulla Court #2),100878,2,MAT SU SERVICES FOR CHILDREN AND ADULTS,352-1200,scott.kubacki@mssca.org,791 N. PINE RIDGE LOOP,Wasilla,99654,8/2/21,ASSISTED LIVING HOME,AK
Mssca - Siberian Pea (Formerly Country Wood),100715,2,MAT SU SERVICES FOR CHILDREN AND ADULTS,352-1200,scott.kubacki@mssca.org,2650 S. SIBERIAN PEA,Wasilla,99654,8/2/21,ASSISTED LIVING HOME,AK
Mssca - Tundra Rose,100386,2,MAT SU SERVICES FOR CHILDREN AND ADULTS,352-1200,scott.kubacki@mssca.org,2515 TUNDRA ROSE DRIVE,Wasilla,99654,8/2/21,ASSISTED LIVING HOME,AK
Mssca - Vicki Way,100664,3,MAT SU SERVICES FOR CHILDREN AND ADULTS,352-1200,scott.kubacki@mssca.org,1000 VICKI WAY,Wasilla,99654,8/2/21,ASSISTED LIVING HOME,AK
"My Father'S House Assisted Living Home, Llc",100525,5,MARIA DAVISON,334-3391,doddie@gci.net,6951 SHANE PLACE,Anchorage,99507,8/2/21,ASSISTED LIVING HOME,AK
My Home Alh,101329,5,MY HOME LLC,,rebecca.clerc@gmail.com,6865 VIBURNUM DRIVE,Anchorage,99504,8/2/21,ASSISTED LIVING HOME,AK
Naath Assisted Living Home,101240,4,JAMES PUOL & NYASUNDAY MACHAR,885-9461,puoljames616@yahoo.com,1102  & 1104 W 29TH PLACE,Anchorage,99503,8/2/21,ASSISTED LIVING HOME,AK
Nadon Family Home,100947,5,"NADON FAMILY HOME, LLC.",350-8702,raynadon@gmail.com,6955 CARAVELLE DRIVE,Anchorage,99502,8/2/21,ASSISTED LIVING HOME,AK
Nadon Family Home Ii,101242,2,"NADON FAMILY HOME, LLC.",350-8702,raynadon@gmail.com,2211 WEST 48TH AVENUE,Anchorage,99517,8/2/21,ASSISTED LIVING HOME,AK
Nadon Family Home Iii,101278,2,"NADON FAMILY HOME, LLC.",350-4545,raynadon@gmail.com,2903 KINGFISHER DRIVE,Anchorage,99508,8/2/21,ASSISTED LIVING HOME,AK
Nadon Family Home Iv,101323,2,"NADON FAMILY HOME, LLC.",350-8702,raynadon@gmail.com,40465 S. PARKS HWY HOUSE #1,Susitna North,99623,8/2/21,ASSISTED LIVING HOME,AK
Nadon Family Home V,101349,5,NADON FAMILY HOME LLC,290-0756,kjnadon@gmail.com,1506 LUKE STREET UNIT B,Fairbanks,99709,8/2/21,ASSISTED LIVING HOME,AK
Nadon Family Home Vi,101359,2,"NADON FAMILY HOME, LLC.",350-8702,raynadon@gmail.com,40465 S. PARKS HWY HOUSE #2,Susitna North,99623,8/2/21,ASSISTED LIVING HOME,AK
Nadon Family Home Vii,101388,3,"NADON FAMILY HOME, LLC.",,raynadon@gmail.com,4130 TWEED COURT UNIT #2,Wasilla,99623,8/2/21,ASSISTED LIVING HOME,AK
Nana'S House Assisted Living Home,101185,5,NANA'S HOUSE LLC,360-2126/ 341-9969,nanawyche@yahoo.com,8440 BLACKBERRY STREET,Anchorage,99502,8/2/21,ASSISTED LIVING HOME,AK
Nana'S House Assisted Living Home Ii,101377,5,"NANA'S HOUSE, LLC",907-360-2126,nanawyche@yahoo.com,7349 BRANCHE DRIVE,Anchorage,99518,8/2/21,ASSISTED LIVING HOME,AK
Nettie'S Assisted Living Home,101163,2,JEANETTE HICKOK,272-6612,iamworthit_2000@yahoo.com,1566 VALARIAN STREET,Anchorage,99508,8/2/21,ASSISTED LIVING HOME,AK
New Concept I,361283,16,NEW CONCEPT ASSISTED LIVING LLC,,newconcept@acsalaska.net,354 FLOWER STREET,Anchorage,99508,8/2/21,ASSISTED LIVING HOME,AK
New Haven Assisted Living Home,100390,5,"NEW HAVEN HOME, INC.",350-4080,jcnewhaven@gci.net,9230 APHRODITE DRIVE,Anchorage,99515,8/2/21,ASSISTED LIVING HOME,AK
New Horizons,100480,3,"ABOVE THE HORIZON, LLC",232-8993,bowlesnbowles@live.com,3300 AMBER BAY LOOP,Anchorage,99515,8/2/21,ASSISTED LIVING HOME,AK
Nicholson'S Assisted Living Inc,116,10,NICHOLSON'S ASSISTED LIVING INC,283-6684,tmnicholson@gci.net,36601 NAVIGATOR STREET,Kenai,99611,8/2/21,ASSISTED LIVING HOME,AK
Nonomi House,100449,3,LISA NEWELL,373-5644,lmnewell2009@hotmail.com,7945 SETTLERS BAY DRIVE,Wasilla,99687,8/2/21,ASSISTED LIVING HOME,AK
Norbu Linka,100884,4,TSEWANG TSANGWA & KARMA YONTEN,522-2157,karma@gci.net,3304 CHECKMATE DRIVE,Anchorage,99508,8/2/21,ASSISTED LIVING HOME,AK
Nordic Living - Kachemak Way,101373,5,NORDIC LIVING LLC,907-841-6140,britta.nordicliving@gmail.com,4201 KACHEMAK WAY,Homer,99603,8/2/21,ASSISTED LIVING HOME,AK
Northbridge Castle Heights,101030,8,"NORTHBRIDGE, LLC",770-0495,renae@northbridgellc.com,4119 CHECKMATE DRIVE,Anchorage,99508,8/2/21,ASSISTED LIVING HOME,AK
Northbridge Lynnwood,101083,2,"NORTHBRIDGE, LLC",770-0495,renae@northbridgellc.com,344 LYNNWOOD DRIVE UNIT B,Anchorage,99518,8/2/21,ASSISTED LIVING HOME,AK
Northbridge Lynwood 2,101090,2,"NORTHBRIDGE, LLC",770-0495,renae@northbridgellc.com,344 LYNNWOOD DRIVE UNIT A,Anchorage,99518,8/2/21,ASSISTED LIVING HOME,AK
Northbridge Nanuq,101133,3,"NORTHBRIDGE, LLC",770-0495,renae@northbridgellc.com,1414 ERMINE STREET,Anchorage,99504,8/2/21,ASSISTED LIVING HOME,AK
Northbridge Tikishla,101123,3,"NORTHBRIDGE, LLC",770-0495,renae@northbridgellc.com,3721 E. 19TH AVENUE,Anchorage,99508,8/2/21,ASSISTED LIVING HOME,AK
Northern Comfort,241,16,5-D CORPORATION,746-6493,northerncomfort@akassistedliving.com,2800 N. LAGOON DRIVE,Wasilla,99654,8/2/21,ASSISTED LIVING HOME,AK
Northern Lights Alh,226,4,ALEKS & JELENA PROST,277-0378,alexprost@hotmail.com,1640 VASHON CIRCLE,Anchorage,99515,8/2/21,ASSISTED LIVING HOME,AK
"Northern Living Centers, Llc",100409,12,KAREN AND DARRELL RHOADES,376-5828,nlc@mtaonline.net,2795 W. STONEBRIDGE DRIVE,Wasilla,99654,8/2/21,ASSISTED LIVING HOME,AK
"Oasis Assisted Living Home, Llc",101265,13,"OASIS ASSISTED LIVING HOME, LLC",222-1205/ 865-7968,oasisalh@gmail.com,1701 CLEVELAND AVENUE,Anchorage,99517,8/2/21,ASSISTED LIVING HOME,AK
O'Bie'S Adobe Magnificent View,101099,5,CHARLES E. O'BRYAN JR.,376-6240,akobryan@me.com,8290 E. MAGNIFICENT VIEW DR.,Palmer,99645,8/2/21,ASSISTED LIVING HOME,AK
O'Bies Adobe Meander Home,101371,4,CHARLES E. O'BRYAN JR.,,akobryan@me.com,3201 S. MEANDER DR. UNIT 2,Wasilla,99654,8/2/21,ASSISTED LIVING HOME,AK
"Ohana Assisted Living Home, Llc",101426,2,"OHANA ASSISTED LIVING HOME, LLC",317-5608,ohanaalh@outlook.com,7411 TYONE CT.,Anchorage,99504,8/2/21,ASSISTED LIVING HOME,AK
Olsen'S Alh,354304,2,MARY ANN & WAYNE OLSEN,225-2001,maolsen@kpunet.net,4604 N. TONGASS HWY,Ketchikan,99901,8/2/21,ASSISTED LIVING HOME,AK
Olympus House,262,5,YOLANDA CAMPOS,770-2730,olympushouse@gmail.com,1621 DEMETER DRIVE,Anchorage,99515,8/2/21,ASSISTED LIVING HOME,AK
Open Arms Assisted Living West,101391,5,OPEN ARMS ASSISTED LIVING WEST LLC,250-9378,openarmsakwest@gmail.com,3660 W. 78TH AVE,Anchorage,99502,8/2/21,ASSISTED LIVING HOME,AK
"Open Arms Assisted Living, Llc",101271,2,"OPEN ARMS ASSISTED LIVING, LLC",365-9504,openarmsak@gmail.com,3844 HELVETIA DRIVE,Anchorage,99508,8/2/21,ASSISTED LIVING HOME,AK
"Opus Memoria Ii, Llc",101166,5,"OPUS MEMORIA, LLC",677-1919,hickel@opusmemoria.com,4880 CHUCK DRIVE,Anchorage,99507,8/2/21,ASSISTED LIVING HOME,AK
"Opus Memoria, Llc",101165,5,"OPUS MEMORIA, LLC",677-1919,hickel@opusmemoria.com,4890 CHUCK DRIVE,Anchorage,99507,8/2/21,ASSISTED LIVING HOME,AK
Orchard Assisted Living,101114,5,JESSICA FULTON,770-0511,fulton.jessica@yahoo.com,1001 CHERRY STREET UNIT A,Anchorage,99504,8/2/21,ASSISTED LIVING HOME,AK
Otter House,100983,3,RAMONA 'LYNNE' STEVENS,222-6553,southernbellak@yahoo.com,1503 OTTER STREET,Anchorage,99504,8/2/21,ASSISTED LIVING HOME,AK
Our Home,100528,5,MARICHELLE PAGTAKHAN,349-2417 (Not in service),richelle1660@gmail.com,1660 THUJA AVENUE,Anchorage,99507,8/2/21,ASSISTED LIVING HOME,AK
Our Lady Of Fatima Llc,100559,5,GINA NIDOY,529-7495,olof_assistedlivinghome@yahoo.com,4030 DEFIANCE STREET,Anchorage,99504,8/2/21,ASSISTED LIVING HOME,AK
Our Lady Of Lourdes Llc,11,5,"OUR LADY OF LOURDES, LLC",333-4692,leocrv69@yahoo.com,1931 GREENDALE DRIVE,Anchorage,99504,8/2/21,ASSISTED LIVING HOME,AK
Padre Pio Assisted Living Home,101197,5,BRYAN BOLO,350-2375,bluntbryan2000@yahoo.com,8423 DUNLAP COURT,Anchorage,99504,8/2/21,ASSISTED LIVING HOME,AK
Palos Verdes House,101251,4,"FOCUS, INC.",907-694-6002,dpoage@focusoutreach.org,17311 PALOS VERDES DRIVE,Eagle River,99577,8/2/21,ASSISTED LIVING HOME,AK
