Facility Name,Address,County,City,Zip Code,Phone Number,Facility ID,Licensee,License Number,Capacity,Type,Classification
Good Shepherd Village at Endwell,14 Village Drive,Broome,Endwell,13760,(607) 757-3100,AF0672A,"Good Shepherd Village at Endwell, Inc.",030-E-050,32,AH,NFP
Bergquist Memorial Assisted Living Residences,"4600 Route 60, P.O. Box 350",Chautauqua,Gerry,14740,(716) 985-6832,AF0448A,The Gerry Homes,060-E-036,32,AH,NFP
Brookdale East Niskayuna,2861 Troy-Schenectady Road,Schenectady,Niskayuna,12309,(518) 782-7381,AF0030A,"Niskayuna Clare Bridge Operator, Inc.",650-F-101,52,AH,PPHA
Rainier Grove at Cherry Ridge,900 Cherry Ridge Road,Monroe,Webster,14580,(585) 697-6700,AF0635A,"The Glen at Cherry Ridge, LLC",370-F-229,87,AH,PPHA
Glenmere at Cloverwood,One Wheatley Terrace,Monroe,Pittsford,14534,(585) 248-1200,AF0626A,"Cloverwood Senior Living, Inc.",370-S-845,77,EHP,NFP
New Fordham Arms Assisted Living,2915 Williamsbridge Road,Bronx,Bronx,10467,(718) 655-3433,AF0248B,Bridgewood LLC,020-F-819,35,AH/ALP,PPHA
Maryville Home For Adults,7678 County Road 70,Steuben,Avoca,14809,(607) 566-2368,AF0533A,Suzanne Coddington  Hubert Coddington,690-F-024,14,AH,PPHA
Mount View Assisted Living,5465 Upper Mountain Road,Niagara,Lockport,14094,(716) 433-0790,AF0726A,"Mount View Assisted Living, Inc.",500-F-105,156,AH/ALP,PPHA
New Broadview Home for Adults,70 Father Capodanno Boulevard,Richmond,Staten Island,10305,(718) 273-8900,AF0324C,"The W Group at New Broadview, LLC",610-F-067,200,AH/ALP,PPHA
The Athenaeum of Skaneateles,150 Genesee Street,Onondaga,Skaneateles,13152,(315) 685-1400,AF0661A,Peregrine Properties of Skaneateles LLC,520-F-159,16,AH,PPHA
The Bristal at North Woodmere,477 Hungry Harbor Road,Nassau,North Woodmere,11581,(516) 336-2600,AF0621A,Hungry Harbor Care LLC,400-S-304,155,EHP,PPHA
"Carlucci Homes, Inc.",516 Mullock Road,Orange,Port Jervis,12771,(914) 443-6835,AF0830A,"Carlucci Homes, Inc.",540-F-034,23,AH,PPHA
The Courtyards LLC,5285 South Park Avenue,Erie,Hamburg,14075,(716) 649-9111,AF0480B,The Courtyards LLC,240-F-872,133,AH,PPHA
Christian Fellowship House,369 Split Rock Road,Nassau,Syosset,11791,(516) 922-6040,AF0224A,Christian Fellowship,400-E-264,45,AH,NFP
Helen Keller National Center,111 Middle Neck Road,Nassau,Sands Point,11050,(516) 944-8900,AF0264A,Helen Keller Services for the Blind,400-E-040,52,AH,NFP
Promenade at University Place,1228 Western Avenue,Albany,Albany,12203,(518) 514-9500,AF0903A,Promenade Albany LLC,000-F-315,200,AH/ALP,PPHA
Park Terrace at Radisson,2981 Town Center Road,Onondaga,Baldwinsville,13027,(315) 638-9207,AF0596B,"Park Terrace Operating, LLC",520-F-169,65,AH,PPHA
Willing Helpers' Home for Women,"226 West Madison Ave, P.O. Box O",Fulton,Johnstown,12095,(518) 762-7719,AF0136A,Willing Helpers,280-E-008,20,AH,NFP
"Valley Residential Services, Inc.",161 Valley Drive,Herkimer,Herkimer,13350,(315) 219-5700,AF0719A,"Valley Health Services, Inc.",320-S-001,76,EHP/ALP,NFP
Castle Senior Living at Forest Hills,108-25 Horace Harding Expressway,Queens,Forest Hills,11368,(718) 760-4600,AF0219D,"Midway A.L., LLC",590-F-324,20,AH,PPHA
The Mansion at South Union,11 South Union Street,Washington,Cambridge,12816,(518) 677-3711,AF0081C,"ICC Management & Consulting, Inc.",760-F-012,44,AH/ALP,PPHA
Heritage Manor of Lockport,41 Lexington Court,Niagara,Lockport,14094,(716) 433-7626,AF0587A,"Heritage Management Associates, LLC",500-F-093,64,AH,PPHA
Wavecrest Home for Adults,242 Beach 20th Street,Queens,Far Rockaway,11691,(718) 471-5500,AF0432A,"Wavecrest HFA, Inc.",590-F-301,120,AH,PPHA
Crystal House Manor,"97 Mills Street, P.O. Box 576",Dutchess,Dover Plains,12522,(845) 877-6400,AF0633A,"Crsytal House Manor, Inc.",230-F-272,39,AH,PPHA
Westwood Commons Adult Home,50 Union Square Boulevard,Monroe,North Chili,14514,(585) 293-2060,AF0577A,"DePaul Adult Care Communities, Inc.",370-E-196,120,AH,NFP
The Bristal at East Northport,760 Larkfield Road,Suffolk,East Northport,11731,(631) 858-0100,AF0682A,"Engel Burman Sr. Housing at East Northport, LLC",700-S-303,166,EHP,PPHA
"Bayview Rest Home, LLC",143 East Main Street,Suffolk,Babylon,11702,(631) 661-3292,AF0204B,"Bayview Rest Home, LLC",700-F-908,75,AH,PPHA
Home of the Good Shepherd,390 Church Street,Saratoga,Saratoga Springs,12866,(518) 584-3317,AF0603B,"The Church Aid of the Protestant Episcopal Church in the Town of Saratoga Springs, Inc.",640-E-037,42,AH,NFP
St. Michael's Home,3 Lehman Terrace,Westchester,Yonkers,10705,(914) 476-3374,AF0403A,"St. Michael's Home, Inc.",800-E-038,60,AH,NFP
Elderwood Assisted Living at West Seneca,580 Orchard Park Road,Erie,West Seneca,14224,(716) 677-4242,AF0578B,"580 Orchard Park Road Operating Company, LLC",240-S-119,128,EHP/ALP,PPHA
Focus Senior Living at Utica,1445 Kemble Street,Oneida,Utica,13501,(315) 732-0100,AF0073B,"Utica AH Operations Associates, LLC",510-S-061,110,EHP/ALP,PPHA
The Bixby Home,8342 North Main Street P.O. Box 419,Seneca,Interlaken,14847,(607) 532-4488,AF0656A,"Deborah Bixby, Richard Bixby",680-F-010,24,AH,PPHA
New Monsey Park Home,15 Monsey Boulevard,Rockland,Monsey,10952,(845) 356-3400,AF0330A,"Orzel, Israel",620-F-052,263,AH,PPHA
Olsen Rest,P.O. Box 256 366 Gibbs Pond,Suffolk,Nesconset,11767,(631) 588-5676,AF0345A,"Olsen, George Jr.",700-F-223,40,AH,PPHA
The Gardens by Morningstar,132 Ellen Street,Oswego,Oswego,13126,(315) 343-0880,AF0735A,"The Gardens by Morningstar, LLC",560-F-042,106,AH/ALP,PPHA
Amber Court  of Smithtown,130-132 Lake Avenue,Suffolk,Nesconset,11767,(631) 768-1000,AF0760A,Amber Court @ Suffolk County LLC,700-F-945,186,AH/ALP,PPHA
Atria Briarcliff Manor,1025 Pleasantville Road,Westchester,Briarcliff Manor,10510,(914) 923-4400,AF0393C,"ATR New York LH, Inc.",800-F-996,200,AH,PPHA
McPeak's Adult Home,286 North Ocean Avenue,Suffolk,Patchogue,11772,(631) 475-0445,AF0308A,"McPeak's Adult Home, Inc.",700-F-051,51,AH,PPHA
Home Sweet Home on the Hudson,38 Prospect Avenue,Greene,Catskill,12414,(518) 943-5701,AF0115C,"The W Group at Catskill, LLC",300-F-032,60,AH/ALP,PPHA
Brookdale Lakewood,220 Southwestern Drive,Chautauqua,Lakewood,14750,(716) 665-2414,AF0525A,"Painted Post Properties, Inc.",060-S-001,100,EHP,PPHA
"Rebekah Rehab Assisted Living Program, Inc.",1050 Havemeyer Avenue,Bronx,Bronx,10462,(718) 863-6200,AF0919A,"Rebekah Rehab Assisted Living Program, Inc.",020-S-005,56,EHP/ALP,NFP
Alpine Manor,2714 Poplar Hill Road,Livingston,Lima,14485,(585) 346-5880,AF0441A,Louise Kinsella Thomas M. Kinsella Thomas E. Kinsella Mary E. Knapp,350-F-001,41,AH,PPHA
Atria Penfield,2006 Five Mile Line Road,Monroe,Penfield,14526,(585) 381-0282,AF0552C,"ATR New York LH, Inc.",370-F-212,120,AH,PPHA
Cedarwood Senior Living,46 Cortland Street,Cortland,Homer,13077,(607) 213-3705,AF0051B,Cedarwood Homer Community LLC,210-F-032,35,AH,PPHA
Chenango Valley Home,24 Canasawacta Street,Chenango,Norwich,13815,(607) 334-6598,AF0026A,"The Chenango Valley Home, Inc.",080-E-002,32,AH,NFP
The Hawthorne,1 Johnsarbor Dr. E,Monroe,Rochester,14620,(585) 760-1300,AF0762A,St. John's Meadows,370-S-861,42,EHP,NFP
Adirondack Manor Home for Adults-Camden,128 Main Street,Oneida,Camden,13316,(315) 245-1520,AF0007A,James E. Kane Sr. James E. Kane Jr.,510-F-028,40,AH,PPHA
The Vincent Bove Center at Jefferson Ferry,One Jefferson Ferry Drive,Suffolk,South Setauket,11720,(631) 650-2600,AF0424A,"Active Retirement Community, Inc.",700-S-291,87,EHP,NFP
Adirondack Manor HFA D.B.A Adirondack Manor HFA ALP,653 Bay Road,Warren,Queensbury,12804,(518) 761-0176,AF0003A,James E. Kane Sr. James E. Kane Jr.,750-F-046,60,AH/ALP,PPHA
"Hawthorne Ridge, Inc.",30 Community Way,Rensselaer,East Greenbush,12061,(518) 833-1111,AF0649A,"Hawthorne Ridge, Inc.",600-E-114,66,AH,NFP
Glenwell,2248 Old Union Road,Erie,Cheektowaga,14227,(716) 608-7000,AF0499A,"DePaul Adult Care Communities, Inc.",240-E-146,120,AH/ALP,NFP
Orchard Heights,5200 Chestnut Ridge Road,Erie,Orchard Park,14127,(716) 662-0651,AF0538B,"Orchard Heights, Inc.",240-F-884,200,AH,PPHA
"West Side Federation For Senior And Supportive Housing, Inc.",109 West 129th Street,New York,New York,10027,(212) 348-8513,AF0368B,"West Side Federation For Sr And Supportive Housing, Inc.",420-E-377,99,AH,NFP
The Bristal at Westbury,117 Post Ave.,Nassau,Westbury,11590,(516) 333-9828,AF0418A,Westbury Senior Living Inc.,400-S-300,180,EHP,PPHA
Promenade at Middletown,70 Fulton Street,Orange,Middletown,10940,(845) 341-1888,AF0399B,Promenade Middletown LLC,540-F-032,200,AH/ALP,PPHA
Jeff Senior Living,4804 Route 52- East Main Street,Sullivan,Jeffersonville,12748,(845) 482-4375,AF0280B,"JJJ Yabut, LLC",710-F-061,11,AH,PPHA
Heritage at The Plains at Parish Homestead,163 Heritage Circle,Otsego,Oneonta,13820,(607) 267-4013,AF0678B,"CSL Heritage AL, Inc.",570-F-051,53,AH,PPHA
Adirondack Manor HFA D.B.A Montcalm Manor HFA,45 Montcalm Street,Essex,Ticonderoga,12883,(518) 585-6230,AF0004A,James E. Kane Sr. James E. Kane Jr.,260-F-016,40,AH/ALP,PPHA
Sunrise of West Babylon,580 Montauk Highway,Suffolk,West Babylon,11704,(631) 422-8500,AF0848B,"GWC - West Babylon, Inc.",700-F-924,110,AH,PPHA
Atria Forest Hills,112-50 72nd Avenue,Queens,Forest Hills,11375,(718) 261-5300,AF0437C,"ATR New York LH, Inc.",590-S-313,90,EHP,PPHA
Brothers of Mercy Sacred Heart Home,4526 Ransom Road,Erie,Clarence,14031,(716) 759-2644,AF0918A,"Brothers of Mercy Sacred Heart Home, Inc.",240-E-845,96,AH,NFP
Brookdale East Side,7164 East Genesee Street,Onondaga,Fayetteville,13066,(315) 637-5127,AF0156C,"Painted Post, LLC",520-F-164,88,AH,PPHA
Mohegan Park,3441 Lexington Avenue,Westchester,Mohegan Lake,10547,(914) 528-3512,AF0316A,"Orzel, Israel",800-F-974,150,AH,PPHA
Sunrise of Glen Cove,39 Forest Avenue,Nassau,Glen Cove,11542,(516) 656-0575,AF0834A,"GWC-Glen Cove, Inc.",400-F-327,111,AH,PPHA
Bridges Cornell Heights - The Colonial,403 Wyckoff Avenue,Tompkins,Ithaca,14850,(607) 257-5777,AF0640A,"Ambrose, Elizabeth Classen",730-F-002,13,AH,PPHA
Orchard Estate of Woodbury,900 Woodbury Road,Nassau,Woodbury,11797,(516) 407-8096,AF0907A,"BSL Woodbury Operations, Inc.",400-F-339,105,AH,PPHA
Mountain Valley Manor,373-421 Wilbur Avenue,Ulster,Kingston,12401,(845) 331-1254,AF0658A,"Salaber, Inc.",740-F-078,53,AH,PPHA
The Lake Shore Assisted Living Residence,211 Lake Shore Road,Suffolk,Lake Ronkonkoma,11779,(631) 585-8800,AF0421A,"Lakehaven Equities, Inc.",700-F-893,200,AH,PPHA
Belle Harbor Manor,209 Beach 125th Street,Queens,Belle Harbor,11694,(718) 945-6600,AF0206A,"Belle Harbor Home of the Sages, Inc.",590-E-293,162,AH,NFP
Sunrise of East Meadow,1555 Glenn Curtiss Blvd.,Nassau,East Meadow,11554,(516) 542-0990,AF0850B,"GWC - East Meadow, Inc.",400-F-322,107,AH,PPHA
Ken-Ton Enriched Housing,3735 Delaware Avenue,Erie,Kenmore,14217,(716) 874-6070,AF0544B,Ken-Ton Enriched Housing LLC,240-S-131,49,EHP,NFP
