Facility Name,Address,County,City,Zip Code,Phone Number,Facility ID,Licensee,License Number,Capacity,Date Accessed,State Facility Type 1 Literal,State Facility Type 2 Literal,Ownership Type,State
Long Beach Assisted Living,274 WEST BROADWAY,Nassau,Long Beach,11561,(516) 897-0140,AF0267C,"HEMPSTEAD ALP, LLC",400-F-301,200,6/29/21,ADULT CARE FACILITY,ADULT HOME AND ASSISTED LIVING PROGRAM,FOR PROFIT,NY
Braemar Living At Wallkill,21 RIVERSIDE DRIVE,Orange,Middletown,10941,(914) 305-2230,AF0722A,"THE HAMLET AT WALLKILL, LLC",540-F-036,200,6/29/21,ADULT CARE FACILITY,ADULT HOME AND ASSISTED LIVING PROGRAM,FOR PROFIT,NY
Eden Heights Of Olean,161 SOUTH TWENTY-FIFTH STREET,Cattaraugus,Olean,14760,(716) 372-4466,AF0488A,"EDEN MANAGEMENT OF OLEAN, INC.",040-F-028,120,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
Atria East Northport,10 CHESHIRE PLACE,Suffolk,East Northport,11731,(631) 757-8000,AF0390C,"ATR NEW YORK LH, INC.",700-F-929,200,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
Canterbury Woods Gates Circle,1 GATES CIRCLE,Erie,Buffalo,14209,(716) 929-5150,AF0757A,"EPISCOPAL CHURCH HOME & AFFILIATES LIFE CARE COMMUNITY, INC.",240-S-127,5,6/29/21,ADULT CARE FACILITY,ENRICHED HOUSING PROGRAM,NON PROFIT,NY
New Sunnyside Adult Home,7010 COLLAMER ROAD,Onondaga,East Syracuse,13057,(315) 656-8606,AF0181B,"NEW SUNNYSIDE ADULT HOME, INC.",520-F-148,20,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
Heritage Manor Of Ransomville Assisted Living Program,3509 RANSOMVILLE ROAD,Niagara,Ransomville,14131,(716) 791-4211,AF0510D,"HERITAGE RANSOMVILLE MANAGEMENT, LLC",500-F-099,142,6/29/21,ADULT CARE FACILITY,ADULT HOME AND ASSISTED LIVING PROGRAM,FOR PROFIT,NY
Hillcrest Spring Residential,"5052 RTE30 UPPER MARKET ST, POB 383",Montgomery,Amsterdam,12010,(518) 843-3770,AF0060A,PAUL F. WOLFE,380-F-043,80,6/29/21,ADULT CARE FACILITY,ADULT HOME AND ASSISTED LIVING PROGRAM,FOR PROFIT,NY
The Arbors At Bohemia,1065 SMITHTOWN AVENUE,Suffolk,Bohemia,11716,(631) 567-3113,AF0276C,"ARCADIA MANAGEMENT, INC.",700-F-913,200,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
Promenade At Blue Hill,582 VETERANS MEMORIAL DRIVE,Rockland,Pearl River,10965,(845) 735-6846,AF0225B,PROMENADE BLUE HILL LLC,620-F-085,61,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
Ivy Lodge,108 MAIN STREET,Ulster,Saugerties,12477,(845) 246-4646,AF0832A,"IVY HALL AT THE FAMILY LODGE, LLC",740-F-082,40,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
Boulevard Alp,71-61 159TH STREET,Queens,Flushing,11365,(718) 969-8102,AF0629B,QUEENS BOULEVARD ALP LLC,590-S-317,239,6/29/21,ADULT CARE FACILITY,ENRICHED HOUSING AND ASSISTED LIVING PROGRAM,FOR PROFIT,NY
The Terrace At The Eddy Memorial,2256 BURDETT AVENUE,Rensselaer,Troy,12180,(518) 274-9890,AF0605A,"THE JAMES A. EDDY MEMORIAL GERIATRIC CENTER, INC.",600-S-001,69,6/29/21,ADULT CARE FACILITY,ENRICHED HOUSING PROGRAM,NON PROFIT,NY
St. Mark'S Terrace Ehp #1,110 CHAPEL STREET,Yates,Penn Yan,14527,(315) 536-2440,AF0557A,ST. MARK'S HOUSING,910-S-005,27,6/29/21,ADULT CARE FACILITY,ENRICHED HOUSING PROGRAM,NON PROFIT,NY
Willow Gardens,60 WILLOW DRIVE,Westchester,New Rochelle,10805,(914) 336-2338,AF0737A,"WILLOW GARDENS, INC.",800-E-136,51,6/29/21,ADULT CARE FACILITY,ADULT HOME,NON PROFIT,NY
Brookdale Kenmore,2971 DELAWARE AVENUE,Erie,Kenmore,14217,(716) 874-3200,AF0893A,"WW KENMORE OPERATOR, INC.",240-S-113,120,6/29/21,ADULT CARE FACILITY,ENRICHED HOUSING PROGRAM,FOR PROFIT,NY
Promenade At Tuxedo Place,40 HOSPITAL ROAD,Orange,Tuxedo,10987,(845) 735-6846,AF0683A,PROMENADE TUXEDO LLC,540-F-030,89,6/29/21,ADULT CARE FACILITY,ADULT HOME AND ASSISTED LIVING PROGRAM,FOR PROFIT,NY
Harbor View Home For Adults,3900 SHORE PARKWAY,Kings,Brooklyn,11235,(718) 769-9700,AF0261B,"HARBOR VIEW SENIOR LIVING RESIDENCE, LLC",331-F-282,162,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
Amber Court Of Westbury,3400 BRUSH HOLLOW ROAD,Nassau,Westbury,11590,(516) 334-3838,AF0366C,"AMBER COURT OF WESTBURY, LLC",400-F-325,225,6/29/21,ADULT CARE FACILITY,ADULT HOME AND ASSISTED LIVING PROGRAM,FOR PROFIT,NY
Elderwood Village At Williamsville,5271 MAIN STREET,Erie,Williamsville,14221,(716) 565-9663,AF0500B,"5271 MAIN STREET OPERATING COMPANY, LLC",240-S-115,110,6/29/21,ADULT CARE FACILITY,ENRICHED HOUSING PROGRAM,FOR PROFIT,NY
Jeffersonville Senior Living,4806 ROUTE 52,Sullivan,Jeffersonville,12748,(845) 482-4375,AF0281B,"JJJ YABUT, LLC",710-F-060,49,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
Five Star Premier Residences Of Yonkers,537 RIVERDALE AVENUE,Westchester,Yonkers,10705,(914) 423-7200,AF0273C,D&R YONKERS LLC,800-S-143,84,6/29/21,ADULT CARE FACILITY,ENRICHED HOUSING PROGRAM,FOR PROFIT,NY
"Camphill Ghent, Inc.",2542 ROUTE 66,Columbia,Chatham,12037,(518) 392-2760,AF0693A,"CAMPHILL GHENT, INC.",200-E-007,31,6/29/21,ADULT CARE FACILITY,ADULT HOME AND ASSISTED LIVING PROGRAM,NON PROFIT,NY
The Glen At Maple Pointe,260 MAPLE AVENUE,Nassau,Rockville Center,11570,(516) 764-4848,AF0607C,"MAPLE POINTE SENIOR CARE, LLC",400-F-320,60,6/29/21,ADULT CARE FACILITY,ADULT HOME AND ASSISTED LIVING PROGRAM,FOR PROFIT,NY
Villagecare At 46 And Ten,510 WEST 46TH STREET,New York,New York,10036,(212) 977-4600,AF0423A,VILLAGE HOUSING DEVELOPMENT FUND CORPORATION,420-S-379,89,6/29/21,ADULT CARE FACILITY,ENRICHED HOUSING AND ASSISTED LIVING PROGRAM,NON PROFIT,NY
The Waterford On The Bay,2900 BRAGG STREET,Kings,Brooklyn,11235,(718) 891-8400,AF0351B,"THE PALM HOME FOR ADULTS, LLC",331-F-272,200,6/29/21,ADULT CARE FACILITY,ADULT HOME AND ASSISTED LIVING PROGRAM,FOR PROFIT,NY
Rph East,20 CROSSING CREEK DRIVE,Monroe,Fairport,14450,(585) 223-0160,AF0739A,"ROCHESTER PRESBYTERIAN HOME, INC.",370-E-204,64,6/29/21,ADULT CARE FACILITY,ADULT HOME,NON PROFIT,NY
Tennyson Court,49 TENNYSON COURT,Erie,Williamsville,14221,(716) 632-9496,AF0565B,"TENNYSON COURT, LLC",240-F-874,93,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
The Willows,459 EAST OAK ORCHARD STREET,Orleans,Medina,14103,(585) 798-5233,AF0580B,"BLUE HERON ENTERPRISES,  LLC",550-F-005,24,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
Pleasant Gardens Home For Adults,396 MIDDLE ROAD,Suffolk,Bayport,11705,(631) 472-1047,AF0363B,"MERCY HAVEN, INC.",700-E-282,27,6/29/21,ADULT CARE FACILITY,ADULT HOME,NON PROFIT,NY
Lincoln Rest Home,12 LINCOLN AVENUE,Westchester,Ardsley,10502,(914) 693-1146,AF0294A,"POLITAN, NENITA",800-F-125,23,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
The Manor House,427 EAST MAIN STREET,Genesee,Batavia,14020,(585) 344-2345,AF0899A,"MANOR HOUSE ENRICHED, LLC",290-S-003,60,6/29/21,ADULT CARE FACILITY,ENRICHED HOUSING PROGRAM,FOR PROFIT,NY
Home Of The Good Shepherd Wilton,60 WALLER ROAD,Saratoga,Wilton,12831,(518) 580-0702,AF0659A,"THE CHURCH AID OF THE PROTESTANT EPISCOPAL CHURCH IN THE TOWN OF SARATOGA SPRINGS, INC.",640-E-038,54,6/29/21,ADULT CARE FACILITY,ADULT HOME,NON PROFIT,NY
Lutheran Home Cottages,114 UTICA ROAD,Oneida,Clinton,13323,(315) 801-5261,AF0904A,"THE LUTHERAN HOME OF CENTRAL NEW YORK, INC.",510-E-009,14,6/29/21,ADULT CARE FACILITY,ADULT HOME,NON PROFIT,NY
Maple Rest,61 ROLLSTONE AVENUE,Suffolk,West Sayville,11796,(631) 589-4840,AF0303A,SIMON HALPERT SARAH HALPERT,700-F-146,27,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
Village Green A Carlisle Assisted Living Community,90 SCHOOLHOUSE ROAD,Nassau,Levittown,11756,(516) 271-2500,AF0914A,"D & F LEVITTOWN, A.L., LLC",400-F-341,77,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
St. Joseph'S Assisted Living,125 SISTERS SERVANTS LANE P.O. BOX 8,Rockland,Sloatsburg,10974,(845) 753-2555,AF0402A,"ST. JOSEPH'S ADULT CARE HOME, INC.",620-E-016,31,6/29/21,ADULT CARE FACILITY,ADULT HOME AND ASSISTED LIVING PROGRAM,NON PROFIT,NY
Kalet'S Adult Home,504 DELAWARE STREET,Onondaga,Syracuse,13204,(315) 479-7514,AF0166B,"KALET, DIANE",520-F-161,45,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
Foltsbrook Center For Senior Living,104 NORTH WASHINGTON STREET,Herkimer,Herkimer,13350,(315) 866-6964,AF0042C,"CLAXTONMANOR, LLC (AS RECEIVER)",320-E-008,80,6/29/21,ADULT CARE FACILITY,ADULT HOME,NON PROFIT,NY
Mcharrie Pointe,7740 MEIGS ROAD,Onondaga,Baldwinsville,13027,(315) 638-2521,AF0674A,SYRACUSE HOME ASSOCIATION,520-E-093,47,6/29/21,ADULT CARE FACILITY,ADULT HOME,NON PROFIT,NY
The Bristal At North Hills,99 SOUTH SERVICE ROAD,Nassau,North Hills,11040,(516) 233-3100,AF0644A,"ENGEL BURMAN SENIOR HOUSING AT NORTH HILLS, INC.",400-S-309,140,6/29/21,ADULT CARE FACILITY,ENRICHED HOUSING PROGRAM,FOR PROFIT,NY
Terrace At Beverwyck,41 BEVERWYCK LANE,Albany,Slingerlands,12159,(518) 459-4062,AF0122A,"BEVERWYCK, INC.",000-S-005,48,6/29/21,ADULT CARE FACILITY,ENRICHED HOUSING PROGRAM,NON PROFIT,NY
Brookdale Niagara Memory Care,6751 NASH ROAD,Niagara,North Tonawanda,14120,(716) 731-1461,AF0442A,"NIAGARA STERLING COTTAGE OPERATOR, INC.",500-F-095,40,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
The Cambridge,4 WEST MAIN STREET,Washington,Cambridge,12816,(518) 677-3460,AF0736A,"ICC MANAGEMENT & CONSULTING, INC.",760-F-018,40,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
South Bay Adult Home,"33 COTTONTAIL RUN, BOX 601",Suffolk,Center Moriches,11934,(631) 878-0758,AF0396B,SOUTH BAY ADULT HOME AND ALP LLC,700-F-937,39,6/29/21,ADULT CARE FACILITY,ADULT HOME AND ASSISTED LIVING PROGRAM,FOR PROFIT,NY
Sachem Adult Home,1298 COATES AVENUE,Suffolk,Holbrook,11741,(631) 588-4554,AF0378B,SACHEM ADULT HOME AND ALP LLC,700-F-935,46,6/29/21,ADULT CARE FACILITY,ADULT HOME AND ASSISTED LIVING PROGRAM,FOR PROFIT,NY
Oyster Bay Manor,150 SOUTH STREET,Nassau,Oyster Bay,11771,(516) 624-0600,AF0650A,"OYSTER BAY MANOR, INC.",400-F-313,72,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
"Hyde Park Assisted Living Facility, Inc.",394 VIOLET AVENUE,Dutchess,Poughkeepsie,12601,(845) 204-9572,AF0744A,"HYDE PARK ASSISTED LIVING FACILITY, INC.",230-F-282,78,6/29/21,ADULT CARE FACILITY,ADULT HOME AND ASSISTED LIVING PROGRAM,FOR PROFIT,NY
Grande'Ville Senior Living Community,555 MAIDEN LANE,Monroe,Rochester,14616,(585) 621-6160,AF0504B,"GRANDE'VILLE SENIOR LIVING COMMUNITY, LLC",370-F-230,115,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
Metro Interfaith Ehp,110 CHENANGO PLACE,Broome,Binghamton,13901,(607) 724-3774,AF0082A,METRO INTERFAITH HOUSING MANAGEMENT CORPORATION,030-S-041,37,6/29/21,ADULT CARE FACILITY,ENRICHED HOUSING PROGRAM,NON PROFIT,NY
Woodhaven Home For Adults,1350 ROUTE 112,Suffolk,Port Jefferson Sta.,11776,(631) 473-3304,AF0440B,"WOODHAVEN A.H., LLC",700-F-905,181,6/29/21,ADULT CARE FACILITY,ADULT HOME AND ASSISTED LIVING PROGRAM,FOR PROFIT,NY
Brookdale Ithaca Memory Care,101 BUNDY ROAD,Tompkins,Ithaca,14850,(607) 256-5094,AF0145A,"ITHACA STERLING COTTAGE OPERATOR, INC.",730-F-001,36,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
Brightview Sayville,455 BROADWAY AVENUE,Suffolk,Sayville,11782,(631) 546-0302,AF0910A,"BV SAYVILLE OPERATOR, LLC",700-F-947,92,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
East Road Adult Home,7731 EAST ROAD,Lewis,Lowville,13367,(315) 376-7072,AF0038B,HOMES FOR HUMANITY HOLDINGS I LLC,340-F-019,20,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
The Fountains At Rivervue,1 RIVERVUE PLACE,Westchester,Tuckahoe,10707,(914) 768-6000,AF0419A,"THE FOUNTAINS OPERATING COMPANY (NY), INC.",800-F-981,141,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
Sunrise Of Crestwood,65 CRISFIELD STREET,Westchester,Yonkers,10710,(914) 395-3500,AF0865A,"GWC-CRESTWOOD, INC.",800-F-994,116,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
Harbor Terrace Adult Home And Assisted Living,110 HENDERSON AVENUE,Richmond,Staten Island,10301,(718) 727-8100,AF0195B,BAYWOOD LLC,610-F-064,363,6/29/21,ADULT CARE FACILITY,ADULT HOME AND ASSISTED LIVING PROGRAM,FOR PROFIT,NY
Frederic Fleming Residence,443-445 WEST 22ND STREET,New York,New York,10011,(212) 242-5277,AF0249A,WEST SIDE FEDERATION FOR SENIOR HOUSING,420-E-374,47,6/29/21,ADULT CARE FACILITY,ADULT HOME,NON PROFIT,NY
Sarah Jane Sanford Home,69 GUY PARK AVENUE,Montgomery,Amsterdam,12010,(518) 842-3670,AF0111A,THE HOME FOR ELDERLY WOMEN OF MONTGOMERY COUNTY,380-E-011,40,6/29/21,ADULT CARE FACILITY,ADULT HOME,NON PROFIT,NY
Elderwood Assisted Living At Waverly,44 BALL STREET,Tioga,Waverly,14892,(607) 565-6216,AF0188C,"44 BALL STREET OPERATING COMPANY, LLC",720-S-004,40,6/29/21,ADULT CARE FACILITY,ENRICHED HOUSING AND ASSISTED LIVING PROGRAM,FOR PROFIT,NY
Elderwood Assisted Living At Cheektowaga,229 BENNETT ROAD,Erie,Cheektowaga,14227,(716) 681-8631,AF0531C,"229 BENNETT ROAD OPERATING COMPANY, LLC",240-F-886,80,6/29/21,ADULT CARE FACILITY,ADULT HOME AND ASSISTED LIVING PROGRAM,FOR PROFIT,NY
The Springvale Inn,62 SPRINGVALE RD.,Westchester,Croton-On-Hudson,10520,(914) 739-4404,AF0611A,"LIVING INDEPENDENTLY FOR THE ELDERLY, INC.",800-S-129,125,6/29/21,ADULT CARE FACILITY,ENRICHED HOUSING PROGRAM,NON PROFIT,NY
"Surfside Manor Home For Adults, Llc",95-02 ROCKAWAY BEACH BOULEVARD,Queens,Rockaway Beach,11693,(718) 945-5500,AF0410B,"SURFSIDE MANOR HOME FOR ADULTS, LLC",590-F-314,200,6/29/21,ADULT CARE FACILITY,ADULT HOME AND ASSISTED LIVING PROGRAM,FOR PROFIT,NY
Champlain Valley Senior Community,10 GILLILAND LANE,Essex,Willsboro,12996,(518) 817-9108,AF0707A,"STONEBROOK PROPERTIES, LLC",260-F-018,81,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
"Seaview Manor, Llc",210 BEACH 47TH STREET,Queens,Far Rockaway,11691,(718) 471-1311,AF0386B,"SEAVIEW MANOR, LLC",590-F-313,118,6/29/21,ADULT CARE FACILITY,ADULT HOME AND ASSISTED LIVING PROGRAM,FOR PROFIT,NY
Hidden Gem Home For Adults,11 WITTRIDGE STREET,Suffolk,Lake Ronkonkoma,11779,(631) 588-4755,AF0438B,"GOLDEN HOMES OPERATING, INC.",700-F-085,18,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
Rochester Presbyterian Home,256 THURSTON ROAD,Monroe,Rochester,14619,(585) 235-9100,AF0547A,"ROCHESTER PRESBYTERIAN HOME, INC.",370-E-022,102,6/29/21,ADULT CARE FACILITY,ADULT HOME,NON PROFIT,NY
"Moffat Gardens Alp, Inc",22 MOFFAT STREET,Kings,Brooklyn,11207,(718) 366-3800,AF0680A,"RIDGEWOOD BUSHWICK SENIOR CITIZENS COUNCIL, INC",331-S-009,30,6/29/21,ADULT CARE FACILITY,ENRICHED HOUSING AND ASSISTED LIVING PROGRAM,NON PROFIT,NY
Southern Tier Meadows,4883 WEST MAIN ROAD,Chautauqua,Fredonia,14063,(716) 679-4883,AF0520B,"SOUTHERN TIER ENVIRONMENTS FOR LIVING, INC.",060-E-038,24,6/29/21,ADULT CARE FACILITY,ADULT HOME,NON PROFIT,NY
The Knolls,55 GRASSLANDS ROAD,Westchester,Valhalla,10595,(914) 989-7878,AF0602B,THE BETHEL METHODIST HOME,800-S-155,12,6/29/21,ADULT CARE FACILITY,ENRICHED HOUSING PROGRAM,NON PROFIT,NY
Valehaven Home For Adults,"2989 NORTH MAIN STREET, BOX 683",Clinton,Peru,12972,(518) 643-2740,AF0006A,JAMES E. KANE SR. JAMES E. KANE JR.,090-F-003,40,6/29/21,ADULT CARE FACILITY,ADULT HOME AND ASSISTED LIVING PROGRAM,FOR PROFIT,NY
The Nottingham Memory Care Residence,1307 NOTTINGHAM ROAD,Onondaga,Jamesville,13078,(315) 413-3945,AF0924A,"LORETTO ADULT COMMUNITY, INC.",520-E-097,24,6/29/21,ADULT CARE FACILITY,ADULT HOME,NON PROFIT,NY
Morningside At Home Assisted Living Program,1000 PELHAM PARKWAY SOUTH,Bronx,Bronx,10461,(718) 409-8266,AF0713B,"MORNINGSIDE ACQUISITION III, LLC",020-F-821,40,6/29/21,ADULT CARE FACILITY,ADULT HOME AND ASSISTED LIVING PROGRAM,FOR PROFIT,NY
The Terrace At Woodland,8299 TURIN ROAD,Oneida,Rome,13440,(315) 336-0307,AF0668A,"FOREST HILL ASSOCIATES, INC.",510-F-059,60,6/29/21,ADULT CARE FACILITY,ADULT HOME AND ASSISTED LIVING PROGRAM,FOR PROFIT,NY
Amber Court Of Brooklyn,650 EAST 104TH STREET,Kings,Brooklyn,11236,(718) 649-0700,AF0425B,"AMBER COURT OF BROOKLYN, LLC",331-F-284,224,6/29/21,ADULT CARE FACILITY,ADULT HOME AND ASSISTED LIVING PROGRAM,FOR PROFIT,NY
The New Falls,117 SCHUYLER STREET,Schuyler,Montour Falls,14865,(607) 535-7165,AF0566B,THE NEW FALLS HOME. LLC,670-F-006,111,6/29/21,ADULT CARE FACILITY,ADULT HOME AND ASSISTED LIVING PROGRAM,FOR PROFIT,NY
Garden House,2720 NORTH FOREST ROAD,Erie,Getzville,14068,(716) 639-3311,AF0879A,"MENORAH CAMPUS ADULT HOME, INC.",240-S-121,48,6/29/21,ADULT CARE FACILITY,ENRICHED HOUSING PROGRAM,NON PROFIT,NY
New Windsor Country Inn,450 TEMPLE HILL ROAD P.O. BOX 4328,Orange,New Windsor,12553,(845) 565-8110,AF0333A,WILLIAM R. LOCKWOOD  WILLIAM A. LOCKWOOD SCOTT W. LOCKWOOD PAUL M. LOCKWOOD,540-F-026,86,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
Adirondack Manor Hfa D.B.A Scotia Mansion,39 WALLACE STREET,Schenectady,Scotia,12302,(518) 346-6458,AF0002A,JAMES E. KANE SR. JAMES E. KANE JR.,650-F-078,49,6/29/21,ADULT CARE FACILITY,ADULT HOME AND ASSISTED LIVING PROGRAM,FOR PROFIT,NY
Alma Rangel Gardens Ny Foundation Ehp#7,55 WEST 137TH STREET,New York,New York,10037,(917) 507-1108,AF0594A,"NEW YORK FOUNDATION FOR SENIOR CITIZENS, INC.",420-S-381,42,6/29/21,ADULT CARE FACILITY,ENRICHED HOUSING PROGRAM,NON PROFIT,NY
Crossroads,120 GIFFORD STREET,Onondaga,Syracuse,13202,(315) 701-3894,AF0154A,"RESCUE MISSION ALLIANCE OF SYRACUSE NEW YORK, INC.",520-E-088,59,6/29/21,ADULT CARE FACILITY,ADULT HOME,NON PROFIT,NY
"Tanglewood Manor, Inc.",560 FAIRMOUNT AVENUE,Chautauqua,Jamestown,14701,(716) 483-2876,AF0564B,"TANGLEWOOD MANOR, INC.",060-F-036,158,6/29/21,ADULT CARE FACILITY,ADULT HOME AND ASSISTED LIVING PROGRAM,FOR PROFIT,NY
Ghent Assisted Living,30 WHITTIER WAY,Columbia,Ghent,12075,(518) 828-0900,AF0050C,GALR OPERATING LLC,200-F-022,80,6/29/21,ADULT CARE FACILITY,ADULT HOME AND ASSISTED LIVING PROGRAM,FOR PROFIT,NY
Atria Greece,150 TOWNGATE ROAD,Monroe,Rochester,14626,(585) 225-3010,AF0551B,"ATR NEW YORK LH, INC.",370-F-210,79,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
Family Srvs/Rochester Ehp2 Jonathan Child Project,399 COLVIN AVENUE,Monroe,Rochester,14611,(585) 436-9462,AF0495A,"FAMILY SERVICE OF ROCHESTER, INC.",370-S-132,30,6/29/21,ADULT CARE FACILITY,ENRICHED HOUSING AND ASSISTED LIVING PROGRAM,NON PROFIT,NY
Seabury Woods,110 DALAKER DRIVE,Monroe,Rochester,14624,(585) 426-4950,AF0593A,"CH SERVICES, INC.",370-S-841,85,6/29/21,ADULT CARE FACILITY,ENRICHED HOUSING PROGRAM,NON PROFIT,NY
St. Francis Commons,12 BURKLE STREET,Oswego,Oswego,13126,(315) 326-0870,AF0710A,"ST. FRANCIS COMMONS, INC.",560-E-009,60,6/29/21,ADULT CARE FACILITY,ADULT HOME AND ASSISTED LIVING PROGRAM,NON PROFIT,NY
Gurwin Jewish Fay J. Lindner Residence,50 HAUPPAUGE ROAD,Suffolk,Commack,11725,(631) 715-8500,AF0260A,"GURWIN JEWISH - FAY J. LINDNER RESIDENCES, INC.",700-S-289,200,6/29/21,ADULT CARE FACILITY,ENRICHED HOUSING PROGRAM,NON PROFIT,NY
The New Jewish Home University Avenue Assisted Living,2553 UNIVERSITY AVENUE,Bronx,Bronx,10468,(347) 418-4270,AF0714A,"JEWISH HOME LIFECARE, UNIVERSITY AVENUE ASSISTED LIVING",020-S-003,72,6/29/21,ADULT CARE FACILITY,ENRICHED HOUSING AND ASSISTED LIVING PROGRAM,NON PROFIT,NY
Danforth Adult Care Center,19 DANFORTH STREET,Rensselaer,Hoosick Falls,12090,(518) 686-5167,AF0035B,DANFORTH ASSISTED LIVING PROGRAM LLC,600-F-254,80,6/29/21,ADULT CARE FACILITY,ADULT HOME AND ASSISTED LIVING PROGRAM,FOR PROFIT,NY
Countryside Adult Home,353 SCHROON RIVER ROAD,Warren,Warrensburg,12885,(518) 623-3451,AF0131A,WARREN COUNTY D.S.S,750-N-006,48,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
Gurwin Jewish Fay J. Lindner Residence,50 HAUPPAUGE ROAD,Suffolk,Commack,11725,(631) 715-6500,AF0259A,"GURWIN JEWISH - FAY J. LINDNER RESIDENCES, INC.",700-E-288,65,6/29/21,ADULT CARE FACILITY,ADULT HOME,NON PROFIT,NY
Pineview Commons H.F.A.,201 SOUTH MELCHER STREET,Fulton,Johnstown,12095,(518) 762-5488,AF0093B,"PINEVIEW COMMONS, LLC",280-F-034,94,6/29/21,ADULT CARE FACILITY,ADULT HOME AND ASSISTED LIVING PROGRAM,FOR PROFIT,NY
Robynwood Assisted Living,43 WALNUT STREET,Otsego,Oneonta,13820,(607) 432-6387,AF0100C,ROBYNWOOD ALP LLC,570-F-053,49,6/29/21,ADULT CARE FACILITY,ADULT HOME AND ASSISTED LIVING PROGRAM,FOR PROFIT,NY
"Manor Haven Adult Home, Inc.",222 COLUMBIA STREET,Suffolk,Huntington Station,11746,(631) 549-0226,AF0300B,"MANOR HAVEN ADULT HOME, INC.",700-F-896,32,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
"New Homestead Home For Adults, Inc.",82-45 GRENFELL STREET,Queens,Kew Gardens,11415,(718) 441-2000,AF0329B,"NEW HOMESTEAD HOME FOR ADULTS, INC.",590-F-311,163,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
Chester Hill Adult Home,187 COTTAGE AVENUE,Westchester,Mount Vernon,10550,(914) 699-4294,AF0236B,187 COTTAGE AVENUE CORPORATION,800-F-986,21,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
Garden House For Adults,91 WALNUT STREET,Broome,Binghamton,13905,(607) 724-5763,AF0044A,"BAWAS, IMELDA",030-F-038,24,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
Hampshire House Adult Home,1846 COUNTY HIGHWAY 48,Otsego,Oneonta,13820,(607) 432-6171,AF0053B,HAMPSHIRE HOUSE OPERATING CORPORATION,570-F-048,65,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
Mermaid Manor Home For Adults,3602 MERMAID AVENUE,Kings,Brooklyn,11224,(718) 266-2100,AF0311B,"MERMAID MANOR HOME FOR ADULTS, LLC",331-F-276,200,6/29/21,ADULT CARE FACILITY,ADULT HOME AND ASSISTED LIVING PROGRAM,FOR PROFIT,NY
Kenwood Manor,141 ROCKEFELLER ROAD,Albany,Delmar,12054,(518) 439-8899,AF0048A,"KENWOOD MANOR, INC.",000-E-282,67,6/29/21,ADULT CARE FACILITY,ADULT HOME,NON PROFIT,NY
Inspire Of Mcclelland,126 OLD CASTLE POINT ROAD,Dutchess,Wappinger Falls,12590,(845) 831-1909,AF0307C,"INSPIRE OF MCCLELLAND, LLC",230-F-284,75,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
