Facility Name,Facility ID,License Number,Phone Number,Email Address,Address,City,State,Zip Code,County,Capacity,Licensee,State Facility Type 1 Literal
SHURMER PLACE MEMORY ASSISTED LIVING,OHL42108,2814R,4402681048,eseese@altenheim.com,18545 SHURMER ROAD,STRONGSVILLE,OH,44136,CUYAHOGA,76,WEST SIDE DEUTSCHER FRAUEN VEREIN,Residential Care Facility
SINGLETON HEALTH CARE CENTER,OHL50034,0682R,2162318467,channaireland@gmail.com,1867 E 82ND STREET,CLEVELAND,OH,44103,CUYAHOGA,22,"IRELAND HEALTH CARE CENTER, INC.",Residential Care Facility
SLOVENE HOME FOR THE AGED,OHL41953,1189R,2164860268,slovene91@aol.com,18621 NEFF ROAD,CLEVELAND,OH,44119,CUYAHOGA,12,SLOVENE HOME FOR THE AGED,Residential Care Facility
SMITH'S MILL HEALTH CAMPUS,OHL42238,2878R,6142451060,karen.marzec@trilogyhs.com,7320 SMITH'S MILL ROAD,NEW ALBANY,OH,43054,FRANKLIN,41,"TRILOGY HEALTHCARE OF FRANKLIN III, LLC",Residential Care Facility
SOLON POINTE AT EMERALD RIDGE,OHL00401,2219R,4404983000,aldirector@ehsolonpointe.net,5625 EMERALD RIDGE PARKWAY,SOLON,OH,44139,CUYAHOGA,65,"SOLON POINTE AT EMERALD RIDGE, LLC",Residential Care Facility
SOUTH FRANKLIN CIRCLE,OHL41296,2554R,2167912387,cstruk@judsonsmartliving.org,16570 WARREN COURT,CHAGRIN FALLS,OH,44023,GEAUGA,44,SOUTH FRANKLIN CIRCLE,Residential Care Facility
SOUTHWEST COMMONS,OHL40314,2427R,4402383777,katied@walsdc.com,18090 PEARL RD,STRONGSVILLE,OH,44136,CUYAHOGA,99,"SOUTHWEST COMMONS ASSISTED LIVING, LTD.SOUTHWEST C",Residential Care Facility
"SPRENGER HEALTH CARE OF MASSILLON ALF, INC",OHL40004,1497R,3308372100,hh938@aol.com,"205 ROHR AVENUE, NW",MASSILLON,OH,44646,STARK,18,CHILDS INVESTMENT CO,Residential Care Facility
"SPRENGER HEALTH CARE OF MASSILLON ALF, INC",OHL40004,1497R,3308372100,hh938@aol.com,"205 ROHR AVENUE, NW",MASSILLON,OH,44646,STARK,18,"SPRENGER HEALTH CARE OF MASSILLON ALF, INC",Residential Care Facility
SPRING CREEK NURSING AND REHABILITATION CENTER,OHL00875,0297R,4196392581,mbrick@prestigehcg.com,430 NORTH BROADWAY STREET,GREEN SPRINGS,OH,44836,SENECA,36,EDEN SPRINGS NURSING AND REHABILITATION EAST LLC,Residential Care Facility
SPRING CREEK NURSING AND REHABILITATION CENTER,OHL00875,0297R,4196392581,mbrick@prestigehcg.com,430 NORTH BROADWAY STREET,GREEN SPRINGS,OH,44836,SENECA,36,"ELMWOOD CENTER, INC.",Residential Care Facility
SPRING CREEK NURSING AND REHABILITATION CENTER,OHL00875,0297R,4196392581,mbrick@prestigehcg.com,430 NORTH BROADWAY STREET,GREEN SPRINGS,OH,44836,SENECA,36,"SPRING CREEK NURSING AND REHABILITATION CENTER, LL",Residential Care Facility
SPRING HILLS MIDDLETOWN,OHL03197,2287R,5134249999,chimes@spring-hill.net,3851 TOWNE BOULEVARD,FRANKLIN,OH,45005,WARREN,107,"PRAM/MIDDLETOWN TE, LLC",Residential Care Facility
SPRING HILLS SINGING WOODS,OHL01945,2194R,9372741400,ecarroll@springhills.com,140 E. WOODBURY DRIVE,DAYTON,OH,45415,MONTGOMERY,140,"PRAM/SINGING WOODS TE, LLC",Residential Care Facility
SPRINGFIELD ASSISTED LIVING,OHL01645,1986R,9373991216,smaxel@assistedlivingofspringfield.com,2981 VESTER AVENUE,SPRINGFIELD,OH,45503,CLARK,140,SPRINGFIELD ALF LLC,Residential Care Facility
SPRINGFIELD MASONIC COMMUNITY,OHL01936,2133R,9375253000,aberardi@ohiomasonichome.org,2655 WEST NATIONAL ROAD,SPRINGFIELD,OH,45504,CLARK,190,"MASONIC HEALTH CARE, INC",Residential Care Facility
SPRINGFIELD NURSING AND INDEPENDENT LIVING,OHL41884,2708R,9373998311,fred.carpenter@saberhealth.com,404 EAST MCCREIGHT AVENUE,SPRINGFIELD,OH,45503,CLARK,16,"SPRINGFIELD HEALTHCARE GROUP, INC.",Residential Care Facility
ST CATHERINE'S MANOR OF FOSTORIA,OHL42184,1374R,4194358112,administrator@stcatherinesfostoria.com,25 CHRISTOPHER DRIVE,FOSTORIA,OH,44830,HANCOCK,15,"HCF OF FOSTORIA, INC.",Residential Care Facility
ST CLARE COMMONS,OHL41733,2638R,4199310050,hbates@chilivingcomm.org,12469 FIVE POINT ROAD,PERRYSBURG,OH,43551,WOOD,126,ST CLARE COMMONS,Residential Care Facility
ST LEONARD,OHL500120,1887R,9374397158,plipsey@chilivingcomm.org,8100 CLYO ROAD,CENTERVILLE,OH,45458,MONTGOMERY,220,FRANCISCAN SERVICES CORPORATION,Residential Care Facility
ST LUKE LUTHERAN COMMUNITY - PORTAGE LAKES,OHL41692,0670R,3306443914,joevannostran@stllc.org,615 LATHAM LANE,AKRON,OH,44319,SUMMIT,30,ST. LUKE LUTHERAN COMMUNITY - PORTAGE LAKES,Residential Care Facility
ST LUKE LUTHERAN COMMUNITY-MINERVA,OHL41621,2605R,3308685600,jspieler@stllc.org,4301 WOODALE AVENUE SE,MINERVA,OH,44657,STARK,60,ST. LUKE LUTHERAN COMMUNITY  MINERVA,Residential Care Facility
"ST MARTIN MANAGEMENT, LLC",OHL41579,2594R,4192816721,manager@martinhouseapt.com,625 CENTER STREET,ASHLAND,OH,44805,ASHLAND,85,"HOLLAND-ASHLAND APARTMENTS,LTD",Residential Care Facility
ST MARY OF THE WOODS,OHL40412,2439R,4409372700,71-administrator@atriumlivingcenters.com,35755 DETROIT ROAD,AVON,OH,44011,LORAIN,77,ATRIUM RETIREMENT CENTERS LLC,Residential Care Facility
ST.  AUGUSTINE TOWERS,OHL00380,2142R,2166347444,bnolan@st-aug.org,7821 LAKE AVENUE,CLEVELAND,OH,44102,CUYAHOGA,110,ST. AUGUSTINE MANOR DBA,Residential Care Facility
STELLAR CARE CAMPUS,OHL41518,2583R,7404720144,bryan@daybreakohio.com,47045 MOORE RIDGE ROAD,WOODSFIELD,OH,43793,MONROE,19,"ALS MONROE COUNTY, INC",Residential Care Facility
STELLAR CARE CAMPUS,OHL41518,2583R,7404720144,bryan@daybreakohio.com,47045 MOORE RIDGE ROAD,WOODSFIELD,OH,43793,MONROE,19,MONROE COUNTY CARE CENTER,Residential Care Facility
STELLAR CARE CAMPUS,OHL41518,2583R,7404720144,bryan@daybreakohio.com,47045 MOORE RIDGE ROAD,WOODSFIELD,OH,43793,MONROE,19,"MONROE COUNTY OPERATING, INC",Residential Care Facility
STONE CREEK ASSISTED LIVING AND MEMORY CARE ,OHL41873,2703R,3305961272,cboone@stonecreekals.com,1280 SOUTH SAWBURG AVENUE,ALLIANCE,OH,44601,STARK,48,"DANBURY WOODS ALLIANCE, LLC",Residential Care Facility
STONE CREEK ASSISTED LIVING AND MEMORY CARE ,OHL41873,2703R,3305961272,cboone@stonecreekals.com,1280 SOUTH SAWBURG AVENUE,ALLIANCE,OH,44601,STARK,48,"STONE CREEK ALLIANCE, INC.",Residential Care Facility
STONE GARDENS ASSISTED LIVING,OHL00327,2031R,2162920070,tweiss@menorahpark.org,27090 CEDAR ROAD,BEACHWOOD,OH,44122,CUYAHOGA,160,"MENORAH PARK, BET MOSHAV ZEKENIM HADAT",Residential Care Facility
STORY POINT OF TROY,OHL42035,2780R,9374403607,hfogle@storypoint.com,1840 TOWNE PARK DRIVE,TROY,OH,45373,MIAMI,104,"SENIOR LIVING TROY, LLC",Residential Care Facility
STORYPOINT FAIRFIELD,OHL42269,2894R,5134388753,jnell@storypoint.com,7129 GILMORE ROAD,FAIRFIELD,OH,45011,BUTLER,46,"SENIOR LIVING FAIRFIELD, LLC",Residential Care Facility
STORYPOINT OF GROVE CITY,OHL42127,2825R,6148756500,jshockley@storypoint.com,3717 ORDERS ROAD,GROVE CITY,OH,43123,FRANKLIN,122,"SENIOR LIVING GROVE CITY, LLC",Residential Care Facility
STORYPOINT WATERVILLE,OHL42160,2844R,4198781000,bdejonghe@storypoint.com,1470 PRAY BOULEVARD,WATERVILLE,OH,43566,LUCAS,40,"SENIOR LIVING WATERVILLE, LLC",Residential Care Facility
STOW GLEN ASSISTED LIVING,OHL00043,1797R,3306867100,bdelp@stowglen.com,4285 KENT ROAD,STOW,OH,44224,SUMMIT,90,"STOW-GLEN, INC.",Residential Care Facility
STRATFORD COMMONS ASSISTED LIVING,OHL03224,2344R,4409140900,gmayer@gcapmgmt.com,7000 COCHRAN ROAD,GLENWILLOW,OH,44139,CUYAHOGA,64,KND DEVELOPMENT 51 LLC,Residential Care Facility
STRATFORD COMMONS ASSISTED LIVING,OHL03224,2344R,4409140900,gmayer@gcapmgmt.com,7000 COCHRAN ROAD,GLENWILLOW,OH,44139,CUYAHOGA,64,"STRATFORD COMMONS LEASING, LLC",Residential Care Facility
STRATFORD COMMONS ASSISTED LIVING,OHL03224,2344R,4409140900,gmayer@gcapmgmt.com,7000 COCHRAN ROAD,GLENWILLOW,OH,44139,CUYAHOGA,64,"STRAT OP, LLC",Residential Care Facility
SUITES AT CONTINUING HEALTHCARE OF NILES THE,OHL00392,1847R,3306526745,bparsons@continuinghc.com,2567 NILES-VIENNA ROAD,NILES,OH,44446,TRUMBULL,95,"NILES RESIDENTIAL CARE, LLC",Residential Care Facility
SUITES AT HAWTHORN GLEN THE,OHL01886,1936R,5138637775,mbarton@hawthornglennc.com,5414 HANKINS ROAD,MIDDLETOWN,OH,45044,BUTLER,92,"SEMMA ENTERPRISES, INC.",Residential Care Facility
SUITES AT WALNUT CREEK THE,OHL32948,2343R,9372990194,hochwaltj@wcreekoh.com,2501 KEYSTONE CLUB DRIVE,KETTERING,OH,45439,MONTGOMERY,190,MARINER MANAGEMENT,Residential Care Facility
SUITES AT WALNUT CREEK THE,OHL32948,2343R,9372990194,hochwaltj@wcreekoh.com,2501 KEYSTONE CLUB DRIVE,KETTERING,OH,45439,MONTGOMERY,190,PAUL DEPALMA,Residential Care Facility
SUITES AT WALNUT CREEK THE,OHL32948,2343R,9372990194,hochwaltj@wcreekoh.com,2501 KEYSTONE CLUB DRIVE,KETTERING,OH,45439,MONTGOMERY,190,"APRIL ENTERPRISES, INC.",Residential Care Facility
"SUMMIT ACRES, INC",OHL41992,1250R,7407322364,britney.cowgill@altercareonline.net,44565 SUNSET ROAD,CALDWELL,OH,43724,NOBLE,26,"SUMMIT ACRES, INC.",Residential Care Facility
SUMMIT POINT,OHL40992,2508R,3307484204,yowens@capitalseniorliving.net,9633  VALLEY VIEW ROAD,MACEDONIA,OH,44056,SUMMIT,133,"CSL SUMMIT POINT, LLC",Residential Care Facility
SUMMIT'S TRACE HEALTHCARE CENTER,OHL00966,1061R,6142574331,lwelsh@solivitahc.com,935 NORTH CASSADY AVENUE,COLUMBUS,OH,43219,FRANKLIN,111,"PEREGRINE HEALTH SERVICES OF COLUMBUS, LLC",Residential Care Facility
SUMMIT'S TRACE HEALTHCARE CENTER,OHL00966,1061R,6142574331,lwelsh@solivitahc.com,935 NORTH CASSADY AVENUE,COLUMBUS,OH,43219,FRANKLIN,111,"PGN OP SUMMIT, LLC",Residential Care Facility
SUNRISE ASSISTED LIVING OF FINDLAY,OHL03188,2175R,4194253440,findlay.ed@sunriseseniorliving.com,401 LAKE CASCADES PARKWAY,FINDLAY,OH,45840,HANCOCK,79,"KARRINGTON OPERATING COMPANY, INC.",Residential Care Facility
SUNRISE AT PARMA,OHL03221,2289R,2164478909,parma.ed@sunriseseniorliving.com,7766  BROADVIEW ROAD,PARMA,OH,44134,CUYAHOGA,74,"SZR PARMA ASSISTED LIVING OPCO, LLC",Residential Care Facility
SUNRISE AT PARMA,OHL03221,2289R,2164478909,parma.ed@sunriseseniorliving.com,7766  BROADVIEW ROAD,PARMA,OH,44134,CUYAHOGA,74,SZR PARMA ASSISTED LIVING LLC,Residential Care Facility
SUNRISE OF CUYAHOGA FALLS,OHL03219,2294R,3309298500,cuyahogafalls.ed@sunriseseniorliving.com,1500 STATE ROAD,CUYAHOGA FALLS,OH,44223,SUMMIT,75,"SZR CUYAHOGA FALLS SENIOR LIVING, LLC",Residential Care Facility
SUNRISE OF CUYAHOGA FALLS,OHL03219,2294R,3309298500,cuyahogafalls.ed@sunriseseniorliving.com,1500 STATE ROAD,CUYAHOGA FALLS,OH,44223,SUMMIT,75,"SZR CUYAHOGA FALLS SENIOR LIVING OPCO, LLC",Residential Care Facility
SUNRISE OF CUYAHOGA FALLS,OHL03219,2294R,3309298500,cuyahogafalls.ed@sunriseseniorliving.com,1500 STATE ROAD,CUYAHOGA FALLS,OH,44223,SUMMIT,75,AL INVESTORS-MIDDLEBURG HEIGHTS LLC,Residential Care Facility
SUNRISE OF DUBLIN,OHL41887,2711R,6147182062,dublin.ed@sunriseseniorliving.com,4175 STONERIDGE LANE,DUBLIN,OH,43017,FRANKLIN,120,"SUNRISE DUBLIN SENIOR LIVING, LLC",Residential Care Facility
SUNRISE OF DUBLIN,OHL41887,2711R,6147182062,dublin.ed@sunriseseniorliving.com,4175 STONERIDGE LANE,DUBLIN,OH,43017,FRANKLIN,120,"WELLTOWER OPCO GROUP, LLC",Residential Care Facility
SUNRISE OF DUBLIN,OHL41887,2711R,6147182062,dublin.ed@sunriseseniorliving.com,4175 STONERIDGE LANE,DUBLIN,OH,43017,FRANKLIN,120,"SUNRISE DUBLIN SENIOR LIVING OPCO, LLC",Residential Care Facility
SUNRISE OF GAHANNA,OHL01183,2182R,6144189775,gahanna.ed@sunriseseniorliving.com,775 EAST JOHNSTOWN ROAD,GAHANNA,OH,43230,FRANKLIN,64,"SUNRISE THIRD (POOL I), LLC",Residential Care Facility
SUNRISE OF GAHANNA,OHL01183,2182R,6144189775,gahanna.ed@sunriseseniorliving.com,775 EAST JOHNSTOWN ROAD,GAHANNA,OH,43230,FRANKLIN,64,"WELLTOWER OPCO GROUP, LLC",Residential Care Facility
SUNSET HOUSE,OHL500075,0051R,4195364645,jbishop@sunset-communities.org,4020 INDIAN ROAD,TOLEDO,OH,43606,LUCAS,77,"SUNSET RETIREMENT COMMUNITIES, INC.",Residential Care Facility
SUNSET VILLAGE,OHL500090,2342R,4197241200,cblackmore@sunset-village.org,9640 SYLVANIA-METAMORA ROAD,SYLVANIA,OH,43560,LUCAS,64,WOODLANDS AT SUNSET HOUSE,Residential Care Facility
SUNSET VILLAGE,OHL500090,2342R,4197241200,cblackmore@sunset-village.org,9640 SYLVANIA-METAMORA ROAD,SYLVANIA,OH,43560,LUCAS,64,"SUNSET RETIREMENT COMMUNITIES, INC.",Residential Care Facility
SUNSET VILLAGE,OHL500090,2342R,4197241200,cblackmore@sunset-village.org,9640 SYLVANIA-METAMORA ROAD,SYLVANIA,OH,43560,LUCAS,64,SUNSET HOUSE,Residential Care Facility
SWANTON HLTH CARE & RETIREMENT CTR ASSISTED LIVING,OHL00679,1839R,4198251145,dhauer@swantonhealthcare.com,214 SOUTH MUNSON ROAD,SWANTON,OH,43558,FULTON,16,VAM HOLDING COMPANY,Residential Care Facility
SWANTON HLTH CARE & RETIREMENT CTR ASSISTED LIVING,OHL00679,1839R,4198251145,dhauer@swantonhealthcare.com,214 SOUTH MUNSON ROAD,SWANTON,OH,43558,FULTON,16,SWANTON HEALTH CARE & RETIREMENT CENTER ASSISTED L,Residential Care Facility
SYCAMORE GLEN RETIREMENT COMMUNITY,OHL01634,1876R,9378662984,bill.largo@ketteringhealth.org,317 SYCAMORE GLEN DRIVE,MIAMISBURG,OH,45342,MONTGOMERY,174,SYCAMORE GLEN RETIREMENT COMMUNITY,Residential Care Facility
SYMPHONY AT CENTERVILLE,OHL41995,2763R,9739992586,executivedirector@symphonycenterville.com,7383 PARAGON ROAD,DAYTON,OH,45459,MONTGOMERY,64,"DAYTON OPERATOR, LLC",Residential Care Facility
SYMPHONY AT MENTOR,OHL03232,2346R,4402568320,ed@symphonyatmentor.com,8155 MENTOR HILLS DRIVE,MENTOR,OH,44060,LAKE,108,"MENTOR OPERATOR, LLC",Residential Care Facility
SYMPHONY AT OLMSTED FALLS,OHL32928,2320R,4402352750,ed@symphonyatolmstedfalls.com,25880 ELM STREET,OLMSTED FALLS,OH,44138,CUYAHOGA,60,"OLMSTED OPERATOR, LLC",Residential Care Facility
TALLMADGE SENIOR LIVING LLC,OHL41977,2753R,3302471875,kwingert@danburyseniorliving.com,73 EAST AVENUE,TALLMADGE,OH,44278,SUMMIT,133,"BROOKWOOD MANAGEMENT COMPANY, LLC",Residential Care Facility
TAPESTRY SENIOR LIVING SPRINGBORO,OHL42189,2859R,9377489344,lindsay.speed@tapestryspringboro.com,8683 CLEARCREEK FRANKLIN ROAD,SPRINGBORO,OH,45066,WARREN,206,"TAPESTRY SPRINGBORO SENIOR HOUSING MANAGEMENT, LLC",Residential Care Facility
TAPESTRY SENIOR LIVING WICKLIFFE,OHL42162,2846R,4403739900,melissa.schmidt@tapestrysenior.com,28500 EUCLID AVE,WICKLIFFE,OH,44092,LAKE,200,"TAPESTRY WICKLIFFE SENIOR HOUSING MANAGEMENT, LLC",Residential Care Facility
TAYLOR PLACE,OHL00846,2120R,4194200790,rivy@enlivant.com,1920 BRECKENRIDGE ROAD,FINDLAY,OH,45840,HANCOCK,50,TAYLOR AID OPCO LLC,Residential Care Facility
TAYLOR SPRINGS HEALTH CAMPUS,OHL42292,2904R,6148636384,robin.helzerman@taylorspringshc.com,748 TAYLOR ROAD,GAHANNA,OH,43230,FRANKLIN,41,"TRILOGY HEALTHCARE OF GAHANNA, LLC",Residential Care Facility
TERRACE AT WESTSIDE THE,OHL01636,1884R,5134713491,fischernyu@aol.com,1859 GRAND AVENUE,CINCINNATI,OH,45214,HAMILTON,40,"JUSTARR, INC.",Residential Care Facility
TERRACE II THE,OHL41643,2612R,5134713491,fischernyu@aol.com,1857 GRAND AVENUE,CINCINNATI,OH,45214,HAMILTON,75,"JUSTARR, INC.",Residential Care Facility
THE 1907 AT CENTRAL SCHOOL,OHL42205,2867R,4409846999,nrollins@sprengerhealthcare.com,474 CHURCH STREET,AMHERST,OH,44001,LORAIN,80,CENTRAL VILLAGE LTD. CO.,Residential Care Facility
THE ENCLAVE OF SPRINGBORO,OHL41891,2712R,9377481919,deborah.katsetos@enclaveofspringboro.com,355 WEST CENTRAL AVENUE,SPRINGBORO,OH,45066,WARREN,158,"COLUMBIA/WEGMAN SPRINGBORO, LLC",Residential Care Facility
THE ENCLAVE OF SPRINGBORO,OHL41891,2712R,9377481919,deborah.katsetos@enclaveofspringboro.com,355 WEST CENTRAL AVENUE,SPRINGBORO,OH,45066,WARREN,158,"AVENUE SENIOR CARE, LLC",Residential Care Facility
THE FOUNTAINS ASSISTED LIVING,OHL00370,2089R,4404601000,licensing@providencehcm.com,1555 BRAINARD ROAD,LYNDHURST,OH,44124,CUYAHOGA,62,"FOUNTAINS LEASING, LLC",Residential Care Facility
THE FOUNTAINS ASSISTED LIVING,OHL00370,2089R,4404601000,licensing@providencehcm.com,1555 BRAINARD ROAD,LYNDHURST,OH,44124,CUYAHOGA,62,ERIC WALD,Residential Care Facility
THE FOUNTAINS ASSISTED LIVING,OHL00370,2089R,4404601000,licensing@providencehcm.com,1555 BRAINARD ROAD,LYNDHURST,OH,44124,CUYAHOGA,62,MARTIN WALD,Residential Care Facility
THE FOUNTAINS ASSISTED LIVING,OHL00370,2089R,4404601000,licensing@providencehcm.com,1555 BRAINARD ROAD,LYNDHURST,OH,44124,CUYAHOGA,62,STEVE ROSEDALE,Residential Care Facility
THE FOUNTAINS ASSISTED LIVING,OHL00370,2089R,4404601000,licensing@providencehcm.com,1555 BRAINARD ROAD,LYNDHURST,OH,44124,CUYAHOGA,62,"GREENS NURSING AND ASSISTED LIVING, LLC",Residential Care Facility
THE GARDENS AT LIBERTY PARK,OHL03228,2292R,3303429100,thamel@inspiritseniorliving.com,9975 GREEN TREE PARKWAY,STREETSBORO,OH,44241,PORTAGE,132,INSPIRIT STREETSBORO OPERATOR LLC,Residential Care Facility
THE GARDENS AT LIBERTY PARK,OHL03228,2292R,3303429100,thamel@inspiritseniorliving.com,9975 GREEN TREE PARKWAY,STREETSBORO,OH,44241,PORTAGE,132,"RGM HEALTH SERVICES GROUP, LLC",Residential Care Facility
THE GARDENS OF ST FRANCIS,OHL32957,2392R,4196984331,cwoodward@chilivingcomm.org,930 SOUTH  WYNN ROAD,OREGON,OH,43616,LUCAS,78,CHI LIVING COMMUNITIES,Residential Care Facility
THE GARDENS OF ST FRANCIS,OHL32957,2392R,4196984331,cwoodward@chilivingcomm.org,930 SOUTH  WYNN ROAD,OREGON,OH,43616,LUCAS,78,LITTLE SISTERS OF THE POOR,Residential Care Facility
THE LANDING OF LONG COVE,OHL41560,2591R,5132293155,cwithrow@northstarsl.com,5535 IRWIN SIMPSON ROAD,MASON,OH,45040,WARREN,135,EMERIWEG DEERFIELD LLC,Residential Care Facility
THE LANDING OF LONG COVE,OHL41560,2591R,5132293155,cwithrow@northstarsl.com,5535 IRWIN SIMPSON ROAD,MASON,OH,45040,WARREN,135,"SIMPSON SENIOR CARE, LLC",Residential Care Facility
THE LANDING OF STOW,OHL40968,2502R,3303420934,jseher@northstarsl.com,5511 FISHCREEK ROAD,STOW,OH,44224,SUMMIT,162,"FISHCREEK SENIOR CARE, LLC",Residential Care Facility
THE LANDING OF STOW,OHL40968,2502R,3303420934,jseher@northstarsl.com,5511 FISHCREEK ROAD,STOW,OH,44224,SUMMIT,162,EMERIWEG STOW LLC,Residential Care Facility
THE SPRINGS OF LIMA,OHL42129,2826R,4192216051,jessica.trinko@springsoflima.com,370 N EASTOWN ROAD,LIMA,OH,45807,ALLEN,41,"TRILOGY HEALTHCARE OF LIMA II, LLC",Residential Care Facility
THE WILLOWS AT TIFFIN,OHL42224,2875R,4194430059,alicia.wolf@willowsattiffin.com,410 FAIR LANE,TIFFIN,OH,44883,SENECA,23,"TRILOGY HEALTHCARE OF TIFFIN, LLC",Residential Care Facility
THE WINFIELD AT MIDDLETOWN,OHL01956,2225R,5134232322,abaker@winfieldmiddletown.com,3000 MCGEE AVENUE,MIDDLETOWN,OH,45044,BUTLER,75,"MIDDLETOWN AL/MC, LLC",Residential Care Facility
THE WINFIELD AT MIDDLETOWN,OHL01956,2225R,5134232322,abaker@winfieldmiddletown.com,3000 MCGEE AVENUE,MIDDLETOWN,OH,45044,BUTLER,75,"CSL MIDDLETOWN, LLC",Residential Care Facility
"THE WYNDMOOR OF MARION, LLC",OHL01180,2178R,7403893929,linn.wade@wyndmooralf.com,308 BARKS ROAD EAST,MARION,OH,43302,MARION,60,"THE WYNDMOOR OF MARION, LLC",Residential Care Facility
"THE WYNDMOOR OF MARION, LLC",OHL01180,2178R,7403893929,linn.wade@wyndmooralf.com,308 BARKS ROAD EAST,MARION,OH,43302,MARION,60,"BROOKDALE SENIOR LIVING COMMUNITIES, INC.",Residential Care Facility
THISTLE HOUSE SENIOR LIVING,OHL42134,2830R,4403132933,phil@thistlehouseseniorliving.com,526 WATER STREET,CHARDON,OH,44024,GEAUGA,22,THISTLE HOUSE PROPERTIES LLC,Residential Care Facility
THREE CREEKS SENIOR LIVING,OHL42017,2772R,6149330078,plarney@spectrumretirement.com,5435 MORSE ROAD,GAHANNA,OH,43230,FRANKLIN,89,"GAHANNA OPERATOR, LLC",Residential Care Facility
TOWNVIEW TERRACE,OHL41614,2603R,7404121138,bryan@daybreakohio.com,200 S MARKET STREET,WOOSTER,OH,44691,WAYNE,75,TRI STATE HOME HEALTH LLC,Residential Care Facility
TRADITIONS AT CAMARGO,OHL42227,2876R,5134225499,brianwurster@traditionsmgmt.net,7650 CAMARGO ROAD,MADEIRA,OH,45243,HAMILTON,150,"MADEIRA SENIOR PARTNERS, LLC",Residential Care Facility
TRADITIONS AT MILL RUN,OHL01151,2052R,6147710100,sgrote@nationalchurchresidences.org,3550 FISHINGER BOULEVARD,HILLIARD,OH,43026,FRANKLIN,150,TRADITIONS AT MILL RUN,Residential Care Facility
TRADITIONS AT NORTH BEND,OHL42267,2893R,5137081665,debraoaks@traditionsmgmt.net,4916 NORTH BEND ROAD,CINCINNATI,OH,45211,HAMILTON,150,"NORTH BEND SENIOR LIVING, LLC",Residential Care Facility
TRADITIONS AT STYGLER COMMONS,OHL41289,2087R,6144758778,ssaum@nationalchurchresidences.org,165 NORTH STYGLER ROAD,GAHANNA,OH,43230,FRANKLIN,54,TRADITIONS AT STYGLER ROAD,Residential Care Facility
TRADITIONS OF BEAVERCREEK,OHL41991,2761R,9374276220,brittanystidham@traditionsmgmt.net,800 GRAYSON LANE,BEAVERCREEK,OH,45430,GREENE,150,"BEAVERCREEK SENIOR PARTNERS, LLC",Residential Care Facility
TRADITIONS OF BEAVERCREEK,OHL41991,2761R,9374276220,brittanystidham@traditionsmgmt.net,800 GRAYSON LANE,BEAVERCREEK,OH,45430,GREENE,150,"BEAVERCREEK SENIOR LIVING II, LLC",Residential Care Facility
TRADITIONS OF DEERFIELD,OHL42093,2808R,5135835170,andreanoe@traditionsmgmt.net,3455 NANTUCKET CIRCLE,LOVELAND,OH,45140,WARREN,150,"DEERFIELD SENIOR LIVING, LLC",Residential Care Facility
TRINITY COMMUNITY AT BEAVERCREEK,OHL500084,1577R,9374268481,lfarrell@uchinc.org,3218 INDIAN RIPPLE ROAD,DAYTON,OH,45440,MONTGOMERY,130,"UNITED CHURCH HOMES, INC.",Residential Care Facility
TRINITY COMMUNITY AT FAIRBORN,OHL01901,1523R,9378780262,jlemon@uchinc.org,789 STONEYBROOK TRAIL,FAIRBORN,OH,45324,GREENE,20,PARKVUE PLACE,Residential Care Facility
TRINITY COMMUNITY AT FAIRBORN,OHL01901,1523R,9378780262,jlemon@uchinc.org,789 STONEYBROOK TRAIL,FAIRBORN,OH,45324,GREENE,20,"UNITED CHURCH HOME, INC.",Residential Care Facility
TRINITY COMMUNITY AT FAIRBORN,OHL01901,1523R,9378780262,jlemon@uchinc.org,789 STONEYBROOK TRAIL,FAIRBORN,OH,45324,GREENE,20,FOUR WINDS NURSING FACILITY,Residential Care Facility
TRIPLE CREEK RETIREMENT COMMUNITY,OHL41034,2517R,5138510601,larry.conrad@triplecreekretirement.com,11230 PIPPIN ROAD,CINCINNATI,OH,45231,HAMILTON,38,"TRILOGY HEALTHCARE OF HAMILTON, LLC",Residential Care Facility
TWIN LAKES,OHL40319,2428R,5132471310,lisa.zimmers@lec.org,9840 MONTGOMERY ROAD,CINCINNATI,OH,45242,HAMILTON,368,TWIN LAKES,Residential Care Facility
TWIN TOWERS,OHL500096,1027R,5138532000,danielle.brown@lec.org,5343 HAMILTON AVENUE,CINCINNATI,OH,45224,HAMILTON,288,LIFE ENRICHING COMMUNITY,Residential Care Facility
TWIN TOWERS,OHL500096,1027R,5138532000,danielle.brown@lec.org,5343 HAMILTON AVENUE,CINCINNATI,OH,45224,HAMILTON,288,TWIN TOWERS,Residential Care Facility
URBANA PLACE,OHL01934,2155R,9376521500,pmarmon@enlivant.com,609 E. WATER STREET,URBANA,OH,43078,CHAMPAIGN,50,ALTERRA HEALTHCARE CORPORATION,Residential Care Facility
URBANA PLACE,OHL01934,2155R,9376521500,pmarmon@enlivant.com,609 E. WATER STREET,URBANA,OH,43078,CHAMPAIGN,50,URBANA BG OPCO LLC,Residential Care Facility
URBANA PLACE,OHL01934,2155R,9376521500,pmarmon@enlivant.com,609 E. WATER STREET,URBANA,OH,43078,CHAMPAIGN,50,BROOKDALE SENIOR LIVING,Residential Care Facility
