NAME,FACID,STATEID,MCARE_ID,TELEPHONE,FAXPHONE,FACEMAIL,ABBREV,ADDRESS,FAC_CITY,FAC_ST,FAC_ZIP,FACTYPE,OPERSTDESC,CLOSEDDATE,CNTYNAME,LIC_BED_TOTAL,OPENDATE,BED_EFFECTIVE_DATE,CERT_BED_TOTAL,OWNCOMP,OWNPHONE,OWNADDR,OWNCITY,OWNST,OWNZIP,PRIMARYOWN,OWNEROFCODE
SUNRISE OF DUBLIN,OHL41887,2711R,,6147182062,6147665329,dublin.ed@sunriseseniorliving.com,SL-R,4175 STONERIDGE LANE,DUBLIN,OH,43017,L12,ACTIVE,,FRANKLIN,120,8/21/15,8/21/15,0,"SUNRISE DUBLIN SENIOR LIVING OPCO, LLC",,,,,,0,2
SUNRISE OF GAHANNA,OHL01183,2182R,,6144189775,6144189799,gahanna.ed@sunriseseniorliving.com,SL-R,775 EAST JOHNSTOWN ROAD,GAHANNA,OH,43230,L12,ACTIVE,,FRANKLIN,64,3/17/98,9/18/03,0,"SUNRISE THIRD (POOL I), LLC",,,,,,0,2
SUNRISE OF GAHANNA,OHL01183,2182R,,6144189775,6144189799,gahanna.ed@sunriseseniorliving.com,SL-R,775 EAST JOHNSTOWN ROAD,GAHANNA,OH,43230,L12,ACTIVE,,FRANKLIN,64,3/17/98,9/18/03,0,"WELLTOWER OPCO GROUP, LLC",,,,,,1,2
SUNSET HOUSE,OHL500075,0051R,,4195364645,4195368972,jbishop@sunset-communities.org,SL-R,4020 INDIAN ROAD,TOLEDO,OH,43606,L12,ACTIVE,,LUCAS,77,5/1/56,10/12/17,0,"SUNSET RETIREMENT COMMUNITIES, INC.",4197241220,4030 INDIAN ROAD,TOLEDO,OH,43606,1,2
SUNSET VILLAGE,OHL500090,2342R,,4197241200,4197241201,cblackmore@sunset-village.org,SL-R,9640 SYLVANIA-METAMORA ROAD,SYLVANIA,OH,43560,L12,ACTIVE,,LUCAS,64,1/24/02,2/24/03,0,WOODLANDS AT SUNSET HOUSE,,4030 INDIAN ROAD,TOLEDO,OH,43606,0,
SUNSET VILLAGE,OHL500090,2342R,,4197241200,4197241201,cblackmore@sunset-village.org,SL-R,9640 SYLVANIA-METAMORA ROAD,SYLVANIA,OH,43560,L12,ACTIVE,,LUCAS,64,1/24/02,2/24/03,0,"SUNSET RETIREMENT COMMUNITIES, INC.",4197241200,9640 SYLVANIA-METAMORA ROAD,SYLVANIA,OH,43560,1,2
SUNSET VILLAGE,OHL500090,2342R,,4197241200,4197241201,cblackmore@sunset-village.org,SL-R,9640 SYLVANIA-METAMORA ROAD,SYLVANIA,OH,43560,L12,ACTIVE,,LUCAS,64,1/24/02,2/24/03,0,SUNSET HOUSE,,4020 INDIAN ROAD,TOLEDO,OH,43606,0,
SWANTON HLTH CARE & RETIREMENT CTR ASSISTED LIVING,OHL00679,1839R,,4198251145,4198251164,dhauer@swantonhealthcare.com,SL-R,214 SOUTH MUNSON ROAD,SWANTON,OH,43558,L12,ACTIVE,,FULTON,16,4/5/94,1/14/02,0,VAM HOLDING COMPANY,,,,,,0,1
SWANTON HLTH CARE & RETIREMENT CTR ASSISTED LIVING,OHL00679,1839R,,4198251145,4198251164,dhauer@swantonhealthcare.com,SL-R,214 SOUTH MUNSON ROAD,SWANTON,OH,43558,L12,ACTIVE,,FULTON,16,4/5/94,1/14/02,0,SWANTON HEALTH CARE & RETIREMENT CENTER ASSISTED L,4198251145,214 SOUTH MUNSON RD,SWANTON,OH,43558,1,2
SYCAMORE GLEN RETIREMENT COMMUNITY,OHL01634,1876R,,9378662984,9378667488,bill.largo@ketteringhealth.org,SL-R,317 SYCAMORE GLEN DRIVE,MIAMISBURG,OH,45342,L12,ACTIVE,,MONTGOMERY,174,1/1/93,3/10/11,0,SYCAMORE GLEN RETIREMENT COMMUNITY,,,,,,1,2
SYMPHONY AT CENTERVILLE,OHL41995,2763R,,9739992586,9374355114,executivedirector@symphonycenterville.com,SL-R,7383 PARAGON ROAD,DAYTON,OH,45459,L12,ACTIVE,,MONTGOMERY,64,2/6/17,2/6/17,0,"DAYTON OPERATOR, LLC",,,,,,1,2
SYMPHONY AT MENTOR,OHL03232,2346R,,4402568320,4402565206,ed@symphonyatmentor.com,SL-R,8155 MENTOR HILLS DRIVE,MENTOR,OH,44060,L12,ACTIVE,,LAKE,108,9/26/01,2/2/09,0,"MENTOR OPERATOR, LLC",,,,,,0,2
SYMPHONY AT OLMSTED FALLS,OHL32928,2320R,,4402352750,2162355850,ed@symphonyatolmstedfalls.com,SL-R,25880 ELM STREET,OLMSTED FALLS,OH,44138,L12,ACTIVE,,CUYAHOGA,60,1/8/01,9/25/02,0,"OLMSTED OPERATOR, LLC",,,,,,1,2
TALLMADGE SENIOR LIVING LLC,OHL41977,2753R,,3302471875,2349016340,kwingert@danburyseniorliving.com,SL-R,73 EAST AVENUE,TALLMADGE,OH,44278,L12,ACTIVE,,SUMMIT,133,11/4/16,11/4/16,0,"BROOKWOOD MANAGEMENT COMPANY, LLC",3304978686,1201 SOUTH MAIN STREET,NORTH CANTON,OH,44720,1,2
TAPESTRY SENIOR LIVING SPRINGBORO,OHL42189,2859R,,9377489344,9377489077,lindsay.speed@tapestryspringboro.com,SL-R,8683 CLEARCREEK FRANKLIN ROAD,SPRINGBORO,OH,45066,L12,ACTIVE,,WARREN,206,6/18/19,3/17/20,0,"TAPESTRY SPRINGBORO SENIOR HOUSING MANAGEMENT, LLC",,,,,,1,2
TAPESTRY SENIOR LIVING WICKLIFFE,OHL42162,2846R,,4403739900,4409434780,melissa.schmidt@tapestrysenior.com,SL-R,28500 EUCLID AVE,WICKLIFFE,OH,44092,L12,ACTIVE,,LAKE,200,11/28/18,11/28/18,0,"TAPESTRY WICKLIFFE SENIOR HOUSING MANAGEMENT, LLC",,,,,,1,2
TAYLOR PLACE,OHL00846,2120R,,4194200790,4194209627,rivy@enlivant.com,SL-R,1920 BRECKENRIDGE ROAD,FINDLAY,OH,45840,L12,ACTIVE,,HANCOCK,50,3/13/97,5/29/19,0,TAYLOR AID OPCO LLC,,,,,,1,2
TAYLOR SPRINGS HEALTH CAMPUS,OHL42292,2904R,,6148636384,6148636432,robin.helzerman@taylorspringshc.com,SL-R,748 TAYLOR ROAD,GAHANNA,OH,43230,L12,ACTIVE,,FRANKLIN,41,12/21/20,12/21/20,0,"TRILOGY HEALTHCARE OF GAHANNA, LLC",5024125847,303 N HURSTBOURNE PKWY STE 200,LOUISVILLE,KY,40222,1,2
TERRACE AT WESTSIDE THE,OHL01636,1884R,,5134713491,5134710041,fischernyu@aol.com,SL-R,1859 GRAND AVENUE,CINCINNATI,OH,45214,L12,ACTIVE,,HAMILTON,40,1/1/88,4/28/09,0,"JUSTARR, INC.",5139210066,1859 GRAND AVENUE,CINCINNATI,OH,45214,1,
TERRACE II THE,OHL41643,2612R,,5134713491,5139210034,fischernyu@aol.com,SL-R,1857 GRAND AVENUE,CINCINNATI,OH,45214,L12,ACTIVE,,HAMILTON,75,3/6/14,3/6/14,0,"JUSTARR, INC.",5139210066,1859 GRAND AVENUE,CINCINNATI,OH,45214,1,2
THE 1907 AT CENTRAL SCHOOL,OHL42205,2867R,,4409846999,4409846988,nrollins@sprengerhealthcare.com,SL-R,474 CHURCH STREET,AMHERST,OH,44001,L12,ACTIVE,,LORAIN,80,9/30/19,9/30/19,0,CENTRAL VILLAGE LTD. CO.,,,,,,1,2
THE ENCLAVE OF SPRINGBORO,OHL41891,2712R,,9377481919,9377901876,deborah.katsetos@enclaveofspringboro.com,SL-R,355 WEST CENTRAL AVENUE,SPRINGBORO,OH,45066,L12,ACTIVE,,WARREN,158,12/2/15,12/2/15,0,"COLUMBIA/WEGMAN SPRINGBORO, LLC",,,,,,0,2
THE ENCLAVE OF SPRINGBORO,OHL41891,2712R,,9377481919,9377901876,deborah.katsetos@enclaveofspringboro.com,SL-R,355 WEST CENTRAL AVENUE,SPRINGBORO,OH,45066,L12,ACTIVE,,WARREN,158,12/2/15,12/2/15,0,"AVENUE SENIOR CARE, LLC",,,,,,1,2
THE FOUNTAINS ASSISTED LIVING,OHL00370,2089R,,4404601000,4406461414,licensing@providencehcm.com,SL-R,1555 BRAINARD ROAD,LYNDHURST,OH,44124,L12,ACTIVE,,CUYAHOGA,62,9/12/96,3/10/11,0,"FOUNTAINS LEASING, LLC",,,,,,1,2
THE FOUNTAINS ASSISTED LIVING,OHL00370,2089R,,4404601000,4406461414,licensing@providencehcm.com,SL-R,1555 BRAINARD ROAD,LYNDHURST,OH,44124,L12,ACTIVE,,CUYAHOGA,62,9/12/96,3/10/11,0,ERIC WALD,,,,,,0,2
THE FOUNTAINS ASSISTED LIVING,OHL00370,2089R,,4404601000,4406461414,licensing@providencehcm.com,SL-R,1555 BRAINARD ROAD,LYNDHURST,OH,44124,L12,ACTIVE,,CUYAHOGA,62,9/12/96,3/10/11,0,MARTIN WALD,,,,,,0,2
THE FOUNTAINS ASSISTED LIVING,OHL00370,2089R,,4404601000,4406461414,licensing@providencehcm.com,SL-R,1555 BRAINARD ROAD,LYNDHURST,OH,44124,L12,ACTIVE,,CUYAHOGA,62,9/12/96,3/10/11,0,STEVE ROSEDALE,,,,,,0,2
THE FOUNTAINS ASSISTED LIVING,OHL00370,2089R,,4404601000,4406461414,licensing@providencehcm.com,SL-R,1555 BRAINARD ROAD,LYNDHURST,OH,44124,L12,ACTIVE,,CUYAHOGA,62,9/12/96,3/10/11,0,"GREENS NURSING AND ASSISTED LIVING, LLC",,,,,,0,2
THE GARDENS AT LIBERTY PARK,OHL03228,2292R,,3303429100,3303429393,thamel@inspiritseniorliving.com,SL-R,9975 GREEN TREE PARKWAY,STREETSBORO,OH,44241,L12,ACTIVE,,PORTAGE,132,7/20/00,10/30/03,0,INSPIRIT STREETSBORO OPERATOR LLC,,,,,,1,2
THE GARDENS AT LIBERTY PARK,OHL03228,2292R,,3303429100,3303429393,thamel@inspiritseniorliving.com,SL-R,9975 GREEN TREE PARKWAY,STREETSBORO,OH,44241,L12,ACTIVE,,PORTAGE,132,7/20/00,10/30/03,0,"RGM HEALTH SERVICES GROUP, LLC",,,,,,0,2
THE GARDENS OF ST FRANCIS,OHL32957,2392R,,4196984331,4196981109,cwoodward@chilivingcomm.org,SL-R,930 SOUTH  WYNN ROAD,OREGON,OH,43616,L12,ACTIVE,,LUCAS,78,9/17/03,8/11/20,0,CHI LIVING COMMUNITIES,,,,,,1,2
THE GARDENS OF ST FRANCIS,OHL32957,2392R,,4196984331,4196981109,cwoodward@chilivingcomm.org,SL-R,930 SOUTH  WYNN ROAD,OREGON,OH,43616,L12,ACTIVE,,LUCAS,78,9/17/03,8/11/20,0,LITTLE SISTERS OF THE POOR,,,,,,0,2
THE LANDING OF LONG COVE,OHL41560,2591R,,5132293155,5132297494,cwithrow@northstarsl.com,SL-R,5535 IRWIN SIMPSON ROAD,MASON,OH,45040,L12,ACTIVE,,WARREN,135,9/3/11,9/3/11,0,EMERIWEG DEERFIELD LLC,,,,,,0,2
THE LANDING OF LONG COVE,OHL41560,2591R,,5132293155,5132297494,cwithrow@northstarsl.com,SL-R,5535 IRWIN SIMPSON ROAD,MASON,OH,45040,L12,ACTIVE,,WARREN,135,9/3/11,9/3/11,0,"SIMPSON SENIOR CARE, LLC",,,,,,1,1
THE LANDING OF STOW,OHL40968,2502R,,3303420934,3303420937,jseher@northstarsl.com,SL-R,5511 FISHCREEK ROAD,STOW,OH,44224,L12,ACTIVE,,SUMMIT,162,6/3/08,6/3/08,0,"FISHCREEK SENIOR CARE, LLC",,,,,,1,2
THE LANDING OF STOW,OHL40968,2502R,,3303420934,3303420937,jseher@northstarsl.com,SL-R,5511 FISHCREEK ROAD,STOW,OH,44224,L12,ACTIVE,,SUMMIT,162,6/3/08,6/3/08,0,EMERIWEG STOW LLC,,,,,,0,2
THE SPRINGS OF LIMA,OHL42129,2826R,,4192216051,4192216057,jessica.trinko@springsoflima.com,SL-R,370 N EASTOWN ROAD,LIMA,OH,45807,L12,ACTIVE,,ALLEN,41,8/2/18,8/2/18,0,"TRILOGY HEALTHCARE OF LIMA II, LLC",,,,,,1,2
THE WILLOWS AT TIFFIN,OHL42224,2875R,,4194430059,4194430071,alicia.wolf@willowsattiffin.com,SL-R,410 FAIR LANE,TIFFIN,OH,44883,L12,ACTIVE,,SENECA,23,12/5/19,12/5/19,0,"TRILOGY HEALTHCARE OF TIFFIN, LLC",,,,,,1,2
THE WINFIELD AT MIDDLETOWN,OHL01956,2225R,,5134232322,5134232323,abaker@winfieldmiddletown.com,SL-R,3000 MCGEE AVENUE,MIDDLETOWN,OH,45044,L12,ACTIVE,,BUTLER,75,10/20/98,10/23/07,0,"MIDDLETOWN AL/MC, LLC",,3000 MCGEE AVENUE,MIDDLETOWN,OH,45044,1,2
THE WINFIELD AT MIDDLETOWN,OHL01956,2225R,,5134232322,5134232323,abaker@winfieldmiddletown.com,SL-R,3000 MCGEE AVENUE,MIDDLETOWN,OH,45044,L12,ACTIVE,,BUTLER,75,10/20/98,10/23/07,0,"CSL MIDDLETOWN, LLC",,,,,,0,2
"THE WYNDMOOR OF MARION, LLC",OHL01180,2178R,,7403893929,7403894488,linn.wade@wyndmooralf.com,SL-R,308 BARKS ROAD EAST,MARION,OH,43302,L12,ACTIVE,,MARION,60,3/19/98,2/11/03,0,"THE WYNDMOOR OF MARION, LLC",,,,,,1,2
"THE WYNDMOOR OF MARION, LLC",OHL01180,2178R,,7403893929,7403894488,linn.wade@wyndmooralf.com,SL-R,308 BARKS ROAD EAST,MARION,OH,43302,L12,ACTIVE,,MARION,60,3/19/98,2/11/03,0,"BROOKDALE SENIOR LIVING COMMUNITIES, INC.",,,,,,0,2
THISTLE HOUSE SENIOR LIVING,OHL42134,2830R,,4403132933,4404450511,phil@thistlehouseseniorliving.com,SL-R,526 WATER STREET,CHARDON,OH,44024,L12,ACTIVE,,GEAUGA,22,9/13/18,9/13/18,0,THISTLE HOUSE PROPERTIES LLC,,,,,,1,2
THREE CREEKS SENIOR LIVING,OHL42017,2772R,,6149330078,6149330089,plarney@spectrumretirement.com,SL-R,5435 MORSE ROAD,GAHANNA,OH,43230,L12,ACTIVE,,FRANKLIN,89,7/12/17,7/12/17,0,"GAHANNA OPERATOR, LLC",,,,,,1,2
TOWNVIEW TERRACE,OHL41614,2603R,,7404121138,2342490063,bryan@daybreakohio.com,SL-R,200 S MARKET STREET,WOOSTER,OH,44691,L12,ACTIVE,,WAYNE,75,9/4/12,4/3/18,0,TRI STATE HOME HEALTH LLC,,,,,,1,2
TRADITIONS AT CAMARGO,OHL42227,2876R,,5134225499,5135385355,brianwurster@traditionsmgmt.net,SL-R,7650 CAMARGO ROAD,MADEIRA,OH,45243,L12,ACTIVE,,HAMILTON,150,10/29/19,10/29/19,0,"MADEIRA SENIOR PARTNERS, LLC",,,,,,1,2
TRADITIONS AT MILL RUN,OHL01151,2052R,,6147710100,6145292584,sgrote@nationalchurchresidences.org,SL-R,3550 FISHINGER BOULEVARD,HILLIARD,OH,43026,L12,ACTIVE,,FRANKLIN,150,10/12/95,10/17/12,0,TRADITIONS AT MILL RUN,6147710100,3550 FISHINGER BOULEVARD,HILLIARD,OH,43026,0,1
TRADITIONS AT NORTH BEND,OHL42267,2893R,,5137081665,5135104542,debraoaks@traditionsmgmt.net,SL-R,4916 NORTH BEND ROAD,CINCINNATI,OH,45211,L12,ACTIVE,,HAMILTON,150,6/22/20,6/22/20,0,"NORTH BEND SENIOR LIVING, LLC",,802 EAST 86TH STREET,INDIANAPOLIS,OH,46240,1,2
TRADITIONS AT STYGLER COMMONS,OHL41289,2087R,,6144758778,6143371199,ssaum@nationalchurchresidences.org,SL-R,165 NORTH STYGLER ROAD,GAHANNA,OH,43230,L12,ACTIVE,,FRANKLIN,54,10/27/09,10/27/09,0,TRADITIONS AT STYGLER ROAD,,167 STYGLER ROAD,GAHANNA,OH,43230,1,2
TRADITIONS OF BEAVERCREEK,OHL41991,2761R,,9374276220,9374276247,brittanystidham@traditionsmgmt.net,SL-R,800 GRAYSON LANE,BEAVERCREEK,OH,45430,L12,ACTIVE,,GREENE,150,1/19/17,6/13/18,0,"BEAVERCREEK SENIOR PARTNERS, LLC",,,,,,0,2
TRADITIONS OF BEAVERCREEK,OHL41991,2761R,,9374276220,9374276247,brittanystidham@traditionsmgmt.net,SL-R,800 GRAYSON LANE,BEAVERCREEK,OH,45430,L12,ACTIVE,,GREENE,150,1/19/17,6/13/18,0,"BEAVERCREEK SENIOR LIVING II, LLC",,,,,,1,2
TRADITIONS OF DEERFIELD,OHL42093,2808R,,5135835170,5135830320,andreanoe@traditionsmgmt.net,SL-R,3455 NANTUCKET CIRCLE,LOVELAND,OH,45140,L12,ACTIVE,,WARREN,150,2/23/18,2/23/18,0,"DEERFIELD SENIOR LIVING, LLC",,,,,,1,2
TRINITY COMMUNITY AT BEAVERCREEK,OHL500084,1577R,,9374268481,9374263043,lfarrell@uchinc.org,SL-R,3218 INDIAN RIPPLE ROAD,DAYTON,OH,45440,L12,ACTIVE,,MONTGOMERY,130,1/27/75,6/11/18,0,"UNITED CHURCH HOMES, INC.",9378372211,170 EAST CENTER STREET,MARION,OH,43302,1,2
TRINITY COMMUNITY AT FAIRBORN,OHL01901,1523R,,9378780262,9378788407,jlemon@uchinc.org,SL-R,789 STONEYBROOK TRAIL,FAIRBORN,OH,45324,L12,ACTIVE,,GREENE,20,8/6/96,2/7/03,0,PARKVUE PLACE,,3800 BROADWALK BLVD,SANDUSKY,OH,44880,0,
TRINITY COMMUNITY AT FAIRBORN,OHL01901,1523R,,9378780262,9378788407,jlemon@uchinc.org,SL-R,789 STONEYBROOK TRAIL,FAIRBORN,OH,45324,L12,ACTIVE,,GREENE,20,8/6/96,2/7/03,0,"UNITED CHURCH HOME, INC.",9378780262,789 STONEYBROOK TRAIL,FAIRBORN,OH,45324,1,1
TRINITY COMMUNITY AT FAIRBORN,OHL01901,1523R,,9378780262,9378788407,jlemon@uchinc.org,SL-R,789 STONEYBROOK TRAIL,FAIRBORN,OH,45324,L12,ACTIVE,,GREENE,20,8/6/96,2/7/03,0,FOUR WINDS NURSING FACILITY,,215 SETH AVENUE,JACKSON,OH,45640,0,
TRIPLE CREEK RETIREMENT COMMUNITY,OHL41034,2517R,,5138510601,5138510602,larry.conrad@triplecreekretirement.com,SL-R,11230 PIPPIN ROAD,CINCINNATI,OH,45231,L12,ACTIVE,,HAMILTON,38,8/20/08,6/6/19,0,"TRILOGY HEALTHCARE OF HAMILTON, LLC",5024125847,"1650 LYNDON FARMS CT, SUITE 201",LOUISVILL,KY,40223,1,2
TWIN LAKES,OHL40319,2428R,,5132471310,5132471938,lisa.zimmers@lec.org,SL-R,9840 MONTGOMERY ROAD,CINCINNATI,OH,45242,L12,ACTIVE,,HAMILTON,368,10/27/05,1/21/21,0,TWIN LAKES,5137193500,9840 MONTGOMERY ROAD,CINCINNATI,OH,45242,1,2
TWIN TOWERS,OHL500096,1027R,,5138532000,5132471924,danielle.brown@lec.org,SL-R,5343 HAMILTON AVENUE,CINCINNATI,OH,45224,L12,ACTIVE,,HAMILTON,288,8/1/48,4/12/12,0,LIFE ENRICHING COMMUNITY,5137193510,"6279 TN-RIDGE BLVD, SUITE 320",LOVELAND,OH,45140,1,
TWIN TOWERS,OHL500096,1027R,,5138532000,5132471924,danielle.brown@lec.org,SL-R,5343 HAMILTON AVENUE,CINCINNATI,OH,45224,L12,ACTIVE,,HAMILTON,288,8/1/48,4/12/12,0,TWIN TOWERS,,,,,,0,2
URBANA PLACE,OHL01934,2155R,,9376521500,9376521127,pmarmon@enlivant.com,SL-R,609 E. WATER STREET,URBANA,OH,43078,L12,ACTIVE,,CHAMPAIGN,50,10/30/97,2/6/03,0,ALTERRA HEALTHCARE CORPORATION,9376521500,609 E. WATER ST,URBANA,OH,43078,0,2
URBANA PLACE,OHL01934,2155R,,9376521500,9376521127,pmarmon@enlivant.com,SL-R,609 E. WATER STREET,URBANA,OH,43078,L12,ACTIVE,,CHAMPAIGN,50,10/30/97,2/6/03,0,URBANA BG OPCO LLC,,,,,,1,2
URBANA PLACE,OHL01934,2155R,,9376521500,9376521127,pmarmon@enlivant.com,SL-R,609 E. WATER STREET,URBANA,OH,43078,L12,ACTIVE,,CHAMPAIGN,50,10/30/97,2/6/03,0,BROOKDALE SENIOR LIVING,8002363454,"6737 WEST WASHINGTON STREET, SUITE 2300",MILWAKEE,WI,53214,0,2
VALLEY VIEW HEALTH CAMPUS,OHL41999,2765R,,4193320357,4193328404,jody.patynko@valleyviewhc.com,SL-R,1247 N RIVER ROAD,FREMONT,OH,43420,L12,ACTIVE,,SANDUSKY,38,2/15/17,2/15/17,0,"TRILOGY HEALTHCARE OF SANDUSKY, LLC",4193320357,825 JUNE STREET,FREMONT,OH,43420,1,2
VAN WERT MANOR,OHL42037,1432R,,4192386655,4192386696,administrator@vanwertmanor.com,SL-R,160 FOX ROAD,VAN WERT,OH,45891,L12,ACTIVE,,VAN WERT,18,6/19/17,9/21/17,0,"HCF OF VAN WERT, INC.",,,,,,1,2
VANCREST ASSISTED & INDEPENDENT,OHL00866,1310R,,4196952871,4196920462,mmurphy@vancrest.com,SL-R,310 ELIDA ROAD,DELPHOS,OH,45833,L12,ACTIVE,,ALLEN,108,6/10/98,2/11/03,0,"VANCREST, LTD",4196952871,310 ELIDA RD,DELPHOS,OH,45833,0,
VANCREST ASSISTED LIVING,OHL00835,1436R,,4192384646,4192385727,swhite@vancrest.com,SL-R,10357 DECATUR ROAD,VAN WERT,OH,45891,L12,ACTIVE,,VAN WERT,146,6/14/96,4/4/19,0,RESTHAVEN NURSING HOME,9375481138,1096 OHI-ST,GRANVILLE,OH,45331,0,
VANCREST ASSISTED LIVING,OHL00835,1436R,,4192384646,4192385727,swhite@vancrest.com,SL-R,10357 DECATUR ROAD,VAN WERT,OH,45891,L12,ACTIVE,,VAN WERT,146,6/14/96,4/4/19,0,VANCREST HEALTH CARE CENTER EATON,,1600 PARK AVENUE,EATON,OH,45320,0,
VANCREST ASSISTED LIVING,OHL00835,1436R,,4192384646,4192385727,swhite@vancrest.com,SL-R,10357 DECATUR ROAD,VAN WERT,OH,45891,L12,ACTIVE,,VAN WERT,146,6/14/96,4/4/19,0,"VAN RUE, INC",4192384646,10357 VAN WERT-DECATURE RD,VAN WERT,OH,45891,1,2
VANCREST ASSISTED LIVING,OHL40788,2488R,,9374563010,4164561625,rdennis@vancrest.com,SL-R,1600 PARK AVENUE,EATON,OH,45320,L12,ACTIVE,,PREBLE,66,10/25/07,6/15/09,0,"VANCREST, LTD.",,1425 EAST FIFTH STREET,DELPHOS,OH,45833,0,
VANCREST ASSISTED LIVING,OHL40788,2488R,,9374563010,4164561625,rdennis@vancrest.com,SL-R,1600 PARK AVENUE,EATON,OH,45320,L12,ACTIVE,,PREBLE,66,10/25/07,6/15/09,0,"VANCREST, LTD, LLC",,1600 PARK AVE,EATON,OH,45320,1,2
VANCREST ASSISTED LIVING OF HOLGATE,OHL41657,2618R,,4192640700,4192640800,hgwin@vancrest.com,SL-R,600 JOE E BROWN AVENUE,HOLGATE,OH,43527,L12,ACTIVE,,HENRY,41,10/25/12,7/1/14,0,"HOLGATE CARE CENTER, LLC",,120 W MAIN STREET,VAN WERT,OH,45891,1,2
VANCREST OF ADA ASSISTED LIVING,OHL41929,2729R,,4195581379,4195581385,amaidlow@vancrest.com,SL-R,600 WEST NORTH AVENUE,ADA,OH,45810,L12,ACTIVE,,HARDIN,44,6/13/16,6/13/16,0,"VANCREST OF ADA, LLC",,,,,,1,2
VANCREST OF ANTWERP,OHL40519,2449R,,4192581312,4192581726,brian@antwerpmanor.com,SL-R,204 ARCHER DRIVE,ANTWERP,OH,45813,L12,ACTIVE,,PAULDING,68,1/11/07,5/27/09,0,"MANOR HOUSE ASSISTED LIVING, LTD.",,,,,,1,
VANCREST OF PAYNE,OHL41717,2641R,,4192630191,4192630193,mbradford@vancrest.com,SL-R,650 NORTH MAIN STREET,PAYNE,OH,45880,L12,ACTIVE,,PAULDING,43,8/19/13,4/5/16,0,VANCREST OF PAYNE LLC,,,,,,1,2
VANCREST OF ST MARYS ASSISTED LIVING,OHL42209,2871R,,4193943308,4193943300,svordermark@vancrest.com,SL-R,1035 HAGER STREET,SAINT MARYS,OH,45885,L12,ACTIVE,,AUGLAIZE,34,,2/1/20,0,"GRAND LAKE OPERATIONS, LLC",,,,,,1,
VANCREST OF URBANA ASSISTED LIVING,OHL41841,2494R,,9376535291,9376535291,vcual@vancrest.com,SL-R,2380 US HWY 68 S,URBANA,OH,43078,L12,ACTIVE,,CHAMPAIGN,49,4/2/15,6/20/18,0,"VANCREST OF URBANA, INC.",,,,,,1,2
VICTORIA HOUSE THE,OHL40418,2440R,,3307991711,3307933388,bparsons@continuinghc.com,SL-R,5295 ASHLEY CIRCLE,AUSTINTOWN,OH,44515,L12,ACTIVE,,MAHONING,84,12/1/05,5/26/10,0,"AUSTINTOWN RESIDENTIAL CARE, LLC",,,,,,1,2
VILLA AT THE LAKE,OHL00426,2261R,,4405991999,4405931259,dlf@randallresidence.com,SL-R,48 PARRISH ROAD,CONNEAUT,OH,44030,L12,ACTIVE,,ASHTABULA,100,11/24/99,10/8/02,0,"VILLA AT THE LAKE, LLC",,,,,,1,2
VILLA ST JOSEPH,OHL40662,2463R,,2163321100,2163321619,snall@marymounthcs.org,SL-R,5200 MARYMOUNT VILLAGE DRIVE,GARFIELD HEIGHTS,OH,44125,L12,ACTIVE,,CUYAHOGA,12,1/17/07,1/17/07,0,VILLAGE AT MARYMOUNT,,,,,,1,
VILLAGE AT ST EDWARD THE,OHL40105,2401R,,3306682828,3306666636,danielle.maur@vased.org,SL-R,3125 SMITH ROAD,FAIRLAWN,OH,44333,L12,ACTIVE,,SUMMIT,122,3/3/04,3/1/17,0,ST. EDWARD HOME,,3131 SMITH ROAD,FAIRLAWN,OH,44333,1,2
VILLAGE AT WESTERVILLE RETIREMENT CENTER THE,OHL00982,1969R,,6148823782,6148821107,edward.niper@hcr-manorcare.com,SL-R,215 HUBER VILLAGE BOULEVARD,WESTERVILLE,OH,43081,L12,ACTIVE,,FRANKLIN,73,9/29/95,10/8/02,0,HEALTH CARE & RETIREMENT CORP OF AMERICA,9375483141,243 MARION DR,GREENVILLE,OH,45331,0,
VILLAGE AT WESTERVILLE RETIREMENT CENTER THE,OHL00982,1969R,,6148823782,6148821107,edward.niper@hcr-manorcare.com,SL-R,215 HUBER VILLAGE BOULEVARD,WESTERVILLE,OH,43081,L12,ACTIVE,,FRANKLIN,73,9/29/95,10/8/02,0,"HEARTLAND VILLAGE OF WESTERVILLE OH (RC), LLC",,,,,,0,2
VILLAGE GREEN HEALTH CAMPUS,OHL41816,2677R,,9375481993,9375482671,annie.carico@villagegreenhc.com,SL-R,1315 KITCHEN AID WAY,GREENVILLE,OH,45331,L12,ACTIVE,,DARKE,38,11/5/14,11/5/14,0,"TRILOGY HEALTHCARE OF GREENVILLE, LLC",,,,,,1,2
VILLAGE OF ST EDWARD AT GREEN THE,OHL42206,2868R,,2342940010,2344920559,stephanie.covas@vased.org,SL-R,3813 FORTUNA DRIVE,AKRON,OH,44312,L12,ACTIVE,,SUMMIT,118,12/2/19,12/2/19,0,THE VILLAGE OF ST. EDWARD AT GREEN,,,,,,1,2
VILLAGE OF ST EDWARD AT WADSWORTH THE,OHL42156,2843R,,2342178735,2344660702,aubrey.harmath@vased.org,SL-R,880 MAIN STREET,WADSWORTH,OH,44281,L12,ACTIVE,,MEDINA,83,2/14/19,2/14/19,0,THE VILLAGE OF ST.  EDWARD AT WADSWORTH,,,,,,1,2
