State Facility Type 1 Literal,Facility ID,Zip Code,Facility Name,Address,License Number,City,State,County,Phone Number,Capacity
BH RESIDENTIAL FACILITY - ADULT,BH4268,85037,LIVE WELL RESIDENTIAL CARE,10258 WEST WINDSOR BOULEVARD,BH4268,PHOENIX,AZ,MARICOPA,(623)414-9594,4
BH RESIDENTIAL FACILITY - ADULT,BH5157,85340,LIVE WELL RESIDENTIAL CARE,12634 WEST ESTERO LANE,BH5157,LITCHFIELD PARK,AZ,MARICOPA,(602)214-9544,5
BH RESIDENTIAL FACILITY - ADULT,BH5940,85037,LIVE WELL RESIDENTIAL CARE,4544 NORTH 91ST DRIVE,BH5940,PHOENIX,AZ,MARICOPA,(623)877-3293,5
BH RESIDENTIAL FACILITY - ADULT,BH6484,85037,LIVE WELL RESIDENTIAL CARE,9218 WEST WILLOW BEND LANE,BH6484,PHOENIX,AZ,MARICOPA,(623)399-7824,5
BH RESIDENTIAL FACILITY - ADULT,BH5882,85338,LIVING 365 LLC,2267 SOUTH 173RD DRIVE,BH5882,GOODYEAR,AZ,MARICOPA,(623)248-4342,5
BH RESIDENTIAL FACILITY - ADULT,BH6141,85143,LIVING WATERS BEHAVIORAL SERVICES,1036 EAST OMEGA DRIVE,BH6141,SAN TAN VALLEY,AZ,PINAL,(480)717-8996,10
BH RESIDENTIAL FACILITY - ADULT,BH4916,85381,LOLOMA HOUSE AT GREENWAY,15259 NORTH 67TH DRIVE,BH4916,PEORIA,AZ,MARICOPA,(623)486-2131,5
BH RESIDENTIAL FACILITY - ADULT,BH6073,85304,LOLOMA HOUSE AT SUNNYSIDE,6125 WEST SUNNYSIDE DRIVE,BH6073,GLENDALE,AZ,MARICOPA,(623)412-2247,8
BH RESIDENTIAL FACILITY - ADULT,BH5883,85041,LOVE BEHAVIOURAL SERVICES,7106 SOUTH 30TH LANE,BH5883,PHOENIX,AZ,MARICOPA,(623)521-5935,5
BH RESIDENTIAL FACILITY - ADULT,BH6491,85501,LT BEHAVIORAL HEALTH LLC,111 BLAKE STREET,BH6491,GLOBE,AZ,GILA,(480)430-5722,10
BH RESIDENTIAL FACILITY - ADULT,BH4566,85131,"LUMINARIA, L L C",3477 EAST BATTEN ROAD,BH4566,ELOY,AZ,PINAL,(520)466-2233,10
BH RESIDENTIAL FACILITY - ADULT,BH4194,85131,"LUMINARIA, LLC",4040 NORTH DEL MONTE,BH4194,ELOY,AZ,PINAL,(520)466-2233,6
BH RESIDENTIAL FACILITY - ADULT,BH5056,85356,"LUMINARIA, LLC",28658 ARIZONA AVENUE,BH5056,WELLTON,AZ,YUMA,(520)466-2233,9
BH RESIDENTIAL FACILITY - ADULT,BH6410,85338,M & M BEHAVIORAL HEALTH,16758 WEST APACHE STREET,BH6410,GOODYEAR,AZ,MARICOPA,(480)580-6826,5
BH RESIDENTIAL FACILITY - ADULT,BH2068,85206,"MARC COMMUNITY RESOURCES, INC. - ALDER",4154 EAST ALDER AVENUE,BH2068,MESA,AZ,MARICOPA,(480)985-5170,4
BH RESIDENTIAL FACILITY - ADULT,BH3749,85204,"MARC COMMUNITY RESOURCES, INC. - MILLETT",918 EAST MILLETT AVENUE,BH3749,MESA,AZ,MARICOPA,(480)634-5843,4
BH RESIDENTIAL FACILITY - ADULT,BH2067,85215,"MARC COMMUNITY RESOURCES, INC. - QUARTZ",6433 EAST QUARTZ STREET,BH2067,MESA,AZ,MARICOPA,(480)807-8506,4
BH RESIDENTIAL FACILITY - ADULT,BH2069,85213,"MARC COMMUNITY RESOURCES, INC.- HERMOSA VISTA",2664 EAST HERMOSA VISTA DRIVE,BH2069,MESA,AZ,MARICOPA,(480)969-3800,5
BH RESIDENTIAL FACILITY - ADULT,BH1960,85051,"MARK ALLEN FOUNDATION, INC.",2622 WEST STATE AVENUE,BH1960,PHOENIX,AZ,MARICOPA,(602)973-3727,26
BH RESIDENTIAL FACILITY - ADULT,BH6127,85339,MARTHA'S RESIDENTIAL CARE LLC,7008 WEST CARTER ROAD,BH6127,LAVEEN,AZ,MARICOPA,(480)217-6996,10
BH RESIDENTIAL FACILITY - ADULT,BH6176,85339,MARY GROUP HOME IV,8025 SOUTH 47TH LANE,BH6176,LAVEEN,AZ,MARICOPA,(623)565-3922,5
BH RESIDENTIAL FACILITY - ADULT,BH6677,85041,MATA RESIDENTIAL CARE,2923 WEST JESSICA LANE,BH6677,PHOENIX,AZ,MARICOPA,(281)505-0577,5
BH RESIDENTIAL FACILITY - ADULT,BH4459,85301,MAVERICK HOUSE,5801 NORTH 51ST AVENUE,BH4459,GLENDALE,AZ,MARICOPA,(602)685-6107,29
BH RESIDENTIAL FACILITY - ADULT,BH5585,85339,"MAX BEHAVIORAL HEALTH, LLC",4505 WEST BURGESS LANE,BH5585,LAVEEN,AZ,MARICOPA,(331)803-0822,5
BH RESIDENTIAL FACILITY - ADULT,BH6567,85041,MBABAZI HOMES LLC,7010 SOUTH 19TH LANE,BH6567,PHOENIX,AZ,MARICOPA,(320)266-7514,5
BH RESIDENTIAL FACILITY - ADULT,BH5739,85142,MBC L L C,2644 WEST HALF MOON CIRCLE,BH5739,QUEEN CREEK,AZ,MARICOPA,(602)300-6939,5
BH RESIDENTIAL FACILITY - ADULT,BH5213,85201,MCLELLAN HOUSE OF GRACE-FULL CARE LLC,833 WEST MCLELLAN ROAD,BH5213,MESA,AZ,MARICOPA,(480)396-0660,10
BH RESIDENTIAL FACILITY - ADULT,BH6212,85339,"MEDFORD'S HOME, L L C",5202 WEST SAINT KATERI DRIVE,BH6212,LAVEEN,AZ,MARICOPA,(619)708-1440,5
BH RESIDENTIAL FACILITY - ADULT,BH5556,85037,"MEMA HOMES, LLC",4613 NORTH 91ST DRIVE,BH5556,PHOENIX,AZ,MARICOPA,(763)439-0368,5
BH RESIDENTIAL FACILITY - ADULT,BH6579,85014,MERCY CARES LLC,6823 NORTH 14TH STREET,BH6579,PHOENIX,AZ,MARICOPA,(602)888-6779,5
BH RESIDENTIAL FACILITY - ADULT,BH6083,85037,MERCY FAVOR AND GRACE RESIDENTIAL HOME LLC,9431 WEST SHERIDAN STREET,BH6083,PHOENIX,AZ,MARICOPA,(602)475-1289,5
BH RESIDENTIAL FACILITY - ADULT,BH5404,85257,MEREWAY MANOR BEHAVIORAL HEALTH HOME,7746 EAST LATHAM STREET,BH5404,SCOTTSDALE,AZ,MARICOPA,(480)621-5125,10
BH RESIDENTIAL FACILITY - ADULT,BH5906,85029,"MESTINY GLOBAL CARE, LLC",11417 NORTH 33RD AVENUE,BH5906,PHOENIX,AZ,MARICOPA,(623)552-0135,5
BH RESIDENTIAL FACILITY - ADULT,BH5428,85307,MILLENNIUM RESIDENTIAL HOME INC.,10325 WEST SAN JUAN AVENUE,BH5428,GLENDALE,AZ,MARICOPA,(623)418-2266,5
BH RESIDENTIAL FACILITY - ADULT,BH4529,85730,"MIRASOL, INC.",10490 EAST ESCALANTE,BH4529,TUCSON,AZ,PIMA,(520)546-3200,10
BH RESIDENTIAL FACILITY - ADULT,BH647,86409,"MOHAVE MENTAL HEALTH CLINIC, INC.- HOLMES HOUSE I  & II",1080 SHELDON AVENUE AND 1091 CALUMET AVENUE,BH647,KINGMAN,AZ,MOHAVE,(928)757-8111,18
BH RESIDENTIAL FACILITY - ADULT,BH5615,85207,"MON AMI GROUP HOME, LLC",9138 EAST DENNIS STREET,BH5615,MESA,AZ,MARICOPA,(602)677-6359,9
BH RESIDENTIAL FACILITY - ADULT,BH4520,85379,MOSES BEHAVIORAL CARE,17622 WEST PORT ROYALE LANE,BH4520,SURPRISE,AZ,MARICOPA,(623)792-5059,10
BH RESIDENTIAL FACILITY - ADULT,BH5042,85040,MOSES BEHAVIORAL CARE II,827 EAST CHIPMAN ROAD,BH5042,PHOENIX,AZ,MARICOPA,(602)603-9474,10
BH RESIDENTIAL FACILITY - ADULT,BH5229,85040,MOSES BEHAVIORAL CARE III,829 EAST CHIPMAN ROAD,BH5229,PHOENIX,AZ,MARICOPA,(602)603-9474,10
BH RESIDENTIAL FACILITY - ADULT,BH6281,85033,MOTIVATED LLC,6150 WEST CHEERY LYNN ROAD,BH6281,PHOENIX,AZ,MARICOPA,(623)570-3723,5
BH RESIDENTIAL FACILITY - ADULT,BH4311,85345,MUCO BEHAVIORAL HEALTH RESIDENTIAL HOME,7215 WEST IRONWOOD DRIVE,BH4311,PEORIA,AZ,MARICOPA,(623)478-2343,5
BH RESIDENTIAL FACILITY - ADULT,BH5344,85302,MUCO BEHAVIORAL HEALTH RESIDENTIAL HOME 2,9010 NORTH 63RD DRIVE,BH5344,GLENDALE,AZ,MARICOPA,(623)760-8378,5
BH RESIDENTIAL FACILITY - ADULT,BH4900,85710,MWANGAZA RESIDENTIAL CARE LLC,8421 EAST COLETTE STREET,BH4900,TUCSON,AZ,PIMA,(520)398-5674,9
BH RESIDENTIAL FACILITY - ADULT,BH5431,85756,MWANGAZA RESIDENTIAL CARE LLC,6330 SOUTH KOLB ROAD,BH5431,TUCSON,AZ,PIMA,(520)248-1295,10
BH RESIDENTIAL FACILITY - ADULT,BH3425,85706,"MWANGAZA RESIDENTIAL CARE, LLC",2234 EAST CALLE SIERRA DEL MANANTIAL,BH3425,TUCSON,AZ,PIMA,(520)207-9283,4
BH RESIDENTIAL FACILITY - ADULT,BH4730,85705,"MWANGAZA RESIDENTIAL CARE, LLC",2226 NORTH AVENIDA EL CAPITAN,BH4730,TUCSON,AZ,PIMA,(520)248-1295,8
BH RESIDENTIAL FACILITY - ADULT,BH2777,85249,"NATIONAL MENTOR HEALTHCARE, LLC - ARIZONA MENTOR",3046 EAST KINGBIRD PLACE,BH2777,CHANDLER,AZ,MARICOPA,(602)200-9494,5
BH RESIDENTIAL FACILITY - ADULT,BH6553,85020,NATIVE AMERICAN CONNECTIONS INC (NAC),1431 EAST DUNLAP AVENUE,BH6553,PHOENIX,AZ,MARICOPA,(602)254-3247,48
BH RESIDENTIAL FACILITY - ADULT,BH4862,85004,"NATIVE AMERICAN CONNECTIONS, INC. (NAC)",337 EAST VIRGINIA AVENUE,BH4862,PHOENIX,AZ,MARICOPA,(602)254-3247,70
BH RESIDENTIAL FACILITY - ADULT,BH5872,85712,NEEMA LLC,4801 EAST HELEN STREET,BH5872,TUCSON,AZ,PIMA,(520)248-1919,7
BH RESIDENTIAL FACILITY - ADULT,BH4178,85730,"NEEMA, LLC",6607 EAST HAWK DRIVE,BH4178,TUCSON,AZ,PIMA,(520)248-1919,5
BH RESIDENTIAL FACILITY - ADULT,BH6786,85083,"NEHEMA BEHAVIORAL HEALTH1, LLC",5242 WEST BLAYLOCK DRIVE,BH6786,PHOENIX,AZ,MARICOPA,(480)440-2641,5
BH RESIDENTIAL FACILITY - ADULT,BH5600,85353,NEW BEGINNING BEHAVIORAL HEALTH LLC.,3329 SOUTH 87TH DRIVE,BH5600,TOLLESON,AZ,MARICOPA,(480)667-1491,5
BH RESIDENTIAL FACILITY - ADULT,BH5975,85143,NEW DESTINY HEALTH,1072 EAST DRAGON FLY ROAD,BH5975,QUEEN CREEK,AZ,PINAL,(480)522-0566,9
BH RESIDENTIAL FACILITY - ADULT,BH6512,85021,NEW FOUNDATIONS,2208 WEST DONNER DRIVE,BH6512,PHOENIX,AZ,MARICOPA,(602)877-6686,5
BH RESIDENTIAL FACILITY - ADULT,BH6213,85021,NEW FOUNDATIONS LLC,2420 WEST ECHO LANE,BH6213,PHOENIX,AZ,MARICOPA,(602)877-6686,5
BH RESIDENTIAL FACILITY - ADULT,BH5833,85143,NEW HOPE BEHAVIORAL RESIDENCY,424 EAST DIAMOND TRAIL,BH5833,SAN TAN VALLEY,AZ,PINAL,(602)380-2532,8
BH RESIDENTIAL FACILITY - ADULT,BH5965,85042,"NEW HORIZON CARE, INC",6521 SOUTH 4TH STREET,BH5965,PHOENIX,AZ,MARICOPA,(480)567-6764,5
BH RESIDENTIAL FACILITY - ADULT,BH6263,85042,"NEW HORIZON CARE, INC",6002 SOUTH 17TH STREET,BH6263,PHOENIX,AZ,MARICOPA,(480)567-6764,5
BH RESIDENTIAL FACILITY - ADULT,BH6362,85040,"NEW HORIZON CARE, INC",1708 EAST CHANUTE PASS,BH6362,PHOENIX,AZ,MARICOPA,(480)567-6764,5
BH RESIDENTIAL FACILITY - ADULT,BH6390,85041,"NEW HORIZON CARE, INC",2232 WEST DONNER DRIVE,BH6390,PHOENIX,AZ,MARICOPA,(480)567-6764,5
BH RESIDENTIAL FACILITY - ADULT,BH6472,85041,"NEW HORIZON CARE, INC",2236 WEST DONNER DRIVE,BH6472,PHOENIX,AZ,MARICOPA,(480)567-6764,5
BH RESIDENTIAL FACILITY - ADULT,BH2151,85730,NEW HORIZONS BEHAVIORAL HEALTH SERVICES INC.,6871 EAST NELSON DRIVE,BH2151,TUCSON,AZ,PIMA,(520)747-9443,10
BH RESIDENTIAL FACILITY - ADULT,BH4890,85711,NEW HORIZONS BEHAVIORAL HEALTH SERVICES INC.,5849 EAST 5TH STREET,BH4890,TUCSON,AZ,PIMA,(520)514-9092,10
BH RESIDENTIAL FACILITY - ADULT,BH6030,85043,NEW HORIZONS RESIDENTIAL LLC,6318 WEST MIAMI STREET,BH6030,PHOENIX,AZ,MARICOPA,(925)470-9032,5
BH RESIDENTIAL FACILITY - ADULT,BH6516,85298,NEW LIFE BEHAVIORAL HEALTH,1782 EAST CAMINA PLATA COURT,BH6516,GILBERT,AZ,MARICOPA,(480)643-0599,10
BH RESIDENTIAL FACILITY - ADULT,BH6656,85712,NEW OASIS GROUP LLC,5056 EAST ADAMS STREET,BH6656,TUCSON,AZ,PIMA,(520)230-8256,10
BH RESIDENTIAL FACILITY - ADULT,BH5931,85041,NEW ROOTS RESIDENCY LLC,3139 WEST CARSON ROAD,BH5931,PHOENIX,AZ,MARICOPA,(480)285-5483,5
BH RESIDENTIAL FACILITY - ADULT,BH5980,85338,NEW STEPS RESIDENTIAL CARE LLC,17592 WEST HADLEY STREET,BH5980,GOODYEAR,AZ,MARICOPA,(480)364-1098,5
BH RESIDENTIAL FACILITY - ADULT,BH4493,85037,NEW VISION BEHAVIORAL HEALTH & WELLNESS,4732 NORTH 86TH DRIVE,BH4493,PHOENIX,AZ,MARICOPA,(602)367-5345,4
BH RESIDENTIAL FACILITY - ADULT,BH5622,85350,NEW VISION BEHAVIORAL HEALTH & WELLNESS,854 SOUTH SUNSET AVENUE,BH5622,SOMERTON,AZ,YUMA,(602)367-5345,5
BH RESIDENTIAL FACILITY - ADULT,BH5919,85040,NEW VISION BEHAVIORAL HEALTH & WELLNESS LLC,2451 EAST PUEBLO AVENUE,BH5919,PHOENIX,AZ,MARICOPA,(602)367-5345,5
BH RESIDENTIAL FACILITY - ADULT,BH6288,85031,"NEW VISION BEHAVIORAL HEALTH & WELLNESS, LLC",3119 NORTH 46TH DRIVE,BH6288,PHOENIX,AZ,MARICOPA,(602)367-5345,8
BH RESIDENTIAL FACILITY - ADULT,BH6446,85041,NGAI RESIDENTIAL CARE LLC,3514 WEST SAINT CHARLES AVENUE,BH6446,PHOENIX,AZ,MARICOPA,(602)283-4059,5
BH RESIDENTIAL FACILITY - ADULT,BH5555,85224,NOBLE HOMES,1342 WEST PARK AVENUE,BH5555,CHANDLER,AZ,MARICOPA,(480)508-1147,5
BH RESIDENTIAL FACILITY - ADULT,BH6193,85140,NOBLE HOMES,40353 NORTH PARISI PLACE,BH6193,SAN TAN VALLEY,AZ,PINAL,(646)944-9582,10
BH RESIDENTIAL FACILITY - ADULT,BH5296,86301,NORTHERN ARIZONA CENTER FOR ADDICTION,545 SOUTH LAKEVIEW DRIVE,BH5296,PRESCOTT,AZ,YAVAPAI,(928)776-0195,10
BH RESIDENTIAL FACILITY - ADULT,BH6224,85041,NORTHSTAR HOMECARE,5239 SOUTH 33RD DRIVE,BH6224,PHOENIX,AZ,MARICOPA,(480)765-3018,5
BH RESIDENTIAL FACILITY - ADULT,BH5909,85035,"OMEGA BEHAVIORAL HEALTH SERVICES, LLC",2669 NORTH 73RD DRIVE,BH5909,PHOENIX,AZ,MARICOPA,(602)769-3458,5
BH RESIDENTIAL FACILITY - ADULT,BH5859,85027,ORAIBI CARE LLC,1741 WEST ORAIBI DRIVE,BH5859,PHOENIX,AZ,MARICOPA,(623)466-6808,8
BH RESIDENTIAL FACILITY - ADULT,BH1824,85303,OREGON RESIDENTIAL PROGRAM,6835 WEST OREGON AVENUE,BH1824,GLENDALE,AZ,MARICOPA,(602)230-2222,5
BH RESIDENTIAL FACILITY - ADULT,BH4512,85029,ORION HOME-39TH DRIVE,12427 NORTH 39TH DRIVE,BH4512,PHOENIX,AZ,MARICOPA,(602)298-0802,10
BH RESIDENTIAL FACILITY - ADULT,BH4749,85029,ORION HOMES - 42ND HOUSE,11400 NORTH 42ND DRIVE,BH4749,PHOENIX,AZ,MARICOPA,(602)466-3223,8
BH RESIDENTIAL FACILITY - ADULT,BH4753,85304,ORION HOMES - 44TH HOUSE,12414 NORTH 44TH AVENUE,BH4753,GLENDALE,AZ,MARICOPA,(602)466-3223,8
BH RESIDENTIAL FACILITY - ADULT,BH4752,85306,ORION HOMES - ACOMA HOUSE,5121 WEST ACOMA ROAD,BH4752,GLENDALE,AZ,MARICOPA,(602)466-3223,10
BH RESIDENTIAL FACILITY - ADULT,BH5255,85304,ORION HOMES - ASTER,4635 WEST ASTER DRIVE,BH5255,GLENDALE,AZ,MARICOPA,(602)466-3223,8
BH RESIDENTIAL FACILITY - ADULT,BH4750,85304,ORION HOMES - BLOOMFIELD HOUSE,4317 WEST BLOOMFIELD ROAD,BH4750,GLENDALE,AZ,MARICOPA,(602)466-3233,5
BH RESIDENTIAL FACILITY - ADULT,BH4849,85381,ORION HOMES - BLOOMFIELD II,6713 WEST BLOOMFIELD ROAD,BH4849,PEORIA,AZ,MARICOPA,(602)466-3223,10
BH RESIDENTIAL FACILITY - ADULT,BH5256,85304,ORION HOMES - COLUMBINE I,4509 WEST COLUMBINE DRIVE,BH5256,GLENDALE,AZ,MARICOPA,(602)466-3223,5
BH RESIDENTIAL FACILITY - ADULT,BH5078,85383,ORION HOMES - DONALD,8302 WEST DONALD ROAD,BH5078,PEORIA,AZ,MARICOPA,(602)466-3223,10
BH RESIDENTIAL FACILITY - ADULT,BH4751,85304,ORION HOMES - WINDROSE HOUSE,4501 WEST WINDROSE DRIVE,BH4751,GLENDALE,AZ,MARICOPA,(602)466-3223,5
BH RESIDENTIAL FACILITY - ADULT,BH6150,85254,ORION HOMES LLC - BECK HOUSE,5447 EAST BECK LANE,BH6150,SCOTTSDALE,AZ,MARICOPA,(602)466-3223,10
BH RESIDENTIAL FACILITY - ADULT,BH5023,85015,ORION HOMES LLC - BETHANY HOME,2219 WEST BETHANY HOME ROAD,BH5023,PHOENIX,AZ,MARICOPA,(602)466-3223,10
BH RESIDENTIAL FACILITY - ADULT,BH5475,85029,ORION HOMES LLC - COLUMBINE II,3902 WEST COLUMBINE DRIVE,BH5475,PHOENIX,AZ,MARICOPA,(602)466-3223,7
BH RESIDENTIAL FACILITY - ADULT,BH5476,85381,ORION HOMES LLC - GELDING,6764 WEST GELDING DRIVE,BH5476,PEORIA,AZ,MARICOPA,(602)466-3223,10
BH RESIDENTIAL FACILITY - ADULT,BH3931,85304,"ORION HOMES, L L C",12022 NORTH 49TH AVENUE,BH3931,GLENDALE,AZ,MARICOPA,(602)466-3223,10
BH RESIDENTIAL FACILITY - ADULT,BH4095,85022,"ORION HOMES, L L C",142 EAST JOAN DE ARC DRIVE,BH4095,PHOENIX,AZ,MARICOPA,(602)441-4384,10
BH RESIDENTIAL FACILITY - ADULT,BH5550,85339,OUR HOME OF UNITY,7019 SOUTH 77TH LANE,BH5550,LAVEEN,AZ,MARICOPA,(602)799-2757,5
BH RESIDENTIAL FACILITY - ADULT,BH5738,85353,OUR HOME OF UNITY L L C,8325 WEST SUPERIOR AVENUE,BH5738,TOLLESON,AZ,MARICOPA,(602)799-2757,5
BH RESIDENTIAL FACILITY - ADULT,BH5904,85339,OUR HOME OF UNITY L L C,6616 SOUTH 48TH LANE,BH5904,LAVEEN,AZ,MARICOPA,(602)799-2757,5
BH RESIDENTIAL FACILITY - ADULT,BH5953,85041,OUR HOME OF UNITY L L C,6804 SOUTH 21ST DRIVE,BH5953,PHOENIX,AZ,MARICOPA,(602)799-2757,5
BH RESIDENTIAL FACILITY - ADULT,BH5731,85339,OUR HOME OF UNITY LLC,8709 SOUTH 47TH LANE,BH5731,LAVEEN,AZ,MARICOPA,(602)799-2757,5
BH RESIDENTIAL FACILITY - ADULT,BH5954,85043,OUR HOME OF UNITY LLC,8105 WEST MAGNOLIA STREET,BH5954,PHOENIX,AZ,MARICOPA,(602)799-2757,5
BH RESIDENTIAL FACILITY - ADULT,BH5799,85037,PACEY CARE LLC,2022 NORTH PACEY ROAD,BH5799,PHOENIX,AZ,MARICOPA,(602)374-5010,10
BH RESIDENTIAL FACILITY - ADULT,BH5964,85212,PARADISE CREEK HOMES LLC,10511 EAST CORBIN AVENUE,BH5964,MESA,AZ,MARICOPA,(480)331-4160,5
BH RESIDENTIAL FACILITY - ADULT,BH4479,85032,PARADISE VALLEY BEHAVIORAL HEALTH,3205 EAST SUNNY SIDE LANE,BH4479,PHOENIX,AZ,MARICOPA,(602)400-2288,10
BH RESIDENTIAL FACILITY - ADULT,BH5158,85032,PARADISE VALLEY BEHAVIORAL HEALTH,13401 NORTH 30TH STREET,BH5158,PHOENIX,AZ,MARICOPA,(602)400-2288,10
BH RESIDENTIAL FACILITY - ADULT,BH6252,85254,PARK PLACE RESIDENCE,7150 EAST GARY ROAD,BH6252,SCOTTSDALE,AZ,MARICOPA,(480)939-7744,10
BH RESIDENTIAL FACILITY - ADULT,BH6049,85339,PASTALINO MANOR LLC,8815 SOUTH 57TH LANE,BH6049,LAVEEN,AZ,MARICOPA,(480)634-5485,10
BH RESIDENTIAL FACILITY - ADULT,BH4822,85248,PASTALINO MANOR LLC 3,2264 WEST OLIVE WAY,BH4822,CHANDLER,AZ,MARICOPA,(480)404-7139,5
BH RESIDENTIAL FACILITY - ADULT,BH5156,85042,PASTALINO MANOR LLC 4,1421 EAST MALDONADO DRIVE,BH5156,PHOENIX,AZ,MARICOPA,(480)634-5485,10
BH RESIDENTIAL FACILITY - ADULT,BH6657,85254,PASTALINO MANOR LLC 6,4929 EAST LAUREL LANE,BH6657,SCOTTSDALE,AZ,MARICOPA,(480)634-5485,10
BH RESIDENTIAL FACILITY - ADULT,BH4431,85224,"PASTALINO MANOR, II",1393 WEST KESLER LANE,BH4431,CHANDLER,AZ,MARICOPA,(480)634-5484,5
BH RESIDENTIAL FACILITY - ADULT,BH4099,85224,"PASTALINO MANOR, L L C",1383 WEST KESLER LANE,BH4099,CHANDLER,AZ,MARICOPA,(480)634-5485,5
BH RESIDENTIAL FACILITY - ADULT,BH5587,85266,PATHFINDERS RECOVERY CENTER,34048 NORTH 59TH WAY,BH5587,SCOTTSDALE,AZ,MARICOPA,(480)243-8319,10
BH RESIDENTIAL FACILITY - ADULT,BH5091,85541,PAYSON TRANSITION POINT,"803 WEST MAIN STREET, SUITE C",BH5091,PAYSON,AZ,GILA,(480)831-7566,10
BH RESIDENTIAL FACILITY - ADULT,BH5417,85339,PENALI MANOR L L C,8023 SOUTH 51ST DRIVE,BH5417,LAVEEN,AZ,MARICOPA,(480)207-1272,9
BH RESIDENTIAL FACILITY - ADULT,BH4893,85226,PENALI MANOR LLC,3532 WEST BOSTON STREET,BH4893,CHANDLER,AZ,MARICOPA,(480)207-1272,5
BH RESIDENTIAL FACILITY - ADULT,BH6061,85022,"PHOENIX COMFORT HOMES, LLC",17643 NORTH 17TH STREET,BH6061,PHOENIX,AZ,MARICOPA,(612)913-6133,5
BH RESIDENTIAL FACILITY - ADULT,BH6563,85139,PINNACLE BEHAVIORAL HEALTH,45369 WEST HORSE MESA ROAD,BH6563,MARICOPA,AZ,PINAL,(480)388-4906,10
BH RESIDENTIAL FACILITY - ADULT,BH5736,85259,PINNACLE PEAK RECOVERY,9917 NORTH 108TH STREET,BH5736,SCOTTSDALE,AZ,MARICOPA,(480)750-1200,10
BH RESIDENTIAL FACILITY - ADULT,BH5327,86301,POSITIVE MOVEMENT II,655 SUNRISE BOULEVARD,BH5327,PRESCOTT,AZ,YAVAPAI,(928)237-4502,8
BH RESIDENTIAL FACILITY - ADULT,BH5067,86301,"POSITIVE MOVEMENT, LLC",736 4TH STREET,BH5067,PRESCOTT,AZ,YAVAPAI,(928)227-3411,8
BH RESIDENTIAL FACILITY - ADULT,BH3543,85032,PRATS RESIDENTIAL BEHAVIORAL  HEALTH AGENCY,13603 NORTH 30TH STREET,BH3543,PHOENIX,AZ,MARICOPA,(602)400-2288,5
BH RESIDENTIAL FACILITY - ADULT,BH4111,85032,PRATS RESIDENTIAL BEHAVIORAL HEALTH AGENCY / TA'CHII'NII HOUSE,13811 NORTH 38TH STREET,BH4111,PHOENIX,AZ,MARICOPA,(602)348-2115,10
BH RESIDENTIAL FACILITY - ADULT,BH3884,85032,PRATS RESIDENTIAL BEHAVIORAL HEALTH AGENCY I I,13437 NORTH 30TH STREET,BH3884,PHOENIX,AZ,MARICOPA,(602)400-2288,5
BH RESIDENTIAL FACILITY - ADULT,BH3963,85032,"PRATS RESIDENTIAL BEHAVIORAL HEALTH AGENCY, L L C AKA DINE' HOME",3014 EAST EMILE ZOLA AVENUE,BH3963,PHOENIX,AZ,MARICOPA,(602)400-2288,5
BH RESIDENTIAL FACILITY - ADULT,BH5769,85035,PREFERRED CARE SOLUTIONS HOME (PCS HOME),2651 NORTH 50TH AVENUE,BH5769,PHOENIX,AZ,MARICOPA,(602)430-9646,5
BH RESIDENTIAL FACILITY - ADULT,BH6615,85029,PREFERRED CARE SOLUTIONS LLC,13443 NORTH 18TH DRIVE,BH6615,PHOENIX,AZ,MARICOPA,(602)430-9646,5
BH RESIDENTIAL FACILITY - ADULT,BH6647,85042,PREFERRED CARE SOLUTIONS LLC,1340 EAST MALDONADO DRIVE,BH6647,PHOENIX,AZ,MARICOPA,(602)430-9646,5
BH RESIDENTIAL FACILITY - ADULT,BH4262,86301,"PRESCOTT HOUSE, INC.",210 / 212 / 214 NORTH ARIZONA AVENUE,BH4262,PRESCOTT,AZ,YAVAPAI,(928)776-8251,39
BH RESIDENTIAL FACILITY - ADULT,BH5208,85338,"PRESIDENTIAL MANSIONCARE, LLC",1647 SOUTH 170TH AVENUE,BH5208,GOODYEAR,AZ,MARICOPA,(623)202-9583,5
BH RESIDENTIAL FACILITY - ADULT,BH5149,85212,PTL BEHAVIORAL HEALTH L L C,10839 EAST SONRISA AVENUE,BH5149,MESA,AZ,MARICOPA,(480)485-6075,9
BH RESIDENTIAL FACILITY - ADULT,BH5582,85019,QUALITY CARE RESIDENTIAL HOMES,4110 WEST OREGON AVENUE,BH5582,PHOENIX,AZ,MARICOPA,(574)383-6239,5
BH RESIDENTIAL FACILITY - ADULT,BH6710,85033,QUALITY CARE RESIDENTIAL HOMES,7133 WEST SUNDERLAND AVENUE,BH6710,PHOENIX,AZ,MARICOPA,(574)383-6239,5
BH RESIDENTIAL FACILITY - ADULT,BH6485,85041,QUALITY LIVING HOME CARE,134 WEST DESERT LANE,BH6485,PHOENIX,AZ,MARICOPA,(602)384-4845,5
BH RESIDENTIAL FACILITY - ADULT,BH6231,85122,RAMS ROOF INC,597 WEST CASA MIRAGE DRIVE,BH6231,CASA GRANDE,AZ,PINAL,(773)710-8829,4
BH RESIDENTIAL FACILITY - ADULT,BH5991,85339,READY4LIFE BEHAVIORAL HEALTH & COUNSELING LLC,5621 WEST WINSTON DRIVE,BH5991,LAVEEN,AZ,MARICOPA,(602)677-0620,5
