rundate,subtype,FACID,FACTYPE,ZIP,LEGALNAME,ADDRESS,LICENSE,LICENSE_EFFECTIVE,LICENSE_EXPIRATION,CITY,state,COUNTY,TELEPHONE,FAXPHONE,CAPACITY,MCAID_CERT,Supp_Service_Provided,N_LON,N_LAT,N_MCODE,N_LCODE,N_BLOCK
44348,BH RESIDENTIAL FACILITY - ADULT,BH5918,1M1,85305,HEARN HOUSE 2 LLC,8793 WEST MARYLAND AVENUE,BH5918,43748,44469,GLENDALE,AZ,MARICOPA,(602)736-0522,(   )   -,5,T,PERSONAL CARE SERVICES,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH4744,1M1,85303,HEARN HOUSE LLC,5520 NORTH 71ST AVENUE,BH4744,43831,44561,GLENDALE,AZ,MARICOPA,(602)736-0523,(623)215-7563,5,,PERSONAL CARE SERVICES,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6578,1M1,85041,HEART TO HEART BEHAVIORAL HEALTH GROUP HOME,2631 WEST CARSON ROAD,BH6578,44181,44530,PHOENIX,AZ,MARICOPA,(480)977-9457,(   )   -,5,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6292,1M1,85037,HEART TO HEART BEHAVIORAL HEALTH GROUP HOME LLC,8531 WEST PALM LANE,BH6292,43998,44347,PHOENIX,AZ,MARICOPA,(480)977-9457,(   )   -,5,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5724,1M1,85037,"HEART TO HEART BEHAVIORAL HEALTH GROUP HOME, L L C",8535 WEST PALM LANE,BH5724,43922,44651,PHOENIX,AZ,MARICOPA,(480)977-9457,(   )   -,5,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5752,1M1,85335,"HEARTS OF THE DESERT, L L C",12914 WEST CHERRY HILLS DRIVE,BH5752,43952,44681,EL MIRAGE,AZ,MARICOPA,(623)229-5825,(   )   -,5,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6089,1M1,85041,HEAVENLY BEHAVIORAL HOMES,4209 WEST IRWIN AVENUE,BH6089,43923,44651,PHOENIX,AZ,MARICOPA,(623)235-7871,(   )   -,5,,PERSONAL CARE SERVICES,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6841,1M1,85053,"HEAVENLY CARE, LLC",3129 WEST ACAPULCO LANE,BH6841,44327,44681,PHOENIX,AZ,MARICOPA,(601)316-1347,(   )   -,5,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH3053,1M1,85021,HELPING HEARTS / 12TH AVE #2,"9606 NORTH 12TH AVENUE, UNIT 2",BH3053,43952,44681,PHOENIX,AZ,MARICOPA,(602)926-1491,(602)926-1491,5,T,PERSONAL CARE SERVICES,-112.088137,33.573295,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH3052,1M1,85016,HELPING HEARTS / MEADOWBROOK HOUSE,1808 EAST MEADOWBROOK AVENUE,BH3052,43952,44681,PHOENIX,AZ,MARICOPA,(602)622-1290,(602)926-1491,8,T,PERSONAL CARE SERVICES,-112.042694,33.503962,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH4745,1M1,85031,HELPING HEARTS 57TH AVE HOUSE,4428 NORTH 57TH AVENUE,BH4745,44105,44469,PHOENIX,AZ,MARICOPA,(602)622-1290,(602)926-8036,8,T,PERSONAL CARE SERVICES,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH4489,1M1,85017,HELPING HEARTS COLLEGE HOUSE,3302 WEST COLLEGE DRIVE,BH4489,44044,44408,PHOENIX,AZ,MARICOPA,(602)622-1290,(602)926-1491,10,T,PERSONAL CARE SERVICES,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH4135,1M1,85033,HELPING HEARTS INDIANOLA HOUSE,6129 WEST INDIANOLA AVENUE,BH4135,43831,44561,PHOENIX,AZ,MARICOPA,(623)846-4293,(602)926-1491,9,T,,-112.191929,33.492197,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5985,1M1,85051,HELPING HEARTS LANE HOUSE,3834 WEST LANE AVENUE,BH5985,43790,44500,PHOENIX,AZ,MARICOPA,(602)975-6152,(602)926-1491,10,,PERSONAL CARE SERVICES,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH3983,1M1,85008,HELPING HEARTS RESIDENTIAL FACILITIES CAMBRIDGE HOUSE,3829 EAST CAMBRIDGE AVENUE,BH3983,44166,44530,PHOENIX,AZ,MARICOPA,(602)374-5251,(602)926-1491,10,T,,-111.998355,33.477183,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6196,1M1,85383,HIGHTOWER BEHAVIORAL HEALTH SERVICES,13206 WEST CRESTVALE DRIVE,BH6196,43991,44712,PEORIA,AZ,MARICOPA,(623)444-5989,(   )   -,10,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6754,1M1,85383,HIGHTOWER BEHAVIORAL HEALTH SERVICES,13231 WEST CREOSOTE DRIVE,BH6754,44291,44651,PEORIA,AZ,MARICOPA,(623)444-5989,(623)444-2427,10,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH309,1M1,86301,HILLSIDE CENTER RESIDENTIAL,642 DAMERON,BH309,43862,44592,PRESCOTT,AZ,YAVAPAI,(928)445-5211,(928)776-8031,23,T,,-112.476199,34.552369,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6411,1M1,85323,HIS MERCY ASSISTED LLC,12362 WEST JOBLANCA ROAD,BH6411,44148,44500,AVONDALE,AZ,MARICOPA,(202)290-7492,(   )   -,5,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6634,1M1,85041,HOFUNITY BEHAVIORAL HEALTH LLC,6923 SOUTH 21ST DRIVE,BH6634,44211,44561,PHOENIX,AZ,MARICOPA,(602)799-2757,(480)525-7974,5,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6635,1M1,85041,HOFUNITY BEHAVIORAL HEALTH LLC,6902 SOUTH 21ST DRIVE,BH6635,44211,44561,PHOENIX,AZ,MARICOPA,(602)799-2757,(480)525-7974,5,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5966,1M1,85710,HOME OF EMPATHY LLC,8102 EAST 6TH STREET,BH5966,43781,44500,TUCSON,AZ,PIMA,(520)248-5418,(520)849-6576,10,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6775,1M1,85326,HOME OF PURPOSE EMPOWERMENT (HOPE AZ),19752 WEST BUCHANAN STREET,BH6775,44320,44681,BUCKEYE,AZ,MARICOPA,(860)690-5309,(623)444-2267,5,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6436,1M1,85053,HOMES OF PERSONAL ENRICHMENT AND SOBRIETY SERVICES,3338 WEST KINGS AVENUE,BH6436,44147,44500,PHOENIX,AZ,MARICOPA,(480)660-5775,(602)327-8375,10,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6759,1M1,85304,HOMES OF PERSONAL ENRICHMENT AND SOBRIETY SERVICES,4444 WEST SHAW BUTTE DRIVE,BH6759,44300,44651,GLENDALE,AZ,MARICOPA,(480)660-5775,(602)327-8375,5,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6552,1M1,85392,HOPE AND COMPASSION LIVING PROGRAMS,12388 WEST HAZELWOOD STREET,BH6552,44166,44530,AVONDALE,AZ,MARICOPA,(520)332-3769,(   )   -,6,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6295,1M1,85396,HOPE AZ,30938 WEST MITCHELL DRIVE,BH6295,44007,44712,BUCKEYE,AZ,MARICOPA,(623)444-2267,(623)444-2267,6,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5705,1M1,85338,HOPE BEHAVIORAL HEALTH RESIDENTIAL,17547 WEST DESERT BLOOM STREET,BH5705,43922,44651,GOODYEAR,AZ,MARICOPA,(623)925-8606,(623)925-2076,5,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5385,1M1,85338,HOPE BEHAVIORAL HEALTH RESIDENTIAL CARE LLC,16870 WEST WOODLANDS AVENUE,BH5385,43862,44592,GOODYEAR,AZ,MARICOPA,(623)925-8606,(623)925-2076,5,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH4881,1M1,85338,"HOPE BEHAVIORAL HEALTH RESIDENTIAL CARE, LLC",15985 WEST WILLIAMS STREET,BH4881,43983,44347,GOODYEAR,AZ,MARICOPA,(623)925-8606,(623)925-8606,5,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6684,1M1,85041,HOPE FOUNDED LLC,6620 SOUTH 26TH DRIVE,BH6684,44320,44681,PHOENIX,AZ,MARICOPA,(832)884-6355,(   )   -,8,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6819,1M1,85037,"HOPE LIGHT CARE HOMES, LLC",9963 WEST MONTEROSA AVENUE,BH6819,44322,44681,PHOENIX,AZ,MARICOPA,(480)278-2047,(   )   -,5,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH4689,1M1,85233,HORIZON CARE HOMES DEVON COURT,613 WEST DEVON COURT,BH4689,44136,44500,GILBERT,AZ,MARICOPA,(602)616-5622,(602)947-2006,10,,PERSONAL CARE SERVICES,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6187,1M1,85122,HORIZON GROUP HOMES LLC,378 EAST TROPICAL DRIVE,BH6187,44020,44742,CASA GRANDE,AZ,PINAL,(602)421-4663,(602)610-5557,5,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6725,1M1,85122,HORIZON HEALTH AND WELLNESS,2221 SOUTH PEART ROAD,BH6725,44333,44681,CASA GRANDE,AZ,PINAL,(480)983-0065,(   )   -,9,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH046,1M1,85122,"HORIZON HEALTH AND WELLNESS, INC.",2269 SOUTH PEART ROAD,BH046,43891,44620,CASA GRANDE,AZ,PINAL,(480)474-5580,(480)671-4541,9,T,,-111.722783,32.8589,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH1804,1M1,85122,"HORIZON HEALTH AND WELLNESS, INC.",2271 SOUTH PEART ROAD,BH1804,43891,44620,CASA GRANDE,AZ,PINAL,(480)474-5580,(480)671-4541,10,T,,-111.722783,32.858885,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH4476,1M1,85281,HORIZON MINTON,434 EAST MINTON,BH4476,44013,44377,TEMPE,AZ,MARICOPA,(602)616-5622,(480)947-2006,10,T,PERSONAL CARE SERVICES,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH4475,1M1,85281,HORIZON ORANGE,1314 EAST ORANGE AVENUE,BH4475,44013,44377,TEMPE,AZ,MARICOPA,(480)945-9292,(480)947-2006,10,T,PERSONAL CARE SERVICES,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH4017,1M1,85122,HOUSE OF HOPE BEHAVIORAL HEALTH AGENCY LEVEL 3,1149 EAST 11TH STREET,BH4017,43952,44316,CASA GRANDE,AZ,PINAL,(520)251-5160,(520)421-2877,8,T,,-111.737843,32.885272,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH4846,1M1,85131,HOUSE OF HOPE ELOY,406 WEST 11TH STREET,BH4846,43983,44347,ELOY,AZ,PINAL,(520)421-1157,(520)421-2877,6,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6767,1M1,85122,HOUSE OF HOPE POTTEBAUM,65 NORTH POTTEBAUM AVENUE,BH6767,44336,44681,CASA GRANDE,AZ,PINAL,(520)431-7750,(520)421-2877,6,,PERSONAL CARE SERVICES,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6760,1M1,85122,HOUSE OF HOPE RANCHO GRANDE,1297 EAST AVENIDA KINO,BH6760,44336,44681,CASA GRANDE,AZ,PINAL,(520)431-7750,(520)421-2877,6,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6099,1M1,85138,HOUSE OF JOY,41947 WEST ROSA DRIVE,BH6099,43907,44620,MARICOPA,AZ,PINAL,(480)603-5286,(520)200-0357,6,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6524,1M1,85037,HOUSE OF LOVE & PEACE LLC,9131 WEST MINNEZONA AVENUE,BH6524,44176,44530,PHOENIX,AZ,MARICOPA,(520)499-7014,(   )   -,5,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6010,1M1,85043,"HUDUMA HOUSE, LLC",6218 WEST RAYMOND STREET,BH6010,43867,44592,PHOENIX,AZ,MARICOPA,(602)516-9785,(   )   -,4,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6124,1M1,85043,"HUDUMA HOUSE, LLC",6249 WEST SOUTHGATE STREET,BH6124,44048,44408,PHOENIX,AZ,MARICOPA,(602)516-9785,(   )   -,5,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6770,1M1,85040,"HUDUMA HOUSE, LLC",4549 EAST SUNLAND AVENUE,BH6770,44335,44681,PHOENIX,AZ,MARICOPA,(602)516-9785,(602)932-1390,5,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6685,1M1,85339,ICARE HEALTH SERVICES LLC,5802 SOUTH 53RD LANE,BH6685,44236,44592,LAVEEN,AZ,MARICOPA,(202)717-2541,(   )   -,5,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6053,1M1,85037,IMANI HOME CARE LIVING LLC,8539 WEST HAZEL WOOD STREET,BH6053,43986,44347,PHOENIX,AZ,MARICOPA,(480)276-8277,(   )   -,5,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5508,1M1,85021,IMARA ORANGEWOOD CARE HOMES LLC,"2134 WEST ORANGEWOOD AVENUE, UNIT 2",BH5508,43770,44500,PHOENIX,AZ,MARICOPA,(602)535-5266,(602)535-5266,9,T,PERSONAL CARE SERVICES,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH4839,1M1,85029,INFINITY GROUP HOMES,12643 NORTH 22ND AVENUE,BH4839,43952,44681,PHOENIX,AZ,MARICOPA,(480)907-4474,(800)859-1774,10,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5141,1M1,85032,INFINITY GROUPS HOMES 2,15111 NORTH 33RD PLACE,BH5141,43922,44651,PHOENIX,AZ,MARICOPA,(480)907-4474,(800)859-1774,10,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5326,1M1,85022,INFINITY GROUPS HOMES 3,2146 EAST EVERETT DRIVE,BH5326,43831,44561,PHOENIX,AZ,MARICOPA,(480)907-4474,(800)859-1774,8,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5680,1M1,85027,INFINITY GROUPS HOMES 4,1495 WEST MOHAWK LANE,BH5680,43891,44620,PHOENIX,AZ,MARICOPA,(480)907-4474,(   )   -,10,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6125,1M1,85295,INFINITY GROUPS HOMES LLC,4145 EAST MEGAN STREET,BH6125,43999,44712,GILBERT,AZ,MARICOPA,(480)389-7039,(800)859-1774,9,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6748,1M1,85032,INFINITY GROUPS HOMES LLC,3523 EAST EVERETT DRIVE,BH6748,44299,44651,PHOENIX,AZ,MARICOPA,(480)907-4474,(800)859-1774,10,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6414,1M1,85339,INS RESIDENTIAL HOMES,4418 WEST DARREL ROAD,BH6414,44218,44561,LAVEEN,AZ,MARICOPA,(480)849-4968,(   )   -,5,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6799,1M1,85009,"INTEGRITY HOME CARE, LLC",4102 WEST ENCANTO BOULEVARD,BH6799,44328,44681,PHOENIX,AZ,MARICOPA,(520)332-3746,(   )   -,5,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH1012,1M1,85716,INTERMOUNTAIN CENTERS FOR HUMAN DEVELOPMENT,"3626 EAST LEE STREET, BUILDING 1",BH1012,44166,44530,TUCSON,AZ,PIMA,(520)721-1887,(520)372-7126,8,T,,-110.915466,32.24145,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5652,1M1,85381,J & B BEHAVIORAL HEALTH,7331 WEST SWEETWATER AVENUE,BH5652,43862,44592,PEORIA,AZ,MARICOPA,(623)825-2880,(623)572-9926,9,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6526,1M1,85304,J & B BEHAVIORAL HEALTH II,6613 WEST PERSHING AVENUE,BH6526,44180,44530,GLENDALE,AZ,MARICOPA,(623)910-7675,(623)572-9926,10,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6559,1M1,85338,J C A AFC HOMES LLC BHRF,8674 SOUTH 165TH AVENUE,BH6559,44232,44592,GOODYEAR,AZ,MARICOPA,(313)434-6821,(   )   -,5,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5766,1M1,85041,JESA HOMES LLC,2546 WEST BLOCH ROAD,BH5766,44101,44439,PHOENIX,AZ,MARICOPA,(480)233-9241,(602)276-5063,5,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH3810,1M1,85041,"JESA HOMES, L L C",2328 WEST DARREL ROAD,BH3810,43891,44620,PHOENIX,AZ,MARICOPA,(480)233-9241,(602)276-5063,5,T,,-112.109208,33.384582,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6217,1M1,85339,JEZZOB BEHAVIORAL HEALTH LLC,4918 WEST APOLLO ROAD,BH6217,43970,44681,LAVEEN,AZ,MARICOPA,(602)521-2351,(480)718-8860,10,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH4779,1M1,85138,"JOECHRIS HOME, L L C",44349 WEST BAILEY DRIVE,BH4779,43891,44620,MARICOPA,AZ,PINAL,(480)406-2545,(520)350-1695,5,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6408,1M1,85140,JOY AT THE HOME CARE LLC,215 WEST SWEET SHRUB AVENUE,BH6408,44256,44620,QUEEN CREEK,AZ,PINAL,(573)529-6198,(480)888-1892,8,,PERSONAL CARE SERVICES,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5725,1M1,85338,JOYFUL BEHAVIORAL HEALTH RESIDENTIAL CARE LLC,16274 WEST SUPERIOR AVENUE,BH5725,43891,44620,GOODYEAR,AZ,MARICOPA,(602)476-4204,(623)321-8814,5,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH4726,1M1,85224,JUSSAMAL MANOR II,641 SOUTH KAREN DRIVE,BH4726,43831,44561,CHANDLER,AZ,MARICOPA,(480)257-2888,(480)257-3447,5,T,PERSONAL CARE SERVICES,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5381,1M1,85140,"KALEIDOSCOPE, LLC",41288 NORTH CAMBRIA DRIVE,BH5381,43891,44620,SAN TAN VALLEY,AZ,PINAL,(480)504-3329,(480)999-9859,6,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5896,1M1,85122,KEWALA CORPORATION,556 WEST MIRAGE LOOP,BH5896,43775,44500,CASA GRANDE,AZ,PINAL,(623)703-8083,(520)447-7709,6,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6800,1M1,85122,KEWALA CORPORATION,670 EAST PALO VERDE STREET,BH6800,44321,44681,CASA GRANDE,AZ,PINAL,(623)703-8083,(520)447-7709,5,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5107,1M1,85138,KONADU FAMILY,40030 WEST COLTIN WAY,BH5107,43983,44347,MARICOPA,AZ,PINAL,(520)252-9164,(520)509-2198,6,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6607,1M1,85139,"KONADU FAMILY, LLC",44809 WEST WOODY ROAD,BH6607,44228,44592,MARICOPA,AZ,PINAL,(480)338-1050,(520)509-2198,5,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH015,1M1,85745,"LA FRONTERA CENTER, INC. / CASA DE VIDA",1900 WEST SPEEDWAY BOULEVARD,BH015,43952,44681,TUCSON,AZ,PIMA,(520)792-0591,(520)882-5817,53,T,,-111.0079,32.235338,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH2642,1M1,85742,"LA FRONTERA CENTER, INC. / MOUNTAIN ROSE RANCH",10841 NORTH THORNYDALE ROAD,BH2642,43862,44592,TUCSON,AZ,PIMA,(520)572-9320,(520)572-8978,9,T,,-111.047099,32.404535,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH2168,1M1,85742,"LA FRONTERA CENTER, INC. / THORNYDALE RANCH",10845 NORTH THORNYDALE ROAD,BH2168,44166,44530,TUCSON,AZ,PIMA,(520)579-8786,(520)579-8794,9,T,,-111.047099,32.404574,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH4560,1M1,85705,"LA FRONTERA CENTER, INC.- MENNINGER HOUSE",240 WEST NAVAJO ROAD,BH4560,44166,44530,TUCSON,AZ,PIMA,(520)408-5475,(520)887-3476,10,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6708,1M1,85017,LAMAR RESIDENTIAL HOME,2840 WEST LAMAR ROAD,BH6708,44300,44651,PHOENIX,AZ,MARICOPA,(602)423-0569,(   )   -,5,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6803,1M1,85041,LAST HOUR INTERNATIONAL INC,7320 SOUTH 22ND LANE,BH6803,44300,44651,PHOENIX,AZ,MARICOPA,(510)290-6632,(602)296-4669,5,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH4252,1M1,85041,LATEEF BEHAVIORAL CARE,1621 WEST MINTON STREET,BH4252,43952,44681,PHOENIX,AZ,MARICOPA,(602)368-1840,(602)368-2567,5,T,PERSONAL CARE SERVICES,-112.093747,33.380494,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH3990,1M1,85041,LATEEF BEHAVIORAL CARE HOMES,8613 SOUTH 7TH DRIVE,BH3990,43831,44561,PHOENIX,AZ,MARICOPA,(602)314-5903,(602)633-2676,5,T,PERSONAL CARE SERVICES,-112.083689,33.367847,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6064,1M1,85041,"LAVEEN BEHAVIORAL HEALTH, LLC",6315 SOUTH 34TH DRIVE,BH6064,43872,44592,PHOENIX,AZ,MARICOPA,(619)817-1936,(602)675-4817,5,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6461,1M1,85041,"LAVEEN BEHAVIORAL HEALTH, LLC",7004 SOUTH 38TH LANE,BH6461,44140,44500,PHOENIX,AZ,MARICOPA,(619)817-1936,(602)675-4817,5,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH4220,1M1,85013,LIFEWELL BEHAVIORAL WELLNESS - HIGHLAND,119 WEST HIGHLAND,BH4220,43983,44712,PHOENIX,AZ,MARICOPA,(602)808-2800,(602)808-2799,8,T,,-112.075878,33.505565,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5315,1M1,85210,LIFEWELL BEHAVIORAL WELLNESS - SITE IV-A,621 WEST SOUTHERN AVENUE,BH5315,44136,44500,MESA,AZ,MARICOPA,(602)808-2800,(602)599-5937,8,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH2406,1M1,85018,"LIFEWELL BEHAVIORAL WELLNESS, INC - SITE I I",3222 NORTH 37TH STREET,BH2406,44044,44408,PHOENIX,AZ,MARICOPA,(602)808-2800,(602)599-5937,16,T,,-112.002195,33.486836,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH2277,1M1,85210,"LIFEWELL BEHAVIORAL WELLNESS, INC - SITE I V - B",619 WEST SOUTHERN AVENUE,BH2277,43952,44681,MESA,AZ,MARICOPA,(602)599-5506,(602)599-5843,8,T,,-111.845317,33.393049,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH165,1M1,85018,"LIFEWELL BEHAVIORAL WELLNESS, INC. - SITE 1",3301 EAST PINCHOT AVENUE,BH165,44166,44530,PHOENIX,AZ,MARICOPA,(602)808-2825,(602)599-5937,53,T,,-112.010907,33.482186,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH3480,1M1,85365,LIGHT HOUSE,"3250 EAST 40TH STREET, ROOM B",BH3480,44166,44530,YUMA,AZ,YUMA,(480)831-7566,(480)831-7563,24,T,,-114.577728,32.655314,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5950,1M1,85392,LIVE WELL ASSISTED LIVING LLC,1929 NORTH 103RD LANE,BH5950,43908,44620,AVONDALE,AZ,MARICOPA,(623)547-2266,(855)538-5256,5,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5994,1M1,85042,LIVE WELL ASSISTED LIVING LLC,6462 SOUTH 4TH STREET,BH5994,43837,44561,PHOENIX,AZ,MARICOPA,(623)399-7824,(855)538-5652,5,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6306,1M1,85037,LIVE WELL ASSISTED LIVING LLC,9210 WEST WILLOW BEND LANE,BH6306,44018,44377,PHOENIX,AZ,MARICOPA,(602)214-9544,(855)538-5652,5,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH4268,1M1,85037,LIVE WELL RESIDENTIAL CARE,10258 WEST WINDSOR BOULEVARD,BH4268,44105,44469,PHOENIX,AZ,MARICOPA,(623)414-9594,(855)538-5652,4,T,PERSONAL CARE SERVICES,-112.281021,33.510635,E024,m,04013082012
44348,BH RESIDENTIAL FACILITY - ADULT,BH5157,1M1,85340,LIVE WELL RESIDENTIAL CARE,12634 WEST ESTERO LANE,BH5157,44044,44408,LITCHFIELD PARK,AZ,MARICOPA,(602)214-9544,(855)538-5652,5,T,PERSONAL CARE SERVICES,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5940,1M1,85037,LIVE WELL RESIDENTIAL CARE,4544 NORTH 91ST DRIVE,BH5940,43805,44530,PHOENIX,AZ,MARICOPA,(623)877-3293,(   )   -,5,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6484,1M1,85037,LIVE WELL RESIDENTIAL CARE,9218 WEST WILLOW BEND LANE,BH6484,44264,44620,PHOENIX,AZ,MARICOPA,(623)399-7824,(   )   -,5,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5882,1M1,85338,LIVING 365 LLC,2267 SOUTH 173RD DRIVE,BH5882,44075,44439,GOODYEAR,AZ,MARICOPA,(623)248-4342,(623)248-6096,5,,PERSONAL CARE SERVICES,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6141,1M1,85143,LIVING WATERS BEHAVIORAL SERVICES,1036 EAST OMEGA DRIVE,BH6141,43986,44712,SAN TAN VALLEY,AZ,PINAL,(480)717-8996,(   )   -,10,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH4916,1M1,85381,LOLOMA HOUSE AT GREENWAY,15259 NORTH 67TH DRIVE,BH4916,44105,44469,PEORIA,AZ,MARICOPA,(623)486-2131,(623)486-2131,5,T,PERSONAL CARE SERVICES,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6073,1M1,85304,LOLOMA HOUSE AT SUNNYSIDE,6125 WEST SUNNYSIDE DRIVE,BH6073,43889,44592,GLENDALE,AZ,MARICOPA,(623)412-2247,(623)486-2131,8,T,,,,,,
