State Facility Type 1 Literal,Facility ID,Zip Code,Facility Name,Address,License Number,City,State,County,Phone Number,Capacity,Date Accessed
ASSISTED LIVING HOME-DIRECTED,AL10816,85050,Paradise Valley Loving Care Llc,3324 EAST ORAIBI DRIVE,AL10816H,Phoenix,AZ,Maricopa,(602)992-8942,9,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL6228,85253,Paradise Valley Senior Retreat,4801 EAST BERYL AVENUE,AL6228H,Paradise Valley,AZ,Maricopa,(480)699-4780,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11353,85381,Paradise West Assisted Senior Living Llc,7482 WEST PORT AU PRINCE LANE,AL11353H,Peoria,AZ,Maricopa,(623)745-8000,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9373,85395,Park Senior Villas At Goodyear,4211 NORTH PEBBLE CREEK PARKWAY (BUILDING #2),AL9373H,Goodyear,AZ,Maricopa,(602)218-7627,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9466,85395,Park Senior Villas At Goodyear,4211 NORTH PEBBLE CREEK PARKWAY (BUILDING #1),AL9466H,Goodyear,AZ,Maricopa,(602)218-7627,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9477,85395,Park Senior Villas At Goodyear,4211 NORTH PEBBLE CREEK PARKWAY (BUILDING #3),AL9477H,Goodyear,AZ,Maricopa,(602)633-2300,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9512,85395,Park Senior Villas At Goodyear,4211 NORTH PEBBLE CREEK PARKWAY (BUILDING #4),AL9512H,Goodyear,AZ,Maricopa,(602)633-2300,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9809,85395,Park Senior Villas At Goodyear,4211 NORTH PEBBLE CREEK PARKWAY (BUILDING #5),AL9809H,Goodyear,AZ,Maricopa,(602)633-2300,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9932,85395,Park Senior Villas At Goodyear,"4211 NORTH PEBBLE CREEK PARKWAY, (BUILDING #6)",AL9932H,Goodyear,AZ,Maricopa,(602)218-7627,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9945,85748,Park Senior Villas At Houghton - Villa Aa,861 NORTH WHISPERING RABBIT PLACE,AL9945H,Tucson,AZ,Pima,(602)218-7627,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9950,85748,Park Senior Villas At Houghton - Villa Bb,881 NORTH WHISPERING RABBIT PLACE,AL9950H,Tucson,AZ,Pima,(602)218-7627,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9951,85748,Park Senior Villas At Houghton - Villa Cc,901 NORTH WHISPERING RABBIT PLACE,AL9951H,Tucson,AZ,Pima,(602)218-7627,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9952,85748,Park Senior Villas At Houghton - Villa Dd,921 NORTH WHISPERING RABBIT PLACE,AL9952H,Tucson,AZ,Pima,(602)218-7627,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9953,85748,Park Senior Villas At Houghton - Villa Ee,941 NORTH WHISPERING RABBIT PLACE,AL9953H,Tucson,AZ,Pima,(602)218-7627,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9954,85748,Park Senior Villas At Houghton - Villa Ff,920 NORTH WHISPERING RABBIT PLACE,AL9954H,Tucson,AZ,Pima,(602)218-7627,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9955,85748,Park Senior Villas At Houghton - Villa Gg,900 NORTH WHISPERING RABBIT PLACE,AL9955H,Tucson,AZ,Pima,(602)218-7627,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9956,85748,Park Senior Villas At Houghton - Villa Hh,880 NORTH WHISPERING RABBIT PLACE,AL9956H,Tucson,AZ,Pima,(602)218-7627,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9957,85748,Park Senior Villas At Houghton - Villa Ii,860 NORTH WHISPERING RABBIT PLACE,AL9957H,Tucson,AZ,Pima,(602)218-7627,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL6714,85704,Park Senior Villas At La Canada - Villa A,6901 WEST DESERT HARBOR PLACE,AL6714H,Tucson,AZ,Pima,(520)531-0086,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL6715,85704,Park Senior Villas At La Canada - Villa B,1460 WEST DESERT HARBOR CIRCLE,AL6715H,Tucson,AZ,Pima,(520)531-0086,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL6716,85704,Park Senior Villas At La Canada - Villa C,1577 WEST DESERT HARBOR CIRCLE,AL6716H,Tucson,AZ,Pima,(520)531-0086,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL6717,85704,Park Senior Villas At La Canada - Villa D,1519 WEST DESERT HARBOR CIRCLE,AL6717H,Tucson,AZ,Pima,(520)531-0086,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL6718,85704,Park Senior Villas At La Canada - Villa E,1563 WEST DESERT HARBOR CIRCLE,AL6718H,Tucson,AZ,Pima,(520)531-0086,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL6719,85704,Park Senior Villas At La Canada - Villa F,1555 WEST DESERT HARBOR CIRCLE,AL6719H,Tucson,AZ,Pima,(520)531-0086,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL7316,85704,Park Senior Villas At La Canada - Villa G,1505 WEST DESERT HARBOR CIRCLE,AL7316H,Tucson,AZ,Pima,(602)218-7627,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL7309,85704,Park Senior Villas At La Canada - Villa H,1495 WEST DESERT HARBOR CIRCLE,AL7309H,Tucson,AZ,Pima,(520)531-0086,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL7426,85704,Park Senior Villas At La Canada - Villa I,1487 WEST DESERT HARBOR CIRCLE,AL7426H,Tucson,AZ,Pima,(602)218-7627,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL7427,85704,Park Senior Villas At La Canada - Villa J,1479 WEST DESERT HARBOR CIRCLE,AL7427H,Tucson,AZ,Pima,(520)531-0086,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9993,85704,Park Senior Villas At La Canada - Villa K,1464 WEST DESERT HARBOR CIRCLE,AL9993H,Tucson,AZ,Pima,(602)218-7627,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9992,85704,Park Senior Villas At La Canada - Villa L,1468 WEST DESERT HARBOR CIRCLE,AL9992H,Tucson,AZ,Pima,(602)218-7627,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9963,85704,Park Senior Villas At La Canada - Villa M,6876 NORTH DESERT HARBOR PLACE,AL9963H,Tucson,AZ,Pima,(520)531-0086,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9977,85704,Park Senior Villas At La Canada - Villa N,6870 NORTH DESERT HARBOR PLACE,AL9977H,Tucson,AZ,Pima,(520)531-0086,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL4689,85711,"Parker'S Adult Care, Llc",5201 EAST 3RD STREET,AL4689H,Tucson,AZ,Pima,(520)975-4660,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10732,85382,Parkridge Assisted Living,20978 NORTH 99TH DRIVE,AL10732H,Peoria,AZ,Maricopa,(623)444-4848,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL8106,85374,Parkview Assisted Living Llc,18208 NORTH 145TH AVENUE,AL8106H,Surprise,AZ,Maricopa,(602)515-8442,8,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10960,85374,Parkview Care Home Llc,15055 WEST ROCKROSE WAY,AL10960H,Surprise,AZ,Maricopa,(623)231-4370,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11250,85295,Parkview Drive Homecare Llc,2771 EAST PARKVIEW DRIVE,AL11250H,Gilbert,AZ,Maricopa,(480)306-6055,8,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL2139,85304,Parkwood Adult Care Home,4519 WEST CORRINE DRIVE,AL2139H,Glendale,AZ,Maricopa,(602)978-2316,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10819,85208,Parkwood Ranch Group Home,1031 SOUTH CANFIELD,AL10819H,Mesa,AZ,Maricopa,(480)603-5491,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11215,85027,Paseo Highlands Assisted Living,3134 WEST ADOBE DAM ROAD,AL11215H,Phoenix,AZ,Maricopa,(602)999-7576,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11647,85032,Pathways Assisted Living Llc,4015 EAST ST JOHN ROAD,AL11647H,Phoenix,AZ,Maricopa,(602)399-3337,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL5762,85085,Patrick Care Home,27413 NORTH 23RD DRIVE,AL5762H,Phoenix,AZ,Maricopa,(623)582-0113,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL4961,85205,Peaceful And Comfort Assisted Living Home,6532 EAST HANNIBAL,AL4961H,Mesa,AZ,Maricopa,(480)830-7281,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL7402,85379,Peachtree Assisted Living Home,15550 WEST CAMERON DRIVE,AL7402H,Surprise,AZ,Maricopa,(623)234-8655,8,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10862,85012,Peak Care Assisted Living Phoenix Life Home,5930 NORTH CENTRAL AVENUE,AL10862H,Phoenix,AZ,Maricopa,(800)906-1030,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10478,85259,Peak Care Assisted Living Scottsdale Life Home,10125 NORTH 131ST PLACE,AL10478H,Scottsdale,AZ,Maricopa,(800)906-1030,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10527,85260,Peak Care Assisted Living Scottsdale Life Ii Home,9660 EAST CLINTON AVENUE,AL10527H,Scottsdale,AZ,Maricopa,(480)939-4474,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11023,85029,Pearl Manor Assisted Living,3236 WEST EUGIE AVENUE,AL11023H,Phoenix,AZ,Maricopa,(480)208-5137,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11673,85395,Pebble Creek Assisted Living Llc,2396 NORTH 160TH AVENUE,AL11673H,Goodyear,AZ,Maricopa,(602)725-0268,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11741,85138,Pendo Care Home'S,40968 WEST PORTIS DRIVE,AL11741H,Maricopa,AZ,Pinal,(480)254-0025,6,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10783,85202,Pennington Manor Assisted Living Home,2730 SOUTH PENNINGTON,AL10783H,Mesa,AZ,Maricopa,(480)687-3603,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11601,85138,Penzi Care Home Llc,43448 WEST WILD HORSE TRAIL,AL11601H,Maricopa,AZ,Pinal,(480)254-0025,6,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL6555,85382,Peoria Adult Care Home,9012 WEST SANDRA TERRACE,AL6555H,Peoria,AZ,Maricopa,(623)876-1432,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL8952,85382,"Peoria Assisted Living And Health Services, Llc",15921 NORTH 91ST DRIVE,AL8952H,Peoria,AZ,Maricopa,(623)251-4356,9,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11492,85382,Peoria Care Homes Llc,7233 WEST PARADISE LANE,AL11492H,Peoria,AZ,Maricopa,(623)322-1700,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11503,85345,Peoria Vista,10430 WEST ROYAL PALM ROAD,AL11503H,Peoria,AZ,Maricopa,(623)302-8961,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10377,85257,Perpetual Help Assisted Living,8201 EAST LEWIS AVENUE,AL10377H,Scottsdale,AZ,Maricopa,(480)947-3157,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10837,85711,Personal Touch Home For  The Aging Llc,642 SOUTH WILMOT ROAD,AL10837H,Tucson,AZ,Pima,(520)265-6305,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL7369,85086,Petradi Green Diamond Group Home,2210 EAST MADDOCK ROAD,AL7369H,Phoenix,AZ,Maricopa,(623)465-2782,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL6647,85208,Petrisor Assisted Living,11121 EAST DRAGOON AVENUE,AL6647H,Mesa,AZ,Maricopa,(480)284-7682,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10763,85254,Phoenix Assisted Living Llc,14403 NORTH 60TH STREET,AL10763H,Scottsdale,AZ,Maricopa,(602)628-4721,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL8132,86004,Pine Meadows Ranch,7885 EASY STREET,AL8132H,Flagstaff,AZ,Coconino,(928)522-8622,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL5698,86303,Pineview Adult Care Home,1115 DIXON DRIVE,AL5698H,Prescott,AZ,Yavapai,(928)778-3555,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11652,85255,Pinnacle Peak Assisted Living Home Llc,7878 EAST VISTA BONITA DRIVE,AL11652H,Scottsdale,AZ,Maricopa,(480)490-7856,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9672,85308,Place For Mom And Dad Adult Care Llc,20006 NORTH 41ST LANE,AL9672H,Glendale,AZ,Maricopa,(623)879-0962,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9295,85206,Pleasant Living - Leisure World,1221 SOUTH ARROYA CIRCLE,AL9295H,Mesa,AZ,Maricopa,(480)389-0693,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9294,85207,Pleasant Living - Vista,2065 NORTH VISTA DEL SOL,AL9294H,Mesa,AZ,Maricopa,(480)357-2565,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10470,85379,Pleasant Living Surprise,14571 WEST DESERT HILLS DRIVE,AL10470H,Surprise,AZ,Maricopa,(623)444-8557,7,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL6914,85032,Pleasant Stay Care Home,3221 EAST PERSHING AVENUE,AL6914H,Phoenix,AZ,Maricopa,(602)358-7710,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10825,85382,Pleasant Sunset Assisted Living Llc,21393 NORTH 94TH AVENUE,AL10825H,Peoria,AZ,Maricopa,(602)577-3163,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10750,85383,"Pleasant Valley Adult Care Home, Llc",9146 WEST QUAIL TRACK DRIVE,AL10750H,Peoria,AZ,Maricopa,(602)826-6188,8,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL2269,86305,Pleasant Valley Care Home,2955 PLEASANT VALLEY DR,AL2269H,Prescott,AZ,Yavapai,(928)778-3128,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10849,85213,Pleasant Ville Assisted Living Home Llc,1465 NORTH ROBIN LANE,AL10849H,Mesa,AZ,Maricopa,(480)272-8202,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11622,85718,Pomona Hills Assisted Living Home,3030 EAST RIVER ROAD,AL11622H,Tucson,AZ,Pima,(520)449-7752,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11620,85212,Portobello Assisted Living Home Llc,8435 EAST PORTOBELLO AVENUE,AL11620H,Mesa,AZ,Maricopa,(480)248-6412,8,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL8110,85206,"Precious Heart Assisted Living, Llc",5447 EAST FLOWER AVENUE,AL8110H,Mesa,AZ,Maricopa,(480)508-5808,6,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11544,85381,"Precious Loving Home Care, Llc",12323 NORTH 72ND AVENUE,AL11544H,Peoria,AZ,Maricopa,(602)565-6774,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL7663,85021,Premier Assisted Living Llc,1544 WEST LAS PALMARITAS DRIVE,AL7663H,Phoenix,AZ,Maricopa,(602)626-5363,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11432,85392,"Premier Group Home Avondale, Llc",11003 WEST ALVARADO ROAD,AL11432H,Avondale,AZ,Maricopa,(661)965-3733,6,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11045,85323,Prestige Assisted Living Llc,2505 SOUTH 116TH AVENUE,AL11045H,Avondale,AZ,Maricopa,(623)208-9166,6,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11746,85248,Prestige Home,1274 WEST LANTANA DRIVE,AL11746H,Chandler,AZ,Maricopa,(928)432-0662,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10512,85029,"Primavera Assisted Living, Llc",13644 NORTH 33RD AVENUE,AL10512H,Phoenix,AZ,Maricopa,(602)576-9401,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11186,85260,Prime Assisted Living,9742 EAST GELDING DRIVE,AL11186H,Scottsdale,AZ,Maricopa,(480)614-5410,8,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL4901,85308,Progress Assisted Living,5184 WEST SAINT JOHN ROAD,AL4901H,Glendale,AZ,Maricopa,(602)349-8100,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11324,86315,Pronghorn Assisted Living Llc,8554 NORTH RIDGE RIDER TRAIL,AL11324H,Prescott Valley,AZ,Yavapai,(928)227-0943,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9520,85711,"Provencio Hope Assisted Living, Llc",6072 EAST 28TH STREET,AL9520H,Tucson,AZ,Pima,(520)812-0492,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9939,85383,Provide Assisted Living Home,10087 WEST EL CORTEZ PLACE,AL9939H,Peoria,AZ,Maricopa,(602)625-9605,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10421,85742,Pura Vida Assisted Living,3250 WEST SUMTER DRIVE,AL10421H,Tucson,AZ,Pima,(520)405-6712,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10791,85306,Quail Manor Assisted Living Llc,13820 NORTH 65TH AVENUE,AL10791H,Glendale,AZ,Maricopa,(623)235-9121,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11110,85053,Quality Senior Care,17403 NORTH 29TH AVENUE,AL11110H,Phoenix,AZ,Maricopa,(623)565-7308,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10770,85383,Quality Senior Home Llc,7856 WEST MOLLY DRIVE,AL10770H,Peoria,AZ,Maricopa,(602)561-2583,9,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10279,85140,"Queen Of Hearts, Corporation",1073 EAST ESTATE ROAD,AL10279H,San Tan Valley,AZ,Pinal,(404)824-2475,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9342,85027,R & D Adult Care Home,3436 WEST SANDS DRIVE,AL9342H,Phoenix,AZ,Maricopa,(602)432-5822,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9912,85379,Radiant Care Home,15174 WEST BOCA RATON ROAD,AL9912H,Surprise,AZ,Maricopa,(623)518-4534,8,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL8821,85260,Raintree Assisted Living Llc,9043 EAST HILLERY DRIVE,AL8821H,Scottsdale,AZ,Maricopa,(480)245-6099,8,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11688,85335,Rancho Desert Rose Assisted Living Llc,12502 WEST REDFIELD ROAD,AL11688H,El Mirage,AZ,Maricopa,(602)327-4386,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9230,85302,Reanna'S Assisted Living Home,8433 NORTH 59TH AVENUE,AL9230H,Glendale,AZ,Maricopa,(623)879-9111,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL8874,85295,Red Mountain Assisted Living,1804 SOUTH SOUTHWIND CIRCLE,AL8874H,Gilbert,AZ,Maricopa,(480)726-6788,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11292,85295,Red Mountain Assisted Living At Gateway,2165 SOUTH STUART AVENUE,AL11292H,Gilbert,AZ,Maricopa,(480)506-5007,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL3387,85207,"Red Mountain Reflections Assisted Living, Inc.",2232 NORTH 77TH PLACE,AL3387H,Mesa,AZ,Maricopa,(480)380-8880,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL0783,85207,Red Mountain Senior Home #1 Inc.,8411 EAST CULVER STREET,AL0783H,Mesa,AZ,Maricopa,(480)380-0380,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11053,85379,Redfield Assisted Living Care Home,15978 WEST REDFIELD ROAD,AL11053H,Surprise,AZ,Maricopa,(623)271-9925,7,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL8742,85023,Regency Adult Home Care Llc,901 WEST PORT ROYALE LANE,AL8742H,Phoenix,AZ,Maricopa,(602)375-1670,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL8152,85303,Rejoice Assisted Living Home #2,6035 NORTH 79TH DRIVE,AL8152H,Glendale,AZ,Maricopa,(623)872-1198,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL4582,85303,Rejoice Assisted Living Home Incorporated,7336 NORTH 79TH LANE,AL4582H,Glendale,AZ,Maricopa,(623)930-8124,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL7603,85142,Renata'S Home For The Elderly,2268 WEST PEGGY DRIVE,AL7603H,Queen Creek,AZ,Maricopa,(480)699-7096,8,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL8420,85143,Renata'S Home For The Elderly 2 Inc,31392 NORTH SUNFLOWER WAY,AL8420H,San Tan Valley,AZ,Pinal,(480)275-8321,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9839,85392,Rhoda'S Assisted Living Home,12002 WEST SHERIDAN STREET,AL9839H,Avondale,AZ,Maricopa,(602)487-6389,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11078,85392,Rhoda'S Assisted Living Home 1,3906 NORTH 112TH LANE,AL11078H,Avondale,AZ,Maricopa,(602)487-6389,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11547,85209,Rialto House Assisted Living,1910 SOUTH RIALTO,AL11547H,Mesa,AZ,Maricopa,(480)785-5245,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL6728,85022,Richmond Hills Assisted Living Facility Llc,1141 EAST SANDRA TERRACE,AL6728H,Phoenix,AZ,Maricopa,(602)993-2288,8,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL0128,85704,Ridgecrest I,685 WEST ROLLER COASTER ROAD,AL0128H,Tucson,AZ,Pima,(520)293-3404,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9396,85704,Ridgecrest Ii,5323 NORTH ORACLE JAYNE STATION ROAD,AL9396H,Tucson,AZ,Pima,(520)575-5567,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL2665,85308,Right Choice Adult Care Home,6204 W JULIE DRIVE,AL2665H,Glendale,AZ,Maricopa,(623)376-2898,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL5860,85310,Rising Rainbow Home Care,7407 WEST MONTE LINDO,AL5860H,Glendale,AZ,Maricopa,(623)376-2740,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL6401,85029,Rivendell Care Home,1901 WEST JOAN DE ARC AVENUE,AL6401H,Phoenix,AZ,Maricopa,(602)993-1596,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11698,85355,River Of Life Assisted Living,8415 NORTH 171ST DRIVE,AL11698H,Waddell,AZ,Maricopa,(773)319-2861,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10606,85032,River Of Love Adult Care Home,4358 EAST DANBURY ROAD,AL10606H,Phoenix,AZ,Maricopa,(602)923-0829,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11152,85282,Riviergreen Assisted Living Home,2519 EAST RIVIERA DRIVE,AL11152H,Tempe,AZ,Maricopa,(480)590-3068,7,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL6301,85032,Rody'S Adult Care Home,3807 EAST BETTY ELYSE LANE,AL6301H,Phoenix,AZ,Maricopa,(602)246-2343,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL2053,86301,Rolling Hills Manor,1949 BOARDWALK AVENUE,AL2053H,Prescott,AZ,Yavapai,(928)717-4487,8,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL7172,85022,Ronald Home Care,1910 EAST RONALD ROAD,AL7172H,Phoenix,AZ,Maricopa,(602)765-0315,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL6393,85712,Rosa De Saron Care Home,4102 EAST LINDEN STREET,AL6393H,Tucson,AZ,Pima,(520)325-7813,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL5415,85730,Rosa'S Chante Assisted Living Home,2631 SOUTH BLACKMOON DRIVE,AL5415H,Tucson,AZ,Pima,(520)751-1998,9,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL6392,85745,Rosa'S Little House Ii Assisted Living Home,3141 WEST PAINTED HILLS RANCH COURT,AL6392H,Tucson,AZ,Pima,(520)906-7822,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL8502,85304,Rosarian Assisted Living,6309 WEST MESCAL STREET,AL8502H,Glendale,AZ,Maricopa,(623)326-8850,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11137,85383,Rose Alley Senior Living Llc,8408 WEST PATRICK LANE,AL11137H,Peoria,AZ,Maricopa,(623)203-9703,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11512,85710,Rose Bush Senior Care,2261 SOUTH QUAIL HOLLOW DRIVE,AL11512H,Tucson,AZ,Pima,(619)578-8416,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11824,85367,Rose Garden Adult Home Care,12211 SOUTH SHELL AVENUE,AL11824H,Yuma,AZ,Yuma,(928)248-5632,9,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11277,85712,Rose Garden Senior Care,3230 NORTH CRAYCROFT ROAD,AL11277H,Tucson,AZ,Pima,(520)296-9296,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL4929,86305,Rose Lane Adult Care Home,3305 ROSE LANE,AL4929H,Prescott,AZ,Yavapai,(928)771-8417,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL7066,85745,Rose Of Sharon Family Home,3410 WEST RUTHANN ROAD,AL7066H,Tucson,AZ,Pima,(520)743-8777,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11415,85712,Rose Petals Senior Care,3220 NORTH CRAYCROFT ROAD,AL11415H,Tucson,AZ,Pima,(619)578-8416,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10643,85083,"Rose Villa Assisted Living Home I, Llc",5240 WEST DESERT HOLLOW DRIVE,AL10643H,Phoenix,AZ,Maricopa,(480)299-0926,8,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11836,85024,Rosemonte Assisted Living,902 EAST ROSEMONTE DRIVE,AL11836H,Phoenix,AZ,Maricopa,(623)248-8199,8,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL8448,85379,Roseview Assisted Living Llc,14616 NORTH GIL BALCOME,AL8448H,Surprise,AZ,Maricopa,(623)792-7691,8,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9096,85379,Roseview Gardens Care Home,13342 WEST WATSON LANE,AL9096H,Surprise,AZ,Maricopa,(623)249-3778,7,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10491,85383,"Rosewood Adult Care Home, Llc",8332 WEST ROSEWOOD LANE,AL10491H,Peoria,AZ,Maricopa,(480)278-5238,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11587,85023,"Rosewood Assisted Living, Llc",219 WEST VILLA THERESA DRIVE,AL11587H,Phoenix,AZ,Maricopa,(480)343-8045,9,7/13/21
