MOTHERS LOVE & CARE #2 LLC,RESIDENTIAL FACILITY FOR GROUPS,,308-AGC-29,Active,12/31/2021,MENTAL ILLNESS,N/A,,4130 GARLAN LANE RENO NV 89509,,NV,WASHOE,,775-828-5151,01/01/1998,SHIERYL ACOSTA,Administrator,10,0
MYSTIC HAVEN,RESIDENTIAL FACILITY FOR GROUPS,,3176-AGC-26,Active,12/31/2021,MENTAL ILLNESS,N/A,,3421 CAMSORE POINT LANE LAS VEGAS NV 89129,,NV,CLARK,,702-255-9171,01/01/2001,ROBERT MARTINEZ,Administrator,6,0
NAZARENE SENIOR CARE HOME,RESIDENTIAL FACILITY FOR GROUPS,,9963-AGC-1,Active,12/31/2021,"ALZHEIMER DISEASE, CHRONIC ILLNESS",N/A,,5362 TOPAZ ST LAS VEGAS NV 89120,,NV,CLARK,,702-272-2859,02/06/2020,MARIANITA GEE,Administrator,10,0
NEURORESTORATIVE NEVADA,RESIDENTIAL FACILITY FOR GROUPS,,8643-AGC-4,Active,12/31/2021,"CHRONIC ILLNESS, MENTAL ILLNESS, INDIVIDUALS WITH INTELLECTUAL DISABILITES, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,7240 W. OAKEY BLVD LAS VEGAS NV 89117,,NV,CLARK,,702-423-9573,12/09/2016,ASHLEY IVERSON,Administrator,10,0
NEURORESTORATIVE NEVADA,RESIDENTIAL FACILITY FOR GROUPS,,9287-AGC-2,Active,12/31/2021,"CHRONIC ILLNESS, MENTAL ILLNESS, INDIVIDUALS WITH INTELLECTUAL DISABILITES, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,3135 S MONTE CRISTO WAY LAS VEGAS NV 89117,,NV,CLARK,,702-489-3084,04/26/2019,ASHLEY IVERSON,Administrator,8,0
NEVADA MEMORY CARE,RESIDENTIAL FACILITY FOR GROUPS,,6324-AGC-11,Active,12/31/2021,"ALZHEIMER DISEASE, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,2299 MONTESSOURI ST LAS VEGAS NV 89117,,NV,CLARK,,702-423-8833,01/18/2012,RACHEL DEGELBECK,Administrator,10,0
NOVA ALL STAR CARE HOMES,RESIDENTIAL FACILITY FOR GROUPS,,3252-AGC-26,Active,12/31/2021,RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS,N/A,,5525 ROSE THICKET STREET LAS VEGAS NV 89130,,NV,CLARK,,702-873-6243,06/28/2001,ROBERT MARTINEZ,Administrator,7,0
"NV HOME CARE FACILITIES, LLC",RESIDENTIAL FACILITY FOR GROUPS,,8437-AGC-5,Active,12/31/2021,"ALZHEIMER DISEASE, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,5268 CASPIAN DRIVE LAS VEGAS NV 89118,,NV,CLARK,,702-889-0518,11/13/2015,CRESENCIA SMITH,Administrator,10,0
OAKEY ASSISTED LIVING,RESIDENTIAL FACILITY FOR GROUPS,,9938-AGC-1,Active,12/31/2021,"ASSISTED LIVING SERVICES, CHRONIC ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,3900 W. OAKEY BLVD LAS VEGAS NV 89102,,NV,CLARK,,702-258-7572,02/03/2020,SCOTT COZZA,Administrator,112,0
OAKMONT OF LAS VEGAS,RESIDENTIAL FACILITY FOR GROUPS,,9556-AGC-2,Active,12/31/2021,"ALZHEIMER DISEASE, ASSISTED LIVING SERVICES, CHRONIC ILLNESS, MENTAL ILLNESS, INDIVIDUALS WITH INTELLECTUAL DISABILITES, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,3185 E. FLAMINGO ROAD LAS VEGAS NV 89121,,NV,CLARK,,702-763-9357,12/26/2018,ERIN GARDNER,Administrator,150,0
OAKMONT OF THE LAKES,RESIDENTIAL FACILITY FOR GROUPS,,9041-AGC-3,Active,12/31/2021,"ALZHEIMER DISEASE, ASSISTED LIVING SERVICES, CHRONIC ILLNESS, MENTAL ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,3250 SOUTH FORT APACHE ROAD LAS VEGAS NV 89117,,NV,CLARK,,702-830-7768,02/22/2018,ELIZABETH HERNANDEZ,Administrator,140,0
OASIS PLACE,RESIDENTIAL FACILITY FOR GROUPS,,404-AGC-31,Active,12/31/2021,RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS,N/A,,2722 HARDING WAY RENO NV 89503,,NV,WASHOE,,775-622-0112,01/01/1998,ROSEMARY ORANTES,Administrator,6,0
OASIS SENIOR CARE HOME,RESIDENTIAL FACILITY FOR GROUPS,,10170-AGC-0,Active,12/31/2021,"ALZHEIMER DISEASE, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,2945 MAVERICK STREET LAS VEGAS NV 89108,,NV,CLARK,,702-522-6105,11/19/2020,DAWN AIKELS,Administrator,10,0
OHANA SENIOR LIVING CARE I,RESIDENTIAL FACILITY FOR GROUPS,,9602-AGC-2,Active,12/31/2021,ALZHEIMER DISEASE,N/A,,6825 WHITE SANDS AVENUE LAS VEGAS NV 89145,,NV,CLARK,,702-290-8811,06/04/2019,EMILITA TUGAS,Administrator,8,0
OLIVE GROVE RESIDENTIAL CARE FACILITY,RESIDENTIAL FACILITY FOR GROUPS,,7665-AGC-10,Active,12/31/2021,"CHRONIC ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,9446 BACK BAY CIRCLE LAS VEGAS NV 89123,,NV,CLARK,,702-413-6947,09/06/2013,OLIVIA PARNELL,Administrator,4,0
"ORMSBY HEIGHTS RESIDENTIAL CARE, LLC",RESIDENTIAL FACILITY FOR GROUPS,,7210-AGC-12,Active,12/31/2021,RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS,N/A,,210 SOUTH ORMSBY BLVD CARSON CITY NV 89703,,NV,CARSON CITY,,775-445-0214,12/01/2011,KRISTI JOHNSON,Administrator,10,0
OUR HOME ADULT LIVING,RESIDENTIAL FACILITY FOR GROUPS,,5523-AGC-14,Active,12/31/2021,RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS,N/A,,4180 SIERRA MADRE DR RENO NV 89502,,NV,WASHOE,,775-827-1619,01/01/2010,MARIA HALLMARK,Administrator,5,0
PACIFICA SENIOR LIVING GREEN VALLEY,RESIDENTIAL FACILITY FOR GROUPS,,3543-AGC-36,Active,12/31/2021,"ALZHEIMER DISEASE, ASSISTED LIVING SERVICES, CHRONIC ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,2620 E ROBINDALE ROAD HENDERSON NV 89074,,NV,CLARK,,702-992-0000,07/09/2002,JULIA MASON,Administrator,108,0
PACIFICA SENIOR LIVING SAN MARTIN,RESIDENTIAL FACILITY FOR GROUPS,,5528-AGC-21,Active,12/31/2021,"ALZHEIMER DISEASE, ASSISTED LIVING SERVICES, CHRONIC ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,8374 W CAPOVILLA AVE LAS VEGAS NV 89113,,NV,CLARK,,702-222-3600,12/04/2008,DWIGHT AALGAARD,Administrator,150,0
PACIFICA SENIOR LIVING SPRING VALLEY,RESIDENTIAL FACILITY FOR GROUPS,,2758-AGC-44,Active,12/31/2021,"ALZHEIMER DISEASE, ASSISTED LIVING SERVICES",N/A,,8880 W TROPICANA AVE LAS VEGAS NV 89147-6000,,NV,CLARK,,702-920-0710,02/17/2000,DONALD TRUMP,Administrator,72,0
PALM VALLEY ASSISTED LIVING,RESIDENTIAL FACILITY FOR GROUPS,,3184-AGC-36,Active,12/31/2021,"ASSISTED LIVING SERVICES, CHRONIC ILLNESS, MENTAL ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,5975 W TWAIN AVE LAS VEGAS NV 89103,,NV,CLARK,,702-368-7700,01/03/2001,FREDERICK BROWN,Administrator,102,0
PALMS CARE HOME LLC,RESIDENTIAL FACILITY FOR GROUPS,,9552-AGC-2,Active,12/31/2021,"ALZHEIMER DISEASE, CHRONIC ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,8351 WEST HAMMER LANE LAS VEGAS NV 89149,,NV,CLARK,,702-445-0088,10/09/2018,REBECCA WOLFKILL,Administrator,10,0
PARADISE CREST HOME CARE,RESIDENTIAL FACILITY FOR GROUPS,,297-AGC-36,Active,12/31/2021,"MENTAL ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,4462 FARMCREST DRIVE LAS VEGAS NV 89121,,NV,CLARK,,702-433-2879,01/01/1998,CHRIS MIRANDO,Administrator,10,0
PARADISE MEMORY CARE LLC,RESIDENTIAL FACILITY FOR GROUPS,,10103-AGC-1,Active,12/31/2021,ALZHEIMER DISEASE,N/A,,243 SAXONDALE AVENUE LAS VEGAS NV 89123,,NV,CLARK,,702-731-5941,09/09/2020,PATRICIA BRUSHFIELD,Administrator,10,0
PARADISO,RESIDENTIAL FACILITY FOR GROUPS,,3707-AGC-22,Active,12/31/2021,ALZHEIMER DISEASE,N/A,,7952 MONACO BAY COURT LAS VEGAS NV 89117,,NV,CLARK,,702-255-1273,03/10/2003,EDWIN VALENTIN,Administrator,9,0
PARK PLACE,RESIDENTIAL FACILITY FOR GROUPS,,333-AGC-31,Active,12/31/2021,"ASSISTED LIVING SERVICES, CHRONIC ILLNESS, MENTAL ILLNESS",N/A,,2305 IVES COURT RENO NV 89503,,NV,WASHOE,,775-746-1188,01/01/1997,JEANNE BISHOP-PARISE,Administrator,60,0
PEACE OF MIND LLC,RESIDENTIAL FACILITY FOR GROUPS,,9600-AGC-1,Active,12/31/2021,"ALZHEIMER DISEASE, CHRONIC ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,4354 E HARMON AVE LAS VEGAS NV 89121,,NV,CLARK,,702-434-3234,10/16/2019,MELISSA QUARANTO,Administrator,10,0
PEARL CARE HOME LLC,RESIDENTIAL FACILITY FOR GROUPS,,10013-AGC-1,Active,12/31/2021,"ALZHEIMER DISEASE, CHRONIC ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,1012 PARADISE VIEW ST. HENDERSON NV 89052,,NV,CLARK,,702-614-7079,05/29/2020,CHRISTOPHER LANE,Administrator,10,0
PLAXIA CARE,RESIDENTIAL FACILITY FOR GROUPS,,10219-AGC-0,Active,12/31/2021,RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS,N/A,,5095 N PARK ST LAS VEGAS NV 89149,,NV,CLARK,,702-858-4559,10/26/2020,RACHEL DEGELBECK,Administrator,10,0
PLEASANT CARE GROUP HOME,RESIDENTIAL FACILITY FOR GROUPS,,4126-AGC-19,Active,12/31/2021,RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS,N/A,,639 K STREET SPARKS NV 89431,,NV,WASHOE,,775-358-2204,10/01/2004,FREDA T. CASTRO,Administrator,5,0
PLEASANT CARE GROUP HOME II,RESIDENTIAL FACILITY FOR GROUPS,,4504-AGC-18,Active,12/31/2021,"CHRONIC ILLNESS, MENTAL ILLNESS",N/A,,3238 JAMESTOWN COURT SPARKS NV 89431,,NV,WASHOE,,775-351-2739,02/16/2006,FREDA TORIO CASTRO,Administrator,7,0
PLEASANT CARE GROUP HOME III,RESIDENTIAL FACILITY FOR GROUPS,,7637-AGC-8,Active,12/31/2021,RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS,N/A,,795 SIENNA STATION WAY RENO NV 89512,,NV,WASHOE,,775-657-9598,05/03/2013,FREDA CASTRO,Administrator,6,0
PLEASANT VALLEY HOME CARE,RESIDENTIAL FACILITY FOR GROUPS,,9557-AGC-2,Active,12/31/2021,"ALZHEIMER DISEASE, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,9708 ENNISKEEN AVENUE LAS VEGAS NV 89129-8001,,NV,CLARK,,702-562-5074,05/30/2019,FREDERICK BROWN,Administrator,10,0
PLEASANT VIEW HOMECARE,RESIDENTIAL FACILITY FOR GROUPS,,9505-AGC-2,Active,12/31/2021,"ALZHEIMER DISEASE, CHRONIC ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,7036 PLEASANT VIEW AVE LAS VEGAS NV 89147,,NV,CLARK,,702-985-6847,01/24/2019,DEORELLA BAUTISTA,Administrator,8,0
POET'S WALK HENDERSON,RESIDENTIAL FACILITY FOR GROUPS,,8702-AGC-4,Active,12/31/2021,"ALZHEIMER DISEASE, ASSISTED LIVING SERVICES, CHRONIC ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,1750 WEST HORIZON RIDGE PARKWAY HENDERSON NV 89012,,NV,CLARK,,702-899-8028,11/23/2016,MARK SHAFFER,Administrator,68,0
PRECIOUS CARE GROUP,RESIDENTIAL FACILITY FOR GROUPS,,8841-AGC-3,Active,12/31/2021,"ALZHEIMER DISEASE, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,7345 ACACIA WOODS CT LAS VEGAS NV 89113,,NV,CLARK,,702-998-5988,01/01/2018,PRESCILLA BARCELON,Administrator,10,0
PRESTIGE ASSISTED LIVING AT HENDERSON,RESIDENTIAL FACILITY FOR GROUPS,,2916-AGC-35,Active,12/31/2021,"ALZHEIMER DISEASE, ASSISTED LIVING SERVICES, CHRONIC ILLNESS, MENTAL ILLNESS, INDIVIDUALS WITH INTELLECTUAL DISABILITES",N/A,,1050 E LAKE MEAD PARKWAY HENDERSON NV 89015,,NV,CLARK,,702-564-1771,09/05/2000,KELLY MALONE,Administrator,70,0
PRESTIGE ASSISTED LIVING AT MIRA LOMA,RESIDENTIAL FACILITY FOR GROUPS,,298-AGC-41,Active,12/31/2021,"ALZHEIMER DISEASE, ASSISTED LIVING SERVICES, CHRONIC ILLNESS, MENTAL ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,2520 WIGWAM PARKWAY HENDERSON NV 89074,,NV,CLARK,,702-260-8400,10/01/1998,SIEGLINDE DONOHUE,Administrator,138,0
PRIME CARE FACILITY,RESIDENTIAL FACILITY FOR GROUPS,,339-AGC-27,Active,12/31/2021,MENTAL ILLNESS,N/A,,4920 RONAN DRIVE LAS VEGAS NV 89110,,NV,CLARK,,725-201-5089,04/10/1995,JOSEFINA ADAMS,Administrator,7,0
PRINCESS II GROUP HOME,RESIDENTIAL FACILITY FOR GROUPS,,2677-AGC-30,Active,12/31/2021,"MENTAL ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,10019 PRINCESS CUT ST LAS VEGAS NV 89183,,NV,CLARK,,702-385-5588,01/17/2000,CHERRY  GRACE DAELTO,Administrator,10,5
PROVIDENCE HOME CARE,RESIDENTIAL FACILITY FOR GROUPS,,6028-AGC-13,Active,12/31/2021,RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS,N/A,,5325 VISTA LARGA CIR RENO NV 89523,,NV,WASHOE,,775-787-1188,09/01/2010,NELIA V. BUENDIA,Administrator,8,0
QUALITY CARE 4 SENIORS LLC,RESIDENTIAL FACILITY FOR GROUPS,,8788-AGC-4,Active,12/31/2021,"ALZHEIMER DISEASE, CHRONIC ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,4369 ADELPHI AVENUE LAS VEGAS NV 89120,,NV,CLARK,,702-595-0058,04/21/2017,NANA GYEABOUR,Administrator,10,0
R & L ADULT CARE HOME #2,RESIDENTIAL FACILITY FOR GROUPS,,5002-AGC-19,Active,12/31/2021,"CHRONIC ILLNESS, MENTAL ILLNESS",N/A,,1013 STONEYPEAK AVE NORTH LAS VEGAS NV 89081,,NV,CLARK,,702-478-5252,01/01/2008,GILBERTO DECASTRO,Administrator,8,0
R & L ADULT CARE HOME INC,RESIDENTIAL FACILITY FOR GROUPS,,9535-AGC-1,Active,12/31/2021,"MENTAL ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,1811 S 7TH ST LAS VEGAS NV 89104,,NV,CLARK,,808-372-8418,10/02/2019,RACHEL DEGELBECK,Administrator,8,0
RAFAEL HOME CARE,RESIDENTIAL FACILITY FOR GROUPS,,2479-AGC-25,Active,12/31/2021,"MENTAL ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,3804 APACHE LANE LAS VEGAS NV 89107,,NV,CLARK,,702-880-5852,06/23/1999,CHERRY DAELTO,Administrator,5,0
RAINBOW ADULT CARE LLC,RESIDENTIAL FACILITY FOR GROUPS,,9008-AGC-2,Active,12/31/2021,"CHRONIC ILLNESS, MENTAL ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,1823 BELCASTRO STREET LAS VEGAS NV 89117,,NV,CLARK,,702-370-4803,10/29/2018,FREDERICK BROWN,Administrator,10,0
RAINBOW CONNECTIONS GROUP CARE HOME,RESIDENTIAL FACILITY FOR GROUPS,,5432-AGC-13,Active,12/31/2021,"ALZHEIMER DISEASE, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,820 ANTIGUA ST LAS VEGAS NV 89145,,NV,CLARK,,702-358-9917,01/01/2009,ROSVI ALBEZA,Administrator,6,0
ROSARIOS GROUP HOME,RESIDENTIAL FACILITY FOR GROUPS,,7942-AGC-9,Active,12/31/2021,RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS,N/A,,2885 RED ROCK STREET LAS VEGAS NV 89146,,NV,CLARK,,702-343-0073,05/19/2014,ROSARIO RAMIREZ,Administrator,8,0
ROSS SENIOR RESIDENCE,RESIDENTIAL FACILITY FOR GROUPS,,2175-AGC-31,Active,12/31/2021,"ALZHEIMER DISEASE, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,5935 W SADDLE AVE LAS VEGAS NV 89103,,NV,CLARK,,702-365-6124,03/16/1999,WENDY RAMIREZ,Administrator,5,0
ROYAL HAVEN,RESIDENTIAL FACILITY FOR GROUPS,,88-AGC-33,Active,12/31/2021,ALZHEIMER DISEASE,N/A,,1913 COLLINS AVENUE LAS VEGAS NV 89106,,NV,CLARK,,702-366-9127,01/01/1997,CRISANTA PASION,Administrator,6,0
ROYAL HEIGHTS LLC,RESIDENTIAL FACILITY FOR GROUPS,,7349-AGC-12,Active,12/31/2021,RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS,N/A,,1875 KINGSROW RENO NV 89503,,NV,WASHOE,,775-453-1983,07/23/2012,ALEX LAPASARAN,Administrator,6,0
RUNAMAR HOME HEALTH INC,RESIDENTIAL FACILITY FOR GROUPS,,2807-AGC-27,Active,12/31/2021,"CHRONIC ILLNESS, MENTAL ILLNESS",N/A,,7907 MOUNTAIN MAN WAY LAS VEGAS NV 89113,,NV,CLARK,,702-221-8055,11/03/2000,DOROTHY ACOB-DOMINGO,Administrator,8,0
SACHELE SENIOR GUEST HOME,RESIDENTIAL FACILITY FOR GROUPS,,354-AGC-25,Active,12/31/2021,"MENTAL ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,3398 BANCROFT CIRCLE LAS VEGAS NV 89121,,NV,CLARK,,702-450-3152,02/11/1998,ROWENA G. PACE,Administrator,9,0
SACHELE SENIOR GUEST HOME II,RESIDENTIAL FACILITY FOR GROUPS,,2274-AGC-22,Active,12/31/2021,ALZHEIMER DISEASE,N/A,,3397 EL CAMINO REAL LAS VEGAS NV 89121,,NV,CLARK,,702-435-9544,03/15/2000,ROWENA PACE,Administrator,9,0
SAINT ANNE RESIDENTIAL CARE CORP,RESIDENTIAL FACILITY FOR GROUPS,,367-AGC-41,Active,12/31/2021,MENTAL ILLNESS,N/A,,3158 KINGSPOINT AVENUE LAS VEGAS NV 89120,,NV,CLARK,,702-433-9470,12/17/1996,SUSAN SOWERS,Administrator,10,0
SAINT ANNE'S GROUP HOME,RESIDENTIAL FACILITY FOR GROUPS,,8743-AGC-4,Active,12/31/2021,RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS,N/A,,1625 PEAVINE RD RENO NV 89503,,NV,WASHOE,,775-221-7449,11/02/2017,DIANA ROBERTS,Administrator,7,0
SAINT BENEDICTS HOME,RESIDENTIAL FACILITY FOR GROUPS,,356-AGC-31,Active,12/31/2021,"CHRONIC ILLNESS, MENTAL ILLNESS, INDIVIDUALS WITH INTELLECTUAL DISABILITES",N/A,,3625 S ROSEWOOD DR LAS VEGAS NV 89121,,NV,CLARK,,702-454-0532,05/10/1996,ROSELYN JAVIER,Administrator,6,0
SAINT BENEDICTS HOME II,RESIDENTIAL FACILITY FOR GROUPS,,1894-AGC-25,Active,12/31/2021,"CHRONIC ILLNESS, MENTAL ILLNESS",N/A,,4532 E FLAMINGO ROAD LAS VEGAS NV 89121,,NV,CLARK,,702-435-1742,09/09/1998,ROSELYN JAVIER,Administrator,6,0
SAINT FRANCIS GROUP HOME #2,RESIDENTIAL FACILITY FOR GROUPS,,385-AGC-28,Active,12/31/2021,"MENTAL ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,4151 E ST LOUIS AVENUE LAS VEGAS NV 89104,,NV,CLARK,,702-457-4961,03/10/1995,RESTINA A. ANGAT,Administrator,9,0
SAINT FRANCIS GROUP HOME CARE III,RESIDENTIAL FACILITY FOR GROUPS,,2821-AGC-27,Active,12/31/2021,"CHRONIC ILLNESS, MENTAL ILLNESS",N/A,,4121 E BOSTON AVE LAS VEGAS NV 89104,,NV,CLARK,,702-457-2378,07/12/2000,AMALIA O MAGNO,Administrator,10,0
SAINT FRANCIS GROUP HOME CARE V,RESIDENTIAL FACILITY FOR GROUPS,,2839-AGC-21,Active,12/31/2021,"MENTAL ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,4245 E BALTIMORE AVE LAS VEGAS NV 89104,,NV,CLARK,,702-431-4792,04/28/2000,AMALIA O. MAGNO,Administrator,6,0
SAINT JEAN SENIOR CARE,RESIDENTIAL FACILITY FOR GROUPS,,5936-AGC-14,Active,12/31/2021,"ALZHEIMER DISEASE, CHRONIC ILLNESS",N/A,,6924 ACOMA CRT LAS VEGAS NV 89145,,NV,CLARK,,702-521-4797,08/02/2010,PRESCILA BARCELON,Administrator,10,0
SAINT JEREMIAH CARE HOME,RESIDENTIAL FACILITY FOR GROUPS,,8089-AGC-6,Active,12/31/2021,ALZHEIMER DISEASE,N/A,,3918 CHEROKEE AVENUE LAS VEGAS NV 89121,,NV,CLARK,,702-823-3277,01/01/2015,ERNIE DIAZ,Administrator,10,0
SAINT JUDE HOME CARE,RESIDENTIAL FACILITY FOR GROUPS,,2176-AGC-29,Active,12/31/2021,RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS,N/A,,6880 HATHAWAY DRIVE LAS VEGAS NV 89156,,NV,CLARK,,702-438-5046,07/12/1999,MARIA T.N. ACOBA,Administrator,6,0
SAINT MICHAEL GROUP HOME,RESIDENTIAL FACILITY FOR GROUPS,,436-AGC-29,Active,12/31/2021,MENTAL ILLNESS,N/A,,3980 PLACITA AVENUE LAS VEGAS NV 89121,,NV,CLARK,,702-457-2315,04/17/1997,PETER DURIAS,Administrator,5,0
SAINT PAUL HOME CARE II,RESIDENTIAL FACILITY FOR GROUPS,,4234-AGC-21,Active,12/31/2021,"INDIVIDUALS WITH INTELLECTUAL DISABILITES, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,4900 KOENIG ROAD RENO NV 89506,,NV,WASHOE,,775-324-0691,02/08/2005,ELEANOR G MONZON,Administrator,10,0
SAINT PAULS HOME CARE III,RESIDENTIAL FACILITY FOR GROUPS,,7195-AGC-11,Active,12/31/2021,"MENTAL ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,4910 KOENIG RD RENO NV 89506,,NV,WASHOE,,775-657-6483,01/01/2012,ELEANOR G. MONZON,Administrator,10,0
SAN VICENTE HOME CARE,RESIDENTIAL FACILITY FOR GROUPS,,358-AGC-29,Active,12/31/2021,"ALZHEIMER DISEASE, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,8460 RANCHO DESTINO RD LAS VEGAS NV 89123,,NV,CLARK,,702-361-2358,01/01/1997,VISITACION DELA PENA,Administrator,10,0
SANTA FE CARE HOME I,RESIDENTIAL FACILITY FOR GROUPS,,7739-AGC-8,Active,12/31/2021,"CHRONIC ILLNESS, MENTAL ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,4621 EXPOSITION AVE LAS VEGAS NV 89102,,NV,CLARK,,702-685-8133,03/12/2014,ROMEO BALGAN,Administrator,10,0
SENIOR RESIDENTIAL CARE,RESIDENTIAL FACILITY FOR GROUPS,,5636-AGC-15,Active,12/31/2021,ALZHEIMER DISEASE,N/A,,2269 PACINI COURT HENDERSON NV 89052,,NV,CLARK,,702-325-5355,06/10/2009,BEATRICE MERCADO SHIMADA,Administrator,10,0
SENIOR RESIDENTIAL CARE - CENTENNIAL,RESIDENTIAL FACILITY FOR GROUPS,,3287-AGC-26,Active,12/31/2021,RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS,N/A,,8204 CABIN SPRINGS AVE LAS VEGAS NV 89131,,NV,CLARK,,702-395-7555,07/05/2001,BEATRICE MERCADO SHIMADA,Administrator,9,0
SENIOR RESIDENTIAL CARE-SUMMERLIN,RESIDENTIAL FACILITY FOR GROUPS,,7502-AGC-10,Active,12/31/2021,"CHRONIC ILLNESS, MENTAL ILLNESS, INDIVIDUALS WITH INTELLECTUAL DISABILITES",N/A,,80 ALERION ST LAS VEGAS NV 89138,,NV,CLARK,,702-685-0322,01/01/2013,BEATRICE MERCADO SHIMADA,Administrator,9,0
SERENITY SENIOR CARE,RESIDENTIAL FACILITY FOR GROUPS,,5974-AGC-13,Active,12/31/2021,RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS,N/A,,3645 RIO POCO RENO NV 89502,,NV,WASHOE,,775-825-1481,06/22/2010,SAMMY VALERA,Administrator,9,0
SHELTERING ARMS CARE HOME,RESIDENTIAL FACILITY FOR GROUPS,,10260-AGC-0,Active,12/31/2021,"CHRONIC ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,"1255 LOMA VERDE CT., SPARKS NV 89436",,NV,WASHOE,,775-870-1502,06/23/2021,BETTY BACHMAN,Administrator,6,0
SHELTERING ARMS CARE HOMES II,RESIDENTIAL FACILITY FOR GROUPS,,10261-AGC-0,Active,12/31/2021,"CHRONIC ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,1060 RAIN WATER CT SPARKS NV 89436,,NV,WASHOE,,775-971-4911,06/23/2021,BETTY BACHMAN,Administrator,7,0
SHEPHERD CARE HOME,RESIDENTIAL FACILITY FOR GROUPS,,9689-AGC-0,Active,12/31/2021,"CHRONIC ILLNESS, MENTAL ILLNESS, INDIVIDUALS WITH INTELLECTUAL DISABILITES, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,5319 STAMPA AVE. LAS VEGAS NV 89147,,NV,CLARK,,702-785-2812,04/15/2021,OLIVIA PARNELL,Administrator,10,0
